Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Gain on Sale of Secs & Loans,Stock-Based Compensation,Other Non - Cash Adjusted,Net Ch in Operating Capital,Net Ch in Operating Loans,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1992,139.242004,100.064003,0.0,,39.178001,,,39.178001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,-21.173,101.230003,0.0,,-122.403,,,-122.403,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,153.582001,104.702003,0.0,,48.880001,,,48.880001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,20.363001,106.683998,0.0,,-86.320999,,,-86.320999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,153.151001,109.095001,0.0,,44.056,,,44.056,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-87.768997,109.569,0.0,,-197.337997,,,-197.337997,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,268.582001,112.477997,0.0,,156.104004,,,156.104004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,94.266998,108.748001,0.0,,-14.481,,,-14.481,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,102.595001,96.283997,0.0,,6.311,,,6.311,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,1.719,85.258003,0.0,,-83.539001,,,-83.539001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,-69.487,218.942001,0.0,,-288.428986,,,-288.428986,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
06/30/1995,115.983002,88.022003,0.0,,27.961,,,27.961,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
09/30/1995,114.408997,81.330002,0.0,,33.078999,,,33.078999,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
12/31/1995,25.006001,248.279007,0.0,,-223.272995,,,-223.272995,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
03/31/1996,180.110001,100.226997,0.0,,113.049004,,,113.049004,-33.166,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
06/30/1996,167.869003,100.301003,0.0,,67.568001,,,67.568001,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
09/30/1996,-85.913002,98.573997,0.0,,-184.487,,,-184.487,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
12/31/1996,311.493011,109.613998,0.0,,322.378998,,,322.378998,-120.5,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
03/31/1997,557.786011,116.163002,,,386.346008,,,386.346008,55.277,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
06/30/1997,-404.925995,116.490997,,,-432.25,,,-432.25,-89.167,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
09/30/1997,235.009995,142.593002,,,28.472,,,28.472,63.945,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
12/31/1997,-328.820007,132.647995,,,-314.621002,,,-314.621002,-146.847,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
03/31/1998,160.253998,139.007996,9.494,,-64.468002,,,-64.468002,76.220001,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,160.253998,35.0,577.268982,
06/30/1998,-180.207001,144.231003,2.183,,-244.585007,,,-244.585007,-82.036003,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-180.207001,140.0,396.395996,
09/30/1998,366.97699,107.811996,6.685,,252.266998,,,252.266998,7.158,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,366.97699,88.335999,565.987976,
12/31/1998,-229.959,110.413002,10.257,,-311.983002,,,-311.983002,-38.646,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,76.0,329.321991,
03/31/1999,482.353,113.809,,7.636,,,,,360.908,,,,-1727.965,0.0,,0.0,210.706,3779.297,-3568.591,,,,-1938.671,,,,,,,,0.0,1284.401,-24.423,1363.149,,,,,-54.325,7.293,-61.618,0.0,0.0,,38.789,,477.124,
06/30/1999,-185.238,123.663,13.029,13.029,-215.796,,,-215.796,-119.163,,,,-999.413,0.0,,0.0,196.15,2795.92,-2599.77,,,,-1195.563,,,,,,,,0.0,1084.943,-24.105,1197.144,,,,,-88.096,0.904,-89.0,0.0,0.0,,-99.708,163.5,351.294,
09/30/1999,39.517,121.405,6.545,,9.328,,,9.328,-97.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,494.796,
12/31/1999,1.592,141.954,7.148,,-188.6,,,-188.6,41.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,471.415,
03/31/2000,157.66,153.649,9.438,,-45.528,,,-45.528,40.101,,,,6187.086,,,,1204.637,11200.348,-9995.711,,,,4982.449,,,,,,,,0.0,-3978.314,-28.046,-3898.641,,,,,-51.627,,-51.627,,,,2366.432,0.0,629.991,
06/30/2000,199.48,120.494,7.9,,77.124,,,77.124,-6.038,,,,4209.085,,,,1294.325,18935.686,-17641.361,,,,2914.76,,,,,,,,0.0,-4899.196,-55.894,-4724.507,,,,,-111.115,,-111.115,,-7.68,,-490.631,50.0,551.668,
09/30/2000,306.707,92.218,5.428,,288.826,,,288.826,-79.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,606.543,
12/31/2000,80.8,98.656,9.353,,-108.014,,,-108.014,80.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,644.225,
03/31/2001,-93.878,29.801,,13.599,14.112,,,14.112,-151.39,,,,-1393.605,0.0,,0.0,-496.676,24617.108,-25113.784,,,,-896.929,,,,,,,,0.0,1808.943,-31.387,1962.829,,,,,-122.499,200.302,-322.801,,0.0,,321.46,84.4,673.393,
06/30/2001,194.81,281.795,,13.271,88.309,,,88.309,-188.565,,,,-650.975,,,,474.662,7083.258,-6608.596,,,,-1125.637,,,,,,,,0.0,209.418,-30.935,364.214,,,,,-123.861,137.297,-261.158,,,,-246.747,10.0,391.464,
09/30/2001,386.494,-193.545,,15.299,550.477,,,550.477,14.263,,,,-745.85,,,,100.954,7313.435,-7212.481,,,,-846.804,,,,,,,,0.0,1623.185,-30.267,1716.991,,,,,-63.539,220.939,-284.478,,0.0,,1263.829,72.0,628.154,
12/31/2001,351.962,265.945,23.822,23.822,-13.463,,,-13.463,141.649,,,,-366.547,0.0,0.0,0.0,24.06,6540.059,-6515.999,,,,-390.606,,,,,,,,-0.001,-1343.424,-33.819,-1046.264,,,,,-49.461,34.79,-84.251,,-213.88,,-1358.009,184.5,468.133,
03/31/2002,-102.701,422.344,20.237,,-493.858,,,-493.858,-51.424,,,,208.933,0.0,,0.0,103.435,8232.175,-8128.74,,,,151.89,,,,,,,,-46.392,-226.694,-34.123,-196.025,,,,,3.454,118.767,-115.313,,,,-120.462,331.5,474.56,
06/30/2002,-133.611,126.001,27.55,,-169.161,,,-169.161,-118.001,,,,-1276.425,0.0,,0.0,378.906,20871.187,-20492.281,,,,-1608.939,,,,,,,,-46.392,1124.759,-67.974,1256.307,,,,,-63.574,188.418,-251.992,,,,-285.277,0.0,388.172,
09/30/2002,478.709015,-62.379002,34.771,,452.214996,,,452.214996,54.102001,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,178.0,391.042999,
12/31/2002,520.244,306.03,34.066,,97.521,,,97.521,82.627,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,45.7,389.625,
03/31/2003,55.081,416.549,42.545,,-593.023,,,-593.023,189.01,,,,-912.026,0.0,,0.0,-45.164,13802.047,-13847.211,,,,-959.787,,,,,,,,92.925,756.785,-40.725,930.961,,,,,-127.086,140.136,-267.222,,-6.365,,-100.16,215.764,281.348,
06/30/2003,-426.237,372.694,36.449,,-718.707,,,-718.707,-116.673,,,,-3103.273,0.0,,0.0,-2365.696,72998.432,-75364.128,,,,-694.07,,,,,,,,-43.507,3313.692,-121.251,3831.173,,,,,-378.869,279.647,-658.516,,-17.361,,-215.818,299.311,401.48,
09/30/2003,780.914001,479.888,41.695,,43.702,,,43.702,215.628998,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,13.411,331.459015,
12/31/2003,264.687012,264.428986,26.791,,395.92099,,,395.92099,-422.45401,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,127.309998,0.0,
03/31/2004,-787.007996,291.465,39.818,39.818,-737.193,,,-737.193,-381.098,,,,-5523.733,0.0,0.0,0.0,-1296.5,50458.5,-51755.0,,,,-4354.13,,,,,,,,126.897,8281.96,-79.649,8536.49,,,,,-174.881,98.326,-273.207,0.0,0.0,,1971.219,201.564,218.583,
06/30/2004,-261.338989,614.926025,28.344,,-143.363998,,,-143.363998,-761.244995,,,,3366.070068,0.0,0.0,0.0,173.101562,41586.300781,-41413.199219,,,,3048.090088,,,,,,,,144.878418,2531.210243,-84.462997,2783.740234,,,,,-168.066994,68.428001,-236.494995,0.0,0.0,,5635.940918,204.382004,300.364014,
09/30/2004,177.871994,356.578003,10.93,,-284.855988,,,-284.855988,95.220001,,,,-437.820007,0.0,0.0,0.0,2371.0,102182.0,-99811.0,,,,-2761.439941,,,,,,,,-47.380066,-4917.504017,-86.421997,-4689.650024,,,,,-141.431995,52.462002,-193.893997,0.0,0.0,,-5177.452148,140.897003,268.681,
12/31/2004,729.907,650.301,31.974,,-290.623,,,-290.623,161.607,,,,-6179.788,0.0,0.0,0.0,109.152,100365.607,-100256.455,,,,-5196.139,,,,,,,,-1092.801,4744.723,-82.28,4829.951,,,,,-2.948,70.749,-73.697,0.0,0.0,,-705.158,2.476,426.621,
03/31/2005,-132.526993,223.384003,46.522999,,-210.763,,,-210.763,-191.671005,,,,-2734.595947,0.0,0.0,0.0,1118.367188,29953.216797,-28834.849609,,,,-3926.158936,,,,,,,,73.195801,207.504833,-82.807999,413.454834,,,,,-123.142002,56.243999,-179.386002,0.0,0.0,,-2659.61792,12.384,437.243011,
06/30/2005,737.453979,296.515015,78.947998,,528.151001,,,528.151001,-166.160004,,,,-2903.478027,0.0,0.0,0.0,-110.188965,6661.660156,-6771.849121,,,,-2837.580078,,,,,,,,44.291016,2447.524002,-96.063004,2252.975998,,,,,290.611008,455.578003,-164.966995,0.0,0.0,,281.5,74.988998,601.849976,
09/30/2005,-83.480003,431.350006,12.217,,-596.116028,,,-596.116028,69.069,,,,-8920.140625,0.0,0.0,0.0,81.304688,15818.013672,-15736.708984,,,,-8866.297852,,,,,,,,-135.147461,9545.552044,-98.888,9756.055038,,,,,-111.614994,58.966,-170.580994,0.0,0.0,,541.93103,147.589005,662.539001,
12/31/2005,-1220.274048,431.035004,65.318001,,-709.041992,,,-709.041992,-1007.585022,,,,-1110.608032,0.0,0.0,0.0,-87.165039,15790.822266,-15877.987305,,,,-1059.896973,,,,,,,,36.453979,3270.237046,-99.144997,3490.518044,,,,,-121.136002,96.272003,-217.408005,0.0,0.0,,939.35498,241.960999,885.950012,
03/31/2006,-211.399,151.601,60.319,,-238.821,,,-238.821,-184.498,,,,1426.496,0.0,0.0,0.0,488.102,10987.804,-10499.702,,,,833.918,,,,,,,,104.476,-1428.374,-99.615,-1199.427,,,,,-92.796,89.05,-181.846,0.0,-36.536,,-213.277,148.597,1022.758,
06/30/2006,-183.322998,723.778015,67.396004,,-789.713013,,,-789.713013,-184.783997,,,,-1686.010986,0.0,0.0,0.0,-782.917969,21050.003906,-21832.921875,,,,-458.095001,,,,,,,,-444.998016,2971.572161,-111.237999,3201.389158,,,,,-79.681999,54.456001,-134.138,0.0,-38.896999,,1102.238037,421.894989,1044.118042,
09/30/2006,1147.273,263.472,67.242,,980.064,,,980.064,-163.505,,,,-5612.707,0.0,0.0,0.0,885.114,27993.826,-27108.712,,,,-6080.895,,,,,,,,-416.926,3467.57,-111.053,3739.457,,,,,-125.475,28.387,-153.862,0.0,-35.359,,-997.864,3.728,1050.209,
12/31/2006,55.87,18.105,92.005,,33.27,,,33.27,-87.51,,,,-8593.702,0.0,0.0,0.0,-525.504,26288.55,-26814.054,,,,-8110.526,,,,,,,,42.328,8769.302,-111.428,8838.097,,,,,40.603,53.612,-13.009,0.0,2.03,,231.47,195.784,1395.652,
03/31/2007,189.816,116.153,150.33,,142.656,,,142.656,-219.323,,,,-8988.976,0.0,0.0,0.0,198.609,15647.8,-15449.191,,,,-8812.586,,,,,,,,-374.999,9857.046,-111.591,10067.292,,,,,31.088,39.754,-8.666,0.0,-129.743,,1057.886,159.962,1477.775,
06/30/2007,-499.431,966.471008,148.199997,,-1386.614014,,,-1386.614014,-227.488007,,,,-6126.878906,0.0,0.0,0.0,646.382812,9119.454102,-8473.071289,,,,-6088.665039,,,,,,,,-684.59668,5627.42509,-8.995,5634.199089,,,,,8.227001,42.298,-34.070999,0.0,-6.006,,-998.88501,368.806,1604.843994,
09/30/2007,915.74,-343.76,142.6,,1473.86,,,1473.86,-356.96,,,,-11689.963,0.0,0.0,0.0,-2274.333,39955.7,-42230.033,,,,-8773.845,,,,,,,,-641.785,15888.954,-9.111,15994.774,,,,,7.125,107.315,-100.19,0.0,-103.834,,5114.731,175.438,1883.63,
12/31/2007,-657.422,-1635.258,574.178,,363.109,,,363.109,40.549,,,,-4450.554,0.0,0.0,0.0,873.175,25138.834,-24265.659,,,,-5650.051,,,,,,,,326.322,4895.053,-9.458,4463.475,,,,,855.267,2934.734,-2079.467,0.0,-414.231,,-212.923,393.134,1931.524,
03/31/2008,223.356,-103.804,,137.311,507.644,,20.649,486.995,-317.795,,,,-4986.086,0.0,0.0,0.0,1481.075,36130.895,-34649.82,,,,-7091.844,,,,,,,,624.683,1002.727,-28.863,-304.475,,,,,156.77,156.77,0.0,0.0,1179.295,,-3760.003,101.564,2283.312,
06/30/2008,157.948,265.736,,143.015,-250.891,,,-250.891,0.088,,,,-4146.042,0.0,0.0,0.0,-1260.901,36161.259,-37422.16,,,,-3255.723,,,,,,,,370.582,5289.267,-27.23,5663.953,,,,,-6.74,0.0,-6.74,0.0,-340.716,,1301.173,462.705,1273.869,
09/30/2008,-3291.455,-158.541,,186.909,1101.645,,,1101.645,-4421.468,,,,-1767.395,0.0,0.0,0.0,1335.768,23551.238,-22215.47,,,,-2984.658,,,,,,,,-118.505,3831.502,-27.31,4505.55,,,,,1.579,1.579,0.0,,-648.317,,-1227.348,132.877,1244.285,
12/31/2008,-2781.593,-216.017,,252.415,913.529,,86.271,827.258,-3731.52,,,,232.236,0.0,0.0,0.0,-24.162,7329.23,-7353.392,,,,-15.356,,,,,,,,271.754,2875.111,-27.153,2662.872,,,,,151.601,151.605,-0.004,,87.791,,174.149,2.218,1355.63,
03/31/2009,-5468.158,-21.386,,250.279,248.084,-15.273,13.243,250.114,-6071.608,-6411.932,340.324,,636.811,0.0,0.0,0.0,348.813,20870.547,-20521.734,,,,610.06,610.06,0.0,0.0,0.0,0.0,0.0,0.0,-322.062,3825.146,-26.235,4765.201,6734.733,0.0,2487.193,-4456.725,0.0,0.0,0.0,0.0,-913.82,0.0,-1006.201,12.965,1403.858,
06/30/2009,-3585.467,-122.72,,278.112,631.244,512.634,16.901,101.709,-4298.346,-3759.431,-538.915,,64095.291,0.0,0.0,0.0,64888.725,110429.433,-45540.708,,,,267.803,267.803,0.0,0.0,0.0,0.0,0.0,0.0,-1061.237,7907.101,-25.638,8560.767,1084.416,0.0,10886.961,-3410.61,0.005,0.005,0.0,0.0,-628.033,,68416.925,164.513,899.287,
09/30/2009,-4863.227,159.11,,321.127,-25.722,-18.469,9.929,-17.182,-5265.026,-5674.68,409.654,,-65257.173,0.0,0.0,0.0,-65315.029,,-65315.029,,,,653.218,653.218,0.0,0.0,0.0,0.0,0.0,0.0,-595.362,3826.672,-32.042,3332.273,5465.397,0.0,2531.611,-4664.735,0.001,0.001,0.0,0.0,526.44,,-66293.728,114.637,767.204,
12/31/2009,-1997.148,309.134,,269.482,-696.053,-153.892,10.927,-553.088,-2381.581,-3253.957,872.376,,836.071,0.0,0.0,0.0,6941.166,23544.68,-16603.514,,,,-6614.756,-6614.756,0.0,0.0,0.0,0.0,0.0,0.0,379.661,2044.081,-32.085,1819.759,3056.454,0.0,1425.235,-2661.93,0.0,0.0,0.0,204.0,52.407,0.0,883.004,5.885,586.651,
03/31/2010,-5549.416,240.14,,359.12,-198.788,-130.697,12.278,-80.369,-5956.502,-6722.387,765.885,,1553.627,0.0,0.0,0.0,522.083,19221.124,-18699.041,,,,1953.228,1953.228,0.0,0.0,0.0,0.0,0.0,0.0,-964.436,4766.678,-18.517,5033.193,6667.013,0.0,3007.607,-4641.427,0.111,0.111,0.0,0.0,-248.109,,770.889,-493.132,549.075,
06/30/2010,-3017.973,337.818,,382.239,-386.694,-319.173,13.819,-81.34,-3358.29,-3759.759,401.469,,1389.157,0.0,0.0,0.0,325.415,9576.081,-9250.666,,,,643.099,643.099,0.0,0.0,0.0,0.0,0.0,0.0,394.607,1054.953,-18.578,578.12,3544.188,0.0,1179.276,-4145.344,0.438,0.438,0.0,0.0,494.973,,-573.863,42.281,595.424,
09/30/2010,-85.611,-495.0,,357.641,793.524,136.87,4.903,651.751,-743.208,-476.854,-266.354,,2277.216,0.0,0.0,0.0,194.502,4147.795,-3953.293,,,,1605.673,1605.673,0.0,0.0,0.0,0.0,0.0,0.0,457.829,-2583.631,-18.905,-3855.313,-364.201,0.0,3194.117,-6685.229,-0.549,0.0,-0.549,0.0,1291.136,,-392.026,-0.149,618.501,
12/31/2010,1961.0,447.0,,320.0,-270.0,-171.0,9.0,-108.0,1412.0,1311.0,101.0,,2194.0,0.0,0.0,0.0,114.0,6656.0,-6542.0,,,,1587.0,1587.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,-5687.0,-16.0,-5278.0,-159.0,0.0,0.0,-5119.0,0.0,0.549,-0.549,1166.0,-1559.0,,-1532.0,23.0,609.0,
03/31/2011,758.919,174.694,,303.405,49.949,56.796,24.992,-31.839,229.141,,229.141,0.0,2458.263,0.0,0.0,0.0,0.241,120.838,-120.597,,,,3476.623,3476.623,0.0,0.0,0.0,0.0,0.0,0.0,-1047.025,-3688.033,-3.878,-3891.592,-2149.803,0.0,2785.249,-4527.038,0.832,0.832,0.0,0.0,206.605,0.0,-470.851,147.235,612.519,
06/30/2011,608.218,-5.648,,290.686,357.251,339.442,12.069,5.74,-22.589,,-22.589,,2848.692,0.0,,0.0,20.236,140.45,-120.214,,,,1824.071,1824.071,,,0.0,0.0,0.0,0.0,981.874,-3183.652,-56.305,-3135.845,-23.745,0.0,2219.174,-5331.274,-156.042,0.063,-156.105,,164.54,0.0,273.258,194.97,612.522,
09/30/2011,706.863,-47.0,,408.909,267.754,250.762,10.939,6.053,100.448,,100.448,,1863.045,0.0,,0.0,14.523,96.712,-82.189,,,,1816.306,1816.306,,,0.0,0.0,0.0,0.0,-25.849,-3192.315,-55.817,-3803.563,,,,,-143.79,0.105,-143.895,,810.855,0.0,-622.407,127.795,588.959,
12/31/2011,1007.0,510.954,,292.0,-452.954,-467.0,8.0,6.046,657.0,,657.0,,2304.0,0.0,0.0,0.0,4.0,100.0,-96.0,,,,2038.0,2038.0,,,0.0,0.0,0.0,0.0,257.0,-4040.0,-56.0,-4252.0,948.0,0.0,1906.0,-7106.0,-1.0,,,754.0,-485.0,0.0,-729.0,52.0,599.0,
03/31/2012,591.0,112.0,,253.0,182.0,193.0,22.0,-33.0,44.0,,44.0,,1941.0,0.0,0.0,0.0,-4.0,90.0,-94.0,,,,1868.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,-2283.0,-68.0,-2042.0,-1470.0,0.0,3699.0,-4271.0,-268.0,0.0,-268.0,188.0,-93.0,,249.0,41.0,632.0,
06/30/2012,547.0,292.0,,243.0,-202.0,-194.0,10.0,-18.0,214.0,,214.0,,2004.0,0.0,0.0,0.0,6.0,82.0,-76.0,,,,3069.0,3069.0,0.0,0.0,0.0,0.0,0.0,0.0,-1071.0,-2574.0,-65.0,-2411.0,-3173.0,0.0,5122.0,-4360.0,-341.0,0.0,-341.0,56.0,187.0,,-23.0,264.0,644.0,
09/30/2012,804.0,188.0,,270.0,19.0,51.0,9.0,-41.0,330.0,,330.0,,4439.0,0.0,0.0,0.0,-6.0,45.0,-51.0,,,,4161.0,4161.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,-5180.0,-62.0,-5210.0,-4276.0,0.0,4952.0,-5886.0,-121.0,0.0,-121.0,83.0,130.0,,63.0,106.0,637.0,
12/31/2012,694.0,348.0,,314.0,-189.0,-167.0,6.0,-28.0,219.0,,219.0,0.0,3461.0,0.0,0.0,0.0,-27.0,60.0,-87.0,,,,1968.0,1968.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,-3338.0,-62.0,-3951.0,-3875.0,0.0,4667.0,-4743.0,-170.0,0.0,-170.0,797.0,48.0,,817.0,146.0,614.0,
03/31/2013,529.0,346.0,,241.0,-193.0,-138.0,19.0,-74.0,135.0,,135.0,,2184.0,0.0,0.0,0.0,-4.0,103.0,-107.0,,,,2016.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,-2928.0,-73.0,-2694.0,-2270.0,0.0,4077.0,-4501.0,-199.0,0.0,-199.0,396.0,-358.0,,-215.0,14.0,568.0,
06/30/2013,425.0,543.0,,201.0,-451.0,-499.0,10.0,38.0,127.0,,127.0,,3421.0,0.0,0.0,0.0,-11.0,50.0,-61.0,,,,2878.0,2878.0,,,0.0,0.0,0.0,0.0,554.0,-4204.0,-71.0,-3567.0,-3825.0,0.0,3599.0,-3341.0,-201.0,0.0,-201.0,43.0,-408.0,,-358.0,250.0,553.0,
09/30/2013,6.856,49.39,8.547,40.081,90.026,-192.097,12.42,269.703,-181.188,,-181.188,,-674.862,0.0,0.0,0.0,-18.724,14.313,-33.037,,,,-656.138,-656.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.783,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.619,28.164,,-451.223,209.362,58.573,
12/31/2013,63.164,60.202,12.828,29.258,-179.694,-68.309,3.261,-114.646,140.57,,140.57,,-56.254,0.0,0.0,0.0,636.97,666.03,-29.06,,,,-693.224,-693.224,,,0.0,0.0,0.0,0.0,0.0,1028.096,0.0,0.0,0.0,0.0,0.0,0.0,6.258,6.258,0.0,1214.473,-192.635,,1035.006,-128.168,18.328,
03/31/2014,-118.247,47.448,6.085,39.159,2.691,-33.888,7.248,29.331,-213.63,,-213.63,0.0,-658.219,0.0,0.0,0.0,3.623,28.813,-25.19,,,,-661.842,-661.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.49,21.23,,-947.726,99.267,16.18,
06/30/2014,-113.611,44.128,5.093,1.014,38.151,-1.928,1.22,38.859,-201.997,,-201.997,,-174.215,0.0,0.0,0.0,44.091,65.988,-21.897,,,,-218.306,-218.306,,,0.0,0.0,0.0,0.0,0.0,576.863,-3.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.321,-21.23,,289.037,100.515,26.639,
