Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,25.997,14.19,,6.202,5.605,,,,,,,,,,,,,,,,,
06/30/1990,12.846,12.707,,5.122,-4.983,,,,,,,,,,,,,,,,,
09/30/1990,37.563999,1.447,,-18.184,54.300999,,,,,,,,,,,,,,,,,
12/31/1990,71.968002,7.773,6.424,38.105,19.666,,,,,,,,,,,,,,,,,
03/31/1991,25.740999,10.562,,11.804,3.375,,,,,,,,,,,,,,,,,
06/30/1991,29.91,11.834,,5.313,12.763,,,,,,,,,,,,,,,,,
09/30/1991,36.060001,13.089,,27.32,-4.349,,,,,,,,,,,,,,,,,
12/31/1991,12.855,11.099,7.217,30.096001,-35.556999,,,,,,,,,,,,,,,,,
03/31/1992,-13.843,20.098,2.317,-6.663,-29.594999,,,,,,,,,,,,,,,,,
06/30/1992,10.804,12.392,2.2,4.909,-8.697,,,,,,,,,,,,,,,,,
09/30/1992,22.662001,9.69,2.51,19.033001,-8.571,,,,,,,,,,,,,,,,,
12/31/1992,27.847,10.202,2.97,-8.93,23.605,,,,,,,,,,,,,,,,,
03/31/1993,57.370998,13.362,3.235,11.88,28.893999,,,,,,,,,,,,,,,,,
06/30/1993,19.694,12.497,3.0,7.283,-3.086,,,,,,,,,,,,,,,,,
09/30/1993,53.445,12.765,2.854,12.691,25.135,,,,,,,,,,,,,,,,,
12/31/1993,24.747999,12.963,3.699,1.231,6.855,,,,,,,,,,,,,,,,,
03/31/1994,29.158001,6.26,3.702,18.245001,0.951,,,,,,,,,,,,,,,,,
06/30/1994,69.928001,11.114,3.193,54.713001,0.908,,,,,,,,,,,,,,,,,
09/30/1994,90.984001,6.136,3.707,115.754997,-34.613998,,,,,,,,,,,,,,,,,
12/31/1994,-72.793999,11.584,4.387,-23.298,-65.467003,,,,,,,,,,,,,,,,,
03/31/1995,28.097,13.573,3.062,32.108002,-20.646,,,,,,,,,,,,,,,,28.097,
06/30/1995,16.316999,15.369,3.302,27.485001,-29.839001,,,,,,,,,,,,,,,,,
09/30/1995,53.066002,14.794,4.505,75.577003,-41.810001,,,,,,,,,,,,,,,,53.066002,
12/31/1995,61.800999,17.146,3.417,16.808001,24.43,,,,,,,,,,,,,,,,,
03/31/1996,54.140999,19.521999,2.889,35.830002,-4.1,,,,,,,,,,,,,,,,54.140999,
06/30/1996,88.956001,21.361,2.694,36.731998,28.169001,,,,,,,,,,,,,,,,88.956001,
09/30/1996,9.398,24.091999,3.604,51.986,-70.283997,,,,,,,,,,,,,,,,9.398,
12/31/1996,1.361,25.288,-0.597,45.764,-69.094002,,,,,,,,,,,,,,,,,
03/31/1997,96.663002,28.544001,0.642,27.313999,40.162998,,,-3.398,,,,,,,,,,,,,,
06/30/1997,-24.326,20.632999,1.754,57.848999,-104.561996,,,-4.372,,,,,,,,,,,,,,
09/30/1997,58.896999,25.573,2.379,60.293999,-29.349001,,,,,,,,,,,,,,,,58.896999,
12/31/1997,167.753998,24.297001,7.077,-99.365997,235.746002,,,,,,,,,,,,,,,,,
03/31/1998,93.998001,23.238001,3.669,67.091003,,,,-10.165,,,,,,,,,,,,,,
06/30/1998,54.275002,20.160999,8.754,25.360001,,,,-5.458,,,,,,,,,,,,,,
09/30/1998,-31.362,12.261,3.96,-47.583,,,,,,,,,,,,,,,,,,
12/31/1998,102.792,-1.917,6.275,98.433998,,,,-11.544,,,,,,,,,,,,,,
03/31/1999,21.775,-0.778,5.91,16.643,,,,-0.224,,,,,,,,,,,,,,
06/30/1999,-17.617001,5.624,5.573,-28.813999,,,,-1.27,,,,,,,,,,,,,,
09/30/1999,23.857,-0.621,5.861,18.617001,,,,,,,,,,,,,,,,,,
12/31/1999,21.054,-40.788,6.254,55.588,,,,,,,,,,,,,,,,,0.0,
03/31/2000,10.057,4.346,31.684,-25.973,,,,-3.31,,,,,,,,,,,,,,
06/30/2000,-13.358,6.636,16.51,-36.504002,,,,-1.079,,,,,,,,,,,,,,
09/30/2000,-0.283,7.092,29.271999,-36.646999,,,,-3.125,,,,,,,,,,,,,,
12/31/2000,79.918,18.164,13.651,48.103,,,,,,,,,,,,,,,,,0.0,
03/31/2001,9.221,10.266,6.495,-7.54,,,,-6.033,,,,,,,,,,,,,,
06/30/2001,27.509001,9.598,2.777,15.134,,,,-3.88,,,,,,,,,,,,,,
09/30/2001,82.626999,-47.245998,4.202,125.670998,,,,-2.944,,,,,,,,,,,,,,
12/31/2001,32.587,-64.164,4.151,92.6,,,,-9.219,,,,,,,,,,,,,,
03/31/2002,61.22,34.396,4.071,22.753,,,,-10.416,,,,,,,,,,,,,,
06/30/2002,351.522,27.374,4.769,319.379,,,,-5.256,,,,,,,,,,,,,,
09/30/2002,302.915985,40.543999,4.84,257.532013,,,,-15.182,,,,,,,,,,,,,,
12/31/2002,243.452,72.731,3.574,167.147,,,,-5.716,,,,,,,,,,,,,0.0,
03/31/2003,255.597,71.703,6.718,-31.615,208.791,-272.228,,-5.612,-792.559,441.919,84.024,145.332,-10.473,,201.609,-60.793,1.422,,12.218,1.349,128.701,
06/30/2003,317.14,95.84,5.249,-312.8,252.196,69.572,,-8.956,-428.332,539.569,-32.709,-10.364,0.001,,0.0,-4.957,3.25,,,-8.658,376.348,
09/30/2003,970.052,76.469,2.649,339.574,551.36,-702.087,,-3.71,-0.727,1360.847,-2058.497,334.067,-21.836,,366.357,-65.75,7.709,,24.964,22.623,602.032,
12/31/2003,389.767,93.208,6.643,289.916,,,,-9.947,,,,,,,,,,,,,0.0,
03/31/2004,279.524,115.428,13.946,150.15,104.311,-640.028,,-8.928,-1091.07,423.374,36.595,3.89,-5.866,-15.435,0.0,0.0,3.677,0.0,0.0,21.514,-356.614,
06/30/2004,389.934,109.484,15.164,265.286,569.392,-241.223,,-7.711,-771.8521,549.409,-11.069,-3.4,-5.864,-1.025,0.0,0.0,3.789,-0.337,0.0,-5.827,145.311,
09/30/2004,1133.173,97.072,6.026,360.617,669.458,-1659.835,,-12.586,-1491.54,722.694,-878.403,144.322,-11.766,-0.25,147.817,0.0,1.363,0.0,0.0,7.158,-382.34,
12/31/2004,571.031,116.121,19.898,435.012,,-622.774,,-12.646,-763.244,175.347,-22.234,19.211,-5.895,17.975,0.047,0.0,2.3,0.0,0.0,4.784,-32.532,
03/31/2005,398.801,120.871,15.034,-60.289,323.185,-659.504,,-7.238,-1699.307,944.287,102.754,11.435,,,9.247,,3.39,,3.573,-4.775,-249.268,
06/30/2005,741.994,254.95,30.832,-112.384,568.596,-1129.15,,-15.46,-2914.731,1735.135,65.906,163.032,-12.686,,211.09,-40.0,5.26,-0.17,6.881,-7.343,-224.124,
09/30/2005,613.081,122.518,9.416,67.097,414.05,-592.758,,-12.536,-1199.645,597.648,21.775,250.994,-0.001,0.0,242.666,0.0,4.99,-0.466,3.369,0.436,271.317,
12/31/2005,379.284,167.424,22.804,91.729,97.327,-643.306,,-4.568,-902.568,337.311,-73.481,-42.309,-6.368,0.0,8.587,0.0,1.0,-33.117,-10.749,-1.662,-306.331,
