Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
04/29/1989,5213.166016,-3918.00708,1295.158936,-1163.612061,131.546997,-100.453003,,15.375,46.468994,-24.954,21.514999,,,21.514999,-4.3,17.214999,,,17.214993,,0.07125,0.07125,241.919998,0.07125,0.07125,0.07125,241.919998,
07/29/1989,5378.848145,-4025.113037,1353.735107,-1203.807007,149.927994,-103.797997,,7.085,53.214997,-28.575001,24.639999,,,24.639999,-4.3,20.339999,,,20.339996,,0.083125,0.083125,242.296005,0.083125,0.083125,0.083125,242.296005,
10/28/1989,5269.983887,-3948.311035,1321.672852,-1196.332031,125.341003,-97.632004,,13.949,41.658,-22.811001,18.847,,,18.847,0.0,18.847,,,18.846999,,0.075,0.075,257.752014,0.075,0.075,0.075,257.752014,
02/03/1990,6142.155762,-4586.118164,1556.037598,-1359.327026,196.710999,-98.487,,10.772,108.995999,-55.868999,53.126999,,,53.126999,-0.001,53.125999,,,53.126,,0.200625,0.200625,275.720001,0.200625,0.200625,0.200625,275.720001,
05/05/1990,5422.498047,-4046.60791,1375.890137,-1229.983032,145.906998,-90.946999,,2.587,57.546999,-29.620001,27.927,,,27.927,0.0,27.927,,,27.926998,,0.100625,0.100625,275.832001,0.100625,0.100625,0.100625,275.832001,
08/04/1990,5581.038086,-4157.422852,1423.615234,-1256.756958,166.858002,-92.196999,,2.65,77.311003,-39.791,37.52,,,37.52,0.0,37.52,,,37.520003,,0.135625,0.135625,276.040009,0.135625,0.135625,0.135625,276.040009,
11/03/1990,5443.766113,-4069.315918,1374.450195,-1235.035034,139.414993,-86.587997,,6.54,59.366996,-28.461,30.906,,,30.906,,30.906,,,30.905995,,0.113125,0.113125,276.191986,0.113125,0.113125,0.113125,276.191986,
02/02/1991,5708.228027,-4207.917969,1500.310058,-1251.740967,248.569,-87.168999,0.0,0.807,162.207001,-76.172997,86.033997,0.0,0.0,86.033997,0.0,86.033997,,,86.034004,0.31125,0.31125,0.31125,276.243992,0.31125,0.31125,0.31125,276.243992,
04/30/1991,5411.583008,-4082.950928,1328.63208,-1184.925049,143.707001,-73.686996,,-0.178,69.842004,-33.845001,35.997002,-40.734001,,-4.737,,-4.737,,,35.997003,,0.13,-0.0175,276.432007,0.13,0.13,-0.0175,276.432007,
08/03/1991,5255.370117,-3949.181885,1306.188232,-1149.732056,156.455994,-66.450996,,115.855003,205.860001,-89.508003,116.351997,,,116.351997,,116.351997,,,116.351997,,0.42,0.42,276.652008,0.42,0.42,0.42,276.652008,
11/02/1991,4939.396973,-3710.312988,1229.083984,-1106.885986,122.197998,-62.327,,-2.263,57.607998,-28.677,28.931,,,28.931,,28.931,,,28.930998,,0.105,0.105,275.532013,0.105,0.105,0.105,275.532013,
02/01/1992,5216.605957,-3873.288086,1343.317871,-1155.579956,187.738007,-61.696999,0.0,-8.709,117.332008,-58.444,58.888,0.0,0.0,58.888,0.0,58.888,,,58.888008,0.2125,0.2125,0.2125,277.011992,0.2125,0.2125,0.2125,277.011992,
05/02/1992,4924.074219,-3693.739014,1230.335205,-1109.998047,120.336998,-58.694,0.0,-27.806,33.836998,-15.569,18.268,0.0,0.0,18.268,0.0,18.268,,,18.267998,,0.065,0.065,277.187988,0.065,0.065,0.065,277.187988,
08/01/1992,4702.546875,-3476.253906,1226.292969,-1076.185059,150.108002,-53.259998,0.0,-1.997,94.851003,-43.619999,51.230999,0.0,0.0,51.230999,0.0,51.230999,,,51.231004,,0.1825,0.1825,279.911987,0.1825,0.1825,0.1825,279.911987,
10/31/1992,4574.28418,-3370.708984,1203.575195,-1070.982056,132.593002,-51.681,0.0,-0.856,80.056003,-36.834,43.222,0.0,0.0,43.222,0.0,43.222,,,43.222003,,0.155,0.155,282.299988,0.155,0.155,0.155,282.299988,
01/30/1993,4850.274902,-3535.084961,1315.189941,-1094.91394,220.276001,-50.758999,0.0,0.02,169.537002,-74.792,94.745003,0.0,0.0,94.745003,0.0,94.745003,,,94.745002,0.335,0.335,0.335,283.108,0.335,0.335,0.335,283.108,
