Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2002,687.0,579.0,559.0,20.0,0.0,101.0,7.0,,,-419.0,399.0,20.0,,,-163.0,,,,,,,102.0,-9.0,0.0,93.0,-18.0,,,,75.0,0.0,,,75.0,0.0,75.0,0.0,0.0,75.0,75.0,,178.350323,0.426304,0.426304,0.453515,180.103298,0.417234,0.417234,0.444444,
06/30/2002,703.0,602.0,580.0,22.0,0.0,99.0,2.0,,,-495.0,475.0,20.0,,,-167.0,,,,,,,40.0,-9.0,0.0,31.0,4.0,,,,35.0,0.0,,,35.0,0.0,35.0,0.0,0.0,35.0,35.0,,178.800143,0.199546,0.199546,0.235828,181.169415,0.190476,0.190476,0.226757,
09/30/2002,731.0,632.0,610.0,22.0,0.0,97.0,2.0,,,-448.0,427.0,21.0,,,-183.0,,,,,,,99.0,-9.0,0.0,90.0,-18.0,,,,72.0,0.0,,,72.0,0.0,72.0,0.0,0.0,72.0,72.0,,179.952255,0.399093,0.399093,0.462585,181.338098,0.399093,0.399093,0.462585,
12/31/2002,722.0,665.0,,,,54.0,3.0,,,-464.0,444.0,20.0,,,-181.0,,,,,,,73.0,-8.0,0.0,65.0,-9.0,,,,56.0,0.0,,,56.0,0.0,56.0,0.0,0.0,56.0,56.0,,179.15625,0.31746,0.31746,0.535147,179.15625,0.31746,0.31746,0.535147,
03/31/2003,707.0,650.0,629.0,21.0,0.0,54.0,3.0,,,-437.0,427.0,10.0,,,-192.0,,,,,,,73.0,-8.0,0.0,65.0,-8.0,,,,57.0,0.0,,,57.0,0.0,57.0,0.0,0.0,57.0,57.0,,177.662978,0.31746,0.31746,0.31746,178.581711,0.31746,0.31746,0.31746,
06/30/2003,798.0,679.0,656.0,23.0,0.0,116.0,3.0,,,-502.0,479.0,23.0,,,-179.0,,,,,,,115.0,-8.0,0.0,107.0,-23.0,,,,84.0,0.0,,,84.0,0.0,84.0,0.0,0.0,84.0,84.0,,177.124343,0.480726,0.480726,0.471655,178.198178,0.471655,0.471655,0.462585,
09/30/2003,836.0,701.0,678.0,23.0,0.0,132.0,3.0,,,-505.0,495.0,10.0,,,-206.0,,,,,,,122.0,-8.0,23.0,137.0,-33.0,,,,104.0,0.0,,,104.0,0.0,104.0,0.0,0.0,104.0,104.0,,176.877382,0.589569,0.589569,0.453515,178.482623,0.580499,0.580499,0.444444,
12/31/2003,840.0,718.0,,,,122.0,0.0,,,-439.0,430.0,9.0,,,-191.0,,,,,,,205.0,-10.0,-23.0,172.0,-42.0,,,,130.0,0.0,,,130.0,0.0,130.0,0.0,0.0,130.0,130.0,,178.842846,0.726895,0.726895,0.716553,178.842846,0.726895,0.726895,0.716553,
03/31/2004,870.0,740.0,,,,127.0,3.0,,,-434.0,412.0,22.0,,,-224.0,,,,,,,209.0,-8.0,0.0,201.0,-55.0,,,,146.0,0.0,,,146.0,0.0,146.0,0.0,0.0,146.0,146.0,,176.751698,0.825397,0.825397,0.798186,178.67115,0.816327,0.816327,0.789116,
06/30/2004,923.0,744.0,717.0,27.0,0.0,176.0,3.0,,,-465.0,439.0,26.0,,,-232.0,,,,,,,223.0,-9.0,0.0,214.0,-59.0,,,,155.0,0.0,,,155.0,0.0,155.0,0.0,0.0,155.0,155.0,,176.6541,0.87619,0.87619,0.67619,178.6848,0.866667,0.866667,0.666667,
09/30/2004,879.0,758.0,,,,117.0,4.0,,,-525.0,502.0,23.0,,,-230.0,,,,,,,124.0,-11.0,0.0,113.0,-23.0,,,,90.0,0.0,,,90.0,0.0,90.0,0.0,0.0,90.0,90.0,,176.56065,0.514286,0.514286,0.542857,178.40235,0.504762,0.504762,0.533333,
12/31/2004,942.0,778.0,,,,163.0,1.0,,,-422.0,398.0,24.0,,,-234.0,,,,,,,281.0,-10.0,0.0,271.0,-79.0,,,,192.0,0.0,,,192.0,0.0,192.0,0.0,0.0,192.0,192.0,,184.674,1.038095,1.038095,0.904762,186.9105,1.038095,1.038095,0.895238,
03/31/2005,916.0,776.0,753.0,23.0,0.0,136.0,4.0,,,-481.0,457.0,24.0,,,-223.0,,,,,,,208.0,-13.0,0.0,195.0,-51.0,,,,144.0,0.0,,,144.0,0.0,144.0,0.0,0.0,144.0,144.0,,175.554038,0.780952,0.780952,0.752381,177.857213,0.771429,0.771429,0.742857,
06/30/2005,940.0,794.0,765.0,29.0,0.0,142.0,4.0,,,-462.0,436.0,26.0,,,-248.0,,,,,,,228.0,-13.0,0.0,215.0,-57.0,,,,158.0,0.0,,,158.0,0.0,158.0,0.0,0.0,158.0,158.0,,175.226612,0.9,0.9,0.85,177.097493,0.89,0.89,0.84,
09/30/2005,944.0,790.0,765.0,25.0,0.0,150.0,4.0,,,-528.0,501.0,27.0,,,-246.0,,,,,,,164.0,-13.0,0.0,151.0,-34.0,,,,117.0,0.0,,,117.0,0.0,117.0,0.0,0.0,117.0,117.0,,174.81115,0.67,0.67,0.62,176.806267,0.66,0.66,0.61,
12/31/2005,967.0,803.0,775.0,28.0,0.0,159.0,5.0,,,-442.0,417.0,25.0,,,-251.0,,,,,,,274.0,-13.0,0.0,261.0,-78.0,,,,183.0,0.0,,,183.0,0.0,183.0,0.0,0.0,183.0,183.0,,174.67134,1.04,1.04,0.95,177.045508,1.03,1.03,0.94,
03/31/2006,1607.0,804.0,778.0,26.0,0.0,799.0,4.0,,,-501.0,471.0,30.0,0.0,,-256.0,,,,,,,847.0,-13.0,0.0,834.0,-282.0,,,,552.0,0.0,,,552.0,0.0,552.0,0.0,0.0,552.0,552.0,,174.17809,3.17,3.17,0.75,176.127404,3.13,3.13,0.74,
06/30/2006,981.0,822.0,793.0,29.0,0.0,154.0,5.0,,,-547.0,519.0,28.0,0.0,,-241.0,,,,,,,188.0,-13.0,0.0,175.0,-43.0,,,,132.0,0.0,,,132.0,0.0,132.0,0.0,0.0,132.0,132.0,,173.275927,0.77,0.77,0.73,175.022367,0.76,0.76,0.72,
09/30/2006,967.0,819.0,791.0,28.0,0.0,144.0,4.0,,,-549.0,516.0,33.0,,,-253.0,,,,,,,161.0,-13.0,0.0,148.0,-33.0,,,,115.0,0.0,,,115.0,0.0,115.0,0.0,0.0,115.0,115.0,,173.224254,0.67,0.67,0.67,175.260063,0.66,0.66,0.66,
12/31/2006,995.0,833.0,802.0,31.0,0.0,157.0,5.0,,,-532.0,502.0,30.0,,,-277.0,,,,,,,186.0,-14.0,,172.0,-42.0,,,,130.0,0.0,,,130.0,0.0,130.0,0.0,0.0,130.0,130.0,,173.333333,0.75,0.75,0.7,174.988162,0.75,0.75,0.7,
03/31/2007,1031.0,815.0,785.0,30.0,0.0,210.0,6.0,,,-485.0,458.0,27.0,0.0,,-262.0,,,,,,,284.0,-13.0,0.0,271.0,-77.0,,,,194.0,0.0,,,194.0,0.0,194.0,0.0,0.0,194.0,194.0,,172.648988,1.12,1.12,0.89,174.274157,1.11,1.11,0.88,
06/30/2007,1270.0,822.0,787.0,35.0,0.0,443.0,5.0,,,-490.0,456.0,34.0,0.0,,-259.0,,,,,,,521.0,-13.0,0.0,508.0,-157.0,,,,351.0,0.0,,,351.0,0.0,351.0,0.0,0.0,351.0,351.0,,171.712547,2.04,2.04,0.96,173.423572,2.02,2.02,0.94,
09/30/2007,982.0,811.0,777.0,34.0,0.0,168.0,3.0,,,-562.0,526.0,36.0,0.0,,-247.0,,,,,,,173.0,-13.0,0.0,160.0,-36.0,,,,124.0,0.0,,,124.0,0.0,124.0,0.0,0.0,124.0,124.0,,171.068956,0.72,0.72,0.66,172.399539,0.72,0.72,0.66,
12/31/2007,983.0,809.0,777.0,32.0,0.0,169.0,5.0,,,-430.0,395.0,35.0,0.0,,-286.0,,,,,,,267.0,-13.0,0.0,254.0,-67.0,,,,187.0,0.0,,,187.0,0.0,187.0,0.0,0.0,187.0,187.0,,166.964286,1.12,1.12,1.07,168.163752,1.11,1.11,1.07,
03/31/2008,704.0,780.0,751.0,29.0,0.0,-80.0,4.0,,,-536.0,501.0,35.0,0.0,,-256.0,,,,,,,-88.0,-12.0,0.0,-100.0,58.0,,,,-42.0,0.0,,,-42.0,0.0,-42.0,0.0,0.0,-42.0,-42.0,,165.105311,-0.26,-0.26,0.66,165.105311,-0.26,-0.26,0.66,
06/30/2008,917.0,794.0,761.0,33.0,0.0,119.0,4.0,,,-595.0,557.0,38.0,0.0,,-245.0,,,,,,,77.0,-13.0,0.0,64.0,-1.0,,,,63.0,0.0,,,63.0,0.0,63.0,0.0,0.0,63.0,63.0,,164.530659,0.38,0.38,0.42,165.044463,0.38,0.38,0.42,
09/30/2008,1186.0,781.0,751.0,30.0,0.0,402.0,3.0,,,-563.0,522.0,41.0,0.0,,-253.0,,,,,,,370.0,-14.0,0.0,356.0,-109.0,,,,247.0,0.0,,,247.0,0.0,247.0,0.0,0.0,247.0,247.0,,164.146095,1.51,1.51,0.45,164.242185,1.5,1.5,0.45,
12/31/2008,1018.0,780.0,747.0,33.0,0.0,235.0,3.0,,,-501.0,474.0,27.0,0.0,,-282.0,,,,,,,235.0,-14.0,0.0,221.0,-60.0,,,,161.0,0.0,,,161.0,0.0,161.0,0.0,0.0,161.0,161.0,,162.485576,0.99,0.99,0.57,162.485576,0.99,0.99,0.57,
03/31/2009,890.0,765.0,732.0,33.0,0.0,122.0,3.0,0.0,3.0,-581.0,,39.0,,542.0,-261.0,181.0,181.0,54.0,54.0,26.0,,48.0,-14.0,0.0,34.0,1.0,-2.0,1.0,,35.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,35.0,36.3,1.3,162.663625,0.22,0.22,0.22316,162.663625,0.22,0.22,0.22316,
