Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,260.209991,213.334,,,,44.931999,1.944,,,-149.764008,149.764008,,0.0,,-66.724998,,,,,,,43.721001,-1.51,0.0,42.211001,-6.956,,,,35.255001,0.0,,,35.255001,0.0,35.255001,0.0,,35.255001,35.255001,,180.086974,0.19562,0.19562,,180.086974,0.19562,0.19562,0.19562,
06/30/1990,258.054993,212.391006,,,,43.503999,2.16,,,-146.929001,146.929001,,0.0,,-67.671997,,,,,,,43.453999,-1.83,0.0,41.623999,-6.93,,,,34.694,0.0,,,34.693999,0.0,34.694,0.0,,34.694,34.694,,180.294836,0.192878,0.192878,,180.294836,0.192878,0.192878,0.192878,
09/30/1990,264.109985,220.742004,,,,41.117001,2.251,,,-163.563004,163.563004,,0.0,,-69.431999,,,,,,,31.115,-1.437,0.0,29.678,-1.968,,,,27.709999,0.0,,,27.71,0.0,27.709999,0.0,,27.709999,27.709999,,180.62301,0.153571,0.153571,,180.62301,0.153571,0.153571,0.153571,
12/31/1990,266.556,224.729004,,,,39.360001,2.467,,,-160.479996,160.479996,,0.0,,-68.218002,,,,,,,37.858002,-1.617,0.0,36.241002,-4.938,,,,31.302999,0.0,,,31.303002,0.0,31.302999,0.0,,31.302999,31.302999,,179.911933,0.173682,0.173682,,179.911933,0.173682,0.173682,0.173682,
03/31/1991,279.511993,227.884003,,,,49.191,2.437,,,-148.792999,148.792999,,0.0,,-76.780998,,,,,,,53.938,-1.601,0.0,52.337,-9.92,,,,42.417,0.0,,,42.417,0.0,42.417,0.0,,42.417,42.417,,181.279377,0.234013,0.234013,,181.279377,0.234013,0.234013,0.234013,
06/30/1991,295.558014,234.337997,,,,58.746999,2.473,,,-168.093002,168.093002,,0.0,,-70.287003,,,,,,,57.178001,-1.559,0.0,55.619001,-11.675,,,,43.944,0.0,,,43.944001,0.0,43.944,0.0,,43.944,43.944,,181.848235,0.24224,0.24224,,181.848235,0.24224,0.24224,0.24224,
09/30/1991,296.533997,240.563004,,,,50.869001,5.102,,,-184.636002,184.636002,,0.0,,-73.459,,,,,,,38.438999,-1.812,0.0,36.626999,-6.603,,,,30.024,0.0,,,30.023999,0.0,30.024,0.0,,30.024,30.024,,182.110786,0.16454,0.16454,,182.110786,0.16454,0.16454,0.16454,
12/31/1991,289.531006,244.791,,,,42.054001,2.686,,,-178.425995,178.425995,,0.0,,-76.887001,,,,,,,34.217999,-1.67,0.0,32.547999,-2.653,,,,29.895,0.0,,,29.894998,0.0,29.895,0.0,,29.895,29.895,,181.235622,0.16454,0.16454,,181.235622,0.16454,0.16454,0.16454,
03/31/1992,327.46701,252.759003,,,,71.987001,2.721,,,-181.546997,181.546997,,0.0,,-79.727997,,,,,,,66.192001,-1.445,0.0,64.747001,-13.43,,,,51.317001,0.0,,,51.317001,0.0,51.317001,0.0,,51.317001,51.317001,,182.307715,0.281547,0.281547,,182.307715,0.281547,0.281547,0.281547,
06/30/1992,317.252014,248.011002,,,,66.664998,2.576,,,-176.563004,176.563004,,0.0,,-75.463997,,,,,,,65.224998,-1.682,0.0,63.542998,-13.319,,,,50.223999,0.0,,,50.223998,0.0,50.223999,0.0,,50.223999,50.223999,,185.957864,0.271492,0.271492,,185.957864,0.271492,0.271492,0.271492,
09/30/1992,330.391998,270.308014,,,,57.467001,2.617,,,-200.214996,200.214996,,0.0,,-88.358002,,,,,,,41.819,-1.94,0.0,39.879,-5.623,,,,34.256001,0.0,,,34.256,0.0,34.256001,0.0,,34.256001,34.256001,,189.07565,0.183737,0.183737,,189.07565,0.183737,0.183737,0.183737,
12/31/1992,329.040009,267.694,,,,58.708,2.638,,,-207.785004,207.785004,,0.0,,-78.607002,,,,,,,42.647999,-1.623,0.0,41.024999,-5.497,,,,35.528,0.0,,,35.527999,0.0,35.528,0.0,,35.528,35.528,,188.226005,0.191964,0.191964,0.191964,188.226005,0.191964,0.191964,0.191964,
03/31/1993,353.660004,272.923004,,,,78.193001,2.544,,,-197.556,197.556,,0.0,,-80.788002,,,,,,,75.316002,-1.643,0.0,73.673002,-16.436001,,,,57.237,-13.845,,,71.082001,0.0,71.082001,0.0,,71.082001,71.082001,,189.812246,0.378443,0.307142,,189.812246,0.378443,0.307142,0.307142,
06/30/1993,371.071014,285.154999,,,,83.323,2.593,,,-216.229004,216.229004,,0.0,,-72.468002,,,,,,,82.374001,-2.077,0.0,80.297001,-18.198999,,,,62.098,0.0,,,62.098001,0.0,62.098,0.0,,62.098,62.098,,189.892467,0.331823,0.331823,,189.892467,0.331823,0.331823,0.331823,
09/30/1993,357.533997,288.911011,,,,66.020001,2.603,,,-226.492004,226.492004,,0.0,,-74.282997,,,,,,,56.758999,-1.775,0.0,54.983999,-19.222,,,,35.762001,0.0,,,35.761999,0.0,35.762001,0.0,,35.762001,35.762001,,190.052909,0.194706,0.194706,,190.052909,0.194706,0.194706,0.194706,
12/31/1993,359.886993,293.802002,,,,63.428999,2.656,,,-192.201004,192.201004,,0.0,,-107.750999,,,,,,,59.935001,-1.894,0.0,58.041001,-10.959,,,,47.082001,0.0,,,47.082002,0.0,47.082001,0.0,,47.082001,47.082001,,189.68096,0.246811,0.246811,,189.68096,0.246811,0.246811,0.246811,
03/31/1994,379.703003,294.268005,,,,82.699001,2.736,,,-234.542007,234.542007,,,,-83.331001,,,,,,,61.830002,-1.939,0.0,59.891002,-11.392,,,,48.499001,0.0,,,48.499002,0.0,48.499001,0.0,,48.499001,48.499001,,190.402977,0.25778,0.25778,,190.402977,0.25778,0.25778,0.25778,
06/30/1994,378.821014,304.281006,,,,71.775001,2.765,,,-205.951004,205.951004,,,,-94.594002,,,,,,,78.276001,-2.307,0.0,75.969001,-16.886,,,,59.083,0.0,,,59.083001,0.0,59.083,0.0,,59.083,59.083,,190.446739,0.315369,0.315369,,190.446739,0.315369,0.315369,0.315369,
09/30/1994,381.726013,306.411011,,,,72.547996,2.767,,,-232.746002,232.746002,,,,-89.285004,,,,,,,59.695,-2.828,0.0,56.867,-9.315,,,,47.551998,0.0,,,47.552,0.0,47.551998,0.0,,47.551998,47.551998,,190.46862,0.252295,0.252295,,190.46862,0.252295,0.252295,0.252295,
12/31/1994,372.256012,314.072998,,,,55.184004,2.999,,,-227.574997,227.574997,,,,-85.193001,,,,,,,59.487999,-2.887,0.0,56.600999,-10.505,,,,46.096001,0.0,,,46.095999,0.0,46.096001,0.0,,46.096001,46.096001,,190.001858,0.246811,0.246811,,190.001858,0.246811,0.246811,0.246811,
03/31/1995,414.687988,319.929993,,,,92.832003,1.926,,,-233.384995,233.384995,,,,-93.817001,,,,,,,87.486,-3.663,0.0,83.823,-20.577999,,,,63.244999,0.0,,,63.245001,0.0,63.244999,0.0,,63.244999,63.244999,,190.577487,0.336897,0.336897,0.250513,190.577487,0.336897,0.336897,0.250513,
06/30/1995,405.02301,323.855988,,,,78.249004,2.918,,,-237.656006,237.656006,,,,-93.417,,,,,,,73.949997,-4.32,0.0,69.629997,-14.489,,,,55.140999,0.0,,,55.140996,0.0,55.140999,0.0,,55.140999,55.140999,,190.827542,0.293705,0.293705,0.262031,190.827542,0.293705,0.293705,0.262031,
09/30/1995,416.657013,329.911011,,,,83.774003,2.972,,,-241.044998,241.044998,,,,-93.802002,,,,,,,81.809998,-4.837,0.0,76.972998,-18.370001,,,,58.603001,0.0,,,58.602997,0.0,58.603001,0.0,,58.603001,58.603001,,190.716405,0.310982,0.310982,0.270669,190.716405,0.310982,0.310982,0.270669,
12/31/1995,419.28299,340.428986,,,,75.940997,2.913,,,-252.130005,252.130005,,,,-97.980003,,,,,,,69.172997,-4.411,0.0,64.761997,-14.401,,,,50.361,0.0,,,50.360997,0.0,50.361,0.0,,50.361,50.361,,191.008125,0.26779,0.26779,0.256272,191.008125,0.26779,0.26779,0.256272,
03/31/1996,451.798004,347.220001,,,,101.749001,2.829,,,-272.755005,272.755005,,,,-98.037003,,,,,,,81.005997,-4.558,0.0,76.447997,-17.0,,,,59.448002,0.0,,,59.447997,0.0,59.448002,0.0,,59.448002,59.448002,,191.226426,0.323507,0.323507,0.253968,191.226426,0.314437,0.314437,0.247921,
06/30/1996,442.040985,352.424011,,,,86.663002,2.954,,,-267.174011,267.174011,,,,-103.281998,,,,,,,71.584999,-4.563,0.0,67.021999,-12.626,,,,54.396,0.0,,,54.395998,0.0,54.396,0.0,,54.396,54.396,,191.266107,0.296296,0.296296,0.272109,191.266107,0.287226,0.287226,0.266062,
09/30/1996,455.681,358.18399,,,,94.979001,2.518,,,-285.994995,285.994995,,,,-106.264999,,,,,,,63.421001,-4.763,0.0,58.658001,-11.71,,,,46.948002,0.0,,,46.948001,0.0,46.948002,0.0,,46.948002,46.948002,,191.173497,0.253968,0.253968,0.199546,191.173497,0.247921,0.247921,0.196523,
12/31/1996,459.229004,365.069,,,,91.862003,2.298,,,-261.181,261.181,,,,-111.537003,,,,,,,86.511002,-6.218,0.0,80.293002,-17.325001,,,,62.967999,0.0,,,62.968001,0.0,62.967999,0.0,,62.967999,62.967999,,190.842753,0.341648,0.341648,0.31746,190.842753,0.332577,0.332577,0.30839,
03/31/1997,483.735992,372.983002,357.500253,13.532845,1.949904,108.534002,2.219,,,-266.497986,266.497986,,0.0,,-113.924004,,,,,,,103.314003,-5.037,0.0,98.277003,-24.231001,,,,74.045998,0.0,,,74.046002,0.0,74.045998,0.0,,74.045998,74.045998,,183.496793,0.402116,0.402116,0.320484,190.531842,0.393046,0.393046,0.311413,
06/30/1997,484.203003,375.391998,,,,106.678003,2.133,,,-259.191986,259.191986,,,,-119.927002,,,,,,,105.084,-4.742,0.0,100.342,-24.511,,,,75.831001,0.0,,,75.831,0.0,75.831001,0.0,,75.831001,75.831001,,182.716223,0.417234,0.417234,0.344671,190.029102,0.408163,0.408163,0.335601,
09/30/1997,492.037994,381.363007,,,,108.553004,2.122,,,-264.359985,264.359985,,,,-120.178001,,,,,,,107.5,-5.536,0.0,101.964,-24.964001,,,,77.0,0.0,,,76.999999,0.0,77.0,0.0,,77.0,77.0,,179.845313,0.429327,0.429327,0.356765,187.383102,0.41421,0.41421,0.344671,
12/31/1997,482.407013,386.640015,,,,94.062,1.705,,,-264.873993,264.873993,,,,-118.051003,,,,,,,99.482002,-5.506,0.0,93.976002,-21.478001,,,,72.498001,0.0,,,72.498001,0.0,72.498001,0.0,,72.498001,72.498001,,181.657823,0.399093,0.399093,0.380952,187.333493,0.386999,0.386999,0.362812,
03/31/1998,512.554,394.592,378.4,16.192,0.0,115.942,2.02,,,-270.131,270.131,,,,-119.162,,,,,,,121.671,-5.338,0.0,116.333,-32.155,,,,84.178,0.0,,,84.178,0.0,84.178,0.0,,84.178,84.178,,551.032807,0.154195,0.154195,0.154195,570.669435,0.148148,0.148148,0.148148,
06/30/1998,518.578003,398.399994,,,,118.206999,1.971,,,-321.208008,321.208008,,,,-118.313004,,,,,,,79.056999,-6.143,0.0,72.913999,-14.064,,,,58.849998,0.0,,,58.849999,0.0,58.849998,0.0,,58.849998,58.849998,,184.043631,0.31746,0.31746,0.226757,190.053363,0.31746,0.31746,0.226757,
09/30/1998,514.763977,402.604004,,,,110.306,1.854,,,-316.095001,316.095001,,,,-126.531998,,,,,,,72.137001,-8.119,0.0,64.018001,-11.104,,,,52.914001,0.0,,,52.914001,0.0,52.914001,0.0,,52.914001,52.914001,,184.196887,0.281179,0.281179,0.281179,189.886885,0.281179,0.281179,0.281179,
12/31/1998,508.391998,417.139008,,,,88.846003,2.407,,,-313.68399,313.68399,,,,-132.455002,,,,,,,62.252998,-8.412,0.0,53.840998,-8.217,,,,45.624001,0.0,,,45.623998,0.0,45.6,0.0,,45.6,45.6,,183.786747,0.244898,0.244898,0.272109,188.699497,0.244898,0.244898,0.272109,
03/31/1999,536.659,413.8,396.097,17.703,0.0,120.562,2.297,,,-324.466,324.466,,,,-122.347,,,,,,,89.846,-7.785,0.0,82.061,-17.584,,,,64.477,0.0,,,64.477,0.0,64.477,0.0,,64.477,64.477,,183.127455,0.353741,0.353741,0.263039,188.65539,0.344671,0.344671,0.253968,
06/30/1999,541.321,427.749,408.54,19.209,0.0,108.75,4.822,,,-286.631,286.631,,,,-130.743,,,,,,,123.947,-7.606,0.0,116.341,-30.087,,,,86.254,0.0,,,86.254,0.0,86.254,0.0,,86.254,86.254,,179.823262,0.480726,0.480726,0.426304,184.944375,0.471655,0.471655,0.417234,
09/30/1999,538.3,436.863,419.121,17.742,0.0,98.811,2.626,,,-332.062,332.062,,,,-129.219,,,,,,,77.019,-7.978,0.0,69.041,-11.996,,,,57.045,0.0,,,57.045,0.0,57.045,0.0,,57.045,57.045,,179.308395,0.31746,0.31746,0.314739,184.37328,0.30839,0.30839,0.305669,
12/31/1999,511.942,453.538,,,,58.085,0.319,,,-311.204,311.204,,,,-136.935,,,,,,,63.803,-9.674,0.0,54.129,-7.184,,,,46.945,0.0,,,46.945,0.0,46.945,0.0,,46.945,46.945,,179.81775,0.263039,0.263039,0.408163,185.619105,0.253968,0.253968,0.394558,
03/31/2000,571.27,448.093,430.37,17.723,0.0,120.803,2.374,,,-317.29,317.29,,,,-136.006,,,,,,,112.69,-9.162,0.0,103.528,-24.165,,,,79.363,0.0,,,79.363,0.0,79.363,0.0,0.0,79.363,79.363,,177.976575,0.444444,0.444444,0.390023,181.757048,0.435374,0.435374,0.380952,
06/30/2000,578.807,470.487,449.719,20.768,0.0,105.841,2.479,,,-329.605,329.605,,,,-136.707,,,,,,,106.619,-9.979,0.0,96.64,-21.946,,,,74.694,0.0,,,74.694,0.0,74.694,0.0,0.0,74.694,74.694,,178.189357,0.417234,0.417234,0.408163,182.517773,0.408163,0.408163,0.399093,
09/30/2000,599.79,484.76,465.657,19.103,0.0,112.775,2.255,,,-418.384,418.384,,,,-142.944,,,,,,,38.462,-8.093,-39.1,-8.731,14.308,,,,5.577,0.0,,,5.577,0.0,5.577,0.0,0.0,5.577,5.577,,176.10453,0.027211,0.027211,0.136054,178.1199,0.027211,0.027211,0.136054,
12/31/2000,581.127,503.582,,,,73.296,4.249,,,-515.844,515.844,,,,-138.502,,,,,,,-73.219,-9.554,0.0,-82.773,41.504,,,,-41.269,0.0,,,-41.269,0.0,-41.269,0.0,0.0,-41.269,-41.269,,176.024048,-0.235828,-0.235828,-0.122449,180.369,-0.235828,-0.235828,-0.117914,
03/31/2001,617.882,507.507,489.566,17.941,0.0,105.119,5.256,,,-357.013,357.013,,,,-150.196,,,,,,,107.098,-10.206,0.0,96.892,-24.279,,,,72.613,0.0,,,72.613,0.0,72.613,0.0,0.0,72.613,72.613,,179.58402,0.408163,0.408163,0.390023,183.184785,0.399093,0.399093,0.380952,
06/30/2001,645.389,531.392,509.817,21.575,0.0,113.152,0.845,,,-424.616,424.616,,,,-154.958,,,,,,,61.093,-9.929,0.0,51.164,-2.197,,,,48.967,0.0,,,48.967,0.0,48.967,0.0,0.0,48.967,48.967,,177.655748,0.272109,0.272109,0.263039,180.600525,0.272109,0.272109,0.263039,
09/30/2001,643.87,537.904,519.629,18.275,0.0,102.935,3.031,,,-445.208,445.208,,,,-149.381,,,,,,,44.329,-10.028,0.0,34.301,1.44,,,,35.741,0.0,,,35.741,0.0,35.741,0.0,0.0,35.741,35.741,,175.602892,0.199546,0.199546,0.208617,178.435215,0.199546,0.199546,0.208617,
12/31/2001,654.0,575.0,,,,75.0,4.0,,,-436.0,436.0,,,,-166.0,,,,,,,48.0,-9.0,0.0,39.0,-3.0,,,,36.0,0.0,,,36.0,0.0,36.0,0.0,0.0,36.0,36.0,,172.565505,0.208617,0.208617,0.335601,177.5025,0.199546,0.199546,0.326531,
