Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1997,2990.0,,-1910.3,,1079.7,,-647.9,,,,431.8,-51.6,39.6,39.6,,,,12.0,380.2,-124.4,255.8,0.9,,,254.9,0.0,254.9,0.0,,254.9,254.9,,287.88475,0.879581,0.879581,0.942408,299.297,0.858639,0.858639,0.921466,
03/31/1998,3169.3,,-2001.2,,1168.1,,-677.3,,,,490.8,-49.6,49.6,49.6,,0.0,,0.0,441.2,-140.0,301.2,0.3,,,300.9,0.0,300.9,0.0,0.0,300.9,300.9,,295.1905,1.026178,1.026178,1.026178,305.17025,0.984293,0.984293,0.984293,
06/30/1998,4948.7,,-3302.4,,1646.3,,-996.6,,,,649.7,-64.2,64.2,64.2,,0.0,,0.0,585.5,-185.4,400.1,1.0,,,399.1,0.0,399.1,0.0,0.0,399.1,399.1,,385.29475,1.04712,1.04712,1.04712,393.79425,1.005236,1.005236,1.005236,
09/30/1998,5112.4,,-3443.1,,1669.3,,-1357.6,,,,311.7,-356.5,,152.8,,0.0,,203.7,-44.8,24.2,-20.6,0.2,,,-20.8,0.0,-20.8,0.0,,-20.8,-20.8,,386.15425,-0.041885,-0.041885,0.52356,394.606,-0.041885,-0.041885,0.52356,
12/31/1998,5213.5,,-3401.6,,1811.9,,-1083.1,,,,728.8,-803.2,123.5,123.5,,,,679.7,-74.4,-33.3,-107.7,2.4,,,-110.1,,-110.1,0.0,0.0,-110.1,-110.1,,387.2525,-0.293194,-0.293194,1.172775,387.2525,-0.293194,-0.293194,1.172775,
03/31/1999,5238.7,,-3387.8,,1850.9,,-1122.8,,,,728.1,-419.9,115.0,115.0,,,,304.9,308.2,-146.2,162.0,42.5,,,119.5,0.0,119.5,0.0,0.0,119.5,119.5,,389.377375,0.293194,0.418848,1.403141,398.1395,0.293194,0.418848,1.403141,
06/30/1999,5819.8,,-3783.3,,2036.5,,-1334.6,,,,701.9,-302.7,107.9,107.9,,,,194.8,399.2,-187.0,212.2,0.5,,,211.7,0.0,211.7,0.0,0.0,211.7,211.7,,391.573875,0.544503,0.544503,1.780105,399.61975,0.544503,0.544503,1.759162,
09/30/1999,8899.9,,-5896.9,,3003.0,,-1749.2,,,,1253.8,-643.6,169.9,231.4,,0.0,,473.7,610.2,-206.5,403.7,0.3,,,403.4,0.0,403.4,0.0,0.0,403.4,403.4,,794.885177,0.502618,0.502618,0.502618,812.165425,0.502618,0.502618,0.502618,
12/31/1999,6638.8,,-4191.9,,2446.9,,-1158.9,,,,1288.0,-263.7,164.7,164.7,,0.0,,99.0,1024.3,-263.9,760.4,0.2,,,760.2,-3.2,757.0,0.0,0.0,757.0,757.0,,404.2515,1.884817,1.884817,1.968586,409.886,1.842932,1.842932,1.926702,
03/31/2000,7070.0,,-4455.3,,2614.7,,-1266.8,,,,1347.9,-206.3,206.3,206.3,,0.0,,0.0,1141.6,-285.0,856.6,0.0,,,856.6,-1.1,855.5,0.0,0.0,855.5,855.5,,402.747375,2.136126,2.136126,2.136126,408.429625,2.094241,2.094241,2.094241,
06/30/2000,7417.8,,-4549.8,,2868.0,,-1349.5,,,,1518.5,-188.8,195.7,195.7,,,,-6.9,1329.7,-332.4,997.3,0.0,,,997.3,0.0,997.3,0.0,0.0,997.3,997.3,,402.795125,2.471204,2.471204,2.471204,408.859375,2.429319,2.429319,2.429319,
09/30/2000,7805.3,,-4734.2,,3071.1,,-1394.7,,,,1676.4,1299.5,278.1,278.1,,0.0,,-1577.6,2975.9,-1047.1,1928.8,0.0,,,1928.8,-18.7,1910.1,0.0,0.0,1910.1,1910.1,,402.269875,4.732984,4.732984,2.722513,408.907125,4.691099,4.691099,2.680628,
12/31/2000,8029.0,,-4974.4,,3054.6,,-1716.9,,,,1337.7,200.6,,,,0.0,,-200.6,1538.3,-525.0,1013.3,683.4,,,329.9,-12.5,317.4,0.0,0.0,317.4,317.4,,414.279,0.753927,2.429319,2.052356,420.72525,0.753927,2.387435,2.010471,
03/31/2001,8809.8,,-5514.5,,3295.3,,-1838.4,,,,1456.9,31.2,,,,0.0,,-31.2,1488.1,-366.0,1122.1,10.3,,,1111.8,-11.7,1100.1,0.0,0.0,1100.1,1100.1,,417.549875,2.638743,2.638743,3.057592,423.518625,2.596859,2.638743,3.057592,
06/30/2001,8680.4,,-5388.2,,3292.2,,-1574.4,,,,1717.8,-290.3,178.9,,,,,111.4,1427.5,-303.4,1124.1,-67.8,,,1191.9,-14.9,1177.0,0.0,0.0,1177.0,1177.0,,431.779375,2.722513,2.554974,2.890052,437.891375,2.680628,2.513089,2.848168,
09/30/2001,8523.6,,-5055.2,,3468.4,,-2011.0,,,,1457.4,-380.0,330.5,330.5,,0.0,,49.5,1077.4,22.1,1099.5,-181.3,,,1280.8,-8.4,1272.4,0.0,0.0,1272.4,1272.4,,461.957375,2.764398,2.34555,3.183246,467.0905,2.722513,2.34555,3.183246,
12/31/2001,8578.7,,-5234.4,,3344.3,,-1965.3,,,,1379.0,-253.0,189.2,208.8,-19.6,0.0,,63.8,1126.0,-192.8,933.2,-264.7,,,1197.9,1.5,1199.4,0.0,0.0,1199.4,1199.4,,471.43575,2.554974,1.968586,1.968586,477.428375,2.513089,1.968586,1.968586,
03/31/2002,8611.4,,-5630.0,,2981.4,,-1887.1,,,,1094.3,-3124.5,225.6,255.1,-29.5,,,2898.9,-2030.2,-23.2,-2053.4,4323.0,,,-6376.4,-1.6,-6378.0,0.0,0.0,-6378.0,-6378.0,,475.470625,-13.403141,-4.314136,2.052356,475.470625,-13.403141,-4.314136,2.052356,
06/30/2002,9099.4,,-5813.8,,3285.6,,-2073.2,,,,1212.4,-1420.2,250.3,285.6,-35.3,0.0,,1169.9,-207.8,-187.4,-395.2,2235.3,,,-2630.5,-0.7,-2631.2,0.0,0.0,-2631.2,-2631.2,,476.043625,-5.528796,-0.837696,1.507853,476.043625,-5.528796,-0.837696,1.507853,
09/30/2002,9372.8,,-6414.8,,2958.0,,-2325.2,,,,632.8,-2230.5,327.5,327.5,,,,1903.0,-1597.7,203.2,-1394.5,47.7,,,-1442.2,-0.6,-1442.8,0.0,0.0,-1442.8,-1442.8,,476.01975,-3.015707,-2.931937,1.089005,477.380625,-3.015707,-2.931937,1.089005,
12/31/2002,8927.4,,-5732.0,,3195.4,,-2145.1,,,,1050.3,-261.8,263.0,289.0,-26.0,,,-1.2,788.5,-221.9,566.6,-20.0,,,586.6,-0.7,585.9,0.0,0.0,585.9,585.9,,476.21075,1.21466,1.172775,1.172775,477.5955,1.21466,1.172775,1.172775,
03/31/2003,8988.5,,-5855.5,,3133.0,,-2470.3,,,,662.7,-367.0,277.8,299.8,-22.0,,,89.2,295.7,-170.4,125.3,0.0,,,125.3,-1.0,124.3,0.0,0.0,124.3,124.3,,476.186875,0.251309,0.251309,1.21466,477.73875,0.251309,0.251309,1.21466,
06/30/2003,9412.6,,-6013.7,,3398.9,,-2190.6,,,,1208.3,-399.8,247.6,287.6,-40.0,0.0,,152.2,808.5,-241.1,567.4,0.0,,,567.4,-0.9,566.5,0.0,0.0,566.5,566.5,,476.30625,1.172775,1.172775,1.340314,526.15725,1.13089,1.13089,1.298429,
09/30/2003,9273.0,,-6115.0,,3158.0,,-1970.0,,,,1188.0,-1277.0,,271.0,-20.0,,,1026.0,-89.0,-126.0,-215.0,81.0,,,-296.0,-1.0,-297.0,0.0,0.0,-297.0,-297.0,,476.521131,-0.628272,-0.460733,1.424084,476.521131,-0.628272,-0.460733,1.424084,
12/31/2003,9700.7,,-6226.0,,3474.7,,-2208.7,,,,1266.0,-275.5,239.2,265.2,-26.0,,,36.3,990.5,-267.9,722.6,,,,722.6,-3.4,719.2,0.0,0.0,719.2,719.2,,476.78375,1.507853,1.507853,1.549738,531.935,1.424084,1.424084,1.465969,
03/31/2004,10041.2,,-6502.4,,3538.8,,-2150.0,,,,1388.8,-343.3,212.1,226.1,-14.0,,,131.2,1045.5,-258.2,787.3,0.0,,,787.3,-4.9,782.4,0.0,0.0,782.4,782.4,,477.26125,1.633508,1.633508,1.842932,529.5475,1.549738,1.549738,1.717277,
06/30/2004,10451.0,,-6647.6,,3803.4,,-2219.1,,,,1584.3,-300.3,207.8,223.8,-16.0,,,92.5,1284.0,-358.5,925.5,0.0,,,925.5,-2.9,922.6,0.0,0.0,922.6,922.6,,477.9775,1.926702,1.926702,2.010471,530.478625,1.801047,1.801047,1.884817,
09/30/2004,8700.0,,-5584.0,,3116.0,,-1754.0,,,,1362.0,-609.0,,241.0,-35.0,,,403.0,753.0,-236.0,517.0,60.0,,,457.0,-3.0,454.0,0.0,0.0,454.0,454.0,,478.9325,0.963351,1.21466,2.052356,529.093875,0.921466,1.13089,1.884817,
12/31/2004,9601.0,,-6244.0,,3357.0,,-1965.0,,,,1392.0,-362.0,179.0,216.0,-37.0,,,183.0,1030.0,-306.0,724.0,-9.0,,,733.0,-3.0,730.0,0.0,0.0,730.0,730.0,,479.41,1.507853,1.507853,1.842932,526.6825,1.424084,1.424084,1.717277,
04/01/2005,9993.0,,-6502.0,,3491.0,,-1960.0,,,,1531.0,-758.0,177.0,208.0,-31.0,,,581.0,773.0,-373.0,400.0,207.0,,,193.0,-1.0,192.0,0.0,0.0,192.0,192.0,,479.8875,0.418848,0.837696,2.136126,520.9525,0.418848,0.795812,2.010471,
07/01/2005,9997.0,,-6470.0,,3527.0,,-1972.0,,,,1555.0,-52.0,174.0,198.0,-24.0,,,-122.0,1503.0,-425.0,1078.0,-117.0,,,1195.0,-2.0,1193.0,0.0,0.0,1193.0,1193.0,,481.08125,2.471204,2.219895,2.052356,513.07375,2.34555,2.136126,1.968586,
09/30/2005,9935.0,,-6555.0,,3380.0,,-2327.0,,,,1053.0,-169.0,,193.0,-31.0,,,7.0,884.0,-14.0,870.0,-50.0,,,920.0,-3.0,917.0,0.0,0.0,917.0,917.0,,481.55875,1.884817,1.801047,1.801047,507.82125,1.842932,1.717277,1.717277,
