Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Other Commercial Loans,Total Consumer Loans,Home Equity Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,Payables Broker Dealers,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,3312.301,49.658,896.235,,,,0.0,,0.0,,,,,,,,2276.014,,2276.014,65.328,,,,,,,,2301.08,,,,,,,570.533997,2133.456,,,,,,,,0.0,,,,,,,,,,208.488,2912.477997,0.0,728.192,,,0.0,7.89,234.275,970.357,0.0,970.357,3882.834997,
06/30/1999,3832.67,29.495,841.194,,,,0.0,,0.0,,,,,,,,2830.439,,2830.439,97.585,,,,,,,,2864.396,,,,,,,692.92,2587.729,,,,,,,,0.0,,,,,,,,,,255.735,3536.384,0.0,740.031,,,0.0,-17.905,267.08,989.206,0.0,989.206,4525.59,
09/30/1999,8032.174,157.705,2377.294,,,,,,,5.604,,2155.381,,,,2982.761,5143.746,-7.161,5136.585,181.675,,18.554,,,,,,5296.946,,3.524,2159.158,350.317,1808.841,,2162.682,4179.152,,,,,,,,30.584,,,,,,,,,,207.961,6580.379,,1323.176,,,0.0,-26.06,154.679,1451.795,,1451.795,8032.174,
12/31/1999,6694.267,98.65,1693.887,,,,0.0,,,,,,,,,,4243.618,,4243.618,168.617,,356.167,356.167,,,,0.0,4376.946,,,,,,,,4758.423,,,,,,,,31.698,,,,,,,,,,459.738,5249.859,0.0,1108.025,,,0.0,-26.088,362.471,1444.408,0.0,1444.408,6694.267,
03/31/2000,15709.886,371.136,4313.822,,,,,,,,,,,,,,10066.095,,10066.095,225.094,,382.299,382.299,,,,,10417.535,,,,,,,3292.931,9317.898,,,,,,,,680.615,,,,,,,,,,556.358,13847.802,,1632.626,,,0.0,-36.344,265.802,1862.084,,1862.084,15709.886,
06/30/2000,14892.597,178.894,4398.82,,,,,,,,,,,,,,9193.694,,9193.694,263.692,,471.895,471.895,,,,,9579.296,,,,,,,3987.954,7902.173,,,,,,,,680.631,,,,,,,,,,462.253,13033.011,,1749.736,,,0.0,-30.654,140.504,1859.586,,1859.586,14892.597,
09/30/2000,17317.437,175.443,5299.633,,,,,,,3.423,,4179.955,,,,6542.814,10726.192,-10.93,10715.262,334.262,,484.166,,,,,,11023.933,,0.627,4721.174,532.919,4188.255,,4721.801,9586.53,,,,,,,,681.531,,,,,,,,,,470.742,15460.604,,1817.682,,,0.0,-6.908,46.059,1856.833,,1856.833,17317.437,
03/31/2001,18415.54,156.094,5826.921,,,,0.0,,0.0,,,,,,,,10926.6,-19.218,10907.38,425.587,,456.813,456.813,,,,,11550.125,,,,,,,6862.63,8306.711,,,,,,,,650.0,,,,,,,,,,842.339,16661.68,0.0,1911.059,,,0.0,-14.758,-173.209,1723.092,30.763,1753.855,18415.535,
06/30/2001,19300.17,185.409,6252.558,,,,0.0,,0.0,,,,,,,,11268.05,-20.71,11247.34,414.399,,492.227,492.227,,,,,11955.577,,,,,,,7687.006,8088.263,,,,,,,,945.0,,,,,,,,,,749.119,17469.388,0.0,2016.037,,,0.0,-24.953,-191.08,1800.004,30.779,1830.783,19300.171,
09/30/2001,18029.51,1760.175,5670.942,,,,0.0,,0.0,,,,,,,,9044.876,-19.598,9025.278,332.906,,480.334,480.334,,,,,9785.153,,,,,,,8027.993,6338.602,,,,,,,,860.0,,,,,,,,,,1254.016,16480.611,0.0,1986.168,,,0.0,-268.69,-223.557,1493.921,54.978,1548.899,18029.51,
12/31/2001,18172.41,836.201,7106.06,,,,0.0,,0.0,,,,,,,,8553.395,-19.874,8533.521,331.724,,684.426,559.918,,,,0.0,9213.999,,,,,,,8082.859,6870.424,,,,,,,,760.25,,,,,,,,,,818.464,16531.997,0.0,2076.195,,,0.0,-247.087,-258.194,1570.914,69.503,1640.417,18172.414,
03/31/2002,18009.89,1085.095,7115.947,,,,0.0,,0.0,,,,,,,,8308.572,-16.699,8291.873,410.229,,392.281,261.382,,,,,9006.338,,,,,,,8986.184,6031.832,,,,,,,,710.33,,,,,,,,,,876.057,16604.403,0.0,2127.808,,,0.0,-523.068,-268.783,1335.957,69.53,1405.487,18009.89,
06/30/2002,18826.92,1015.953,7153.083,,,,0.0,,0.0,,,,,,,,9126.506,-15.709,9110.797,399.011,,492.639,326.686,,,,,9766.234,,,,,,,8334.718,7583.627,,,,,,,,695.33,,,,,,,,,,620.409,17234.084,0.0,2240.215,,,0.0,-490.278,-250.893,1499.044,93.789,1592.833,18826.917,
09/30/2002,18250.956,1757.188,5756.279,,,,0.0,,0.0,,,,,,,,9304.597,-15.709,9304.597,389.256,,485.655,339.096,,,,,9862.578,,,,,,,8245.161,7107.832,,,,,,,,789.189,,,,,,,,,,643.524,16785.706,0.0,2213.813,,,0.0,-469.6,-278.963,1465.25,93.859,1559.109,18344.815,
12/31/2002,21455.925,773.605,10232.635,,,,,,97.516,,,,,,,,8815.152,-27.666,8787.486,370.944,,543.036,385.144,,,,0.0,9438.189,,,,,,,8400.333,9942.609,5628.338,,,,,,,838.695,,,,,,,,,,768.499,19950.136,0.0,2193.796,,,0.0,-433.492,-254.515,1505.789,0.0,1505.789,21455.925,
03/31/2003,21900.51,974.958,11857.41,,,,0.0,,0.0,,,,,,,,7466.883,-29.194,7437.689,353.391,,555.937,400.121,,,,,8158.814,,,,,,,8955.615,9827.805,,,,,,,,695.33,,,,,,,,,,706.489,20185.239,0.0,2176.298,,,0.0,0.0,-618.986,1557.312,157.961,1715.273,21900.512,
06/30/2003,23200.48,882.236,12451.79,,,,0.0,,0.0,,,,,,,,8331.213,-32.672,8298.541,304.314,,571.281,405.453,,,,,8990.859,,,,,,,9094.226,10799.95,,,,,,,,695.33,,,,,,,,,,802.175,21391.681,0.0,2203.246,,,0.0,0.0,-537.902,1665.344,143.459,1808.803,23200.484,
09/30/2003,24734.45,990.203,13156.56,,,,0.0,,0.0,,,,,,,,9275.69,-34.008,9241.682,288.402,,566.549,406.633,,,,,9732.736,,,,,,,11533.66,10009.33,,,,,,,,695.33,,,,,,,,,,791.391,23029.711,0.0,2219.666,,,0.0,-337.92,-177.006,1704.74,0.0,1704.74,24734.451,
12/31/2003,26049.216,921.439,12432.976,,,,0.0,,92.565,,,,,,,,11467.018,-37.847,11429.171,301.258,,546.305,402.315,,,,0.0,11754.673,,,,,,,12514.486,10178.339,5283.609,,,,,,,695.33,,,,,,,,,,742.767,24130.922,0.0,2251.61,,,0.0,-230.465,-102.851,1918.294,0.0,1918.294,26049.216,
03/31/2004,26909.32,846.855,12708.72,,,,0.0,,86.777,,,,,,,,12068.84,-39.751,12029.09,302.42,,538.452,403.006,,,,0.0,12426.096,,,,,,,11975.69,11482.2,,,,,,,,695.33,,,,,,,,,,778.298,24931.518,0.0,2232.876,,,0.0,0.0,-255.075,1977.801,0.0,1977.801,26909.319,
06/30/2004,30241.62,1243.571,14367.94,,,,0.0,,104.946,,,,,,,,13237.76,-40.938,13196.82,284.146,,507.964,392.52,,,,0.0,13733.053,,,,,,,11837.9,14599.08,,,,,,,,932.783,,,,,,,,,,757.971,28127.734,0.0,2279.483,,,0.0,-19.085,-146.513,2113.885,0.0,2113.885,30241.619,
09/30/2004,30336.724,731.031,0.0,,,,0.0,,108.685,,,,,,,,14633.095,-42.894,14590.201,287.111,,533.317,408.187,,,,,28676.58,,,,,,,12027.025,14794.315,9044.66,,,,,,,585.165,,,,,,,,,,779.376,28185.881,0.0,2274.181,,,0.0,60.189,-183.527,2150.843,0.0,2150.843,30336.724,
12/31/2004,31032.583,939.906,13999.363,,,,,,117.131,,,,,,,,14867.264,-47.681,14819.583,302.291,,529.164,395.043,,,,,15144.728,,,,,,3618.892,15921.866,11657.604,9896.872,,,,,,,585.617,,,,,,,,,,639.294,28804.381,,2237.802,,,,150.018,-159.618,2228.202,,2228.202,31032.583,
03/31/2005,33110.005,720.996,14241.195,,,,,,118.742,,,,,,,,16749.827,-51.884,16697.943,308.135,,528.527,395.626,,,,,17192.41,,,,,,5205.026,17724.672,11836.092,9491.271,,,,,,,583.703,,,,,,,,,,671.664,30816.131,,2221.113,,,,242.012,-169.251,2293.874,,2293.874,33110.005,
06/30/2005,34941.311,1095.378,12990.55,,,,,,139.14,,,,,,,,19346.675,-55.418,19291.257,306.611,,523.262,396.282,,,,,19886.37,,,,,,4695.629,17752.639,13438.732,9350.983,,,,,,,585.423,,,,,,,,,,854.729,32631.523,,2221.228,,,,343.579,-255.019,2309.788,,2309.788,34941.311,
09/30/2005,36202.471,1389.562,11866.191,,,,0.0,,150.728,,,,,,,,21509.592,-59.854,21449.738,306.601,,518.423,397.671,,,,,21970.966,,,,,,3734.558,18285.254,13667.727,9072.914,,,,,,,1038.819,,,,,,,,,,696.376,33688.176,0.0,2241.164,,,0.0,451.07,-177.939,2514.295,0.0,2514.295,36202.471,
12/31/2005,44567.686,844.188,13520.269,,,,0.0,,183.814,,,,,,,,26749.727,-63.286,26686.441,299.256,,2535.564,2003.456,,,,,27184.595,,,,,,7315.659,23263.674,15268.134,11101.542,,,,,,,2022.701,,,,,,,,,,613.617,41168.126,0.0,2994.842,,,0.0,580.43,-175.712,3399.56,0.0,3399.56,44567.686,
03/31/2006,47384.893,823.155,14519.324,,,,0.0,,0.0,,,,,,,,28380.518,-64.509,28316.009,300.928,,2535.279,2019.423,,,,,29206.207,,,,,,9287.511,28529.044,12725.5,9735.251,,,,,,,1981.805,,,,,,,,,,530.523,43766.872,0.0,3059.644,,,0.0,722.901,-164.524,3618.021,0.0,3618.021,47384.893,
06/30/2006,48892.799,876.405,15132.308,,,,0.0,,0.0,,,,,,,,29142.144,-67.121,29075.023,302.701,,2523.176,2019.197,,,,,30058.209,,,,,,7854.477,29057.347,13674.521,10184.813,,,,,,,1829.333,,,,,,,,,,484.613,45045.814,0.0,3191.326,,,0.0,879.385,-223.726,3846.985,0.0,3846.985,48892.799,
09/30/2006,51523.171,1199.638,15756.649,,,,0.0,,0.0,,,,,,,,30724.945,-69.908,30655.037,299.261,,2562.341,2063.598,,,,,31705.282,,,,,,7399.279,29718.643,15197.454,10990.532,,,,,,,1839.835,,,,,,,,,,736.982,47492.914,0.0,3207.72,,,0.0,1032.634,-210.097,4030.257,0.0,4030.257,51523.171,
12/31/2006,53739.303,1212.234,14665.701,,,,0.0,,0.0,,,,,,,,34076.677,-67.628,34009.049,318.389,,2544.853,2072.92,,,,,34998.126,,,,,,,24071.012,22941.088,9792.422,,,,,,,1842.169,,,,,,,,,,688.664,49542.933,0.0,3188.553,,,0.0,1209.289,-201.472,4196.37,0.0,4196.37,53739.303,
03/31/2007,60135.082,1194.981,17020.53,,,,0.0,,0.0,,,,,,,,36880.551,-67.989,36812.562,341.148,,2546.668,2084.974,,,,,39031.755,,,,,,6311.657,32568.276,18686.187,12125.686,,,,,,,1843.207,,,,,,,,,,2686.386,55784.056,0.0,3196.78,,,0.0,1363.796,-209.55,4351.026,0.0,4351.026,60135.082,
06/30/2007,62975.066,1039.51,17407.617,,,,0.0,,0.0,,,,,,,,39201.419,-75.704,39125.715,363.349,,2488.448,2036.92,,,,,41676.142,,,,,,6493.401,34264.15,20220.834,12435.733,,,,,,,1839.977,,,,,,,,,,2315.943,58640.904,0.0,3151.021,,,0.0,1522.925,-339.784,4334.162,0.0,4334.162,62975.066,
09/30/2007,64186.765,1410.18,17059.605,,,,0.0,,0.0,,,,,,,,40248.26,-209.038,40039.222,360.366,,2475.851,2034.726,,,,,42880.763,,,,,,7002.986,36200.33,19894.052,10826.523,,,,,,,1881.112,,,,,,,,,,2107.288,60082.782,0.0,3123.181,,,0.0,1464.477,-483.675,4103.983,0.0,4103.983,64186.765,
12/31/2007,56845.937,1778.244,12058.482,,,,0.0,,0.0,,,,,,,,37826.721,-508.164,37318.557,710.866,,2363.375,1933.368,,,,,39934.97,,,,,,5514.675,31399.43,16379.197,8932.693,,,,,,,3022.698,,,,,,,,,,3215.547,54016.872,0.0,3467.829,,,0.0,-247.368,-391.396,2829.065,0.0,2829.065,56845.937,
03/31/2008,53196.95,3061.987,9494.328,,,,,,,264.909,,28455.429,,,,6945.394,35665.732,-565.908,35099.824,324.94,,2369.787,1950.682,,,,,37945.908,,,,,,,32880.51,8668.758,7109.716,,,,,,,6840.578,,,,,,,,,,2091.765,50481.611,0.0,3511.906,,,0.0,-425.17,-371.397,2715.339,0.0,2715.339,53196.95,
06/30/2008,51810.361,2819.26,9500.161,,,,0.0,,0.0,,,,,,,,34968.236,-635.883,34332.353,326.34,,2340.144,1938.325,,,,,36824.456,,,,,,5404.125,32443.538,8117.408,6953.766,,,,,,,6717.835,,,,,,,,,,1894.234,49173.015,0.0,3603.86,,,0.0,-519.729,-446.785,2637.346,0.0,2637.346,51810.361,
09/30/2008,49705.024,3158.74,9989.022,,,,0.0,,0.0,,,,,,,,32036.936,-874.222,31162.714,314.059,,2332.214,1938.325,,,,,33910.989,,,,,,4363.885,30979.474,7781.434,7062.139,,,,,,,6738.641,,,,,,,,,,1668.346,47167.895,0.0,3617.675,,,0.0,-570.204,-510.342,2537.129,0.0,2537.129,49705.024,
12/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2009,49446.876,4492.306,13953.799,46.309,11823.392,,,2084.098,,188.934,188.934,24061.321,9533.008,12539.663,1988.65,2659.133,26909.388,-1200.808,25708.58,321.934,321.934,2331.025,1952.326,378.699,,127.818,0.0,2511.414,,11106.158,16535.327,16290.929,244.398,4181.332,31822.817,12629.657,6946.16,,,,1600.464,4083.033,,1152.209,,,,1152.209,,,,,326.962,1057.08,46988.725,0.0,4090.364,5.721,4084.643,0.0,-1078.452,-553.761,2458.151,0.0,2458.151,49446.876,
06/30/2009,47951.25,5234.155,12503.299,37.606,10841.867,,,1623.826,,168.975,168.975,22976.372,8982.695,11900.772,2092.905,3147.922,26293.269,-1218.939,25074.33,322.547,322.547,2323.593,1952.326,371.267,,97.966,0.0,2395.36,,,14845.853,12911.459,1934.394,16111.585,30957.438,10721.347,6464.915,,,,886.921,3369.511,,1991.894,,,,1991.894,,,,,175.114,1122.904,44968.697,0.0,4685.091,11.168,4673.923,0.0,-1201.526,-501.012,2982.553,0.0,2982.553,47951.25,
09/30/2009,48486.976,4796.376,14464.509,40.883,11509.69,,,2913.936,,152.407,152.407,21315.795,8156.365,11177.177,1982.253,3441.718,24909.92,-1214.518,23695.402,320.457,320.457,2316.162,1952.326,363.836,,93.904,0.0,2800.166,,,13535.834,11963.92,1571.914,18103.29,31639.124,10099.392,6469.589,,,,873.693,2756.11,,1658.539,,,,1658.539,,,,,235.25,1208.799,44841.104,0.0,6137.865,17.692,6120.173,0.0,-2033.212,-458.781,3645.872,0.0,3645.872,48486.976,
12/31/2009,47366.485,3483.238,15087.158,38.303,13319.712,,,1729.143,,,,20349.806,7769.711,10567.129,2012.966,3835.077,24184.883,-1182.738,23002.145,320.169,320.169,2308.73,1952.326,356.404,2141.296,93.397,0.0,930.352,,13365.16,12232.561,10887.437,1345.124,5234.199,30831.92,9188.834,6441.875,0.0,0.0,,,2746.959,,2458.691,0.0,0.0,,2458.691,0.0,0.0,0.0,592.121,143.602,401.762,43616.93,0.0,6277.051,1.894,6275.157,0.0,-2123.366,-404.13,3749.555,0.0,3749.555,47366.485,
03/31/2010,46678.674,3068.351,15596.928,47.047,13278.363,,,2271.518,,,,19095.242,7422.28,9752.563,1920.399,4241.856,23337.098,-1162.391,22174.707,321.183,321.183,2301.589,1952.326,349.263,,84.909,0.0,3131.007,,14241.919,10390.963,9213.369,1177.594,5620.063,30252.945,9651.0,6385.272,,,,517.29,2748.438,,1883.147,,,,1883.147,,,,,37.118,1038.065,42862.275,0.0,6375.103,19.598,6355.505,0.0,-2171.203,-387.501,3816.399,0.0,3816.399,46678.674,
06/30/2010,44347.08,3093.087,14066.109,49.238,12905.891,781.489,,329.491,,,,18123.5,7084.8,9233.6,1805.1,4781.1,22904.6,-1102.9,21801.7,309.134,309.134,2270.857,1928.734,342.123,,66.551,0.0,2739.642,,14550.442,9217.927,8315.667,902.26,3984.364,27752.733,9521.629,6251.166,,,,519.646,2750.817,,1630.653,,,,1630.653,,,,,130.031,1171.599,40206.645,0.0,6629.487,2.202,6627.285,0.0,-2136.127,-352.925,4140.435,0.0,4140.435,44347.08,
09/30/2010,45268.613,3130.401,16084.161,60.902,12687.899,2528.178,,807.182,,,,17135.049,6745.934,8690.659,1698.456,4566.339,21701.388,-1032.841,20668.547,308.147,308.147,2272.406,1939.976,332.43,,59.05,0.0,2745.901,,15571.191,8596.268,7944.852,651.416,4629.258,28796.717,9188.879,5907.948,,,,524.868,2756.063,,1620.441,,,,1620.441,,,,,195.041,1303.064,41104.142,0.0,6638.48,2.207,6636.273,0.0,-2127.723,-346.286,4164.471,0.0,4164.471,45268.613,
12/31/2010,46373.001,2374.346,18104.451,62.173,14805.677,2462.71,,773.891,,,,16153.088,6410.311,8170.329,1572.448,5120.575,21273.663,-1031.169,20242.494,302.658,302.658,2265.379,1939.976,325.403,1921.991,248.911,0.0,912.771,,16965.146,8275.151,7776.58,498.571,5020.086,30260.383,8619.963,5888.249,0.0,0.0,,,2731.714,,2145.881,0.0,0.0,,2145.881,,,,372.438,106.863,815.028,42320.556,0.0,6642.923,2.208,6640.715,0.0,-2151.838,-438.64,4052.445,0.0,4052.445,46373.001,
03/31/2011,47596.543,1864.328,20073.136,83.751,16124.004,3381.135,,484.246,,,,15289.337,6114.704,7720.638,1453.995,5712.537,21001.874,-953.606,20048.268,300.14,300.14,2239.65,1934.232,305.418,,248.318,0.0,2822.703,,17968.052,8003.578,7631.755,371.823,5353.54,31325.17,9113.738,5866.189,,,,519.402,2728.147,,1349.205,,,,1349.205,,,,,96.38,1314.258,43198.751,0.0,6923.294,2.482,6920.812,0.0,-2106.605,-418.897,4397.792,0.0,4397.792,47596.543,
06/30/2011,46984.312,1369.711,20767.739,79.852,15032.599,4834.512,,820.776,,,,14553.6,5833.6,7347.2,1372.8,5665.681,20219.281,-878.6,19340.681,301.153,301.153,2233.112,1934.232,298.88,,172.106,0.0,2799.81,,18377.28,7620.793,7311.63,309.163,5341.714,31339.787,8416.32,5184.169,,,,501.32,2730.831,,1042.101,,,,1042.101,,,,,149.434,1224.325,42171.967,0.0,7250.691,2.797,7247.894,0.0,-2059.487,-378.859,4812.345,0.0,4812.345,46984.312,
09/30/2011,46524.658,1678.897,21337.785,49.007,15013.134,4923.252,,1352.392,,,,13819.799,5574.319,6960.085,1285.395,5171.156,18990.955,-820.055,18170.9,305.825,305.825,2226.574,1934.232,292.342,,107.798,0.0,2696.879,,18155.437,7083.46,6835.907,247.553,5394.68,30633.577,8307.391,5044.746,,,,500.921,2761.724,,988.923,,,,988.923,,,,,369.509,1279.043,41578.443,0.0,7310.733,2.853,7307.88,0.0,-1988.791,-375.727,4946.215,0.0,4946.215,46524.658,
12/31/2011,47940.452,2099.839,23201.147,54.372,15651.493,6079.512,,1415.77,,,,13057.722,5328.657,6615.808,1113.257,4924.157,17981.879,-822.816,17159.063,299.693,299.693,2220.037,1934.232,285.805,2020.648,66.534,0.0,873.491,,19482.264,6977.721,6754.012,223.709,5590.858,32050.843,8742.552,5015.499,0.0,0.0,,990.118,2736.935,,503.434,0.0,0.0,,503.434,0.0,0.0,0.0,368.411,358.203,989.059,43012.502,0.0,7309.716,2.854,7306.862,0.0,-1995.137,-386.629,4927.95,0.0,4927.95,47940.452,
03/31/2012,51291.744,2018.438,26747.689,58.83,17496.733,7640.118,,1552.008,,,,12285.786,4960.514,6294.065,1031.207,5375.648,17661.434,-579.175,17082.259,298.425,298.425,2213.741,1934.232,279.509,,77.976,0.0,2853.216,,22511.567,7069.821,6867.605,202.216,5706.213,35287.601,8577.441,5022.253,,,,822.288,2732.9,,675.088,,,,675.088,,,,,263.719,1451.994,46255.843,0.0,7310.064,2.857,7307.207,0.0,-1932.546,-341.617,5035.901,0.0,5035.901,51291.744,
06/30/2012,49155.83,1378.454,25539.474,60.081,16152.748,8433.682,,892.963,,,,11669.284,4715.35,5987.276,966.658,5886.67,17555.954,-525.756,17030.198,297.344,297.344,2207.445,1934.232,273.213,,62.893,0.0,2640.022,,21404.5,6506.6,6330.8,175.8,5128.653,33039.753,7459.039,4717.656,,,,,2741.383,,1501.278,,,,1501.278,,,,,388.481,1687.67,44076.221,0.0,7313.344,2.857,7310.487,0.0,-1893.036,-340.699,5079.609,0.0,5079.609,49155.83,
09/30/2012,50355.605,2825.012,26280.679,107.378,14925.459,9684.568,,1563.274,,,,11059.991,4442.176,5714.986,902.829,5683.978,16743.969,-508.282,16235.687,294.517,294.517,2201.15,1934.232,266.918,,61.127,0.0,2457.433,,22825.374,6302.452,6187.341,115.111,6013.64,35141.466,7757.376,4609.117,,,,822.413,2325.846,,683.053,,,,683.053,,,,,369.524,1310.332,45261.751,0.0,7318.918,2.861,7316.057,0.0,-1921.661,-303.403,5093.854,0.0,5093.854,50355.605,
12/31/2012,47386.739,2761.494,23528.536,101.27,13443.02,9539.948,,444.298,,,,10510.577,4223.461,5442.174,844.942,5872.938,16383.515,-480.751,15902.764,288.17,288.17,2194.854,1934.232,260.622,1886.609,14.734,0.0,809.578,,22309.033,6083.519,5976.803,106.716,4964.922,33357.474,5997.515,4454.661,0.0,0.0,,281.938,1260.916,,1483.044,0.0,0.0,,1483.044,0.0,0.0,0.0,372.569,328.464,943.203,42482.269,0.0,7322.118,2.861,7319.257,0.0,-2107.72,-309.928,4904.47,0.0,4904.47,47386.739,
03/31/2013,44966.314,1507.722,23013.646,100.538,12676.378,9856.513,,380.217,,,,9977.984,4021.046,5217.118,739.82,5810.96,15788.944,-455.032,15333.912,278.266,278.266,2188.787,1934.232,254.555,,16.307,0.0,2627.674,,19984.864,5892.884,5802.225,90.659,5084.337,30962.085,5896.08,4459.421,0.0,0.0,,171.17,1265.489,,1594.735,0.0,0.0,,1594.735,,,,,289.285,1272.302,40014.487,0.0,7323.359,2.868,7320.491,0.0,-2072.596,-298.936,4951.827,0.0,4951.827,44966.314,
