Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/24/1990,15445.599609,1637.900002,90.900002,1547.0,1271.5,,,561.400024,,,,,296.200012,,,,3767.0,5190.5,8054.899902,-2864.399902,0.0,,6488.100098,,,,,,6488.100098,11678.600098,,802.099976,802.099976,,,,1227.5,,,,,,1829.500122,,,1829.500122,3859.100098,5817.799805,,,,,1794.5,,,,1794.5,7612.299805,11471.399902,0.0,343.200012,,,-514.599976,,4145.599976,3974.200012,0.0,3974.200012,15445.599915,
06/16/1990,16075.700195,1844.500031,151.100006,1693.400024,1513.900024,,,584.799988,,,,,265.899994,,,,4209.100098,5293.899902,8289.400391,-2995.5,0.0,,6572.700195,,,,,,6572.700195,11866.600098,,897.0,897.0,,,,1047.199951,,,,,,1874.300049,,,1874.300049,3818.5,6158.5,,,,,1806.599976,,,,1806.599976,7965.099976,11783.599976,0.0,343.100006,,,-509.700012,,4458.700012,4292.100006,0.0,4292.100006,16075.699982,
09/08/1990,16482.699219,1931.599976,149.0,1782.599976,1596.300049,,,561.400024,,,,,246.100006,,,,4335.399902,5415.5,8562.5,-3147.0,0.0,,6731.799805,,,,,,6731.799805,12147.299805,,899.0,899.0,,,,875.0,,,,,,2143.399902,,,2143.399902,3917.399902,6116.700195,,,,,1819.199951,,,,1819.199951,7935.900146,11853.300049,0.0,345.299988,,,-622.900024,,4907.000122,4629.400085,0.0,4629.400085,16482.700134,
12/30/1990,17143.400391,1815.700027,170.800003,1644.900024,1414.699951,,,585.799988,,,,,265.200012,,,,4081.399902,5710.899902,8977.700195,-3266.800049,0.0,,7351.100098,,,,,,7351.100098,13062.0,,1116.300049,1116.300049,,,,1626.5,,,,,,2027.699951,,,2027.699951,4770.5,5600.100098,,,,,1868.599976,,,,1868.599976,7468.700073,12239.200073,0.0,379.399994,,,-611.400024,,5136.199829,4904.199799,0.0,4904.199799,17143.399872,
03/23/1991,17467.800781,1967.999977,89.900002,1878.099976,1391.800049,,,638.200012,,,,,408.700012,,,,4406.700195,5734.0,9150.099609,-3416.100098,0.0,,7327.100098,,,,,,7327.100098,13061.100098,,863.099976,863.099976,,,,1631.199951,,,,,,1931.800171,,,1931.800171,4426.100098,6101.5,,,,,1900.800049,,,,1900.800049,8002.300049,12428.400146,0.0,468.200012,,,-567.299988,,5138.500183,5039.400208,0.0,5039.400208,17467.800354,
06/15/1991,17826.0,2135.399979,127.800003,2007.599976,1626.800049,,,643.099976,,,,,372.299988,,,,4777.600098,5868.100098,9451.900391,-3583.800049,0.0,,7180.299805,,,,,,7180.299805,13048.399902,,941.5,941.5,,,,1960.900024,,,,,,2096.39978,,,2096.39978,4998.799805,6226.399902,,,,,1639.0,,,,1639.0,7865.399902,12864.199707,0.0,470.5,,,-684.099976,,5175.39978,4961.799805,0.0,4961.799805,17825.999512,
09/07/1991,18444.199219,2204.300018,216.399994,1987.900024,1656.199951,,,633.599976,,,,,375.799988,,,,4869.899902,6085.100098,9834.299805,-3749.199951,0.0,,7489.200195,,,,,,7489.200195,13574.300293,,942.099976,942.099976,,,,1263.0,,,,,,2335.500122,,,2335.500122,4540.600098,7143.0,,,,,1557.400024,,,,1557.400024,8700.400024,13241.000122,0.0,478.5,,,-723.900024,,5448.60022,5203.200195,0.0,5203.200195,18444.200317,
12/28/1991,18775.099609,2036.000046,186.699997,1849.300049,1481.699951,,,661.5,,,,,386.899994,,,,4566.100098,6594.700195,10501.700195,-3907.0,0.0,,7614.299805,,,,,,7614.299805,14209.0,,1196.599976,1196.599976,,,,228.199997,,,,,,2297.300125,,,2297.300125,3722.100098,7806.200195,,,,,1701.400024,,,,1701.400024,9507.600219,13229.700317,0.0,491.0,,,-745.900024,,5800.299926,5545.399902,0.0,5545.399902,18775.100219,
03/21/1992,19164.5,2080.300049,103.0,1977.300049,1458.400024,,,672.400024,,,,,484.700012,,,,4695.799805,6631.100098,10708.700195,-4077.600098,0.0,,7837.600098,,,,,,7837.600098,14468.700196,,903.200012,903.200012,,,,1529.800049,,,,,,2132.899841,,,2132.899841,4565.899902,7347.0,,,,,1759.400024,,,,1759.400024,9106.400024,13672.299926,0.0,501.5,,,-756.700012,,5747.400207,5492.200195,0.0,5492.200195,19164.500121,
06/13/1992,19962.199219,2121.700043,133.899994,1987.800049,1758.599976,,,693.0,,,,,422.5,,,,4995.799805,6860.100098,11105.0,-4244.899902,0.0,,8106.299805,,,,,,8106.299805,14966.399903,,1049.599976,1049.599976,,,,1442.199951,,,,,,2238.499878,,,2238.499878,4730.299805,7444.200195,,,,,1806.400024,,,,1806.400024,9250.600219,13980.900024,0.0,555.900024,,,-738.200012,,6163.599914,5981.299926,0.0,5981.299926,19962.19995,
09/05/1992,20720.199219,2130.600052,135.800003,1994.800049,1799.199951,,,735.200012,,,,,425.299988,,,,5090.299805,7313.5,11757.599609,-4444.100098,0.0,,8316.400391,,,,,,8316.400391,15629.900391,,1043.5,1043.5,,,,1096.699951,,,,,,2402.099854,,,2402.099854,4542.299805,7798.100098,,,,,1875.199951,,,,1875.199951,9673.300049,14215.599854,0.0,574.5,,,-722.5,,6652.600098,6504.600098,0.0,6504.600098,20720.199952,
12/26/1992,20951.199219,2058.399994,169.899994,1888.5,1588.5,,,768.799988,,,,,426.600006,,,,4842.299805,7442.0,12095.200195,-4653.200195,0.0,,8666.900391,,,,,,8666.900391,16108.900391,,1164.800049,1164.800049,,,,706.799988,,,,,,2452.799865,,,2452.799865,4324.399902,7964.799805,,,,,3306.300049,,,,3306.300049,11271.099854,15595.499756,0.0,682.0,,,-667.0,,5340.700195,5355.700195,0.0,5355.700195,20951.199951,
03/31/1993,21507.5,1901.099998,122.099998,1779.0,1603.599976,,,798.400024,,,,,552.799988,,,,4855.899902,7798.399902,12649.599609,-4851.200195,0.0,,8853.200195,,,,,,8853.200195,16651.600097,,1040.599976,1040.599976,,,,1138.099976,,,,,,2392.69995,,,2392.69995,4571.399902,8034.899902,,,,,3357.300049,,,,3357.300049,11392.199951,15963.599853,0.0,713.099976,,,-653.799988,,5484.599793,5543.899781,0.0,5543.899781,21507.499634,
06/30/1993,21716.599609,1457.899948,193.699997,1264.199951,1951.400024,,,884.099976,,,,,475.200012,,,,4768.600098,8071.200195,13198.400391,-5127.200195,0.0,,8876.799805,,,,,,8876.799805,16948.0,,1140.599976,1140.599976,,,,1360.900024,,,,,,2546.399902,,,2546.399902,5047.899902,7723.0,,,,,3447.199951,,,,3447.199951,11170.199951,16218.099853,0.0,719.400024,,,-1025.800049,,5804.900147,5498.500122,0.0,5498.500122,21716.599975,
09/04/1993,22370.599609,1404.699951,209.5,1195.199951,2079.100098,,,852.200012,,,,,423.200012,,,,4759.200195,8341.700195,13576.099609,-5234.399902,0.0,,9269.700195,,,,,,9269.700195,17611.40039,,1140.400024,1140.400024,,,,1301.5,,,,,,2699.200074,,,2699.200074,5141.100098,7675.100098,,,,,3651.300049,,,,3651.300049,11326.400147,16467.500245,0.0,845.0,,,-1023.799988,,6081.900086,5903.100098,0.0,5903.100098,22370.600343,
12/25/1993,23705.800781,1856.200043,226.899994,1629.300049,1883.400024,,,924.700012,,,,,499.799988,,,,5164.100098,8855.599609,14250.0,-5394.399902,,,9686.099609,,,,,,9686.099609,18541.699218,,1390.0,1390.0,,,,2191.199951,,,,,,2993.699951,,,2993.699951,6574.899902,7442.600098,,,,,3349.600098,,,,3349.600098,10792.200196,17367.100098,0.0,893.900024,,,-913.200012,,6357.999817,6338.699829,0.0,6338.699829,23705.799927,
03/19/1994,23919.800781,1992.00003,227.100006,1764.900024,1879.199951,,,924.5,,,,,499.100006,,,,5294.799805,9010.799805,14640.0,-5629.200195,,,9614.200195,,,,,,9614.200195,18625.0,,1133.699951,1133.699951,,,,2780.199951,,,,,,2719.399903,,,2719.399903,6633.299805,7668.200195,,,,,3415.100098,,,,3415.100098,11083.300293,17716.600098,0.0,916.799988,,,-1117.699951,,6404.099853,6203.19989,0.0,6203.19989,23919.799988,
06/11/1994,24715.199219,1730.799957,283.100006,1447.699951,2326.0,,,1056.0,,,,,497.899994,,,,5610.700195,9333.400391,15150.900391,-5817.5,,,9771.099609,,,,,,9771.099609,19104.5,,1352.699951,1352.699951,,,,3324.199951,,,,,,3013.5,,,3013.5,7690.399902,7116.399902,,,,,3523.800049,,,,3523.800049,10640.199951,18330.599853,0.0,925.299988,,,-1247.699951,,6706.999756,6384.599793,0.0,6384.599793,24715.199646,
09/03/1994,24717.599609,1499.099945,304.899994,1194.199951,2394.699951,,,985.200012,,,,,448.5,,,,5327.5,9579.099609,15611.700195,-6032.600098,0.0,,9811.0,,,,,,9811.0,19390.099609,,1251.699951,1251.699951,,,,2895.399902,,,,,,3227.199952,,,3227.199952,7374.299805,6839.899902,,,,,3633.5,,,,3633.5,10473.399902,17847.699707,0.0,928.5,,,-1232.199951,,7173.599853,6869.899902,0.0,6869.899902,24717.599609,
12/31/1994,24792.0,1488.100036,330.700012,1157.400024,2050.899902,,,970.0,,,,,563.200012,,,,5072.200195,9882.799805,16130.099609,-6247.299805,0.0,,9837.0,,,,,,9837.0,19719.799805,,1451.599976,1451.599976,,,,678.5,,,,,,3140.299926,,,3140.299926,5270.399902,8840.5,,,,,3825.0,,,,3825.0,12665.5,17935.899902,0.0,948.799988,,,-1361.199951,,7268.499756,6856.099793,0.0,6856.099793,24791.999695,
