Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/01/1995,858.840027,307.708008,217.531006,90.177002,303.841003,,,98.925003,,,,,19.663,,,,730.137024,88.575996,217.190994,-128.615005,0.0,,40.126999,,,,40.126999,128.702995,,250.324997,250.324997,,0.0,,,,,,119.276993,,,119.276993,369.60199,0.0,,,,,15.812,,,,,,15.812,15.812,385.41399,0.0,360.671997,,,-10.822,,123.575998,473.425995,0.0,473.425995,858.839985,
09/30/1995,863.83197,241.863998,159.173996,82.690002,319.14801,,,147.078003,,,,,20.799,,,,728.888977,94.856003,,,0.0,,40.087002,,,,40.087002,134.943005,,288.882996,288.882996,,0.0,,,,,,96.584015,,,96.584015,385.46701,0.0,,,,,16.597,,,,,,16.597,16.597,402.064011,0.0,362.117004,,,-32.251999,,131.903,461.768005,0.0,461.768005,863.832016,
12/30/1995,905.685974,269.629005,206.798004,62.831001,356.937012,,,122.616997,,,,,14.932,,,,764.11499,100.195,,,0.0,,41.375999,,,,41.375999,141.570999,,310.574005,310.574005,,0.0,,,,,,126.622986,,,126.622986,437.196991,0.0,,,,,16.732,,,,,,16.732,16.732,453.928991,0.0,361.703003,,,-78.241997,,168.295998,451.757004,0.0,451.757004,905.685995,
03/30/1996,919.747009,198.621998,138.626999,59.994999,393.699005,,,145.272995,,,,,23.320999,,,,760.914978,120.009003,,,0.0,,38.823002,,,,38.823002,158.832005,,332.845001,332.845001,,0.0,,,,,,134.713989,,,134.713989,467.55899,0.0,,,,,16.232,,,,,,16.232,16.232,483.790991,0.0,359.29599,,,-111.073997,,187.734001,435.955994,0.0,435.955994,919.746984,
06/29/1996,984.143005,219.163002,182.565002,36.598,409.472992,,,142.621994,,,,,23.006001,,,,794.263977,148.257996,291.747986,-143.490005,0.0,,41.620998,,,,41.620998,189.878994,,345.865997,345.865997,,0.0,,,,,,168.155976,,,168.155976,514.021973,0.0,,,,,16.229,,,,,,16.229,16.229,530.250973,0.0,354.838989,,,-121.417,,220.470001,453.89199,0.0,453.89199,984.142963,
09/28/1996,1066.741943,223.611001,210.664001,12.947,441.95401,,,146.281998,,,,,24.497,,,,836.343994,184.227005,,,0.0,,46.171001,,,,46.171001,230.398006,,384.294006,384.294006,,0.0,,,,,,178.870972,,,178.870972,563.164978,0.0,,,,,16.035,,,,,,16.035,16.035,579.199978,0.0,350.144989,,,-115.950996,,253.348,487.541992,0.0,487.541992,1066.74197,
12/28/1996,1177.69104,273.968994,273.968994,0.0,494.194,,,155.740005,,,,,27.669001,,,,951.572021,192.983002,,,0.0,,33.136002,,,,33.136002,226.119003,,422.838989,422.838989,,0.0,,,,,,227.541016,,,227.541016,650.380005,0.0,,,,,16.016001,,,,,,16.016001,16.016001,666.396006,0.0,347.687012,,,-153.968994,,317.576996,511.295013,0.0,511.295013,1177.691019,
03/29/1997,1257.705,227.504,227.504,0.0,585.626,585.626,,166.043,41.201,57.769,67.073,,21.877,,,,1001.05,212.922,,,0.0,,43.733,43.733,,,0.0,256.655,,426.752,426.752,,0.0,,,,,,263.863,,,263.863,690.615,0.0,,,,,15.402,,,,,,15.402,15.402,706.017,0.0,345.51,,,-193.994,400.172,0.0,551.688,0.0,551.688,1257.705,
06/28/1997,1307.121948,208.276001,208.276001,0.0,545.552002,,,224.473999,,,,,39.592999,,,,1017.89502,247.895004,415.661011,-167.766006,0.0,,41.332001,,,,41.332001,289.227005,,417.984009,417.984009,,0.0,,,,,,235.721008,,,235.721008,653.705017,0.0,,,,,33.43,,,,,,33.43,33.43,687.135017,0.0,357.666992,,,-225.746002,,488.06601,619.987,0.0,619.987,1307.122017,
09/27/1997,1411.33606,183.807999,183.807999,0.0,567.929016,,,289.373993,,,,,36.033001,,,,1077.144043,291.200989,475.071014,-183.869995,0.0,,42.991001,,,,42.991001,334.19199,,476.17099,476.17099,,0.0,,,,,,195.707001,,,195.707001,671.877991,0.0,,,,,41.778999,,,,,,41.778999,41.778999,713.65699,0.0,361.878998,,,-214.973007,,550.772995,697.678986,0.0,697.678986,1411.335976,
12/28/1997,1271.436035,119.338997,119.338997,0.0,480.368011,,,285.403992,,,,,38.598,,,,923.708984,316.841003,521.656006,-204.815002,0.0,,30.886,,,,30.886,347.727003,,394.515015,394.515015,,0.0,,,,,,301.518982,,,301.518982,696.033997,0.0,,,,,34.542,,,,,,34.542,34.542,730.575996,0.0,349.28299,,,-214.013,,405.589996,540.859985,0.0,540.859985,1271.435982,
03/28/1998,1723.392,577.804,577.804,0.0,475.302,475.302,,217.205,29.856,53.095,134.254,,57.987,,,,1328.298,347.382,575.073975,-227.692001,0.0,,47.712,47.712,,,0.0,395.094,,430.003,430.003,,0.0,,,,,,258.829,,,258.829,688.832,513.149,,,,,34.609,,,,,,34.609,547.758,1236.59,0.0,334.856,,,-208.622,360.568,0.0,486.802,0.0,486.802,1723.392,
06/27/1998,1442.687988,459.829987,459.829987,0.0,369.013,,,186.516006,,,,,36.763,,,,1052.121948,346.987,601.252991,-254.266006,0.0,,43.578999,,,,43.578999,390.565998,,330.130005,330.130005,,0.0,,,,,,258.448975,,,258.448975,588.578979,519.187988,,,,,17.163,,,,,,17.163,536.350988,1124.929968,0.0,327.256989,,,-207.348007,,197.849008,317.757989,0.0,317.757989,1442.687957,
09/26/1998,1376.875977,404.153015,404.153015,0.0,378.295013,,,167.503006,35.768002,33.220001,98.514999,,35.571999,,,,985.52301,350.888,634.125,-283.237,0.0,,40.465,40.465,,,0.0,391.353001,,403.335999,403.335999,,0.0,,,,,,304.521973,,,304.521973,707.857971,525.307007,,,,,16.948999,,,,,,16.948999,542.256006,1250.113977,0.0,327.895996,,,-204.324997,,3.190994,126.761993,0.0,126.761993,1376.875971,
12/26/1998,1296.521973,353.660004,353.660004,0.0,371.959991,,,160.973999,36.244999,32.069,92.660004,,24.975,,,,911.56897,342.778992,656.132996,-313.354004,0.0,,42.174,,,,42.174,384.952991,,386.003998,386.003998,,0.0,,,,,,314.771027,,,314.771027,700.775024,531.505005,,,,,16.711,,,,,,16.711,548.216005,1248.99103,0.0,327.739014,,,-201.145996,,-79.062012,47.531006,0.0,47.531006,1296.522036,
03/27/1999,1158.421997,297.095001,297.095001,0.0,311.462006,,,163.412994,40.610001,29.645,93.157997,,34.659,,,,806.629028,312.108002,662.682983,-350.575012,0.0,,39.685001,39.685001,,,0.0,351.793003,,349.596985,349.596985,,0.0,,,,,,304.286011,,,304.286011,653.882996,537.783997,,,,,17.076,,,,,,17.076,554.859997,1208.742992,0.0,336.397003,,,-193.363007,,-193.35498,-50.320984,0.0,-50.320984,1158.422009,
07/03/1999,1022.401978,226.147003,226.147003,0.0,273.434998,,,144.093002,15.958,26.306999,101.828003,,44.672001,,,,688.346985,237.938995,534.262024,-296.322998,0.0,,96.115997,,,,96.115997,334.054993,,335.907013,335.907013,,10.0,0.0,10.0,10.0,,,280.710968,,,280.710968,626.617981,534.143982,534.143982,0.0,0.0,,15.43,,,,,,15.43,549.573982,1176.191963,0.0,336.216003,,,-193.042007,,-296.964005,-153.790009,0.0,-153.790009,1022.401955,
10/02/1999,830.211975,185.054001,185.054001,0.0,87.254997,,,207.740997,16.245001,12.361,179.134995,,45.674999,,,,525.724976,186.981003,514.55603,-327.575012,0.0,,117.505997,,,,117.505997,304.487,,272.949005,272.949005,,10.0,,,,,,291.118988,,,291.118988,574.067993,371.36499,,,,,15.476,,,,,,15.476,386.84099,960.908983,0.0,437.957001,,,-189.421005,,-379.232986,-130.696991,0.0,-130.696991,830.211992,
12/31/1999,764.723999,163.675003,163.675003,0.0,198.360001,,,101.727997,18.826,15.344,67.557999,,95.471001,,,,559.234009,156.891006,504.434998,-347.544006,0.0,,48.598999,,,,48.598999,205.490005,,283.545013,283.545013,,0.0,,,,,,291.194977,,,291.194977,574.73999,236.291,,,,,41.761002,,,,,,41.761002,278.052002,852.791992,0.0,494.243988,,,-189.419998,,-392.892014,-88.068024,0.0,-88.068024,764.723969,
03/31/2000,690.195007,202.087006,202.087006,0.0,177.455002,,,98.208,12.274,13.907,72.027,,56.068001,,,,533.817993,108.886002,435.226013,-326.339996,0.0,,47.491001,,,,47.491001,156.377003,,290.329987,290.329987,,0.0,,,,,,234.713043,,,234.713043,525.04303,222.561996,,,,,51.393002,,,,,,51.393002,273.954998,798.998028,0.0,533.968018,,,-181.035995,,-461.735001,-108.802979,0.0,-108.802979,690.195049,
06/30/2000,612.952026,184.020996,184.020996,0.0,148.916,,,83.709,4.376,11.253,68.080002,,32.719002,,,,449.36499,98.360001,389.089996,-290.730011,0.0,,65.226997,,,,65.226997,163.586998,,264.476013,264.476013,,0.0,0.0,0.0,0.0,,,177.983978,,,177.983978,442.459991,225.496002,225.496002,0.0,0.0,,44.830002,,,,,,44.830002,270.326004,712.785995,0.0,551.466003,,,-179.809998,,-481.48999,-109.833984,10.0,-99.833984,612.952011,
09/29/2000,562.727,166.949,166.949,0.0,146.318,146.318,,60.027,8.282,10.618,41.127,0.0,25.567,,,,398.861,100.102,399.088013,-298.985992,0.0,,63.764,,,,63.764,163.866,,236.471,236.471,,0.0,,,,,,144.448,,,144.448,380.919,178.512,,,,,46.844,,,,,,46.844,225.356,606.275,0.0,625.771,,,-171.501,-516.377,8.915,-53.192,9.644,-43.548,562.727,
12/29/2000,590.937012,179.382996,179.382996,0.0,173.966003,,,78.177002,7.321,13.706,57.150002,,10.341,,,,441.867004,104.734001,,,0.0,,44.335999,,,,44.335999,149.07,,263.001007,263.001007,,0.0,,,,,,145.328979,,,145.328979,408.329987,113.203003,,,,,44.466999,,,,,,44.466999,157.670002,565.999989,0.0,710.22998,,,-169.923004,,-524.621002,15.685974,9.251,24.936975,590.936963,
03/30/2001,545.140991,160.869003,160.869003,0.0,153.095001,,,65.258003,7.506,11.542,46.209999,,18.054001,,,,397.276001,106.794998,,,0.0,,41.07,,,,41.07,147.864998,,234.850998,234.850998,,0.0,,,,,,128.988998,,,128.988998,363.839996,112.611,,,,,41.556,,,,,,41.556,154.167,518.006996,0.0,696.401978,,,-151.182999,,-527.082993,18.135986,8.998,27.133986,545.140983,
06/29/2001,507.652008,167.582001,167.582001,0.0,127.766998,,,78.904999,21.893999,8.888,48.123001,0.0,11.455,,,,385.709015,106.166,378.062988,-271.897003,0.0,,15.777,,,,15.777,121.943001,,224.544006,224.544006,,0.0,0.0,0.0,0.0,,,115.802002,,,115.802002,340.346008,112.490997,112.490997,0.0,0.0,,38.629002,,,,,,38.629002,151.119999,491.466007,0.0,737.367004,,,-148.210999,,-582.353027,6.802979,9.383,16.185979,507.651986,
09/28/2001,619.445984,200.582001,200.582001,0.0,212.085007,,,76.343002,9.75,27.141001,39.452,0.0,11.107,,,,500.117004,107.759003,,,0.0,,11.57,,,,11.57,119.329002,,319.015015,319.015015,,0.0,,,,,,111.23999,,,111.23999,430.255005,113.973999,,,,,38.091,,,,,,38.091,152.064999,582.320004,0.0,731.247986,,,-143.972,,-559.61998,27.656006,9.47,37.126006,619.44601,
12/28/2001,635.648987,193.317001,193.317001,0.0,222.822006,,,96.441002,4.148,12.929,79.363998,0.0,6.165,,,,518.744995,111.467003,,,0.0,,5.437,,,,5.437,116.904003,,323.329987,323.329987,,0.0,,,,,,114.585022,,,114.585022,437.915009,102.403999,,,,,37.424,,,,,,37.424,139.827999,577.743008,0.0,733.007996,,,-137.684998,,-546.429016,48.893982,9.012,57.905982,635.64899,
03/29/2002,637.458008,226.487,226.487,0.0,186.173004,,,94.513,12.924,14.091,67.498001,0.0,17.388,,,,524.560974,110.741997,,,0.0,,2.155,,,,2.155,112.896997,,316.932007,316.932007,,0.0,,,,,,101.602997,,,101.602997,418.535004,89.516998,,,,,39.967999,,,,,,39.967999,129.484997,548.02,0.0,720.973999,,,-106.220001,,-525.31601,89.437988,0.0,89.437988,637.457989,
06/28/2002,636.679993,223.727997,223.727997,0.0,218.832001,,,73.394997,9.389,9.523,54.483002,0.0,11.554,,,,527.508972,107.519997,367.442993,-259.923004,0.0,,1.651,,,,1.651,109.170997,,302.997986,302.997986,,86.204002,86.204002,0.0,0.0,,,103.474007,,,103.474007,492.675995,0.0,0.0,0.0,0.0,,41.141998,,,,,,41.141998,41.141998,533.817993,0.0,716.091003,,,-96.304001,,-516.925003,102.862,0.0,102.862,636.679993,
09/27/2002,688.387024,244.447998,244.447998,0.0,233.037003,,,91.502998,7.259,16.708,67.536003,0.0,8.981,,,,577.968994,109.178001,,,0.0,,1.24,,,,1.24,110.418001,,344.389008,344.389008,,72.598999,,,,,,115.891022,,,115.891022,532.879028,0.0,,,,,27.657,,,,,,27.657,27.657,560.536028,0.0,686.950012,,,-66.262001,,-492.836998,127.851013,0.0,127.851013,688.387041,
12/27/2002,807.411011,326.944,326.944,0.0,246.304001,,,105.792,13.834,18.517,73.441002,0.0,14.139,,,,693.179016,113.369003,,,0.0,,0.863,,,,0.863,114.232003,,352.248993,352.248993,,73.556,,,,,,142.048035,,,142.048035,567.853027,0.0,,,,,29.587999,,,,,,29.587999,29.587999,597.441027,0.0,642.085022,,,-14.248,,-417.86699,209.970032,0.0,209.970032,807.411058,
03/28/2003,784.539978,347.059998,347.059998,0.0,195.738007,,,110.663002,12.917,17.087999,80.657997,0.0,13.374,,,,666.835022,117.162003,,,0.0,,0.543,0.0,0.0,0.0,0.543,117.705003,,348.332001,348.332001,,0.0,,,,,,132.108002,,,132.108002,480.440002,0.0,,,,,28.016001,,,,,,28.016001,28.016001,508.456003,0.0,641.299011,,,-15.446,,-349.768996,276.084015,0.0,276.084015,784.540018,
06/27/2003,866.151978,393.240997,393.240997,0.0,243.903,,,97.767998,11.8,19.6,66.400002,0.0,9.153,,,,744.065002,122.086998,420.187012,-298.100006,0.0,,0.0,,0.0,,0.0,122.086998,,352.273987,352.273987,,0.0,0.0,0.0,0.0,,,153.406006,,,153.406006,505.679993,0.0,0.0,0.0,0.0,,33.080002,,,,,,33.080002,33.080002,538.759995,0.0,661.570007,,,-15.8,334.178009,-652.556018,327.391998,0.0,327.391998,866.151993,
09/26/2003,1001.599976,285.799988,285.799988,0.0,328.700012,,,122.900002,10.5,50.700001,61.700001,0.0,12.6,,,,750.0,213.699997,,,0.0,,37.900002,0.0,0.0,0.0,37.900002,251.599998,,402.600006,402.600006,,0.0,,,,,,181.100006,,,181.100006,583.700012,50.0,,,,,23.6,,,,,,23.6,73.6,657.300013,0.0,673.5,,,-15.8,-329.200012,15.8,344.299988,0.0,344.299988,1001.6,
12/26/2003,1115.800049,318.399994,318.399994,0.0,361.299988,,,155.800003,78.599998,58.599998,18.6,0.0,9.9,,,,845.400024,236.100006,,,0.0,,34.299999,32.900002,,,1.399998,270.400005,,471.700012,471.700012,,3.1,,,,,,149.699988,,,149.699988,624.5,46.900002,,,,,27.5,,,,,,27.5,74.400002,698.900002,0.0,677.299988,,,-16.1,-260.399994,16.1,416.899994,0.0,416.899994,1115.799995,
03/26/2004,1107.099976,359.899994,359.899994,0.0,308.299988,,,149.100006,9.3,66.900002,72.900002,0.0,19.0,,,,836.299988,239.399994,,,0.0,,31.4,0.0,0.0,0.0,31.4,270.799994,,420.5,420.5,,6.3,,,,,,138.999988,,,138.999988,565.799988,43.799999,,,,,26.6,,,,,,26.6,70.4,636.199987,0.0,683.400024,,,-14.0,-212.5,14.0,470.900024,0.0,470.900024,1107.100012,
07/02/2004,1159.199951,377.799988,377.799988,0.0,313.100006,,,148.600006,26.4,51.599998,70.599998,0.0,17.799999,,,,857.299988,274.700012,648.5,-373.799988,0.0,,27.200001,0.0,0.0,0.0,27.200001,301.900013,,434.899994,434.899994,,15.2,15.2,0.0,0.0,,,136.800031,,,136.800031,586.900024,52.700001,52.700001,0.0,0.0,,32.0,,,,,,32.0,84.700001,671.600025,0.0,699.700012,,,-29.200001,-182.899994,-1.1e-05,487.600006,0.0,487.600006,1159.200031,
10/01/2004,1295.0,405.200012,405.200012,0.0,400.700012,,,144.300003,11.1,45.099998,88.099998,0.0,17.4,,,,967.599976,304.0,,,0.0,,23.4,0.0,0.0,0.0,23.4,327.4,,535.599976,535.599976,,19.799999,,,,,,160.300037,,,160.300037,715.700012,47.700001,,,,,24.1,,,,,,24.1,71.800001,787.500013,0.0,686.799988,,,-26.799999,-152.5,-4e-06,507.499985,0.0,507.499985,1294.999998,
