Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,5072.594,5072.594,-4692.067,4692.067,380.527,0.0,-107.119,107.119,,0.0,273.408,-48.346,41.672,44.982,-3.31,,6.674,0.0,225.062,-61.65,163.412,0.0,0.0,0.0,163.412,-18.308,145.104,0.0,0.0,145.104,132.504,-12.6,317.689,0.46,0.46,0.417087,317.779,0.46,0.46,0.417087,
06/30/2012,5104.199,5104.199,-4704.269,4704.269,399.93,0.0,-142.528,112.528,,30.0,257.402,-41.209,41.051,44.318,-3.267,,0.158,0.0,216.193,-76.626,139.567,0.0,0.0,0.0,139.567,-27.268,112.299,0.0,0.0,112.299,157.6598,45.3608,317.975,0.35,0.35,0.495825,318.04,0.35,0.35,0.492626,
09/29/2012,4801.206,4801.206,-4452.473,4452.473,348.733,0.0,-114.392,114.392,,0.0,234.341,-42.566,40.305,42.954,-2.649,,2.261,0.0,191.775,-61.883,129.892,0.0,0.0,0.0,129.892,-19.584,110.308,0.0,0.0,110.308,142.16,31.852,318.463,0.35,0.35,0.446394,318.52,0.35,0.35,0.446394,
12/31/2012,4451.274,4451.274,-4066.926,4066.926,384.348,0.0,-120.861,120.861,,0.0,263.487,-43.577,39.347,41.249,-1.902,,4.23,0.0,219.91,-59.655,160.255,0.0,0.0,0.0,160.255,-23.347,136.908,0.0,0.0,136.908,143.28026,6.37226,318.553,0.43,0.43,0.449785,318.613,0.43,0.43,0.449785,
03/30/2013,4550.772,4550.772,-4247.556,4247.556,303.216,0.0,-116.225,116.225,,0.0,186.991,-33.663,32.491,33.68,-1.189,0.0,1.172,0.0,153.328,-42.6,110.728,0.0,0.0,0.0,110.728,-25.939,84.789,0.0,0.0,84.789,84.789,0.0,318.686,0.26,0.26,0.26,318.842,0.26,0.26,0.26,
06/29/2013,4665.588,4665.588,-4352.463,4352.463,313.125,0.0,-123.15,123.15,,0.0,189.975,-37.643,39.228,40.676,-1.448,0.0,-1.585,0.0,152.332,-46.062,106.27,0.0,0.0,0.0,106.27,-21.125,85.145,0.0,0.0,85.145,85.145,0.0,318.903,0.27,0.27,0.27,319.023,0.27,0.27,0.27,
09/28/2013,4940.936,4940.936,-4532.393,4532.393,408.543,0.0,-125.126,125.126,,0.0,283.417,-35.215,37.467,38.621,-1.154,0.0,-2.252,0.0,248.202,-70.087,178.115,0.0,0.0,0.0,178.115,-30.518,147.597,0.0,0.0,147.597,161.247,13.65,319.341,0.46,0.46,0.504937,319.526,0.46,0.46,0.50272,
12/31/2013,4894.75,4894.75,-4509.009,4509.009,385.741,0.0,-117.403,117.403,0.0,0.0,268.338,-31.077,37.709,39.009,-1.3,0.0,-6.632,0.0,237.261,-46.845,190.416,0.0,0.0,0.0,190.416,-19.922,170.494,0.0,0.0,170.494,170.494,0.0,319.361,0.53,0.53,0.53,319.652,0.53,0.53,0.53,
04/05/2014,5108.444,5108.444,-4731.242,4731.242,377.202,0.0,-133.434,133.434,,0.0,243.768,-36.267,40.741,41.893,-1.152,0.0,-4.474,0.0,207.501,-77.805,129.696,0.0,0.0,0.0,129.696,-18.665,111.031,0.0,0.0,111.031,117.42636,6.39536,319.505,0.35,0.35,0.367526,319.768,0.35,0.35,0.367526,
07/05/2014,5291.075,5291.075,-4875.208,4875.208,415.867,0.0,-132.813,132.813,,0.0,283.054,-41.189,44.391,45.878,-1.487,0.0,-3.202,0.0,241.865,-74.93,166.935,0.0,0.0,0.0,166.935,-19.894,147.041,0.0,0.0,147.041,147.041,0.0,319.693,0.46,0.46,0.46,319.981,0.46,0.46,0.46,
10/04/2014,5701.869,5701.869,-5102.283,5102.283,599.586,0.0,-152.604,152.604,,0.0,446.982,-42.997,45.349,46.624,-1.275,0.0,-2.352,0.0,403.985,-129.784,274.201,0.0,0.0,0.0,274.201,-28.754,245.447,0.0,0.0,245.447,255.05711,9.61011,320.023,0.76,0.76,0.796996,320.337,0.76,0.76,0.79,
12/31/2014,5003.753,5003.753,-4489.882,4489.882,513.871,0.0,-127.347,127.347,,0.0,386.524,-35.298,38.775,39.747,-0.972,0.0,-3.477,0.0,351.226,-106.268,244.958,0.0,0.0,0.0,244.958,-34.531,210.427,0.0,0.0,210.427,210.427,0.0,320.157,0.66,0.66,0.66,320.449,0.65,0.65,0.65,
04/04/2015,4399.44,4399.44,-4111.158,4111.158,288.282,0.0,-124.561,124.561,,0.0,163.721,-44.676,44.417,45.068,-0.651,0.0,0.259,0.0,119.045,-34.753,84.292,0.0,0.0,0.0,84.292,-16.492,67.8,0.0,0.0,67.8,67.8,0.0,320.315,0.21,0.21,0.21,320.483,0.21,0.21,0.21,
07/04/2015,4357.609,4357.609,-3971.303,3971.303,386.306,0.0,-128.592,128.592,,0.0,257.714,-41.492,42.186,43.15,-0.964,0.0,-0.694,0.0,216.222,-56.878,159.344,0.0,0.0,0.0,159.344,-34.589,124.755,0.0,0.0,124.755,124.755,0.0,320.506,0.39,0.39,0.39,320.708,0.39,0.39,0.39,
10/03/2015,4225.514,4225.514,-3701.678,3701.678,523.836,0.0,-124.339,124.339,,0.0,399.497,-45.226,45.341,46.406,-1.065,0.0,-0.115,0.0,354.271,-86.535,267.736,0.0,0.0,0.0,267.736,-40.61,227.126,0.0,-0.737,226.389,216.1967,-10.1923,320.819,0.71,0.71,0.67389,320.9,0.71,0.71,0.67389,
12/31/2015,3456.713,3456.713,-3073.875,3073.875,382.838,0.0,-326.33,89.197,,237.133,56.508,-36.808,41.587,42.919,-1.332,0.0,-4.779,0.0,19.7,-34.988,-15.288,0.0,0.0,0.0,-15.288,-46.734,-62.022,0.0,0.0,-62.022,144.718,206.74,320.629,-0.19,-0.19,0.451357,320.687,-0.19,-0.19,0.451357,
04/02/2016,3715.576,3715.576,-3400.591,3400.591,314.985,0.0,-109.745,109.745,,0.0,205.24,-35.677,44.922,47.374,-2.452,0.0,-9.245,0.0,169.563,-47.066,122.497,0.0,0.0,0.0,122.497,-34.932,87.565,0.0,-0.369,87.196,87.196,0.0,319.24,0.27,0.27,0.27,319.294,0.27,0.27,0.27,
07/02/2016,4245.772,4245.772,-3660.512,3660.512,585.26,0.0,-161.711,161.711,,0.0,423.549,-33.665,40.484,43.477,-2.993,0.0,-6.819,0.0,389.884,-118.515,271.369,0.0,0.0,0.0,271.369,-27.749,243.62,0.0,-0.852,242.768,242.768,0.0,319.36,0.76,0.76,0.76,319.583,0.76,0.76,0.76,
10/01/2016,4290.236,4290.236,-3608.0,3608.0,682.236,0.0,-169.223,169.223,,0.0,513.013,-28.841,43.009,46.519,-3.51,0.0,-14.168,0.0,484.172,-152.807,331.365,0.0,0.0,0.0,331.365,-25.918,305.447,0.0,1.034,306.481,306.481,0.0,319.737,0.95,0.95,0.95,320.028,0.95,0.95,0.95,
12/31/2016,3956.538,3956.538,-3513.112,3513.112,443.426,0.0,-156.082,156.082,,0.0,287.344,-32.304,40.829,43.809,-2.98,0.0,-8.525,0.0,255.04,-79.855,175.185,0.0,0.0,0.0,175.185,-15.546,159.639,0.0,0.0,159.639,159.639,0.0,319.921,0.5,0.5,0.5,320.396,0.5,0.5,0.5,
04/01/2017,4815.179,4815.179,-4054.929,4054.929,760.25,0.0,-176.426,176.426,,0.0,583.824,-34.849,43.605,46.3,-2.695,0.0,-8.756,0.0,548.975,-171.327,377.648,0.0,0.0,0.0,377.648,-20.749,356.899,0.0,-1.192,355.707,362.12992,6.42292,320.224,1.11,1.11,1.130864,321.146,1.11,1.11,1.13,
07/01/2017,5174.769,5174.769,-4465.144,4465.144,709.625,0.0,-170.211,170.211,,0.0,539.414,-31.278,44.58,47.565,-2.985,0.0,-13.302,0.0,508.136,-166.412,341.724,0.0,0.0,0.0,341.724,-18.676,323.048,0.0,-1.138,321.91,321.91,0.0,320.439,1.0,1.0,1.0,321.226,1.0,1.0,1.0,
09/30/2017,5170.117,5170.117,-4591.153,4591.153,578.964,0.0,-172.792,172.792,,0.0,406.172,-35.567,43.31,47.621,-4.311,0.0,-7.743,0.0,370.605,-104.5,266.105,0.0,0.0,0.0,266.105,-11.255,254.85,0.0,-0.9,253.95,256.78815,2.83815,320.096,0.79,0.79,0.802222,320.763,0.79,0.79,0.798848,
12/31/2017,5092.328,5092.328,-4571.76,4571.76,520.568,0.0,-168.102,168.102,0.0,0.0,352.466,-30.225,42.085,45.796,-3.711,0.0,-11.86,0.0,322.241,72.853,395.094,0.0,0.0,0.0,395.094,-11.203,383.891,0.0,-1.319,382.572,207.372,-175.2,319.21,1.2,1.2,0.649641,319.967,1.2,1.2,0.649641,
03/31/2018,5568.419,5568.419,-4842.013,4842.013,726.406,0.0,-182.96,182.96,,0.0,543.446,-27.534,37.114,40.178,-3.064,0.0,-9.58,0.0,515.912,-135.8,380.112,0.0,0.0,0.0,380.112,-25.933,354.179,0.0,-1.181,352.998,374.798,21.8,319.421,1.11,1.11,1.173367,320.474,1.1,1.1,1.168024,
06/30/2018,6460.774,6460.774,-5294.184,5294.184,1166.59,0.0,-234.381,234.381,,0.0,932.209,-18.508,29.451,35.341,-5.89,0.0,-10.943,0.0,913.701,-200.086,713.615,0.0,0.0,0.0,713.615,-30.462,683.153,0.0,-2.919,680.234,656.934,-23.3,318.467,2.14,2.14,2.062801,319.391,2.13,2.13,2.057049,
09/29/2018,6742.202,6742.202,-5452.052,5452.052,1290.15,0.0,-344.081,234.081,,110.0,946.069,-23.567,37.201,44.789,-7.588,0.0,-13.634,0.0,922.502,-216.215,706.287,0.0,0.0,0.0,706.287,-29.631,676.656,0.0,-2.807,673.849,741.157,67.308,315.913,2.13,2.13,2.346079,316.798,2.13,2.13,2.342463,
12/31/2018,6295.884,6295.884,-5183.622,5183.622,1112.262,0.0,-209.3,209.3,0.0,0.0,902.962,-25.686,31.769,40.948,-9.179,,-6.083,0.0,877.276,-196.206,681.07,0.0,0.0,0.0,681.07,-34.291,646.779,0.0,-2.437,644.342,644.342,0.0,309.804,2.08,2.08,2.08,310.447,2.07,2.07,2.07,
03/30/2019,6096.624,6096.624,-5200.732,5200.732,895.892,0.0,-180.739,180.739,,0.0,715.153,-25.537,28.443,37.062,-8.619,0.0,-2.906,0.0,689.616,-158.823,530.793,0.0,0.0,0.0,530.793,-28.987,501.806,0.0,-1.968,499.838,499.838,0.0,306.585,1.63,1.63,1.63,307.18,1.63,1.63,1.63,
06/29/2019,5895.986,5895.986,-5120.492,5120.492,775.494,0.0,-208.98,208.98,,0.0,566.514,-31.892,33.03,41.953,-8.923,0.0,-1.138,0.0,534.622,-122.345,412.277,0.0,0.0,0.0,412.277,-25.794,386.483,0.0,-2.431,384.052,399.3496,15.2976,305.461,1.26,1.26,1.307367,305.952,1.26,1.26,1.307367,
09/28/2019,5464.502,5464.502,-4891.991,4891.991,572.511,0.0,-159.301,159.301,,0.0,413.21,-32.871,31.286,40.721,-9.435,0.0,1.585,0.0,380.339,-86.752,293.587,0.0,0.0,0.0,293.587,-18.556,275.031,0.0,-1.655,273.376,294.7246,21.3486,304.637,0.9,0.9,0.967462,304.98,0.9,0.9,0.967462,
12/31/2019,5131.746,5131.746,-4696.558,4696.558,435.188,0.0,-229.144,162.228,0.0,66.916,206.044,-27.814,28.666,37.622,-8.956,0.0,-0.852,0.0,178.23,-43.977,134.253,0.0,0.0,0.0,134.253,-26.43,107.823,0.0,-0.981,106.842,187.35564,80.51364,303.56,0.35,0.35,0.617195,303.987,0.35,0.35,0.614859,
04/04/2020,5624.337,5624.337,-4995.069,4995.069,629.268,0.0,-441.238,153.392,,287.846,188.03,-41.733,40.91,47.596,-6.686,0.0,0.823,0.0,146.297,-91.918,54.379,0.0,0.0,0.0,54.379,-34.048,20.331,0.0,-0.63,19.701,268.30458,248.60358,302.909,0.07,0.07,0.88576,302.932,0.07,0.07,0.88576,
07/04/2020,4327.306,4327.306,-3949.347,3949.347,377.959,0.0,-147.017,142.017,,5.0,230.942,-49.885,35.807,38.849,-3.042,0.0,14.078,0.0,181.057,-47.904,133.153,0.0,0.0,0.0,133.153,-24.272,108.881,0.0,-0.792,108.089,130.21498,22.12598,302.921,0.36,0.36,0.429864,302.933,0.36,0.36,0.429864,
09/30/2020,4484.833,,,,355.91634688,,,,,,205.5,,,,,,,,165.25,,111.74,,,,,,111.74,,,111.74,113.283,,,0.37,0.37,0.368,,0.37,0.37,0.368,
12/31/2020,4656.167,,,,362.7154093,,,,,,250.5,,,,,,,,211.5,,132.46,,,,,,132.46,,,132.46,134.55,,,0.436,0.436,0.415,,0.436,0.436,0.415,
