Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
04/30/1993,,,,,,49.22295,14.801549,12.975909,,13.409209,7.776302,7.776301,7.776301,,42.007755,0.0,,
07/31/1993,,,,,,48.782874,13.463024,11.708096,,12.119809,7.030004,7.030004,7.030004,,41.995753,0.0,,
10/31/1993,,,,,,52.583472,23.422126,21.911154,,22.355799,12.964717,12.964716,12.964716,,42.007364,0.0,,
01/31/1994,,,,,,56.349919,16.941637,14.746131,,14.289977,8.291768,8.291768,8.291768,,41.97494,0.0,,
04/30/1994,,,,,,49.286949,16.477961,14.680208,19.739327,15.384616,8.923942,8.923942,8.923942,,41.994381,0.0,,
07/31/1994,,,,,,51.857928,17.078173,15.052088,28.176124,15.769831,9.146092,9.146091,9.146091,,42.0026,0.0,,
10/31/1994,,32.504982,24.220829,31.205657,,53.15026,20.139375,20.890345,17.416279,21.704957,12.588303,12.588303,12.588303,,42.002639,0.0,32.504982,
01/31/1995,,26.303055,21.598147,24.787719,,53.193469,17.101338,12.651974,6.285641,14.191769,8.231482,8.231482,8.231482,,41.998192,0.0,26.303055,
04/30/1995,,25.42631,20.715911,23.805238,,50.528314,15.330062,12.923099,4.415148,13.997636,8.119918,8.119918,8.119918,,41.990788,0.0,25.42631,
07/31/1995,,24.31449,19.980907,22.652816,,50.480239,14.778621,12.385797,0.563737,13.292727,7.710585,7.710585,7.710585,,41.993958,0.0,24.31449,
10/31/1995,,22.622937,18.327392,21.138048,,50.468563,19.749241,17.831214,4.867855,18.413059,10.679162,10.679161,10.679161,,42.002236,0.0,22.622937,
01/31/1996,,23.178252,19.248845,21.791165,,51.626643,17.654008,15.475078,32.330965,16.755509,9.861515,9.861515,9.861515,,41.144638,0.0,23.178252,
