Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1994,876.742981,,-499.213989,,377.528992,,-261.595001,,,,115.933998,-1.968,,0.824,,,0.0,1.144,113.965998,-42.737,71.228996,0.0,,,71.228999,0.0,71.228996,0.0,,71.228996,71.228996,,172.154419,0.415,0.415,,172.154419,0.415,0.415,0.415,
12/31/1994,703.638123,,-394.434022,,309.204101,,-253.32396,,,,55.880009,-6.794,,0.695,,,0.0,6.099,49.086009,-18.407,30.679004,0.0,,,30.679009,0.0,30.679004,0.0,,30.679004,30.679004,,171.565994,0.18,0.18,0.18,171.565994,0.18,0.18,0.18,
03/31/1995,716.796021,,-424.237,,292.559021,,-264.625,,,,27.934,1.802,,0.647,,,,-2.449,29.736,-11.003,18.733,0.0,,,18.733,0.0,18.733,0.0,,18.733,18.733,,171.171997,0.11,0.11,0.11,171.171997,0.11,0.11,0.11,
06/30/1995,904.729004,,-516.781982,,387.947021,,-271.035004,,,,116.912003,-0.711,,0.562,,,,0.149,116.201003,-42.993999,73.207001,0.0,,,73.207003,0.0,73.207001,0.0,,73.207001,73.207001,,171.550003,0.43,0.43,0.43,171.550003,0.43,0.43,0.43,
09/30/1995,911.387024,,-520.888977,,390.498047,,-273.970001,,,,116.528,2.437,,0.612,,,,-3.049,118.965,-44.016998,74.947998,0.0,,,74.948002,0.0,74.947998,0.0,,74.947998,74.947998,,171.516006,0.44,0.44,0.44,171.516006,0.44,0.44,0.44,
12/31/1995,740.906982,,-415.174988,,325.731994,,-265.812012,,,,59.919998,-6.324,,0.711,,,,5.613,53.595998,-19.83,33.765999,0.0,,,33.765998,0.0,33.765999,0.0,,33.765999,33.765999,,171.699996,0.2,0.2,0.2,171.699996,0.2,0.2,0.2,
03/31/1996,857.770996,,-520.278015,,337.492981,,-299.658997,,,,37.834,-6.232,,5.436,,,,0.796,31.602,-12.009,19.593,0.0,,,19.593,0.0,19.593,0.0,,19.593,19.593,,171.134003,0.11,0.11,0.11,172.464005,0.11,0.11,0.11,
06/30/1996,1145.254028,,-675.27301,,469.981018,,-330.453003,,,,139.528,-7.429,,7.014,,,,0.415,132.099,-50.196999,81.902,0.0,,,81.902001,0.0,81.902,0.0,,81.902,81.902,,171.442001,0.48,0.48,0.48,172.906006,0.47,0.47,0.47,
09/30/1996,1171.01001,,-678.77301,,492.237,,-338.242004,,,,153.994995,-6.147,,6.566,,,,-0.419,147.847995,-59.298,88.550003,0.0,,,88.549995,0.0,88.550003,0.0,,88.550003,88.550003,,171.619995,0.52,0.52,0.52,172.990005,0.51,0.51,0.51,
12/31/1996,958.843994,,-530.854004,,427.98999,,-340.731995,,,,87.258003,-23.43,,5.521,,,,17.909,63.828003,-24.716,39.112,0.0,,,39.112003,0.0,39.112,0.0,,39.112,39.112,,171.600006,0.23,0.23,0.24,173.449996,0.23,0.23,0.24,
03/31/1997,1069.786987,,-626.172974,,443.614014,,-387.876007,,,,55.737999,-17.813,,20.798,,,,-2.985,37.924999,-14.791,23.134001,0.0,,,23.133998,0.0,23.134001,0.0,,23.134001,23.134001,,85.827003,0.26,0.26,0.26,86.874001,0.26,0.26,0.26,
06/30/1997,1373.350952,,-775.794983,,597.555969,,-419.013,,,,178.542999,-25.752001,,21.339001,,,,4.413,152.790998,-59.587891,93.203003,0.0,,,93.203108,0.0,93.203003,0.0,,93.203003,93.203003,,171.966003,0.54,0.54,0.54,173.942993,0.54,0.54,0.54,
09/30/1997,1346.531006,,-763.140015,,583.390991,,-398.065002,,,,185.326004,-22.685,,20.25,,,,2.435,162.641004,-63.43,99.210999,0.0,,,99.211004,0.0,99.210999,0.0,,99.210999,99.210999,,172.332993,0.58,0.58,0.58,174.302994,0.57,0.57,0.57,
12/31/1997,1091.43396,,-619.283997,,472.149963,,-368.556,,,,103.594002,-29.674001,,18.450001,,,,11.224,73.920001,-28.854,45.066002,0.0,,,45.066001,0.0,45.066002,0.0,,45.066002,45.066002,,172.699997,0.26,0.26,0.26,174.399994,0.26,0.26,0.26,
03/31/1998,1104.146973,,-649.208008,,454.938965,,-394.221985,,,,60.716999,-20.075,,18.587,,,3.099,-1.611,40.641999,-15.444,25.198,0.0,,,25.197999,0.0,25.198,0.0,,25.198,25.198,,172.904007,0.15,0.15,0.15,174.554001,0.14,0.14,0.14,
06/30/1998,1377.785,,-778.32,,599.465,0.0,-418.557,418.557,,0.0,180.908,-20.505,-2.18,19.428,-21.608,,,22.685,160.403,-60.953,99.45,,,,99.45,,99.45,0.0,0.0,99.45,99.45,,172.567999,0.58,0.58,0.58,174.497174,0.57,0.57,0.57,
09/30/1998,1341.431,,-753.529,,587.902,0.0,-404.795,404.795,,0.0,183.107,-20.609,-1.288,18.276,-19.564,,,21.897,162.498,-61.75,100.748,,,,100.748,,100.748,0.0,0.0,100.748,100.748,,172.162726,0.59,0.59,0.59,173.237003,0.58,0.58,0.58,
12/31/1998,1111.067017,,-623.401978,,487.665039,,-380.759003,,,,106.905998,-30.346001,,15.68,,,,14.666,76.559998,-29.091999,47.467999,0.0,,,47.467999,0.0,47.467999,0.0,,47.467999,47.467999,,171.014999,0.28,0.28,0.28,171.854996,0.28,0.28,0.28,
03/31/1999,1127.866943,,-650.781006,,477.085938,,-411.613007,,,,65.473,-19.027,15.77,15.77,,,3.332,-0.075,46.445999,-17.649,28.797001,0.0,,,28.796999,0.0,28.797001,0.0,,28.797001,28.797001,,169.647003,0.17,0.17,0.17,170.753006,0.17,0.17,0.17,
06/30/1999,1384.071045,,-773.68103,,610.390015,,-424.109985,,,,186.279999,-12.74,,15.934,,,2.901,-6.095,173.539999,-65.945999,107.594002,0.0,,,107.593999,0.0,107.594002,0.0,,107.594002,107.594002,,169.432007,0.64,0.64,0.64,170.837997,0.63,0.63,0.63,
09/30/1999,1345.483,,-735.649,,609.834,0.0,-417.497,417.497,,0.0,192.337,-12.527,-1.6,14.854,-16.454,,2.832,11.295,179.81,-68.328,111.482,,,,111.482,,111.482,,0.0,111.482,111.482,,167.356435,0.67,0.67,0.67,168.125515,0.66,0.66,0.66,
12/31/1999,1146.416016,,-595.211975,,551.204041,,-420.229004,,,,130.975006,-40.652999,,14.61,,,-5.732,31.775,90.322007,-34.334999,55.987,0.0,,,55.987008,0.0,55.987,0.0,,55.987,55.987,,165.263,0.34,0.34,0.34,165.931,0.34,0.34,0.34,
03/31/2000,1221.916016,,-705.671997,,516.244019,,-435.92099,,,,80.322998,-14.318,,14.877,,,-1.285,0.726,66.004998,-25.082001,40.923,0.0,,,40.922997,0.0,40.923,0.0,0.0,40.923,40.923,,164.304001,0.25,0.25,0.25,164.845993,0.25,0.25,0.25,
06/30/2000,1429.266968,,-787.79303,,641.473938,,-434.846008,,,,206.628006,-19.783001,,16.665001,,,-1.671,4.789,186.845005,-71.001999,115.843002,0.0,,,115.843006,0.0,115.843002,0.0,,115.843002,115.843002,,162.625,0.71,0.71,0.71,163.873993,0.71,0.71,0.71,
09/30/2000,1411.903,,-785.808,,626.095,0.0,-437.954,437.954,,0.0,188.141,-16.015,-1.123,15.906,-17.029,,-0.13,17.268,172.126,-65.407,106.719,,,,106.719,,106.719,,0.0,106.719,106.719,,161.320695,0.66,0.66,0.66,162.161854,0.66,0.66,0.66,
12/31/2000,1148.537964,,-624.73999,,523.797974,,-431.645996,,,,92.152,-373.721993,,14.578,,,5.201,353.942993,-281.569993,34.111,-247.459,0.0,,,-247.458993,0.0,-247.459,0.0,,-247.459,-247.459,,159.748993,-1.55,-1.55,0.29,159.748993,-1.55,-1.55,0.29,
03/31/2001,1158.369995,,-669.346985,,489.02301,,-421.658997,,,,67.363998,-8.755,,15.206,,,0.587,-7.038,58.608998,-21.684999,36.924,0.0,,,36.923999,0.0,36.924,0.0,0.0,36.924,36.924,,158.423004,0.23,0.23,0.23,160.164001,0.23,0.23,0.23,
06/30/2001,1407.514038,,-798.97699,,608.537048,,-444.377014,,,,164.160004,-20.541,,15.471,,,1.289,3.781,143.619004,-53.139,90.480003,0.0,,,90.480004,0.0,90.480003,0.0,0.0,90.480003,90.480003,,155.718002,0.58,0.58,0.58,156.477997,0.58,0.58,0.58,
09/30/2001,1366.767944,,-765.729004,,601.03894,,-443.173004,,,,157.865997,-14.499,,12.681,,,0.82,0.998,143.366998,-53.046001,90.320999,0.0,,,90.320996,0.0,90.320999,0.0,0.0,90.320999,90.320999,,154.735992,0.58,0.58,0.58,155.729996,0.58,0.58,0.58,
12/31/2001,1133.353027,,-612.322998,,521.030029,,-420.645996,,,,100.384003,-21.53,,11.269,,,-0.419,10.68,78.854002,-33.421001,45.432999,0.0,,,45.433001,0.0,45.432999,0.0,0.0,45.432999,45.432999,,153.350998,0.3,0.3,0.3,154.807007,0.29,0.29,0.29,
03/31/2002,1149.177979,,-657.073975,,492.104004,,-422.186005,,,,69.917999,-13.813,,10.692,,,3.584,-0.463,56.104999,-21.32,34.785,183.136002,,,-148.351003,0.0,-148.350998,0.0,0.0,-148.350998,-148.350998,,151.694,-0.98,0.23,0.23,151.694,-0.98,0.23,0.23,
06/30/2002,1453.197998,,-801.388,,651.809998,,-465.516998,,,,186.292999,-12.865,,10.127,,,1.909,0.829,173.427999,-65.903,107.525002,0.0,,,107.524999,0.0,107.525002,0.0,0.0,107.525002,107.525002,,151.792999,0.71,0.71,0.71,154.332993,0.7,0.7,0.7,
09/30/2002,1426.265991,,-780.973999,,645.291992,,-456.101013,,,,189.190994,-9.622,,9.001,,,1.521,-0.9,179.568994,-68.236,111.333,0.0,,,111.332994,0.0,111.333,0.0,0.0,111.333,111.333,,149.770996,0.74,0.74,0.74,151.632004,0.73,0.73,0.73,
12/31/2002,1156.145996,,-606.765991,,549.380005,,-440.722992,,,,108.656998,-20.595,,10.655,,,1.421,8.519,88.061998,-31.004,57.057999,0.0,,,57.057998,0.0,57.057999,0.0,0.0,57.057999,57.057999,,148.494003,0.38,0.38,0.38,149.944,0.38,0.38,0.38,
03/31/2003,1148.46106,,-646.697021,,501.764039,,-440.450012,,,,61.313999,-12.807,,10.091,,,2.539,0.177,48.506999,-17.705,30.802,0.0,,,30.801999,0.0,30.802,0.0,0.0,30.802,30.802,,145.841003,0.21,0.21,0.21,147.960007,0.21,0.21,0.21,
06/30/2003,1471.677979,,-805.926025,,665.751954,,-484.082001,,,,181.669998,-8.238,,9.952,,,0.15,-1.864,173.431998,-63.301998,110.129997,0.0,,,110.13,0.0,110.129997,0.0,0.0,110.129997,110.129997,,145.447998,0.76,0.76,0.76,147.602005,0.75,0.75,0.75,
09/30/2003,1503.08606,,-824.440002,,678.646058,,-480.075989,,,,198.570007,-9.126,,9.501,,,-0.15,-0.225,189.444007,-69.147003,120.296997,0.0,,,120.297004,0.0,120.296997,0.0,0.0,120.296997,120.296997,,144.485992,0.83,0.83,0.83,146.858002,0.82,0.82,0.82,
12/31/2003,1284.539,,-675.406,,609.133,,-477.056,477.056,,0.0,132.077,-20.534,-3.002,9.197,-12.199,,,23.536,111.543,-40.714,70.829,,,,70.829,,70.829,,,70.829,70.829,,143.61224,0.49,0.49,0.49,146.772748,0.48,0.48,0.48,
03/31/2004,1319.521973,,-747.89502,,571.626953,,-484.54599,,,,87.081001,-7.899,,9.387,,,-0.459,-1.029,79.182001,-27.714001,51.467999,0.0,,,51.468,0.0,51.467999,0.0,0.0,51.467999,51.467999,,141.798996,0.36,0.36,0.36,145.585999,0.35,0.35,0.35,
06/30/2004,1617.954956,,-896.538025,,721.416931,,-514.403015,,,,207.014008,-11.84,,9.365,,,-1.942,4.417,195.174008,-68.310997,126.862999,0.0,,,126.863011,-0.425,126.438004,0.0,0.0,126.438004,126.438004,,141.539993,0.89,0.89,0.89,145.904999,0.87,0.87,0.87,
09/30/2004,1677.130005,,-933.585022,,743.544983,,-527.124023,,,,216.42099,-11.617,,10.235,,,0.618,0.764,204.80399,-71.681,133.123001,0.0,,,133.12299,-0.26,132.863007,0.0,0.0,132.863007,132.863007,,140.197998,0.95,0.95,0.95,144.664993,0.92,0.92,0.92,
12/31/2004,1499.182066,,-834.359933,,664.822133,,-542.862972,,,,121.959001,-14.443,,10.961,,,3.482,6.480998,101.035003,-17.956002,83.079001,0.0,,,83.079001,-0.594,82.48499,0.0,0.0,82.48499,82.48499,,139.670357,0.590569,0.590569,0.590569,142.786365,0.577681,0.577681,0.577681,
03/31/2005,1538.545,,-877.771,,660.774,,-541.597,,,,119.177,-11.534,11.964,11.964,,,0.25,-0.68,107.643,-24.109,83.534,0.0,,,83.534,-0.24,83.294,0.0,0.0,83.294,83.294,,138.681389,0.6,0.6,0.6,143.364361,0.58,0.58,0.58,
06/30/2005,1965.358,,-1127.192,,838.166,,-593.063,,,,245.103,-25.535,13.556,13.556,,,0.621,11.358,219.568,-65.647,153.921,0.0,,,153.921,-0.7,153.221,0.0,0.0,153.221,153.221,,137.263048,1.12,1.12,1.12,141.490236,1.08,1.08,1.08,
09/30/2005,1976.728,,-1136.983,,839.745,,-602.517,,,,237.228,-18.234,12.092,12.092,,,0.492,5.65,218.994,-66.97,152.024,0.0,,,152.024,-0.416,151.608,0.0,0.0,151.608,151.608,,136.911347,1.11,1.11,1.11,141.227468,1.07,1.07,1.07,
12/31/2005,1710.03,,-968.35,,741.68,,-619.982,,,,121.698,-11.688,,11.974,,,-0.009,-0.277,110.01,-34.875,75.135,0.0,,,75.135,0.0,75.135,0.0,0.0,75.135,75.135,,134.41,0.56,0.56,0.72,138.16,0.54,0.54,0.7,
03/31/2006,1768.528,,-997.117,,771.411,,-597.585,597.585,,0.0,173.826,-11.915,17.35,17.35,,,0.747,-6.182,161.911,-48.24,113.671,0.0,,,113.671,0.0,113.671,0.0,,113.671,113.671,,134.531493,0.84,0.84,0.84,138.397997,0.82,0.82,0.82,
06/30/2006,2129.97,,-1193.382,,936.588,,-641.562,641.562,,0.0,295.026,-25.901,16.837,16.837,,,2.068,6.996,269.125,-84.533,184.592,0.0,,,184.592,0.0,184.592,0.0,0.0,184.592,184.592,,134.436954,1.37,1.37,1.37,138.441559,1.33,1.33,1.33,
09/30/2006,2116.711,,-1180.933,,935.778,,-648.92,648.92,,0.0,286.858,-10.167,16.437,16.437,,,0.0,-6.27,276.691,-97.579,179.112,0.0,,,179.112,0.0,179.112,0.0,0.0,179.112,179.112,,133.622166,1.34,1.34,1.34,137.375111,1.3,1.3,1.3,
12/31/2006,1794.55,,-1023.687,,770.863,0.0,-633.527,624.86,,8.667,137.336,-10.751,-6.791,16.538,-23.329,,0.05,17.492,126.585,-27.902,98.683,0.0,,,98.683,0.0,98.683,0.0,0.0,98.683,98.683,,131.725969,0.75,0.75,0.75,135.93037,0.73,0.73,0.73,
03/31/2007,1756.178,,-964.812,,791.366,,-617.74,617.74,,0.0,173.626,-10.108,18.581,18.581,,,0.977,-9.45,163.518,-51.716,111.802,0.0,,,111.802,0.0,111.802,0.0,0.0,111.802,111.802,,131.054573,0.85,0.85,0.85,134.985566,0.83,0.83,0.83,
06/30/2007,2198.188,,-1211.618,,986.57,,-674.688,666.899,,7.789,311.882,-8.737,16.786,16.786,,,-4.128,-3.921,303.145,-100.538,202.607,0.0,,,202.607,0.0,202.607,0.0,0.0,202.607,202.607,,129.647874,1.56,1.56,1.56,133.286728,1.52,1.52,1.52,
09/30/2007,2197.042,,-1208.654,,988.388,,-673.618,670.433,,3.185,314.77,-20.453,17.048,17.048,,,0.0,3.405,294.317,-93.968,200.349,0.0,,,200.349,0.0,200.349,0.0,0.0,200.349,200.349,,125.958878,1.59,1.59,1.61,129.592682,1.55,1.55,1.57,
12/31/2007,1853.884,,-1021.882,,832.002,,-649.716,642.395,,7.321,182.286,-30.323,19.215,19.215,,,0.0,11.108,151.963,-51.143,100.82,0.0,,,100.82,0.0,100.82,0.0,0.0,100.82,100.82,,122.226704,0.82,0.82,0.9,125.615974,0.8,0.8,0.88,
03/31/2008,1781.682,,-1001.174,,780.508,,-651.707,651.707,,0.0,128.801,-15.772,17.673,17.673,,,-1.605,-0.296,113.029,-35.083,77.946,0.0,,,77.946,0.0,77.946,0.0,0.0,77.946,77.946,,119.498294,0.65,0.65,0.65,122.096866,0.64,0.64,0.64,
06/30/2008,2229.545,,-1256.642,,972.903,,-678.264,676.984,,1.28,294.639,-38.467,18.133,18.133,,,-0.164,20.498,256.172,-84.489,171.683,0.0,,,171.683,0.0,171.683,0.0,0.0,171.683,171.683,,116.220461,1.48,1.48,1.62,118.68472,1.45,1.45,1.59,
09/30/2008,2268.658,,-1308.169,,960.489,,-679.882,681.352,,-1.47,280.607,-14.465,15.2,15.2,,,2.306,-3.041,266.142,-89.061,177.081,0.0,,,177.081,0.0,177.081,0.0,0.0,177.081,177.081,,115.828466,1.53,1.53,1.53,118.183353,1.5,1.5,1.5,
12/31/2008,1699.842,,-914.942,,784.9,,-652.931,633.537,,19.394,131.969,-52.837,13.071,14.678,-1.607,,10.05,29.716,79.132,-28.966,50.166,0.0,,,50.166,0.0,50.166,0.0,0.0,50.166,50.166,,115.794514,0.43,0.43,0.61,118.398926,0.42,0.42,0.6,
03/31/2009,1550.677,1550.677,-870.071,870.071,680.606,0.0,-619.253,608.848,,10.405,61.353,-10.46,,12.202,,-0.636,-0.101,-1.005,50.893,-13.614,37.279,0.0,0.0,0.0,37.279,0.0,37.279,,0.0,37.279,37.75285,0.47385,115.946629,0.32,0.32,0.325605,118.029772,0.32,0.32,0.324015,
06/30/2009,1947.827,1947.827,-1052.485,1052.485,895.342,0.0,-656.052,653.001,,3.051,239.29,-7.167,,10.356,,-0.659,-0.868,-1.662,232.123,-74.1,158.023,0.0,0.0,0.0,158.023,0.0,158.023,,0.0,158.023,158.2648,0.2418,115.196891,1.36,1.36,1.373863,116.297525,1.35,1.35,1.352079,
09/30/2009,1996.909,1996.909,-1067.926,1067.926,928.983,0.0,-661.115,654.246,,6.869,267.868,-9.22,,8.471,,-0.518,2.445,-1.178,258.648,-83.44,175.208,0.0,0.0,0.0,175.208,0.0,175.208,,-1.877,173.331,171.6969,-1.6341,113.44757,1.53,1.53,1.513447,114.699133,1.51,1.51,1.495753,
12/31/2009,1598.836,1598.836,-840.598,840.598,758.238,0.0,-668.042,618.68,,49.362,90.196,-9.043,,8.997,,-0.58,3.45,-2.824,81.153,-15.815,65.338,0.0,0.0,0.0,65.338,0.0,65.338,,-0.577,64.761,89.7548,24.9938,109.466506,0.59,0.59,0.819929,111.007042,0.58,0.58,0.805155,
03/31/2010,1565.482,1565.482,-873.514,873.514,691.968,0.0,-614.781,612.875,,1.906,77.187,-17.729,,11.57,,-0.639,6.002,0.796,59.458,-26.855,32.603,0.0,0.0,0.0,32.603,0.0,32.603,,0.0,32.603,32.75965,0.15665,107.959598,0.3,0.3,0.303444,109.494011,0.3,0.3,0.301431,
06/30/2010,2143.064,2143.064,-1171.171,1171.171,971.893,0.0,-696.34,691.215,,5.125,275.553,-16.305,,26.34,,-0.48,-8.376,-1.179,259.248,-77.542,181.706,0.0,0.0,0.0,181.706,0.0,181.706,,-1.983,179.723,181.46565,1.74265,107.686335,1.67,1.67,1.685132,109.832652,1.64,1.64,1.655866,
09/30/2010,2172.259,2172.259,-1200.674,1200.674,971.585,0.0,-702.855,703.672,,-0.817,268.73,-13.351,,11.31,,-1.008,3.499,-0.45,255.379,-80.121,175.258,0.0,0.0,0.0,175.258,0.0,175.258,,-1.93,173.328,171.61005,-1.71795,106.454042,1.63,1.63,1.612058,108.397737,1.6,1.6,1.584151,
12/31/2010,1895.619,1895.619,-1049.987,1049.987,845.632,0.0,-722.433,720.36,,2.073,123.199,-19.501,,21.376,,-0.802,-1.103,0.03,103.698,-30.78,72.918,0.0,0.0,0.0,72.918,0.0,72.918,,-0.701,72.217,76.71825,4.50125,105.986523,0.68,0.68,0.723849,108.165436,0.67,0.67,0.711614,
03/31/2011,1855.586,1855.586,-1058.178,1058.178,797.408,0.0,-692.295,691.123,,1.172,105.113,-10.4,,10.675,,-0.323,1.314,-1.266,94.713,-26.397,68.316,0.0,0.0,0.0,68.316,0.0,68.316,,-0.67,67.646,64.78015,-2.86585,104.991014,0.64,0.64,0.617007,107.362669,0.63,0.63,0.603307,
06/30/2011,2354.751,2354.751,-1331.996,1331.996,1022.755,0.0,-754.857,755.555,,-0.698,267.898,-10.882,,11.747,,-0.808,1.605,-1.662,257.016,-77.901,179.115,0.0,0.0,0.0,179.115,0.0,179.115,,-2.039,177.076,177.0825,0.0065,104.676477,1.69,1.69,1.691712,106.876461,1.66,1.66,1.660061,
09/30/2011,2484.92,2484.92,-1446.621,1446.621,1038.299,0.0,-761.779,760.179,,1.6,276.52,-16.244,,10.452,,-0.84,8.971,-2.339,260.276,-80.399,179.877,0.0,0.0,0.0,179.877,,179.877,,-2.102,177.775,177.0639,-0.7111,102.151164,1.74,1.74,1.733352,104.123272,1.71,1.71,1.703171,
