Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1992,5.481999,-1.359,4.122999,-3.087,1.036,-0.021,0.0,0.004,1.019,-0.407,0.612,0.0,0.0,0.612,-0.128,,0.484,,,0.484,,0.00375,0.00375,134.031998,0.00375,0.00375,0.00375,134.031998,
06/30/1992,7.301,-1.715,5.586,-3.788,1.798,,0.0,0.007,1.805,-0.721,1.084,0.0,0.0,1.084,-0.139,,0.945,,,0.945,,0.006875,0.006875,135.375992,0.006875,0.006875,0.006875,135.375992,
09/29/1992,8.105,-2.117,5.987999,-3.974,2.014,,0.0,0.006,2.02,-0.811,1.209,0.0,0.0,1.209,-0.14,,1.069,,,1.069,,0.008125,0.008125,136.160004,0.008125,0.008125,0.008125,136.160004,
12/31/1992,10.677002,-2.435,8.242002,-4.963,3.279,,0.0,-0.041,3.238,-1.301,1.937,0.0,0.0,1.937,-0.07,,1.867,,,1.867,0.01125,0.01125,0.01125,168.176,0.01125,0.01125,0.01125,168.176,
03/31/1993,10.029,-2.671,7.358,-5.688,1.67,,0.0,0.298,1.968,-0.748,1.22,0.0,0.0,1.22,0.0,,1.22,,,1.22,,0.00625,0.00625,198.335999,0.00625,0.00625,0.00625,198.335999,
06/30/1993,13.335,-3.494,9.841,-6.95,2.891,,0.0,0.276,3.167,-1.229,1.938,0.0,0.0,1.938,0.0,,1.938,,,1.938,,0.01,0.01,201.744003,0.01,0.01,0.01,201.744003,
09/30/1993,14.85,-3.901,10.949,-7.641,3.308,,0.0,0.309,3.617,-1.397,2.22,0.0,0.0,2.22,0.0,,2.22,,,2.22,,0.01125,0.01125,208.016006,0.01125,0.01125,0.01125,208.016006,
12/31/1993,19.976999,-5.327,14.649999,-10.01,4.64,,0.0,0.286,4.926,-1.891,3.035,0.0,0.0,3.035,0.0,,3.035,,,3.035,0.015,0.015,0.015,204.8,0.015,0.015,0.015,204.8,
03/31/1994,20.099001,-6.41,13.689001,-10.468,3.221,,0.0,0.34,3.561,-1.334,2.227,0.0,0.0,2.227,0.0,,2.227,,,2.227,,0.01125,0.01125,204.496002,0.01125,0.01125,0.01125,204.496002,
06/30/1994,24.916,-7.205,17.711,-13.159,4.552,,0.0,0.445,4.997,-1.949,3.048,0.0,0.0,3.048,0.0,,3.048,,,3.048,,0.015,0.015,205.455994,0.015,0.015,0.015,205.455994,
09/30/1994,29.606001,-8.827,20.779001,-15.543,5.236,,0.0,0.722,5.958,-2.283,3.675,0.0,0.0,3.675,0.0,,3.675,,,3.675,,0.0175,0.0175,208.447998,0.0175,0.0175,0.0175,208.447998,
12/31/1994,38.273998,-10.914,27.359998,-18.674,8.686,,0.0,0.651,9.337,-3.742,5.595,0.0,0.0,5.595,0.0,,5.595,,,5.595,0.02625,0.02625,0.02625,212.399992,0.02625,0.02625,0.02625,212.399992,
03/31/1995,40.125999,-12.083,28.042999,-21.040001,7.003,0.0,0.0,0.775,7.778,-3.112,4.666,0.0,0.0,4.666,0.0,,4.666,,,4.666,,0.02125,0.02125,213.800003,0.02125,0.02125,0.02125,213.800003,
06/30/1995,51.330002,-13.899,37.431002,-28.247,9.184,0.0,0.0,0.944,10.128,-4.051,6.077,0.0,0.0,6.077,0.0,,6.077,,,6.077,0.0275,0.0275,0.0275,217.608002,0.0275,0.0275,0.0275,217.608002,
09/30/1995,60.092999,-17.490999,42.601999,-31.325001,11.277,,0.0,1.13,12.407,-4.962,7.445,0.0,0.0,7.445,0.0,,7.445,,,7.445001,,0.03375,0.03375,221.975998,0.03375,0.03375,0.03375,221.975998,
12/31/1995,76.018997,-19.608999,56.409998,-38.988998,17.421,,0.0,1.195,18.616,-7.445,11.171,0.0,0.0,11.171,0.0,,11.171,,,11.171,0.05,0.05,0.05,223.36,0.05,0.05,0.05,223.36,
03/31/1996,82.281998,-23.886,58.395998,-44.240002,14.156,0.0,0.0,1.61,15.766,-6.307,9.459,0.0,0.0,9.459,0.0,,9.459,,,9.459,0.05,0.05,0.05,207.923996,0.04,0.04,0.04,234.360001,
06/30/1996,102.721001,-29.576,73.145,-55.477001,17.667999,0.0,0.0,1.465,19.132999,-7.653,11.48,0.0,0.0,11.48,0.0,,11.48,,,11.479999,0.05,0.05,0.05,211.139999,0.05,0.05,0.05,238.464005,
09/30/1996,117.382004,-35.237,82.145004,-61.431999,20.712999,0.0,0.0,1.252,21.964999,-8.786,13.179,0.0,0.0,13.179,0.0,,13.179,,,13.178999,0.06,0.06,0.06,213.315994,0.05,0.05,0.05,241.376007,
12/31/1996,147.667007,-42.563999,105.103008,-72.421997,32.681,0.0,0.0,-27.832001,4.848999,-3.105,1.744,0.0,0.0,1.744,0.0,,1.744,,,1.743999,0.01,0.01,0.01,214.647994,0.01,0.01,0.01,246.056,
03/31/1997,153.654007,-48.049999,105.604008,-78.400002,27.204,0.0,0.0,2.039,29.243001,-11.405,17.837999,0.0,0.0,17.837999,0.0,,17.837999,,,17.838001,0.08,0.08,0.08,216.496002,0.07,0.07,0.07,247.694,
06/30/1997,184.376007,-60.120998,124.255009,-90.181,34.074001,0.0,0.0,2.436,36.510001,-14.239,22.271,0.0,0.0,22.271,0.0,,22.271,,,22.271001,0.1,0.1,0.1,218.729996,0.09,0.09,0.09,249.207993,
09/30/1997,217.050003,-65.917999,151.132004,-107.323997,43.807999,0.0,0.0,2.48,46.287999,-17.589001,28.698999,0.0,0.0,28.698999,0.0,,28.698999,,,28.698998,0.13,0.13,0.13,221.009995,0.11,0.11,0.11,253.830002,
12/31/1997,260.571014,-76.723999,183.847015,-122.757004,61.09,0.0,0.0,2.907,63.997,-24.542,39.455002,0.0,0.0,39.455002,0.0,,39.455002,,,39.455,0.18,0.18,0.18,222.949005,0.16,0.16,0.16,253.052002,
03/31/1998,277.674011,-97.900002,179.77401,-128.779007,50.994999,0.0,0.0,3.486,54.480999,-20.726999,33.754002,0.0,0.0,33.754002,0.0,,33.754002,,,33.754,0.06,0.15,0.15,225.401993,0.04,0.13,0.13,256.330994,
06/30/1998,320.522003,-109.288002,211.234001,-152.968002,58.265999,,0.0,4.922,63.187999,-23.987,39.201,0.0,0.0,39.201,0.0,,39.201,,,39.200999,0.08,0.17,0.17,228.001007,0.06,0.15,0.15,258.968994,
09/30/1998,351.304993,-124.438004,226.866989,-161.539993,65.327003,,0.0,5.909,71.236003,-27.07,44.166,0.0,0.0,44.166,0.0,,44.166,,,44.166004,0.1,0.19,0.19,243.675003,0.08,0.17,0.17,252.820999,
12/31/1998,525.267029,-178.462006,346.805023,-275.533997,71.271004,,0.0,-18.334,52.937004,-30.120001,22.816999,0.0,0.0,22.816999,0.0,,22.816999,24.795,,47.612003,0.13,0.05,0.05,233.134003,0.13,0.05,0.05,252.576996,
03/31/1999,350.109009,-151.768005,198.341003,-193.037003,5.304,,0.0,-173.315994,-168.011994,-3.204,-171.216003,0.0,0.0,-171.216003,0.0,,-171.216003,180.764008,,9.548013,0.03,-0.66,-0.66,258.359985,0.03,-0.66,-0.66,258.359985,
06/30/1999,360.681,-162.184998,198.496002,-200.438995,-1.943,,0.0,1.436,-0.507,-0.035,-0.542,0.0,0.0,-0.542,0.0,,-0.542,3.089,,2.547,0.0,0.0,0.0,262.480988,0.0,0.0,0.0,262.480988,
09/30/1999,346.07901,-154.263,191.81601,-192.449997,-0.634,,0.0,3.119,2.485,-2.928,-0.443,0.0,0.0,-0.443,0.0,,-0.443,1.286,,0.843,0.0,0.0,0.0,266.088989,0.0,0.0,0.0,266.088989,
12/31/1999,372.277008,-163.873001,208.404007,-200.244995,8.159,0.0,0.0,-8.52,-0.361,-5.2,-5.564,0.0,0.0,-5.564,0.0,,-5.564,13.626,,8.065001,0.05,-0.02,-0.02,269.170013,0.05,-0.02,-0.02,269.170013,
03/31/2000,375.419006,-174.817001,200.602005,-192.063004,8.539,,0.0,17.677,26.216,-9.431,16.785,0.0,0.0,16.785,0.0,0.0,16.785,-5.785,,11.0,0.04,0.06,0.06,273.661011,0.04,0.06,0.06,291.953003,
06/30/2000,420.153992,-183.906998,236.246994,-220.098007,16.149,,0.0,8.187,24.336,-8.388,15.948,0.0,0.0,15.948,0.0,0.0,15.948,,,15.948001,0.06,0.06,0.06,277.053009,0.06,0.06,0.06,280.609009,
09/30/2000,443.119995,-194.876007,248.243988,-222.473999,25.77,,0.0,94.170998,119.940998,-51.209,68.732002,0.0,0.0,68.732002,0.0,,68.732002,-35.923,,32.808998,0.09,0.24,0.24,281.437988,0.08,0.23,0.23,304.894989,
12/31/2000,497.779999,-202.688004,295.091995,-241.932007,53.16,,0.0,13.554,66.714,-22.488001,44.226002,0.0,0.0,44.226002,0.0,,44.226002,-3.537,,40.688999,0.14,0.15,0.15,285.77301,0.13,0.14,0.14,315.575989,
03/31/2001,514.155029,-228.921005,285.234024,-239.102997,46.131001,,0.0,8.92,55.051001,-18.993,36.057999,0.0,0.0,36.057999,0.0,0.0,36.057999,0.0,0.0,36.058001,0.12,0.12,0.12,290.187012,0.11,0.11,0.11,315.010986,
06/30/2001,544.539978,-240.651001,303.888977,-246.934006,56.955002,,0.0,13.877,70.832002,-23.451,47.381001,0.0,0.0,47.381001,0.0,0.0,47.381001,-1.5,,45.881001,0.15,0.16,0.16,296.104004,0.14,0.15,0.15,318.601013,
09/30/2001,520.736023,-214.354996,306.381027,-237.888,68.492996,,0.0,7.001,75.493996,-25.149,50.345001,0.0,0.0,50.345001,0.0,,50.345001,0.75,-1.16,49.934996,0.16,0.17,0.17,302.153015,0.15,0.16,0.16,322.322998,
12/31/2001,528.159973,-203.186996,324.972977,-244.567993,80.404999,,0.0,7.793,88.197999,-30.427999,57.77,0.0,0.0,57.77,0.0,0.0,57.77,,,57.77,0.19,0.19,0.19,303.739014,0.18,0.18,0.18,323.080994,
03/31/2002,483.266998,-182.722,300.544998,-237.149002,63.396,,0.0,4.439,67.835,-23.291,44.543999,0.0,0.0,44.543999,0.0,0.0,44.543999,2.8,-1.1,46.244,0.15,0.14,0.14,307.98999,0.15,0.14,0.14,325.86499,
