Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2008,1093.065,140.929,140.929,0.0,318.511,318.511,,0.0,0.0,0.0,0.0,0.0,95.084,,,,554.524,61.869,207.3,-145.431,0.0,476.672,400.752,398.737,2.015,,,75.92,538.541,,12.13,12.13,,,,177.75,177.75,0.0,0.0,,,602.529,,,602.529,792.409,238.5,238.5,0.0,0.0,,83.472,,,83.472,321.972,1114.381,0,570.745,,,-1016.748,426.428,-1.741,-21.316,0,-21.316,1093.065,
03/31/2009,948.691,70.263,70.263,0.0,259.039,259.039,0.0,0.0,0.0,0.0,0.0,0.0,88.908,,,88.908,418.21,57.8,,,0.0,472.681,399.074,397.458,1.616,,,73.607,530.481,,151.788,,,,151.788,116.0,0.0,,,,116.0,373.761,,15.576,0.0,641.549,222.0,222.0,,,,80.67,,,65.094,302.67,944.219,0,571.163,0.078,571.085,-1013.09,446.424,-0.025,4.472,0,4.472,948.691,
06/30/2009,972.208,96.964,96.964,0.0,252.228,252.228,0.0,0.0,0.0,0.0,0.0,0.0,86.797,,,86.452,435.989,55.624,,,0.0,480.595,403.271,401.926,1.345,,,77.324,536.219,,164.105,,,,164.105,119.25,0.0,,,,119.25,378.536,,11.5,0.0,661.891,197.25,197.25,,,,76.956,,,65.456,274.206,936.097,0,575.779,0.078,575.701,-1009.189,463.609,5.912,36.111,0,36.111,972.208,
09/30/2009,996.84,112.778,112.778,0.0,251.05,251.05,0.0,0.0,0.0,0.0,0.0,0.0,91.879,,,91.729,455.707,52.362,,,0.0,488.771,407.263,406.333,0.93,,,81.508,541.133,,174.799,,,,174.799,120.0,0.0,,,,120.0,401.41,,11.15,0.0,696.209,145.0,145.0,,,,80.807,,,69.657,225.807,922.016,0,583.786,0.078,583.708,-1003.025,483.676,10.387,74.824,0,74.824,996.84,
12/31/2009,1215.279,116.574,116.574,0.0,317.598,317.598,0.0,0.0,0.0,0.0,0.0,0.0,123.653,0.0,,122.913,557.825,52.466,197.615,-145.149,0.0,604.988,537.725,513.612,24.113,29.527,10.451,27.285,657.454,,255.966,14.312,17.693,0.0,223.961,205.0,0.0,0.0,0.0,,205.0,437.207,3.912,9.363,0.0,898.173,124.0,124.0,0.0,0.0,,80.571,0.0,14.358,52.938,204.571,1102.744,0,590.942,0.078,590.864,-999.121,509.392,11.322,112.535,0,112.535,1215.279,
03/31/2010,1180.827,105.913,105.913,0.0,303.165,303.165,0.0,0.0,0.0,0.0,0.0,0.0,125.194,,,125.194,534.272,48.09,,,0.0,598.465,530.937,509.755,21.182,,,67.528,646.555,,155.004,,,,155.004,264.0,0.0,,,,264.0,463.45,,8.407,0.0,882.454,103.0,103.0,,,,79.421,,,71.014,182.421,1064.875,0,588.105,0.078,588.027,-1010.349,528.795,9.401,115.952,0,115.952,1180.827,
06/30/2010,1174.271,122.364,122.364,0.0,284.098,284.098,0.0,0.0,0.0,0.0,0.0,0.0,111.505,,,111.505,517.967,45.205,,,0.0,611.099,522.459,503.816,18.643,,,88.64,656.304,,162.483,,,,162.483,279.75,0.0,,,,279.75,450.263,,6.653,0.0,892.496,77.25,77.25,,,,97.544,,,90.891,174.794,1067.29,0,591.808,0.078,591.73,-1040.198,548.908,6.463,106.981,0,106.981,1174.271,
09/30/2010,1236.373,148.412,148.412,0.0,299.987,299.987,0.0,0.0,0.0,0.0,0.0,0.0,123.449,,,123.449,571.848,44.272,,,0.0,620.253,525.768,509.652,16.116,,,94.485,664.525,,182.103,,,,182.103,248.5,0.0,,,,248.5,496.774,,5.566,0.0,927.377,51.5,51.5,,,,103.273,,,97.707,154.773,1082.15,0,600.049,0.078,599.971,-1029.305,568.983,14.496,154.223,0,154.223,1236.373,
12/31/2010,1285.658,120.181,120.181,0.0,364.818,364.818,0.0,0.0,0.0,0.0,0.0,0.0,136.103,0.0,,135.485,621.102,47.614,202.597,-154.983,0.0,616.942,523.849,510.265,13.584,36.089,11.68,45.324,664.556,,247.733,17.791,15.03,0.0,214.912,40.156,0.0,0.0,0.0,,40.156,523.263,4.659,6.067,0.0,811.152,180.0,180.0,0.0,0.0,,107.45,0.0,17.6,79.124,287.45,1098.602,0,611.86,0.078,611.782,-1045.119,605.677,14.638,187.056,0,187.056,1285.658,
03/31/2011,1275.374,109.003,109.003,0.0,345.035,345.035,0.0,0.0,0.0,0.0,0.0,0.0,162.202,,,161.947,616.24,45.443,,,0.0,613.691,525.735,514.676,11.059,,,87.956,659.134,,140.147,,,,140.147,82.667,0.0,,,,82.667,561.404,,,0.0,784.218,172.5,172.5,,,,108.626,,,108.626,281.126,1065.344,0,619.849,0.078,619.771,-1060.975,634.868,16.288,210.03,0,210.03,1275.374,
06/30/2011,1295.972,125.341,125.341,0.0,360.564,360.564,0.0,0.0,0.0,0.0,0.0,0.0,139.704,,,139.704,625.609,52.922,,,0.0,617.441,524.564,516.027,8.537,,,92.877,670.363,,165.439,,,,165.439,55.0,0.0,,,,55.0,578.928,,,0.0,799.367,165.0,165.0,,,,115.786,,,115.786,280.786,1080.153,0,628.623,0.078,628.545,-1094.258,667.091,14.363,215.819,0,215.819,1295.972,
09/30/2011,1304.431,156.903,156.903,0.0,349.287,349.287,0.0,0.0,0.0,0.0,0.0,0.0,127.496,,,127.496,633.686,57.109,,,0.0,613.636,518.025,510.227,7.798,,,95.611,670.745,,182.725,,,,182.725,52.5,0.0,,,,52.5,599.267,,10.271,0.0,834.492,157.5,157.5,,,,118.372,,,108.101,275.872,1110.364,0,636.875,0.078,636.797,-1146.173,697.555,5.81,194.067,0,194.067,1304.431,
12/31/2011,1379.872,142.739,142.739,0.0,421.033,421.033,0.0,0.0,0.0,0.0,0.0,0.0,142.013,0.0,,141.741,705.785,68.132,229.334,-161.202,0.0,605.955,515.61,508.55,7.06,22.795,12.98,54.57,674.087,,259.49,27.573,15.917,,216.0,50.0,0.0,0.0,0.0,,50.0,611.647,4.572,9.989,0.0,921.137,150.0,150.0,0.0,0.0,,126.951,0.0,18.68,93.71,276.951,1198.088,0,646.893,0.078,646.815,-1213.481,742.579,5.793,181.784,0,181.784,1379.872,
03/31/2012,1349.848,138.985,138.985,0.0,384.125,384.125,0.0,0.0,0.0,0.0,0.0,0.0,153.71,,,153.71,676.82,69.663,,,0.0,603.365,517.254,510.933,6.321,,,86.111,673.028,,160.07,,,,160.07,100.293,0.0,,,,100.293,650.689,,9.838,0.0,911.052,140.0,140.0,,,,127.015,,,117.177,267.015,1178.067,0,651.45,0.078,651.372,-1264.917,776.801,8.447,171.781,0,171.781,1349.848,
06/30/2012,1380.115,150.531,150.531,0.0,389.414,389.414,0.0,0.0,0.0,0.0,0.0,0.0,146.405,0.031,,146.405,686.35,77.795,,,0.0,615.97,529.054,515.002,14.052,,,86.885,693.765,,178.528,,,,178.528,70.088,0.0,,,,70.088,659.741,,10.56,0.0,908.357,130.0,130.0,,,,126.767,,,116.207,256.767,1165.124,0,661.128,0.078,661.05,-1268.044,818.284,3.623,214.991,0,214.991,1380.115,
09/30/2012,1479.148,255.391,255.391,0.0,370.951,370.951,0.0,0.0,0.0,0.0,0.0,0.0,155.636,,,155.636,781.978,80.344,,,0.0,616.826,532.342,519.2,13.142,,,84.484,697.17,,206.05,,,,206.05,80.0,0.0,,,,80.0,682.843,,11.0,0.0,968.893,120.0,120.0,,,,128.79,,,117.79,248.79,1217.683,0,671.333,0.078,671.255,-1268.2,849.659,8.673,261.465,0,261.465,1479.148,
12/31/2012,1621.277,299.852,299.852,0.0,463.968,463.968,0.0,0.0,0.0,0.0,0.0,0.0,163.646,0.0,,163.642,927.466,89.089,229.42,-140.331,0.0,604.722,531.327,519.506,11.821,22.527,,50.868,693.811,,287.763,27.344,18.897,0.0,241.522,90.0,0.0,0.0,0.0,,90.0,692.237,5.508,10.0,0.0,1070.0,115.0,115.0,0.0,0.0,,129.604,0.0,54.779,59.317,244.604,1314.604,0,679.949,0.078,679.871,-1287.726,908.482,5.968,306.673,0,306.673,1621.277,
03/31/2013,1567.395,269.063,269.063,0.0,441.405,441.405,0.0,0.0,0.0,0.0,0.0,0.0,164.572,,,164.572,875.04,88.508,,,0.0,603.847,527.002,516.525,10.477,,,76.845,692.355,,180.876,,,,180.876,57.5,0.0,,,,57.5,736.716,,9.08,0.0,975.092,147.5,147.5,,,,125.646,,,116.566,273.146,1248.238,0,689.26,0.078,689.182,-1318.023,945.157,2.763,319.157,0,319.157,1567.395,
06/30/2013,1613.787,333.363,333.363,0.0,432.011,432.011,0.0,0.0,0.0,0.0,0.0,0.0,157.984,,,157.984,923.358,89.415,,,0.0,601.014,524.978,516.144,8.834,,,76.036,690.429,,204.298,,,,204.298,61.25,0.0,,,,61.25,749.292,,7.725,0.0,1014.84,143.75,143.75,,,,126.503,,,118.778,270.253,1285.093,0,698.371,0.078,698.293,-1363.706,991.671,2.358,328.694,0,328.694,1613.787,
09/30/2013,1628.398,374.521,374.521,0.0,392.174,392.174,0.0,0.0,0.0,0.0,0.0,0.0,168.46,,,168.46,935.155,90.198,,,0.0,603.045,526.09,518.555,7.535,,,76.955,693.243,,224.821,,,,224.821,65.0,0.0,,,,65.0,754.172,,7.291,0.0,1043.993,140.0,140.0,,,,122.77,,,115.479,262.77,1306.763,0,707.517,0.078,707.439,-1422.481,1029.865,6.734,321.635,0,321.635,1628.398,
12/31/2013,1783.582,423.99,423.99,0.0,490.923,490.923,0.0,0.0,0.0,0.0,0.0,0.0,169.969,0.0,,169.969,1084.882,91.759,240.925,-149.166,0.0,606.941,525.31,519.203,6.107,24.371,,57.26,698.7,,325.059,17.671,14.392,,292.996,68.75,0.0,0.0,0.0,,68.75,766.114,8.959,6.565,0.0,1159.923,136.25,136.25,0.0,0.0,,126.093,0.0,58.0,52.569,262.343,1422.266,0,718.722,0.078,718.644,-1457.034,1091.283,8.345,361.316,0,361.316,1783.582,
03/31/2014,1757.713,283.284,283.284,0.0,496.997,496.997,0.0,0.0,0.0,0.0,0.0,0.0,165.387,,,165.387,945.668,94.208,,,0.0,717.837,624.323,589.786,34.537,,,93.514,812.045,,211.561,,,,211.561,222.5,0.0,,,,222.5,832.56,,5.72,0.0,1266.621,132.5,132.5,,,,121.869,,,116.149,254.369,1520.99,0,733.217,0.078,733.139,-1634.065,1129.019,8.552,236.723,0,236.723,1757.713,
06/30/2014,1796.808,317.925,317.925,0.0,493.216,493.216,0.0,0.0,0.0,0.0,0.0,0.0,160.628,,,160.628,971.769,95.831,,,0.0,729.208,635.146,598.731,36.415,,,94.062,825.039,,251.421,,,,251.421,246.25,0.0,,,,246.25,847.877,,4.884,0.0,1345.548,128.75,128.75,,,,125.001,,,120.117,253.751,1599.299,0,743.098,0.078,743.02,-1737.601,1182.059,9.953,197.509,0,197.509,1796.808,
09/30/2014,1768.953,341.22,341.22,0.0,449.923,449.923,0.0,0.0,0.0,0.0,0.0,0.0,168.091,,,168.091,959.234,93.625,,,0.0,716.094,626.727,593.212,33.515,,,89.367,809.719,,266.545,,,,266.545,245.0,0.0,,,,245.0,847.327,,3.865,0.0,1358.872,125.0,125.0,,,,132.558,,,128.693,257.558,1616.43,0,754.905,0.078,754.827,-1816.286,1215.905,-2.001,152.523,0,152.523,1768.953,
12/31/2014,1904.351,365.302,365.302,0.0,552.107,552.107,0.0,0.0,0.0,0.0,0.0,0.0,179.249,0.0,,179.249,1096.658,97.99,259.608,-161.618,0.0,709.703,617.354,586.665,30.689,17.96,,74.389,807.693,,353.761,16.802,18.538,0.0,318.421,20.0,0.0,0.0,0.0,,20.0,841.457,7.056,3.12,0.0,1215.218,385.0,385.0,0.0,0.0,,142.962,0.0,64.994,67.792,527.962,1743.18,0,764.511,0.078,764.433,-1857.219,1275.049,-21.17,161.171,0,161.171,1904.351,
03/31/2015,1789.37,281.653,281.653,0.0,526.384,526.384,0.0,0.0,0.0,0.0,0.0,0.0,192.611,,,192.611,1000.648,104.374,,,0.0,684.348,608.366,579.91,28.456,,,75.982,788.722,,240.301,,,,240.301,285.0,0.0,,,,285.0,895.43,,4.784,0.0,1420.731,380.0,380.0,,,,128.152,,,123.368,508.152,1928.883,0,782.012,0.078,781.934,-2182.598,1303.401,-42.328,-139.513,0,-139.513,1789.37,
06/30/2015,1861.039,357.581,357.581,0.0,527.615,527.615,0.0,0.0,0.0,0.0,0.0,0.0,180.872,,,180.872,1066.068,107.112,,,0.0,687.859,610.112,583.002,27.11,,,77.747,794.971,,262.293,,,,262.293,20.0,0.0,,,,20.0,922.227,,4.058,0.0,1204.52,695.0,695.0,,,,131.674,,,127.616,826.674,2031.194,0,795.486,0.078,795.408,-2284.579,1354.555,-35.617,-170.155,0,-170.155,1861.039,
09/30/2015,2091.542,371.244,371.244,0.0,482.302,482.302,0.0,0.0,0.0,0.0,0.0,0.0,207.853,,,207.853,1061.399,109.557,,,0.0,920.586,820.124,723.95,96.174,,,100.462,1030.143,,290.044,,,,290.044,20.0,0.0,,,,20.0,925.056,,13.773,0.0,1235.1,820.0,820.0,,,,196.031,,,182.258,1016.031,2251.131,0,806.615,0.078,806.537,-2301.852,1384.922,-49.274,-159.589,0,-159.589,2091.542,
12/31/2015,2168.517,372.976,372.976,0.0,580.763,580.763,0.0,0.0,0.0,0.0,0.0,0.0,187.258,0.0,0.0,187.023,1140.997,108.733,274.37,-165.637,0.0,918.787,811.903,715.359,96.544,26.418,,80.466,1027.52,,387.691,31.57,13.714,,342.407,35.0,0.0,0.0,0.0,,35.0,900.801,7.603,5.132,0.0,1323.492,783.831,783.831,0.0,0.0,,193.594,0.0,62.675,118.184,977.425,2300.917,0,818.624,0.078,818.546,-2357.306,1450.684,-44.402,-132.4,0,-132.4,2168.517,
03/31/2016,2211.509,403.943,403.943,0.0,602.877,602.877,0.0,0.0,0.0,0.0,0.0,0.0,172.457,,,172.457,1179.277,108.628,,,0.0,923.604,808.587,718.034,90.553,,,115.017,1032.232,,247.423,,,,247.423,57.5,0.0,,,,57.5,986.301,,17.147,0.0,1291.224,832.5,832.5,,,,200.455,,,183.308,1032.955,2324.179,0,833.051,0.078,832.973,-2387.142,1490.851,-49.43,-112.67,0,-112.67,2211.509,
06/30/2016,2304.521,445.053,445.053,0.0,613.795,613.795,0.0,0.0,0.0,0.0,0.0,0.0,174.808,,,174.808,1233.656,117.255,,,0.0,953.61,842.019,742.752,99.267,,,111.591,1070.865,,287.476,,,,287.476,70.0,0.0,,,,70.0,1029.765,,20.356,0.0,1387.241,756.015,756.015,,,,214.093,,,193.737,970.108,2357.349,0,847.529,0.078,847.451,-2391.116,1538.762,-48.003,-52.828,0,-52.828,2304.521,
09/30/2016,2277.74,465.734,465.734,0.0,560.202,560.202,0.0,0.0,0.0,0.0,0.0,0.0,220.013,,,220.013,1245.949,118.789,,,0.0,913.002,824.695,742.926,81.769,,,88.307,1031.791,,348.429,,,,348.429,40.0,0.0,,,,40.0,1028.995,,14.974,0.0,1417.424,696.405,696.405,,,,174.409,,,159.435,870.814,2288.238,0,851.155,0.078,851.077,-2391.39,1577.521,-47.784,-10.498,0,-10.498,2277.74,
12/31/2016,2367.335,474.233,474.233,0.0,643.013,643.013,0.0,0.0,0.0,0.0,0.0,0.0,225.95,0.0,0.0,225.63,1343.196,121.606,306.125,-184.519,0.0,902.533,815.254,738.453,76.801,27.275,,60.004,1024.139,,440.771,41.009,20.378,,379.384,30.0,0.0,0.0,0.0,,30.0,989.478,11.289,2.349,0.0,1460.249,664.391,664.391,0.0,0.0,,181.817,0.0,67.747,100.432,846.208,2306.457,0,863.205,0.078,863.127,-2396.649,1644.005,-49.683,60.878,0,60.878,2367.335,
03/31/2017,3365.3,1227.891,1227.891,0.0,716.487,716.487,0.0,0.0,0.0,0.0,0.0,0.0,231.317,,,231.317,2175.695,126.419,,,0.0,1063.186,936.539,855.33,81.209,,,126.647,1189.605,,331.828,,,,331.828,29.366,0.0,,,,29.366,1109.162,,6.789,0.0,1470.356,1599.331,1599.331,,,,192.796,,,186.007,1792.127,3262.483,0,880.955,0.078,880.877,-2410.745,1680.439,-47.832,102.817,0,102.817,3365.3,
06/30/2017,6994.887,589.282,589.282,0.0,886.393,886.393,0.0,0.0,0.0,0.0,0.0,0.0,284.299,,,284.299,1759.974,197.129,,,0.0,5037.784,4765.269,3169.893,1595.376,,,272.515,5234.913,,517.118,,,,517.118,277.578,0.0,,,,277.578,1449.211,,10.28,0.0,2243.907,3140.307,3140.307,,,,756.998,,,746.718,3897.305,6141.212,0,1732.642,0.082,1732.56,-2418.236,1588.158,-48.889,853.675,0,853.675,6994.887,
09/30/2017,7011.492,630.016,630.016,0.0,874.283,874.283,0.0,0.0,0.0,0.0,0.0,0.0,307.984,,,307.984,1812.283,216.021,,,0.0,4983.188,4709.511,3145.046,1564.465,,,273.677,5199.209,,550.207,,,,550.207,419.601,0.0,,,,419.601,1512.227,,8.097,0.0,2482.035,2922.229,2922.229,,,,743.818,,,735.721,3666.047,6148.082,0,1748.692,0.082,1748.61,-2424.044,1539.978,-1.216,863.41,0,863.41,7011.492,
12/31/2017,7283.173,538.908,538.908,0.0,1176.843,1176.843,0.0,0.0,0.0,0.0,0.0,0.0,872.857,0.0,542.965,329.444,2588.608,221.507,432.019,-210.512,0.0,4473.058,4279.316,2987.294,1292.022,31.067,,162.675,4694.565,,666.821,49.0,46.758,,571.063,379.721,0.0,0.0,0.0,,379.721,1776.043,16.205,3.412,145.845,2822.585,2899.124,2899.124,0.0,0.0,,577.999,0.0,118.868,439.514,3477.123,6299.708,0,1761.465,0.082,1761.383,-2426.792,1647.284,1.508,983.465,0,983.465,7283.173,
03/31/2018,6915.028,189.979,189.979,0.0,1134.964,1134.964,0.0,0.0,0.0,0.0,0.0,0.0,985.719,,603.354,382.365,2310.662,223.086,,,0.0,4381.28,4204.413,2956.642,1247.771,,,176.867,4604.366,,532.538,,,,532.538,789.724,0.0,,,,789.724,1863.594,,17.809,143.957,3185.856,2186.061,2186.061,,,,555.54,,,537.731,2741.601,5927.457,0,1788.127,0.082,1788.045,-2446.761,1613.98,32.225,987.571,0,987.571,6915.028,
06/30/2018,6152.937,141.805,141.805,0.0,1083.99,1083.99,0.0,0.0,0.0,0.0,0.0,0.0,382.689,,0.0,382.689,1608.484,225.901,,,0.0,4318.552,4151.81,2974.513,1177.297,,,166.742,4544.453,,542.071,,,,542.071,284.009,0.0,,,,284.009,1687.724,,22.781,0.0,2513.804,2146.829,2146.829,,,,570.872,,,548.091,2717.701,5231.505,0,1798.157,0.082,1798.075,-2512.332,1659.658,-24.051,921.432,0,921.432,6152.937,
09/30/2018,5944.817,210.997,210.997,0.0,979.181,979.181,0.0,0.0,0.0,0.0,0.0,0.0,345.162,,0.0,344.728,1535.34,246.061,,,0.0,4163.416,3996.585,2910.849,1085.736,,,166.831,4409.477,,599.655,,,,599.655,93.294,0.0,,,,93.294,1650.647,,22.86,0.0,2343.596,2077.466,2077.466,,,,582.207,,,559.347,2659.673,5003.269,0,1810.627,0.082,1810.545,-2517.807,1671.412,-22.684,941.548,0,941.548,5944.817,
12/31/2018,6201.474,156.368,156.368,0.0,1255.118,1255.118,0.0,0.0,0.0,0.0,0.0,0.0,400.253,0.0,0.0,398.311,1811.739,267.665,514.362,-246.697,0.0,4122.07,3965.701,2923.136,1042.565,34.494,,121.875,4389.735,,710.113,37.508,19.725,,652.88,165.578,0.0,0.0,0.0,,165.578,1745.244,21.194,10.681,0.0,2620.935,2116.109,2116.109,0.0,0.0,,613.673,0.0,96.033,485.765,2729.782,5350.717,0,1823.792,0.082,1823.71,-2688.6,1755.432,-39.867,850.757,0,850.757,6201.474,
03/31/2019,6714.675,149.27,149.27,0.0,1178.859,1178.859,0.0,0.0,0.0,0.0,0.0,0.0,387.884,,0.0,387.884,1716.013,905.59,,,0.0,4093.072,3922.791,2906.736,1016.055,,,170.281,4998.662,,459.255,,,,459.255,272.159,0.0,67.296,,67.296,204.863,1837.504,,30.972,0.0,2568.918,2863.913,2094.758,769.155,,769.155,424.947,,,393.975,3288.86,5857.778,0,1852.7,0.082,1852.618,-2710.464,1776.227,-61.566,856.897,0,856.897,6714.675,
06/30/2019,6729.641,218.453,218.453,0.0,1112.856,1112.856,0.0,0.0,0.0,0.0,0.0,0.0,359.795,,,359.344,1691.104,928.981,,,0.0,4109.556,3903.734,2930.297,973.437,,,205.822,5038.537,,491.413,,,,491.413,194.407,0.0,73.259,,73.259,121.148,1796.331,,64.591,0.0,2482.151,2827.374,2059.131,768.243,,768.243,456.314,,,391.723,3283.688,5765.839,0,1868.96,0.082,1868.878,-2711.312,1879.633,-73.479,963.802,0,963.802,6729.641,
09/30/2019,6737.344,306.727,306.727,0.0,1028.32,1028.32,0.0,0.0,0.0,0.0,0.0,0.0,371.458,,,371.238,1706.505,952.885,,,0.0,4077.954,3876.02,2939.707,936.313,,,201.934,5030.839,,513.525,,,,513.525,210.603,0.0,80.17,,80.17,130.433,1803.135,,80.233,0.0,2527.263,2828.069,2051.507,776.562,,776.562,462.355,,,382.122,3290.424,5817.687,0,1885.452,0.082,1885.37,-2805.552,1921.021,-81.264,919.657,0,919.657,6737.344,
12/31/2019,7151.294,280.836,280.836,0.0,1326.012,1326.012,0.0,0.0,0.0,0.0,0.0,0.0,411.893,0.0,0.0,411.834,2018.741,1047.495,1338.851,-291.356,0.0,4085.058,3862.813,2937.726,925.087,79.618,,142.627,5132.553,,712.28,32.995,7.878,,671.407,216.234,0.0,76.516,0.0,76.516,139.718,1928.02,,64.831,0.0,2856.534,2876.421,2043.888,832.533,0.0,832.533,479.746,0.0,108.615,306.3,3356.167,6212.701,0,1899.355,0.082,1899.273,-2871.546,1988.722,-77.938,938.593,0,938.593,7151.294,
03/31/2020,6800.346,227.85,227.85,0.0,1148.565,1148.565,0.0,0.0,0.0,0.0,0.0,0.0,396.203,,,396.203,1772.618,1024.597,,,0.0,4003.131,3791.816,2927.666,864.15,,,211.315,5027.728,,457.227,,,,457.227,225.727,0.0,76.724,,76.724,149.003,1847.384,,126.876,0.0,2530.338,2849.156,2035.273,813.883,,813.883,530.577,,,403.701,3379.733,5910.071,0,1922.69,0.082,1922.608,-2927.262,2063.819,-168.972,890.275,0,890.275,6800.346,
06/30/2020,6810.294,356.633,356.633,0.0,1048.519,1048.519,0.0,0.0,0.0,0.0,0.0,0.0,362.033,,,362.033,1767.185,1012.073,,,0.0,4031.036,3782.984,2935.609,847.375,,,248.052,5043.109,,621.272,,,,621.272,118.187,0.0,80.168,,80.168,38.019,1799.863,,94.175,0.0,2539.322,2739.351,1937.232,802.119,,802.119,540.402,,,446.227,3279.753,5819.075,0,1941.591,0.082,1941.509,-2927.093,2118.896,-142.175,991.219,0,991.219,6810.294,
