Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
09/27/2008,4.0,50.0,,54.0,0.0,269.0,,269.0,0.145349,1.81686,,1.962209,0.03811,0.476372,,0.514482,
12/27/2008,2.0,118.0,0.0,120.0,1.0,279.0,0.0,280.0,0.086468,5.1016,0.0,5.188067,0.021379,1.261358,0.0,1.282737,
03/28/2009,2.0,94.0,0.0,96.0,0.0,248.0,,248.0,0.092039,4.325817,0.0,4.417855,0.022202,1.043517,0.0,1.065719,
06/27/2009,2.0,95.0,,,,291.0,,,0.096618,4.589372,,,0.021234,1.0086,,,
09/26/2009,1.0,96.0,,97.0,0.0,313.0,,313.0,0.039216,3.764706,,3.803922,0.009996,0.959616,,0.969612,
12/26/2009,4.0,45.0,,49.0,0.0,283.0,,283.0,0.143781,1.617541,,1.761323,0.040282,0.453172,,0.493454,
03/27/2010,1.0,90.0,,91.0,0.0,251.0,,251.0,0.055866,5.027933,,5.083799,0.010936,0.984252,,0.995188,
07/03/2010,0.0,216.0,,216.0,0.0,197.0,,197.0,0.0,14.257426,,14.257426,0.0,2.444545,,2.444545,
10/02/2010,,2.0,,,,,,272.0,,0.132013,,,,0.021612,,,
01/01/2011,2.0,32.0,,34.0,0.0,272.0,,272.0,0.096852,1.549637,,1.646489,0.020743,0.331881,,0.352624,
04/02/2011,2.0,59.0,,61.0,,278.0,,278.0,0.127065,3.748412,,3.875476,0.020807,0.613816,,0.634623,
07/02/2011,1.0,23.0,,24.0,0.0,,,259.0,0.052826,1.215003,,1.267829,0.010546,0.242565,,0.253111,
03/31/2012,2.0,105.0,0.0,107.0,,,,,0.09324,4.895105,0.0,4.988345,0.025727,1.350656,0.0,1.376383,
06/30/2012,1506.0,9.0,,1515.0,,1004.0,,1004.0,640.851064,3.829787,,644.680851,61.469388,0.367347,,61.836735,
03/30/2013,,,,,,1000.0,,1000.0,,,,,,,,,
06/29/2013,1439.0,0.0,,1439.0,,981.0,,981.0,297.31405,0.0,,297.31405,59.120789,0.0,,59.120789,
12/28/2013,,,,,,972.0,,972.0,,,,,,,,,
03/29/2014,,,,,,971.0,,971.0,,,,,,,,,
06/28/2014,323.0,1242.0,0.0,1565.0,,971.0,,971.0,50.706436,194.976452,0.0,245.682889,11.927622,45.864106,0.0,57.791728,
