Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,956.704,16.814,1.289,15.525,158.27,158.27,,0.0,0.0,0.0,0.0,0.0,36.22,,,,,211.304,708.279,1041.977,-333.698,0.0,37.121,23.124,,,13.997,745.4,,45.452,45.452,,,,12.348,,,,,,89.482,,,89.482,147.282,255.022,,,,,100.67,,,,,,,100.67,355.692,502.974,0.0,94.621,,,0.0,359.109,0.0,453.73,0.0,453.73,956.704,
09/30/2007,981.939,16.537,0.977,15.56,165.392,165.392,,0.0,,,,,37.169,,,,,219.098,723.568,1071.089,-347.521,0.0,39.273,22.984,,,16.289,762.841,,43.901,43.901,,,,12.109,12.109,0.0,0.0,,,90.41,,,90.41,146.42,254.322,254.322,0.0,0.0,,107.457,,,,,,,107.457,361.779,508.199,0.0,94.621,,,,379.119,0.0,473.74,0.0,473.74,981.939,
12/31/2007,981.048,30.703,6.328,24.375,151.627,151.627,,0.0,0.0,0.0,0.0,0.0,33.947,,,,,216.277,721.45,1086.624,-365.174,0.0,43.321,23.518,0.0,23.518,19.803,764.771,,33.341,33.341,,,,12.193,11.651,0.542,0.542,,,82.189,,,82.189,127.723,251.561,250.0,1.561,1.561,,112.312,,,,,,,112.312,363.873,491.596,0.0,94.621,,,0.0,394.831,0.0,489.452,0.0,489.452,981.048,
03/31/2008,1007.732,38.426,34.84,3.586,163.303,163.303,,0.0,0.0,0.0,0.0,0.0,36.775,,,,,238.504,725.105,1108.694,-383.589,0.0,44.123,26.264,,,17.859,769.228,,39.359,39.359,,,,16.428,,,,,,90.372,,,90.372,146.159,240.659,,,,,121.073,,,,,,,121.073,361.732,507.891,0.0,94.621,,,0.0,405.22,0.0,499.841,0.0,499.841,1007.732,
06/30/2008,1054.106,37.313,35.231,2.082,185.236,185.236,,0.0,0.0,0.0,0.0,0.0,38.417,,,,,260.966,747.274,1143.04,-395.766,0.0,45.866,25.999,,,19.867,793.14,,47.805,47.805,,,,16.452,,,,,,98.417,,,98.417,162.674,240.476,,,,,127.234,,,,,,,127.234,367.71,530.384,0.0,94.621,,,0.0,429.101,0.0,523.722,0.0,523.722,1054.106,
09/30/2008,1076.458,39.912,30.943,8.969,179.937,179.937,,0.0,0.0,0.0,0.0,0.0,42.661,,,,,262.51,771.282,1181.055,-409.773,0.0,42.666,25.779,,,16.887,813.948,,40.308,40.308,,,,12.255,,,,,,106.035,,,106.035,158.598,240.212,,,,,130.567,,,,,,,130.567,370.779,529.377,0.0,94.621,,,0.0,452.46,0.0,547.081,0.0,547.081,1076.458,
12/31/2008,1074.905,28.965,24.104,4.861,139.211,139.211,,0.0,0.0,0.0,0.0,0.0,41.054,,,,,209.23,824.485,1253.429,-428.944,0.0,41.19,25.55,0.0,25.55,15.64,865.675,,40.999,40.999,,,,11.972,11.158,0.814,0.814,,,89.219,,,89.219,142.19,240.017,239.333,0.684,0.684,,134.569,,,,,,,134.569,374.586,516.776,0.0,94.621,,,0.0,463.508,0.0,558.129,0.0,558.129,1074.905,
03/31/2009,1109.053,3.615,3.615,0.0,138.408,138.408,0.0,0.0,0.0,0.0,0.0,0.0,46.202,18.311,,20.656,7.235,188.225,879.784,1328.743,-448.959,0.0,41.044,25.321,,,15.723,920.828,,139.041,49.219,,,89.822,11.686,0.0,,,,11.686,0.0,,,0.0,150.727,259.689,259.689,,,,136.535,,,,,,75.603,60.932,396.224,546.951,0.0,94.621,3.728,90.893,0.0,467.481,,562.102,0.0,562.102,1109.053,
06/30/2009,1144.592,3.945,3.945,0.0,144.152,144.152,0.0,0.0,0.0,0.0,0.0,0.0,45.707,18.214,,19.06,8.433,193.804,907.682,1376.686,-469.004,0.0,43.106,25.093,,,18.013,950.788,,126.624,36.258,,,90.366,36.497,0.0,,,,36.497,0.0,,,0.0,163.121,264.948,264.948,,,,143.699,,,,,,80.759,62.94,408.647,571.768,0.0,94.621,3.728,90.893,0.0,478.203,,572.824,0.0,572.824,1144.592,
09/30/2009,1174.762,3.641,3.641,0.0,150.175,150.175,0.0,0.0,0.0,0.0,0.0,0.0,42.027,15.6,,17.977,8.45,195.843,933.641,1424.743,-491.102,0.0,45.278,24.864,,,20.414,978.919,,127.378,31.404,,,95.974,36.505,0.0,,,,36.505,0.0,,,0.0,163.883,277.412,277.412,,,,150.148,,,,,,83.644,66.504,427.56,591.443,0.0,94.621,3.728,90.893,0.0,488.698,,583.319,0.0,583.319,1174.762,
12/31/2009,1159.278,4.171,4.171,0.0,136.822,136.822,0.0,0.0,0.0,0.0,0.0,0.0,33.182,12.842,0.0,16.244,4.096,174.175,939.495,1448.728,-509.233,0.0,45.608,24.635,0.0,0.0,20.973,985.103,,111.449,33.468,0.0,0.0,77.981,36.676,0.0,0.962,0.962,,35.714,0.0,0.0,0.0,0.0,148.125,268.856,268.619,0.237,0.237,,149.297,0.0,0.0,0.0,0.0,18.2,80.722,50.375,418.153,566.278,0.0,94.621,3.728,90.893,0.0,498.379,,593.0,0.0,593.0,1159.278,
03/31/2010,1192.969,9.469,9.469,0.0,148.041,148.041,0.0,0.0,0.0,0.0,0.0,0.0,36.497,16.221,,17.895,2.381,194.007,944.252,1473.305,-529.053,0.0,54.71,24.406,,,30.304,998.962,,135.116,31.503,7.286,,96.327,36.48,0.0,,,,36.48,0.0,,,0.0,171.596,272.857,272.857,,,,147.815,,,,,,77.35,70.465,420.672,592.268,0.0,94.621,3.728,90.893,0.0,506.08,,600.701,0.0,600.701,1192.969,
06/30/2010,1202.881,4.783,4.783,0.0,162.703,162.703,0.0,0.0,0.0,0.0,0.0,0.0,39.346,18.179,,18.175,2.992,206.832,942.54,1488.426,-545.886,0.0,53.509,19.463,19.463,0.0,34.046,996.049,,143.381,30.639,4.81,,107.932,36.281,0.0,,,,36.281,0.0,,,0.0,179.662,252.142,252.142,,,,148.863,,,,,,78.575,70.288,401.005,580.667,0.0,94.621,3.728,90.893,0.0,527.593,,622.214,0.0,622.214,1202.881,
09/30/2010,1219.081,5.057,5.057,0.0,176.595,176.595,0.0,0.0,0.0,0.0,0.0,0.0,39.411,19.143,,18.212,2.056,221.063,947.315,1510.505,-563.19,0.0,50.703,19.463,19.463,0.0,31.24,998.018,,151.409,31.166,1.603,,118.64,97.359,0.0,,,,97.359,0.0,,,0.0,248.768,167.979,167.979,,,,155.741,,,,,,83.148,72.593,323.72,572.488,0.0,94.619,5.593,89.026,0.0,551.974,,646.593,0.0,646.593,1219.081,
12/31/2010,1239.881,5.45,5.45,0.0,172.989,172.989,0.0,0.0,0.0,0.0,0.0,0.0,44.143,17.766,0.0,18.666,7.711,222.582,964.216,1544.519,-580.303,0.0,53.083,19.463,19.463,0.0,33.62,1017.299,,132.916,29.221,0.0,0.0,103.695,37.13,0.0,1.415,1.415,,35.715,0.0,0.0,0.0,0.0,170.046,234.087,234.087,0.0,0.0,,167.099,0.0,0.0,0.0,0.0,22.3,90.768,54.031,401.186,571.232,0.0,94.619,5.593,89.026,0.0,574.03,,668.649,0.0,668.649,1239.881,
03/31/2011,1383.902,88.143,88.143,0.0,196.694,196.694,0.0,0.0,0.0,0.0,0.0,0.0,45.5,21.966,,21.627,1.907,330.337,1000.574,1590.497,-589.923,0.0,52.991,19.463,19.463,0.0,33.528,1053.565,,190.265,48.929,15.421,,125.915,36.773,0.0,,,,36.773,0.0,,,0.0,227.038,252.143,252.143,,,,166.099,,,,,,89.083,77.016,418.242,645.28,0.0,143.019,5.744,137.275,0.0,595.603,,738.622,0.0,738.622,1383.902,
06/30/2011,1409.504,28.664,28.664,0.0,212.535,212.535,0.0,0.0,0.0,0.0,0.0,0.0,54.937,21.312,,23.262,10.363,296.136,1059.702,1652.492,-592.79,0.0,53.666,19.463,19.463,0.0,34.203,1113.368,,174.284,41.157,,,133.127,38.099,0.0,,,,38.099,0.0,,,0.0,212.383,227.143,227.143,,,,191.973,,,,,,110.49,81.483,419.116,631.499,0.0,143.019,5.744,137.275,0.0,634.986,,778.005,0.0,778.005,1409.504,
09/30/2011,1473.198,42.262,42.262,0.0,222.525,222.525,0.0,0.0,0.0,0.0,0.0,0.0,53.802,18.807,,21.833,13.162,318.589,1103.22,1705.264,-602.044,0.0,51.389,19.463,19.463,0.0,31.926,1154.609,,182.786,50.707,,,132.079,37.331,0.0,,,,37.331,0.0,,,0.0,220.117,227.143,227.143,,,,209.302,,,,,,127.614,81.688,436.445,656.562,0.0,143.019,5.744,137.275,0.0,673.617,,816.636,0.0,816.636,1473.198,
12/31/2011,1513.074,75.85,75.85,0.0,213.481,213.481,0.0,0.0,0.0,0.0,0.0,0.0,42.521,18.614,0.0,19.466,4.441,331.852,1126.95,1748.932,-621.982,0.0,54.272,19.463,19.463,0.0,34.809,1181.222,,165.456,42.096,0.0,0.0,123.36,39.354,0.0,3.639,3.639,,35.715,0.0,0.0,0.0,0.0,204.81,229.831,227.142,2.689,2.689,,221.914,0.0,0.0,0.0,0.0,24.6,134.916,62.398,451.745,656.555,0.0,143.019,5.744,137.275,0.0,713.5,,856.519,0.0,856.519,1513.074,
03/31/2012,1574.192,54.219,54.219,0.0,228.398,228.398,0.0,0.0,0.0,0.0,0.0,0.0,45.283,23.381,,19.65,2.252,327.9,1190.137,1820.487,-630.35,0.0,56.155,19.463,19.463,0.0,36.692,1246.292,,212.182,54.677,,,157.505,39.086,0.0,,,,39.086,0.0,,,0.0,251.268,219.117,219.117,,,,216.193,,,,,,121.357,94.836,435.31,686.578,0.0,143.019,5.744,137.275,0.0,744.595,,887.614,0.0,887.614,1574.192,
06/30/2012,1639.644,11.015,11.015,0.0,241.433,241.433,0.0,0.0,0.0,0.0,0.0,0.0,48.71,25.369,,20.768,2.573,301.158,1282.509,1928.788,-646.279,0.0,55.977,19.463,19.463,0.0,36.514,1338.486,,204.658,62.54,,,142.118,39.796,0.0,,,,39.796,0.0,,,0.0,244.454,228.147,228.147,,,,231.597,,,,,,133.88,97.717,459.744,704.198,0.0,143.019,5.744,137.275,0.0,792.427,,935.446,0.0,935.446,1639.644,
09/30/2012,1714.622,6.902,6.902,0.0,248.254,248.254,0.0,0.0,0.0,0.0,0.0,0.0,50.583,25.495,,19.518,5.57,305.739,1351.358,2003.381,-652.023,0.0,57.525,19.463,19.463,0.0,38.062,1408.883,,198.314,56.93,,,141.384,39.314,0.0,,,,39.314,0.0,,,0.0,237.628,243.497,243.497,,,,247.009,,,,,,146.843,100.166,490.506,728.134,0.0,143.017,8.616,134.401,0.0,843.471,,986.488,0.0,986.488,1714.622,
12/31/2012,1712.514,12.857,12.857,0.0,219.039,219.039,0.0,0.0,0.0,0.0,0.0,0.0,43.132,21.754,0.0,20.054,1.324,275.028,1379.305,2028.224,-648.919,0.0,58.181,19.463,19.463,0.0,38.718,1437.486,,186.161,44.891,6.327,0.0,134.943,38.978,0.0,0.0,0.0,,38.978,0.0,0.0,0.0,0.0,225.139,201.429,201.429,,,,259.977,0.0,0.0,0.0,0.0,30.0,153.186,76.791,461.406,686.545,0.0,143.017,8.616,134.401,0.0,882.952,,1025.969,0.0,1025.969,1712.514,
03/31/2013,1761.192,29.183,29.183,0.0,248.225,248.225,0.0,0.0,0.0,0.0,0.0,0.0,47.556,26.14,,19.324,2.092,324.964,1375.749,2049.825,-674.076,0.0,60.479,19.463,19.463,0.0,41.016,1436.228,,215.511,41.471,37.297,,136.743,38.619,0.0,,,,38.619,0.0,,,0.0,254.13,180.714,180.714,,,,259.826,,,,,,148.72,111.106,440.54,694.67,0.0,143.017,8.616,134.401,0.0,923.505,,1066.522,0.0,1066.522,1761.192,
06/30/2013,1854.73,7.37,7.37,0.0,267.69,267.69,0.0,0.0,0.0,0.0,0.0,0.0,49.022,26.264,,19.605,3.153,324.082,1469.392,2160.66,-691.268,0.0,61.256,19.463,19.463,0.0,41.793,1530.648,,234.725,66.718,23.346,,144.661,38.403,0.0,,,,38.403,0.0,,,0.0,273.128,190.394,190.394,,,,266.431,,,,,,154.804,111.627,456.825,729.953,0.0,143.017,8.616,134.401,0.0,981.76,,1124.777,0.0,1124.777,1854.73,
09/30/2013,1904.679,12.104,12.104,0.0,268.223,268.223,0.0,0.0,0.0,0.0,0.0,0.0,52.949,23.713,,21.975,7.261,333.276,1508.617,2223.721,-715.104,0.0,62.786,19.463,19.463,0.0,43.323,1571.403,,210.408,54.512,0.225,,155.671,38.403,0.0,,,,38.403,0.0,,,0.0,248.811,167.71,167.71,,,,303.232,,,,,,185.408,117.824,470.942,719.753,0.0,143.017,8.616,134.401,0.0,1041.909,,1184.926,0.0,1184.926,1904.679,
12/31/2013,1932.089,30.174,30.174,0.0,248.069,248.069,0.0,0.0,0.0,0.0,0.0,0.0,54.736,21.262,0.0,23.249,10.225,332.979,1543.059,2273.133,-730.074,0.0,56.051,19.463,19.463,0.0,36.588,1599.11,,196.407,36.788,2.168,0.0,157.451,35.715,0.0,0.0,0.0,,35.715,0.0,0.0,0.0,0.0,232.122,155.714,155.714,0.0,0.0,,312.171,0.0,0.0,0.0,0.0,36.6,189.117,86.454,467.885,700.007,0.0,143.017,8.616,134.401,0.0,1089.065,,1232.082,0.0,1232.082,1932.089,
03/31/2014,2031.768,41.244,41.244,0.0,285.249,285.249,0.0,0.0,0.0,0.0,0.0,0.0,62.481,33.432,,25.726,3.323,388.974,1586.076,2347.15,-761.074,0.0,56.718,19.463,19.463,0.0,37.255,1642.794,,257.791,71.764,26.015,,160.012,35.714,0.0,,,,35.714,0.0,,,0.0,293.505,145.0,145.0,,,,315.294,,,,,,189.892,125.402,460.294,753.799,0.0,143.017,8.616,134.401,0.0,1134.952,,1277.969,0.0,1277.969,2031.768,
06/30/2014,2124.063,19.789,19.789,0.0,302.262,302.262,0.0,0.0,0.0,0.0,0.0,0.0,60.322,29.657,,26.722,3.943,382.373,1676.357,2456.416,-780.059,0.0,65.333,19.463,19.463,0.0,45.87,1741.69,,261.849,63.783,25.501,,172.565,35.714,0.0,,,,35.714,0.0,,,0.0,297.563,164.0,164.0,,,,310.682,,,,,,178.115,132.567,474.682,772.245,0.0,143.017,8.616,134.401,0.0,1208.801,,1351.818,0.0,1351.818,2124.063,
09/30/2014,2188.539,8.169,8.169,0.0,322.395,322.395,0.0,0.0,0.0,0.0,0.0,0.0,64.037,29.841,,27.11,7.086,394.601,1730.894,2535.381,-804.487,0.0,63.044,19.463,19.463,0.0,43.581,1793.938,,250.887,47.285,12.608,,190.994,35.714,0.0,,,,35.714,0.0,,,0.0,286.601,148.203,148.203,,,,324.008,,,,,,185.828,138.18,472.211,758.812,0.0,143.017,8.616,134.401,,1286.71,,1429.727,0.0,1429.727,2188.539,
12/31/2014,2206.866,34.787,34.787,0.0,303.17,303.17,0.0,0.0,0.0,0.0,0.0,0.0,65.815,21.085,0.0,,44.73,403.772,1743.245,2574.772,-831.527,0.0,59.849,19.463,19.463,0.0,40.386,1803.094,,219.924,45.314,0.0,0.0,174.61,35.714,0.0,0.0,0.0,,35.714,0.0,0.0,0.0,0.0,255.638,120.0,120.0,0.0,0.0,,337.164,0.0,0.0,0.0,0.0,42.7,191.412,103.052,457.164,712.802,0.0,143.01,8.609,134.401,0.0,1351.054,0.0,1494.064,0.0,1494.064,2206.866,
03/31/2015,2340.384,113.038,113.038,0.0,317.705,317.705,0.0,0.0,0.0,0.0,0.0,0.0,69.15,28.711,,32.994,7.445,499.893,1778.471,2642.662,-864.191,0.0,62.02,19.463,19.463,0.0,42.557,1840.491,,293.726,48.955,47.938,,196.833,27.956,0.0,,,,27.956,0.0,,,0.0,321.682,120.596,120.596,,,,354.845,,,,,,205.617,149.228,475.441,797.123,0.0,142.992,8.591,134.401,0.0,1400.269,,1543.261,0.0,1543.261,2340.384,
06/30/2015,2378.067,12.789,12.789,0.0,330.091,330.091,0.0,0.0,0.0,0.0,0.0,0.0,78.785,34.449,,34.648,9.688,421.665,1891.465,2781.751,-890.286,0.0,64.937,19.463,19.463,0.0,45.474,1956.402,,270.518,61.042,6.501,,202.975,28.344,0.0,,,,28.344,0.0,,,0.0,298.862,118.0,118.0,,,,361.442,,,,,,211.609,149.833,479.442,778.304,0.0,142.951,8.55,134.401,0.0,1456.812,,1599.763,0.0,1599.763,2378.067,
09/30/2015,2474.485,11.412,11.412,0.0,337.706,337.706,0.0,0.0,0.0,0.0,0.0,0.0,87.088,30.352,,36.646,20.09,436.206,1971.21,2890.33,-919.12,0.0,67.069,19.463,19.463,0.0,47.606,2038.279,,273.795,58.258,,,215.537,90.377,0.0,,,,90.377,0.0,,,0.0,364.172,95.0,95.0,,,,367.9,,,,,,218.77,149.13,462.9,827.072,0.0,142.897,8.496,134.401,0.0,1504.516,,1647.413,0.0,1647.413,2474.485,
12/31/2015,2466.504,11.472,11.472,0.0,310.501,310.501,0.0,0.0,0.0,0.0,0.0,0.0,59.757,25.21,0.0,,34.547,381.73,2023.448,2952.825,-929.377,0.0,61.326,19.463,19.463,0.0,41.863,2084.774,,258.914,66.774,0.0,0.0,192.14,26.488,0.0,,,,26.488,0.0,0.0,0.0,0.0,285.402,107.317,107.317,,,,389.148,0.0,0.0,0.0,0.0,48.7,235.054,105.394,496.465,781.867,0.0,142.842,8.441,134.401,0.0,1541.795,0.0,1684.637,0.0,1684.637,2466.504,
03/31/2016,2515.44,7.133,7.133,0.0,311.65,311.65,0.0,0.0,0.0,0.0,0.0,0.0,36.841,32.287,,,4.554,355.624,2098.158,3059.774,-961.616,0.0,61.658,19.463,19.463,0.0,42.195,2159.816,,297.627,81.079,28.881,,187.667,25.596,0.0,,,,25.596,0.0,,,0.0,323.223,99.726,99.726,,,,392.215,,,,,,235.054,157.161,491.941,815.164,0.0,142.766,8.365,134.401,0.0,1557.51,,1700.276,0.0,1700.276,2515.44,
06/30/2016,2659.802,10.673,10.673,0.0,319.019,319.019,0.0,0.0,0.0,0.0,0.0,0.0,42.167,33.687,,,8.48,371.859,2224.883,3211.081,-986.198,0.0,63.06,19.463,19.463,0.0,43.597,2287.943,,291.351,79.23,,,212.121,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,291.351,218.332,218.332,0.0,0.0,,408.35,,,,,,252.501,155.849,626.682,918.033,0.0,142.846,8.31,134.536,0.0,1598.923,,1741.769,0.0,1741.769,2659.802,
09/30/2016,2684.348,15.014,15.014,0.0,333.041,333.041,0.0,0.0,0.0,0.0,0.0,0.0,41.1,31.316,,,9.784,389.155,2229.673,3248.435,-1018.762,0.0,65.52,19.463,19.463,0.0,46.057,2295.193,,268.974,55.145,,,213.829,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,268.974,193.129,193.129,0.0,0.0,,428.77,,,,,,266.348,162.422,621.899,890.873,0.0,143.258,8.258,135.0,0.0,1650.217,,1793.475,0.0,1793.475,2684.348,
12/31/2016,2696.247,10.171,10.171,0.0,320.087,320.087,0.0,0.0,0.0,0.0,0.0,0.0,52.364,37.962,0.0,,14.402,382.622,2241.402,3284.984,-1043.582,0.0,72.223,19.463,19.463,0.0,52.76,2313.625,,288.636,89.216,0.0,0.0,199.42,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,288.636,104.975,104.975,0.0,0.0,,451.478,0.0,0.0,0.0,0.0,53.8,272.599,125.079,556.453,845.089,0.0,143.708,8.242,135.466,0.0,1707.45,0.0,1851.158,0.0,1851.158,2696.247,
03/31/2017,2745.01,47.551,47.551,0.0,332.157,332.157,0.0,0.0,0.0,0.0,0.0,0.0,45.366,39.632,,,5.734,425.074,2246.286,3335.166,-1088.88,0.0,73.65,19.463,19.463,0.0,54.187,2319.936,,284.785,56.843,31.423,,196.519,50.0,0.0,,,,50.0,0.0,,,0.0,334.785,45.0,45.0,,,,455.862,,,,,,272.599,183.263,500.862,835.647,0.0,144.418,8.247,136.171,0.0,1764.945,,1909.363,0.0,1909.363,2745.01,
06/30/2017,2840.198,33.833,33.833,0.0,363.807,363.807,0.0,0.0,0.0,0.0,0.0,0.0,46.972,40.579,,,6.393,444.612,2321.243,3446.345,-1125.102,0.0,74.343,19.463,19.463,0.0,54.88,2395.586,,294.41,54.234,20.678,,219.498,50.0,0.0,,,,50.0,0.0,,,0.0,344.41,45.0,45.0,,,,457.797,,,,,,272.599,185.198,502.797,847.207,0.0,144.946,8.239,136.707,0.0,1848.045,0.0,1992.991,0.0,1992.991,2840.198,
09/30/2017,2956.17,78.091,78.091,0.0,391.858,391.858,0.0,0.0,0.0,0.0,0.0,0.0,43.146,35.617,,,7.529,513.095,2367.403,3530.043,-1162.64,0.0,75.672,19.463,19.463,0.0,56.209,2443.075,,305.649,59.702,19.707,,226.24,50.0,0.0,,,,50.0,0.0,,,0.0,355.649,45.0,45.0,,,,468.505,,,,,,274.414,194.091,513.505,869.154,0.0,145.771,8.238,137.533,0.0,1941.245,0.0,2087.016,0.0,2087.016,2956.17,
12/31/2017,3068.424,127.462,127.462,0.0,394.169,394.169,0.0,0.0,0.0,0.0,0.0,0.0,63.022,41.41,0.0,,21.612,584.653,2404.459,3579.929,-1175.47,0.0,79.312,19.463,19.463,0.0,59.849,2483.771,,301.049,73.729,0.0,0.0,227.32,50.0,0.0,0.0,0.0,,50.0,0.0,0.0,0.0,0.0,351.049,45.0,45.0,0.0,0.0,,395.521,0.0,0.0,0.0,0.0,61.5,189.96,144.061,440.521,791.57,0.0,146.597,8.238,138.359,0.0,2130.257,0.0,2276.854,0.0,2276.854,3068.424,
03/31/2018,3144.004,159.937,159.937,0.0,412.932,412.932,0.0,0.0,0.0,0.0,0.0,0.0,42.581,37.039,,,5.542,615.45,2450.834,3673.648,-1222.814,0.0,77.72,19.463,19.463,0.0,58.257,2528.554,,345.285,78.498,31.305,,235.482,0.0,0.0,,,,0.0,0.0,,,0.0,345.285,45.0,45.0,,,,394.968,,,,,,179.354,215.614,439.968,785.253,0.0,147.15,8.229,138.921,0.0,2211.601,,2358.751,0.0,2358.751,3144.004,
06/30/2018,3321.082,140.571,140.571,0.0,456.906,456.906,0.0,0.0,0.0,0.0,0.0,0.0,50.108,42.735,,,7.373,647.585,2585.708,3858.522,-1272.814,0.0,87.789,19.463,19.463,0.0,68.326,2673.497,,366.362,81.668,27.895,,256.799,0.0,0.0,,,,0.0,0.0,,,0.0,366.362,45.0,45.0,,,,427.669,,,,,,196.945,230.724,472.669,839.031,0.0,147.765,8.208,139.557,0.0,2334.286,0.0,2482.051,0.0,2482.051,3321.082,
09/30/2018,3489.312,177.468,177.468,0.0,466.455,466.455,0.0,0.0,0.0,0.0,0.0,0.0,52.392,36.64,,,15.752,696.315,2703.275,4003.726,-1300.451,0.0,89.722,19.463,19.463,0.0,70.259,2792.997,,362.457,88.15,,,274.307,0.0,0.0,,,,0.0,0.0,,,0.0,362.457,45.0,45.0,,,,464.923,,,,,,227.531,237.392,509.923,872.38,0.0,149.03,8.189,140.841,0.0,2467.902,0.0,2616.932,0.0,2616.932,3489.312,
12/31/2018,3545.283,190.282,190.282,0.0,427.569,427.569,0.0,0.0,0.0,0.0,0.0,0.0,88.378,47.687,0.0,,40.691,706.229,2754.943,4073.152,-1318.209,0.0,84.111,19.463,19.463,0.0,64.648,2839.054,,356.732,78.518,0.0,0.0,278.214,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,356.732,45.0,45.0,0.0,0.0,,463.068,0.0,0.0,0.0,0.0,62.9,247.669,152.499,508.068,864.8,0.0,150.299,8.123,142.176,0.0,2530.184,0.0,2680.483,0.0,2680.483,3545.283,
03/31/2019,3704.042,280.627,280.627,0.0,447.242,447.242,0.0,0.0,0.0,0.0,0.0,0.0,56.009,47.918,,,8.091,783.878,2829.657,4206.877,-1377.22,0.0,90.507,19.463,19.463,0.0,71.044,2920.164,,347.755,79.397,,,268.358,10.4,0.0,10.4,,10.4,0.0,0.0,,,0.0,358.155,103.6,45.0,58.6,,58.6,471.916,,,,,,247.669,224.247,575.516,933.671,0.0,151.23,8.107,143.123,0.0,2619.141,0.0,2770.371,0.0,2770.371,3704.042,
06/30/2019,3758.703,228.96,228.96,0.0,449.984,449.984,0.0,0.0,0.0,0.0,0.0,0.0,62.476,54.315,,,8.161,741.42,2925.471,4361.753,-1436.282,0.0,91.812,19.463,19.463,0.0,72.349,3017.283,,375.605,85.125,13.148,,277.332,10.5,0.0,10.5,,10.5,0.0,0.0,,,0.0,386.105,102.9,45.0,57.9,,57.9,471.213,,,,,,247.669,223.544,574.113,960.218,0.0,152.952,8.014,144.938,0.0,2645.533,0.0,2798.485,0.0,2798.485,3758.703,
09/30/2019,3892.418,322.286,322.286,0.0,425.85,425.85,0.0,0.0,0.0,0.0,0.0,0.0,58.842,46.617,,,12.225,806.978,2995.294,4455.003,-1459.709,0.0,90.146,19.463,19.463,0.0,70.683,3085.44,,386.162,81.269,9.13,,295.763,10.7,0.0,10.7,,10.7,0.0,0.0,,,0.0,396.862,102.9,45.0,57.9,,57.9,483.128,,,,,,247.669,235.459,586.028,982.89,0.0,154.073,7.988,146.085,0.0,2755.455,0.0,2909.528,0.0,2909.528,3892.418,
12/31/2019,3995.568,403.571,403.571,0.0,397.579,397.579,0.0,0.0,0.0,0.0,0.0,0.0,65.684,55.098,0.0,,10.586,866.834,3034.135,4498.37,-1464.235,0.0,94.599,19.463,19.463,0.0,75.136,3128.734,,355.685,70.254,2.847,0.0,282.584,10.4,0.0,10.4,,10.4,0.0,0.0,0.0,0.0,0.0,366.085,101.1,45.0,56.1,,56.1,447.666,0.0,0.0,0.0,0.0,75.4,261.964,110.302,548.766,914.851,0.0,230.399,7.969,222.43,0.0,2850.318,0.0,3080.717,0.0,3080.717,3995.568,
03/31/2020,3934.986,356.972,356.972,0.0,419.128,419.128,0.0,0.0,0.0,0.0,0.0,0.0,54.906,46.421,,,8.485,831.006,2953.99,4479.823,-1525.833,0.0,149.99,19.463,19.463,0.0,130.527,3103.98,,383.295,55.097,53.683,,274.515,45.0,0.0,,,,45.0,0.0,,,0.0,428.295,0.0,,,,,490.642,,,,,,261.964,228.678,490.642,918.937,0.0,229.0,11.813,217.187,0.0,2787.049,0.0,3016.049,0.0,3016.049,3934.986,
