Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/31/2010,1811.471,470.421,470.237,0.184,260.277,260.277,0.0,222.164,26.606,6.021,220.044,-30.507,118.571,8.869,,,109.702,1071.433,118.755,402.659,-283.904,0.0,,0.0,,621.283,508.696,38.086,470.61,,112.587,740.038,,298.705,118.972,1.306,,178.427,0.0,0.0,,,,,61.676,32.122,,3.021,360.381,1174.58,1174.58,,,,48.215,,,,,16.093,1222.795,1583.176,0.0,5693.323,0.936,5692.387,0.0,-5464.53,-0.498,228.295,0.0,228.295,1811.471,
10/31/2010,2118.093,688.687,688.687,0.0,343.582,343.582,0.0,261.619,30.569,6.993,177.994,46.063,147.68,15.087,,,132.593,1441.568,120.294,410.503,-290.209,0.0,,0.0,,556.231,426.412,0.0,426.412,,129.819,676.525,,394.611,200.617,,,193.994,0.0,0.0,0.0,0.0,,,75.334,29.715,,0.0,469.945,1442.705,1442.705,0.0,0.0,,46.15,0.0,0.0,0.0,0.0,16.435,1488.855,1958.8,0.0,5703.078,0.941,5702.137,0.0,-5544.847,1.062,159.293,0.0,159.293,2118.093,
01/31/2011,2049.644,625.82,625.82,0.0,369.718,369.718,0.0,267.346,27.618,5.346,186.899,47.483,135.058,12.23,,,122.828,1397.942,123.956,426.562,-302.606,0.0,,,,527.746,389.275,,389.275,,138.471,651.702,,388.275,202.236,,,186.039,0.0,0.0,,,,,78.575,26.901,,0.0,466.85,1442.619,1442.619,,,,45.048,,,,,18.147,1487.667,1954.517,0.0,5718.217,0.949,5717.268,0.0,-5623.903,0.813,95.127,0.0,95.127,2049.644,
04/30/2011,2004.884,506.84,506.84,0.0,391.33,391.33,,285.696,40.106,8.445,197.636,39.509,139.536,11.098,,,128.438,1323.402,126.399,444.02,-317.621,50.098,50.098,,,504.985,369.775,,369.775,,135.21,681.482,,369.365,178.747,,,190.618,0.0,0.0,,,,,99.187,24.861,,0.0,468.552,1442.534,1442.534,,,,44.093,,,,,19.232,1486.627,1955.179,,5729.489,0.957,5728.532,0.0,-5686.589,6.805,49.705,,49.705,2004.884,
07/31/2011,1938.433,486.332,486.332,0.0,414.826,414.826,0.0,243.827,41.97,12.271,154.161,35.425,141.401,,,,141.401,1286.386,126.174,452.621,-326.447,50.227,50.227,,,475.646,349.845,,349.845,,125.801,652.047,,323.369,140.806,,,182.563,0.0,0.0,,,,,100.988,26.302,,0.0,424.357,1442.449,1442.449,,,,43.056,,,,,16.754,1485.505,1909.862,0.0,5744.18,0.969,5743.211,0.0,-5718.039,2.43,28.571,0.0,28.571,1938.433,
10/31/2011,1951.418,541.896,541.896,0.0,417.509,417.509,0.0,230.076,45.333,13.851,134.998,35.894,143.357,16.477,,,126.88,1332.838,122.558,446.69,-324.132,50.264,50.264,,,445.758,331.635,0.0,331.635,,114.123,618.58,,354.12,157.116,,,197.004,0.0,0.0,0.0,0.0,,,99.373,24.425,,0.0,453.493,1442.364,1442.364,0.0,0.0,,41.688,0.0,0.0,0.0,0.0,17.263,1484.052,1937.545,0.0,5754.21,0.974,5753.236,0.0,-5740.368,0.031,13.873,0.0,13.873,1951.418,
01/31/2012,1918.256,600.7,550.461,50.239,399.457,399.457,0.0,248.651,43.486,17.659,146.857,40.649,126.556,12.25,,,114.306,1375.364,118.105,451.604,-333.499,0.0,,,,424.787,312.22,,312.22,,112.567,542.892,,376.861,176.747,,,200.114,0.0,0.0,,,,,79.88,21.284,,0.0,456.741,1442.279,1442.279,,,,40.34,,,,,19.056,1482.619,1939.36,0.0,5768.768,0.987,5767.781,0.0,-5788.021,-1.851,-21.104,0.0,-21.104,1918.256,
04/30/2012,1928.64,635.713,585.547,50.166,397.291,397.291,0.0,242.724,40.012,12.542,163.414,26.756,133.874,12.204,,,121.67,1409.602,115.773,457.841,-342.068,0.0,0.0,,,403.265,293.769,,293.769,,109.496,519.038,,378.132,174.176,,,203.956,0.0,0.0,,,,,107.1,22.734,,0.0,485.232,1442.193,1442.193,,,,42.284,,,,,19.55,1484.477,1969.709,0.0,5776.756,0.992,5775.764,0.0,-5815.801,-2.024,-41.069,0.0,-41.069,1928.64,
07/31/2012,1915.261,667.347,617.232,50.115,379.092,379.092,0.0,245.043,37.976,12.622,185.679,8.766,119.039,15.115,,,103.924,1410.521,118.568,469.988,-351.42,0.0,0.0,,,386.172,275.67,,275.67,,110.502,504.74,,405.632,205.662,,,199.97,216.21,216.21,,,,,78.319,23.408,,0.0,700.161,1225.898,1225.898,,,,49.46,,,,,26.052,1275.358,1975.519,0.0,5789.889,1.002,5788.887,0.0,-5845.618,-4.529,-60.258,0.0,-60.258,1915.261,
10/31/2012,1881.143,692.501,642.444,50.057,345.496,345.496,0.0,260.098,39.678,10.736,178.21,31.474,117.595,14.769,,,102.826,1415.69,123.58,483.611,-360.031,0.0,,0.0,,341.873,257.137,0.0,257.137,,84.736,465.453,,389.244,179.704,0.0,0.0,209.54,216.21,216.21,,,,,79.516,27.56,,0.0,684.97,1225.806,1225.806,,,,59.339,0.0,0.0,0.0,0.0,31.779,1285.145,1970.115,0.0,5798.771,1.006,5797.765,0.0,-5884.389,-3.354,-88.972,0.0,-88.972,1881.143,
01/31/2013,1885.172,637.185,552.267,84.918,394.785,394.785,0.0,266.901,46.23,7.079,178.815,34.777,136.002,16.129,,,119.873,1434.873,122.207,444.356,-322.149,0.0,,,,328.092,239.3,,239.3,,88.792,450.299,,397.589,182.671,,,214.918,216.21,216.21,,,,,79.916,28.562,,0.0,693.715,1208.745,1208.745,,,,61.347,,,,,32.785,1270.092,1963.807,0.0,5855.439,1.015,5854.424,0.0,-5931.713,-2.361,-78.635,0.0,-78.635,1885.172,
04/30/2013,1693.344,456.471,356.498,99.973,421.014,421.014,0.0,248.096,49.933,9.749,145.051,43.363,138.577,16.689,,,121.888,1264.158,117.553,443.373,-325.82,0.0,,,,311.633,221.476,,221.476,,90.157,429.186,,421.603,198.82,,,222.783,0.0,0.0,,,,,98.603,28.272,,0.0,520.206,1209.814,1209.814,,,,61.261,,,,,32.989,1271.075,1791.281,0.0,5865.401,1.02,5864.381,0.0,-5958.792,-4.546,-97.937,0.0,-97.937,1693.344,
07/31/2013,1727.355,478.16,378.179,99.981,430.424,430.424,0.0,235.53,51.549,7.931,147.757,28.293,160.363,18.029,,,142.334,1304.477,114.041,415.687,-301.646,15.022,,15.022,,293.815,203.652,,203.652,,90.163,422.878,,448.847,208.707,,,240.14,0.0,0.0,,,,,92.277,25.213,,0.0,541.124,1210.907,1210.907,,,,58.492,,,,,33.279,1269.399,1810.523,0.0,5883.391,1.031,5882.36,0.0,-5960.023,-6.536,-83.168,0.0,-83.168,1727.355,
10/31/2013,1802.77,471.466,346.487,124.979,488.578,488.578,0.0,249.103,53.274,7.773,153.855,34.201,186.655,16.963,,,169.692,1395.802,119.729,410.821,-291.092,15.031,,15.031,,272.208,185.828,0.0,185.828,,86.38,406.968,,526.505,254.849,0.0,0.0,271.656,0.0,0.0,,,,,88.55,23.62,,0.0,615.055,1212.019,1212.019,,,,58.373,0.0,0.0,0.0,0.0,34.753,1270.392,1885.447,0.0,5894.917,1.037,5893.88,0.0,-5969.82,-7.774,-82.677,0.0,-82.677,1802.77,
01/31/2014,1800.615,425.077,330.084,94.993,518.915,518.915,0.0,284.124,56.699,7.348,177.996,42.081,188.848,15.927,,,172.921,1416.964,119.446,414.432,-294.986,15.038,,15.038,,249.167,168.938,,168.938,,80.229,383.651,,519.92,245.828,,,274.092,0.0,0.0,,,,,96.236,24.164,,0.0,616.156,1213.146,1213.146,,,,58.174,,,,,34.01,1271.32,1887.476,0.0,5913.721,1.05,5912.671,0.0,-5985.756,-14.826,-86.861,0.0,-86.861,1800.615,
04/30/2014,1795.464,415.132,325.083,90.049,514.973,514.973,0.0,293.952,56.689,7.919,181.02,48.324,207.279,15.244,,,192.035,1431.336,119.876,426.011,-306.135,15.042,,15.042,,229.21,155.117,,155.117,,74.093,364.128,,483.934,229.498,,,254.436,187.647,187.647,,,,,118.473,23.82,,0.0,790.054,1026.641,1026.641,,,,59.609,,,,,35.789,1086.25,1876.304,0.0,5927.332,1.056,5926.276,0.0,-5995.914,-12.258,-80.84,0.0,-80.84,1795.464,
07/31/2014,2100.417,653.134,532.884,120.25,541.573,541.573,0.0,293.092,61.429,8.268,172.321,51.074,210.632,20.742,,,189.89,1698.431,116.949,414.409,-297.46,65.019,,65.019,,220.018,141.897,,141.897,,78.121,401.986,,504.476,236.63,,,267.846,190.105,190.105,,,,,114.59,25.078,,0.0,809.171,1274.116,1274.116,,,,62.284,,,,,37.206,1336.4,2145.571,0.0,5946.639,1.066,5945.573,0.0,-5979.754,-12.039,-45.154,0.0,-45.154,2100.417,
10/31/2014,2072.632,726.925,586.72,140.205,518.981,518.981,0.0,254.66,64.853,8.371,165.799,15.637,192.624,23.539,0.0,,167.523,1693.19,126.632,429.413,-302.781,124.133,,50.057,74.076,128.677,128.677,0.0,128.677,,0.0,379.442,,486.385,209.777,0.0,0.0,276.608,190.063,0.0,,,,190.063,104.688,40.93,0.0,0.0,781.136,1274.791,1274.791,,,,86.32,0.0,0.0,0.0,0.0,45.39,1361.111,2142.247,0.0,5955.51,1.07,5954.44,0.0,-6010.457,-14.668,-69.615,0.0,-69.615,2072.632,
01/31/2015,2056.155,743.877,598.723,145.154,513.554,513.554,0.0,241.118,53.92,9.347,159.587,18.264,182.818,21.251,,,160.913,1681.367,119.403,418.122,-298.719,55.153,,55.153,,200.232,115.458,,115.458,,84.774,374.788,,482.093,192.109,,,289.984,190.02,0.0,,,,190.02,106.486,46.052,,0.0,778.599,1275.483,1275.483,,,,90.648,,,,,44.596,1366.131,2144.73,0.0,5974.619,1.082,5973.537,0.0,-6029.236,-33.958,-88.575,0.0,-88.575,2056.155,
04/30/2015,2091.564,731.427,586.338,145.089,553.306,553.306,0.0,214.593,57.343,10.567,147.825,-1.142,183.512,21.959,,,161.553,1682.838,139.064,441.257,-302.193,85.233,,85.233,,184.429,102.238,,102.238,,82.191,408.726,,463.873,210.002,,,253.871,2.5,0.0,,,,2.5,109.12,49.845,,0.0,575.493,1276.107,1276.107,,,,101.301,,,,,51.456,1377.408,1952.901,0.0,6169.039,1.177,6167.862,0.0,-6008.583,-21.793,138.663,0.0,138.663,2091.564,
07/31/2015,2163.695,857.158,697.091,160.067,530.261,530.261,0.0,194.017,54.112,8.924,119.635,11.346,185.14,23.095,,,156.208,1766.576,159.592,452.579,-292.987,70.161,,70.161,,167.366,89.019,,89.019,,78.347,397.119,,474.465,201.774,,,272.691,2.5,0.0,,,,2.5,114.902,53.731,,0.0,591.867,1276.761,1276.761,,,,117.213,,,,,63.482,1393.974,1985.841,0.0,6188.946,1.187,6187.759,0.0,-5984.957,-26.135,177.854,0.0,177.854,2163.695,
10/31/2015,2695.051,926.078,790.971,135.107,550.792,550.792,0.0,191.162,53.082,9.12,125.966,2.994,196.178,25.074,0.0,,171.015,1864.21,191.973,486.253,-294.28,179.761,,95.105,84.656,459.107,459.107,256.434,202.673,,0.0,830.841,,538.423,222.14,0.0,0.0,316.283,2.5,0.0,,,,2.5,126.111,62.962,0.0,0.0,667.034,1271.639,1271.639,,,,135.502,0.0,0.0,0.0,0.0,72.54,1407.141,2074.175,0.0,6641.792,1.356,6640.436,0.0,-5998.79,-22.126,620.876,0.0,620.876,2695.051,
01/31/2016,2589.315,870.331,660.321,210.01,480.382,480.382,0.0,205.664,51.925,13.448,117.878,22.413,194.643,24.113,,,170.53,1751.02,199.561,496.379,-296.818,125.06,,125.06,,513.674,438.601,256.434,182.167,,75.073,838.295,,446.065,183.852,,,262.213,2.5,0.0,,,,2.5,106.664,67.027,,0.0,555.229,1258.316,1258.316,,,,148.743,,,,,81.716,1407.059,1962.288,0.0,6665.139,1.374,6663.765,0.0,-6010.336,-27.776,627.027,0.0,627.027,2589.315,
04/30/2016,2981.583,1117.212,922.033,195.179,555.056,555.056,0.0,190.861,50.612,12.91,120.356,6.983,214.92,25.749,,,189.171,2078.049,248.649,554.327,-305.678,125.233,,125.233,,529.652,452.601,267.681,184.92,,77.051,903.534,,508.333,225.237,,,283.096,5.0,0.0,,,,5.0,116.799,70.233,,0.0,630.132,1505.389,1505.389,,,,177.05,,,,,106.817,1682.439,2312.571,0.0,6680.97,1.38,6679.59,0.0,-5996.339,-15.619,669.012,0.0,669.012,2981.583,
07/31/2016,3043.658,1150.24,854.918,295.322,588.389,588.389,0.0,221.598,45.655,13.813,158.756,3.374,189.947,26.903,,,162.783,2150.174,272.955,583.008,-310.053,188.099,,115.366,72.733,432.43,432.43,267.261,165.169,,0.0,893.484,,529.859,232.736,,,297.123,455.465,0.0,,,,455.465,117.952,70.287,,0.0,1103.276,1025.684,1025.684,,,,193.139,,,,,122.852,1218.823,2322.099,0.0,6705.742,1.393,6704.349,0.0,-5962.793,-21.39,721.559,0.0,721.559,3043.658,
10/31/2016,2882.442,1052.863,777.615,275.248,576.235,576.235,0.0,211.251,44.644,12.852,156.402,-2.647,172.843,25.659,0.0,,147.009,2013.192,288.406,591.171,-302.765,167.159,,90.172,76.987,413.685,413.685,266.974,146.711,,0.0,869.25,,546.295,235.942,,,310.353,236.558,0.0,,,,236.558,109.009,73.854,0.0,0.0,891.862,1025.991,1025.991,,,,198.248,0.0,0.0,0.0,0.0,124.394,1224.239,2116.101,0.0,6716.876,1.398,6715.478,0.0,-5926.206,-24.329,766.341,0.0,766.341,2882.442,
01/31/2017,2860.094,943.909,693.853,250.056,595.706,595.706,0.0,284.595,43.503,13.959,197.651,29.482,173.842,24.343,,,149.499,1998.052,293.15,605.113,-311.963,173.876,,109.934,63.942,395.016,395.016,267.169,127.847,,0.0,862.042,,538.068,273.513,,,264.555,190.122,0.0,,,,190.122,113.371,78.565,,0.0,841.561,1019.755,1019.755,,,,199.885,,,,,121.32,1219.64,2061.201,0.0,6739.409,1.413,6737.996,0.0,-5922.345,-18.171,798.893,0.0,798.893,2860.094,
04/30/2017,2777.103,903.402,628.623,274.779,564.856,564.856,0.0,287.073,43.905,12.859,204.376,25.933,186.919,23.996,,,162.923,1942.25,299.792,622.27,-322.478,89.852,,89.852,,445.209,380.018,266.773,113.245,,65.191,834.853,,512.038,249.556,,,262.482,189.221,0.0,,,,189.221,105.514,81.349,,0.0,806.773,929.182,929.182,,,,194.603,,,,,113.254,1123.785,1930.558,0.0,6752.05,1.418,6750.632,0.0,-5884.319,-21.186,846.545,0.0,846.545,2777.103,
07/31/2017,2736.66,794.283,559.54,234.743,654.637,653.242,1.395,276.421,46.857,16.172,179.394,33.998,197.794,25.229,,,170.754,1923.135,314.85,649.101,-334.251,60.59,,59.874,0.716,438.085,374.831,267.841,106.99,,63.254,813.525,,539.203,258.358,,,280.845,7.784,0.0,3.784,3.784,,4.0,110.629,86.898,,0.0,657.616,1007.851,931.302,76.549,76.549,,126.883,,,,,39.985,1134.734,1792.35,0.0,6774.114,1.427,6772.687,0.0,-5824.309,-5.495,944.31,0.0,944.31,2736.66,
10/31/2017,3951.711,919.646,640.513,279.133,624.232,622.183,2.049,267.143,52.898,18.623,185.488,10.134,195.29,66.827,0.218,91.647,36.589,2006.311,308.465,650.916,-342.451,50.835,,49.783,1.052,1586.1,368.455,267.458,100.997,1155.104,62.323,1945.4,,579.26,260.098,,,319.162,356.065,0.0,3.772,3.772,,352.293,102.418,82.589,0.0,0.0,1037.743,657.095,583.688,73.407,73.407,,120.531,0.0,0.0,0.0,0.0,37.942,777.626,1815.369,0.0,6811.612,1.43,6810.182,0.0,-4664.253,-11.017,2136.342,0.0,2136.342,3951.711,
01/31/2018,3469.384,927.61,648.867,278.743,553.724,553.724,0.0,255.251,47.71,16.444,176.426,14.671,186.837,,,,186.837,1923.422,318.835,,,59.151,,59.151,,1167.976,364.384,267.899,96.485,739.446,64.146,1545.962,,473.635,209.243,,,264.392,356.525,0.0,3.772,3.772,,352.753,103.216,79.297,,0.0,933.376,658.008,584.601,73.407,73.407,,121.86,,,,,42.563,779.868,1713.244,0.0,6830.09,1.442,6828.648,0.0,-5076.325,2.375,1756.14,0.0,1756.14,3469.384,
04/30/2018,3506.554,920.68,652.096,268.584,647.38,647.38,0.0,231.338,48.356,13.253,165.733,3.996,186.024,,,,186.024,1985.422,298.631,,,58.895,,58.895,,1163.606,358.015,267.442,90.573,734.824,70.767,1521.132,,530.857,264.398,,,266.459,356.98,0.0,3.772,3.772,,353.208,101.918,76.725,,0.0,989.755,658.945,585.538,73.407,73.407,,113.735,,,,,37.01,772.68,1762.435,0.0,6811.66,1.434,6810.226,0.0,-5062.469,-5.072,1744.119,0.0,1744.119,3506.554,
07/31/2018,3622.695,955.154,726.214,228.94,728.94,728.94,0.0,227.885,54.003,11.1,173.419,-10.637,192.497,,,,192.497,2104.476,295.9,,,29.465,,29.465,,1192.854,395.853,287.551,108.302,724.087,72.914,1518.219,,606.827,312.611,,,294.216,357.441,0.0,3.772,3.772,,353.669,104.17,79.914,,0.0,1068.438,659.912,586.505,73.407,73.407,,115.391,,,,,35.477,775.303,1843.741,0.0,6799.288,1.431,6797.857,0.0,-5011.629,-8.705,1778.954,0.0,1778.954,3622.695,
10/31/2018,3756.523,894.404,745.423,148.981,787.128,786.502,0.626,262.751,67.468,9.589,188.575,-2.881,198.319,70.61,0.779,82.518,45.058,2142.602,292.067,670.877,-378.81,58.97,,58.97,,1262.884,446.193,297.968,148.225,745.039,70.873,1613.921,,677.11,340.582,,,336.528,174.759,164.212,3.547,3.547,,7.0,111.134,58.323,0.0,0.0,963.003,754.695,686.45,68.245,68.245,,109.491,0.0,0.0,0.0,0.0,51.168,864.186,1827.189,0.0,6882.766,1.543,6881.223,0.0,-4947.652,-5.78,1929.334,0.0,1929.334,3756.523,
01/31/2019,3618.106,787.953,668.81,119.143,761.475,761.186,0.289,323.106,75.525,10.045,225.937,11.599,217.133,69.021,,71.941,76.119,2089.667,288.713,,,0.0,,0.0,,1239.726,436.973,297.968,139.005,728.139,74.614,1528.439,,604.712,335.547,,,269.165,10.547,0.0,3.547,3.547,,7.0,85.501,50.64,,0.0,700.76,753.184,684.939,68.245,68.245,,109.857,,,,,59.217,863.041,1563.801,0.0,6929.176,1.563,6927.613,0.0,-4864.231,-10.64,2054.305,0.0,2054.305,3618.106,
04/30/2019,3686.778,818.475,699.148,119.327,756.607,756.607,0.0,359.417,90.317,11.986,205.44,51.674,243.669,70.792,,77.788,94.325,2178.168,282.022,,,0.0,,0.0,,1226.588,427.682,297.711,129.971,715.968,82.938,1508.61,,655.338,366.932,,,288.406,10.011,0.0,3.011,3.011,,7.0,104.03,40.992,,0.0,769.379,683.429,683.429,,,,170.771,,,,,129.779,854.2,1623.579,0.0,6893.898,1.556,6892.342,0.0,-4811.493,-19.206,2063.199,0.0,2063.199,3686.778,
07/31/2019,3775.708,842.899,723.229,119.67,798.884,798.884,0.0,356.818,102.24,15.456,193.487,45.635,292.631,86.643,,84.359,120.747,2291.232,280.63,,,0.0,,0.0,,1203.846,419.154,297.884,121.27,700.206,84.486,1484.476,,679.055,356.716,,,322.339,9.798,0.0,2.798,2.798,,7.0,102.182,42.848,,0.0,791.035,681.918,681.918,,,,183.371,,,,,140.523,865.289,1656.324,0.0,6867.892,1.551,6866.341,0.0,-4724.744,-23.764,2119.384,0.0,2119.384,3775.708,
10/31/2019,3893.346,1013.985,904.045,109.94,724.854,724.854,0.0,345.049,99.041,13.657,226.622,5.729,297.914,87.58,0.0,84.706,124.058,2381.802,286.884,710.398,-423.514,10.014,,10.014,,1214.646,410.718,297.937,112.781,714.942,88.986,1511.544,,724.795,344.819,,,379.976,9.764,0.0,2.764,2.764,,7.0,111.381,45.492,0.0,0.0,845.94,745.69,680.406,65.284,65.284,,128.955,0.0,0.0,0.0,0.0,83.463,874.645,1720.585,0.0,6839.258,1.544,6837.714,0.0,-4644.413,-22.084,2172.761,0.0,2172.761,3893.346,
01/31/2020,3830.887,947.353,837.286,110.067,655.105,655.105,0.0,342.673,106.522,11.728,219.907,4.516,321.313,103.672,,87.706,129.662,2266.444,327.887,,,10.076,,10.076,,1226.48,436.553,310.913,125.64,699.439,90.488,1564.443,,582.343,311.748,,,270.595,28.333,0.0,21.333,2.71,18.623,7.0,122.41,44.425,,0.0,733.086,798.24,680.786,117.454,64.121,53.333,105.911,,,,,61.486,904.151,1637.237,0.0,6803.446,1.539,6801.907,0.0,-4582.085,-27.711,2193.65,0.0,2193.65,3830.887,
05/02/2020,3856.762,988.474,887.732,100.742,693.963,693.963,0.0,325.753,106.193,11.471,194.532,13.557,332.021,101.339,,78.275,152.062,2340.211,308.731,,,0.0,0.0,,,1207.82,425.805,310.269,115.536,689.416,92.599,1516.551,,578.352,292.164,,,286.188,27.611,0.0,20.681,2.585,18.096,6.93,107.023,42.894,,0.0,712.986,790.023,679.356,110.667,59.567,51.1,113.177,,,,,70.283,903.2,1616.186,0.0,6792.392,1.536,6790.856,0.0,-4490.43,-61.386,2240.576,0.0,2240.576,3856.762,
08/01/2020,4055.188,1164.153,1093.749,70.404,715.195,715.195,0.0,363.6,133.6,12.6,215.3,2.1,324.935,,,,324.935,2567.883,315.569,,,0.0,0.0,,,1171.736,416.954,310.772,106.182,655.32,99.462,1487.305,,598.193,297.163,,,301.03,26.347,0.0,19.417,,19.417,6.93,95.951,40.919,,0.0,720.491,729.997,677.856,52.141,,52.141,175.833,,,,,134.914,905.83,1626.321,0.0,6817.219,1.543,6815.676,0.0,-4348.163,-40.189,2428.867,0.0,2428.867,4055.188,
