Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,742.76001,22.384001,22.384001,0.0,95.864998,,,388.743011,,,,,38.594002,,,,,,,545.585999,143.020996,332.617004,-189.595993,0.0,54.153,,,,,,54.153,197.173996,,102.669998,102.669998,,,,59.133999,,,,,,97.19701,,,,97.19701,259.001007,128.770996,,,,,21.778999,,,21.778999,150.549995,409.551003,0.0,92.619003,,,,,240.589996,333.209,0.0,333.209,742.760002,
02/01/1992,705.241028,18.683001,18.683001,0.0,98.115997,,,359.893005,,,,,37.206001,,,,,,,513.89801,138.843002,326.143005,-187.300003,0.0,52.5,,,,,,52.5,191.343002,,103.106003,103.106003,,,,28.641001,,,,,,84.911993,,,,84.911993,216.658997,144.563995,,,,,30.631001,,,30.631001,175.194996,391.853993,0.0,93.056999,,,,,220.330002,313.387001,0.0,313.387001,705.240994,
05/02/1992,707.625,20.867001,20.867001,0.0,97.254997,,,361.292999,,,,,47.006001,,,,,,,526.421021,128.485001,306.438995,-177.953995,0.0,52.719002,,,,,,52.719002,181.204002,,112.398003,112.398003,,,,42.831001,,,,,,93.623001,,,,93.623001,248.852005,144.565994,,,,,28.413,,,28.413,172.978994,421.830999,0.0,93.359001,,,,,192.434998,285.793999,0.0,285.793999,707.624998,
08/01/1992,744.205994,15.006,15.006,0.0,112.112999,,,391.674988,,,,,46.495998,,,,,,,565.289978,126.592003,310.832001,-184.240005,0.0,52.324001,,,,,,52.324001,178.916004,,129.919006,129.919006,,,,85.953003,,,,,,90.537994,,,,90.537994,306.410004,124.583,,,,,28.316,,,28.316,152.899,459.309004,0.0,93.360001,,,,,191.537003,284.897003,0.0,284.897003,744.206007,
10/31/1992,753.586975,22.132,22.132,0.0,105.412003,,,398.782013,,,,,47.325001,,,,,,,573.651001,124.669998,312.769989,-188.100006,0.0,55.265999,,,,,,55.265999,179.935997,,120.151001,120.151001,,,,86.303001,,,,,,106.681984,,,,106.681984,313.135986,124.792999,,,,,27.961,,,27.961,152.754,465.889986,0.0,93.206001,,,,,194.490997,287.696999,0.0,287.696999,753.586985,
01/30/1993,735.690979,21.625,21.625,0.0,114.594002,,,333.214996,,,,,88.718002,,,,,,,558.151978,99.536003,245.778,-146.242004,0.0,78.002998,,,,,,78.002998,177.539001,,102.815002,102.815002,,,,108.510002,,,,,,84.215981,,,,84.215981,295.540985,123.024002,,,,,28.138,,,28.138,151.162002,446.702987,0.0,93.210999,,,-4.166,,199.942993,288.987992,0.0,288.987992,735.690979,
04/30/1993,758.60498,12.184,12.184,0.0,106.699997,,,365.972992,,,,,97.456001,,,,,,,582.312988,99.469002,235.434998,-135.966003,0.0,76.822998,,,,,,76.822998,176.292,,114.893997,114.893997,,,,123.897003,,,,,,89.668991,,,,89.668991,328.459991,118.403,,,,,26.886,,,26.886,145.289,473.748991,0.0,97.057999,,,,,187.798004,284.856003,0.0,284.856003,758.604994,
07/31/1993,829.164001,2.249,2.249,0.0,128.022003,,,477.095001,,,,,41.988998,,,,,,,649.35498,124.987999,303.253998,-178.266006,0.0,54.820999,,,,,,54.820999,179.808998,,142.660004,142.660004,,,,137.466995,,,,,,95.681992,,,,95.681992,375.80899,138.376999,,,,,28.923,,,28.923,167.299999,543.10899,0.0,97.772003,,,,,188.283005,286.055008,0.0,286.055008,829.163998,
10/30/1993,787.674011,25.497,25.497,0.0,123.596001,,,293.787994,,,,,166.988998,,,,,,,609.869995,92.103996,210.606995,-118.502998,0.0,85.699997,,,,,,85.699997,177.803993,,79.355003,79.355003,,,,157.464996,,,,,,94.836006,,,,94.836006,331.656006,137.352005,,,,,26.368999,,,26.368999,163.721004,495.37701,0.0,99.264999,,,,,193.031998,292.296997,0.0,292.296997,787.674007,
01/29/1994,739.929993,16.892,16.892,0.0,109.824997,,,286.992004,,,,,166.352005,,,,,,,580.060974,86.695,198.050995,-111.356003,0.0,73.174004,,,,,,73.174004,159.869004,,84.694,84.694,,,,153.798996,,,,,,101.013993,,,,101.013993,339.506989,135.324005,,,,,31.236,,,31.236,166.560005,506.066994,0.0,102.054001,,,0.0,,131.809006,233.863007,0.0,233.863007,739.930001,
04/30/1994,771.679993,21.264,21.264,0.0,103.684998,,,381.52301,,,,,105.421997,,,,,,,611.893982,98.651001,224.673996,-126.023003,0.0,61.134998,,,,,,61.134998,159.785999,,106.083,106.083,,,,148.278,,,,,,114.693993,,,,114.693993,369.054993,135.289001,,,,,30.851999,,,30.851999,166.141001,535.195993,0.0,104.511002,,,,,131.973007,236.484009,0.0,236.484009,771.680002,
07/30/1994,679.700989,23.016001,23.016001,0.0,86.25,,,368.980988,,,,,48.176998,,,,,,,526.424011,93.568001,211.634003,-118.066002,0.0,59.709,,,,,,59.709,153.277,,135.080002,135.080002,,,,144.334,,,,,,85.154999,,,,85.154999,364.569,57.466999,,,,,33.247002,,,33.247002,90.714001,455.283001,0.0,113.805,,,0.0,,110.612999,224.417999,0.0,224.417999,679.701,
10/29/1994,684.638,31.382,31.382,0.0,115.271004,,,322.901001,,,,,60.549,,,,,,,530.103027,93.888,199.817993,-105.93,0.0,60.646999,,,,,,60.646999,154.535,,97.261002,97.261002,,,,61.528,,,,,,109.447998,,,,109.447998,268.237,135.214005,,,,,30.323999,,,30.323999,165.538004,433.775003,0.0,113.973999,,,,,136.889008,250.863007,0.0,250.863007,684.63801,
01/31/1995,636.515015,18.922001,18.922001,0.0,98.079002,,,322.028992,,,,,39.93,,,,,,,478.959991,92.903999,203.227005,-110.322998,0.0,64.651001,,,,,,64.651001,157.555,,85.044998,85.044998,,,,43.147999,,,,,,91.589001,,,,91.589001,219.781998,133.212997,,,,,33.792999,,,33.792999,167.005996,386.787994,0.0,114.345001,,,0.0,,135.382004,249.727005,0.0,249.727005,636.514999,
04/29/1995,660.356995,20.457001,20.457001,0.0,91.158997,,,336.746002,,,,,54.752998,,,,,,,503.11499,94.347,208.783005,-114.435997,0.0,62.895,,,,,,62.895,157.242001,,105.925003,105.925003,,,,128.029999,,,,,,96.313004,,,,96.313004,330.268005,57.465,,,,,33.168999,,,33.168999,90.633999,420.902004,0.0,113.894997,,,0.0,,125.559998,239.454994,0.0,239.454994,660.356998,
07/29/1995,679.700989,23.016001,23.016001,0.0,86.25,,,368.980988,,,,,48.176998,,,,,,,526.424011,93.568001,211.634003,-118.066002,,59.709,,,,,,59.709,153.277,,135.080002,135.080002,,,,144.334,,,,,,85.154999,,,,85.154999,364.569,57.466999,,,,,33.247002,,,33.247002,90.714001,455.283001,0.0,113.805,,,0.0,,110.612999,224.417999,0.0,224.417999,679.701,
10/28/1995,686.559998,28.662001,28.662001,0.0,94.419998,,,356.339996,,,,,47.907001,,,,,,,527.328979,94.783997,213.895004,-119.111,0.0,64.446999,,,,,,64.446999,159.230995,,106.966003,106.966003,,,,109.255997,,,,,,102.692001,,,,102.692001,318.914001,107.469002,,,,,29.872999,,,29.872999,137.342001,456.256002,0.0,113.474998,,,,,116.829002,230.304001,0.0,230.304001,686.560003,
02/03/1996,661.05603,35.057999,35.057999,0.0,86.417,,,342.282013,,,,,41.581001,,,,,,,505.338013,87.720001,191.457001,-103.737,0.0,67.998001,,,,,,67.998001,155.718002,,106.112999,106.112999,,,,114.0,,,,,,75.825996,,,,75.825996,295.938995,105.470001,,,,,28.011,,,28.011,133.481001,429.419996,0.0,113.257004,,,0.0,,118.378998,231.636002,0.0,231.636002,661.055998,
05/04/1996,670.505981,22.146,22.146,0.0,76.582001,,,374.272003,,,,,42.34,,,,,,,515.340027,86.285004,198.373993,-112.088997,0.0,68.880997,,,,,,68.880997,155.166,,95.847,95.847,,,,146.5,,,,,,68.324997,,,,68.324997,310.671997,104.022003,,,,,27.167,,,27.167,131.189003,441.861,0.0,113.115997,,,0.0,,115.528999,228.644997,0.0,228.644997,670.505997,
08/03/1996,718.913025,35.119999,35.119999,0.0,77.760002,,,410.282013,,,,,41.723999,,,,,,,564.885986,84.297997,199.279007,-114.981003,0.0,69.728996,,,,,,69.728996,154.026993,,157.014999,157.014999,,,,123.0,,,,,,78.442001,,,,78.442001,358.457001,104.022003,,,,,26.313999,,,26.313999,130.336002,488.793003,0.0,113.843002,,,0.0,,116.277,230.120003,0.0,230.120003,718.913006,
11/02/1996,720.142029,28.091,28.091,0.0,87.425003,,,408.812988,,,,,39.377998,,,,,,,563.70697,84.781998,206.457993,-121.676003,0.0,71.653,,,,,,71.653,156.434998,,130.246994,130.246994,,,,44.0,,,,,,81.006012,,,,81.006012,255.253006,199.022995,,,,,25.445999,,,25.445999,224.468994,479.722,0.0,113.698997,,,0.0,,126.721001,240.419998,0.0,240.419998,720.141998,
02/01/1997,722.375,38.686001,38.686001,0.0,90.246002,,,398.803009,,,,,37.040001,,,,,,,564.775024,85.379997,202.229004,-116.848999,0.0,72.220001,,,,,,72.220001,157.599998,,124.696999,124.696999,,,,64.0,,,,,,75.058006,,,,75.058006,263.755005,197.024994,,,,,24.558001,,,24.558001,221.582994,485.337999,0.0,113.696999,,,0.0,,123.339996,237.036995,0.0,237.036995,722.374994,
05/03/1997,711.869995,28.167999,28.167999,0.0,87.311996,,,401.122986,,,,,39.257,,,,,,,555.859985,84.225998,205.886002,-121.660004,0.0,71.783997,,,,,,71.783997,156.009995,,122.431,122.431,,,,55.0,,,,,,80.308014,,,,80.308014,257.739014,197.024994,,,,,24.49,,,24.49,221.514994,479.254007,0.0,114.658997,,,0.0,,117.957001,232.615997,0.0,232.615997,711.870005,
08/02/1997,748.622009,42.32,42.32,0.0,73.484001,,,439.208008,,,,,37.633999,,,,,,,592.645996,83.865997,208.233994,-124.367996,0.0,72.110001,,,,,,72.110001,155.975998,,160.794998,160.794998,,,,49.0,,,,,,85.827988,,,,85.827988,295.622986,197.024994,,,,,23.929001,,,23.929001,220.953995,516.576981,0.0,114.403999,,,0.0,,117.640999,232.044998,0.0,232.044998,748.621979,
11/01/1997,696.893005,25.496,25.496,0.0,85.598,,,393.971985,,,,,35.471001,,,,,,,540.536987,83.560997,210.261993,-126.700996,0.0,72.794998,,,,,,72.794998,156.355995,,124.007004,124.007004,,,,34.0,,,,,,104.440994,,,,104.440994,262.447998,197.026993,,,,,23.282,,,23.282,220.308992,482.75699,0.0,114.334,,,0.0,,99.802002,214.136002,0.0,214.136002,696.892992,
01/31/1998,694.987976,50.136002,50.136002,0.0,77.355003,,,380.177002,,,,,30.862,,,,,,,538.530029,82.744003,212.330002,-129.585999,0.0,73.713997,,,,,,73.713997,156.458,,118.906998,118.906998,,,,54.0,,,,,,105.185989,,,,105.185989,278.092987,197.026993,,,,,20.677999,,,20.677999,217.704992,495.797979,0.0,114.721001,,,0.0,,84.469002,199.190002,0.0,199.190002,694.987982,
05/02/1998,663.539001,36.602001,36.602001,0.0,71.259003,,,370.437988,,,,,30.299999,,,,,,,508.598999,80.365997,213.451996,-133.085999,0.0,74.573997,,,,,,74.573997,154.939995,,118.154999,118.154999,,,,45.0,,,,,,95.834991,,,,95.834991,258.98999,182.028,,,,,20.388,,,20.388,202.416,461.405991,0.0,114.629997,,,0.0,,87.502998,202.132996,0.0,202.132996,663.538986,
08/01/1998,684.16,32.18,32.18,,75.109,75.109,,396.657,,,,,26.014,,,,,,,529.96,78.95,214.26,-135.31,,75.25,,,,,,75.25,154.2,,161.772,161.772,,,,15.0,,,,,,101.746,,,,101.746,278.518,182.029,,,,,20.54,,,20.54,202.569,481.087,,114.565,,,,101.813,-13.305,203.073,,203.073,684.16,
10/31/1998,654.711975,37.418999,37.418999,0.0,67.287003,,,369.423004,,,,,25.896,,,,,,,500.024994,77.865997,215.692001,-137.826004,0.0,76.820999,0.0,,,,,76.820999,154.686996,,121.446999,121.446999,,,,25.0,,,,,,100.82,,,,100.82,247.266998,172.029999,,,,,20.351999,,,20.351999,192.381998,439.648996,0.0,114.698997,,,0.0,,100.363998,215.062996,0.0,215.062996,654.711992,
01/30/1999,655.232,45.532,45.532,0.0,67.815,67.815,,362.274,,,362.273987,,21.762,,,,,,,497.383,82.178,217.054,-134.876,0.0,75.671,,,,,,75.671,157.849,,124.921,124.921,,,,25.0,,,,,,96.523,,,,96.523,246.444,172.031,,,,,19.583,,,19.583,191.614,438.058,0.0,116.374,,,0.0,113.7,-12.9,217.174,0.0,217.174,655.232,
05/01/1999,676.885986,26.926001,26.926001,0.0,76.851997,,,389.181,,,389.181,,21.936001,,,,,,,514.89502,84.762001,224.809998,-140.048004,0.0,77.228996,0.0,,,,,77.228996,161.990997,,131.804993,131.804993,,,,38.0,,,,,,90.888,,,,90.888,260.692993,172.031006,,,,,20.354,,,20.354,192.385006,453.077999,0.0,116.902,,,0.0,,106.905998,223.807999,0.0,223.807999,676.885998,
07/31/1999,702.835022,34.641998,34.641998,0.0,72.974998,,,412.484985,0.0,0.0,412.484985,0.0,22.084999,,,,,,,542.187012,84.582001,228.75,-144.167999,0.0,76.066002,0.0,,,,,76.066002,160.648003,,163.404007,163.404007,,,,12.0,,,,,,104.369003,,,,104.369003,279.77301,172.033005,,,,,19.174999,,,19.174999,191.208004,470.981014,0.0,117.619003,,,0.0,,114.235001,231.854004,0.0,231.854004,702.835018,
10/30/1999,682.01001,47.703999,47.703999,0.0,68.545998,,,384.399994,0.0,0.0,384.399994,0.0,21.341,,,,,,,521.991028,83.813004,231.703995,-147.891006,0.0,76.206001,0.0,,,,,76.206001,160.019005,,119.860001,119.860001,,,,33.0,,,,,,102.432998,,,,102.432998,255.292999,162.033005,,,,,18.593,,,18.593,180.626005,435.919004,0.0,117.582001,,,0.0,,128.509003,246.091004,0.0,246.091004,682.010008,
01/29/2000,650.338,34.158,34.158,0.0,68.236,68.236,,365.989,0.0,0.0,365.989,0.0,19.391,,,,,,,487.774,84.6,231.072,-146.472,0.0,77.964,0.0,0.0,0.0,,,77.964,162.564,,113.82,113.82,,,,10.0,,,,,,93.949,,,,93.949,217.769,162.034,,,,,20.59,,,20.59,182.624,400.393,0.0,117.639,,,0.0,141.906,-9.6,249.945,0.0,249.945,650.338,
04/29/2000,695.044983,32.508999,32.508999,0.0,56.360001,,,424.101013,0.0,0.0,424.101013,0.0,20.164,,,,,,,533.133972,83.992996,234.304001,-150.311005,0.0,77.917999,0.0,0.0,0.0,,,77.917999,161.910995,,149.945007,149.945007,,,,26.743,,,,,,82.126995,,,,82.126995,258.815002,162.035004,,,,,20.149,,,20.149,182.184004,440.999006,0.0,117.57,,,0.0,,136.475998,254.045998,0.0,254.045998,695.045004,
07/29/2000,728.075012,31.945,31.945,0.0,60.832001,,,447.816986,0.0,0.0,447.816986,0.0,22.572001,,,,,,,563.166016,87.790001,240.945007,-153.154999,0.0,77.119003,0.0,0.0,0.0,,,77.119003,164.909004,,170.302994,170.302994,,,,24.0,,,,,,92.250015,,,,92.250015,286.553009,162.035004,,,,,19.657,,,19.657,181.692004,468.245013,0.0,116.396004,,,0.0,,143.434006,259.83001,0.0,259.83001,728.075023,
10/28/2000,745.126,44.634,44.634,,57.942,,,444.355,,,,,26.979,,,,,,,573.91,91.091,247.235,-156.144,,80.125,,,,,,80.125,171.216,,141.292,141.292,,,,69.0,,,,,,94.168,,,,94.168,304.46,152.037,,,,,19.443,,,19.443,171.48,475.94,,114.018,,,0.0,,155.168,269.186,,269.186,745.126,
02/03/2001,740.069,50.491,50.491,0.0,64.403,64.403,,427.83,0.0,0.0,427.829987,0.0,20.008,,,,,,,562.732,90.605,245.608,-155.003,0.0,86.732,0.0,0.0,0.0,,,86.732,177.337,,127.887,127.887,,,,76.5,,,,,,91.804,,,,91.804,296.191,152.037,,,,,21.869,,,21.869,173.906,470.097,0.0,112.055,,,0.0,167.441,-9.524,269.972,0.0,269.972,740.069,
05/05/2001,739.68103,35.971001,35.971001,0.0,54.605,,,452.170013,0.0,0.0,452.170013,0.0,20.375,,,,,,,563.120972,90.138,249.820999,-159.682999,0.0,86.421997,,,,,,86.421997,176.559997,,128.468994,128.468994,,,,100.0,,,,,,79.901001,,,,79.901001,308.369995,137.039001,,,,,21.138,,,21.138,158.177001,466.546996,0.0,112.921997,,,0.0,,160.212006,273.134003,0.0,273.134003,739.680999,
08/04/2001,809.39502,47.125999,47.125999,0.0,63.759998,,,496.950989,0.0,0.0,496.950989,0.0,24.405001,,,,,,,632.242004,89.338997,250.069,-160.729996,0.0,87.814003,21.115999,,,,,66.698004,177.153,,200.800995,200.800995,,,,96.550003,,,,,,80.724014,,,,80.724014,378.075012,133.488998,,,,,20.278,,,20.278,153.766998,531.84201,0.0,113.348,,,0.0,,164.205002,277.553002,0.0,277.553002,809.395012,
11/03/2001,725.804016,25.152,25.152,0.0,55.962002,,,445.065002,0.0,0.0,445.065002,0.0,23.157,,,,,,,549.335999,88.880997,251.565994,-162.684998,0.0,87.586998,20.669001,,,,,66.917997,176.467995,,109.748001,109.748001,,,,113.550003,,,,,,72.990997,,,,72.990997,296.289001,123.489998,,,,,19.294001,,,19.294001,142.783999,439.073,0.0,113.342003,,,0.0,,173.389008,286.731011,0.0,286.731011,725.804011,
02/02/2002,700.898,22.712,22.712,0.0,68.305,68.305,,396.227,0.0,0.0,396.227,0.0,39.666,,,,,,,526.91,85.746,251.65,-165.904,0.0,88.242,0.0,0.0,0.0,,,88.242,173.988,,122.36,122.36,,,,92.8,92.8,0.0,0.0,,,86.293,,,,86.293,301.453,123.491,123.491,0.0,0.0,,19.298,,,19.298,142.789,444.242,0.0,113.512,,,0.0,155.028,-11.884,256.656,0.0,256.656,700.898,
05/04/2002,660.723999,26.608999,26.608999,0.0,61.407001,,,360.545013,0.0,0.0,360.545013,0.0,35.564999,,,,,,,484.126007,84.261002,253.727997,-169.466995,0.0,92.336998,,19.124001,,,,92.336998,176.598,,97.872002,97.872002,,,,64.25,,,,,,90.521004,,,,90.521004,252.643005,123.490997,,,,,20.436001,,,20.436001,143.926998,396.570004,0.0,114.600998,,,0.0,,149.552994,264.153992,0.0,264.153992,660.723995,
08/03/2002,743.78302,40.507,40.507,0.0,73.515999,,,410.166992,0.0,0.0,410.166992,0.0,34.622002,,,,,,,558.812012,83.432999,248.449997,-165.016998,0.0,101.538002,19.055,19.055,0.0,,,82.483002,184.971001,,177.557999,177.557999,,,,56.200001,,,,,,97.813992,,,,97.813992,331.571991,113.491997,,,,,30.614,,,30.614,144.105997,475.677988,0.0,116.018997,,,0.0,166.328995,-14.242996,268.104996,0.0,268.104996,743.782984,
11/02/2002,698.09198,35.192001,35.192001,0.0,65.400002,,,381.444,0.0,0.0,381.444,0.0,32.226002,,,,,,,514.262024,81.818001,249.559998,-167.742004,0.0,102.012001,19.177999,19.177999,0.0,,,82.834002,183.830002,,112.928001,112.928001,,,,57.0,,,,,,106.24601,,,,106.24601,276.174011,103.491997,,,,,31.216,,,31.216,134.707996,410.882008,0.0,115.969002,,,0.0,185.598007,-14.35701,287.209999,0.0,287.209999,698.092007,
02/01/2003,705.348,32.121,32.121,0.0,82.486,82.486,,392.584,,,,,20.978,,,,,,,528.169,84.813,255.966,-171.153,0.0,92.366,18.602,8.7,9.902,,,73.764,177.179,,129.209,129.209,,,,49.0,49.0,0.0,0.0,,,106.153,,,,106.153,284.362,103.493,100.0,3.493,3.493,,20.886,,,20.886,124.379,408.741,0.0,116.535,,,0.0,193.18,-13.108,296.607,0.0,296.607,705.348,
05/03/2003,686.491028,40.025002,40.025002,0.0,64.752998,,,369.237,0.0,0.0,369.237,0.0,24.450001,,,,,,,498.464996,85.372002,261.402008,-176.029999,0.0,102.653999,18.931,8.7,10.231,,,83.723,188.026001,,108.973999,108.973999,,,,44.5,,,,,,90.934006,,,,90.934006,244.408005,103.492996,,,,,31.108999,,,31.108999,134.601995,379.01,0.0,118.795998,,,0.0,200.410004,-11.725006,307.480995,0.0,307.480995,686.490995,
08/02/2003,760.294006,50.405998,50.405998,0.0,75.271004,,,417.730988,0.0,0.0,417.730988,0.0,26.405001,,,,,,,569.812988,87.598999,268.753998,-181.154999,0.0,102.882004,18.999001,8.7,10.299001,,,83.883003,190.481003,,174.541,174.541,,,,29.0,,,,,,103.074997,,,,103.074997,306.615997,103.494003,,,,,29.410999,,,29.410999,132.905003,439.521,0.0,121.209999,,,0.0,210.184998,-10.621994,320.773003,0.0,320.773003,760.294003,
11/01/2003,707.901001,52.75,52.75,0.0,64.533997,,,376.60199,0.0,0.0,376.60199,0.0,24.716999,,,,,,,518.603027,84.806999,271.404999,-186.598007,0.0,104.490997,20.434999,8.7,11.735,,,84.055998,189.297997,,107.893997,107.893997,,,,19.5,,,,,,107.88501,,,,107.88501,235.279007,100.0,,,,,28.316999,,,28.316999,128.316999,363.596006,0.0,122.775002,,,0.0,229.587006,-8.057007,344.305,0.0,344.305,707.901007,
