Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2008,16.4,0.5,,16.9,,4.5,,4.5,0.807126,0.024608,,0.831734,0.31357,0.00956,,0.32313,
09/30/2008,14.9,3.8,,18.7,,,,,0.785202,0.200253,,0.985455,0.294048,0.074992,,0.36904,
12/31/2008,6.1,,,6.1,,12.7,,12.7,0.343391,,,0.343391,0.120218,,,0.120218,
03/31/2009,4.9,2.1,0.0,7.0,0.0,6.7,0.0,6.7,0.25233,0.108142,0.0,0.360472,0.096349,0.041292,0.0,0.137641,
06/30/2009,6.6,6.8,26.0,39.4,0.0,2.4,0.0,2.4,0.300779,0.309894,1.184888,1.795561,0.12479,0.128571,0.491596,0.744956,
09/30/2009,12.2,16.2,,28.4,,11.7,,11.7,0.498957,0.66255,,1.161507,0.217306,0.288554,,0.50586,
12/31/2009,12.7,7.9,,20.6,0.0,1.4,0.0,1.4,0.484049,0.301101,,0.785151,0.230787,0.143561,,0.374348,
03/31/2010,,,,,0.0,2.3,0.0,2.3,0.385168,0.525228,0.0,0.910396,0.193642,0.264057,0.0,0.457698,
06/30/2010,11.5,0.8,,12.3,,3.5,,3.5,0.399222,0.027772,,0.426994,0.20066,0.013959,,0.214618,
09/30/2010,17.0,8.3,,25.3,,3.8,,3.8,0.54185,0.26455,,0.8064,0.257058,0.125505,,0.382562,
12/31/2010,21.9,3.9,,25.8,0.0,2.5,0.0,2.5,0.687922,0.122507,,0.810429,0.362205,0.064502,,0.426707,
03/31/2011,21.8,7.0,,28.8,,6.8,,6.8,0.631171,0.202669,,0.83384,0.346587,0.11129,,0.457877,
06/30/2011,19.6,9.5,,29.1,,2.1,,2.1,0.56424,0.273484,,0.837723,0.310534,0.150514,,0.461049,
09/30/2011,10.4,3.2,,13.6,,10.9,,10.9,0.326172,0.100361,,0.426533,0.175176,0.0539,,0.229076,
12/31/2011,7.8,5.4,,13.2,,1.3,,1.3,0.265487,0.183799,,0.449285,0.134969,0.09344,,0.228409,
03/31/2012,11.6,1.2,,12.8,,2.7,,2.7,0.381717,0.039488,,0.421205,0.196321,0.020309,,0.21663,
06/30/2012,6.8,2.8,,9.6,,,,,0.228495,0.094086,,0.322581,0.114978,0.047344,,0.162321,
09/30/2012,6.9,0.4,,7.3,,0.8,,0.8,0.227648,0.013197,,0.240845,0.113595,0.006585,,0.12018,
12/31/2012,5.9,0.6,0.0,6.5,0.0,0.9,0.0,0.9,0.19397,0.019726,0.0,0.213696,0.096902,0.009854,0.0,0.106757,
03/31/2013,3.8,2.0,,5.8,,1.7,,1.7,0.12738,0.067042,,0.194422,0.062618,0.032957,,0.095576,
06/30/2013,2.6,1.2,0.0,3.8,0.0,0.7,0.0,0.7,0.089745,0.041421,0.0,0.131166,0.043226,0.01995,0.0,0.063176,
09/30/2013,2.3,1.2,,3.5,0.0,2.5,,2.5,0.079005,0.04122,,0.120225,0.038129,0.019893,,0.058022,
12/31/2013,3.8,2.8,0.0,6.6,0.0,0.1,0.0,0.1,0.128296,0.094534,0.0,0.22283,0.0615,0.045316,0.0,0.106815,
03/31/2014,3.4,4.0,0.0,7.4,0.0,1.0,0.0,1.0,0.109816,0.129195,0.0,0.23901,0.055215,0.064959,0.0,0.120175,
06/30/2014,4.4,0.0,0.0,4.4,0.0,2.9,0.0,2.9,0.13536,0.0,0.0,0.13536,0.068731,0.0,0.0,0.068731,
09/30/2014,11.7,197.5,0.0,209.2,0.0,1.4,,1.4,0.349077,5.892532,0.0,6.241609,0.180191,3.04169,0.0,3.221882,
12/31/2014,6.7,190.9,0.0,197.6,0.0,0.6,0.0,0.6,0.200803,5.721393,0.0,5.922196,0.100752,2.870677,0.0,2.971429,
03/31/2015,14.2,199.4,0.0,213.6,0.0,3.3,0.0,3.3,0.413199,5.802246,0.0,6.215445,0.216807,3.044461,0.0,3.261268,
06/30/2015,3.7,193.7,0.0,197.4,0.0,0.3,0.0,0.3,0.102391,5.360306,0.0,5.462696,0.054542,2.855332,0.0,2.909874,
