Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
04/29/1989,22.66,19.582001,21.625999,3.411,,,3.411,-21.959,,,-21.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/29/1989,49.837002,18.752001,20.950001,1.542,,,1.542,8.593,,,8.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/1989,-74.365997,24.240999,23.679001,-0.988,,,-0.988,-121.297997,,,-121.297997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/1990,57.442001,85.516998,20.094999,9.894,,,9.894,-58.063999,,,-58.063999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/1990,31.632,29.389999,25.402,5.59,,,5.59,-28.75,,,-28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/1990,47.687,28.722,24.504999,10.213,,,10.213,-15.753,,,-15.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/1990,-75.792,32.356998,27.41,4.005,,,4.005,-139.563995,,,-139.563995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/1991,78.227997,92.308998,22.146,5.004,,,5.004,-41.230999,,,-41.230999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.227997,
05/04/1991,79.769997,38.118999,29.764999,-2.759,,,-2.759,14.645,,,14.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/1991,100.601997,35.678001,28.865,-5.048,,,-5.048,41.106998,,,41.106998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/1991,-70.114998,39.048,31.556999,0.934,,,0.934,-141.654007,,,-141.654007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/1992,66.019997,93.311996,23.65,30.773001,,,30.773001,-81.714996,,,-81.714996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.019997,
05/02/1992,81.046997,45.069,35.224998,2.231,,,2.231,-1.478,,,-1.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/1992,95.569,36.484001,33.727001,-8.606,,,-8.606,33.964001,,,33.964001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/1992,28.601,44.419998,39.928001,-0.501,,,-0.501,-55.245998,,,-55.245998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/1993,154.205994,110.457001,28.128,27.621,,,27.621,-12.0,,,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.205994,
05/01/1993,-14.74,48.173,41.341999,-6.662,,,-6.662,-97.593002,,,-97.593002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/31/1993,156.207993,39.240002,40.662998,3.973,,,3.973,72.332001,,,72.332001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1993,-45.854,42.376999,47.465,1.639,,,1.639,-137.335007,,,-137.335007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/1994,218.927002,111.344002,43.368999,22.240999,,,22.240999,41.973,,,41.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.927002,
04/30/1994,61.250999,48.306,46.118,0.0,,,0.0,-33.173,,,-33.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/30/1994,101.663002,33.755001,46.415001,-18.384001,,,-18.384001,39.876999,,,39.876999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/1994,43.484001,50.801998,51.334999,2.58,,,2.58,-61.233002,,,-61.233002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/1995,188.895996,118.927002,48.001999,15.353,,,15.353,6.614,,,6.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.895996,
04/29/1995,28.938999,48.379002,48.153,-7.18,,,-7.18,-60.412998,,,-60.412998,,,-62.751999,,,,-62.751999,,,,,,,,,,62.751999,,,,,,,,,,,,,
07/29/1995,128.824997,38.632999,50.757,1.467,,,1.467,37.967999,,,37.967999,,,-101.468002,,,,-101.468002,,,,,,,,,,101.468002,,,,,,,,,,,,,
10/28/1995,-20.153,51.025002,53.879002,-5.789,,,-5.789,-119.267998,,,-119.267998,,,-105.107002,,,,-105.107002,,,,,,,,,,105.107002,,,,,,,,,,,,,
02/03/1996,161.513,29.146,40.523998,60.553001,,,60.553001,31.290001,,,31.290001,,-77.875,-77.875,,,,-77.875,,,,,,,,,,0.0,,,,,,,,,,,,83.638,
05/04/1996,41.630001,56.401001,50.716,-3.413,,,-3.413,-62.074001,,,-62.074001,,,-73.463997,,,,-73.463997,,,,,,,,,,73.463997,,,,,,,,,,,,,
08/03/1996,65.614998,39.526001,50.610001,-1.467,,,-1.467,-23.054001,,,-23.054001,,,-100.268997,,,,-100.268997,,,,,,,,,,100.268997,,,,,,,,,,,,,
11/02/1996,-8.884,31.618,52.897999,-13.585,,,-13.585,-79.815002,,,-79.815002,,,-92.736,,,,-92.736,,,,,,,,,,92.736,,,,,,,,,,,,,
02/01/1997,190.944,111.075996,40.962002,7.238,,,7.238,31.667999,,,31.667999,,-83.644997,-83.644997,,,,-83.644997,,,,,,,,,,0.0,,,,,,,,,,,,107.299003,
05/03/1997,149.587006,58.257999,51.487,0.0,,,0.0,39.841999,,,39.841999,,-162.921997,-162.921997,0.0,,,-162.921997,,,0.0,0.0,0.0,,,,,0.0,21.486998,-9.046,88.975998,,,,-58.443001,0.049,-58.492001,0.0,,8.152,
08/02/1997,47.446999,44.341999,51.797001,0.0,,,0.0,-48.692001,,,-48.692001,,-140.080994,-140.080994,0.0,,,-140.080994,,,0.0,0.0,0.0,,,,,0.0,93.612997,-4.484,138.187999,,,,-40.091002,2.552,-42.643002,0.0,,0.979,
11/01/1997,-74.087997,44.347,54.268002,0.0,,,0.0,-172.703003,,,-172.703003,,-115.357002,-115.357002,0.0,,,-115.357002,,,0.0,0.0,0.0,,,,,0.0,181.729004,-0.484,176.437004,,,,5.776,5.776,0.0,0.0,,-7.716,
01/31/1998,124.518997,111.377998,43.858002,53.876999,,,53.876999,-84.594002,,,-84.594002,,-91.138,-91.138,0.0,,,-91.138,,,0.0,0.0,0.0,,,,,0.0,-57.057004,-3.916,3.835999,,,,-56.977003,7.379,-64.356003,0.0,,-23.676001,
05/02/1998,224.764008,63.07,55.148998,-8.711,,,-8.711,115.255997,,,115.255997,,-56.528,-56.528,0.0,,,-56.528,,,0.0,0.0,0.0,,,,,0.0,-128.574003,-8.72,-32.815001,,,,-87.039002,2.194,-89.233002,0.0,,39.661999,
08/01/1998,193.421997,47.945999,54.881001,-13.639,,,-13.639,104.234001,,,104.234001,,-96.776001,-96.776001,0.0,,,-96.776001,,,0.0,0.0,0.0,,,,,0.0,-113.121999,0.0,-111.225998,,,,-2.067001,18.382999,-20.450001,0.171,,-16.476,
10/31/1998,132.358002,-50.205002,68.735001,13.419,,,13.419,100.408997,,,100.408997,,-2259.284912,-83.843002,0.0,,,-83.843002,,,0.0,0.0,0.0,,,,,-2175.44191,2117.918035,-4.271,1922.413029,,,,199.947006,199.947006,0.0,-0.171,,-9.009,
01/30/1999,92.166016,74.448006,63.149002,-96.974998,,,-96.974998,51.543999,,,51.543999,,-25.661087,-11.337997,0.0,,,-11.337997,,,0.0,0.0,0.0,,,,,-14.32309,-50.063991,-4.352,-681.949997,,,,336.238007,336.238007,0.0,300.0,,16.391003,
05/01/1999,188.966003,66.945,73.806999,-42.129002,,,-42.129002,90.343002,122.842003,-408.015991,375.516991,,-15.552,-15.552,,,,-15.552,,,,,,,,,,0.0,-63.534001,-4.286,-59.248001,,,,,,,,,109.879997,
07/31/1999,101.138,36.206001,72.317001,-25.204,,,-25.204,17.819,,,17.819,,-65.814003,-65.814003,0.0,,,-65.814003,,,0.0,0.0,0.0,,,,,0.0,-79.057995,-4.292,-84.156996,,,,9.391,9.831,-0.44,0.0,,-43.735001,
10/30/1999,76.765999,34.787998,74.899002,38.240002,,,38.240002,-71.161003,,,-71.161003,,-97.638,-97.638,0.0,,,-97.638,,,0.0,0.0,0.0,,,,,0.0,-74.025001,-4.295,-20.579001,,,,-49.151,0.259,-49.41,0.0,,-94.896004,
01/29/2000,345.394012,25.790001,74.850998,195.259003,,,195.259003,49.493999,,,49.493999,,-68.081001,-68.081001,0.0,,,-68.081001,,,0.0,0.0,0.0,,,,,0.0,-122.241997,-4.082,-2.458,,,,-115.701997,3.109,-118.810997,0.0,,155.070999,
04/29/2000,186.725,-74.57,76.701,120.778,,,120.778,63.816,107.522,-405.444,361.738,,-51.443,-51.443,,,,-51.443,,,,,,,,,,0.0,-87.726,-3.743,-2.504,,,,-81.479,,-81.479,,,47.556,
07/29/2000,175.667,5.753,76.404,-9.451,,,-9.451,102.961,78.779,319.819,-295.637,,-50.924,-50.924,,,,-50.924,,,,,,,,,,0.0,-86.954,-3.744,-60.736,,,,-22.474,,-22.474,,,37.789,
10/28/2000,133.076,-3.633,78.386,-16.907,,,-16.907,75.23,23.747,-455.291,506.774,,-53.687,-53.687,,,,-53.687,,,,,,,,,,0.0,-223.228,-3.616,-177.687,,,,-41.925,,-41.925,,,-143.839,
