Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,-91.052002,159.584,127.908997,0.0,-19.783001,-9.728,-2.952,-31.811001,0.0,100.317001,-96.296997,,0.0,-17.176001,-301.11499,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,110.944,125.922997,127.935997,0.0,-21.107,-6.531,-6.153,38.668999,0.0,87.426003,-64.629997,0.0,0.0,-54.485001,-116.103996,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,354.989014,140.934006,128.977997,0.0,-22.107,-8.073,-6.152,111.375,0.0,2.382,-18.541,0.0,0.0,30.110001,-3.917,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,150.205994,122.598,129.462006,0.0,-22.173,28.306999,-8.571,-138.822998,0.0,-14.508,-51.234001,0.0,0.0,48.626999,56.521,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,201.809006,159.020004,130.270004,0.0,-21.263,2.685,-5.347,52.997002,0.0,8.732,-26.08,,-45.366001,-86.069,32.23,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,132.425995,114.736,138.128998,0.0,-3.009,7.861,-6.534,-28.218,17.846001,-12.985,-35.726002,,10.74,-3.115,-67.299004,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,344.105988,149.313995,138.011993,0.0,-0.127,0.308,-6.342,20.593,0.613,27.868999,11.213,,34.625999,-15.241,-16.732,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,181.029007,128.380997,138.979004,0.0,-1.019,6.352,-8.829,-117.686996,-18.459,-46.806,-37.605999,,,62.358002,75.364998,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,187.942993,143.757996,140.205994,0.0,-1.798,1.483,-6.532,15.576,0.0,-29.292,-9.336,,-38.118,-55.192001,27.188,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,99.737999,89.803001,138.891006,0.0,-1.82,18.635,-7.183,-51.991001,-36.566002,35.462002,0.056,,4.121,-6.752,-82.917999,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,350.585999,123.000999,140.800003,0.0,-3.548,26.916,-6.31,-37.134998,52.292999,-39.280998,69.146004,,1.783,32.249001,-9.328,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,250.218994,171.089005,124.372002,0.0,-2.254,48.375,,-153.085007,-15.727,-87.878998,24.607,,32.214001,17.145,91.362,0.0,,,0.0,,,,,,,,,,,,,0.0,,,250.218994,
03/31/1993,402.373993,148.147003,139.337006,0.0,,-24.392,-6.306,42.583,0.0,39.745998,15.415,,-42.361,-39.891998,93.168999,36.928001,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,146.177002,100.989998,139.714996,0.0,,-12.873,-6.279,38.230999,16.316,34.949001,-20.608,,2.674,5.275,-115.285004,-36.928001,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,488.816986,4.575,140.218994,0.0,,-23.261,-7.485,255.475006,0.0,-5.305,124.899002,,34.480999,-3.295,-31.486,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,279.117004,158.875,136.164993,0.0,,2.15,-8.152,-163.227005,-16.316,-67.375999,36.757999,,,84.93,110.103996,5.206,,,0.0,,,,,,,,,,,,,0.0,,,279.117004,
03/31/1994,363.868988,166.117004,139.891998,0.0,,0.552,-10.273,-24.308001,0.0,-5.018,100.997002,,-40.358002,-9.645,8.985,36.928001,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,91.964996,117.108002,138.897995,0.0,,-3.981,-6.029,33.417,0.0,10.792,-72.023003,,7.247,-4.1,-92.435997,-36.928001,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,405.092987,154.020996,140.429001,0.0,,-9.836,-6.03,144.509003,0.0,69.084999,-4.439,,33.111,-60.683998,-55.073002,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,160.492996,117.460999,141.968994,0.0,,1.042,-8.943,-201.813004,0.0,-41.534,-26.162001,,,66.470001,112.002998,0.0,,,0.0,,,,,,,,,,,,,0.0,,,160.492996,
03/31/1995,348.859009,161.871994,142.563995,0.0,,-5.373,-5.945,41.338001,0.0,23.487,-14.228,,-52.632,-16.945,37.645,37.076,,,-132.091995,-132.091995,0.0,0.0,,,,,,,,,,0.0,,,,
06/30/1995,12.907,110.578003,143.369003,0.0,,7.9,-5.958,66.766998,0.0,-31.142,-25.080999,,0.753,-69.528999,-135.427002,-49.323002,,,-148.863998,-148.863998,0.0,0.0,,,,,,,,,,0.0,,,,
09/30/1995,487.157013,168.457001,146.003006,0.0,,0.22,-5.959,64.646004,0.0,-29.153,72.792999,,51.879002,35.618999,-29.594999,12.247,,,-146.759995,-146.759995,0.0,0.0,,,,,,,,,,0.0,,,,
12/31/1995,262.458008,143.766998,146.067001,0.0,,9.169,-7.957,-104.834999,0.0,-75.429001,-33.027,,0.0,19.811001,164.891998,0.0,,,-172.970001,-172.970001,0.0,0.0,,,,-172.970001,,,,,,0.0,,,89.488007,
03/31/1996,424.132996,190.970001,146.776001,0.0,,-8.519,-5.878,36.153,0.0,-9.378,28.818001,,-51.953999,9.375,50.841999,36.928001,,,-90.516998,-90.516998,0.0,0.0,,,,,,,,,,,,,,
06/30/1996,151.735992,123.292,148.089005,0.0,,-0.529,-5.882,40.425999,0.0,-7.02,-28.195999,,7.052,-24.986,-100.510002,,,,-124.709999,-124.709999,0.0,0.0,,,,,,,,,,,,,,
09/30/1996,440.472992,172.522003,147.339996,0.0,,-5.078,-5.883,102.334999,0.0,45.958,20.021999,,44.902,5.116,-86.761002,,,,-140.651001,-140.651001,0.0,0.0,,,,,,,,,,,,,,
12/31/1996,262.145996,142.072006,148.451996,0.0,,-7.352,-8.165,-119.382004,0.0,-35.655998,15.187,,0.0,-3.42,130.410004,,,,-221.813004,-221.813004,0.0,0.0,,,,-221.813004,,,,,,,,,40.332992,
03/31/1997,427.114014,182.664993,151.716003,0.0,,-8.192,-5.836,1.294,0.0,-24.719999,25.917999,,-25.552999,28.856001,62.306999,38.659,,1.048,-125.686996,-125.686996,,,0.0,0.0,0.0,-124.639,-273.931,-123.045998,14.623,274.35199,-76.5,19.572001,-382.932007,0.0,28.544001,
06/30/1997,151.561005,123.290001,151.602005,0.0,,-9.07,-5.837,89.445,0.0,4.833,-37.955002,,-2.752,-60.639,-103.653,2.297,,3.737,-205.591003,-205.591003,,,0.0,0.0,-357.204987,-559.059021,415.593994,-115.378998,305.082001,376.966003,-120.223999,19.451,-50.301998,0.0,8.096,
09/30/1997,402.375,93.982002,152.175995,0.0,,-18.304001,-5.837,176.432007,0.0,3.115,22.389999,,28.305,70.143997,-112.087997,-7.94,,0.0,-164.876999,-164.876999,,,0.0,0.0,-6.883,-171.759995,-233.026993,-116.315002,-131.649994,125.123001,-129.207001,19.021999,0.0,0.0,-2.412,
12/31/1997,234.703003,128.854996,152.723007,0.0,,29.017,-7.731,-118.426003,0.0,-133.639008,-11.78,,0.0,108.667999,120.031998,-33.015999,,0.0,-264.239014,-264.239014,,,0.0,0.0,-1.991,-266.230011,31.240999,-116.543999,47.325001,104.081001,-22.226,18.700001,-0.095,0.0,-0.286,
03/31/1998,341.57901,150.586,153.576004,0.0,,8.333,-5.748,0.0,0.0,-21.504,6.805,,-11.091,59.757,35.560001,-37.284,,0.0,-153.024994,-153.024994,0.0,0.0,0.0,0.0,-7.645,-160.669998,-139.199997,-116.584999,85.074997,184.373993,-310.707001,18.76,-0.117,0.0,41.709,
06/30/1998,233.867996,118.0,155.117996,0.0,,5.655,-5.749,28.908001,0.0,-186.572006,-37.779999,,-3.12,137.554001,-113.487999,129.613998,,0.0,-217.578003,-217.578003,0.0,0.0,0.0,0.0,0.0,-217.578003,25.858,-117.004997,-133.875,426.131989,-172.526001,23.291,-0.159,0.0,42.147999,
09/30/1998,274.592,195.0,154.306,0.0,0.0,20.012,-5.503,44.228,0.0,34.076,44.975,0.0,14.211,-59.311,-3.072,-164.33,,9.0,-186.397,-186.397,0.0,0.0,-10.0,0.0,7.645,-179.752,-121.697,-114.449,28.8,7.494,-64.767,20.949,0.0,0.276,-26.857,
12/31/1998,186.901031,74.918015,156.714005,0.0,,6.963002,-8.059,-32.450008,0.0,36.928009,-12.108003,,-1e-06,8.375007,80.160995,-124.541,,0.0,-234.832031,-234.833984,0.0,0.0,0.0,0.0,-1419.210083,-1654.044067,1492.234009,-117.603996,81.195999,1873.457031,-367.231995,22.618,-0.201,0.0,25.091068,
03/31/1999,403.0,151.0,172.0,0.0,,30.0,-6.0,0.0,0.0,25.0,-48.0,,-42.0,233.0,5.0,-117.0,,0.0,-212.0,-212.0,0.0,0.0,0.0,0.0,-5.0,-217.0,-79.0,-115.0,9.0,7.0,-11.0,31.0,0.0,0.0,107.0,
06/30/1999,122.0,190.0,453.0,0.0,0.0,11.0,-11.0,5.0,0.0,-88.0,-112.0,,42.0,-329.0,-79.0,40.0,,0.0,-520.0,-520.0,0.0,0.0,0.0,0.0,-32.0,-552.0,363.0,-302.0,709.0,316.0,-389.0,33.0,0.0,-4.0,-67.0,
09/30/1999,668.0,395.0,351.0,0.0,0.0,58.0,-9.0,-39.0,0.0,-389.0,29.0,,-43.0,119.0,28.0,168.0,,0.0,-415.0,-415.0,0.0,0.0,0.0,0.0,11.0,-404.0,-201.0,-207.0,-177.0,255.0,-218.0,29.0,-5.0,122.0,63.0,
12/31/1999,69.0,107.0,182.0,0.0,,38.0,-8.0,-214.0,0.0,36.0,-14.0,,0.0,10.0,175.0,-243.0,,0.0,-269.0,-274.0,0.0,0.0,0.0,15.0,-47.0,-306.0,296.0,-117.0,178.0,347.0,-107.0,0.0,-5.0,0.0,59.0,
03/31/2000,582.0,140.0,349.0,,,-34.0,-9.0,29.0,50.0,34.0,,,23.0,110.0,-23.0,-87.0,,,-376.0,-376.0,,,,,-20.0,-396.0,-293.0,-209.0,-210.0,331.0,-253.0,1.0,,47.0,-107.0,
06/30/2000,-213.0,-9.0,317.0,0.0,,53.0,-8.0,-74.0,0.0,-538.0,23.0,,11.0,93.0,-182.0,101.0,,0.0,-432.0,-432.0,0.0,0.0,0.0,0.0,-40.0,-472.0,495.0,-210.0,1314.0,420.0,-986.0,11.0,0.0,-54.0,-190.0,
09/30/2000,153.0,359.0,310.0,0.0,0.0,21.0,-9.0,0.0,0.0,-478.0,15.0,0.0,-280.0,134.0,202.0,-121.0,,0.0,-396.0,-396.0,0.0,0.0,0.0,0.0,31.0,-365.0,189.0,-193.0,302.0,197.0,-111.0,0.0,-20.0,14.0,-23.0,
12/31/2000,975.0,-187.0,323.0,0.0,,-210.0,-10.0,-372.0,0.0,-650.0,59.0,,280.0,877.0,175.0,690.0,,0.0,-569.0,-569.0,0.0,0.0,0.0,0.0,48.0,-521.0,-262.0,-193.0,-98.0,176.0,-165.0,2.0,0.0,16.0,192.0,
