Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
10/28/1989,110.652,,-44.791,,65.861,,-52.092999,,,,13.768,-3.107,,5.644,,0.0,-2.537,10.661,-3.411,7.25,0.0,,,7.25,0.0,7.25,0.0,,7.25,7.25,,115.679975,0.063333,0.063333,,115.679975,0.063333,0.063333,0.063333,
01/27/1990,134.084,,-54.605999,,79.478001,,-56.568001,,,,22.91,-3.152,,5.669,,0.0,-2.517,19.758,-6.323,13.435,0.0,,,13.435,0.0,13.435,0.0,,13.435,13.435,,115.691969,0.116667,0.116667,,115.691969,0.116667,0.116667,0.116667,
04/28/1990,151.149002,,-59.566002,,91.583,,-59.768002,,,,31.815001,-2.197,,5.216,,0.0,-3.019,29.618001,-9.477,20.141001,0.0,,,20.141,0.0,20.141001,0.0,,20.141001,20.141001,,115.754968,0.173333,0.173333,,115.754968,0.173333,0.173333,0.173333,
07/28/1990,168.613007,,-65.521004,,103.092003,,-63.404999,,,,39.687,-2.321,,5.332,,0.0,-3.011,37.366,-11.957,25.409,0.0,,,25.409,0.0,25.409,0.0,,25.409,25.409,,115.936471,0.22,0.22,0.22,115.936471,0.22,0.22,0.22,
10/27/1990,127.872002,,-50.488998,,77.383003,,-61.411999,,,,15.971,-3.557,,5.191,,0.0,-1.634,12.414,-4.096,8.318,0.0,,,8.317999,0.0,8.318,0.0,,8.318,8.318,,115.946966,0.073333,0.073333,,115.946966,0.073333,0.073333,0.073333,
01/26/1991,163.675003,,-66.675003,,97.0,,-69.960999,,,,27.039,-2.715,,3.924,,0.0,-1.209,24.324,-7.661,16.663,0.0,,,16.663,0.0,16.663,0.0,,16.663,16.663,,115.969968,0.143333,0.143333,,115.969968,0.143333,0.143333,0.143333,
04/27/1991,179.520996,,-69.917999,,109.602997,,-70.945,,,,38.658001,-2.334,,3.596,,0.0,-1.262,36.324001,-11.623,24.701,0.0,,,24.701001,0.0,24.701,0.0,,24.701,24.701,,116.135973,0.215,0.215,,116.135973,0.215,0.215,0.215,
08/03/1991,185.910995,,-71.699997,,114.210998,,-70.397003,,,,43.813999,-1.051,,3.061,,0.0,-2.01,42.762999,-12.524,30.239,0.0,,,30.238999,0.0,30.239,0.0,,30.239,30.239,,116.754969,0.26,0.26,0.26,116.754969,0.26,0.26,0.26,
11/02/1991,137.682999,,-54.103001,,83.579998,,-67.638,,,,15.942,-5.313,,2.707,,0.0,2.606,10.629,-3.295,7.334,-2.475,,,9.809,0.0,9.809,0.0,,9.809,9.809,,116.946634,0.085,0.065,,116.946634,0.085,0.065,0.065,
02/01/1992,166.287994,,-66.264,,100.023994,,-71.565002,,,,28.459,-1.374,,2.671,,0.0,-1.297,27.085,-8.2,18.885,0.0,,,18.885,0.0,18.885,0.0,,18.885,18.885,,117.101299,0.165,0.165,,117.101299,0.165,0.165,0.165,
