Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2013,77.33,282.299,0.727,-81.434,-124.262,-63.965,0.0,0.0,-462.992,376.779,22.248,-4.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.067,9.298,
06/30/2013,38.88,3554.73,26.427,-3287.43,-254.847,-53.388,,,-1062.662,982.742,26.532,-8.814,,,,,0.015,,,-8.829,-23.322,
09/30/2013,44.693,230.975,38.215,-91.532,-132.965,-27.846,0.0,0.0,-981.079,959.578,-6.345,-8.811,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-8.812,8.036,
12/31/2013,102.652,68.563,37.97,-38.709,34.828,-50.96,0.0,0.0,-819.295,777.918,-9.583,-2.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.873,48.819,
03/31/2014,38.525,155.942,32.462,18.095,-167.974,-84.196,0.0,0.0,-646.189,599.755,-37.762,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-45.67,
06/30/2014,133.965,-207.905,36.989,38.357,266.524,99.017,0.0,0.0,-710.607,857.17,-47.546,-190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-190.0,42.982,
09/30/2014,85.879,82.45,42.65,10.706,-49.927,-331.535,0.0,0.0,-1525.48,1207.438,-13.493,214.306,0.0,0.0,0.0,0.0,0.014,0.0,0.0,214.292,-31.35,
12/31/2014,-1229.878,453.584,43.311,52.235,-1779.008,1591.867,0.0,0.0,-277.915,1914.144,-44.362,-331.418,0.0,0.0,224.262,0.0,0.001,0.0,0.0,-555.681,30.571,
03/31/2015,5.58,214.711,38.223,-28.97,-218.384,-2.972,0.0,0.0,-929.317,962.805,-36.46,-49.87,0.0,,,,0.002,0.0,0.0,-49.872,-47.262,
06/30/2015,32.759,282.695,38.786,-166.995,-121.727,-11.683,0.0,0.0,-537.991,471.615,54.693,-13.752,0.0,0.0,0.0,-13.752,0.0,0.0,0.0,0.0,7.324,
09/30/2015,-470.809,-390.987,40.328,62.72,-182.87,-168.017,0.0,0.0,-331.033,200.568,-37.552,117.449,,,150.586,,,-5.019,0.0,-28.118,-521.377,
12/31/2015,524.279,386.984,55.435,505.016,-423.156,6.927,0.0,0.0,-569.355,568.939,7.343,-8.05,0.0,0.0,143.43,-6.937,5.02,0.0,0.0,-6.133,523.156,
03/31/2016,827.68,9.415,51.193,-19.708,786.78,-813.958,0.0,0.0,-1018.018,225.823,-21.763,-20.324,0.0,,,-20.324,0.0,0.0,0.0,0.0,-6.602,
06/30/2016,46.339,58.647,39.347,-48.902,-2.753,-18.795,0.0,0.0,-655.936,698.348,-61.207,-33.642,0.0,,6.694,,0.002,0.0,0.0,-40.338,-6.098,
09/30/2016,-44.777,101.474,44.838,-1.122,-189.967,57.018,0.0,0.0,-774.98,810.085,21.913,-14.067,0.0,,,-11.676,,-2.106,0.0,-0.285,-1.826,
12/31/2016,18.008,-94.693,40.452,-101.911,174.16,58.571,0.0,0.0,-724.838,691.341,92.068,-6.772,0.0,0.0,0.0,-4.176,2.106,0.0,0.0,-4.702,69.807,
03/31/2017,-4.788,-125.441,37.795,-35.854,118.712,232.523,0.0,0.0,-579.034,654.635,156.922,-199.856,0.0,0.0,0.0,-10.355,0.0,0.0,0.0,-189.501,27.879,
06/30/2017,-160.681,7.11,33.734,-254.678,53.153,183.084,0.0,0.0,-647.762,798.986,31.86,-86.927,0.0,0.0,0.0,-6.574,0.0,0.0,0.0,-80.353,-64.524,
09/30/2017,-79.949,-190.905,45.923,183.153,-118.12,235.739,0.0,0.0,-899.678,1052.239,83.178,12.126,0.0,0.0,0.0,-7.737,0.0,0.0,0.0,19.863,167.916,
12/31/2017,-212.768,-328.715,151.846,-154.448,118.549,928.769,0.0,0.0,-2486.206,3302.725,112.25,-183.323,0.0,0.0,0.0,-28.992,0.0,0.0,0.0,-154.331,532.678,
03/31/2018,-1191.562,305.704,28.817,-46.158,-1479.925,656.996,0.0,0.0,-89.227,431.4,314.823,-50.496,0.0,0.0,0.0,-8.797,0.0,0.0,0.0,-41.699,-585.062,
06/30/2018,-120.026,4.313,23.424,-59.004,-88.759,358.355,0.0,0.0,,528.871,-170.516,-232.498,0.0,0.0,0.0,-65.196,0.003,0.0,0.0,-167.305,5.831,
09/30/2018,-106.355,-103.845,26.589,36.63,-65.729,234.009,0.0,0.0,-357.803,535.164,56.648,-119.575,0.0,0.0,0.0,0.0,0.0,-0.003,0.0,-119.572,8.079,
12/31/2018,-125.32,-20.459,29.15,-25.128,-108.883,338.496,0.0,0.0,-94.722,342.653,90.565,-183.212,0.0,0.0,0.0,0.0,0.003,-0.003,0.0,-183.212,29.964,
03/31/2019,-95.128,-43.201,36.437,25.544,-113.908,112.155,0.0,0.0,-689.025,677.462,123.718,-75.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.426,-58.399,
06/30/2019,-74.242,-128.429,226.369,41.14,-213.322,200.641,0.0,0.0,-197.179,334.498,63.322,-9.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.767,116.632,
09/30/2019,-126.861,66.116,17.491,-138.105,-72.363,478.638,0.0,0.0,-350.317,429.406,399.549,-425.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-425.823,-74.046,
12/31/2019,-14.769,-110.0,14.703,-21.065,101.593,208.566,0.0,0.0,-77.479,230.634,55.411,-179.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179.984,13.813,
03/31/2020,-88.0,-280.0,13.0,46.0,133.0,244.0,0.0,0.0,-278.0,513.0,9.0,-146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.0,10.0,
06/30/2020,-25.0,-35.0,14.0,-7.0,3.0,27.0,0.0,0.0,-846.0,799.0,74.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-57.0,
