Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1997,448,103,150,0.0,,4,,-17,,,,,,,,208,,0.0,-94,-88,-6,0.0,0,0.0,15,-79,-384,-82,-172,0,-48,2.0,-84.0,0.0,-15,
06/30/1997,165,115,150,0.0,,6,,21,,,,,,,,-127,,0.0,-111,-106,-5,0.0,0,0.0,-21,-132,-114,-78,175,0,-194,7.0,-24.0,0.0,-81,
03/31/1998,757,91,275,0.0,,-57,,-124,,,,,,,,572,,0.0,-83,-78,-5,0.0,0,0.0,-111,-194,-544,-80,-272,76,-201,9.0,-76.0,0.0,19,
06/30/1998,79,33,276,0.0,,10,,40,,,,,,,,-280,,0.0,-101,-106,5,0.0,0,0.0,-66,-167,-332,-150,-25,0,-176,19.0,0.0,0.0,-420,
09/30/1998,359,94,207,0.0,,-39,,68,,,,,,,,29,,0.0,-97,-92,-5,0.0,0,0.0,-129,-226,-81,-3,-57,0,-23,2.0,0.0,0.0,52,
12/31/1998,140,88,171,0.0,,-113,,-164,,,,,,,,158,,0.0,-168,-162,-6,0.0,0,0.0,76,-92,-83,-98,43,0,-32,4.0,0.0,0.0,-35,
03/31/1999,451,102,142,0.0,,4,,-64,,,,,,,,267,,0.0,-78,-73,-5,0.0,0,0.0,-30,-108,-145,-97,-5,10,-56,3.0,0.0,0.0,198,
06/30/1999,270,85,172,0.0,,-87,,-60,,,,,,,,160,,454.0,-116,-121,5,0.0,0,0.0,-546,-208,-28,-96,-38,179,-72,0.0,-1.0,0.0,34,
09/30/1999,171,111,435,0.0,,29,,-392,,,,,,,,-12,,0.0,-207,-207,0,0.0,0,0.0,-61,-268,-85,-97,85,0,-73,0.0,0.0,0.0,-182,
12/31/1999,307,107,130,0.0,,11,,60,,,,,,,,-1,,12.0,-188,-188,0,0.0,0,0.0,-29,-205,-89,-89,97,0,-98,1.0,0.0,0.0,13,
03/31/2000,662,118,134,0.0,,13,,-75,,,,,,,,472,,0.0,-131,-131,0,0.0,0,0.0,-11,-142,-367,-99,-182,504,-69,201.0,-722.0,0.0,153,
06/30/2000,157,117,144,0.0,,25,,19,,,,,,,,-148,,0.0,-159,-159,0,0.0,0,0.0,-14,-173,-78,-52,0,0,-16,0.0,-1.0,-9.0,-94,
09/30/2000,-126,117,142,0.0,0.0,-45,0.0,-339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,,0.0,-202,-202,0,0.0,0,0.0,-13,-215,173,-62,303,8,-73,0.0,-3.0,0.0,-168,
12/31/2000,215,103,143,0.0,,265,,-383,,,,,,,,9,,0.0,-267,-267,0,0.0,0,0.0,-127,-394,438,-57,265,301,-80,11.0,0.0,-3.0,259,
03/31/2001,65,181,142,0.0,,9,,-355,,,,,,,,88,,,-160,-160,0,0.0,0,0.0,76,-84,823,-50,964,93,-169,,0.0,-15.0,804,
06/30/2001,172,140,139,0.0,0.0,-9,0.0,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-255,,0.0,-218,-218,0,0.0,0,0.0,31,-187,168,-51,-336,582,-203,,0.0,176.0,153,
09/30/2001,315,103,147,0.0,0.0,101,0.0,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192,,0.0,-295,-295,0,0.0,0,0.0,-31,-326,-632,-59,-563,0,-19,0.0,0.0,9.0,-643,
12/31/2001,200,114,151,0.0,0.0,5,0.0,-535,0.0,353.0,0.0,33.0,0.0,-302.0,0.0,381,,128.0,-395,-395,0,0.0,0,0.0,-175,-442,-98,-57,245,0,-290,41.0,-1.0,-36.0,-340,
03/31/2002,180,149,148,,,3,,67,,,,,,,,-187,,,-243,-243,0,0.0,0,0.0,-44,-287,245,-51,152,200,-57,4.0,-3.0,,138,
06/30/2002,580,150,152,0.0,0.0,-57,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,,0.0,-316,-316,0,0.0,0,0.0,-156,-472,-323,-51,-614,600,-246,7.0,-1.0,-18.0,-215,
09/30/2002,264,153,147,0.0,0.0,32,0.0,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-203,,0.0,-243,-243,0,0.0,0,0.0,-191,-434,71,-52,262,0,-128,1.0,-12.0,0.0,-99,
12/31/2002,398,155,149,0.0,0.0,-70,0.0,187,0.0,-121.0,0.0,-11.0,301.0,-103.0,0.0,-89,,0.0,-412,-412,0,0.0,0,0.0,-89,-501,138,-58,-107,350,-48,1.0,0.0,0.0,35,
03/31/2003,647,91,148,0.0,,-32,,55,,,,,,,,385,,0.0,-193,-193,0,0.0,0,0.0,-79,-272,-27,-55,-158,400,-224,19.0,-3.0,-6.0,348,
06/30/2003,115,119,149,0.0,0.0,7,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173,,0.0,-248,-248,0,0.0,0,0.0,-119,-367,-226,-55,-82,0,-115,31.0,-3.0,-2.0,-478,
09/30/2003,169,213,158,0.0,0.0,-27,0.0,76,,,,,,,,-251,,0.0,-223,-223,0,0.0,0,0.0,-25,-248,165,-53,329,0,-142,31.0,0.0,0.0,86,
12/31/2003,209,236,160,0.0,,-21,,19,0.0,-231.0,0.0,-13.0,-107.0,98.0,0.0,68,,0.0,-385,-385,0,0.0,0,0.0,19,-366,178,-63,-607,500,-120,468.0,0.0,0.0,21,
03/31/2004,782,199,165,0.0,,-22,,38,,,,,-12.0,,,414,,0.0,-219,-219,0,0.0,0,0.0,368,149,-710,-59,134,21,-857,55.0,-2.0,-2.0,221,
06/30/2004,-125,124,165,0.0,,10,,27,,,,,-45.0,,,-406,,363.0,-279,-279,0,0.0,0,0.0,-221,-137,759,-61,-71,875,-20,37.0,0.0,-1.0,497,
09/30/2004,0,233,171,0.0,,5,,0,,,,,57.0,,,0,,8.0,0,0,0,0.0,0,0.0,0,0,0,0,371,1,0,29.0,0.0,0.0,0,
12/31/2004,518,349,120,0.0,0.0,20,0.0,-43,0.0,-303.0,0.0,-26.0,-485.0,300.0,-64.0,650,,6.0,-358,-301,-57,0.0,0,0.0,35,-317,-26,-43,-37,100,-22,0.0,-14.0,-10.0,175,
03/31/2005,712,225,161,0.0,0.0,-68,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,,11.0,-265,-269,4,0.0,0,0.0,15,-239,-283,-50,-64,0,-50,90.0,-206.0,-3.0,190,
