Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
05/30/1993,-3.774,3.369,0.838,0.029,,,0.029,-8.01,,,,-8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/29/1993,8.879,6.229,0.903,0.021,,,0.021,1.726,,,,1.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/1993,-1.926,5.555,1.077,-0.344,,,-0.344,-8.214,,,,-8.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/27/1994,-4.934,6.734,1.382,1.231,,,1.231,-14.281,,,,-14.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.934,,,
05/29/1994,10.162,4.621,1.482,-0.717,,,-0.717,4.776,,,,4.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/28/1994,3.731,8.65,1.661,0.09,,,0.09,-6.67,,,,-6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/1994,-3.148,7.551,1.854,0.006,,,0.006,-12.559,,,,-12.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/1995,12.448,9.191,2.196,0.287,,,0.287,0.774,,,,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.448,,,
05/28/1995,6.112,5.66,2.26,0.044,,,0.044,-1.852,,,,-1.852,,,-2.481,,,,-2.481,,,,,,,,,,2.481,,,,,,,,,,,,,,,
08/27/1995,4.636,10.975,2.338,-0.291,,,-0.291,-8.386,,,,-8.386,,,-4.341,,,,-4.341,,,,,,,,,,4.341,,,,,,,,,,,,,,,
11/26/1995,4.487,10.006,2.518,-0.355,,,-0.355,-7.682,,,,-7.682,,,-11.455,,,,-11.455,,,,,,,,,,11.455,,,,,,,,,,,,,,,
02/25/1996,21.849001,12.818,2.786,0.346,,,0.346,5.899,,,,5.899,,,-6.101,,,,-6.101,,,,,,,,,,6.101,,,,,,,,,,,,,,,
05/26/1996,4.58,7.714,2.957,-0.532,,,-0.532,-5.559,,,,-5.559,,,-5.107,,,,-5.107,,,,,,,,,,5.107,,,,,,,,,,,,,,,
08/25/1996,12.583,15.105,3.175,-0.224,,,-0.224,-5.473,,,,-5.473,,,-8.831,,,,-8.831,,,,,,,,,,8.831,,,,,,,,,,,,,,,
11/24/1996,14.12,13.88,3.492,-0.035,,,-0.035,-3.217,,,,-3.217,,,-15.292,,,,-15.292,,,,,,,,,,15.292,,,,,,,,,,,,,,,
03/01/1997,29.451,18.316,3.815,-1.475,,,-1.475,8.795,,,,8.795,,,-5.906,,,,-5.906,,,,,,,,,,5.906,,,,,,,,,,,,,,,
05/31/1997,14.429,9.907,4.078,0.354,,,0.354,0.09,,,,0.09,,-10.051,-10.051,0.0,,,-10.051,,,0.0,0.0,0.0,,,,,0.0,0.952,0.0,0.0,,,,0.952,0.952,0.0,0.0,,5.33,,,
08/30/1997,11.459,19.447001,4.337,-0.638,,,-0.638,-11.687,,,,-11.687,,-9.718,-9.718,0.0,,,-9.718,,,0.0,0.0,0.0,,,,,0.0,3.326,0.0,0.0,,,,3.326,3.326,0.0,0.0,,5.067,,,
11/29/1997,4.078,18.943001,4.732,-0.166,,,-0.166,-19.431,,,,-19.431,,-14.437,-14.437,0.0,,,-14.437,,,0.0,0.0,0.0,,,,,0.0,1.595,0.0,0.0,,,,1.595,1.595,0.0,0.0,,-8.764,,,
03/01/1998,17.941999,24.844999,5.091,-5.895,,,-5.895,-6.099,,,,-6.099,,-7.081,-7.081,0.0,,,-7.081,,,0.0,0.0,0.0,,,,,0.0,2.021,0.0,0.0,,,,2.021,2.021,0.0,0.0,,12.882,,,
05/30/1998,7.804,12.991,5.252,-1.189,,,-1.189,-9.25,,,,-9.25,,-9.616,-9.616,0.0,,,-9.616,,,0.0,0.0,0.0,,,,,0.0,5.744,0.0,0.0,,,,5.744,5.744,0.0,0.0,,3.932,,,
08/29/1998,14.197,25.504,5.491,-1.167,,,-1.167,-15.631,,,,-15.631,,-15.816,-15.816,0.0,,,-15.816,,,0.0,0.0,0.0,,,,,0.0,3.315,0.0,0.0,,,,3.315,3.315,0.0,0.0,,1.696,,,
11/28/1998,27.194,24.650999,5.899,0.321,,,0.321,-3.677,,,,-3.677,,-17.08,-17.08,0.0,,,-17.08,,,0.0,0.0,0.0,,,,,0.0,5.528,0.0,0.0,,,,5.528,5.528,0.0,0.0,,15.642,,,
02/27/1999,31.850998,34.200001,6.574999,-0.641,,,-0.641,-8.283,,,,-8.283,,-19.761436,-19.761997,0.0,,,-19.761997,,,0.0,0.0,0.0,,,,,0.000561,3.757,0.0,0.0,,,,3.757,3.757,0.0,0.0,,15.846001,,62.0,
05/29/1999,35.667,17.882999,6.881,-0.465,,,-0.465,11.368,,,,11.368,,-7.034,-7.034,0.0,,,-7.034,,,0.0,0.0,0.0,,,,,0.0,4.729,0.0,0.0,,,,4.729,4.729,0.0,0.0,,33.362,,0.0,
08/28/1999,57.648,51.13,14.198,-2.451,,-2.507,0.056,-5.229,,-79.198,,73.969,,-24.217,-24.217,0.0,,,-24.217,,,0.0,0.0,0.0,,,,,0.0,7.018,0.0,0.0,,,,7.018,7.018,0.0,0.0,,40.449,,0.0,
11/27/1999,84.535,31.707,22.367,56.48,8.394,-3.761,51.847,-26.019,,-162.096,102.627,33.45,,-74.291,-74.291,0.0,,,-74.291,,,0.0,0.0,0.0,,,,,0.0,6.995,0.0,0.0,,,,6.995,6.995,0.0,0.0,,17.239,,0.0,
02/26/2000,59.794998,48.391998,9.258,3.875,,,3.875,-1.73,,,,-1.73,,-15.807,-15.807,0.0,,,-15.807,,,0.0,0.0,0.0,,,,,0.0,-7.592,0.0,0.0,,,,-7.592,0.0,-7.592,0.0,,36.396,,0.0,
05/27/2000,4.297,23.364,9.928,9.991,,,9.991,-38.986,,,,-38.986,,-19.035999,-19.035999,0.0,,,-19.035999,,,0.0,0.0,0.0,,,,,0.0,7.095,0.0,0.0,,,,7.095,7.095,0.0,0.0,,-7.644,,0.0,
08/26/2000,47.523998,43.577999,10.763,0.211,,,0.211,-7.028,,,,-7.028,,-38.43,-38.43,0.0,,,-38.43,,,0.0,0.0,0.0,,,,,0.0,2.219,0.0,0.0,,,,2.219,2.219,0.0,0.0,,11.313,,0.0,
11/25/2000,30.565001,40.665001,12.105,17.247,,,17.247,-39.452,,,,-39.452,,-54.569,-54.569,0.0,,,-54.569,,,0.0,0.0,0.0,,,,,0.0,17.165001,0.0,0.0,,,,17.165001,17.165001,0.0,0.0,,-6.839,,0.0,
03/03/2001,115.550003,64.315002,13.854,15.783,,,15.783,21.598,,,,21.598,,-28.360001,-28.360001,0.0,,,-28.360001,,,0.0,0.0,0.0,,,,,0.0,11.277,0.0,0.0,,,,11.277,11.277,0.0,0.0,,98.467003,,0.0,
06/02/2001,52.203999,30.007,14.418,12.872,,,12.872,-5.093,,,,-5.093,,-24.421,-24.421,0.0,,,-24.421,,,0.0,0.0,0.0,,,,,0.0,8.855,0.0,0.0,,,,8.855,8.855,0.0,0.0,,36.638,,0.0,
09/01/2001,83.169998,53.953999,15.311,5.621,,,5.621,8.284,,,,8.284,,-25.358,-25.358,0.0,,,-25.358,,,0.0,0.0,0.0,,,,,0.0,4.992,0.0,0.0,,,,4.992,4.992,0.0,0.0,,62.804001,,0.0,
12/01/2001,26.469,52.964001,15.958,4.81,,,4.81,-47.263,,,,-47.263,,-46.765999,-46.765999,0.0,,,-46.765999,,,0.0,0.0,0.0,,,,,0.0,2.859,0.0,0.0,,,,2.859,2.859,0.0,0.0,,-17.438,,0.0,
03/02/2002,176.113007,82.674004,16.860001,10.526,,,10.526,66.053001,,,,66.053001,,-76.996002,-25.087,0.0,,,-25.087,,,-51.909,0.0,-51.909,,,,,-2e-06,9.047,0.0,0.0,,,,9.047,9.047,0.0,0.0,,108.164001,,0.0,
06/01/2002,77.766998,46.299,17.195,7.987,,,7.987,6.286,,,,6.286,,-130.492004,-11.631,0.0,,,-11.631,,,0.0,0.0,0.0,,,,,-118.861005,3.664,0.0,0.0,,,,3.664,3.664,0.0,0.0,,-49.061001,18.1,0.0,
08/31/2002,72.942001,75.459,22.124001,4.979,,,4.979,-29.620001,,,,-29.620001,,-125.723999,-45.971001,0.0,,,-45.971001,,,0.0,0.0,0.0,,,,,-79.752998,5.973,0.0,0.0,,,,5.973,5.973,0.0,0.0,,-46.808998,54.5,0.0,
11/30/2002,85.331001,75.112,17.747,4.641,,,4.641,-12.169,,,,-12.169,,-137.615997,-64.862,0.0,,,-64.862,,,0.0,0.0,0.0,,,,,-72.753998,11.69,0.0,0.0,,,,11.69,11.69,0.0,0.0,,-40.595001,42.799999,0.0,
03/01/2003,183.276993,105.308998,17.759001,19.009001,,,19.009001,41.200001,,,,41.200001,,36.473,-12.79,0.0,,,-12.79,,,0.0,0.0,0.0,,,,,49.263,2.889,0.0,0.0,,,,2.889,2.889,0.0,0.0,,222.639008,36.400002,0.0,
05/31/2003,107.668999,57.507999,20.087,15.173,,-1.462,16.635,14.901,,-11.235,,26.136,,48.431,-8.757,0.0,,,-8.757,,,0.0,0.0,0.0,,,,,57.188,11.975,0.0,0.0,,,,11.975,11.975,0.0,0.0,,168.074997,27.299999,0.0,
08/30/2003,139.761002,97.208,20.17,1.201,,5.499,-4.298,21.181999,,37.733002,,-16.551003,,-190.248993,-21.368999,0.0,,,-21.368999,,,0.0,0.0,0.0,,,,,-168.879993,-15.876,0.0,0.0,,,,5.339,5.339,0.0,-21.215,,-66.363998,0.0,0.0,
11/29/2003,53.445999,100.505997,20.429001,23.973,,-1.462,25.435,-91.461998,,-209.029999,,117.568001,,-82.291,-49.042,0.0,,,-49.042,,,0.0,0.0,0.0,,,,,-33.249001,31.795,0.0,0.0,,,,31.795,31.795,0.0,0.0,,2.95,138.100006,0.0,
02/28/2004,247.565994,144.248001,23.959,28.075001,,,28.075001,51.284,,,,51.284,,-68.370003,-33.831001,0.0,,,-33.831001,,,0.0,0.0,0.0,,,,,-34.539001,25.488001,0.0,0.0,,,,25.488001,25.488001,0.0,0.0,,204.684006,61.299999,0.0,
