Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
01/31/1995,-245.300003,138.399994,,,,,,,,,,,,-34.700001,,,,-34.700001,,,,,,,,,,34.700001,,,,,,,,,,,,,
04/30/1995,-118.699997,237.0,,,,,,,,,,,,-47.799999,,,,-47.799999,,,,,,,,,,47.799999,,,,,,,,,,,,,
07/31/1995,292.200012,180.100006,,,,,,,,,,,,-57.700001,,,,-57.700001,,,,,,,,,,57.700001,,,,,,,,,,,,,
10/31/1995,911.200012,150.600006,,,,,,,,,,,-122.199997,-122.199997,,,,-122.199997,,,,,,,,,,0.0,,,,,,,,,,,,789.000015,
01/31/1996,-385.100006,166.199997,,,,,,,,,,,-39.400002,-39.400002,,,,-39.400002,,,,,,,,,,0.0,,,,,,,,,,,,-424.500008,
04/30/1996,36.400002,272.700012,,,,,,,,,,,-62.099998,-62.099998,,,,-62.099998,,,,,,,,,,0.0,,,,,,,,,,,,-25.699996,
07/31/1996,712.900024,204.399994,,,,,,,,,,,-34.700001,-34.700001,,,,-34.700001,,,,,,,,,,0.0,,,,,,,,,,,,678.200023,
10/31/1996,980.200012,174.0,,,,,,,,,,,-139.699997,-139.699997,,,,-139.699997,,,,,,,,,,0.0,,,,,,,,,,,,840.500015,
01/31/1997,-198.0,176.699997,,,,,,,,,,,-68.099998,-68.099998,,,,-68.099998,,,,,,,,,,0.0,,,,,,,,,,,,-266.099998,
04/30/1997,33.900002,319.5,,,,,,,,,,,-79.199997,-79.199997,,,,-79.199997,,,,,,,,,,0.0,,,,,,,,,,,,-45.299995,
07/31/1997,377.0,252.699997,,,,,,,,,,,-124.5,-124.5,,,,-124.5,,,,,,,,,,0.0,,,,,,,,,,,,252.5,
01/31/1998,-605.700012,203.300003,,,,,,,,,,,-419.700012,-73.0,0.0,,,-73.0,,,-233.0,1492.699951,-1725.699951,,,,,-113.700012,1014.599998,-50.200001,1192.900002,,,,-126.200003,6.6,-132.800003,-1.9,,-10.8,
04/30/1998,-36.700001,365.200012,,,,,,,,,,,-556.099976,-88.199997,0.0,,,-88.199997,,,-239.300048,1638.099976,-1877.400024,,,,,-228.599931,608.000003,-107.300003,913.600006,,,,-199.9,14.1,-214.0,1.6,,15.2,
07/31/1998,384.0,290.799988,,,,,,,,,,,-455.5,-89.599998,0.0,,,-89.599998,,,-163.400024,1870.0,-2033.400024,,,,,-202.499978,68.200002,-1.8,391.600002,,,,-319.8,1.7,-321.5,-1.8,,-3.3,
10/31/1998,675.299988,162.100006,,,,,,,,,,,309.399994,-29.5,154.5,,,-184.0,,,-92.900147,2544.399902,-2637.300049,,,,,431.800141,-1006.099979,-53.099998,-734.599975,,,,-217.300006,0.3,-217.600006,-1.1,,-21.4,
01/31/1999,-397.1,49.7,,-446.8,,,-446.8,,,,,,-408.4,-54.9,0.0,,,-54.9,,,-341.7,1700.5,-2042.2,,,,,-11.8,821.3,-51.7,919.2,,,,-45.7,0.4,-46.1,-0.5,,15.8,
04/30/1999,69.5,150.1,,-527.4,,,-527.4,,,,,,-668.5,-61.6,0.0,,,-61.6,,,-286.6,1678.3,-1964.9,,,,,-320.3,568.8,-51.0,618.7,,,,2.7,2.7,0.0,-1.6,,-30.2,
07/31/1999,940.9,68.9,,344.6,,,344.6,,,,,,351.0,-64.5,0.0,,,-64.5,,,670.2,2706.3,-2036.1,,,,,-254.7,-1234.9,-51.3,-1183.5,,,,0.3,0.4,-0.1,-0.4,,57.0,
10/31/1999,821.2,-29.5,,,,,,,,,,,74.1,56.8,191.3,,,-134.5,,,-562.9,2413.6,-2976.5,,,,,580.2,-952.1,-51.4,-899.2,,,,-2.1,0.7,-2.8,0.6,,-56.8,
01/31/2000,-416.6,37.7,,-454.3,,,-454.3,,,,,,-76.5,24.4,61.7,,,-37.3,,,-141.7,1866.1,-2007.8,,,,,40.8,495.1,-51.4,542.4,,,,4.5,4.5,0.0,-0.4,,2.0,
04/30/2000,-38.1,204.3,,-696.7,,,-696.7,,,,,,-1445.8,17.9,89.7,,,-71.8,,,-544.9,1626.6,-2171.5,,,,,-918.8,1556.8,-51.5,1608.7,,,,1.4,1.4,0.0,-1.8,,72.9,
07/31/2000,655.9,172.4,,-213.2,,,-213.2,,,,,,-348.7,5.9,100.7,,,-94.8,,,-24.2,2301.1,-2325.3,,,,,-330.4,-325.9,-51.5,-285.4,,,,9.5,9.5,0.0,1.5,,-18.7,
10/31/2000,878.8,71.1,,,,,,,,,,,-1239.3,-140.3,82.5,,,-222.8,,,-1722.2,1839.6,-3561.8,,,,,623.2,300.5,-51.6,356.7,,,,-0.1,0.5,-0.6,-4.5,,-60.0,
01/31/2001,-991.4,56.4,,-1047.8,,,-1047.8,,,,,,626.6,14.3,78.0,,,-63.7,,,695.1,2813.6,-2118.5,,,,,-82.8,384.7,-51.6,432.7,,,,3.7,4.9,-1.2,-0.1,,19.9,
04/30/2001,-56.1,127.8,,-1231.7,,,-1231.7,,,,,,-830.1,8.5,125.9,,,-117.4,,,-691.8,1830.3,-2522.1,,,,,-146.8,1059.0,-51.6,1114.5,,,,0.9,1.0,-0.1,-4.8,,172.8,
07/31/2001,830.5,71.8,,-473.1,,,-473.1,,,,,,-1178.8,-16.1,86.4,,,-102.5,,,-417.9,2022.8,-2440.7,,,,,-744.8,116.6,-51.7,169.5,,,,1.1,1.1,0.0,-2.3,,-231.7,
10/31/2001,1330.4,-320.0,,,,,,,,,,,-982.6,-106.0,101.4,,,-207.4,,,-1462.0,2027.6,-3489.6,,,,,585.4,429.5,-51.6,476.5,,,,10.8,10.8,0.0,-6.2,,777.3,
01/31/2002,-343.1,-38.1,,-305.0,,,-305.0,,,,,,1601.4,7.2,75.4,,,-68.2,,,1440.9,5173.6,-3732.7,,,,,153.3,76.5,-51.7,124.2,,,,10.5,11.2,-0.7,-6.5,,1334.8,
04/30/2002,117.9,141.8,,-328.8,,,-328.8,,,,,,-342.8,158.8,233.2,,,-74.4,,,-277.2,1173.7,-1450.9,,,,,-224.4,476.6,-52.3,503.1,,,,21.7,22.2,-0.5,4.1,,251.7,
07/31/2002,903.8,147.6,,427.4,,,427.4,,,,,,-825.8,42.4,129.1,,,-86.7,,,-874.2,1921.1,-2795.3,,,,,6.0,-367.0,-52.5,-328.8,,,,6.3,6.3,0.0,8.0,,-289.0,
10/31/2002,1199.7,67.9,,,,,,,,,,,-746.8,-71.9,57.5,,,-129.4,,,-777.9,1686.4,-2464.3,,,,,103.0,34.5,-52.4,91.0,,,,8.3,8.3,0.0,-12.4,,487.4,
01/31/2003,-537.4,68.0,,,,,,,,,,,240.9,59.3,107.7,,,-48.4,,,165.7,2525.3,-2359.6,,,,,15.9,1035.0,-52.5,1047.6,,,,19.4,19.8,-0.4,20.5,,738.5,
04/30/2003,-355.4,256.9,,-1217.7,,,-1217.7,,,,,,-522.9,101.4,170.1,,,-68.7,,,-4851.1,0.0,-4851.1,,,,,4226.8,649.1,-52.7,692.7,,,,0.6,0.6,0.0,8.5,,-229.2,
07/31/2003,1087.8,247.5,,-377.4,,,-377.4,,,,,,-85.6,52.5,120.8,,,-68.3,,,-2346.5,0.0,-2346.5,,,,,2208.4,-569.2,-52.6,-551.2,,,,21.1,21.1,0.0,13.5,,433.0,
10/31/2003,1340.7,70.7,,,,,,,,,,,-528.5,-8.3,115.9,,,-124.2,,,6000.0,8493.3,-2493.3,,,,,-6520.2,-184.9,-52.7,-292.0,,,,133.0,133.0,0.0,26.8,,627.3,
01/31/2004,-226.4,170.8,,-397.2,,,-397.2,,,,,,551.8,61.2,114.9,,,-53.7,,,564.6,3518.6,-2954.0,,,,,-74.0,-622.1,-53.4,-703.3,,,,133.0,133.2,-0.2,1.6,,-296.7,
04/30/2004,-682.1,477.3,,-1556.6,,,-1556.6,,,,,,-439.4,58.4,145.3,,,-86.9,,,-468.1,3244.6,-3712.7,,,,,-29.7,29.4,-54.2,-26.6,,,,83.3,83.3,0.0,26.9,,-1092.1,
07/31/2004,1072.2,401.4,,-885.7,,,-885.7,,,,,,-843.9,-365.4,79.8,,,-445.2,,,-514.9,2963.3,-3478.2,,,,,36.4,112.4,-69.4,264.9,,,,-71.5,28.6,-100.1,-11.6,,340.7,
10/31/2004,332.4,356.6,,,,,,,,,,,-337.6,35.8,104.4,,,-68.6,,,-10075.1,,-10075.1,,,,,9701.7,-150.1,-69.6,-14.2,,,,-87.1,5.7,-92.8,20.8,,-155.3,
01/31/2005,-405.7,222.8,160.3,219.5,,-24.3,243.8,-1008.3,192.0,-810.1,-390.2,,-125.9,-48.6,91.5,,,-140.1,,,-72.1,2132.0,-2204.1,,,,,-5.2,216.0,-69.3,364.1,,,,-91.3,71.0,-162.3,12.5,,-315.6,
04/30/2005,-344.8,604.0,153.5,-193.2,,-47.7,-145.5,-909.1,-1393.5,-172.3,656.7,,-914.6,-69.2,109.1,,,-178.3,,,-884.8,1846.9,-2731.7,,,,,39.4,1450.6,-69.3,1821.8,,,,-296.5,25.6,-322.1,-5.4,,191.2,
07/31/2005,623.4,387.1,158.0,-249.1,,-91.3,-157.8,327.4,71.9,236.2,19.3,,-2582.0,-94.4,98.0,,,-192.4,,,-676.2,2101.1,-2777.3,,,,,-1811.4,1041.7,-76.3,1235.9,,,,-98.0,50.8,-148.8,-19.9,,-916.9,
10/31/2005,1343.7,232.9,164.7,-188.1,,114.0,-302.1,1134.2,661.0,422.1,51.1,,-1550.7,-243.3,100.5,,,-343.8,,,-724.0,2051.7,-2775.7,,,,,-583.4,325.4,-74.8,688.2,,,,-279.5,6.2,-285.7,-8.5,,118.4,
01/31/2006,-962.9,235.9,161.2,-33.6,,-20.3,-13.3,-1326.4,-177.9,-629.2,-519.3,,416.1,-160.1,83.3,,,-243.4,,,412.3,2669.5,-2257.2,,,,,163.9,-234.2,-73.7,39.5,,,,-194.5,47.3,-241.8,-5.5,,-781.0,
04/30/2006,-430.0,744.6,170.7,-579.9,,102.7,-682.6,-765.4,-1300.4,-28.5,563.5,,37.2,-195.9,73.7,,,-269.6,,,-454.0,2291.1,-2745.1,,,,,687.1,117.5,-92.0,238.8,,,,-37.1,287.5,-324.6,7.8,,-275.3,
07/31/2006,1055.0,436.0,170.6,-217.7,,-90.5,-127.2,666.1,159.5,224.4,282.2,,-867.6,-213.9,62.2,,,-276.1,,,-560.7,2200.2,-2760.9,,,,,-93.0,-103.4,-91.7,305.9,,,,-339.8,48.8,-388.6,22.2,,84.0,
10/31/2006,1311.1,277.3,188.9,45.8,,23.9,21.9,799.1,614.9,355.3,-171.1,,-734.6,-302.6,91.7,,,-394.3,,,-465.7,2222.1,-2687.8,,,,,33.7,-174.9,-91.0,244.1,,,,-314.7,29.6,-344.3,-13.3,,401.6,
01/31/2007,-686.0,238.7,185.7,-81.4,42.6,-3.9,-120.1,-1029.0,-30.7,-579.8,-418.5,,552.3,-302.0,94.8,,,-396.8,,,452.4,2881.6,-2429.2,,,,,401.9,-212.7,-88.7,-34.4,,,,-121.5,81.1,-202.6,31.9,,-346.4,
04/30/2007,526.3,623.6,181.7,41.0,,-133.6,174.6,-320.0,-1138.8,-104.7,923.5,,-741.9,-252.5,73.4,,,-325.9,,,-170.3,2695.9,-2866.2,,,,,-319.1,858.2,-100.1,1197.6,,,,-241.8,150.6,-392.4,2.5,,642.6,
07/31/2007,1444.9,537.2,186.1,-89.5,,53.6,-143.1,811.1,594.7,219.4,-3.0,,-1134.6,-204.6,100.2,,,-304.8,,,-558.5,2384.4,-2942.9,,,,,-371.5,-520.8,-99.6,-3.0,,,,-430.6,91.4,-522.0,12.4,,-210.5,
10/31/2007,1474.2,422.1,190.9,120.3,,79.7,40.6,740.9,705.9,107.9,-72.9,,-609.1,-369.9,86.8,,,-456.7,,,-635.2,2514.8,-3150.0,,,,,396.0,-359.7,-98.3,86.6,,,,-336.0,64.8,-400.8,-12.0,,505.4,
01/31/2008,-825.0,369.1,199.7,-238.1,45.5,-20.2,-263.4,-1155.7,53.0,-1013.0,-195.7,,656.8,-187.1,125.2,,,-312.3,,,401.1,3124.9,-2723.8,,,,,442.8,-614.1,-110.4,-118.4,,,,-377.7,103.8,-481.5,-7.6,,-782.3,
04/30/2008,302.4,763.5,208.4,87.3,,-80.4,167.7,-756.8,-1322.8,-304.8,870.8,,-268.9,-194.2,114.2,,,-308.4,,,-216.1,3250.0,-3466.1,,,,,141.4,758.0,-109.4,1270.3,,,,-469.6,50.4,-520.0,66.7,,791.5,
07/31/2008,1465.2,575.2,218.8,-147.0,,-42.5,-104.5,817.3,613.1,104.9,99.3,,-771.2,-201.9,115.5,,,-317.4,,,-394.4,3063.8,-3458.2,,,,,-174.9,-159.0,-108.1,276.5,,,,-332.0,24.5,-356.5,4.6,,535.0,
10/31/2008,1006.4,345.0,204.1,191.9,,232.8,-40.9,266.3,228.3,17.5,20.5,,-1042.7,-559.3,110.8,,,-670.1,,,-441.0,3215.3,-3656.3,,,,,-42.4,-575.1,-120.2,-106.6,,,,-316.9,2.7,-319.6,-31.4,,-611.4,
01/31/2009,-1615.5,203.9,216.9,16.0,45.7,29.9,-59.6,-2052.3,-283.0,-874.0,-895.3,0.0,1271.8,-218.8,117.9,117.9,0.0,-336.7,-336.7,0.0,773.1,3386.9,-2613.8,-40.9,0.0,-40.9,0.0,758.4,3132.4,-118.2,3346.2,1157.1,2842.2,-653.1,0.4,3.6,-3.2,-96.0,4.0,2792.7,
04/30/2009,434.6,472.2,213.8,89.8,10.6,-103.2,182.4,-341.2,-841.6,247.5,252.9,0.0,-127.5,-171.1,108.6,108.6,0.0,-279.7,-279.7,0.0,48.0,2877.6,-2829.6,-3.4,0.0,-3.4,0.0,-1.0,-527.7,-236.3,-275.0,-352.8,1369.4,-1291.6,1.2,1.2,0.0,-17.6,13.7,-206.9,
07/31/2009,1663.9,420.0,222.5,-33.5,7.6,-4.6,-36.5,1054.9,862.7,538.4,-346.2,0.0,-660.7,-202.1,113.7,113.7,0.0,-315.8,-315.8,0.0,-463.0,2554.4,-3017.4,-3.1,0.0,-3.1,0.0,7.5,-1504.5,-0.4,-1501.9,-1197.0,521.2,-826.1,6.3,6.3,0.0,-8.5,18.9,-482.4,
10/31/2009,1501.8,-222.8,220.1,634.1,6.6,249.5,378.0,870.4,743.7,540.6,-413.9,0.0,-540.6,-238.8,137.1,137.1,0.0,-375.9,-375.9,0.0,-328.1,2445.3,-2773.4,-2.4,0.0,-2.4,0.0,28.7,-629.9,-118.5,-501.6,-992.1,1550.0,-1059.5,10.0,10.0,0.0,-19.8,5.6,336.9,
01/31/2010,-318.3,243.2,241.4,163.0,40.1,39.3,83.6,-965.9,-205.6,-348.2,-412.1,0.0,372.5,-58.3,158.9,158.9,0.0,-217.2,-217.2,0.0,517.6,3215.3,-2697.7,-13.0,5.7,-18.7,0.0,-73.8,345.8,-118.5,445.1,571.6,335.1,-461.6,27.5,31.3,-3.8,-8.3,-8.4,391.6,
04/30/2010,734.9,547.5,222.0,317.1,11.6,69.8,235.7,-351.7,-1014.8,-406.7,1069.8,0.0,-822.6,-130.2,172.0,172.0,0.0,-302.2,-302.2,0.0,-662.7,2674.5,-3337.2,-22.8,0.1,-22.9,0.0,-6.9,-1296.6,-119.1,-1191.8,-648.9,604.7,-1147.6,25.9,25.9,0.0,-11.6,-44.1,-1428.4,
07/31/2010,671.5,617.0,229.5,-4.3,9.8,-2.5,-11.6,-170.7,51.2,-313.0,91.1,0.0,-565.9,-187.3,132.6,132.6,0.0,-319.9,-319.9,0.0,-496.5,2501.1,-2997.6,17.7,19.2,-1.5,0.0,100.2,28.2,-118.6,223.9,317.2,897.1,-990.4,-68.9,30.1,-99.0,-8.2,5.0,138.8,
10/31/2010,1194.1,457.2,221.9,94.6,9.7,68.4,16.5,420.4,74.2,15.2,331.0,0.0,-1093.1,-315.1,158.4,158.4,0.0,-473.5,-473.5,0.0,-805.2,2656.2,-3461.4,7.5,9.9,-2.4,0.0,19.7,-87.1,-127.3,224.2,516.1,784.2,-1076.1,-170.7,85.3,-256.0,-13.3,23.0,36.9,
01/31/2011,-900.3,513.7,219.0,-110.1,15.0,-185.1,60.0,-1522.9,-110.0,-1096.1,-316.8,0.0,982.8,-110.8,196.5,196.5,0.0,-307.3,-307.3,0.0,380.9,3771.1,-3390.2,845.0,891.6,-46.6,0.0,-132.3,-425.0,-127.2,-105.6,19.5,328.4,-453.5,-180.7,121.5,-302.2,-11.5,-10.1,-352.6,
04/30/2011,235.0,904.3,229.7,-93.7,18.1,-125.2,13.4,-805.3,-1118.4,-527.5,840.6,0.0,-972.3,-212.5,186.9,186.9,0.0,-399.4,-399.4,0.0,-757.8,2893.7,-3651.5,1.9,1.9,0.0,0.0,-3.9,1211.0,-147.8,1567.3,783.7,1112.2,-328.6,-195.1,103.9,-299.0,-13.4,38.1,511.8,
07/31/2011,1301.4,712.3,229.2,-53.1,17.7,-14.6,-56.2,413.0,249.6,-151.0,314.4,0.0,-1077.4,-232.8,139.4,139.4,0.0,-372.2,-372.2,0.0,-592.4,2652.6,-3245.0,-13.3,0.9,-14.2,0.0,-238.9,-540.8,-147.2,102.5,41.1,2074.5,-2013.1,-484.7,7.3,-492.0,-11.4,-14.7,-331.5,
10/31/2011,1690.2,669.6,237.0,119.6,18.2,156.8,-55.4,664.0,169.9,44.1,450.0,0.0,-1553.8,-441.3,160.6,160.6,0.0,-601.9,-601.9,0.0,-836.1,2834.0,-3670.1,16.7,16.7,0.0,0.0,-293.1,-105.6,-170.9,643.9,-1070.4,2139.9,-425.6,-566.4,7.4,-573.8,-12.2,-1.9,28.9,
01/31/2012,-1226.8,532.9,243.3,-81.1,19.5,-28.2,-72.4,-1921.9,221.6,-1449.1,-694.4,0.0,-36.4,-165.1,222.3,222.3,0.0,-387.4,-387.4,0.0,542.7,4028.1,-3485.4,6.9,6.9,0.0,0.0,-420.9,1040.1,-167.8,1577.0,481.8,1410.2,-315.0,-358.4,29.5,-387.9,-10.7,-35.8,-258.9,
04/30/2012,-300.5,1056.2,255.4,-101.7,18.2,-95.9,-24.0,-1510.4,-1775.7,-570.8,836.1,0.0,-1292.2,-248.2,196.5,196.5,0.0,-444.7,-444.7,0.0,-821.6,3066.3,-3887.9,13.3,13.3,0.0,0.0,-235.7,1214.4,-165.2,1741.8,815.8,2646.6,-1720.6,-344.6,13.8,-358.4,-17.6,9.8,-368.5,
07/31/2012,391.9,788.0,244.0,-497.3,18.4,-81.2,-434.5,-142.8,-486.8,-12.3,356.3,0.0,-1086.7,-324.3,164.3,164.3,0.0,-488.6,-488.6,0.0,-678.0,2781.0,-3459.0,10.2,10.2,0.0,0.0,-94.6,1099.6,-183.3,1776.0,-62.2,4199.4,-2361.2,-468.4,10.6,-479.0,-24.7,-27.1,377.7,
10/31/2012,2303.1,687.6,261.5,201.2,18.4,113.5,69.3,1152.8,139.3,522.0,491.5,0.0,-1588.8,-583.9,216.4,216.4,0.0,-800.3,-800.3,0.0,-1117.2,3189.5,-4306.7,-0.2,-0.2,0.0,0.0,112.5,526.1,-181.6,1046.1,-340.5,2385.8,-999.2,-325.2,37.2,-362.4,-13.2,14.3,1254.7,
01/31/2013,-1249.4,649.7,277.1,290.4,22.3,-20.6,288.7,-2466.6,94.9,-1169.0,-1392.5,0.0,216.9,-242.2,249.4,249.4,0.0,-491.6,-491.6,0.0,408.3,4341.9,-3933.6,0.0,0.0,0.0,0.0,50.8,47.7,-178.7,190.2,691.9,877.8,-1379.5,56.6,153.0,-96.4,-20.4,4.7,-980.1,
04/30/2013,93.0,1084.2,277.3,97.6,22.7,-83.2,158.1,-1366.1,-2124.9,-66.1,824.9,0.0,-1195.7,-273.7,257.0,257.0,0.0,-530.7,-530.7,0.0,-851.8,3438.7,-4290.5,0.0,0.0,0.0,0.0,-70.2,1103.5,-178.9,1446.8,649.7,1592.7,-795.6,-151.8,39.8,-191.6,-12.6,-21.5,-20.7,
07/31/2013,1744.2,996.5,286.8,45.5,17.7,-93.4,121.2,415.4,-210.5,280.9,345.0,0.0,-1924.2,-421.7,185.9,185.9,0.0,-607.6,-607.6,0.0,-1153.2,3027.3,-4180.5,22.0,22.0,0.0,0.0,-371.3,-405.1,-198.7,249.0,671.3,1302.2,-1724.5,-447.8,16.1,-463.9,-7.6,24.0,-561.1,
10/31/2013,2666.5,806.8,299.1,84.4,18.0,24.6,41.8,1476.2,730.3,225.8,520.1,0.0,-1917.7,-501.0,244.4,244.4,0.0,-745.4,-745.4,0.0,-1327.0,3280.1,-4607.1,-83.5,0.0,-83.5,0.0,-6.2,-339.6,-196.6,638.9,736.5,961.3,-1058.9,-763.2,16.3,-779.5,-18.7,4.5,413.7,
01/31/2014,-746.2,681.1,343.1,189.3,23.2,-8.6,174.7,-1959.7,126.7,-836.8,-1249.6,0.0,673.3,-225.9,276.4,276.4,0.0,-502.3,-502.3,0.0,470.6,4660.7,-4190.1,303.7,303.7,0.0,0.0,124.9,-209.5,-192.5,404.4,-736.7,2241.1,-1100.0,-408.4,68.9,-477.3,-13.0,-33.0,-315.4,
04/30/2014,-85.7,980.7,287.2,139.6,21.5,-129.4,247.5,-1493.2,-1819.5,-431.4,757.7,0.0,-940.7,-247.5,294.5,294.5,0.0,-542.0,-542.0,0.0,-535.2,3684.0,-4219.2,3.5,3.5,0.0,0.0,-161.5,908.8,-189.8,1670.6,1693.4,2012.7,-2035.5,-552.1,64.0,-616.1,-19.9,7.5,-110.1,
07/31/2014,1514.0,850.7,327.1,-228.2,15.9,-111.1,-133.0,564.4,13.5,165.3,385.6,0.0,-1299.9,-413.7,232.4,232.4,0.0,-646.1,-646.1,0.0,-1013.0,3241.9,-4254.9,32.6,32.6,0.0,0.0,94.2,-266.4,-186.3,440.7,-1033.4,2418.4,-944.3,-503.3,34.4,-537.7,-17.5,8.5,-43.8,
10/31/2014,2843.8,649.2,349.1,-201.6,17.9,-31.0,-188.5,2047.1,930.3,805.0,311.8,0.0,-1313.7,-680.7,288.2,288.2,0.0,-968.9,-968.9,0.0,-843.7,3732.5,-4576.2,6.0,6.0,0.0,0.0,204.7,-721.2,-217.4,596.4,165.9,1559.8,-1129.3,-1087.0,13.0,-1100.0,-13.2,-56.6,752.3,
01/31/2015,-510.1,386.8,342.9,643.0,18.1,176.1,448.8,-1882.8,349.1,-603.9,-1628.0,0.0,1385.1,-241.6,242.1,242.1,0.0,-483.7,-483.7,0.0,1019.8,4694.6,-3674.8,0.0,0.0,0.0,0.0,606.9,-582.5,-209.9,203.3,209.8,1227.8,-1234.3,-553.7,51.0,-604.7,-22.2,-104.7,187.8,
04/30/2015,355.4,690.5,340.0,10.4,10.6,-58.4,58.2,-685.5,-1209.9,-329.0,853.4,0.0,-233.1,-360.6,310.2,310.2,0.0,-670.8,-670.8,0.0,-113.5,3637.8,-3751.3,148.8,148.8,0.0,0.0,92.2,257.4,-205.9,1002.6,937.2,1284.4,-1219.0,-522.4,46.8,-569.2,-16.9,0.9,380.6,
07/31/2015,1346.5,511.6,346.3,112.5,19.0,-44.8,138.3,376.1,262.8,-8.6,121.9,0.0,-982.4,-441.2,221.4,221.4,0.0,-662.6,-662.6,0.0,-551.3,3185.5,-3736.8,0.4,0.4,0.0,0.0,9.7,-529.8,-202.1,259.0,658.2,1127.6,-1526.8,-568.9,91.1,-660.0,-17.8,-58.9,-224.6,
10/31/2015,2548.5,351.2,353.2,172.9,18.4,-91.4,245.9,1671.2,1409.6,250.1,11.5,0.0,-1228.3,-733.3,275.7,275.7,0.0,-1009.0,-1009.0,0.0,-431.8,3401.8,-3833.6,0.0,0.0,0.0,0.0,-63.2,-1264.2,-198.4,-115.5,-1303.6,2071.2,-883.1,-935.1,1.7,-936.8,-15.2,-24.6,31.4,
