Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,1215.047,25.047,25.047,0.0,247.618,247.618,,,386.335,61.84,56.874,267.621,0.0,44.307,,,,703.307,176.099,286.983,-110.884,0.0,,335.641,308.697,308.697,0.0,,26.944,511.74,,159.131,159.131,,,,0.089,,,,,,74.439,,,,74.439,233.659,205.008,,,,,13.555,,,13.555,218.563,452.222,0.0,581.942,,,0,198.81,-17.927,762.825,0.0,762.825,1215.047,
12/31/2000,1278.894,42.459,42.459,0.0,295.163,295.163,,,375.734,32.306,63.758,279.67,0.0,29.747,,,,743.103,173.646,285.16,-111.514,0.0,8.271,362.145,329.34,329.34,0.0,,32.805,535.791,,165.801,165.801,,,,0.05,0.05,0.0,0.0,,,96.931,,,,96.931,262.782,222.477,222.477,0.0,0.0,,26.429,,,26.429,248.906,511.688,0.0,584.03,,,0,205.034,-21.858,767.206,0.0,767.206,1278.894,
03/31/2001,1394.293945,64.167999,64.167999,0.0,328.502014,328.502014,,,417.566986,34.715,90.081001,292.770996,0.0,30.868,,,,841.10498,176.985001,,,0.0,,376.20401,341.148987,341.148987,0.0,,35.055023,553.189011,,190.348999,190.348999,,,,0.0,0.0,0.0,0.0,,,97.678009,,,,97.678009,288.027008,301.048004,301.048004,0.0,0.0,,22.448999,,,22.448999,323.497004,611.524012,0.0,589.755981,,,0,226.511993,-33.497986,782.769989,0.0,782.769989,1394.294001,
06/30/2001,1524.880005,39.695999,39.695999,0.0,405.492004,,,,480.106995,40.353001,119.009003,320.744995,0.0,31.452,,,,956.747009,176.649994,,,0.0,,391.483002,351.298004,351.298004,0.0,,40.184998,568.132996,,206.531998,206.531998,,,,0.0,0.0,0.0,0.0,,,123.026016,,,,123.026016,329.558014,363.895996,363.895996,0.0,0.0,,23.726999,,,23.726999,387.622995,717.181009,0.0,590.513977,,,0,,217.184998,807.698975,0.0,807.698975,1524.879984,
09/30/2001,1586.149,22.192,22.192,0.0,460.583,460.583,,,509.501,35.067,128.595,345.839,0.0,27.753,,,,1020.029,175.654,,,0.0,,390.466,349.541,349.541,0.0,,40.925,566.12,,219.848,219.848,,,,0.0,0.0,0.0,0.0,,,113.65,,,,113.65,333.498,385.848,385.848,0.0,0.0,,22.41,,,22.41,408.258,741.756,0.0,593.104,,,0,280.749,-29.46,844.393,0.0,844.393,1586.149,
12/31/2001,1471.696,43.22,43.22,0.0,382.153,,,,455.934,39.272,101.376,315.286,0.0,27.259,,,,908.566,168.951,289.386,-120.435,0.0,,394.179,352.094,352.094,0.0,,42.085,563.13,,161.277,161.277,,,,10.213,10.213,0.0,0.0,,,105.819,,,,105.819,277.309,300.0,300.0,0.0,0.0,,26.847,,,26.847,326.847,604.156,0.0,593.316,,,0,,274.224,867.54,0.0,867.54,1471.696,
03/31/2002,1460.386963,28.521,28.521,0.0,382.417999,382.417999,,,450.540009,35.926998,105.260002,309.352997,0.0,31.298,,,,892.776978,167.225006,,,0.0,,400.38501,362.065002,362.065002,0.0,,38.320007,567.610016,,143.227005,143.227005,,,,25.129999,25.129999,0.0,0.0,,,74.4,,,,74.4,242.757004,300.0,300.0,0.0,0.0,,30.714001,,,30.714001,330.714001,573.471004,0.0,593.95697,,,0,330.282013,-37.322998,886.915985,0.0,886.915985,1460.38699,
06/30/2002,1436.840942,34.549999,34.549999,0.0,342.009003,342.009003,,,460.622009,34.712002,117.821999,308.088013,0.0,30.41,,,,867.591003,168.306,,,0.0,,400.944,362.010986,362.010986,0.0,,38.933014,569.25,,127.047997,127.047997,,,,3.231,3.231,0.0,0.0,,,70.027003,,,,70.027003,200.306,300.0,300.0,0.0,0.0,,29.009001,,,29.009001,329.009001,529.315001,0.0,594.249023,,,0,347.243011,-33.966003,907.526031,0.0,907.526031,1436.841032,
09/30/2002,1457.245972,52.285999,52.285999,0.0,354.208008,354.208008,,,454.028015,34.327,113.011002,306.690002,0.0,30.111,,,,890.632996,165.477997,,,0.0,,401.13501,361.315002,361.315002,0.0,,39.820007,566.613007,,130.136002,130.136002,,,,0.218,0.218,0.0,0.0,,,74.780993,,,,74.780993,205.134995,300.0,300.0,0.0,0.0,,30.959,,,30.959,330.959,536.093994,0.0,594.304993,,,0,364.998993,-38.152008,921.151978,0.0,921.151978,1457.245972,
12/31/2002,1977.228,118.338,118.338,0.0,428.116,,,,523.893,60.699,109.924,299.465,0.0,53.287,,,,1123.634,208.42,368.311,-159.891,0.0,,645.174,581.576,512.219,69.357,,63.598,853.594,,168.548,168.548,,,,0.0,0.0,0.0,0.0,,,186.234,,,,186.234,354.782,594.637,594.637,0.0,0.0,,84.841,,,84.841,679.478,1034.26,0.0,595.659,,,0,382.166,-44.461,933.364,9.604,942.968,1977.228,
03/31/2003,2084.622,65.361,65.361,0.0,439.975,439.975,,,585.728,49.709,249.448,286.571,0.0,58.066,,,,1149.13,240.451,,,0.0,,695.041,628.524,628.524,0.0,,66.517,935.492,,213.927,213.927,,,,0.0,0.0,0.0,0.0,,,155.251,,,,155.251,369.178,603.043,603.043,0.0,0.0,,89.704,,,89.704,692.747,1061.925,0.0,662.595,,,0,401.332,-52.76,1011.167,11.53,1022.697,2084.622,
06/30/2003,2114.219,62.153,62.153,0.0,481.007,481.007,,,505.156,50.38,96.304,358.472,0.0,118.678,,,,1166.994,236.464,,,0.0,,710.761,638.49,638.49,0.0,,72.271,947.225,,210.957,210.957,,,,13.8,13.8,0.0,0.0,,,147.585,,,,147.585,372.342,593.265,593.265,0.0,0.0,,84.975,,,84.975,678.24,1050.582,0.0,673.455,,,0,421.0,-43.459,1050.996,12.641,1063.637,2114.219,
09/30/2003,2155.009,74.295,74.295,0.0,444.668,444.668,,,526.725,47.125,110.716,368.884,0.0,165.5,,,,1211.188,230.373,,,0.0,,713.448,650.19,650.19,0.0,,63.258,943.821,,222.223,222.223,,,,14.24,14.24,0.0,0.0,,,173.469,,,,173.469,409.932,571.126,,,,,84.676,,,84.676,655.802,1065.734,0.0,674.8,,,0,444.406,-43.574,1075.632,13.643,1089.275,2155.009,
12/31/2003,2242.736,74.217,74.217,0.0,460.91,,,,654.315,45.354,215.372,393.589,0.0,56.958,,,,1246.4,252.365,449.646,-197.281,0.0,,743.971,666.622,587.341,79.281,,77.349,996.336,,228.576,228.576,,,,14.91,14.91,0.0,0.0,,,208.729,,,,208.729,452.215,593.98,593.98,0.0,0.0,,90.364,,,90.364,684.344,1136.559,0.0,675.816,,,0,458.987,-44.374,1090.429,15.748,1106.177,2242.736,
03/31/2004,2238.45,67.691,67.691,0.0,432.534,432.534,,,609.916,50.734,121.665,437.517,0.0,137.249,,,,1247.39,249.709,,,0.0,,741.348,661.758,583.065,78.693,,79.59,991.057,,236.203,236.203,,,,0.0,0.0,0.0,0.0,,,196.638,,,,196.638,432.841,585.63,,,,,92.497,,,92.497,678.127,1110.968,0.0,688.565,,,0,469.951,-47.009,1111.507,15.972,1127.479,2238.447,
06/30/2004,2256.024,62.678,62.678,0.0,442.487,442.487,,,726.17,54.599,219.914,451.657,0.0,34.913,,,,1266.248,241.222,,,0.0,,748.554,670.243,592.126,78.117,,78.311,989.776,,211.102,211.102,,,,0.0,0.0,0.0,0.0,,,215.66,,,,215.66,426.762,579.3,579.3,0.0,0.0,,99.738,,,99.738,679.038,1105.8,0.0,689.691,,,0,491.338,-47.015,1134.014,16.21,1150.224,2256.024,
09/30/2004,2347.908,73.365,73.365,0.0,459.377,459.377,,,747.689,56.843,218.774,472.072,0.0,35.064,,,,1315.495,242.629,,,0.0,,789.784,695.468,618.326,77.142,,94.316,1032.413,,237.213,237.213,,,,175.0,175.0,0.0,0.0,,,238.666,,,,238.666,650.879,350.0,,,,,148.892,,,148.892,498.892,1149.771,0.0,691.536,,,0,519.167,-29.472,1181.231,16.906,1198.137,2347.908,
12/31/2004,2598.7,142.7,142.7,0.0,480.1,,,,884.0,62.6,330.7,490.7,0.0,30.6,,,,1537.4,255.1,506.4,-251.3,0.0,,806.2,730.0,639.0,91.0,,76.2,1061.3,,407.7,407.7,,,,150.0,,,,,,242.5,,,,242.5,800.2,350.0,,,,,134.3,,,134.3,484.3,1284.5,0.0,693.8,,,0,569.2,33.4,1296.4,17.8,1314.2,2598.7,
03/31/2005,6236.9,295.1,295.1,0.0,877.8,877.8,,,1300.8,167.5,457.4,675.9,0.0,72.5,,,,2546.2,932.8,,,0.0,,2757.9,2616.9,2085.3,531.6,,141.0,3690.7,,511.7,511.7,,,,162.0,162.0,0.0,0.0,,,315.4,,,,315.4,989.1,838.3,838.3,0.0,0.0,,459.7,,,459.7,1298.0,2287.1,0.0,3309.5,,,0,604.8,18.3,3932.6,17.2,3949.8,6236.9,
06/30/2005,6383.1,322.4,322.4,0.0,892.5,892.5,,,1419.2,180.0,592.4,646.8,0.0,106.3,,,,2740.4,931.9,,,0.0,,2710.8,2629.6,2109.3,520.3,,81.2,3642.7,,525.9,525.9,,,,154.3,154.3,0.0,0.0,,,426.1,,,,426.1,1106.3,835.4,835.4,0.0,0.0,,444.6,,,444.6,1280.0,2386.3,0.0,3351.5,,,0,666.0,-39.1,3978.4,18.4,3996.8,6383.1,
09/30/2005,6368.0,162.2,162.2,0.0,989.1,989.1,,,1439.2,197.1,606.5,635.6,0.0,117.9,,,,2708.4,840.1,,,0.0,,2819.5,2737.4,2130.2,607.2,,82.1,3659.6,,483.8,483.8,,,,4.6,4.6,0.0,0.0,,,413.2,,,,413.2,901.6,841.0,841.0,0.0,0.0,,476.6,,,476.6,1317.6,2219.2,0.0,3397.6,,,0,754.5,-25.4,4126.7,22.1,4148.8,6368.0,
12/31/2005,6678.5,209.4,209.4,0.0,1139.2,1139.2,,,1540.2,220.4,609.4,710.4,0.0,109.4,,,,2998.2,877.6,1167.2,-289.6,0.0,,2802.7,2729.2,2117.7,611.5,,73.5,3680.3,,568.2,568.2,,,,5.7,5.7,0.0,0.0,,,613.3,,,,613.3,1187.2,835.6,835.6,0.0,0.0,,437.0,,,437.0,1272.6,2459.8,0.0,3402.6,,,0,829.9,-38.3,4194.2,24.5,4218.7,6678.5,
03/31/2006,7009.5,263.0,263.0,0.0,1204.5,1204.5,,,1702.2,224.7,673.5,804.0,0.0,148.8,,,,3318.5,878.4,,,0.0,,2812.6,2740.4,2136.6,603.8,,72.2,3691.0,,605.6,605.6,,,,4.2,,,,,,756.8,,,,756.8,1366.6,834.8,,,,,427.5,,,427.5,1262.3,2628.9,0.0,3411.2,,,0,950.2,-5.7,4355.7,24.9,4380.6,7009.5,
06/30/2006,7598.5,515.7,515.7,0.0,1267.8,1267.8,,,1914.4,243.1,771.5,899.8,0.0,170.3,,,,3868.2,909.3,,,0.0,,2821.0,2747.6,2151.7,595.9,,73.4,3730.3,,789.6,789.6,,,,4.5,,,,,,930.3,,,,930.3,1724.4,831.4,,,,,435.1,,,435.1,1266.5,2990.9,0.0,3438.7,,,0,1098.1,44.1,4580.9,26.7,4607.6,7598.5,
09/30/2006,8191.4,786.7,786.7,0.0,1394.6,1394.6,,,2057.7,245.7,797.2,1014.8,0.0,206.1,,,,4445.1,924.1,,,0.0,,2822.2,2739.5,2153.9,585.6,,82.7,3746.3,,868.2,868.2,,,,5.8,,,,,,1238.1,,,,1238.1,2112.1,829.9,,,,,451.4,,,451.4,1281.3,3393.4,0.0,3451.4,,,0,1274.7,41.7,4767.8,30.2,4798.0,8191.4,
12/31/2006,9019.3,957.4,957.4,0.0,1614.6,1614.6,,,2137.7,266.5,829.8,1041.4,0.0,255.9,,,,4965.6,1022.1,1396.1,-374.0,0.0,,3031.6,2949.9,2244.7,705.2,,81.7,4053.7,,505.2,505.2,,,,5.6,5.6,0.0,0.0,,,2154.4,,,,2154.4,2665.2,834.7,834.7,0.0,0.0,,460.4,,,460.4,1295.1,3960.3,0.0,3463.5,,,0,1513.9,46.1,5023.5,35.5,5059.0,9019.3,
03/31/2007,9670.1,1190.2,1190.2,0.0,1682.1,1682.1,,,2367.8,268.6,995.8,1103.4,0.0,293.7,,,,5533.8,1047.5,,,0.0,,3088.8,3003.8,2278.1,725.7,,85.0,4136.3,,572.5,572.5,,,,107.8,107.8,0.0,0.0,,,2334.8,,,,2334.8,3015.1,737.8,737.8,0.0,0.0,,509.1,,,509.1,1246.9,4262.0,0.0,3523.7,,,0,1784.4,60.2,5368.3,39.8,5408.1,9670.1,
06/30/2007,10310.3,1032.7,1032.7,0.0,1886.2,1886.2,,,2683.6,372.2,1191.1,1120.3,0.0,346.8,,,,5949.3,1133.4,,,0.0,,3227.6,3159.0,2373.7,785.3,,68.6,4361.0,,587.3,587.3,,,,110.0,110.0,0.0,0.0,,,2522.7,,,,2522.7,3220.0,740.7,740.7,0.0,0.0,,495.9,,,495.9,1236.6,4456.6,0.0,3576.4,,,0,2102.9,130.2,5809.5,44.2,5853.7,10310.3,
09/30/2007,11345.8,1486.0,1486.0,0.0,2154.2,2154.2,,,2745.5,407.4,1178.2,1159.9,0.0,447.1,,,,6832.8,1163.8,,,0.0,,3349.2,3223.7,2448.5,775.2,,125.5,4513.0,,605.9,605.9,,,,108.4,108.4,0.0,0.0,,,2930.6,,,,2930.6,3644.9,737.8,737.8,0.0,0.0,,566.5,,,566.5,1304.3,4949.2,0.0,3601.5,,,0,2468.9,276.5,6346.9,49.7,6396.6,11345.8,
12/31/2007,12114.9,1841.8,1841.8,0.0,2099.8,2099.8,,,3218.2,420.4,1582.7,1215.1,0.0,434.0,,,,7593.8,1197.3,1710.1,-512.8,0.0,,3323.8,3219.2,2445.1,774.1,,104.6,4521.1,,604.0,604.0,,,,152.8,152.8,0.0,0.0,,,3269.9,,,,3269.9,4026.7,737.9,737.9,0.0,0.0,,626.1,,,626.1,1364.0,5390.7,0.0,3620.8,,,0,2845.6,195.0,6661.4,62.8,6724.2,12114.9,
03/31/2008,13100.5,2139.4,2139.4,,2258.6,2258.6,,,3587.6,409.1,1895.9,1282.6,0.0,479.5,,,,8465.1,1262.6,,,,,3372.8,3286.4,2525.4,761.0,,86.4,4635.4,,663.6,663.6,,,,5.6,,,,,,3828.7,,,,3828.7,4497.9,737.4,,,,,669.4,,,669.4,1406.8,5904.7,,3647.8,,,0,3241.7,242.7,7132.2,63.6,7195.8,13100.5,
06/30/2008,21271.5,1652.4,1652.4,,3015.0,3015.0,,,4089.1,674.1,1799.2,1615.8,0.0,645.7,,,,9402.2,1750.9,,,,,10118.4,9774.6,5081.3,4693.3,205.3,138.5,11869.3,,772.5,772.5,,,,320.8,,,,,,4659.0,,,,4659.0,5752.3,1392.7,,,,,2158.0,,,2158.0,3550.7,9303.0,,7958.4,,,0,3663.4,254.0,11875.8,92.7,11968.5,21271.5,
09/30/2008,21734.9,1764.9,1764.9,,3113.5,3113.5,,,4281.3,706.3,2037.6,1537.4,0.0,648.9,,,,9808.6,1735.0,,,,,10191.3,9679.3,5339.4,4339.9,218.8,293.2,11926.3,,956.6,956.6,,,,19.2,,,,,,4684.7,,,,4684.7,5660.5,1492.7,,,,,2201.1,,,2201.1,3693.8,9354.3,,7982.0,,,0,4211.1,97.2,12290.3,90.3,12380.6,21734.9,
12/31/2008,21478.7,1542.8,1542.8,0.0,3135.9,3135.9,,,4424.5,739.0,1944.7,1740.8,0.0,554.0,,,,9657.2,1676.7,2329.2,-652.5,0.0,,10144.8,9525.3,5225.0,4300.3,420.8,198.7,11821.5,,851.9,851.9,,,,4.3,4.3,0.0,0.0,,,4767.3,,,,4767.3,5623.5,869.6,869.6,0.0,0.0,,2262.1,,,2262.1,3131.7,8755.2,0.0,7993.3,,,0,4796.1,-161.8,12627.6,95.9,12723.5,21478.7,
03/31/2009,22080.0,2232.0,2232.0,0.0,2892.0,2892.0,0.0,616.0,3833.0,745.0,1491.0,1597.0,0.0,617.0,41.0,147.0,360.0,10190.0,1677.0,,,0.0,,10213.0,9522.0,5281.0,4241.0,451.0,52.0,11890.0,,3556.0,855.0,433.0,15.0,2253.0,5.0,0.0,,,,5.0,2207.0,,28.0,2144.0,0.0,5768.0,868.0,868.0,,,,2271.0,,,99.0,3139.0,8907.0,0.0,8009.0,4.0,8005.0,0,5266.0,-194.0,13081.0,92.0,13173.0,22080.0,
06/30/2009,21939.0,2286.0,2286.0,0.0,2603.0,2603.0,0.0,590.0,3825.0,782.0,1507.0,1536.0,0.0,606.0,14.0,195.0,294.0,9910.0,1758.0,,,0.0,,10271.0,9600.0,5466.0,4134.0,387.0,75.0,12029.0,,2995.0,760.0,293.0,12.0,1930.0,8.0,0.0,,,,8.0,2164.0,,12.0,2150.0,0.0,5167.0,873.0,873.0,,,,2294.0,,,132.0,3167.0,8334.0,0.0,8031.0,4.0,8027.0,0,5486.0,0.0,13517.0,88.0,13605.0,21939.0,
09/30/2009,22362.0,3192.0,3192.0,0.0,2204.0,2204.0,0.0,612.0,3767.0,762.0,1646.0,1359.0,0.0,632.0,34.0,189.0,289.0,10407.0,1753.0,,,0.0,,10202.0,9508.0,5405.0,4103.0,389.0,82.0,11955.0,,3304.0,510.0,467.0,16.0,2311.0,9.0,0.0,,,,9.0,1676.0,,3.0,2098.0,0.0,4989.0,875.0,875.0,,,,2219.0,,,118.0,3094.0,8083.0,0.0,8207.0,4.0,8203.0,0,5871.0,92.0,14170.0,109.0,14279.0,22362.0,
12/31/2009,21532.0,2622.0,2622.0,0.0,2187.0,2187.0,0.0,740.0,3490.0,704.0,1307.0,1479.0,0.0,559.0,18.0,92.0,183.0,9598.0,1836.0,2701.0,-865.0,0.0,,10098.0,9541.0,5489.0,4052.0,393.0,54.0,11934.0,,3030.0,584.0,321.0,11.0,2114.0,7.0,0.0,0.0,0.0,,7.0,1137.0,0.0,8.0,2091.0,0.0,4174.0,876.0,876.0,0.0,0.0,,2254.0,0.0,69.0,86.0,3130.0,7304.0,0.0,8218.0,4.0,8214.0,0,5805.0,90.0,14113.0,115.0,14228.0,21532.0,
03/31/2010,21466.0,2608.0,2608.0,0.0,2111.0,2111.0,0.0,918.0,3423.0,681.0,1266.0,1476.0,0.0,485.0,11.0,131.0,189.0,9545.0,1810.0,,,0.0,,10111.0,9531.0,5544.0,3987.0,390.0,48.0,11921.0,,2844.0,538.0,181.0,15.0,2110.0,156.0,0.0,,,,156.0,744.0,,7.0,2166.0,0.0,3744.0,724.0,724.0,,,,2418.0,,,245.0,3142.0,6886.0,0.0,8232.0,4.0,8228.0,0,6185.0,50.0,14467.0,113.0,14580.0,21466.0,
06/30/2010,21648.0,2688.0,2688.0,0.0,2387.0,2387.0,0.0,802.0,3443.0,703.0,1109.0,1631.0,0.0,506.0,2.0,169.0,219.0,9826.0,1792.0,,,0.0,,10030.0,9460.0,5532.0,3928.0,358.0,41.0,11822.0,,3039.0,598.0,290.0,15.0,2136.0,352.0,0.0,,,,352.0,546.0,,28.0,2091.0,0.0,3937.0,519.0,519.0,,,,2355.0,,,236.0,2874.0,6811.0,0.0,8251.0,4.0,8247.0,0,6544.0,-67.0,14728.0,109.0,14837.0,21648.0,
