Date,Total Assets,Cash & Cash Equivalents,Interbanking Assets,Fed Funds Sold & Repos,Other Interbank Assets,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Held to Maturity/Amortized at Cost,Other Investments,Total Commercial Loans,Commercial RE Loans,Other Commercial Loans,Total Consumer Loans,Credit Card Loans,Home Equity Loans,1-4 Family Residential Loans,Auto Loans,Student Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Associates,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Total Deposits,ST Borrowings & Repos,Secs Sold Under Repo,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,46633.433594,1475.102051,167.001007,,,19429.585938,,,,,14141.19043,,,10232.786133,,,,,,,0.0,24373.976562,-870.140015,23503.835938,497.855011,,,,,,,,108.084,1451.96965,,4906.937988,22503.503906,9887.216797,12616.287109,0.0,27410.441406,12824.834961,,,,,,1374.391968,,,,,,,,,,1366.689957,42976.358292,34.962002,1369.859985,,,-2.39,,2254.64293,3657.074917,0.0,3657.074917,46633.433208,
12/31/1992,51379.902344,2116.521973,1072.509033,,,20834.361328,,,,,14793.450195,,,11023.071289,,,,,,,0.0,25816.521484,-896.835022,24919.686462,545.969971,,,,,,,,152.214005,1738.639572,,5889.37207,23580.161133,11266.673828,12313.487305,0.0,29469.533203,15090.90332,,,,,,1017.791992,,,,,,,,,,2056.067032,47634.295547,33.264,1555.670044,,,-0.041,,2156.715072,3745.608116,0.0,3745.608116,51379.903663,
03/31/1993,51124.0,1737.0,2112.0,,,20505.0,,,,,13334.0,,,10791.0,,,,,,,1002.0,25127.0,-911.0,24216.0,609.0,,,,,,,,190.0,1755.0,,5091.0,23075.0,10889.0,12186.0,0.0,28166.0,14985.0,,,,,,2322.0,,,,,,,,,,1796.0,47269.0,22.0,1571.0,,,-3.0,,2265.0,3855.0,0.0,3855.0,51124.0,
06/30/1993,53818.0,2353.0,278.0,,,24011.0,,,,,13666.0,,,10767.0,,,,,,,1001.0,25434.0,-917.0,24517.0,599.0,,,,,,,,119.0,1941.0,,6172.0,22331.0,10855.0,11476.0,0.0,28503.0,14036.0,,,,,,3808.0,,,,,,,,,,3510.0,49857.0,21.0,1579.0,,,,,2361.0,3961.0,0.0,3961.0,53818.0,
09/30/1993,52280.0,1742.0,147.0,,,21278.0,,,,,16888.0,,,9863.0,,,,,,,634.0,27385.0,-940.0,26445.0,623.0,,,,,,,,104.0,1941.0,,5394.0,22872.0,11558.0,11314.0,0.0,28266.0,14013.0,,,,,,4310.0,,,,,,,,,,1572.0,48161.0,21.0,1585.0,,,,,2513.0,4119.0,0.0,4119.0,52280.0,
12/31/1993,62080.0,1817.0,856.0,,,24452.0,,,,,16969.0,,,16339.0,,,,,,,0.0,33308.0,-972.0,32336.0,654.0,,,,,,,,0.0,1965.0,,7057.0,26058.0,11564.0,14494.0,0.0,33115.0,19362.0,,,,,,1885.0,,,,,,,,,,3393.0,57755.0,20.0,1606.0,,,-9.0,,2708.0,4325.0,0.0,4325.0,62080.0,
03/31/1994,61163.0,2536.0,1208.0,,,22305.0,,,,,15512.0,,,16354.0,,,,,,,1428.0,33294.0,-980.0,32314.0,0.0,,,,,,,,0.0,2800.0,,6901.0,26099.0,12213.0,13886.0,0.0,33000.0,11696.0,,,,,,10286.0,,,,,,,,,,1899.0,56881.0,20.0,1609.0,,,-6.0,,2659.0,4282.0,0.0,4282.0,61163.0,
06/30/1994,63967.0,1989.0,672.0,,,24011.0,,,,,14468.0,,,18455.0,,,,,,,1937.0,34860.0,-1036.0,33824.0,0.0,,,,,,,,0.0,3471.0,,6257.0,26692.0,12256.0,14436.0,0.0,32949.0,13402.0,,,,,,11437.0,,,,,,,,,,1830.0,59618.0,19.0,1622.0,,,-1.0,,2709.0,4349.0,0.0,4349.0,63967.0,
09/30/1994,64004.0,1938.0,782.0,,,23478.0,,,,,16290.0,,,17638.0,,,,,,,1772.0,35700.0,-1030.0,34670.0,0.0,,,,,,,,0.0,3136.0,,6572.0,26997.0,12606.0,14391.0,0.0,33569.0,12375.0,,,,,,11839.0,,,,,,,,,,1775.0,59558.0,19.0,1627.0,,,-39.0,,2839.0,4446.0,0.0,4446.0,64004.0,
12/31/1994,77461.0,3412.0,1550.0,,,24157.0,,,,,20608.0,,,21212.0,,,,,,,2223.0,44043.0,-1352.0,42691.0,850.0,,,,,,,,0.0,4801.0,,9840.0,35978.0,17239.0,18739.0,0.0,45818.0,12193.0,,,,,,12127.0,,,,,,,,,,,,69.0,2393.0,,,-65.0,,3330.0,5727.0,0.0,5727.0,,
03/31/1995,75750.0,3490.0,1253.0,,,23924.0,,,,,,,,,,,,,,,,44192.0,-1318.0,42874.0,,,,,,,,,0.0,4209.0,,,,,,,43598.0,14789.0,,,,,,9972.0,,,,,,,,,,,,69.0,2397.0,,,-177.0,,3469.0,5758.0,0.0,5758.0,,
06/30/1995,76519.0,3446.0,,,,23325.0,,,,,,,,,,,,,,,,45492.0,-1300.0,44192.0,,,,,,,,,0.0,5556.0,,,,,,,45177.0,22637.0,,,,,,0.0,,,,,,,,,,,,69.0,,,,,,5724.0,5793.0,0.0,5793.0,,
09/30/1995,75100.0,2956.0,954.0,,,22415.0,,,,,,,,,,,,,,,,45900.0,-1284.0,44616.0,,,,,,,,,0.0,4159.0,,,,,,,43870.0,13689.0,,,,,,9985.0,,,,,,,,,,,,69.0,,,,,,5844.0,5913.0,0.0,5913.0,,
12/31/1995,73404.0,3679.0,1611.0,,,16498.0,,,,,21726.0,,,24825.0,,,,,,,2102.0,48653.0,-1259.0,47394.0,907.0,,,,,,,,0.0,3315.0,,10707.0,36192.0,16438.0,19754.0,0.0,46899.0,16465.0,,,,,,2598.0,,,,,,,,,,,,17.0,2233.0,,,0.0,,3518.0,5768.0,0.0,5768.0,,
03/31/1996,72668.0,3251.0,1170.0,,,16061.0,,,,,21824.0,,,24806.0,,,,,,,2170.0,48800.0,-1225.0,47575.0,,,,,,,,,0.0,4611.0,,9899.0,35722.0,16296.0,19426.0,0.0,45621.0,8004.0,,,,,,11448.0,,,,,,,,,,,,17.0,2256.0,,,-1.0,,3514.0,5786.0,0.0,5786.0,,
06/30/1996,71961.0,3232.0,841.0,,,15160.0,,,,,22133.0,,,24959.0,,,,,,,2131.0,49223.0,-1189.0,48034.0,,,,,,,,,0.0,4694.0,,10245.0,34607.0,15911.0,18696.0,0.0,44852.0,7082.0,,,,,,12243.0,,,,,,,,,,,,17.0,2266.0,,,-50.0,,3599.0,5832.0,0.0,5832.0,,
09/30/1996,69662.0,3611.0,920.0,,,12158.0,,,,,22118.0,,,25636.0,,,,,,,1689.0,49443.0,-1152.0,48291.0,,,,,,,,,0.0,4682.0,,10900.0,34530.0,15663.0,18867.0,0.0,45430.0,5337.0,,,,,,11313.0,,,,,,,,,,,,17.0,2291.0,,,-249.0,,3739.0,5798.0,0.0,5798.0,,
12/31/1996,73260.0,4016.0,774.0,,,12858.0,,,,,22686.0,,,27186.0,,,,,,,1926.0,51798.0,-1166.0,50632.0,865.0,,,,,,,,0.0,4115.0,,10937.0,34739.0,16090.0,18649.0,0.0,45676.0,15860.0,,,,,,3744.0,,,,,,,,,,,,316.0,2356.0,,,-751.0,,3948.0,5869.0,350.0,6219.0,,
03/31/1997,71166.0,3096.0,702.0,,,10968.0,,,,,23051.0,,,27370.0,,,,,,,2154.0,52575.0,-1119.0,51456.0,,,,,,,,,0.0,4944.0,,9971.0,34931.0,16216.0,18715.0,0.0,44902.0,3468.0,,,,,,15079.0,,,,,,,,,,,,316.0,2410.0,,,-1269.0,,4021.0,5478.0,350.0,5828.0,,
06/30/1997,71973.0,3676.0,1159.0,,,9631.0,,,,,23269.0,,,27778.0,,,,,,,2450.0,53497.0,-1075.0,52422.0,,,,,,,,,0.0,5085.0,,10662.0,34554.0,16169.0,18385.0,0.0,45216.0,3273.0,,,,,,15793.0,,,,,,,,,,,,316.0,2432.0,,,-1575.0,,4211.0,5384.0,650.0,6034.0,,
09/30/1997,71828.0,3460.0,1084.0,,,9398.0,,,,,23621.0,,,27749.0,,,,,,,2281.0,53651.0,-1027.0,52624.0,,,,,,,,,0.0,5262.0,,9914.0,34874.0,16407.0,18467.0,0.0,44788.0,2628.0,,,,,,16424.0,,,,,,,,,,,,316.0,2455.0,,,-1698.0,,4403.0,5476.0,650.0,6126.0,,
12/31/1997,75120.0,4303.0,1526.0,,,10846.0,,,,,23963.0,,,27408.0,,,,,,,2874.0,54245.0,-972.0,53273.0,894.0,,,,,,,,0.0,4278.0,,10158.0,37491.0,17317.0,20174.0,0.0,47649.0,18846.0,,,,,,776.0,,,,,,,,,,,,316.0,2475.0,,,-1984.0,,4577.0,5384.0,650.0,6034.0,,
03/31/1998,72355.0,2581.0,718.0,,,9910.0,,,,,25290.0,,,26793.0,,,,,,,2428.0,54511.0,-912.0,53599.0,,,,,,,,,0.0,5547.0,,10117.0,35951.0,17054.0,18897.0,0.0,46068.0,11982.0,,,,,,6393.0,,,,,,,,,,,,316.0,2531.0,,,-2073.0,,4713.0,5487.0,650.0,6137.0,,
06/30/1998,75873.0,2094.0,1551.0,,,10495.0,,,,,26231.0,,,27490.0,,,,,,,2516.0,56237.0,-859.0,55378.0,,,,,,,,,0.0,6355.0,,9972.0,37124.0,16836.0,20288.0,0.0,47096.0,13949.0,,,,,,6539.0,,,,,,,,,,,,316.0,2618.0,,,-2177.0,,4876.0,5633.0,848.0,6481.0,,
09/30/1998,76238.0,1982.0,832.0,,,10985.0,,,,,27077.0,,,26937.0,,,,,,,2738.0,56752.0,-816.0,55936.0,,,,,,,,,0.0,6503.0,,9136.0,37739.0,17541.0,20198.0,0.0,46875.0,12560.0,,,,,,7412.0,,,,,,,,,,,,316.0,2633.0,,,-2224.0,,5068.0,5793.0,848.0,6641.0,,
12/31/1998,77207.0,2534.0,1014.0,,,10300.0,,,,,28631.0,,,25649.0,,,,,,,3370.0,57650.0,-753.0,56897.0,924.0,,2548.0,,,,,,0.0,2990.0,,9943.0,37553.0,19416.0,18137.0,0.0,47496.0,10800.0,,,,,,10146.0,,,,,,,,,,,,314.0,2707.0,,,-2161.0,,5183.0,6043.0,848.0,6891.0,,
03/31/1999,74868.0,2322.0,984.0,,,12769.0,,,,,26499.0,,,23472.0,,,,,,,2829.0,52800.0,-672.0,52128.0,,,2457.0,2457.0,0.0,,,,0.0,4208.0,,9070.0,36729.0,19360.0,17369.0,0.0,45799.0,10665.0,,,,,,9270.0,,,,,,,,,,,,316.0,2706.0,,,-2424.0,5458.0,-125.0,5931.0,848.0,6779.0,,
06/30/1999,75558.0,2188.0,1380.0,,,13363.0,,,,,26199.0,,,22335.0,,,,,,,3541.0,52075.0,-673.0,51402.0,,,2769.0,2769.0,0.0,,,,0.0,4456.0,,9088.0,38597.0,20256.0,18341.0,0.0,47685.0,9660.0,,,,,,8804.0,,,,,,,,,,5612.0,71761.0,313.0,2718.0,,,-2640.0,5646.0,-282.0,5755.0,848.0,6603.0,78364.0,
09/30/1999,73003.0,2194.0,1102.0,,,8096.0,,,,,26028.0,,,21488.0,,,,,,,3882.0,55515.0,-674.0,54841.0,,,2943.0,2943.0,0.0,,,,0.0,3827.0,,8660.0,36486.0,20163.0,16323.0,0.0,45146.0,1329.0,857.0,,,,,18417.0,,,,,,,,,,2240.0,67132.0,7.0,3034.0,,,-2740.0,5839.0,-269.0,5871.0,848.0,6719.0,73851.0,
12/31/1999,69286.0,3080.0,1100.0,,,9437.0,,,,,24198.0,,,21130.0,,,,,,,4345.0,49673.0,-674.0,48999.0,902.0,,2512.0,2512.0,0.0,,,,0.0,3256.0,,8161.0,37641.0,19662.0,17979.0,0.0,45802.0,1683.0,,,,,,12546.0,,,,,,,,,,,,313.0,2734.0,,,-2823.0,6006.0,-284.0,5946.0,848.0,6794.0,,
03/31/2000,74307.0,2190.0,1032.0,,,12314.0,,,,,24698.0,,,21553.0,,,,,,,4402.0,50653.0,-674.0,49979.0,,,4155.0,4155.0,0.0,,,,0.0,4637.0,,8292.0,38409.0,20988.0,17421.0,0.0,46701.0,8898.0,,,,,,9196.0,,,,,,,,,,2625.0,67420.0,313.0,2743.0,,,-2913.0,6178.0,-282.0,6039.0,848.0,6887.0,74307.0,
06/30/2000,75737.0,3138.0,1408.0,,,11812.0,,,,,24827.0,,,21611.0,,,,,,,4504.0,50942.0,-675.0,50267.0,,,4366.0,4366.0,0.0,,,,0.0,4746.0,,9088.0,38338.0,21516.0,16822.0,0.0,47426.0,9137.0,,,,,,9448.0,,,,,,,,,,2721.0,68732.0,313.0,2745.0,,,-2987.0,6358.0,-272.0,6157.0,848.0,7005.0,75737.0,
09/30/2000,69884.0,3106.0,1673.0,,,8617.0,,,,,23874.0,,,20773.0,,,,,,,5144.0,49791.0,-675.0,49116.0,,,2476.0,2476.0,0.0,,,,,4896.0,,8509.0,38985.0,,,0.0,47494.0,1943.0,602.0,,,,,11204.0,,,,,,,,,,2860.0,63501.0,7.0,3054.0,,,-3028.0,6545.0,-195.0,6383.0,,6383.0,69884.0,
12/31/2000,69844.0,3662.0,1151.0,,,7557.0,,,,,23790.0,,,21398.0,,,,,,,5413.0,50601.0,-675.0,49926.0,1036.0,,2468.0,2155.0,313.0,,,,0.0,4044.0,,8490.0,39174.0,22196.0,16978.0,0.0,47664.0,7352.0,,,,,,4366.0,,,,,,,,,,,,312.0,2762.0,,,-3041.0,6736.0,-113.0,6656.0,957.0,7613.0,,
03/31/2001,70966.0,2998.0,853.0,,,11976.0,,,,,23266.0,,,16793.0,,,,,,,7332.0,47391.0,-675.0,46716.0,,,2437.0,2437.0,0.0,,,,0.0,5986.0,,,47189.0,31294.0,15895.0,0.0,47189.0,1915.0,830.0,,,,,11212.0,,,,,,,,,,3869.0,64185.0,7.0,3087.0,,,-3151.0,6857.0,-19.0,6781.0,848.0,7629.0,71814.0,
06/30/2001,70013.0,3659.0,793.0,,,11258.0,,,,,22109.0,,,16260.0,,,,,,,7411.0,45780.0,-675.0,45105.0,,,2405.0,2405.0,0.0,,,,0.0,6793.0,,,45826.0,31861.0,13965.0,0.0,45826.0,2810.0,569.0,,,,,10157.0,,,,,,,,,,,,5.0,3021.0,,,-3203.0,7010.0,-85.0,6748.0,,6748.0,,
09/30/2001,71944.0,3513.0,1605.0,,,11689.0,,,,,21199.0,,,14793.0,,,,,,,7901.0,43893.0,-720.0,43173.0,,,2393.0,2393.0,0.0,,,,0.0,9571.0,,,44995.0,32696.0,12299.0,0.0,44995.0,2877.0,672.0,,,,,11017.0,,,,,,,,,,,,5.0,3031.0,,,-3504.0,7166.0,129.0,6827.0,848.0,7675.0,,
12/31/2001,69638.0,4327.0,1335.0,,,13128.0,,,,,17577.0,,,14395.0,,,,,,,10191.0,42163.0,-560.0,41603.0,,,4416.0,2036.0,2380.0,,,,,4829.0,,10124.0,37180.0,24407.0,12773.0,,47304.0,3400.0,954.0,,,,,11555.0,,,,,,,,,,,,1.0,2841.0,,,-3557.0,6549.0,-11.0,5823.0,170.0,5993.0,,
03/31/2002,66564.0,2786.0,2105.0,,,11092.0,,,,,18930.0,,,13671.0,,,,,,,9586.0,42187.0,-712.0,41475.0,,,2659.0,2315.0,344.0,,,,0.0,6447.0,,0.0,44910.0,32693.0,12217.0,0.0,44910.0,1446.0,827.0,,,,,10390.0,,,,,,,,,,,,1.0,2854.0,,,-3561.0,6730.0,-45.0,5979.0,183.0,6162.0,,
06/30/2002,66913.0,2839.0,2895.0,,,12653.0,,,,,18734.0,,,13232.0,,,,,,,8159.0,40125.0,-654.0,39471.0,,,2656.0,2314.0,342.0,,,,0.0,6399.0,,9227.0,44427.0,33223.0,11204.0,0.0,53654.0,1437.0,971.0,,,,,9891.0,,,,,,,,,,,,10.0,2866.0,,,-3546.0,6913.0,157.0,6400.0,210.0,6610.0,,
09/30/2002,67659.0,3403.0,4765.0,,,12878.0,,,,,17846.0,,,12449.0,,,,,,,7611.0,37906.0,-648.0,37258.0,,,2650.0,2313.0,337.0,,,,0.0,6705.0,,10130.0,44960.0,34148.0,10812.0,0.0,55090.0,1292.0,988.0,,,,,9503.0,,,,,,,,,,,,0.0,2867.0,,,-3526.0,7062.0,314.0,6717.0,255.0,6972.0,,
12/31/2002,66377.0,3201.0,3658.0,,,12482.0,,,,,17254.0,,,12700.0,,,,,,,7103.0,37057.0,-673.0,36384.0,,,2646.0,2313.0,333.0,,,,,8006.0,,9538.0,35444.0,24825.0,10619.0,0.0,44982.0,3100.0,814.0,,,,,8927.0,,,,,,,,,,,,10.0,2855.0,,,-3505.0,7187.0,312.0,6859.0,270.0,7129.0,,
03/31/2003,68619.0,3626.0,3925.0,,,,,,,,17314.0,,,12729.0,,,,,,,6904.0,36947.0,-680.0,36267.0,,,2686.0,2356.0,330.0,,,,0.0,22115.0,,,47081.0,36753.0,10328.0,,47081.0,1304.0,1082.0,,,,,8078.0,,,,,,,,,,,,,2866.0,,,-3650.0,7311.0,265.0,6792.0,244.0,7036.0,,
06/30/2003,67262.0,3797.0,2404.0,,,17492.0,,,,,16820.0,,,12647.0,,,,,,,5067.0,34534.0,-673.0,33861.0,,,2672.0,2356.0,316.0,,,,0.0,7036.0,,13368.0,33326.0,24084.0,9242.0,0.0,46694.0,1051.0,,,,,,6852.0,,,,,,,,,,,,0.0,2864.0,,,-3727.0,7358.0,279.0,6774.0,1109.0,7883.0,,
09/30/2003,72284.0,3614.0,2590.0,,,,,,,,16516.0,,,13017.0,,,,,,,6512.0,36045.0,-648.0,35397.0,,,2696.0,2385.0,311.0,,,,,27987.0,,,45523.0,36822.0,8701.0,,45523.0,4654.0,1048.0,,,,,9209.0,,,,,,,,,,,,,2874.0,,,-3867.0,7507.0,123.0,6637.0,1617.0,8254.0,,
12/31/2003,68168.0,2968.0,2596.0,,,,,,,,15987.0,,,13309.0,,,,,,,6184.0,35480.0,-632.0,34848.0,,,2707.0,2390.0,317.0,,,,,25049.0,,11505.0,10982.0,2114.0,8868.0,,22487.0,6010.0,1081.0,,,,,7667.0,,,,,,,,,,,,9.0,2863.0,,,-3900.0,7642.0,31.0,6645.0,462.0,7107.0,,
03/31/2004,74115.0,2787.0,3222.0,,,18489.0,,,,,17071.0,,,15740.0,,,,,,,4708.0,37519.0,-604.0,36915.0,,,3316.0,2975.0,341.0,,,,0.0,9386.0,,11879.0,36246.0,25908.0,10338.0,0.0,48125.0,6353.0,,,,,,7369.0,,,,,,,,,,,,0.0,2973.0,,,-3725.0,7829.0,153.0,7230.0,418.0,7648.0,,
06/30/2004,73118.0,3065.0,2431.0,,,16411.0,,,,,17980.0,,,17015.0,,,,,,,4099.0,39094.0,-593.0,38501.0,,,3329.0,2978.0,351.0,,,,0.0,9381.0,,12246.0,37748.0,26443.0,11305.0,,49994.0,4530.0,,,,,,6407.0,,,,,,,,,,,,0.0,2999.0,,,-3733.0,7991.0,-193.0,7064.0,419.0,7483.0,,
09/30/2004,77297.0,3005.0,2955.0,,,,,,,,19155.0,,,18644.0,,,,,,,6263.0,44062.0,-581.0,43481.0,,,3355.0,3007.0,348.0,,,,,24501.0,,12461.0,35843.0,23783.0,12060.0,,48304.0,6257.0,1595.0,,,,,6662.0,,,,,,,,,,,,,3010.0,,,-3728.0,8107.0,-77.0,7312.0,499.0,7811.0,,
12/31/2004,79723.0,3230.0,3483.0,,,16761.0,,,,,23514.0,,,19476.0,,,,,,,2175.0,45165.0,-607.0,44558.0,1482.0,,3113.0,3001.0,112.0,,,,0.0,7096.0,,12915.0,40354.0,27182.0,13172.0,0.0,53269.0,6300.0,,,,,,5664.0,,,,,,,,,,,,8.0,3021.0,,,-3724.0,8273.0,-105.0,7473.0,504.0,7977.0,,
03/31/2005,83359.0,2908.0,3606.0,,,17727.0,,,,,24117.0,,,20068.0,,,,,,,2556.0,46741.0,-600.0,46141.0,,,3589.0,2976.0,613.0,,,,0.0,9388.0,,12808.0,42361.0,24830.0,17531.0,0.0,55169.0,6864.0,2077.0,,,,,7650.0,,,,,,,,,,,,0.0,3039.0,,,-3728.0,8485.0,-217.0,7579.0,532.0,8111.0,,
06/30/2005,90794.0,3442.0,2292.0,,,19665.0,,,,,26507.0,,,22355.0,,,,,,,2730.0,51592.0,-628.0,50964.0,,,4170.0,3418.0,752.0,,,,0.0,10261.0,,13751.0,44922.0,28418.0,16504.0,0.0,58673.0,11181.0,2042.0,,,,,7025.0,,,,,,,,,,,,0.0,3117.0,,,-3389.0,8626.0,-111.0,8243.0,507.0,8750.0,,
09/30/2005,93241.0,3474.0,3460.0,,,,,,,,26750.0,,,23286.0,,,,,,,2851.0,52887.0,-634.0,52253.0,,,4225.0,3470.0,755.0,,,,,29829.0,,14099.0,46115.0,30489.0,15626.0,,60214.0,10393.0,2054.0,,,,,7981.0,,,,,,,,,,,,,3122.0,,,-3355.0,8814.0,-264.0,8317.0,595.0,8912.0,,
12/31/2005,91954.0,3518.0,2893.0,,,20710.0,,,,,26115.0,,,22645.0,,,,,,,2790.0,51550.0,-596.0,50954.0,1717.0,,4122.0,3606.0,516.0,,,,0.0,8040.0,,14988.0,45287.0,28926.0,16361.0,0.0,60275.0,10100.0,,,,,,6797.0,,,,,,,,,,,,8.0,3114.0,,,-3256.0,9023.0,-326.0,8563.0,590.0,9153.0,,
