Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,550.427979,0.234,0.234,0.0,86.438004,,,158.457001,,,,,12.033,,,,,,257.161987,244.570999,317.826996,-73.255997,0.0,48.695,,,,48.695,293.265999,,62.0,62.0,,,,0.3,,,,,,29.642001,,,,29.642001,91.942001,100.139999,,,,,23.73,,,,,23.73,123.869999,215.812,0.0,144.744003,,,0.0,,189.871994,334.615997,0.0,334.615997,550.427998,
06/30/1995,555.732971,0.259,0.259,0.0,85.017998,,,163.548996,,,,,12.866,,,,,,261.691986,246.246994,325.100006,-78.852997,0.0,47.793999,,,,47.793999,294.040993,,57.034,57.034,,,,0.3,,,,,,34.226997,,,,34.226997,91.560997,99.139999,,,,,24.415001,,,,,24.415001,123.555,215.115997,0.0,145.354996,,,0.0,,195.261993,340.616989,0.0,340.616989,555.732986,
09/30/1995,594.215027,0.165,0.165,0.0,117.431,,,171.563004,,,,,12.331,,,,,,301.48999,245.509003,329.821014,-84.311996,0.0,47.216,,,,47.216,292.725002,,75.191002,75.191002,,,,0.3,,,,,,42.805995,,,,42.805995,118.296997,98.139999,,,,,24.915001,,,,,24.915001,123.055,241.351997,0.0,145.410995,,,0.0,,207.451996,352.862991,0.0,352.862991,594.214989,
12/31/1995,593.895996,0.291,0.291,0.0,108.163002,,,177.847,,,,,15.525,,,,,,301.825989,245.414993,335.942993,-90.528,0.0,46.654999,,,,46.654999,292.069992,,63.480999,63.480999,,,,0.3,,,,,,39.713004,,,,39.713004,103.494003,99.839996,,,,,25.415001,,,,,25.415001,125.254997,228.749001,0.0,145.533005,,,0.0,,219.613998,365.147003,0.0,365.147003,593.896004,
03/31/1996,565.072021,0.193,0.193,0.0,90.330002,,,172.826004,,,,,13.605,,,,,,276.95401,242.052002,337.679993,-95.627998,0.0,46.066002,,,,46.066002,288.118004,,58.118999,58.118999,,,,0.3,,,,,,36.559997,,,,36.559997,94.978996,67.839996,,,,,26.415001,,,,,26.415001,94.254997,189.233994,0.0,145.589996,,,0.0,,230.248001,375.837997,0.0,375.837997,565.071991,
06/30/1996,549.39502,0.176,0.176,0.0,91.396004,,,156.975998,,,,,11.025,,,,,,259.572998,238.992004,339.708008,-100.716003,0.0,50.830002,,,,50.830002,289.822006,,56.700001,56.700001,,,,0.3,,,,,,35.643996,,,,35.643996,92.643997,48.84,,,,,26.750999,,,,,26.750999,75.591,168.234997,0.0,146.056,,,0.0,,235.104004,381.160004,0.0,381.160004,549.395,
09/30/1996,571.848999,0.484,0.484,0.0,115.738998,,,158.830994,,,,,11.487,,,,,,286.540985,235.001999,342.362,-107.360001,0.0,50.306,,,,50.306,285.307999,,68.375999,68.375999,,,,0.3,,,,,,42.292003,,,,42.292003,110.968002,41.84,,,,,27.000999,,,,,27.000999,68.841,179.809002,0.0,146.218994,,,0.0,,245.820999,392.039993,0.0,392.039993,571.848995,
12/31/1996,564.495972,0.328,0.328,0.0,107.003998,,,164.179001,,,,,10.342,,,,,,281.852997,232.757004,346.665009,-113.907997,0.0,49.886002,,,,49.886002,282.643005,,75.736,75.736,,,,0.3,,,,,,44.016002,,,,44.016002,120.052002,11.54,,,,,27.160999,,,,,27.160999,38.700999,158.753001,0.0,146.231003,,,0.0,,259.511993,405.742996,0.0,405.742996,564.495997,
06/30/1997,568.377014,14.356,14.356,0.0,93.366997,,,161.473007,30.229,53.291,77.953003,,13.182,,,,,,282.377991,235.860001,358.912994,-123.053001,0.0,50.139,40.834,,,9.305,285.999001,,63.846001,63.846001,,,,0.3,,,,,,48.601001,,,,48.601001,112.747002,1.54,,,,,28.215,,,,,28.215,29.755,142.502002,0.0,145.779007,,,0.0,,280.096008,425.875015,0.0,425.875015,568.377017,
03/31/1998,650.289001,2.136,2.136,0.0,103.758003,,,196.940002,,,,,14.726,,,,,,317.559998,270.786987,417.615997,-146.828995,0.0,61.942001,,,,61.942001,332.728989,,73.984001,73.984001,,,,5.235,,,,,,48.739998,,,,48.739998,127.959,59.550999,,,,,29.209,,,,,29.209,88.759998,216.718998,0.0,116.080002,,,0.0,,317.221008,433.30101,0.269,433.57001,650.289008,
06/30/1998,595.861023,1.496,1.496,0.0,74.600998,,,181.466995,35.245998,76.014999,70.206001,,114.889999,,,,,,372.45401,190.643997,303.037994,-112.393997,0.0,32.763,20.740999,,,12.022001,223.406998,,78.791,78.791,,,,5.379,,,,,,57.350004,,,,57.350004,141.520004,81.619003,,,,,27.264,,,,,27.264,108.883003,250.403008,0.0,116.660004,,,0.0,,228.417999,345.078003,0.38,345.458003,595.86101,
10/03/1998,634.102,2.77,2.77,0.0,83.055,83.055,,206.262,41.616,90.747,73.899,0.0,113.252,,,,,,405.339,200.58,318.311,-117.731,0.0,28.183,20.554,20.554,0.0,7.629,228.763,,96.531,96.531,,,,4.659,,,,,,51.37,,,,51.37,152.56,134.0,,,,,29.204,,,,,29.204,163.204,315.764,0.0,101.884,,,0.0,216.084,-0.036,317.932,0.406,318.338,634.102,
01/02/1999,710.387,0.852,0.852,0.0,147.115,147.115,,211.633,43.658,88.085,79.89,,121.172,,,,,,480.772,201.749,325.216,-123.467,0.0,27.866,20.231,20.231,0.0,7.635,229.615,,120.685,120.685,,,,5.507,,,,,,55.855,,,,55.855,182.047,173.694,,,,,29.146,,,,,29.146,202.84,384.887,0.0,101.938,,,0.0,223.207,-0.056,325.089,0.411,325.5,710.387,
04/03/1999,684.581,1.52,1.52,0.0,120.419,120.419,,205.398,40.947,75.873,88.578,,119.327,,,,,,446.664,203.101,331.109,-128.008,0.0,34.816,19.98,19.98,0.0,14.836,237.917,,91.417,91.417,,,,6.865,,,,,,60.193,,,,60.193,158.475,164.727,,,,,28.111,,,,,28.111,192.838,351.313,0.0,101.924,,,0.0,232.919,-2.09,332.753,0.515,333.268,684.581,
07/03/1999,615.857971,1.695,1.695,0.0,89.123001,89.123001,,197.436996,33.066002,79.103996,85.266998,0.0,94.332001,,,,,,382.587006,199.662003,325.444,-125.781998,0.0,33.609001,19.334,19.334,0.0,14.275002,233.271004,,68.239998,68.239998,,,,6.694,,,,,,58.236001,,,,58.236001,133.169998,135.026001,,,,,14.674,,,,,14.674,149.700001,282.869999,0.0,102.029999,,,0.0,230.005997,0.383011,332.419006,0.569,332.988006,615.858005,
10/02/1999,609.528015,1.264,1.264,0.0,128.778,128.778,,190.453995,30.643999,71.615997,88.194,0.0,56.498001,,,,,,376.993988,198.304001,329.997009,-131.692993,0.0,34.23,19.049999,19.049999,0.0,15.18,232.534,,73.228996,73.228996,,,,6.952,,,,,,55.382999,,,,55.382999,135.563995,115.374001,,,,,15.229,,,,,15.229,130.603001,266.166996,0.0,102.086998,,,0.0,240.031006,0.565994,342.683998,0.677,343.360998,609.527994,
01/01/2000,581.744019,3.731,3.731,0.0,123.536003,123.536003,,170.697006,29.827999,67.611,73.258003,0.0,53.407001,,,,,,351.371002,196.906006,333.174011,-136.266998,0.0,33.466,18.766001,18.766001,0.0,14.699999,230.372005,,58.432999,58.432999,,,,6.885,,,,,,57.351,,,,57.351,122.668999,90.0,,,,,14.27,,,,,14.27,104.27,226.938999,0.0,102.148003,,,0.0,250.994995,0.919006,354.062004,0.743,354.805004,581.744003,
04/01/2000,506.881,0.883,0.883,0.0,96.139,96.139,,139.147,25.709,54.262,59.176,0.0,47.779,,,,,,283.948,194.236,335.638,-141.402,0.0,28.697,18.482,18.482,0.0,10.215,222.933,,46.84,46.84,,,,7.47,,,,,,46.37,,,,46.37,100.68,26.9,,,,,18.6,,,,,18.6,45.5,146.18,0.0,102.164,,,0.0,257.37,0.318,359.852,0.849,360.701,506.881,
07/01/2000,486.063995,7.055,7.055,0.0,88.217003,88.217003,,126.934998,53.398998,47.919998,25.615999,0.0,46.438,,,,,,268.644989,193.580002,338.446991,-144.867004,0.0,23.839001,18.198999,18.198999,0.0,5.640001,217.419003,,63.172001,63.172001,,,,8.884,,,,,,41.863997,,,,41.863997,113.919998,0.0,,,,,19.462,,,,,19.462,19.462,133.381998,0.0,102.75,,,0.0,249.304001,-0.294006,351.759995,0.922,352.681994,486.063993,
12/30/2000,521.02002,51.645,51.645,0.0,96.780998,96.780998,,121.473,48.771,45.627998,27.073999,0.0,35.515999,,,,,,305.415009,192.548004,349.148987,-156.600998,0.0,23.056999,17.631001,17.631001,0.0,5.425999,215.605003,,70.281998,70.281998,,,,8.728,,,,,,59.292005,,,,59.292005,138.302002,0.0,,,,,18.966999,,,,,18.966999,18.966999,157.269001,0.0,102.282997,,,0.0,260.65799,-0.125,362.815987,0.935,363.750987,521.019988,
03/31/2001,541.524,70.226,70.226,0.0,87.411,87.411,,131.518,29.621,47.926,53.971,0.0,35.81,,,,,,324.965,193.791,354.643,-160.852,0.0,22.768,17.347,17.347,0.0,5.421,216.559,,72.55,72.55,,,,10.099,10.099,0.0,0.0,,,66.79,,,,66.79,149.439,0.0,0.0,0.0,0.0,,18.967,,,,,18.967,18.967,168.406,0.0,101.853,,,0.0,270.759,-0.397,372.215,0.903,373.118,541.524,
06/30/2001,575.911987,11.016,11.016,0.0,96.828003,96.828003,,161.112,34.542999,52.573002,73.996002,0.0,44.181,,,,,,313.136993,212.087006,377.269012,-165.182007,0.0,50.688,47.195,47.195,0.0,3.493,262.775005,,84.385002,84.385002,,,,12.759,12.759,0.0,0.0,,,74.615001,,,,74.615001,171.759003,0.0,0.0,0.0,0.0,,18.278,,,,,18.278,18.278,190.037003,0.0,108.952003,,,0.0,276.959991,-0.036987,385.875008,0.0,385.875008,575.91201,
09/29/2001,599.817017,0.297,0.297,0.0,120.525002,120.525002,,171.119003,37.869999,57.008999,76.239998,0.0,46.945999,,,,,,338.886993,210.065002,382.054993,-171.990005,0.0,50.865002,47.044998,47.044998,0.0,3.820004,260.930004,,84.862,84.862,,,,8.979,8.979,0.0,0.0,,,69.172001,,,,69.172001,163.013,21.379999,21.379999,0.0,0.0,,20.136999,,,,,20.136999,41.516998,204.529999,0.0,104.480003,,,0.0,290.049988,0.757019,395.28701,0.0,395.28701,599.817009,
12/29/2001,569.019,0.814,0.814,0.0,112.214,112.214,,161.677,38.282,58.563,64.832,0.0,34.076,,,,,,308.781,209.509,388.102,-178.593,0.0,50.729,47.471,47.471,0.0,3.258,260.238,,68.429,68.429,,,,6.631,6.631,0.0,0.0,,,67.058,,,,67.058,142.118,1.6,1.6,0.0,0.0,,19.951,,,,,19.951,21.551,163.669,0.0,99.218,,,0.0,306.615,-0.483,405.35,0.0,405.35,569.019,
03/30/2002,573.19,36.674,36.674,0.0,98.755,98.755,,145.379,34.472,53.864,57.043,0.0,28.3,,,,,,309.108,211.455,396.398,-184.943,0.0,52.627,47.471,47.471,0.0,5.156,264.082,,61.111,61.111,,,,7.321,7.321,0.0,0.0,,,69.675,,,,69.675,138.107,0.0,0.0,0.0,0.0,,20.731,,,,,20.731,20.731,158.838,0.0,88.613,,,0.0,325.876,-0.137,414.352,0.0,414.352,573.19,
06/29/2002,601.375,76.824,76.824,,82.56,82.56,,155.611,35.381,57.87,62.36,0.0,30.38,,,,,,345.375,211.044,399.461,-188.417,0.0,44.956,35.919,35.919,0.0,9.037,256.0,,74.449,74.449,,,,8.338,,,,,,75.771,,,,75.771,158.558,,,,,,24.655,,,,,24.655,24.655,183.213,,110.698,,,0.0,307.699,-0.235,418.162,,418.162,601.375,
09/28/2002,597.179016,49.214001,49.214001,0.0,105.777,,,163.703995,66.764999,59.629002,37.310001,0.0,28.497999,,,,,,347.192993,209.772003,405.257996,-195.485992,0.0,40.214001,35.918999,35.918999,0.0,4.295002,249.986004,,78.431,78.431,,,,8.729,8.729,0.0,0.0,,,80.836002,,,,80.836002,167.996002,0.0,0.0,0.0,0.0,,24.222,,,,,24.222,24.222,192.218002,0.0,57.34,,,0.0,,347.621002,404.961002,0.0,404.961002,597.179005,
12/28/2002,607.231995,71.773003,71.773003,0.0,102.722,,,153.477005,37.306,58.800999,57.369999,0.0,28.563999,,,,,,356.536011,210.098999,411.858002,-201.759003,0.0,40.597,36.918999,36.918999,0.0,3.678001,250.695999,,68.970001,68.970001,,,,9.469,9.469,0.0,0.0,,,79.687006,,,,79.687006,158.126007,0.0,0.0,0.0,0.0,,23.639999,,,,,23.639999,23.639999,181.766006,0.0,81.698997,,,0.0,,343.766998,425.465996,0.0,425.465996,607.232002,
03/29/2003,628.728,105.233,105.233,0.0,84.973,84.973,,156.043,39.359,58.56,58.124,0.0,29.667,,,,,,375.916,210.766,417.673,-206.907,0.0,42.046,35.919,35.919,0.0,6.127,252.812,,73.489,73.489,,,,8.741,8.741,0.0,0.0,,,79.823,,,,79.823,162.053,0.0,0.0,0.0,0.0,,28.339,,,,,28.339,28.339,190.392,0.0,82.564,,,0.0,355.686,0.086,438.336,0.0,438.336,628.728,
06/28/2003,643.97,93.827,93.827,,87.018,87.018,,160.326,42.151,58.628,59.547,0.0,38.026,,,,,,379.197,218.778,429.115,-210.337,,45.995,35.919,35.919,0.0,10.076,264.773,,72.186,72.186,,,,8.98,,,,,,85.376,,,,85.376,166.542,,,,,,29.004,,,,,29.004,29.004,195.546,,88.99,,,0.0,358.263,1.171,448.424,,448.424,643.97,
09/27/2003,650.445,83.046,83.046,,99.2,99.2,,149.872,37.98,53.61,58.282,,41.203,,,,,,373.321,215.388,431.777,-216.389,,61.736,35.919,35.919,0.0,25.817,277.124,,67.616,67.616,,,,7.191,,,,,,81.859,,,,81.859,156.666,0.0,,,,,30.265,,,,,30.265,30.265,186.931,,90.363,,,,373.02,0.131,463.514,,463.514,650.445,
12/27/2003,707.245,110.809,110.809,0.0,123.832,123.832,,142.626,38.791,48.538,55.297,0.0,39.813,,,,,,417.08,225.691,459.397,-233.706,0.0,64.474,35.919,35.919,0.0,28.555,290.165,,81.487,81.487,,,,8.109,8.109,0.0,0.0,,,84.321,,,,84.321,173.917,0.0,0.0,0.0,0.0,,31.188,,,,,31.188,31.188,205.105,0.0,92.404,,,0.0,408.804,0.932,502.14,0.0,502.14,707.245,
03/27/2004,746.647,156.417,156.417,0.0,102.299,102.299,,154.847,39.149,51.381,64.317,0.0,49.887,,,,,,463.45,226.332,468.056,-241.724,0.0,56.865,35.919,35.919,0.0,20.946,283.197,,89.289,89.289,,,,9.746,9.746,0.0,0.0,,,88.933,,,,88.933,187.968,0.0,0.0,0.0,0.0,,31.805,,,,,31.805,31.805,219.773,0.0,99.622,,,0.0,424.082,3.17,526.874,0.0,526.874,746.647,
06/26/2004,759.094,171.7,161.252,10.448,86.04,86.04,,174.253,71.875,58.784,43.594,0.0,41.236,,,,,,473.229,227.641,462.185,-234.544,0.0,58.224,35.919,35.919,0.0,22.305,285.865,,88.858,88.858,,,,9.528,9.528,0.0,0.0,,,89.1,,,,89.1,187.486,0.0,0.0,0.0,0.0,,35.376,,,,,35.376,35.376,222.862,0.0,104.16,,,0.0,429.694,2.378,536.232,0.0,536.232,759.094,
09/25/2004,762.13,141.814,136.544,5.27,112.624,112.624,,181.837,47.381,59.411,75.045,0.0,40.323,,,,,,476.598,223.097,463.241,-240.144,0.0,62.435,35.919,35.919,0.0,26.516,285.532,,83.516,83.516,,,,9.465,9.465,0.0,0.0,,,77.069,,,,77.069,170.05,0.0,0.0,0.0,0.0,,36.157,,,,,36.157,36.157,206.207,0.0,109.396,,,0.0,444.785,1.742,555.923,0.0,555.923,762.13,
12/25/2004,786.416,179.235,175.702,3.533,110.931,,,166.615,47.462,58.572,60.581,0.0,43.513,,,,,,500.294,220.578,468.718,-248.14,0.0,65.544,35.919,35.919,0.0,29.625,286.122,,83.299,83.299,,,,9.758,9.758,0.0,0.0,,,81.227,,,,81.227,174.284,0.0,0.0,0.0,0.0,,37.13,,,,,37.13,37.13,211.414,0.0,113.912,,,0.0,457.776,3.314,575.002,0.0,575.002,786.416,
03/26/2005,1731.181,73.935,40.735,33.2,203.849,203.849,,301.27,82.088,71.624,147.558,0.0,76.07,,,,,,655.124,322.733,576.049,-253.316,0.0,753.324,292.276,150.226,142.05,461.048,1076.057,,141.621,141.621,,,,42.334,,,,,,178.169,,,,178.169,362.124,666.706,,,,,93.377,,,,,93.377,760.083,1122.207,0.0,532.108,,,0.0,75.479,1.387,608.974,0.0,608.974,1731.181,
09/24/2005,1691.037,40.941,25.118,15.823,212.433,212.433,,269.695,75.64,60.708,133.347,0.0,89.14,,,,,,612.209,318.706,594.464,-275.758,0.0,760.122,288.677,144.362,144.315,471.445,1078.828,,142.361,142.361,,,,19.303,19.303,0.0,0.0,,,171.621,,,,171.621,333.285,670.814,670.814,0.0,0.0,,94.301,,,,,94.301,765.115,1098.4,0.0,523.093,,,0.0,73.946,-4.402,592.637,0.0,592.637,1691.037,
12/24/2005,1684.07605,26.557,15.84,10.717,235.671997,235.671997,,262.855011,73.026001,56.987999,132.841003,0.0,73.981003,,,,,,599.065002,312.605988,594.802002,-282.196014,0.0,772.405029,291.145996,150.067001,141.078995,481.259033,1085.011017,,149.541,149.541,,,,20.975,20.975,0.0,0.0,,,173.960012,,,,173.960012,344.476013,634.955994,634.955994,0.0,0.0,,98.988998,,,,,98.988998,733.944992,1078.421005,0.0,518.458984,,,0.0,95.841003,-8.645004,605.654984,0.0,605.654984,1684.075989,
03/25/2006,1670.874,35.853,29.168,6.685,220.425,220.425,,273.668,68.186,60.084,145.398,0.0,63.098,,,,,,593.044,317.969,599.702,-281.733,0.0,759.861,285.676,147.633,138.043,474.185,1077.83,,163.494,163.494,,,,26.969,26.969,0.0,0.0,,,157.49,,,,157.49,347.953,594.36,594.36,0.0,0.0,,104.198,,,,,104.198,698.558,1046.511,0.0,518.996,,,0.0,112.744,-7.377,624.363,0.0,624.363,1670.874,
07/01/2006,1750.624,45.751,19.018,26.733,240.13,240.13,,302.941,83.364,70.974,148.603,0.0,68.356,,,,,,657.178,319.358,606.907,-287.549,0.0,774.088,284.609,152.183,132.426,489.479,1093.446,,179.74,179.74,,,,20.081,20.081,0.0,0.0,,,171.61,,,,171.61,371.431,621.717,621.717,0.0,0.0,,116.732,,,,,116.732,738.449,1109.88,0.0,516.098,,,0.0,121.053,3.593,640.744,0.0,640.744,1750.624,
09/30/2006,1815.67395,60.949001,33.027,27.922001,230.238998,230.238998,,326.537994,85.525002,77.220001,163.792999,0.0,73.282997,,,,,,691.008972,319.553009,617.812988,-298.26001,0.0,805.112,317.28299,183.205002,134.077988,487.82901,1124.665009,,172.679993,172.679993,,,,5.74,5.74,0.0,0.0,,,155.043997,,,,155.043997,333.463989,678.271973,678.271973,0.0,0.0,,142.348999,,,,,142.348999,820.620972,1154.084961,0.0,510.131989,,,0.0,133.996002,17.460999,661.588989,0.0,661.588989,1815.67395,
12/30/2006,1854.062988,73.664997,39.634998,34.029999,246.602997,246.602997,,322.623993,84.294998,81.292999,157.035995,0.0,74.873001,,,,,,717.765015,320.325989,629.325012,-308.998993,0.0,815.971985,322.459015,188.272003,134.187012,493.51297,1136.297974,,173.007996,173.007996,,,,18.333,18.333,0.0,0.0,,,160.316994,,,,160.316994,351.65799,668.783997,668.783997,0.0,0.0,,141.348007,,,,,141.348007,810.132004,1161.789993,0.0,509.910004,,,0.0,150.906998,31.456009,692.27301,0.0,692.27301,1854.063004,
03/31/2007,1890.561035,93.093002,34.873001,58.220001,246.582001,246.582001,,310.272003,84.585999,75.499001,150.186996,0.0,62.955002,,,,,,712.901978,320.67099,641.343018,-320.671997,0.0,856.987976,345.348999,189.449997,155.899002,511.638977,1177.658966,,158.498993,158.498993,,,,18.673,18.673,0.0,0.0,,,162.315006,,,,162.315006,339.487,709.34198,709.34198,0.0,0.0,,136.475006,,,,,136.475006,845.816986,1185.303986,0.0,507.024994,,,0.0,163.798004,34.43399,705.256989,0.0,705.256989,1890.560974,
