Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
02/28/1995,,,,,,,18.991228,,18.991228,11.798246,6.162658,11.096491,,37.875289,,,
05/31/1995,,,,,,,24.708625,,24.708625,15.656566,8.734287,15.034965,,36.63522,,,
08/31/1995,,,,,,,23.398927,,23.398927,15.313059,8.697419,14.70483,,34.556575,,,
11/30/1995,,,,,,,19.668165,,19.668165,12.616661,7.553808,12.063602,,35.852373,,,
02/29/1996,,,,,,,26.062675,43.160127,26.062675,16.071983,9.464645,15.575551,,38.333333,,,
05/31/1996,,,,,,,25.239234,27.012987,25.239234,16.148325,9.661836,15.639952,,36.018957,,,
08/31/1996,,,,,,,22.692308,16.615385,22.692308,14.679487,8.268641,14.198718,,35.310734,,,
11/30/1996,,,,,,,20.416784,23.708207,20.416784,13.066742,8.328846,12.559842,,36.0,,,
02/28/1997,,,,,,55.442073,24.097637,14.012739,24.097637,14.827318,8.704268,14.333939,,38.469828,12.5,,
05/31/1997,,,,,,53.873902,24.551052,20.397112,22.652642,13.519754,8.26537,13.057978,,40.317101,14.341847,,
08/31/1997,,,,,,53.341601,24.621549,29.008746,24.621549,15.0935,9.342704,14.759573,,38.698011,12.217195,,
11/30/1997,,21.261337,0.955748,1.12392,,60.685978,33.219094,118.35206,33.219094,19.828641,11.673152,19.485924,,40.309506,12.311558,18.643735,
02/28/1998,,20.50637,0.845297,0.98362,,,25.495495,34.634975,25.495495,15.563063,7.567568,12.59009,,38.957597,,,
05/31/1998,,23.434808,0.895721,1.056616,,,28.66229,45.081967,28.66229,17.480509,10.10916,17.19327,,39.012169,,,
08/31/1998,,22.419374,0.889636,1.072547,,,22.082019,-52.830189,22.082019,15.190488,8.348893,14.850764,,31.208791,,,
11/30/1998,,24.169887,1.056984,1.263886,,,30.153037,,46.532759,29.268293,16.062992,28.981349,,37.101747,9.818482,21.796771,
02/28/1999,,26.398483,1.120615,1.330572,,,30.31182,50.185874,30.31182,18.799855,11.977362,18.600435,,37.978469,12.962963,22.976457,
05/31/1999,,28.758782,1.116997,1.341163,,,32.234559,51.797753,32.234559,19.968772,13.110833,19.795281,,38.051668,,,
08/31/1999,,31.130248,1.248791,1.547319,,,28.721058,49.432248,28.721058,17.824329,11.245073,17.622198,,37.939859,13.764338,26.845375,
11/30/1999,,31.748261,1.399737,1.719676,,,45.80219,87.460216,45.80219,28.38519,18.29282,28.176604,,38.026565,8.204812,29.143376,
02/29/2000,,33.280567,1.451805,1.867561,,,31.786695,35.59719,31.786695,20.180369,13.32988,20.062737,,36.513158,14.252831,28.537144,
05/31/2000,,34.391322,1.475134,1.969721,,,31.472847,28.599476,31.472847,19.994515,12.44877,19.871092,,36.470588,15.158668,29.178056,
08/31/2000,,35.408207,1.578807,2.132918,,,28.917335,29.942418,29.457125,19.216533,10.625959,19.07773,,34.764398,17.594481,29.178316,
11/30/2000,,30.86121,1.384339,1.917198,,80.36933,35.098476,-201.078167,35.098476,22.445188,12.123645,22.277964,,36.050821,19.683069,24.786777,
02/28/2001,,26.755633,1.148492,1.623102,,,26.117683,-64.098074,26.117683,16.623137,8.011986,15.470886,,36.352941,23.502081,20.467503,
05/31/2001,,23.529412,0.961783,1.376798,,,23.745765,-75.297347,23.745765,15.115341,7.378025,14.857235,,36.345109,27.103179,17.152193,
08/31/2001,,20.223233,0.84822,1.255379,,,21.453414,-68.854065,21.453414,13.710416,6.823461,12.740253,,36.09215,34.387443,13.26898,
11/30/2001,,17.847917,0.779062,1.179424,,,27.945316,-122.303922,27.945316,17.933253,10.537791,17.39043,,35.827338,28.554913,12.75146,
02/28/2002,,16.609307,0.71208,1.05898,,,24.010695,-39.265851,24.010695,15.508021,9.922771,15.115865,,35.412027,,,
05/31/2002,,15.734969,0.612572,0.88046,,,23.475151,-25.366404,23.475151,15.417922,9.771947,15.003765,,34.322374,,,
08/31/2002,,15.202143,0.61141,0.911319,,,19.49306,-41.260163,19.49306,12.71374,7.488663,12.291289,,34.778122,,,
11/30/2002,,14.14237,0.59044,0.858086,,,30.472855,,25.328371,16.50613,9.669749,16.024518,,34.831461,34.972678,9.196405,
02/28/2003,,14.046175,0.5794,0.85459,,54.365733,24.54389,39.5,23.958692,15.95525,10.649565,15.576592,,33.405172,27.513812,10.181537,
05/31/2003,,12.968319,0.499121,0.723231,,52.264471,17.090026,,16.417632,11.935002,7.253572,11.187897,,27.303754,41.569282,7.577482,
08/31/2003,,14.49815,0.596134,0.872955,,60.553439,27.486958,95.068027,25.598129,19.445944,11.595339,18.618457,,24.033732,23.984526,11.020837,
11/30/2003,,15.19935,0.627549,0.89885,,,28.690498,18.8929,26.764216,19.614743,11.152662,18.781256,,26.712803,24.95069,11.407007,
02/29/2004,,15.965711,0.636996,0.922908,,58.426741,29.463325,70.707071,28.033215,19.544825,12.269816,18.852837,,30.279759,22.267537,12.410541,
05/31/2004,,18.125038,0.683388,0.96861,,52.978984,27.893738,66.533066,25.12042,17.851409,12.477046,17.851409,,28.936665,22.485691,14.049498,
08/31/2004,,16.820858,0.648731,0.899425,,59.590014,22.630185,,21.270962,15.21624,8.494013,14.774934,,28.46473,31.786543,11.474089,
11/30/2004,,16.905018,0.664505,0.899235,,67.252196,29.922096,56.626506,28.558782,21.264164,11.581894,21.246459,,25.542467,22.402608,13.117853,
02/28/2005,,17.089756,0.639021,0.8443,,58.932575,26.444859,,28.997562,19.346049,12.088291,20.106124,,33.283877,21.397793,13.432925,
05/31/2005,,15.784718,0.564135,0.752963,,62.799763,22.339744,-84.615385,21.266026,14.919872,7.86374,14.871795,,29.841748,30.561694,10.960641,
08/31/2005,,13.204902,0.464351,0.6158,,62.050619,24.292288,30.544489,22.828057,16.259936,1.094474,2.008088,,28.772144,24.218354,10.006892,
11/30/2005,,12.849376,0.448034,0.586022,,64.193237,29.290429,27.093596,28.382838,24.009901,7.813205,16.680418,,15.406977,15.94861,10.800079,
02/28/2006,,13.166604,0.438069,0.561218,,66.600616,28.25313,35.524798,27.460664,18.398989,8.663584,18.077409,,32.998745,17.191705,10.90304,
05/31/2006,,15.753074,0.517079,0.67179,,69.918613,32.408875,56.630686,32.669233,20.692778,9.793074,20.839937,,36.659737,14.965824,13.395497,
08/31/2006,,21.139352,0.694329,0.906929,,76.280019,31.766704,,32.04983,22.480181,9.944662,26.203284,,29.858657,17.180507,17.507504,
11/30/2006,,23.493995,0.739906,0.9499,,77.830562,29.34658,-29.146222,29.079098,25.1624,14.555292,41.784486,,13.46912,20.75739,18.617255,
02/28/2007,,25.483375,0.800309,1.015221,,72.688858,34.580748,77.389277,34.320592,23.153892,11.521214,26.56594,,32.536443,11.862451,22.460422,
05/31/2007,,26.202134,0.836179,1.080958,,74.246994,33.485367,39.112426,33.295325,22.45344,9.856843,24.372862,,32.562785,11.469185,23.196963,
08/31/2007,,26.577609,0.813278,1.067171,,74.583137,28.461925,2.348993,28.223172,18.522242,7.268017,19.175672,,34.372217,18.57441,21.640975,
11/30/2007,,9.749662,0.296224,0.405286,,63.509274,,-128.895481,,721.93159,-24.468085,,,,,,
02/29/2008,,5.852189,0.183725,0.257189,,71.761707,26.604182,-74.282297,26.628214,18.637347,7.321563,18.433069,,30.009025,17.967184,4.800715,
05/31/2008,,1.300763,0.047687,0.070002,,69.854143,22.211982,-51.768809,22.50384,15.760369,6.209526,15.545315,,29.96587,27.697545,0.940484,
08/31/2008,,1.031752,0.038112,0.057728,,64.063716,24.201764,,24.301155,17.704063,8.533445,17.5674,,27.147239,19.907087,0.82636,
11/30/2008,,5.135419,0.200326,0.304516,,36.976369,-183.160197,107.523646,-183.160197,-120.010935,-30.813641,-129.688354,,,,,
03/31/2009,,-1.704231,-0.002446,-0.003885,,35.228582,-21.746634,-52.423963,-21.746634,-1.208146,-3.399923,-19.951674,,,,,
06/30/2009,,-7.933847,-0.105141,-0.197188,,20.860551,-11.237252,-154.607768,-11.237252,-5.099096,2.115876,-24.167789,,,,,
09/30/2009,,-10.384082,-0.178268,-0.30873,,33.730401,17.631082,,17.631082,11.478507,7.707188,5.880964,,34.896182,9.559071,-9.39146,
12/31/2009,,-2.792037,0.188216,0.299526,,27.911321,9.55237,79.948073,9.55237,8.967232,7.684643,5.500293,,6.125574,29.611872,-1.965262,
03/31/2010,,3.027316,0.456375,0.744404,,38.668582,27.722663,50.931174,27.722663,22.916667,17.011494,15.553351,,17.335984,4.444246,2.892775,
06/30/2010,,9.853963,0.687561,1.102547,,45.417494,21.386412,82.682574,21.386412,18.372473,20.482809,19.816652,,14.092777,6.233143,9.239752,
09/30/2010,,7.792362,0.556716,0.966974,,37.464822,11.814159,-40.995261,11.814159,12.153392,1.536116,-1.342183,,,59.879581,3.126328,
