Date,Revenue,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Purchased Gas Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2006,451.299988,0.0,338.100006,0,113.199997,-194.100006,0.0,0.0,0.0,194.100006,,,257.199982,-232.800003,,40.099998,29.4,163.300003,24.4,-10.9,,,0.0,3.3,9.1,9.1,0.0,0.0,5.1,13.499999,-5.0,8.5,0.0,,,8.499999,0,8.5,0.0,0.0,8.5,8.5,,44.5,0.19,0.19,0.41,44.599998,0.19,0.19,0.41,
09/30/2006,351.100006,0.0,226.699997,0,124.400002,-108.0,0.0,0.0,0.0,108.0,,,243.100006,-215.199997,,40.099998,17.0,158.100006,27.9,-2.6,,,0.0,2.5,11.1,11.1,0.0,0.0,-6.0,25.299999,-7.7,17.6,0.0,,,17.599999,0,17.6,0.0,0.0,17.6,17.6,,44.700001,0.39,0.39,0.38,44.799999,0.39,0.39,0.38,
12/31/2006,838.2,0.0,676.7,0,161.5,-484.9,0.0,0.0,0.0,484.9,,,353.3,-266.0,0.0,39.8,39.8,186.4,87.3,-6.7,,,0.0,1.1,13.6,13.6,0.0,0.0,-5.8,80.6,-22.3,58.3,0.0,,,58.3,0,58.3,0.0,0.0,58.3,58.3,,44.9,1.3,1.3,1.3,45.0,1.29,1.29,1.29,
03/31/2007,1334.699951,0.0,1208.400024,0,126.300003,-948.400024,0.0,0.0,0.0,948.400024,,,386.299927,-309.700012,,41.5,75.900002,192.300003,76.599998,-11.2,,,0.0,1.6,13.8,13.8,0.0,0.0,-1.0,65.399998,-18.200001,47.200001,0.0,,,47.199997,0,47.200001,0.0,0.0,47.200001,47.200001,,45.0,1.05,1.05,1.05,45.200001,1.04,1.04,1.04,
06/30/2007,556.900024,0.0,431.399994,0,125.5,-281.600006,0.0,0.0,0.0,281.600006,,,275.300018,-246.199997,,41.5,33.200001,171.5,29.1,-4.900001,,,0.0,3.2,10.1,10.1,0.0,0.0,-2.0,24.2,-6.2,18.0,0.0,,,18.0,0,18.0,0.0,0.0,18.0,18.0,,45.200001,0.4,0.4,0.39,45.299999,0.4,0.4,0.39,
09/30/2007,365.200012,0.0,238.899994,0,126.300003,-118.400002,0.0,0.0,0.0,118.400002,,,246.800011,-225.199997,,41.400002,17.0,166.800003,21.6,-4.5,,,0.0,2.3,10.4,10.4,0.0,0.0,-3.6,17.100001,-2.6,14.5,0.0,,,14.500001,0,14.5,0.0,0.0,14.5,14.5,,45.200001,0.32,0.32,0.3,45.299999,0.32,0.32,0.3,
12/31/2007,919.5,0.0,748.8,0,170.7,-558.1,0.0,0.0,0.0,558.1,,,361.4,-292.2,,41.2,40.8,210.2,69.2,8.4,,,0.0,1.7,3.6,3.6,0.0,0.0,-10.3,77.6,-22.1,55.5,0.0,,,55.5,0,55.5,0.0,0.0,55.5,55.5,,45.2,1.23,1.23,1.23,45.2,1.23,1.23,1.23,
03/31/2008,1595.699951,0.0,1464.199951,0,131.5,-1186.699951,0.0,0.0,0.0,1186.699951,,,409.0,-345.799988,,42.799999,83.800003,219.199997,63.200001,-7.8,,,0.0,1.3,10.6,10.6,0.0,0.0,-1.5,55.4,-14.0,41.400002,0.0,,,41.4,0,41.400002,0.0,0.0,41.400002,41.400002,,45.299999,0.92,0.92,0.92,45.299999,0.91,0.91,0.91,
06/30/2008,699.799988,0.0,560.099976,0,139.699997,-396.200012,0.0,0.0,0.0,396.200012,,,303.599976,-263.0,,42.900002,40.599998,179.5,40.599998,-1.900001,,,0.0,4.2,9.1,9.1,0.0,0.0,-3.0,38.699998,-9.8,28.9,0.0,,,28.899998,0,28.9,0.0,0.0,28.9,28.9,,45.299999,0.64,0.64,0.64,45.299999,0.64,0.64,0.64,
09/30/2008,440.299988,0.0,306.100006,0,134.199997,-180.0,0.0,0.0,0.0,180.0,,,260.299988,-251.199997,,42.799999,18.9,189.5,9.1,-5.5,,,0.0,1.4,9.9,9.9,0.0,0.0,-3.0,3.600001,-2.3,1.3,0.0,,,1.300001,0,1.3,0.0,0.0,1.3,1.3,,45.299999,0.03,0.03,0.03,45.400002,0.03,0.03,0.03,
12/31/2008,1040.8,0.0,876.5,0,164.3,-664.9,0.0,0.0,0.0,664.9,,,375.9,-304.0,,42.4,46.1,215.5,71.9,-5.8,,,0.0,1.9,10.5,10.5,0.0,0.0,-2.8,66.1,-18.2,47.9,0.0,,,47.9,0,47.9,0.0,0.0,47.9,47.9,,45.3,1.05,1.05,1.05,45.3,1.05,1.05,1.05,
03/31/2009,1110.8,,984.0,0,126.8,-716.4,,,,716.4,716.4,0.0,394.4,-334.5,,44.4,78.8,211.3,59.9,3.2,8.7,-0.6,,0.6,9.3,9.3,,,-11.9,63.1,-19.3,43.8,0.0,0.0,0.0,43.8,0,43.8,0.0,0.0,43.8,37.235,-6.565,45.4,0.97,0.97,0.820154,45.4,0.96,0.96,0.815396,
06/30/2009,447.6,,326.3,0,121.3,-156.6,,,,156.6,156.6,0.0,291.0,-251.5,,44.6,30.9,176.0,39.5,-6.4,8.3,-0.5,,0.5,8.8,8.8,,,-1.9,33.1,-10.2,22.9,0.0,0.0,0.0,22.9,0,22.9,0.0,0.0,22.9,22.9,0.0,45.4,0.5,0.5,0.5,45.5,0.5,0.5,0.5,
09/30/2009,325.6,,215.0,0,110.6,-70.2,,,,70.2,70.2,0.0,255.4,-225.6,,44.4,17.6,163.6,29.8,-7.2,8.6,-0.7,,0.7,9.3,9.3,,,-1.4,22.6,-9.0,13.6,0.0,0.0,0.0,13.6,0,13.6,0.0,0.0,13.6,13.6,0.0,45.4,0.3,0.3,0.3,45.5,0.3,0.3,0.3,
12/31/2009,768.1,,615.5,0,152.6,-402.5,,,,402.5,402.5,0.0,365.6,-274.5,,44.0,40.3,190.2,91.1,-9.3,10.8,-0.5,,0.5,11.3,11.3,,,-1.5,81.8,-26.6,55.2,0.0,0.0,0.0,55.2,0,55.2,0.0,0.0,55.2,55.2,0.0,45.4,1.22,1.22,1.22,45.6,1.21,1.21,1.21,
03/31/2010,1192.9,,1068.8,0,124.1,-787.9,,,,787.9,787.9,0.0,405.0,-309.0,,46.0,77.9,185.1,96.0,-7.1,8.8,-0.2,,0.2,9.0,9.0,,,-1.7,88.9,-28.4,60.5,0.0,0.0,0.0,60.5,0,60.5,0.0,0.0,60.5,60.5,0.0,45.4,1.33,1.33,1.33,45.6,1.33,1.33,1.33,
06/30/2010,425.6,,299.5,0,126.1,-118.9,,,,118.9,118.9,0.0,306.7,-263.3,,45.9,28.2,189.2,43.4,-6.6,9.0,-0.7,,0.7,9.7,9.7,,,-2.4,36.8,-12.6,24.2,0.0,0.0,0.0,24.2,0,24.2,0.0,0.0,24.2,24.2,0.0,45.6,0.53,0.53,0.53,45.8,0.53,0.53,0.53,
09/30/2010,352.5,,233.5,0,119.0,-75.5,,,,75.5,75.5,0.0,277.0,-246.6,,45.9,18.3,182.4,30.4,-7.7,9.5,-0.2,,0.2,9.7,9.7,,,-1.8,22.7,-9.1,13.6,0.0,0.0,0.0,13.6,0,13.6,0.0,0.0,13.6,13.6,0.0,45.7,0.3,0.3,0.3,45.9,0.3,0.3,0.3,
12/31/2010,738.8,,602.6,0,136.2,-381.8,,,,381.8,381.8,0.0,357.0,-291.1,,45.8,40.2,205.1,65.9,-6.2,9.7,,,,9.7,9.7,,,-3.5,59.7,-19.6,40.1,0.0,0.0,0.0,40.1,0,40.1,0.0,0.0,40.1,40.1,-0.845,45.8,0.86,0.86,0.849956,45.8,0.86,0.86,0.84151,
03/31/2011,1037.0,,915.8,0,121.2,-640.0,,,,640.0,640.0,0.0,397.0,-331.2,,47.1,79.2,204.9,65.8,-2.1,6.9,,,,6.9,6.9,,,-4.8,63.7,-18.5,45.2,0.0,0.0,0.0,45.2,0,45.2,0.0,0.0,45.2,45.2,0.0,45.9,0.98,0.98,0.98,45.9,0.98,0.98,0.98,
06/30/2011,477.0,,358.9,0,118.1,-181.8,,,,181.8,181.8,0.0,295.2,-260.0,,47.1,35.7,177.2,35.2,-5.0,8.7,,,,8.7,8.7,,,-3.7,30.2,-11.0,19.2,0.0,0.0,0.0,19.2,0,19.2,0.0,0.0,19.2,19.2,0.0,45.9,0.42,0.42,0.42,45.9,0.42,0.42,0.42,
09/30/2011,348.4,,239.9,0,108.5,-92.9,,,,92.9,92.9,0.0,255.5,-237.2,,47.1,18.6,171.5,18.3,-3.7,8.5,,,,8.5,8.5,,,-4.8,14.6,-8.9,5.7,0.0,0.0,0.0,5.7,0,5.7,0.0,0.0,5.7,5.7,0.0,45.9,0.12,0.12,0.12,46.0,0.12,0.12,0.12,
