Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2002,4672,526,526,0.0,1204,1204.0,,263,,66.0,197.0,0.0,193,,,,2186,558,1690.0,-1132.0,0.0,1928,102.0,102.0,0.0,,,1826,2486,,364,364,,,,5,5.0,0.0,0.0,,,1048,,,1048,1417,306,306.0,0.0,0.0,,1604,,,,1604,1910,3327,0,1218.0,,,0,641.0,-534,1325,20,1345,4672,
03/31/2003,4568,529,529,0.0,1107,1107.0,,274,,65.0,209.0,0.0,187,,,,2097,776,,,0.0,1695,103.0,103.0,0.0,,,1592,2471,,307,307,,,,13,13.0,0.0,0.0,,,1045,,,1045,1365,305,305.0,0.0,0.0,,1641,,,,1641,1946,3311,0,1174.0,,,0,614.0,-531,1257,0,1257,4568,
06/30/2003,4717,585,585,0.0,1132,1132.0,,297,,62.0,235.0,0.0,177,,,,2191,521,,,0.0,2005,103.0,103.0,0.0,,,1902,2526,,342,342,,,,6,6.0,0.0,0.0,,,1044,,,1044,1392,306,306.0,0.0,0.0,,1706,,,,1706,2012,3404,0,1172.0,,,0,601.0,-478,1295,18,1313,4717,
09/30/2003,4748,581,581,0.0,1152,1152.0,,319,,77.0,242.0,0.0,187,,,,2239,506,,,0.0,2003,105.0,105.0,0.0,,,1898,2509,,380,380,,,,11,11.0,0.0,0.0,,,1001,,,1001,1392,306,306.0,0.0,0.0,,1743,,,,1743,2049,3441,0,1162.0,,,0,619.0,-474,1307,0,1307,4748,
12/31/2003,5480,689,689,0.0,1230,1230.0,,308,,75.0,233.0,0.0,195,,,,2422,514,1628.0,-1114.0,0.0,2544,105.0,105.0,0.0,,,2439,3058,,414,414,,,,3,3.0,0.0,0.0,,,1162,,,1162,1579,307,307.0,0.0,0.0,,1697,,,,1697,2004,3583,0,1167.0,,,0,699.0,9,1875,22,1897,5480,
03/31/2004,5423,666,666,0.0,1171,1171.0,,341,,78.0,263.0,0.0,193,,,,2371,716,,,0.0,2336,105.0,105.0,0.0,,,2231,3052,,363,363,,,,4,4.0,0.0,0.0,,,1187,,,1187,1554,308,308.0,0.0,0.0,,1684,,,,1684,1992,3546,0,1135.0,,,0,695.0,30,1860,17,1877,5423,
06/30/2004,5440,633,633,0.0,1195,1195.0,,382,,82.0,300.0,0.0,205,,,,2415,482,,,0.0,2543,105.0,105.0,0.0,,,2438,3025,,425,425,,,,4,4.0,0.0,0.0,,,1171,,,1171,1600,306,306.0,0.0,0.0,,1578,,,,1578,1884,3484,0,1096.0,,,0,816.0,29,1941,15,1956,5440,
09/30/2004,5410,625,625,0.0,1143,143.0,,392,,90.0,302.0,0.0,215,,,,2375,479,,,0.0,2556,119.0,119.0,0.0,,,2437,3035,,419,419,,,,4,4.0,0.0,0.0,,,1171,,,1171,1594,307,307.0,0.0,0.0,,1593,,,,1593,1900,3494,0,1035.0,,,0,860.0,21,1916,0,1916,5410,
12/31/2004,5554,750,750,0.0,1304,1304.0,,355,,97.0,258.0,0.0,224,,,,2633,446,1538.0,-1092.0,0.0,2475,124.0,124.0,0.0,,,2351,2921,,492,492,,,,2,2.0,0.0,0.0,,,1230,,,1230,1724,307,307.0,0.0,0.0,,1419,,,,1419,1726,3450,0,1032.0,,,0,989.0,65,2086,18,2104,5554,
03/31/2005,5398,655,655,0.0,1284,1284.0,,356,,95.0,261.0,0.0,243,,,,2538,432,,,0.0,2428,124.0,124.0,0.0,,,2304,2860,,429,429,,,,3,,,,,,1185,,,1185,1617,306,,,,,1409,,,,1409,1715,3332,0,972.0,,,0,1019.0,59,2050,16,2066,5398,
06/30/2005,5318,724,724,0.0,1184,1184.0,,369,,95.0,274.0,0.0,232,,,,2509,408,,,0.0,2401,124.0,124.0,0.0,,,2277,2809,,434,434,,,,2,,,,,,1117,,,1117,1553,306,,,,,1353,,,,1353,1659,3212,0,919.0,,,0,1146.0,27,2092,14,2106,5318,
09/30/2005,5434,740,740,0.0,1270,1270.0,,395,,103.0,292.0,0.0,216,,,,2621,403,,,0.0,2410,123.0,123.0,0.0,,,2287,2813,,487,487,,,,2,,,,,,1177,,,1177,1666,306,,,,,1211,,,,1211,1517,3183,0,834.0,,,0,1368.0,29,2231,20,2251,5434,
12/31/2005,5287,810,810,0.0,1305,1305.0,,361,,96.0,265.0,0.0,217,,,,2693,613,1837.0,-1224.0,0.0,1981,129.0,129.0,0.0,,,1852,2594,,490,490,,,,2,2.0,0.0,0.0,,,1153,,,1153,1645,305,305.0,0.0,0.0,,1281,,,,1281,1586,3231,0,796.0,,,0,1518.0,-279,2035,21,2056,5287,
03/31/2006,5315,746,746,0.0,1290,1290.0,,393,,104.0,289.0,0.0,234,,,,2663,368,,,0.0,2284,140.0,140.0,0.0,,,2144,2652,,440,440,,,,2,,,,,,1167,,,1167,1609,305,,,,,1318,,,,1318,1623,3232,0,768.0,,,0,1559.0,-266,2061,22,2083,5315,
06/30/2006,5409,747,747,0.0,1301,1301.0,,665,,117.0,226.0,322.0,253,,,,2966,372,,,0.0,2071,148.0,148.0,0.0,,,1923,2443,,484,484,,,,2,,,,,,1154,,,1154,1640,305,,,,,1321,,,,1321,1626,3266,0,704.0,,,0,1637.0,-220,2121,22,2143,5409,
09/30/2006,5661,761,761,0.0,1306,1306.0,,708,,119.0,249.0,340.0,265,,,,3040,376,,,0.0,2245,150.0,150.0,0.0,,,2095,2621,,514,514,,,,5,,,,,,1188,,,1188,1707,306,,,,,1235,,,,1235,1541,3248,0,627.0,,,0,1725.0,41,2393,20,2413,5661,
12/31/2006,5227,947,947,0.0,1408,1408.0,,677,356.0,106.0,215.0,0.0,300,,,,3332,378,1246.0,-868.0,0.0,1517,150.0,150.0,0.0,,,1367,1895,,534,534,,,,1,1.0,0.0,0.0,,,1235,,,1235,1770,306,306.0,0.0,0.0,,1250,,,,1250,1556,3326,0,657.0,,,0,1900.0,-676,1881,20,1901,5227,
03/31/2007,5419,1080,1080,0.0,1324,1324.0,,717,,116.0,231.0,370.0,325,,,,3446,375,,,0.0,1598,150.0,150.0,0.0,,,1448,1973,,493,493,,,,1,1.0,0.0,0.0,,,1327,,,1327,1821,306,306.0,0.0,0.0,,1293,,,,1293,1599,3420,0,689.0,,,0,1941.0,-649,1981,18,1999,5419,
06/30/2007,5615,1139,1139,0.0,1385,1385.0,,739,,124.0,231.0,384.0,343,,,,3606,370,,,0.0,1639,148.0,148.0,0.0,,,1491,2009,,516,516,,,,1,1.0,0.0,0.0,,,1319,,,1319,1836,306,306.0,0.0,0.0,,1309,,,,1309,1615,3451,0,722.0,,,0,2032.0,-607,2147,17,2164,5615,
09/30/2007,4747,1033,1033,0.0,1014,1014.0,,767,,144.0,241.0,382.0,319,,,,3133,304,,,0.0,1310,61.0,61.0,0.0,,,1249,1614,,481,481,,,,0,0.0,0.0,0.0,,,1031,,,1031,1512,307,307.0,0.0,0.0,,1143,,,,1143,1450,2962,0,751.0,,,0,1524.0,-508,1767,18,1785,4747,
12/31/2007,4780,952,952,0.0,1167,1167.0,,717,,138.0,194.0,385.0,252,,,,3088,313,1061.0,-748.0,0.0,1379,64.0,64.0,0.0,,,1315,1692,,516,516,,,,1,1.0,0.0,0.0,,,1013,,,1013,1530,307,307.0,0.0,0.0,,1167,,,,1167,1474,3004,0,685.0,,,0,1608.0,-536,1757,19,1776,4780,
03/31/2008,4656,851,851,0.0,1048,1048.0,,752,,133.0,226.0,393.0,260,,,,2911,309,,,0.0,1436,66.0,66.0,0.0,,,1370,1745,,481,481,,,,1,1.0,0.0,0.0,,,975,,,975,1457,308,308.0,0.0,0.0,,1202,,,,1202,1510,2967,0,505.0,,,0,1656.0,-494,1667,22,1689,4656,
06/30/2008,4556,754,754,0.0,991,991.0,,735,,132.0,205.0,398.0,285,,,,2765,305,,,0.0,1486,67.0,67.0,0.0,,,1419,1791,,469,469,,,,301,301.0,0.0,0.0,,,1005,,,1005,1775,8,8.0,0.0,0.0,,1168,,,,1168,1176,2951,0,391.0,,,0,1700.0,-505,1586,19,1605,4556,
09/30/2008,4406,733,733,0.0,943,943.0,,711,,138.0,179.0,394.0,242,,,,2629,308,,,0.0,1469,84.0,84.0,0.0,,,1385,1777,,443,443,,,,301,301.0,0.0,0.0,,,974,,,974,1718,7,7.0,0.0,0.0,,1157,,,,1157,1164,2882,0,297.0,,,0,1780.0,-574,1503,21,1524,4406,
12/31/2008,4255,711,711,,913,913.0,,692,0.0,137.0,171.0,384.0,241,,,,2557,308,1025.0,-717.0,,1390,84.0,84.0,0.0,,,1306,1698,,492,492,,,,301,,,,,,900,,,900,1693,7,,,,,2090,,,,2090,2097,3790,0,250.0,,,0,1834.0,-1644,440,25,465,4255,
03/31/2009,4141,717,717,0.0,855,855.0,0.0,697,0.0,140.0,170.0,387.0,254,6.0,,254.0,2523,297,,,0.0,1321,83.0,83.0,0.0,627.0,224.0,381,1618,,597,463,,,134.0,301,301.0,,,,,740,,12.0,355,1638,7,7.0,,,,2047,,1751.0,155.0,129,2054,3692,0,254.0,2.0,252.0,0,1819.0,-1649,424,25,449,4141,
06/30/2009,3819,407,407,0.0,856,856.0,0.0,691,0.0,130.0,173.0,388.0,285,1.0,,285.0,2239,315,,,0.0,1265,88.0,88.0,0.0,628.0,168.0,380,1580,,630,487,,,143.0,0,0.0,,,,,682,,6.0,301,1312,7,7.0,,,,2024,,1732.0,167.0,119,2031,3343,0,264.0,2.0,262.0,0,1842.0,-1655,451,25,476,3819,
09/30/2009,3904,419,419,0.0,844,844.0,0.0,708,0.0,124.0,192.0,392.0,270,2.0,,270.0,2241,345,,,0.0,1318,89.0,89.0,0.0,634.0,230.0,363,1663,,669,532,,,137.0,0,0.0,,,,,657,,6.0,313,1326,11,11.0,,,,2088,,1833.0,154.0,95,2099,3425,0,265.0,2.0,263.0,0,1857.0,-1672,450,29,479,3904,
12/31/2009,4094,451,451,0.0,896,896.0,0.0,686,0.0,118.0,167.0,401.0,266,1.0,,266.0,2299,356,1010.0,-654.0,0.0,1439,100.0,100.0,0.0,617.0,244.0,477,1795,,682,557,0.0,0.0,125.0,4,4.0,0.0,0.0,,,696,0.0,1.0,367,1382,11,11.0,0.0,0.0,,2109,0.0,1623.0,165.0,320,2120,3502,0,272.0,2.0,270.0,0,1801.0,-1509,564,28,592,4094,
03/31/2010,4104,408,408,0.0,884,884.0,0.0,720,0.0,130.0,180.0,410.0,287,1.0,,287.0,2299,374,,,0.0,1431,99.0,99.0,0.0,616.0,245.0,470,1805,,652,520,,,132.0,0,0.0,,,,,746,,,371,1398,11,11.0,,,,2074,440.0,1599.0,,35,2085,3483,0,274.0,2.0,272.0,0,1782.0,-1465,591,30,621,4104,
06/30/2010,4125,447,447,0.0,879,879.0,0.0,729,0.0,143.0,181.0,405.0,294,6.0,,294.0,2349,392,,,0.0,1384,99.0,99.0,0.0,596.0,249.0,434,1776,,699,546,,,153.0,0,0.0,,,,,671,,,326,1370,10,10.0,,,,2036,281.0,1566.0,158.0,31,2046,3416,0,284.0,2.0,282.0,0,1813.0,-1419,678,31,709,4125,
09/30/2010,4318,360,360,0.0,957,957.0,0.0,815,0.0,166.0,238.0,411.0,354,,,354.0,2486,410,,,0.0,1422,101.0,101.0,0.0,618.0,272.0,431,1832,,740,567,,,173.0,0,0.0,,,,,721,,2.0,373,1461,10,10.0,,,,2030,269.0,1575.0,144.0,40,2040,3501,0,273.0,2.0,271.0,0,1896.0,-1386,783,34,817,4318,
12/31/2010,4361,496,496,0.0,928,928.0,0.0,741,0.0,143.0,180.0,418.0,313,9.0,,313.0,2478,429,1095.0,-666.0,0.0,1454,115.0,115.0,0.0,630.0,286.0,414,1883,,674,499,0.0,0.0,175.0,1,1.0,0.0,0.0,,,741,0.0,3.0,379,1416,10,10.0,0.0,0.0,,2019,0.0,1568.0,165.0,283,2029,3445,0,283.0,2.0,281.0,0,1935.0,-1335,883,33,916,4361,
03/31/2011,4472,480,480,0.0,946,946.0,0.0,793,0.0,148.0,227.0,418.0,349,,,348.0,2568,434,,,0.0,1470,116.0,116.0,0.0,624.0,314.0,416,1904,,690,540,,,150.0,1,1.0,,,,,813,,,384,1504,10,10.0,,,,2008,375.0,1590.0,,43,2018,3522,0,263.0,2.0,261.0,0,1948.0,-1296,915,35,950,4472,
06/30/2011,4504,457,457,0.0,980,980.0,0.0,810,0.0,156.0,231.0,423.0,328,,,328.0,2575,453,,,0.0,1476,115.0,115.0,0.0,628.0,325.0,408,1929,,719,548,,,171.0,1,1.0,,,,,798,,,397,1518,10,10.0,,,,1980,221.0,1583.0,136.0,40,1990,3508,0,241.0,2.0,239.0,0,1981.0,-1263,959,37,996,4504,
09/30/2011,5680,341,341,0.0,1121,1121.0,0.0,850,0.0,182.0,237.0,431.0,372,,,365.0,2684,459,,,0.0,2537,1246.0,918.0,328.0,554.0,309.0,428,2996,,773,568,,,205.0,1,1.0,,,,,862,,,441,1636,1061,1061.0,,,,1923,201.0,1523.0,149.0,50,2984,4620,0,254.0,2.0,252.0,0,1997.0,-1229,1022,38,1060,5680,
12/31/2011,5591,398,398,0.0,1032,1032.0,0.0,774,0.0,167.0,177.0,430.0,311,0.0,,311.0,2515,365,954.0,-589.0,0.0,2711,1225.0,913.0,312.0,714.0,339.0,433,3076,,746,525,0.0,0.0,221.0,1,1.0,0.0,0.0,,,812,0.0,0.0,394,1559,852,852.0,0.0,0.0,,2345,220.0,1918.0,148.0,59,3197,4756,0,289.0,2.0,287.0,0,1988.0,-1492,785,50,835,5591,
03/31/2012,5690,414,414,0.0,1065,1065.0,0.0,802,0.0,174.0,202.0,426.0,397,,61.0,334.0,2678,298,,,0.0,2714,1220.0,918.0,302.0,715.0,355.0,424,3012,,746,582,,,164.0,18,0.0,,,,18.0,909,,,393,1673,809,809.0,,,,2315,208.0,1923.0,128.0,56,3124,4797,0,302.0,2.0,300.0,0,2017.0,-1475,844,49,893,5690,
06/30/2012,5623,377,377,0.0,1078,1078.0,0.0,798,0.0,170.0,204.0,424.0,359,,,354.0,2612,297,,,0.0,2714,1234.0,937.0,297.0,710.0,358.0,412,3011,,742,559,,,183.0,39,0.0,,,,39.0,864,,,376,1645,701,701.0,,,,2281,197.0,1882.0,143.0,59,2982,4627,0,318.0,2.0,316.0,0,2097.0,-1468,947,49,996,5623,
09/30/2012,6034,581,581,0.0,1124,1124.0,0.0,826,0.0,188.0,202.0,436.0,425,,,419.0,2956,303,,,0.0,2775,1265.0,966.0,299.0,717.0,355.0,438,3078,,805,612,,,193.0,54,0.0,,,,54.0,871,,,371,1730,1408,1408.0,,,,1860,188.0,1449.0,161.0,62,3268,4998,0,339.0,2.0,337.0,0,2154.0,-1507,986,50,1036,6034,
12/31/2012,6369,1069,1069,0.0,1086,1086.0,0.0,797,0.0,187.0,167.0,443.0,454,0.0,,453.0,3406,308,909.0,-601.0,0.0,2655,1307.0,1003.0,304.0,532.0,368.0,448,2963,,797,611,0.0,0.0,186.0,72,0.0,0.0,0.0,,72.0,873,0.0,0.0,398,1742,1891,1891.0,0.0,0.0,,1439,171.0,1051.0,138.0,79,3330,5072,0,360.0,2.0,358.0,0,929.0,-37,1252,45,1297,6369,
03/31/2013,6655,483,483,0.0,1193,1193.0,0.0,847,0.0,180.0,211.0,456.0,490,,,485.0,3013,327,,,0.0,3315,1955.0,1453.0,502.0,538.0,372.0,450,3642,,786,593,,,193.0,77,0.0,,,,77.0,974,,,399,1837,2014,2014.0,,,,1413,146.0,1008.0,140.0,119,3427,5264,0,383.0,2.0,381.0,0,1145.0,-192,1336,55,1391,6655,
06/30/2013,6706,460,460,0.0,1266,1266.0,0.0,825,0.0,162.0,208.0,455.0,525,,,521.0,3076,327,,,0.0,3303,1945.0,1455.0,490.0,536.0,394.0,428,3630,,790,582,,,208.0,85,0.0,,,,85.0,963,,,407,1838,2079,2079.0,,,,1305,137.0,929.0,139.0,100,3384,5222,0,421.0,2.0,419.0,0,1231.0,-222,1430,54,1484,6706,
09/30/2013,6878,460,460,0.0,1349,1349.0,0.0,842,0.0,168.0,216.0,458.0,591,,,587.0,3242,338,,,0.0,3298,1946.0,1472.0,474.0,492.0,424.0,436,3636,,793,584,,,209.0,15,0.0,,,,15.0,945,,,423,1753,2212,2212.0,,,,1321,118.0,942.0,143.0,118,3533,5286,0,436.0,2.0,434.0,0,1174.0,-73,1537,55,1592,6878,
12/31/2013,8108,528,528,0.0,1339,1339.0,0.0,790,0.0,135.0,202.0,453.0,1682,0.0,,1680.0,4339,352,999.0,-647.0,0.0,3417,2028.0,1534.0,494.0,441.0,478.0,470,3769,,861,670,0.0,0.0,191.0,34,0.0,0.0,0.0,,34.0,986,0.0,0.0,450,1881,3320,3320.0,0.0,0.0,,1110,121.0,701.0,189.0,99,4430,6311,0,435.0,2.0,433.0,0,1372.0,-38,1769,28,1797,8108,
