Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1996,2089.100098,223.199997,158.0,65.199997,261.0,,,362.899994,,,,,8.0,,,,855.099976,970.200012,1505.599976,-535.400024,0.0,,263.799988,,,,,263.799988,1234.0,,191.100006,191.100006,,,,0.0,,,,,,144.600006,,,144.600006,335.700012,325.0,,,,,684.400024,,,684.400024,1009.400024,1345.100037,0.1,699.0,,,-21.5,,66.400002,744.000002,0.0,744.000002,2089.100038,
12/31/1996,2650.800049,739.299973,523.099976,216.199997,260.299988,,,360.899994,,,,,5.2,,,,1365.699951,1038.599976,1591.300049,-552.700012,0.0,,246.5,,,,,246.5,1285.099976,,239.800003,239.800003,,,,0.0,,,,,,120.800003,,,120.800003,360.600006,875.0,,,,,638.200012,,,638.200012,1513.200012,1873.800018,0.1,709.200012,,,-21.5,,89.199997,777.000009,0.0,777.000009,2650.800027,
03/31/1997,2723.399902,750.999985,515.799988,235.199997,273.100006,,,331.399994,,,,,13.8,,,,1369.300049,1107.199951,1679.900024,-572.700012,0.0,,246.899994,,,,,246.899994,1354.099945,,238.5,238.5,,,,0.0,,,,,,144.600006,,,144.600006,383.100006,885.0,,,,,652.099976,,,652.099976,1537.099976,1920.199982,0.1,713.0,,,-25.6,,115.699999,803.199998,0.0,803.199998,2723.39998,
06/30/1997,2880.5,821.199982,511.799988,309.399994,286.0,,,317.399994,,,,,12.4,,,,1437.0,1189.400024,1780.5,-591.099976,0.0,,254.100006,,,,,254.100006,1443.500031,,264.600006,264.600006,,,,0.0,,,,,,145.699982,,,145.699982,410.299988,977.5,,,,,660.0,,,660.0,1637.5,2047.799988,0.1,713.400024,,,-27.4,,146.599997,832.700021,0.0,832.700021,2880.500009,
09/30/1997,3024.199951,809.5,512.0,297.5,263.399994,,,336.299988,,,,,10.1,,,,1419.300049,1344.699951,1954.400024,-609.700012,0.0,,260.200012,,,,,260.200012,1604.899963,,304.899994,304.899994,,,,0.0,,,,,,195.200012,,,195.200012,500.100006,997.5,,,,,663.099976,,,663.099976,1660.599976,2160.699982,0.1,716.599976,,,-31.0,,177.800003,863.499979,0.0,863.499979,3024.19996,
12/31/1997,3084.300049,606.100006,348.200012,257.899994,241.5,,,365.200012,,,,,8.8,,,,1221.599976,1592.699951,2219.199951,-626.5,0.0,,270.0,,,,,270.0,1862.699951,,375.600006,375.600006,,,,0.0,,,,,,187.800018,,,187.800018,563.400024,997.5,,,,,643.799988,,,643.799988,1641.299988,2204.700012,0.0,717.400024,,,-48.200001,,210.399998,879.600021,0.0,879.600021,3084.300034,
03/31/1998,3211.800049,576.199997,395.0,181.199997,233.699997,,,350.0,,,,,17.6,,,,1177.5,1768.800049,2416.5,-647.700012,0.0,,265.5,,,,,265.5,2034.300049,,314.299988,314.299988,,,,0.0,,,,,,220.0,,,220.0,534.299988,1145.0,,,,,660.200012,,,660.200012,1805.200012,2339.5,0.0,718.599976,,,-78.300003,,232.0,872.299973,0.0,872.299973,3211.799973,
06/30/1998,3271.800049,433.400009,338.600006,94.800003,213.5,,,386.799988,,,,,8.7,,,,1042.400024,1964.400024,2594.600098,-630.200012,0.0,,265.0,,,,,265.0,2229.400024,,341.399994,341.399994,,,,0.0,,,,,,217.300018,,,217.300018,558.700012,1145.0,,,,,674.299988,,,674.299988,1819.299988,2378.0,0.0,719.5,,,-83.699997,,258.0,893.800003,0.0,893.800003,3271.800003,
09/30/1998,3280.5,203.700005,123.900002,79.800003,251.199997,,,423.700012,,,,,9.2,,,,887.799988,2153.0,2804.0,-651.0,0.0,,239.699997,,,,,239.699997,2392.699997,,320.0,320.0,,,,0.1,,,,,,235.699988,,,235.699988,555.799988,1145.0,,,,,689.599976,,,689.599976,1834.599976,2390.399963,0.0,720.599976,,,-87.800003,,257.300003,890.099976,0.0,890.099976,3280.499939,
12/31/1998,5248.5,353.7,346.7,7.0,441.1,,,680.9,,,,,21.4,,,,1497.1,2873.0,4268.9,-1395.9,0.0,,878.4,,,,,878.4,3751.4,,441.1,441.1,,,,116.9,,,,,,363.0,,,363.0,921.0,1395.7,,,,,1669.1,,,1669.1,3064.8,3985.8,130.4,1693.1,,,-87.8,,-473.0,1262.7,0.0,1262.7,5248.5,
03/31/1999,3771.399902,498.200012,498.200012,0.0,314.5,,,390.600006,172.0,0.0,267.700012,,17.0,,,,1220.300049,2301.800049,3016.600098,-714.799988,0.0,,249.300003,,,,,249.300003,2551.100052,,279.399994,279.399994,,,,325.0,,,,,,229.199982,,,229.199982,833.599976,1280.0,,,,,704.900024,,,704.900024,1984.900024,2818.5,0.0,726.5,,,-88.199997,,314.599991,952.899994,0.0,952.899994,3771.399994,
06/30/1999,3449.0,141.300003,141.300003,0.0,321.0,,,408.600006,137.600006,0.0,271.0,,11.6,,,,882.5,2329.699951,3078.5,-748.799988,0.0,,236.800003,,,,,236.800003,2566.499954,,289.200012,289.200012,,,,0.0,,,,,,207.0,,,207.0,496.200012,1280.0,,,,,715.400024,,,715.400024,1995.400024,2491.600037,0.0,731.099976,,,-89.0,,315.300003,957.399979,0.0,957.399979,3449.000015,
09/30/1999,5293.399902,202.900002,129.300003,73.599998,572.200012,,,704.200012,200.199997,,549.700012,-45.700001,88.400002,,,,1567.699951,2969.699951,4515.799805,-1546.099976,0.0,,756.0,124.0,,,,632.0,3725.699951,,437.399994,437.399994,,,,267.700012,,,,,,406.599945,,,406.599945,1111.699951,1303.800049,,,,,1612.199951,,,1612.199951,2916.0,4027.699951,130.399994,1643.300049,,,-80.199997,,-427.800003,1265.700043,0.0,1265.700043,5293.399994,
12/31/1999,5227.1,54.4,54.4,0.0,507.2,,,797.6,175.5,0.0,620.1,2.0,73.3,,,,1432.5,2987.8,4573.5,-1585.7,0.0,,806.8,121.3,,,,685.5,3794.6,,496.0,496.0,,,,5.9,,,,,,366.1,,,366.1,868.0,1451.0,,,,,1630.3,,,1630.3,3081.3,3949.3,14.9,1794.8,,,-80.2,,-451.7,1277.8,0.0,1277.8,5227.1,
03/31/2000,5182.0,56.900002,56.900002,0.0,519.0,519.0,,798.599976,170.899994,0.0,653.900024,0.0,72.5,,,,1447.0,2961.0,4606.5,-1645.5,0.0,,774.0,119.599998,119.599998,0.0,,654.400002,3735.0,,479.100006,479.100006,,,,5.9,5.9,0.0,0.0,,,338.099969,,,338.099969,823.099976,1450.800049,1450.800049,0.0,0.0,,1612.800049,,,1612.800049,3063.600098,3886.700073,14.9,1800.300049,,,-80.5,-437.700012,-1.700012,1295.300024,0.0,1295.300024,5182.000097,
06/30/2000,5259.700195,141.5,141.5,0.0,591.799988,,,776.0,153.300003,0.0,656.200012,-33.5,75.699997,,,,1585.0,2931.399902,4633.299805,-1701.900024,0.0,,743.299988,118.099998,,,,625.199989,3674.69989,,502.399994,502.399994,,,,3.3,,,,,,377.500018,,,377.500018,883.200012,1450.599976,,,,,1615.099976,,,1615.099976,3065.699951,3948.899963,12.5,1801.5,,,-98.199997,,-405.000015,1310.799988,0.0,1310.799988,5259.699951,
09/30/2000,5313.299805,147.300003,147.300003,0.0,590.700012,,,855.200012,164.399994,0.0,732.400024,-41.599998,95.900002,,,,1689.099976,2897.100098,4646.700195,-1749.599976,0.0,,727.099976,116.599998,,,,610.499977,3624.200073,,536.299988,536.299988,,,,3.3,,,,,,378.100024,,,378.100024,917.700012,1450.300049,,,,,1626.400024,,,1626.400024,3076.700073,3994.400085,12.5,1802.699951,,,-119.300003,,-376.999985,1318.899963,0.0,1318.899963,5313.300049,
12/31/2000,5239.8,86.8,86.8,0.0,517.7,,,848.4,161.5,0.0,704.1,0.0,68.9,,,,1521.8,2885.7,4682.4,-1796.7,0.0,,832.3,119.3,,,,713.0,3718.0,,498.3,498.3,,,,63.2,,,,,,328.8,,,328.8,890.3,1387.6,,,,,1642.6,,,1642.6,3030.2,3920.5,12.5,1804.4,,,-119.4,,-378.2,1319.3,0.0,1319.3,5239.8,
03/31/2001,5088.200195,44.0,44.0,0.0,486.299988,486.299988,,789.5,146.100006,0.0,683.099976,0.0,76.599998,,,,1396.400024,2847.899902,4703.700195,-1855.800049,0.0,,843.900024,117.5,117.5,0.0,,726.400024,3691.799927,,383.600006,383.600006,,,,63.200001,63.200001,0.0,0.0,,,294.900005,,,294.900005,741.700012,1387.5,1387.5,0.0,0.0,,1656.300049,,,1656.300049,3043.800049,3785.500061,12.5,1804.900024,,,-119.699997,-393.100006,-1.900009,1302.700012,0.0,1302.700012,5088.200073,
06/30/2001,5160.700195,105.5,105.5,0.0,517.799988,,,803.599976,148.199997,0.0,688.799988,-33.400002,88.800003,,,,1515.699951,2813.399902,4728.399902,-1915.0,0.0,,831.599976,116.099998,,,,715.499977,3644.999878,,483.700012,483.700012,,,,63.299999,,,,,,328.999989,,,328.999989,876.0,1387.300049,,,,,1628.5,,,1628.5,3015.800049,3891.800049,12.5,1805.900024,,,-120.300003,,-429.199997,1268.900024,0.0,1268.900024,5160.700073,
09/30/2001,5226.100098,64.699997,64.699997,0.0,530.599976,,,868.299988,189.899994,0.0,700.700012,-22.299999,103.300003,,,,1566.900024,2812.399902,4777.5,-1965.099976,0.0,,846.799988,115.5,,,,731.299988,3659.19989,,507.399994,507.399994,,,,63.299999,63.299999,0.0,0.0,,,370.899982,,,370.899982,941.599976,1401.800049,1401.800049,0.0,0.0,,1633.599976,,,1633.599976,3035.400024,3977.0,12.5,1807.099976,,,-120.400002,,-450.099998,1249.099976,0.0,1249.099976,5226.099976,
12/31/2001,5225.799805,101.0,101.0,0.0,388.0,,,904.599976,162.100006,0.0,719.299988,23.200001,154.199997,,,,1547.800049,2768.300049,4742.899902,-1974.599976,0.0,,909.700012,221.600006,109.699997,111.900009,,688.100006,3678.000061,,537.599976,537.599976,,,,78.0,78.0,0.0,0.0,,,338.800049,,,338.800049,954.400024,1324.5,1324.5,0.0,0.0,,1913.599976,,,1913.599976,3238.099976,4192.5,12.5,1808.400024,,,-80.199997,,-707.399979,1033.300049,0.0,1033.300049,5225.800049,
03/31/2002,5137.399902,98.599998,98.599998,0.0,490.299988,,,905.900024,164.100006,0.0,738.400024,3.4,92.599998,,,,1587.400024,2759.899902,4831.299805,-2071.399902,0.0,,790.099976,221.5,109.699997,111.800003,,568.599976,3549.999878,,475.399994,475.399994,,,,77.800003,,,,,,310.000015,,,310.000015,863.200012,1324.5,,,,,1931.5,,,1931.5,3256.0,4119.200012,12.5,1809.699951,,,-121.400002,,-682.599998,1018.199951,0.0,1018.199951,5137.399963,
06/30/2002,5768.600098,843.900024,843.900024,0.0,514.200012,,,824.700012,152.899994,0.0,677.700012,-5.9,89.099998,,,,2271.899902,2708.5,4796.0,-2087.5,0.0,,788.200012,221.600006,109.699997,111.900009,,566.600006,3496.700012,,492.600006,492.600006,,,,627.599976,,,,,,329.100067,,,329.100067,1449.300049,1322.199951,,,,,1958.800049,,,1958.800049,3281.0,4730.300049,12.5,1810.900024,,,-122.0,,-663.099976,1038.300049,0.0,1038.300049,5768.600098,
09/30/2002,5173.399902,243.300003,243.300003,0.0,522.799988,522.799988,,848.400024,152.800003,0.0,712.799988,0.0,85.599998,,,,1700.099976,2662.899902,4783.899902,-2121.0,0.0,,810.400024,221.100006,109.699997,111.400009,,589.300018,3473.299927,,473.200012,473.200012,,,,77.400002,,,,,,327.399986,,,327.399986,878.0,1322.300049,,,,,1949.699951,,,1949.699951,3272.0,4150.0,0.0,1812.099976,,,-122.0,-494.100006,-172.600006,1023.399963,0.0,1023.399963,5173.399963,
12/31/2002,5399.7,282.5,282.5,0.0,387.2,387.2,,848.5,152.0,0.0,709.7,0.0,181.5,,,,1699.7,2573.7,4728.0,-2154.3,0.0,,1126.3,198.0,107.3,90.7,,928.3,3700.0,,452.1,452.1,,,,62.5,62.5,0.0,0.0,,,345.7,,,345.7,860.3,1259.9,1259.9,0.0,0.0,,2750.2,,,2750.2,4010.1,4870.4,0.0,1813.3,,,-122.0,0.0,-1162.0,529.3,0.0,529.3,5399.7,
03/31/2003,5376.799805,249.300003,249.300003,0.0,404.0,,,880.700012,157.5,0.0,779.799988,-56.599998,137.5,,,,1671.5,2589.100098,4826.200195,-2237.100098,0.0,,1116.199951,203.399994,109.699997,93.699997,,912.799957,3705.300049,,451.299988,451.299988,,,,62.5,62.5,0.0,0.0,,,339.400024,,,339.400024,853.200012,1260.0,1260.0,0.0,0.0,,2773.800049,,,2773.800049,4033.800049,4887.000061,0.0,1814.099976,,,-122.5,,-1201.800049,489.799927,0.0,489.799927,5376.799988,
06/30/2003,5382.7,192.9,192.9,0.0,420.4,420.4,,913.0,190.6,0.0,786.2,0.0,146.3,,,,1672.6,2554.3,4853.2,-2298.9,0.0,,1155.8,203.5,109.7,93.8,,952.3,3710.1,,502.9,502.9,,,,62.5,62.5,0.0,0.0,,,366.0,,,366.0,931.4,1260.1,1260.1,0.0,0.0,,2776.8,,,2776.8,4036.9,4968.3,0.0,1814.7,,,-122.6,0.0,-1277.7,414.4,0.0,414.4,5382.7,
09/30/2003,5050.5,59.1,59.1,0.0,482.8,482.8,,794.8,174.9,0.0,701.1,0.0,140.2,,,,1476.9,2528.8,4872.5,-2343.7,0.0,,1044.8,134.3,39.4,94.9,,910.5,3573.6,,393.2,393.2,,,,112.5,112.5,0.0,0.0,,,355.2,,,355.2,860.9,1260.2,1260.2,0.0,0.0,,2794.7,,,2794.7,4054.9,4915.8,0.0,1816.0,,,-122.7,0.0,-1558.6,134.7,0.0,134.7,5050.5,
12/31/2003,5025.6,54.7,54.7,0.0,399.3,,,730.9,166.6,0.0,637.9,0.0,173.1,,,,1358.0,2433.9,4793.9,-2360.0,0.0,,1233.7,117.4,37.1,80.3,,1116.3,3667.6,,376.3,376.3,,,,62.5,62.5,0.0,0.0,,,340.1,,,340.1,778.9,1197.8,1197.8,0.0,0.0,,3101.7,,,3101.7,4299.5,5078.4,0.0,1817.1,,,-122.7,0.0,-1747.2,-52.8,0.0,-52.8,5025.6,
03/31/2004,5232.100098,299.899994,299.899994,0.0,478.200012,478.200012,,782.0,186.699997,0.0,712.599976,0.0,139.300003,,,,1699.400024,2390.699951,4804.799805,-2414.100098,0.0,,1142.0,117.300003,37.099998,80.200005,,1024.699997,3532.699951,,327.5,327.5,,,,142.5,142.5,0.0,0.0,,,345.5,,,345.5,815.5,1197.900024,1197.900024,0.0,0.0,,3102.300049,,,3102.300049,4300.200073,5115.700073,0.0,1818.300049,,,-122.800003,0.0,-1579.100021,116.400024,0.0,116.400024,5232.100098,
06/30/2004,5222.9,266.8,266.8,0.0,592.4999,592.5,,723.9,206.4,0.0,665.4,0.0,131.6,,,,1714.8,2357.6,4824.3,-2466.7,0.0,,1150.5,99.9,62.8,37.1,55.6,995.0,3508.1,,307.1,307.1,,,,0.0,0.0,0.0,0.0,,,372.8,,,372.8,679.9,1260.0,1260.0,0.0,0.0,,3060.9,,,3060.9,4320.9,5000.8,0.0,1820.4,,,-122.9,0.0,-1475.4,222.1,0.0,222.1,5222.9,
09/30/2004,5353.1,313.9,313.9,0.0,674.7,647.7,,734.4999,252.8,0.0,704.7,0.0,201.9,,,,1925.0,2324.1,4837.8,-2513.7,0.0,,1104.0,113.7,37.1,76.6,55.6,934.7,3428.1,,349.0,349.0,,,,0.0,0.0,0.0,0.0,,,363.9,,,363.9,712.9,1260.1,1260.1,0.0,0.0,,3074.6,,,3074.6,4334.7,5047.6,0.0,1821.1,,,-122.9,0.0,-1392.7,305.5,0.0,305.5,5353.1,
12/31/2004,5452.7,377.1,377.1,0.0,632.6,632.6,,682.2,229.4,0.0,738.7,-285.9,414.9,,,,2106.8,2324.5,4869.6,-2545.1,0.0,,1021.4,97.1,37.1,60.0,,924.3,3345.9,,387.3,387.3,,,,0.0,0.0,0.0,0.0,,,359.4,,,359.4,746.7,1109.7,1109.7,0.0,0.0,,3398.9,,,3398.9,4508.6,5255.3,0.0,1825.8,,,-122.9,-1305.8,-199.7,197.4,0.0,197.4,5452.7,
03/31/2005,5421.8,259.0,259.0,,639.4,639.4,,811.0,284.9,,851.5,-325.4,429.4,,,,2138.8,2306.6,4902.0,-2595.4,,,976.4,97.0,37.1,59.9,,879.4,3283.0,,421.9,421.9,,,,0.0,,,,,,357.6,,,357.6,779.5,1114.7,,,,,3262.2,,,3262.2,4376.9,5156.4,0.0,1830.9,,,-123.4,-1246.6,-195.5,265.4,0.0,265.4,5421.8,
06/30/2005,5435.7,264.6,264.6,,675.7,675.7,,844.2,323.3,,853.4,-332.5,412.0,,,,2196.5,2305.2,4949.8,-2644.6,94.0,,840.0,96.9,37.1,59.8,55.6,687.5,3239.2,,427.1,427.1,,,,,,,,,,343.4,,,343.4,770.5,1114.8,,,,,3278.5,,,3278.5,4393.3,5163.8,,1831.7,,,-123.5,-1237.6,-198.7,271.9,,271.9,5435.7,
09/30/2005,5438.0,348.7,348.7,0.0,683.0,683.0,,731.7,359.9,,741.2,-369.4,431.6,,,,2195.0,2307.9,4987.5,-2679.6,0.0,,935.1,96.8,37.1,59.7,,838.3,3243.0,,414.6,414.6,,,,0.0,,,,,,359.2,,,359.2,773.8,1114.9,,,,,3287.4,,,3287.4,4402.3,5176.1,0.0,1832.5,,,-123.5,-1266.7,-180.4,261.9,0.0,261.9,5438.0,
12/31/2005,5487.9,519.6,519.6,0.0,570.0,570.0,,808.4,344.4,0.0,776.3,-312.3,348.4,,,,2246.4,2257.5,4985.6,-2728.1,0.0,,984.0,77.3,37.1,40.2,,906.7,3241.5,,450.0,450.0,,,,0.0,0.0,0.0,0.0,,,453.4,,,453.4,903.4,1114.9,1114.9,0.0,0.0,,3249.1,,,3249.1,4364.0,5267.4,0.0,1833.3,,,-123.6,-1308.1,-181.1,220.5,0.0,220.5,5487.9,
03/31/2006,5444.9,475.2,475.2,0.0,578.9,578.9,,817.2,353.1,0.0,829.2,-730.2,366.7,,,,2238.0,2223.5,5001.5,-2778.0,0.0,,983.4,77.3,37.1,40.2,,906.1,3206.9,,385.4,385.4,,,,0.0,0.0,0.0,0.0,,,590.9,,,590.9,976.3,1115.0,1115.0,0.0,0.0,,3148.3,,,3148.3,4263.3,5239.6,0.0,1834.6,,,-124.1,-1302.0,-203.2,205.3,0.0,205.3,5444.9,
06/30/2006,5524.8,485.4,485.4,0.0,663.7,663.7,,841.4,366.5,0.0,857.9,-383.0,375.3,,,,2365.8,2192.0,4999.3,-2807.3,0.0,,967.0,77.2,37.1,40.1,,889.8,3159.0,,479.3,479.3,,,,0.0,0.0,0.0,0.0,,,485.5,,,485.5,964.8,1115.0,1115.0,0.0,0.0,,3202.7,,,3202.7,4317.7,5282.5,0.0,1836.3,,,-124.2,-1272.8,-197.0,242.3,0.0,242.3,5524.8,
09/30/2006,5592.1,466.8,466.8,0.0,711.0,711.0,,936.4,399.2,0.0,984.1,-446.9,378.0,,,,2492.2,2159.0,5015.0,-2856.0,0.0,,940.9,77.1,37.1,40.0,,863.8,3099.9,,582.6,582.6,,,,0.0,0.0,0.0,0.0,,,586.7,,,586.7,1169.3,1115.1,1115.1,0.0,0.0,,3033.9,,,3033.9,4149.0,5318.3,0.0,1839.6,,,-124.2,-1246.9,-194.7,273.8,0.0,273.8,5592.1,
12/31/2006,5517.6,519.4,519.4,0.0,696.8,696.8,,857.6,411.9,0.0,925.2,-479.5,473.7,,,,2547.5,2133.4,5021.5,-2888.1,0.0,,836.7,37.4,37.1,0.3,55.6,743.7,2970.1,,567.1,567.1,,,,0.0,0.0,0.0,0.0,,,364.4,,,364.4,931.5,1115.2,1115.2,0.0,0.0,,3053.9,,,3053.9,4169.1,5100.6,0.0,1842.6,,,-124.4,-1296.1,-5.1,417.0,0.0,417.0,5517.6,
03/31/2007,5212.5,290.1,290.1,0.0,720.5,720.5,,816.4,373.2,0.0,999.6,-556.4,461.1,,,,2288.1,2098.3,5036.1,-2937.8,0.0,,826.1,37.4,37.1,0.3,,788.7,2924.4,,485.7,485.7,,,,0.1,0.1,0.0,0.0,,,344.2,,,344.2,830.0,890.2,890.2,0.0,0.0,,3013.4,,,3013.4,3903.6,4733.6,0.0,1852.0,,,-125.8,-1240.1,-7.2,478.9,0.0,478.9,5212.5,
06/30/2007,5316.4,455.9,455.9,0.0,727.5,727.5,,800.7,379.6,0.0,1009.6,-588.5,462.8,,,,2446.9,2070.5,5057.6,-2987.1,62.6,,736.4,74.5,37.1,37.4,,661.9,2869.5,,590.6,590.6,,,,0.2,0.2,0.0,0.0,,,400.3,,,400.3,991.1,815.1,815.1,0.0,0.0,,2913.9,,,2913.9,3729.0,4720.1,0.0,1862.9,,,-126.2,-1130.2,-10.2,596.3,0.0,596.3,5316.4,
