Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,3068.74292,-2535.668945,533.073975,-348.059998,185.014008,-95.998001,0.0,49.551998,138.568005,-37.563,101.004997,0.0,0.0,101.004997,-6.237,,94.767997,,,94.768005,,0.21125,0.21125,402.855988,0.21125,0.21125,0.21125,402.855988,
06/30/1990,2251.349121,-1839.906982,411.442139,-379.81601,31.625999,-97.166,0.0,110.831001,45.291,-10.529,34.762001,0.0,-0.877,33.884998,-6.237,,27.647998,,,27.648,,0.06875,0.06875,403.088013,0.06875,0.06875,0.06875,403.088013,
09/30/1990,3139.488037,-2713.344971,426.143066,-352.713989,73.429001,-99.841003,0.0,46.769001,20.356998,-4.985,15.372,0.0,-1.329,14.043,-6.237,,7.806,,,7.805998,,0.01875,0.01875,403.256012,0.01875,0.01875,0.01875,403.256012,
12/31/1990,4705.783203,-4175.366211,530.416992,-389.221985,141.195007,-83.091003,0.0,5.118,63.222004,-5.052,58.169998,0.0,-4.923,53.247002,-6.237,,47.010002,,,47.010004,0.11625,0.11625,0.11625,403.507992,0.11625,0.11625,0.11625,403.507992,
03/31/1991,3607.059082,-3024.330078,582.729004,-384.674011,198.054993,-71.727997,0.0,26.667999,152.994995,-42.317001,110.678001,0.0,-1.864,108.814003,-6.235,,102.579003,,,102.578994,,0.25375,0.25375,403.272003,0.25375,0.25375,0.25375,403.272003,
06/30/1991,3035.417969,-2562.660889,472.75708,-387.22699,85.529999,-78.060997,0.0,45.919998,53.389,-14.63,38.758999,0.0,-1.137,37.622002,-6.236,,31.386002,,,31.386,,0.0775,0.0775,403.64801,0.0775,0.0775,0.0775,403.64801,
09/30/1991,1185.219971,-773.47998,411.73999,-326.25,85.489998,-92.879997,0.0,55.169998,47.779999,-12.69,35.09,-2.27,-2.11,30.709999,-6.234,,24.475999,,,26.745999,,0.065,0.06,404.679993,0.065,0.065,0.06,404.679993,
12/31/1991,3592.991943,-3048.618896,544.373047,-412.529999,131.843002,-84.388,0.0,45.25,92.705002,-24.570999,68.134003,0.0,-3.507,64.626999,-6.035,,58.591999,,,58.592003,0.29,0.29,0.29,202.600008,0.29,0.29,0.29,202.600008,
03/31/1992,1496.249023,-1037.942017,458.307007,-288.010986,170.296005,-78.999001,0.0,65.792,157.089005,-37.755001,119.334,-0.075,-3.495,115.764,-5.844,,109.92,,,109.995004,,0.27,0.27,407.368011,0.27,0.27,0.27,407.368011,
06/30/1992,1308.333984,-939.22998,369.104004,-262.024994,107.079002,-85.275002,0.0,44.431999,66.236,-13.903,52.333,0.516,-2.284,50.564999,-5.776,,44.788999,,,44.273,,0.105,0.105,425.992004,0.105,0.105,0.105,425.992004,
