Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,,,,1.734375,,
12/31/1980,,,,,,,,,,,,1.53125,,
03/31/1981,,,,,,,,,,,,1.8125,,
06/30/1981,,,,,,,,,,,,2.21875,,
09/30/1981,,,,,,,,,,,,2.0,,
12/31/1981,,,,,,,,,,,,2.304688,,
03/31/1982,,,,,,,,,,,,2.328125,,
06/30/1982,,,,,,,,,,,,2.5625,,
09/30/1982,,,,,,,,,,,,2.9375,,
12/31/1982,,,,,,,,,,,,3.75,,
03/31/1983,,,,,,,,,,,,4.84375,,
06/30/1983,,,,,,,,,,,,5.53125,,
09/30/1983,,,,,,,,,,,,5.796875,,
12/31/1983,,,,,,,,,,,,4.890625,,
03/31/1984,,,,,,,,,,,,4.28125,,
06/30/1984,,,,,,,,,,,,4.71875,,
09/30/1984,,,,,,,,,,,,4.859375,,
12/31/1984,,,,,,,,,,,,5.5625,,
03/31/1985,,,,,,,,,,,,5.828125,,
06/30/1985,,,,,,,,,,,,6.5625,,
09/30/1985,,,,,,,,,,,,6.75,,
12/31/1985,,,,,,,,,,,,8.625,,
03/31/1986,,,,,,,,,,,,10.0,,
06/30/1986,,,,,,,,,,,,13.46875,,
09/30/1986,,,,,,,,,,,,9.4375,,
12/31/1986,,,,,,,,,,,,12.125,,
03/31/1987,,,,,,,,,,,,13.75,,
06/30/1987,,,,,,,,,,,,14.9375,,
09/30/1987,,,,,,,,,,,,15.1875,,
12/31/1987,,,,,,,,,,,,12.4375,,
03/31/1988,,,,,,,,,,,,12.25,,
06/30/1988,,,,,,,,,,,,11.8125,,
09/30/1988,,,,,,,,,,,,12.8125,,
12/31/1988,,,,,,,,,,,,12.5625,,
03/31/1989,,,,,,,,,,,,14.3125,,
06/30/1989,,,,,,,,,,,,15.0,,
09/30/1989,,,,,,,,,,,,17.0625,,
12/31/1989,,,,,,,,,,,,18.375,,
03/31/1990,,2720.852118,2720.852118,2720.852118,4.317105,,,,,,,18.3125,2727.774352,
06/30/1990,,2995.645734,3318.314839,2656.485371,4.685408,,,,,,,20.3125,3023.645942,
09/30/1990,,2867.585597,3300.3746,2424.581482,3.881694,,,,,,,17.8125,2668.847403,
12/31/1990,23.333334,2862.088739,3218.02282,2489.771178,4.37854,2.186165,21.377342,,2.179955,11.603891,14.362133,21.0,3344.078959,
03/31/1991,27.649457,3277.133248,4120.372177,2815.403898,5.129248,2.606414,28.697152,,2.640723,14.092696,17.500685,25.4375,4120.168789,
06/30/1991,26.719577,4115.108959,4310.576424,3939.984287,5.012844,2.526004,20.605541,,2.515492,13.387126,16.598016,25.25,4024.022924,
