Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,2636.300049,,-2023.699951,,612.600098,,-227.0,,,,,385.600006,-8.0,,53.400002,,,,-45.400002,377.600006,-145.899994,231.699997,0.0,,,231.700012,-83.099998,148.600006,-0.55,,148.050006,148.050006,,233.213315,0.63375,0.63375,0.63375,233.213315,0.63375,0.63375,0.63375,
06/30/1990,2691.399902,,-2049.0,,642.399902,,-232.800003,,,,,409.600006,8.5,,42.599998,,,,-51.099998,418.100006,-166.699997,251.399994,0.0,,,251.400009,-89.5,161.899994,-0.55,,161.349994,161.349994,,232.375974,0.6975,0.6975,0.6975,232.375974,0.6975,0.6975,0.6975,
09/30/1990,2676.100098,,-2067.699951,,608.400146,,-229.100006,,,,,379.299988,-28.799999,,44.799999,,,,-16.0,350.499989,-140.199997,210.300003,0.0,,,210.299992,-85.199997,125.099998,-0.55,,124.549998,124.549998,,230.970639,0.5475,0.5475,0.5475,230.970639,0.5475,0.5475,0.5475,
12/31/1990,2706.399902,,-2155.699951,,550.699951,,-239.199997,,,,,311.5,-410.500001,,43.900002,,-5.4,,372.0,-99.000001,59.0,-40.0,0.0,,,-40.000001,-100.400002,-140.399994,-0.55,,-140.949994,-140.949994,,226.237302,-0.60375,-0.60375,-0.60375,226.237302,-0.60375,-0.60375,-0.60375,
03/31/1991,2410.0,,-1952.300049,,457.699951,,-225.600006,,,,,232.100006,0.0,,41.200001,,,,-41.200001,232.100006,-84.5,147.600006,0.0,,,147.600006,-50.599998,97.0,-0.525,,96.475,96.475,,226.306638,0.4275,0.4275,0.4275,226.306638,0.4275,0.4275,0.4275,
06/30/1991,2569.300049,,-2100.199951,,469.100098,,-230.5,,,,,238.600006,-14.099998,,40.599998,,,,-26.5,224.500008,-94.0,130.5,0.0,,,130.500008,-49.299999,81.199997,-0.525,,80.674997,80.674997,,226.426654,0.35625,0.35625,0.35625,226.426654,0.35625,0.35625,0.35625,
09/30/1991,2469.899902,,-2029.400024,,440.499878,,-237.5,,,,,203.0,-16.800001,,35.900002,,,,-19.1,186.199999,-72.800003,113.400002,0.0,,,113.399996,-37.5,75.900002,-0.525,,75.375002,75.375002,,226.546649,0.33,0.33,0.33,226.546649,0.33,0.33,0.33,
12/31/1991,2434.899902,,-2060.800049,,374.099854,,-260.399994,,,,,113.699997,-356.100006,,35.5,,,,320.600006,-242.400009,69.599998,-172.800003,0.0,,,-172.800011,-18.6,-191.399994,-0.525,,-191.924994,-191.924994,,226.877317,-0.8475,-0.8475,-0.8475,226.877317,-0.8475,-0.8475,-0.8475,
03/31/1992,2251.399902,,-1882.800049,,368.599854,,-224.600006,,,,,144.0,3.199999,,31.6,,0.0,,-34.799999,147.199999,-51.5,95.699997,1111.399963,,,-1015.699965,-40.599998,-1056.300049,-0.525,,-1056.825049,-1056.825049,,227.095986,-4.6575,0.23625,0.23625,227.095986,-4.6575,0.23625,0.23625,
06/30/1992,2406.100098,,-2052.0,,354.100098,,-228.199997,,,,,125.901001,-55.6,,29.700001,,0.0,,25.9,70.301001,-24.6,45.700001,50.200001,,,-4.499001,-43.700001,-48.200001,-0.525,,-48.725001,-48.725001,,227.463987,-0.21375,0.0075,0.0075,227.463987,-0.21375,0.0075,0.0075,
09/30/1992,2381.699951,,-2028.800049,,352.899902,,-218.699997,,,,,134.199997,-7.700001,,20.700001,,0.0,,-13.0,126.499996,-44.299999,82.199997,0.0,,,82.199997,-36.900002,45.299999,-0.525,,44.774999,44.774999,,228.703977,0.195,0.195,0.195,228.703977,0.195,0.195,0.195,
12/31/1992,2452.300049,,-2057.899902,,394.400147,,-239.800003,,,,,154.600006,-200.000006,,23.4,,0.0,,176.600006,-45.4,-11.9,-57.299999,0.0,,,-57.3,-22.700001,-80.0,-0.525,,-80.525,-80.525,,228.533302,-0.3525,-0.3525,-0.3525,228.533302,-0.3525,-0.3525,-0.3525,
03/31/1993,2109.600098,,-1803.599976,,306.000122,,-199.199997,,,,,106.800003,-0.199999,,20.9,,,,-20.700001,106.600004,-42.099609,64.5,0.0,,,64.500395,-36.900002,27.6,-0.525,,27.075,27.075,,230.167986,0.11625,0.11625,0.11625,230.167986,0.11625,0.11625,0.11625,
06/30/1993,2405.300049,,-2071.600098,,333.699951,,-210.899994,,,,,122.800003,-36.900001,,21.1,,,,15.8,85.900002,23.700001,109.599998,0.0,,,109.600003,-74.300003,35.299999,-0.525,,34.774999,34.774999,,235.178647,0.15,0.15,0.15,235.178647,0.15,0.15,0.15,
09/30/1993,2230.199951,,-1950.599976,,279.599976,,-199.800003,,,,,79.800003,-7.9,,23.0,,0.0,,-15.1,71.900003,1.5,73.400002,0.0,,,73.400003,-44.599998,28.799999,-0.525,,28.274999,28.274999,,239.999976,0.12,0.12,0.12,239.999976,0.12,0.12,0.12,
12/31/1993,2310.800049,,-2053.800049,,257.0,,-229.699997,,,,,27.299999,-100.600002,,22.799999,,0.0,,77.800003,-73.300003,27.200001,-46.099998,0.0,,,-46.100002,-40.799999,-86.900002,-0.525,,-87.425002,-87.425002,,231.733315,-0.375,-0.375,-0.375,231.733315,-0.375,-0.375,-0.375,
03/31/1994,2221.600098,,-1921.300049,,300.300049,,-200.300003,,,,,100.0,-97.699997,,25.5,,0.0,,72.199997,2.300003,-0.8,1.5,67.900002,,,-66.399998,-41.900002,-108.300003,-0.5,,-108.800003,-108.800003,,236.330644,-0.4575,-0.16875,-0.16875,236.330644,-0.4575,-0.16875,-0.16875,
06/30/1994,2479.300049,,-2136.800049,,342.5,,-208.899994,,,,,133.600006,-16.2,,27.5,,0.0,,-11.3,117.400006,-38.700001,78.699997,0.0,,,78.700006,-33.299999,45.400002,-0.5,,44.900002,44.900002,,236.551978,0.1875,0.1875,0.1875,236.551978,0.1875,0.1875,0.1875,
09/30/1994,2561.600098,,-2204.399902,,357.200195,,-213.899994,,,,,143.300003,26.900002,,28.5,,0.0,,-55.400002,170.200005,-48.900002,121.300003,0.0,,,121.300003,-51.200001,70.099998,-0.5,,69.599998,69.599998,,236.850644,0.29625,0.296248,0.29625,236.850644,0.29625,0.29625,0.29625,
12/31/1994,2641.800049,,-2254.5,,387.300049,,-242.5,,,,,144.800003,387.799999,,25.200001,,0.0,,-413.0,532.600002,-130.800003,401.799988,0.0,,,401.799999,-33.799999,368.0,-0.6,,367.4,367.4,,238.282651,1.545,1.545,1.545,238.282651,1.545,1.545,1.545,
03/31/1995,3009.800049,,-2349.5,,660.300049,,-232.800003,,,,,427.5,-5.199999,,24.9,,0.0,,-19.700001,422.300001,-143.300003,279.0,0.0,,,278.999998,-85.199997,193.800003,-0.5,,193.300003,193.300003,,238.22664,0.81,0.81,0.81,238.22664,0.81,0.81,0.81,
06/30/1995,3117.300049,,-2485.800049,,631.5,,-234.699997,,,,,396.799988,11.900002,,26.0,,0.0,,-37.900002,408.699989,-126.300003,282.399994,0.0,,,282.399986,-63.0,219.399994,-0.5,,218.899994,218.899994,,237.898638,0.9225,0.9225,0.9225,237.898638,0.9225,0.9225,0.9225,
09/30/1995,3264.800049,,-2619.800049,,645.0,,-244.0,,,,,401.0,18.800003,,33.099998,,0.0,,-51.900002,419.800003,-150.300003,269.5,0.0,,,269.5,-43.099998,226.399994,-0.5,,225.899994,225.899994,,237.84397,0.9525,0.952492,0.9525,237.84397,0.9525,0.9525,0.9525,
12/31/1995,3107.800049,,-2617.899902,,489.900147,,-264.200012,,,,,225.699997,-6.299999,,35.799999,,0.0,,-29.5,219.399998,-26.0,193.399994,0.0,,,193.399998,-42.5,150.899994,-0.6,,150.299994,150.299994,,236.705319,0.6375,0.6375,0.6375,236.705319,0.6375,0.6375,0.6375,
03/31/1996,3149.600098,,-2529.800049,,619.800049,,-242.699997,,,,,377.100006,-4.099998,,32.299999,,0.0,,-28.200001,373.000008,-126.800003,246.199997,0.0,,,246.200005,-68.0,178.199997,-0.5,,177.699997,177.699997,,234.149309,0.7575,0.7575,0.7575,239.54797,0.75,0.75,0.75,
