Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,167.990997,,-309.437012,,-141.446014,,-44.865002,,,9.455,195.978,,2.328,,0.0,,-198.306,205.433,-4.253,5.414,0.0,,,201.18,0.0,5.414,0.0,,5.414,5.414,,36.557999,0.149998,0.15,,36.557999,0.15,0.15,0.15,
06/30/1993,174.457001,,-315.459015,,-141.002014,,-47.007999,,,17.735001,206.112005,,2.352,,0.0,,-208.464005,223.847006,-7.132,10.97,0.0,,,216.715006,0.0,10.97,0.0,,10.97,10.97,,36.655998,0.3,0.3,,36.655998,0.3,0.3,0.3,
09/30/1993,169.039993,,-327.537994,,-158.498001,,-46.502998,,,26.357,230.953997,,2.149,,0.0,,-233.102997,257.310997,-10.64,15.313,0.0,,,246.670997,0.0,15.313,0.0,,15.313,15.313,,36.948002,0.41,0.41,,36.948002,0.41,0.41,0.41,
12/31/1993,175.600998,,-347.106995,,-171.505997,,-50.959999,,,26.608,247.909999,,2.008,,0.0,,-249.917999,274.517999,-10.015,15.429,0.0,,,264.502999,0.0,15.429,0.0,,15.429,15.429,,37.456001,0.41,0.41,0.41,37.456001,0.41,0.41,0.41,
03/31/1994,176.742004,,-346.243988,,-169.501984,,-46.362999,,,18.445999,233.096005,,1.769,,0.0,,-234.865005,251.542005,-6.72,10.511,0.0,,,244.822005,0.0,10.511,0.0,,10.511,10.511,,37.622002,0.279999,0.28,,37.622002,0.28,0.28,0.28,
06/30/1994,202.149002,,-369.934998,,-167.785995,,-53.557999,,,33.858002,255.401007,,1.406,,0.0,,-256.807007,289.259009,-12.769,21.288,0.0,,,276.490008,0.0,21.288,0.0,,21.288,21.288,,37.738998,0.56,0.56,,37.738998,0.56,0.56,0.56,
09/30/1994,210.141998,,-395.658997,,-185.516998,,-50.264,,,37.789001,273.962989,,1.488,,0.0,,-275.450989,311.75199,-13.168,25.014,0.0,,,298.58399,0.0,25.014,0.0,,25.014,25.014,,37.84,0.66,0.66,,37.84,0.66,0.66,0.66,
12/31/1994,205.964996,,-430.242004,,-224.277008,,-57.096001,,,32.823002,316.574008,,1.634,,0.0,,-318.208008,349.39701,-12.169,23.032,0.0,,,337.22801,0.0,23.032,0.0,,23.032,23.032,,37.865002,0.61,0.61,,37.865002,0.61,0.61,0.61,
03/31/1995,179.399994,,-139.524002,,39.875992,,-25.200001,,,14.676,0.213,,0.45,,0.0,,-0.663,14.889,-5.343,9.546,0.0,,,9.546,0.0,9.546,0.0,,9.546,9.546,,37.931,0.25,0.25,0.25,37.931,0.25,0.25,0.25,
06/30/1995,185.606003,,,,,,,,,,,,,,,,,,,,,,,,,11.965,,,11.965,11.965,,,0.32,0.32,0.32,,0.32,0.32,0.32,
