Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,69.774002,74.400002,40.655998,-124.931,59.898998,,,,,,,,,,,,,,,,,
06/30/1990,,63.469002,79.848999,-69.663002,50.523998,124.179001,,,,,,,,,,,,,,,,,
09/30/1990,,62.462002,82.309998,35.550999,-30.423,149.899994,,,,,,,,,,,,,,,,,
12/31/1990,,26.917999,23.426001,72.539001,75.278,198.160995,,,,,,,,,,,,,,,198.160995,,
03/31/1991,,14.786,80.683998,13.546,-34.174999,74.841003,,,,,,,,,,,,,,,,,
06/30/1991,,4.529,81.369003,-23.205,55.667,118.360001,,,,,,,,,,,,,,,,,
09/30/1991,,10.528,86.371002,10.991,9.751,117.640999,,,,,,,,,,,,,,,,,
12/31/1991,,10.5,33.886002,15.589,-1.105,58.869999,,,,,,,,,,,,,,,58.869999,,
03/31/1992,,-461.118011,94.903999,441.510986,-37.502998,37.793999,,,,,,,,,,,,,,,,,
06/30/1992,,2.006,99.064003,-24.306999,13.233,89.996002,,,,,,,,,,,,,,,,,
09/30/1992,,-412.964996,117.370003,377.535004,10.832,92.772003,,,,,,,,,,,,,,,,,
12/31/1992,,-28.9221,26.666,48.824108,-9.355,37.213001,,,,,,,,,,,,,,,,,
03/31/1993,,-35.587002,106.478996,-5.443,-24.872999,40.576,,,,,,,,,,,,,,,,,
06/30/1993,,-22.341999,107.178001,-16.172001,-45.41,23.254,,,,,,,,,,,,,,,,,
09/30/1993,,-53.484001,112.264,-4.23,-16.733,37.817001,,,,,,,,,,,,,,,,,
12/31/1993,,-44.830002,34.319,131.524002,-21.865,99.148003,,,,,,,,,,,,,,,,,
03/31/1994,,-30.986,90.985001,12.645,-47.747002,24.896999,,,,,,,,,,,,,,,,,
06/30/1994,,-31.098,128.156998,-24.465,-1.255,71.338997,,,,,,,,,,,,,,,,,
09/30/1994,,23.117001,117.722,24.663,45.449001,210.951004,,,,,,,,,,,,,,,,,
12/31/1994,,102.272003,42.521999,84.306999,-2.937,226.164001,,,,,,,,,,,,,,,,,
03/31/1995,,131.225006,115.448997,32.231998,-78.008003,200.897995,,,-99.361,,,,,,,,,,,,,,
06/30/1995,,187.533005,116.275002,56.866001,0.408,361.082001,,,-174.697998,,,,,,,,,,,,,,
09/30/1995,,235.582993,119.777,49.962002,79.904999,485.22699,,,-149.783005,,,,,,,,,,,,,,
12/31/1995,,217.494003,119.935997,37.389999,40.693001,415.513,,,-200.373993,,,,,,,,,,,,,,
03/31/1996,,83.649002,122.722,13.747,-133.876007,86.241997,,,-103.742996,,,,,,,,,,,,,,
06/30/1996,,15.552,120.916,-19.591,9.091,125.968002,,,-142.712006,,,,,,,,,,,,,,
09/30/1996,,32.000999,127.249001,-26.42,0.611,133.440994,,,-154.024002,,,,,,,,,,,,,,
12/31/1996,,10.104,131.031998,-58.328999,9.913,92.720001,-181.214996,,-181.214996,,,,,,,,,,,,-88.494995,,
03/31/1997,,-37.083,127.445999,-23.714001,-66.348999,0.3,-106.283997,3.425,-92.406998,0.0,0.0,-17.302,43.377998,-4.78,0.0,77.525002,-29.98,0.0,0.0,0.613,-62.605999,,
06/30/1997,,-11.3,127.239998,2.204,57.272999,175.417007,-77.844002,25.66,-118.967003,0.0,0.0,15.463,-69.936996,-4.783,0.0,25.186001,-92.612999,0.0,0.0,2.273,27.636,,
09/30/1997,,20.166,131.220001,8.923,-6.753,153.556,-112.992996,9.885,-112.424004,0.0,0.0,-10.454,-65.444,-4.788,0.0,10.801,-81.734001,0.0,0.0,10.277,-24.881001,,
12/31/1997,,-520.224976,132.093994,568.629028,-24.271,156.227005,-168.279007,4.13,-172.602005,0.0,0.0,0.193,172.302994,-4.849,0.0,360.388,-180.673004,0.0,0.0,-2.563,160.251007,,
03/31/1998,,19.0,130.100006,-1.9,-73.0,74.199997,-147.100006,5.6,-92.199997,0.0,0.0,-60.5,-46.400002,-4.8,0.0,353.299988,-390.600006,0.0,0.0,-4.3,-119.300003,,
06/30/1998,,32.099998,123.300003,-8.3,0.7,147.800003,362.600006,22.5,-116.300003,0.0,0.0,456.399994,-427.200012,-4.8,0.0,87.699997,-512.299988,0.0,0.0,2.2,83.199997,,
09/30/1998,,31.299999,117.599998,-12.1,56.900002,193.699997,-135.699997,0.0,-109.900002,0.0,0.0,-25.799999,-36.799999,-5.1,0.0,60.099998,-61.0,0.0,-34.299999,3.5,21.200001,,
12/31/1998,,-7.1,115.900002,77.199997,-35.700001,150.300003,-146.800003,0.0,-218.899994,0.0,0.0,72.099998,36.799999,-4.8,0.0,70.5,-27.4,0.0,0.0,-1.5,40.299999,,
03/31/1999,,41.599998,112.800003,-53.400002,-74.400002,26.6,-65.699997,4.5,-69.800003,0.0,0.0,-0.4,-13.7,-4.8,0.0,25.4,-31.200001,0.0,0.0,-3.1,-52.799999,,
06/30/1999,,39.299999,104.400002,23.9,-25.200001,142.399994,83.699997,4.4,-72.699997,0.0,0.0,152.0,-60.700001,-4.8,0.0,0.0,-63.799999,0.0,0.0,7.9,165.399994,,
09/30/1999,,75.099998,98.800003,12.6,61.5,248.0,20.6,2.8,-85.099998,0.0,0.0,102.900002,-86.099998,-4.7,0.0,45.099998,-128.899994,0.0,0.0,2.4,182.5,,
12/31/1999,,76.0,103.0,37.900002,0.1,217.0,-121.599998,21.299999,-110.400002,0.0,0.0,-32.5,-272.5,-4.7,0.0,8.5,-296.100006,0.0,0.0,19.799999,-177.100006,,
03/31/2000,,98.0,98.0,40.0,-126.0,110.0,-255.0,3.0,-94.0,0.0,0.0,-164.0,14.0,-10.0,-14.0,49.0,0.0,0.0,0.0,-11.0,-131.0,,
