Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1996,15329.788754,-43,0,0,6674,21960.788754,10293,64.840183,0.303905,,,,,,15379.937992,22010.937992,46.379017,,
06/30/1996,15284.255859,-55,0,0,6831,22060.255859,10566,64.650767,0.309652,,,,,,15257.696289,22033.696289,46.186625,,
09/30/1996,14319.83474,-106,0,0,6776,20989.83474,10593,63.966771,0.322823,,,,,,14290.885128,20960.885128,43.790402,,
12/31/1996,15506.606637,-80,0,0,6498,21924.606637,10415,62.390783,0.296379,2.175276,4.913628,9.36949,6.109461,18.744876,15476.774806,21894.774806,45.597891,,
03/31/1997,16329.410255,-81,0,0,6032,22280.410255,10075,59.870968,0.270731,2.125791,4.788397,8.837926,5.749475,13.135426,16543.601814,22494.601814,46.220218,,
06/30/1997,18203.0625,-89,0,0,5785,23899.0625,9935,58.228485,0.24206,2.210625,4.912449,8.841681,5.537442,10.341873,18444.714272,24140.714272,49.480461,,
09/30/1997,18619.947876,-196,0,0,5750,24173.947876,9991,57.551797,0.237859,2.14765,4.793565,8.379185,5.537284,9.609352,18718.969528,24272.969528,49.983867,,
12/31/1997,21863.740052,-27,0,0,5715,27551.740052,10082,56.685182,0.207428,2.400186,5.578405,9.924978,6.197523,12.096805,21835.987229,27523.987229,56.864574,,
03/31/1998,26490.557785,-289,0,0,5520,31721.557785,9920,55.645161,0.174014,2.729675,6.367234,11.272764,6.966017,14.271259,26717.797985,31948.797985,65.411612,,
06/30/1998,23485.081804,-45,0,0,5776,29216.081804,10239,56.411759,0.197699,2.466741,5.966118,10.655026,7.132903,19.516947,23029.128511,28760.128511,58.236026,,
09/30/1998,26359.35791,-22,0,0,9833,36170.35791,10458,94.023714,0.271852,3.015202,7.296824,12.987561,8.438618,24.854411,26562.322769,36373.322769,72.040594,,
12/31/1998,32500.107353,-49,0,0,9919,42370.107353,10674,92.926738,0.234104,3.423017,8.073572,13.896395,9.933198,27.70184,32829.5,42699.5,84.251051,,
03/31/1999,27723.617552,-36,0,0,10035,37722.617552,10955,91.602008,0.266021,3.008903,7.129582,12.482666,9.366033,34.243533,27978.412683,37977.412683,74.921739,,
06/30/1999,29630.444527,-122,0,0,12676,42184.444527,13742,92.242759,0.30049,3.310661,7.669899,13.211539,9.199561,28.903659,29856.750717,42410.750717,83.641544,,
09/30/1999,28816.677433,-55,0,0,13133,41894.677433,13285,98.855852,0.313477,3.23586,7.47052,12.807911,9.687231,46.511803,29045.611807,42123.611807,82.959426,,
12/31/1999,36450.070312,-78,0,0,13071,49443.070312,14326,91.239704,0.264365,3.736064,8.622789,14.684607,9.942969,50.060483,36842.400879,49835.400879,97.665136,,
03/31/2000,36864.377304,-82,0,0,12600,49382.377304,13915,90.549766,0.255152,3.793683,8.633283,14.562777,,,,,97.286199,,
06/30/2000,,-241,0,0,8771,,13278,66.056635,,,,,,,,,,,
09/30/2000,,-170,0,0,9033,,13890,65.032397,,,,,,,,,,,
12/31/2000,,-252,0,0,8738,,14003,62.400914,,,,,,,,,,,
03/31/2001,,-125,0,0,9110,,15106,60.307163,,,,,,,,,,,
06/30/2001,,-138,0,0,9534,,15999,59.591224,,,,,,,,,,,
09/30/2001,,-196,0,0,7772,,14814,52.463886,,,,,,,,,,,
12/31/2001,,-204,0,0,7292,,14583,50.003429,,,,,,,,,,,
03/31/2002,,-848,0,0,7751,,14742,52.577669,,,,,,,,,,,
09/30/2006,,-277,0,0,7681,,9482,81.006117,,,,,,,,,,,
03/31/2007,,-434,0,0,7682,,9205,83.454644,,,,,,,,,,,
06/30/2007,,-487,0,0,7868,,9174,85.764116,,,,,,,,,,,
09/30/2007,,-427,0,0,7868,,9050,86.939227,,,,,,,,,,,
09/19/2020,,-427,0,0,7868,,9050,86.939226519337,,,,,,,,,,,
