Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
04/04/1990,392.879992,-2.164,0,0,15.0,405.715991,148.192997,10.121936,0.036972,,,,,,395.737495,408.573495,5.163358,,
07/04/1990,412.610629,-1.029,0,0,15.0,426.581629,155.003998,9.67717,0.035163,,,,,,416.469362,430.440362,5.427765,,
10/03/1990,288.188993,-2.0,0,0,19.700001,305.888994,165.744999,11.885729,0.064402,,,,,,286.841499,304.5415,3.891866,,
01/02/1991,302.662756,-2.591,0,0,26.6,326.671756,178.699003,14.885366,0.081427,1.196157,6.650754,8.607498,8.944099,,304.157746,328.166747,4.137416,,
04/03/1991,427.773111,-1.453,0,0,24.4,450.720111,182.49,13.370595,0.054136,1.617125,9.099023,11.894234,13.445992,,431.81937,454.766369,5.707232,,
07/03/1991,415.043989,-1.434,0,0,22.0,435.609989,187.132996,11.756345,0.050504,1.52556,8.726162,11.504595,12.535206,,418.343634,438.909634,5.510145,,
10/02/1991,507.795744,-0.468,0,0,21.5,528.827744,192.597004,11.163206,0.040656,1.819409,10.610296,14.127314,14.713835,,503.637752,524.669752,6.682434,,
01/01/1992,495.571876,-2.572,0,0,30.700001,523.699876,207.563,14.79069,0.058621,1.751721,10.560168,14.237552,13.827367,,500.22186,528.349861,6.604742,,
04/01/1992,582.702995,-2.413,0,0,28.5,608.789995,212.82,13.391599,0.046814,1.94705,11.889036,17.311892,15.150552,,590.557003,616.644003,7.661639,,
07/01/1992,463.723764,-0.888,0,0,31.5,494.335764,224.396,14.037683,0.063722,1.519551,9.083381,13.060735,11.587253,,468.116255,498.728255,6.218412,,
09/30/1992,543.700987,-0.888,0,0,32.0,574.812987,232.881004,13.740923,0.05567,1.689369,9.805414,13.916305,12.790564,,549.482018,580.594018,7.224355,,
12/30/1992,586.70702,-1.73,0,0,36.0,620.97702,245.678993,14.653267,0.057973,1.763183,9.864294,13.841321,14.366518,,591.22797,625.49797,7.761679,,
03/31/1993,480.29401,-0.929,0,0,36.0,515.36501,252.977993,14.230487,0.069853,1.43499,8.035879,10.676936,11.140402,,483.83099,518.90199,6.438119,,
06/30/1993,400.537491,-0.2,0,0,42.0,442.337491,267.114002,15.723623,0.09495,1.195019,6.93482,9.361442,9.830647,,402.314959,444.114959,5.521799,,
09/29/1993,460.609494,-0.17,0,0,45.599998,506.039493,278.098,16.397097,0.090112,1.319154,7.91107,10.835499,11.411168,,463.041757,508.471756,6.317124,,
12/31/1993,480.735008,-1.946,0,0,58.099998,536.889007,296.806,19.575075,0.108216,1.354375,8.500325,11.948923,11.021223,,483.272987,539.426986,6.700852,,
03/30/1994,420.643132,-2.835,0,0,56.400002,474.208134,302.399998,18.650794,0.118935,1.148729,7.382625,10.518791,8.935384,,422.556757,476.121759,5.918539,,
06/29/1994,380.581882,-0.214,0,0,57.900002,438.267883,312.741993,18.513664,0.132111,1.029484,6.577241,9.39763,8.397652,,381.885747,439.571748,5.469973,,
09/28/1994,320.580002,-0.242,0,0,60.5,380.838002,323.207005,18.718654,0.15886,0.873203,5.604845,8.042022,7.215843,,321.120003,381.378003,4.751862,,
12/31/1994,400.754986,-0.695,0,0,65.699997,465.759983,335.055004,19.60872,0.14106,1.037399,6.759746,9.68316,8.421793,,402.254992,467.259988,5.811032,,
03/29/1995,360.719991,-0.225,0,0,66.599998,427.094989,343.302994,19.399772,0.155937,0.930121,6.178679,8.857584,8.226918,,360.679487,427.054486,5.328031,,
06/28/1995,414.17551,-0.415,0,0,67.5,481.26051,353.270996,19.107145,0.140257,1.010797,6.849903,9.799045,8.250116,,414.183256,481.268256,6.003524,,
09/27/1995,414.268489,-1.635,0,0,67.5,480.133489,362.015003,18.645636,0.140586,0.973418,6.649496,9.493682,7.861437,,414.268489,480.133489,5.988121,,
01/03/1996,394.282263,-1.299,0,0,72.199997,465.18326,374.894001,19.258776,0.155208,0.903437,6.10661,8.653445,7.386635,-55.60633,394.289634,465.190631,5.800796,,
04/03/1996,488.291607,-0.522,0,0,82.900002,570.669609,384.968002,21.534258,0.145268,1.080765,7.233188,10.218996,8.371334,-61.326006,497.08261,579.460611,7.25572,,
07/03/1996,465.40236,-0.102,0,0,108.3,573.60036,407.149003,26.599599,0.188807,1.054426,6.987032,9.853814,9.126554,-28.983781,473.660509,581.858509,7.497603,,
10/02/1996,394.746261,-0.538,0,0,110.700001,504.908261,418.201012,26.470524,0.219248,0.904858,6.014034,8.537075,7.32657,-25.406347,396.675985,506.837986,6.60853,,
01/01/1997,337.088113,-0.746,0,0,128.299999,464.642112,422.276005,30.382972,0.276126,0.81955,5.388779,7.678639,6.544949,-24.745903,346.864369,474.418368,6.317665,,
04/02/1997,376.301008,-0.514,0,0,138.299999,514.087007,430.111,32.15449,0.269021,0.882551,5.70055,8.102493,7.866409,-33.660272,380.658693,518.444693,7.229258,,
07/02/1997,434.476883,-0.752,0,0,133.299999,567.024883,435.308002,30.621996,0.235087,0.957916,6.117697,8.675411,8.124644,339.385387,440.182306,572.730305,7.993584,,
10/01/1997,436.840516,-0.521,0,0,124.0,560.319516,434.900997,28.512236,0.221302,0.936336,5.953689,8.435879,7.90995,44.521748,441.890994,565.369994,7.90976,,
12/31/1997,402.24913,-0.289,0,0,121.299999,523.26013,438.361008,27.671257,0.231816,0.87331,5.712197,8.149581,7.65124,24.996978,405.759754,526.770753,7.425605,,
04/01/1998,411.745255,-0.398,0,0,130.799999,542.147254,437.159985,29.920396,0.241263,0.894702,6.019444,8.658839,7.430701,17.463582,424.713758,555.115758,8.119684,,
