Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,441.924,,430.813,872.737,468.749,,774.922,1243.671,,14.868312,,14.494488,29.3628,3.931766,,3.832912,7.764679,
06/30/2008,568.217,,1248.943,,669.462,,1606.202,844.511,,19.222477,,42.251073,,4.669354,,10.263256,,
09/30/2008,422.327,151.442,819.711,527.911,404.519,37.471,1160.252,685.845,,13.549771,4.858805,26.299282,16.937287,3.455448,1.239087,6.706814,4.319328,
12/31/2008,586.604,215.116,496.556,457.462,501.726,55.705,583.477,392.772,,18.519235,6.791266,15.676397,14.44219,4.469002,1.638846,3.782978,3.485143,
03/31/2009,100.849,471.127,540.937,349.296,121.694,350.648,481.911,205.188,,3.111535,14.535874,16.68975,10.776972,0.844634,3.945799,4.530474,2.925436,
06/30/2009,268.433,103.849,635.094,225.45,230.18,38.227,602.083,187.189,-18.128,7.865325,3.042868,18.608817,6.605885,2.268373,0.877568,5.366815,1.905149,
09/30/2009,197.992,28.437,736.131,169.805,147.567,11.894,720.429,218.566,-33.886,5.82368,0.836438,21.652345,4.994595,1.645891,0.236394,6.119397,1.411575,
12/31/2009,159.649,4.898,672.631,146.779,109.713,8.481,670.557,208.708,-134.62,4.633602,0.142158,19.52223,4.260067,1.244566,0.038183,5.243589,1.144236,
03/31/2010,145.051,75.696,570.626,188.62,140.926,61.108,534.65,199.831,-31.749,3.738774,1.951108,14.708217,4.86179,1.176484,0.613958,4.628251,1.529865,
06/30/2010,113.877,30.014,364.015,116.764,74.444,6.71,340.556,106.362,1.822,2.942122,0.775441,9.404677,3.01671,0.939586,0.247642,3.003446,0.963406,
09/30/2010,205.428,39.271,248.533,117.365,107.262,7.284,226.995,81.864,1.562,5.273612,1.008139,6.380175,3.012917,1.72198,0.329185,2.083304,0.983801,
12/31/2010,137.954,14.94,173.03,74.026,64.768,7.004,153.3,54.557,24.544,3.51848,0.381041,4.413084,1.888013,1.103705,0.119528,1.384331,0.592247,
03/31/2011,62.367,10.039,156.699,67.673,55.57,19.512,155.075,86.268,17.006,1.576111,0.253701,3.960027,1.710202,0.478289,0.076989,1.201717,0.518981,
06/30/2011,79.542,8.156,119.434,75.502,60.337,5.319,116.788,69.322,-3.253,2.151119,0.220569,3.22995,2.041862,0.610156,0.062564,0.916163,0.579166,
09/30/2011,225.524,42.914,72.725,88.318,192.313,115.239,58.323,143.459,14.154,6.124941,1.165489,1.975117,2.398603,1.712261,0.325819,0.552155,0.670543,
12/31/2011,552.945,37.753,47.847,69.302,479.073,135.425,30.026,146.916,,14.552211,0.99357,1.25922,1.823865,4.037086,0.275637,0.349334,0.505978,
03/31/2012,610.766,43.949,30.944,81.675,595.397,75.322,16.766,98.343,4.497,13.946165,1.003527,0.706572,1.864958,4.285453,0.308369,0.217119,0.573074,
06/30/2012,338.829,39.556,49.58,107.964,304.81,121.339,16.085,142.386,19.345,8.055872,0.940469,1.178796,2.566912,2.452228,0.286281,0.358828,0.781374,
