Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1993,5.766,5.414,12.074,0.274,,,0.274,-11.996,,,,-11.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,8.808,10.97,12.315,-4.601,,,-4.601,-9.876,,,,-9.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808,,,
03/31/1994,30.598,10.511,12.973,0.782,,,0.782,6.332,,,,6.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,39.563,21.288,13.744,6.1,,,6.1,-1.569,,,,-1.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,48.387001,25.014,14.136,2.73,,,2.73,6.507,,,,6.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,53.415001,23.032,14.929,0.157,,,0.157,15.297,,,,15.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,13.87,9.546,10.272,1.006,,,1.006,-6.954,,,,-6.954,,,-15.772,,,,-15.772,,,,,,,,,,15.772,,,,,,,,,,,,,,,
12/31/1995,,14.968999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1996,27.114,11.839,12.597,0.76,,,0.76,1.918,,,,1.918,,,-21.715,,,,-21.715,,,,,,,,,,21.715,,,,,,,,,,,,,,,
06/30/1996,20.503,14.035,13.019,1.284,,,1.284,-7.835,,,,-7.835,,,-25.757,,,,-25.757,,,,,,,,,,25.757,,,,,,,,,,,,,,,
