Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,10.405,,,-4.933,,5.472,,-2.835,,,,,,2.637,0.213,,0.0,,0.0,-0.213,2.85,-1.076,1.774,0.0,,,1.774,0.0,1.774,0.0,,1.774,1.774,,72.323999,0.025,0.025,,72.323999,0.025,0.025,0.025,
06/30/1995,14.665,,,-8.071,,6.594,,-3.136,,,,,,3.458,0.285,,0.0,,0.0,-0.285,3.743,-1.375,2.368,0.0,,,2.368,0.0,2.368,0.0,,2.368,2.368,,73.043999,0.031667,0.031667,,73.043999,0.031667,0.031667,0.031667,
09/30/1995,16.15,,,-7.911,,8.239,,-3.504,,,,,,4.735,0.239,,,,0.0,-0.239,4.974,-1.879,3.095,0.0,,,3.095,0.0,3.095,0.0,,3.095,3.095,,74.052,0.041667,0.041667,,74.052,0.041667,0.041667,0.041667,
12/31/1995,16.518999,,,-8.27,,8.248999,,-3.821,,,,,,4.428,0.073,,,,0.0,-0.073,4.501,-1.742,2.759,0.0,,,2.759,0.0,2.759,0.0,,2.759,2.759,,74.681997,0.036667,0.036667,,74.681997,0.036667,0.036667,0.036667,
03/31/1996,16.561001,,,-8.721,,7.840001,,-3.569,,,,,,4.271,0.2,,,,0.0,-0.2,4.471,-1.71,2.761,0.0,,,2.761,0.0,2.761,0.0,,2.761,2.761,,75.060001,0.036667,0.036667,0.036667,75.060001,0.036667,0.036667,0.036667,
06/30/1996,18.327999,,,-8.691,,9.636999,,-3.865,,,,,,5.772,0.155,,,,0.0,-0.155,5.927,-2.274,3.653,2.62,,,1.033,0.0,1.033,0.0,,1.033,1.033,,75.827997,0.026667,0.048333,,75.827997,0.026667,0.048333,0.048333,
09/30/1996,18.35,,,-8.343,,10.007,,-4.106,,,,,,5.901,0.251,,,,0.0,-0.251,6.152,-2.349,3.803,0.0,,,3.803,0.0,3.803,0.0,,3.803,3.803,,76.157999,0.05,0.05,0.05,76.157999,0.05,0.05,0.05,
12/31/1996,21.348,,,-11.174,,10.174,,-4.334,,,,,,5.84,0.262,,,,0.0,-0.262,6.102,-2.324,3.778,0.15,,,3.628,0.0,3.628,0.0,,3.628,3.628,,76.5,0.048333,0.050333,0.05,76.5,0.048333,0.050333,0.05,
03/31/1997,22.061001,,,-11.749,,10.312001,,-4.469,,,,,,5.843,0.198,,,,0.0,-0.198,6.041,-2.306,3.735,0.089,,,3.646,0.0,3.646,0.0,,3.646,3.646,,71.767998,0.0525,0.0525,0.0525,76.543999,0.0475,0.05,0.05,
06/30/1997,20.841,,,-9.81,,11.030999,,-4.374,,,,,,6.657,0.135,,,,0.0,-0.135,6.792,-2.353,4.439,0.211,,,4.228,0.0,4.228,0.0,,4.228,4.228,,75.944,0.055,0.0575,0.0575,75.944,0.055,0.0575,0.0575,
09/30/1997,20.059,,,-8.818,,11.241,,-4.643,,,,,,6.598,0.389,,,,0.0,-0.389,6.987,-2.56,4.427,0.261,,,4.166,0.0,4.166,0.0,,4.166,4.166,,78.132004,0.0525,0.05575,0.0575,78.132004,0.0525,0.05575,0.0575,
12/31/1997,27.384001,,,-13.743,,13.641001,,-5.906,,,,,,7.735,0.403,,,,0.0,-0.403,8.138,-3.065,5.073,-0.054,,,5.127,0.0,5.127,0.0,,5.127,5.127,,75.211998,0.0675,0.0675,0.0675,78.491997,0.065,0.065,0.065,
03/31/1998,27.247,,,-12.731,,14.516,,-6.302,,,,,,8.214,0.398,,,,0.0,-0.398,8.612,-3.215,5.397,0.191,,,5.206,0.0,5.206,0.0,,5.206,5.206,,75.632004,0.07,0.0725,0.0725,79.543999,0.065,0.0675,0.0675,
06/30/1998,45.628,,,-24.705,,20.923,0.0,-8.95,7.558,4.129,,,1.392,11.973,0.419,,,-0.363,0.0,-0.056,12.392,-4.587,7.805,0.27,,,7.535,0.0,7.535,0.0,0.0,7.535,7.535,,78.94,0.0975,0.098873,0.1,83.388,0.09,0.093238,0.0925,
09/30/1998,49.125,,,-26.907,,22.218,,-8.491,,,,,,13.727,0.499,,0.0,,0.0,-0.499,14.226,-5.457,8.769,-0.024,,,8.793,0.0,8.793,0.0,,8.793,8.793,,79.244003,0.11,0.11,0.11,83.996002,0.105,0.105,0.105,
12/31/1998,47.583,,,-25.875999,,21.707001,,-10.747,,,,,,10.96,0.645,,0.02,,0.0,-0.665,11.605,-4.485,7.12,0.249,,,6.871,0.0,6.871,0.0,,6.871,6.871,,79.727997,0.0875,0.09,0.105,84.720001,0.0825,0.085,0.1,
03/31/1999,43.991001,,,-23.812,,20.179001,,-8.026,,,,,,12.153,0.593,,0.008,,0.0,-0.601,12.746,-4.479,8.267,0.531,,,7.736,0.0,7.736,0.0,,7.736,7.736,,80.019997,0.1,0.105,0.105,84.755997,0.095,0.1,0.1,
06/30/1999,52.827992,,,-30.647997,,22.179995,,-9.296001,,,,,,12.883999,0.152,,0.065,,0.0,-0.217,13.035999,-4.465999,8.570002,0.002,,,8.568,0.0,8.568,0.0,,8.568,8.568,,83.71202,0.1,0.1,0.1,87.663984,0.0975,0.0975,0.0975,
09/30/1999,43.426998,,,-23.421,,20.005999,,-8.831,,,,,,11.175,1.559,,0.106,,0.0,-1.665,12.734,-4.195,8.539,0.332,,,8.207,0.0,8.207,0.0,,8.207,8.207,,81.311996,0.1,0.105,0.105,84.031998,0.1,0.1,0.1,
12/31/1999,54.083,,,-36.098999,,17.984001,,-11.555,,,,,,6.429,-0.169,,0.468,,0.0,-0.299,6.26,-2.059,4.201,0.0,,,4.201,0.0,4.201,0.0,,4.201,4.201,,81.416,0.05,0.05,0.05,84.328003,0.05,0.05,0.05,
03/31/2000,58.421001,,,-31.264999,,27.156002,,-11.601,,,,,,15.555,-0.165,,0.567,,0.0,-0.402,15.39,-5.214,10.176,0.0,,,10.176,0.0,10.176,0.0,,10.176,10.176,,81.900002,0.12,0.12,0.12,85.697998,0.12,0.12,0.12,
06/30/2000,75.060997,,,-41.73,,33.330997,,-15.576,,,,,,17.754999,-0.513,,0.814,,0.0,-0.301,17.241999,-5.812,11.43,0.0,,,11.429999,0.0,11.43,0.0,,11.43,11.43,,82.433998,0.14,0.14,0.14,87.047997,0.13,0.13,0.13,
09/30/2000,77.008003,,,-42.375999,,34.632004,,-15.944,,,,,,18.688,-0.119,,0.679,-0.56,0.0,0.0,18.569,-6.685,11.884,0.0,,,11.884,0.0,11.884,0.0,,11.884,11.884,,84.309998,0.14,0.14,0.14,89.089996,0.135,0.135,0.135,
12/31/2000,80.732002,,,-45.965,,34.767002,,-14.934,,,,,,19.833,0.292,,0.096,,0.0,-0.388,20.125,-7.245,12.88,0.0,,,12.88,0.0,12.88,0.0,,12.88,12.88,,86.517998,0.15,0.15,0.15,91.667999,0.14,0.14,0.14,
03/31/2001,98.203003,,,-58.521,,39.682003,,-16.326,,,,,,23.356001,0.61,,0.074,,0.0,-0.684,23.966001,-8.628,15.338,0.0,,,15.338001,0.0,15.338,0.0,0.0,15.338,15.338,,87.934998,0.17,0.17,0.17,91.966003,0.17,0.17,0.17,
06/30/2001,94.917,,,-52.401001,,42.515999,,-18.653,,,,,,23.863001,0.4,,0.071,,0.0,-0.471,24.263001,-8.734,15.529,0.0,,,15.529001,0.0,15.529,0.0,,15.529,15.529,,86.272003,0.18,0.18,0.18,92.651001,0.17,0.17,0.17,
09/30/2001,92.567001,,,-53.518002,,39.049,,-16.983999,,,,,,22.065001,0.772,,0.047,-0.819,0.0,0.0,22.837001,-8.221,14.616,0.0,,,14.616001,0.0,14.616,0.0,0.0,14.616,14.616,,88.952003,0.16,0.16,0.16,92.723999,0.16,0.16,0.16,
12/31/2001,98.226997,,,-59.216,,39.010998,,-19.174999,,,,,,19.836,0.53,,0.041,-0.571,0.0,0.0,20.366,-7.332,13.034,0.0,,,13.034001,0.0,13.034,0.0,0.0,13.034,13.034,,88.982002,0.15,0.15,0.15,92.247002,0.14,0.14,0.14,
03/31/2002,99.783997,,,-59.692001,,40.091995,,-19.219999,,,,,,20.872,0.312,,0.053,-0.365,0.0,0.0,21.184,-7.626,13.558,0.0,,,13.558,0.0,13.558,0.0,0.0,13.558,13.558,,89.608002,0.15,0.15,0.15,92.483002,0.15,0.15,0.15,
06/30/2002,119.195999,,,-76.127998,,43.068001,,-19.195,,,,,,23.872999,0.213,,0.05,-0.263,0.0,0.0,24.085999,-8.229,15.857,0.0,,,15.856999,0.0,15.857,0.0,0.0,15.857,15.857,,92.012001,0.17,0.17,0.17,92.012001,0.17,0.17,0.17,
09/30/2002,93.977997,,,-58.865002,,35.112995,,-17.486,,,,,,17.627001,0.164,,0.023,-0.187,0.0,0.0,17.791001,-6.493,11.298,0.0,,,11.298001,0.0,11.298,0.0,0.0,11.298,11.298,,88.084999,0.13,0.13,0.13,89.579002,0.13,0.13,0.13,
12/31/2002,102.563004,,,-65.696999,,36.866005,,-18.635,,,,,,18.231001,0.159,,0.032,-0.191,0.0,0.0,18.390001,-6.713,11.677,0.0,,,11.677001,0.0,11.677,0.0,0.0,11.677,11.677,,87.68,0.13,0.13,0.13,88.811996,0.13,0.13,0.13,
03/31/2003,98.898003,,,-60.494999,,38.403004,,-19.112,,,,,,19.291,0.105,,0.029,-0.134,0.0,0.0,19.396,-7.08,12.316,0.0,,,12.316,0.0,12.316,0.0,0.0,12.316,12.316,,87.741997,0.14,0.14,0.14,88.940002,0.14,0.14,0.14,
06/30/2003,109.188,,,-66.234,,42.954,,-20.832,,,,,,22.122,0.092,,0.026,-0.118,0.0,0.0,22.214,-8.108,14.106,0.0,,,14.106,0.0,14.106,0.0,0.0,14.106,14.106,,89.75,0.16,0.16,0.16,89.75,0.16,0.16,0.16,
09/30/2003,108.940002,,,-66.282997,,42.657005,,-21.096001,,,,,,21.561001,0.261,,0.026,-0.287,0.0,0.0,21.822001,-7.965,13.857,0.0,,,13.857001,0.0,13.857,0.0,0.0,13.857,13.857,,88.514999,0.16,0.16,0.16,91.069,0.15,0.15,0.15,
12/31/2003,112.73,,,-68.021,,44.709,,-22.116,,,,,,22.593,0.278,-0.278,0.003,-0.281,,0.0,22.871,-8.348,14.523,,,,14.523,,14.523,,,14.523,14.523,,89.231,0.16,0.16,0.16,92.0,0.16,0.16,0.16,
03/31/2004,119.708,,,-72.389,,47.319,,-21.82,,,,,,25.499001,0.196,,0.052,-0.248,0.0,0.0,25.695001,-9.379,16.316,0.0,,,16.316001,0.0,16.316,0.0,0.0,16.316,16.316,,89.653999,0.18,0.18,0.18,92.077003,0.18,0.18,0.18,
06/30/2004,126.037003,,,-72.744003,,53.292999,,-24.139999,,,,,,29.153,0.164,,0.026,-0.19,0.0,0.0,29.317,-11.698,17.618999,0.0,,,17.619,0.0,17.618999,0.0,0.0,17.618999,17.618999,,89.480003,0.2,0.2,0.2,92.291,0.19,0.19,0.19,
09/30/2004,124.096001,,,-73.533997,,50.562004,,-24.339001,,,,,,26.223,0.456,,0.003,-0.459,0.0,0.0,26.679,-10.005,16.674,0.0,,,16.673999,0.0,16.674,0.0,0.0,16.674,16.674,,90.286003,0.18,0.18,0.18,92.485001,0.18,0.18,0.18,
12/31/2004,135.96,,,-81.211,,54.749,,-26.788,,,,,,27.961,0.345,-0.345,0.014,-0.359,0.0,0.0,28.306,-10.614,17.692,0.0,,,17.692,0.0,17.692,0.0,0.0,17.692,17.692,,90.65,0.2,0.2,0.2,92.957,0.19,0.19,0.19,
03/31/2005,134.382004,,,-77.105003,,57.277,,-26.250999,,,,,,31.025999,0.061,-0.061,0.11,-0.171,0.0,0.0,31.086999,-11.658,19.429001,0.0,,,19.428999,0.0,19.429001,0.0,0.0,19.429001,19.429001,,91.211998,0.21,0.21,0.21,93.420998,0.21,0.21,0.21,
06/30/2005,141.425003,,,-81.563004,,59.862,,-26.003,,,,,,33.859001,-0.088,,0.261,-0.173,0.0,0.0,33.771001,-12.065,21.705999,0.0,,,21.706002,0.0,21.705999,0.0,0.0,21.705999,21.705999,,90.890999,0.24,0.24,0.24,92.998001,0.23,0.23,0.23,
09/30/2005,136.983,,,-80.428,,56.555,,-25.994,,,,,,30.561,0.268,-0.268,0.175,-0.443,0.0,0.0,30.829,-11.407,19.422,0.0,,,19.422,0.0,19.422,0.0,0.0,19.422,19.422,,91.562,0.21,0.21,0.21,93.998,0.21,0.21,0.21,
12/31/2005,147.417007,,,-81.933998,,65.483009,,-31.433001,,,,,,34.049999,0.293,-0.293,0.132,-0.425,0.0,0.0,34.342999,-12.707,21.636,0.0,,,21.635999,0.0,21.636,0.0,0.0,21.636,21.636,,91.351997,0.24,0.24,0.24,93.637001,0.23,0.23,0.23,
03/31/2006,145.494995,,,-81.813004,,63.681992,,-28.966,,,,,,34.716,0.141,-0.141,0.59,-0.731,0.0,0.0,34.857,-11.397,23.459999,0.0,,,23.459999,0.0,23.459999,0.0,0.0,23.459999,23.459999,,91.952003,0.26,0.26,0.26,94.389999,0.25,0.25,0.25,
06/30/2006,162.31,,,-91.583,,70.727,0.0,-30.697,22.01,13.975,,,8.687,40.03,0.009,-0.009,0.458,-0.467,0.0,0.0,40.039,-14.634,25.405,0.0,,,25.405,0.0,25.405,0.0,0.0,25.405,25.405,,93.124,0.27,0.27,0.27,93.124,0.27,0.27,0.27,
09/30/2006,150.615005,,,-87.307999,,63.307007,,-30.388,,,,,,32.918999,1.34,-1.34,0.216,-1.556,0.0,0.0,34.258999,-12.847,21.412001,0.0,,,21.411999,0.0,21.412001,0.0,0.0,21.412001,21.412001,,91.056,0.24,0.24,0.24,92.892998,0.23,0.23,0.23,
12/31/2006,167.244003,,,-94.255997,,72.988007,,-33.368999,,,,,,39.618999,0.107,-0.107,0.299,-0.406,0.0,0.0,39.725999,-11.938,27.788,0.0,,,27.788,0.0,27.788,0.0,0.0,27.788,27.788,,90.210999,0.31,0.31,0.28,92.246002,0.3,0.3,0.27,
03/31/2007,168.903,,,-97.219002,,71.683998,,-30.909,,,,,,40.775002,0.219,-0.219,0.439,-0.658,0.0,0.0,40.994002,-14.614,26.379999,0.0,,,26.380001,0.0,26.379999,0.0,0.0,26.379999,26.379999,,89.892998,0.29,0.29,0.29,91.752998,0.29,0.29,0.29,
06/30/2007,179.705,,,-100.882,,78.823,,-32.108,,,,,,46.715,-0.017,0.017,0.803,-0.786,0.0,0.0,46.698,-16.634,30.064,0.963,,,29.101,0.0,29.101,0.0,0.0,29.101,29.101,,91.237,0.32,0.32,0.32,91.237,0.32,0.32,0.32,
09/30/2007,175.326,,,-105.804,,69.522,,-33.719,23.76,13.952,,,9.959,35.803,1.266,-1.266,0.083,-1.349,0.0,0.0,37.069,-13.53,23.539,0.0,,,23.539,0.0,23.539,0.0,0.0,23.539,23.539,,89.168,0.26,0.26,0.26,90.833,0.26,0.26,0.26,
12/31/2007,191.869,,,-106.903,,84.966,0.0,-38.67,27.266,13.803,,,11.404,46.296,0.235,-0.235,0.104,-0.339,,0.0,46.531,-17.101,29.43,0.279,,,29.151,,29.151,0.0,0.0,29.151,29.151,,89.393,0.33,0.33,0.33,90.922,0.32,0.32,0.32,
03/31/2008,187.48,,,-110.485,,76.995,0.0,-34.451,23.111,13.597,,,11.34,42.544,-0.316,0.316,0.583,-0.267,,0.0,42.228,-15.43,26.798,0.186,,,26.612,0.0,26.612,0.0,0.0,26.612,26.612,0.0,87.615,0.3,0.31,0.31,88.907,0.3,0.3,0.3,
06/30/2008,188.701,,,-113.038,,75.663,,-36.449,,,,,,39.214,-0.968,0.968,1.158,-0.19,0.0,0.0,38.246,-12.95,25.296,0.376,,,24.92,0.0,24.92,0.0,0.0,24.92,24.92,,88.145,0.28,0.29,0.29,88.145,0.28,0.29,0.29,
09/30/2008,183.098,169.804,13.294,-110.569,110.569,72.529,0.0,-36.937,25.391,13.932,11.459,11.546,0.0,35.592,0.136,-0.136,0.427,-0.563,,0.0,35.728,-13.219,22.509,0.0,0.0,0.0,22.509,0.0,22.509,0.0,0.0,22.509,22.509,0.0,85.744,0.26,0.26,0.26,86.622,0.26,0.26,0.26,
12/31/2008,190.204,175.344,14.86,-112.831,112.831,77.373,0.0,-35.761,25.57,13.845,11.725,10.191,0.0,41.612,-0.378,0.378,0.524,-0.146,,0.0,41.234,-13.249,27.985,0.0,0.0,0.0,27.985,0.0,27.985,0.0,0.0,27.985,27.985,0.0,84.314,0.33,0.33,0.33,84.958,0.33,0.33,0.33,
03/31/2009,180.408,167.678,12.73,-110.17,110.17,70.238,0.0,-33.162,22.468,12.873,9.595,10.694,0.0,37.076,-0.185,0.185,0.241,-0.056,,0.0,36.891,-12.089,24.802,0.0,0.0,0.0,24.802,0.0,24.802,0.0,0.0,24.802,24.802,0.0,82.873,0.3,0.3,0.3,83.48,0.3,0.3,0.3,
06/30/2009,191.883,174.333,17.55,-112.624,112.624,79.259,0.0,-35.653,25.183,14.281,10.902,10.47,0.0,43.606,-0.149,0.149,0.165,-0.016,,0.0,43.457,-15.651,27.806,0.0,0.0,0.0,27.806,0.0,27.806,0.0,0.0,27.806,27.806,0.0,84.261,0.33,0.33,0.33,84.261,0.33,0.33,0.33,
09/30/2009,182.331,170.929,11.402,-107.94,107.94,74.391,0.0,-32.454,22.306,12.125,10.181,10.148,0.0,41.937,-0.049,0.049,0.09,-0.041,,0.0,41.888,-15.614,26.274,0.0,0.0,0.0,26.274,0.0,26.274,0.0,0.0,26.274,26.274,0.0,83.87,0.31,0.31,0.31,84.823,0.31,0.31,0.31,
12/31/2009,210.861,198.848,12.013,-121.781,121.781,89.08,0.0,-41.717,29.378,14.866,14.512,12.339,0.0,47.363,-0.139,0.139,0.143,-0.004,,0.0,47.224,-17.247,29.977,0.0,0.0,0.0,29.977,0.0,29.977,0.0,0.0,29.977,29.977,0.0,84.341,0.36,0.36,0.36,85.224,0.35,0.35,0.35,
03/31/2010,215.549,199.158,16.391,-129.036,129.036,86.513,0.0,-42.854,28.853,16.765,12.088,14.001,0.0,43.659,-0.177,0.177,0.186,-0.009,,0.0,43.482,-11.847,31.635,0.0,0.0,0.0,31.635,0.0,31.635,0.0,0.0,31.635,31.635,0.0,84.694,0.37,0.37,0.37,85.48,0.37,0.37,0.37,
06/30/2010,227.845,215.426,12.419,-132.709,132.709,95.136,0.0,-45.842,31.51,17.119,14.391,14.332,0.0,49.294,-1.092,1.092,1.199,-0.107,,0.0,48.202,-18.218,29.984,0.0,0.0,0.0,29.984,0.0,29.984,0.0,0.0,29.984,32.73805,2.75405,85.998,0.35,0.35,0.380684,85.998,0.35,0.35,0.380684,
09/30/2010,234.822,225.363,9.459,-137.789,137.789,97.033,0.0,-44.258,28.868,16.362,12.506,15.39,0.0,52.775,-2.875,2.875,2.892,-0.017,,0.0,49.9,-18.129,31.771,0.0,0.0,0.0,31.771,0.0,31.771,0.0,0.0,31.771,31.771,0.0,85.469,0.37,0.37,0.37,86.147,0.37,0.37,0.37,
12/31/2010,242.635,227.175,15.46,-139.816,139.816,102.819,0.0,-47.83,31.993,16.979,15.014,15.837,0.0,54.989,-2.455,2.455,2.487,-0.032,,0.0,52.534,-16.489,36.045,0.0,0.0,0.0,36.045,0.0,36.045,0.0,0.0,36.045,36.045,0.0,85.77,0.42,0.42,0.42,86.523,0.42,0.42,0.42,
03/31/2011,240.185,227.16,13.025,-144.895,144.895,95.29,0.0,-44.787,29.071,16.929,12.142,15.716,0.0,50.503,-1.649,1.649,1.71,-0.061,,0.0,48.854,-15.773,33.081,0.0,0.0,0.0,33.081,0.0,33.081,0.0,0.0,33.081,33.081,0.0,86.218,0.38,0.38,0.38,86.972,0.38,0.38,0.38,
06/30/2011,249.255,234.132,15.123,-145.063,145.063,104.192,0.0,-46.142,29.69,17.791,11.899,16.452,0.0,58.05,-1.826,1.826,1.841,-0.015,,0.0,56.224,-19.65,36.574,0.0,0.0,0.0,36.574,0.0,36.574,0.0,0.0,36.574,36.574,0.0,87.09,0.42,0.42,0.42,87.09,0.42,0.42,0.42,
