Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/27/2005,450.025,53.233,53.233,0.0,74.746,73.055,,21.231,21.231,0.0,0.0,0.0,48.435,,,,,197.645,135.364,267.443,-132.079,0.0,,,117.016,45.891,22.61,23.281,71.125,252.38,,58.361,58.361,,,,0.291,,,,,,112.936,,,,112.936,171.588,751.582,,,,,52.417,,,,,52.417,803.999,975.587,0.0,307.143,,,0.0,-841.234,8.529,-525.562,0.0,-525.562,450.025,
06/19/2005,419.655,10.504,10.504,0.0,69.38,67.77,,20.191,20.191,0.0,0.0,0.0,65.397,,,,,165.472,137.19,272.375,-135.185,0.0,,,116.993,44.919,22.685,22.234,72.074,254.183,,51.926,51.926,,,,16.49,,,,,,118.235,,,,118.235,186.651,754.182,,,,,52.947,,,,,52.947,807.129,993.78,0.0,244.84,,,0.0,-824.443,5.478,-574.125,0.0,-574.125,419.655,
09/11/2005,414.129,21.902,21.902,0.0,69.714,68.096,,23.194,23.194,0.0,0.0,0.0,53.689,,,,,168.499,135.225,274.151,-138.926,0.0,,,110.405,45.104,23.428,21.676,65.301,245.63,,53.56,53.56,,,,2.693,,,,,,109.528,,,,109.528,165.781,752.508,,,,,48.407,,,,,48.407,800.915,966.696,0.0,251.463,,,0.0,-810.253,6.223,-552.567,0.0,-552.567,414.129,
01/01/2006,461.074,66.919,66.919,0.0,74.845,74.437,,24.231,24.231,0.0,0.0,0.0,55.351,,,,,221.346,131.455,271.641,-140.186,2.373,,,105.9,42.421,22.084,20.337,63.479,239.728,,60.33,60.33,,,,35.304,,,,,,121.751,,,,121.751,217.385,702.358,,,,,52.316,,,,,52.316,754.674,972.059,0.0,260.367,,,0.0,-777.906,6.554,-510.985,0.0,-510.985,461.074,
03/26/2006,386.895,16.372,16.372,0.0,71.063,70.705,,19.726,19.726,0.0,0.0,0.0,46.909,,,,,154.07,128.591,273.62,-145.029,0.0,,,104.234,41.308,22.063,19.245,62.926,232.825,,50.974,50.974,,,,0.31,,,,,,112.809,,,,112.809,164.093,800.888,,,,,53.774,,,,,53.774,854.662,1018.755,0.0,120.712,,,0.0,-759.173,6.601,-631.86,0.0,-631.86,386.895,
06/18/2006,395.028,23.712,23.712,,69.673,69.243,,20.207,20.207,,,,50.45,,,,,164.042,126.382,274.358,-147.976,,,,104.604,40.571,21.908,18.663,64.033,230.986,,52.278,52.278,,,,0.316,,,,,,107.295,,,,107.295,159.889,788.446,,,,,55.805,,,,,55.805,844.251,1004.14,,125.717,,,,-742.123,7.294,-609.112,,-609.112,395.028,
09/10/2006,359.649,11.043,11.043,,67.3,66.553,,19.108,19.108,,,,40.387,,,,,137.838,120.862,269.154,-148.292,,,,100.949,39.114,21.343,17.771,61.835,221.811,,55.301,55.301,,,,0.279,,,,,,102.249,,,,102.249,157.829,740.656,,,,,53.599,,,,,53.599,794.255,952.084,,129.191,,,,-725.064,3.438,-592.435,,-592.435,359.649,
12/31/2006,380.203,38.222,38.222,0.0,66.691,65.697,,22.803,22.803,0.0,0.0,0.0,38.589,,,,,166.305,117.144,269.608,-152.464,1.916,,,94.838,37.461,21.319,16.142,57.377,213.898,,55.036,55.036,,,,1.477,,,,,,98.688,,,,98.688,155.201,740.12,,,,,49.775,,,,,49.775,789.895,945.096,0.0,134.561,,,0.0,-701.52,2.066,-564.893,0.0,-564.893,380.203,
03/25/2007,420.681,67.106,67.106,0.0,63.778,62.97,,21.289,21.289,0.0,0.0,0.0,31.461,,,,,183.634,114.045,271.681,-157.636,0.0,,,123.002,36.154,21.087,15.067,86.848,237.047,,55.16,55.16,,,,0.619,,,,,,88.581,,,,88.581,144.36,785.061,,,,,52.444,,,,,52.444,837.505,981.865,0.0,139.865,,,0.0,-693.208,-7.841,-561.184,0.0,-561.184,420.681,
06/17/2007,474.062,93.3,93.3,,70.169,69.329,,21.595,,,,,48.556,,,,,233.62,111.799,273.771,-161.972,,,,128.643,35.014,20.935,14.079,93.629,240.442,,54.57,54.57,,,,0.299,,,,,,92.234,,,,92.234,147.103,1709.983,,,,,51.05,,,,,51.05,1761.033,1908.136,,19.462,,,0.0,-1446.918,-6.618,-1434.074,,-1434.074,474.062,
09/09/2007,497.167,114.917,114.917,,68.908,68.035,,23.513,,,,,52.81,,,,,260.148,108.834,275.0,-166.166,,,,128.185,33.027,20.772,12.255,95.158,237.019,,48.683,48.683,,,,0.304,,,,,,128.947,,,,128.947,177.934,1704.874,,,,,48.618,,,,,48.618,1753.492,1931.426,,8.015,,,0.0,-1435.927,-6.347,-1434.259,,-1434.259,497.167,
12/30/2007,473.164,11.344,11.344,0.0,68.886,68.446,,24.931,24.931,0.0,0.0,0.0,121.721,,,,,226.882,122.89,287.836,-164.946,2.664,1.924,,120.728,30.902,20.772,10.13,89.826,246.282,,60.411,60.411,,,,15.312,14.576,0.736,0.736,,,99.785,,,,99.785,175.508,1704.771,1700.371,4.4,4.4,,43.024,,,,,43.024,1747.795,1923.303,0.0,0.597,,,0.0,-1444.938,-5.798,-1450.139,0.0,-1450.139,473.164,
03/23/2008,452.872,3.325,3.325,,70.128,69.333,,22.128,22.128,,,,122.388,,,,,217.969,118.013,281.225,-163.212,,,,116.89,27.738,19.771,7.967,89.152,234.903,,57.338,57.338,,,,0.319,,,,,,102.304,,,,102.304,159.961,1704.692,,,,,38.77,,,,,38.77,1743.462,1903.423,,0.585,,,0.0,-1445.453,-5.683,-1450.551,,-1450.551,452.872,
06/15/2008,465.755,37.042,37.042,,72.573,72.111,,22.243,22.243,0.0,0.0,0.0,111.754,,,,,243.612,113.465,275.686,-162.221,0.0,,,108.678,23.395,18.405,4.99,85.283,222.143,,58.878,58.878,,,,0.324,,,,,,106.249,,,,106.249,165.451,1704.638,,,,,33.921,,,,,33.921,1738.559,1904.01,0.0,0.578,,,0.0,-1433.462,-5.371,-1438.255,0.0,-1438.255,465.755,
09/07/2008,440.846,20.126,20.126,,70.059,69.437,,25.235,25.235,0.0,0.0,0.0,109.703,,,,,225.123,112.24,277.868,-165.628,0.0,,,103.483,21.209,18.206,3.003,82.274,215.723,,53.588,53.588,,,,0.331,,,,,,86.816,,,,86.816,140.735,1704.557,,,,,32.94,,,,,32.94,1737.497,1878.232,0.0,0.569,,,0.0,-1432.695,-5.26,-1437.386,0.0,-1437.386,440.846,
12/28/2008,463.794,45.372,45.372,,70.02,69.39,,24.342,24.342,0.0,0.0,0.0,114.517,,,,,254.251,108.43,274.776,-166.346,3.0,1.258,,98.113,21.347,17.675,3.672,76.766,209.543,,56.906,56.906,,,,0.34,,,,,,92.308,,,,92.308,149.554,1704.444,,,,,34.419,,,,,34.419,1738.863,1888.417,0.0,2.423,,,0.0,-1421.705,-5.341,-1424.623,0.0,-1424.623,463.794,
03/22/2009,473.429,67.851,67.851,0.0,67.076,66.461,0.615,28.937,,,,,113.289,,,35.14,104.07,277.153,105.601,276.514,-170.913,0.0,,,90.675,21.156,17.675,3.481,34.379,196.276,,109.735,46.58,0.972,,62.183,25.347,0.0,,,,25.347,42.512,,,,42.512,177.594,1657.45,1657.45,,,,35.089,14.799,,,,20.29,1692.539,1870.133,0.0,6.315,0.573,5.742,0.0,-1397.935,-5.084,-1396.704,0.0,-1396.704,473.429,
06/14/2009,461.973,61.695,61.695,0.0,65.774,64.856,0.918,25.185,,,,,119.256,,,32.031,110.176,271.91,104.825,277.035,-172.21,0.0,,,85.238,20.902,17.592,3.31,32.305,190.063,,101.719,39.979,0.901,,60.839,20.352,0.0,,,,20.352,36.821,,,,36.821,158.892,1637.392,1637.392,,,,38.365,17.849,,,,20.516,1675.757,1834.649,0.0,15.28,0.576,14.704,0.0,-1383.408,-4.548,-1372.676,0.0,-1372.676,461.973,
09/06/2009,443.744,48.729,48.729,0.0,65.922,64.87,1.052,26.319,,,,,122.706,,,26.607,113.417,263.676,102.614,276.569,-173.955,0.0,,,77.454,20.639,17.568,3.071,30.208,180.068,,104.108,45.751,4.243,,54.114,21.29,0.0,,,,21.29,31.597,,,,31.597,156.995,1599.61,1599.61,,,,37.259,17.174,,,,20.085,1636.869,1793.864,0.0,19.787,0.584,19.203,0.0,-1365.579,-4.328,-1350.12,0.0,-1350.12,443.744,
01/03/2010,453.761,42.392,42.392,0.0,77.352,76.273,1.079,25.89,22.047,0.0,0.0,3.843,133.034,0.0,,21.846,122.412,278.668,102.776,279.716,-176.94,3.342,1.406,1.936,68.975,20.839,17.606,3.233,26.29,175.093,,131.905,64.12,0.183,17.5,50.102,50.37,0.0,,,,50.37,37.148,0.0,0.0,,37.148,219.423,1522.463,1522.463,,,,32.869,17.742,0.0,0.0,0.0,15.127,1555.332,1774.755,0.0,25.073,0.586,24.487,0.0,-1341.961,-4.106,-1320.994,0.0,-1320.994,453.761,
03/28/2010,427.62,27.99,27.99,0.0,76.075,75.046,1.029,26.575,,,,,129.464,,,18.489,116.535,260.104,99.921,276.167,-176.246,0.0,,,67.595,21.794,17.41,4.384,27.312,167.516,,132.405,55.067,9.823,,67.515,0.512,0.0,,,,0.512,34.404,,,,34.404,167.321,1515.017,1515.017,,,,35.234,20.304,,,,14.93,1550.251,1717.572,0.0,30.987,0.589,30.398,0.0,-1317.442,-3.497,-1289.952,0.0,-1289.952,427.62,
06/20/2010,418.577,28.98,28.98,0.0,77.9,76.565,1.335,27.675,,,,,119.896,,,14.854,107.028,254.451,98.439,277.533,-179.094,0.0,,,65.687,23.024,17.391,5.633,27.809,164.126,,122.714,56.025,,,66.689,10.521,0.0,,,,10.521,33.239,,,,33.239,166.474,1484.574,1484.574,,,,30.615,16.017,,,,14.598,1515.189,1681.663,0.0,34.967,0.59,34.377,0.0,-1294.817,-3.236,-1263.086,0.0,-1263.086,418.577,
09/12/2010,425.68,39.195,39.195,0.0,77.201,75.836,1.365,25.444,,,,,121.574,,,14.519,108.589,263.414,97.009,280.005,-182.996,0.0,,,65.257,24.401,17.391,7.01,26.337,162.266,,120.897,52.701,,,68.196,0.758,0.0,,,,0.758,37.634,,,,37.634,159.289,1474.936,1474.936,,,,33.322,16.048,,,,17.274,1508.258,1667.547,0.0,39.427,0.592,38.835,0.0,-1278.217,-3.077,-1241.867,0.0,-1241.867,425.68,
01/02/2011,460.837,47.945,47.945,0.0,81.919,80.41,1.509,26.998,23.134,0.0,0.0,3.864,148.176,0.0,,8.646,131.424,305.038,97.384,285.815,-188.431,3.861,1.193,2.668,54.554,25.144,17.356,7.788,20.764,155.799,,135.39,56.602,0.0,16.028,62.76,0.835,0.0,,,,0.835,49.901,0.0,0.0,,49.901,186.126,1451.321,1451.321,,,,34.041,16.603,0.0,0.0,0.0,17.438,1485.362,1671.488,0.0,46.133,0.601,45.532,0.0,-1254.044,-2.74,-1210.651,0.0,-1210.651,460.837,
03/27/2011,487.429,92.584,92.584,0.0,85.191,83.848,1.343,29.643,,,,,131.621,,,5.492,119.748,339.039,93.965,282.015,-188.05,0.0,,,54.425,24.702,16.935,7.767,24.231,148.39,,128.169,63.305,,,64.864,0.829,0.0,,,,0.829,42.151,,,,42.151,171.149,1451.103,1451.103,,,,32.923,17.794,,,,15.129,1484.026,1655.175,0.0,61.841,0.617,61.224,0.0,-1226.933,-2.654,-1167.746,0.0,-1167.746,487.429,
06/19/2011,486.989,78.639,78.639,0.0,85.589,84.326,1.263,28.647,,,,,147.356,,,5.493,133.339,340.231,92.322,282.539,-190.217,0.0,,,54.436,25.263,16.935,8.328,23.68,146.758,,125.13,58.688,,,66.442,0.824,0.0,,,,0.824,46.398,,,,46.398,172.352,1450.919,1450.919,,,,35.083,19.554,,,,15.529,1486.002,1658.354,0.0,32.943,0.607,32.336,0.0,-1201.685,-2.623,-1171.365,0.0,-1171.365,486.989,
09/11/2011,438.225,32.08,32.08,0.0,82.095,81.146,0.949,25.734,,,,,148.847,,,5.037,135.493,288.756,89.587,277.234,-187.647,0.0,,,59.882,24.079,16.666,7.413,30.766,149.469,,121.39,54.217,,,67.173,0.894,0.0,,,,0.894,48.292,,,,48.292,170.576,1450.668,1450.668,,,,37.937,21.545,,,,16.392,1488.605,1659.181,0.0,0.582,0.582,,0.0,-1219.015,-2.523,-1220.956,0.0,-1220.956,438.225,
01/01/2012,480.543,50.292,50.292,0.0,88.145,87.2,0.945,30.702,27.788,0.0,0.0,2.914,157.704,0.0,,4.858,141.125,326.843,92.4,281.01,-188.61,6.608,1.538,5.07,54.692,24.825,16.649,8.176,25.009,153.7,,136.898,69.714,0.0,15.775,51.409,0.904,0.0,,,,0.904,59.373,0.0,0.0,5.021,59.373,197.175,1450.369,1450.369,,,,42.738,16.383,0.0,0.0,0.0,21.334,1493.107,1690.282,0.0,0.577,0.577,,0.0,-1207.915,-2.401,-1209.739,0.0,-1209.739,480.543,
03/25/2012,601.277,214.73,214.73,0.0,80.067,80.067,0.0,26.769,,,,,106.322,,,4.538,92.988,427.888,89.657,280.874,-191.217,0.0,,,83.732,25.227,16.598,8.629,53.967,173.389,,300.46,62.034,,186.985,51.441,24.511,0.0,,,,24.511,44.116,,,6.331,44.116,369.087,1554.651,1554.651,,,,43.266,16.559,,,,20.376,1597.917,1967.004,0.0,0.579,0.579,,0.0,-1363.993,-2.313,-1365.727,0.0,-1365.727,601.277,
06/17/2012,424.619,10.75,10.75,0.0,85.521,85.521,0.0,26.585,,,,,131.646,,,4.318,116.893,254.502,87.782,282.83,-195.048,0.0,,,82.335,25.471,16.598,8.873,52.546,170.117,,126.838,59.223,,,67.615,24.538,0.0,,,,24.538,50.22,,,6.719,50.22,201.596,1548.57,1548.57,,,,43.563,16.487,,,,20.357,1592.133,1793.729,0.0,0.568,0.568,,0.0,-1367.275,-2.403,-1369.11,0.0,-1369.11,424.619,
09/09/2012,440.952,34.55,34.55,0.0,86.762,86.762,0.0,26.762,,,,,124.053,,,4.118,110.169,272.127,86.538,280.12,-193.582,0.0,,,82.287,26.908,16.598,10.31,51.261,168.825,,123.247,61.875,,,61.372,24.444,0.0,,,,24.444,50.46,,,7.589,50.46,198.151,1542.522,1542.522,,,,45.81,16.346,,,,21.875,1588.332,1786.483,0.0,1.479,0.568,0.911,0.0,-1344.585,-2.425,-1345.531,0.0,-1345.531,440.952,
12/30/2012,478.197,54.813,54.813,0.0,95.961,94.103,1.858,31.061,27.946,0.0,0.0,3.115,124.432,0.0,,3.953,109.142,306.267,91.445,283.158,-191.713,5.125,2.097,3.028,75.36,27.985,16.598,11.387,43.422,171.93,,149.243,77.414,0.0,15.035,56.794,24.349,0.0,,,,24.349,55.906,0.0,0.0,7.001,55.906,229.498,1536.443,1536.443,,,,47.779,16.583,0.0,0.0,0.0,24.195,1584.222,1813.72,0.0,2.227,0.563,1.664,0.0,-1335.364,-2.386,-1335.523,0.0,-1335.523,478.197,
03/24/2013,476.555,75.081,75.081,0.0,90.156,90.156,0.0,29.916,,,,,113.404,,,3.707,105.287,308.557,89.776,284.093,-194.317,0.0,,,78.222,27.988,16.598,11.39,46.527,167.998,,152.352,69.087,,12.546,70.719,24.211,0.0,,,,24.211,47.022,,,4.158,47.022,223.585,1530.411,1530.411,,,,45.931,16.991,,,,24.782,1576.342,1799.927,0.0,0.563,0.563,,0.0,-1321.498,-2.437,-1323.372,0.0,-1323.372,476.555,
06/16/2013,468.799,40.838,40.838,0.0,93.987,93.987,0.0,27.996,,,,,139.715,,,3.562,129.266,302.536,88.551,284.575,-196.024,0.0,,,77.712,29.103,16.598,12.505,45.047,166.263,,142.661,63.875,,12.214,66.572,24.153,0.0,,,,24.153,61.998,,,4.291,61.998,228.812,1524.42,1524.42,,,,44.358,15.118,,,,24.949,1568.778,1797.59,0.0,0.622,0.558,0.064,0.0,-1327.02,-2.393,-1328.791,0.0,-1328.791,468.799,
09/08/2013,468.524,32.079,32.079,0.0,92.765,92.765,0.0,30.282,,,,,147.284,,,3.458,137.822,302.41,89.33,288.468,-199.138,0.0,,,76.784,29.685,16.598,13.087,43.641,166.114,,133.514,63.006,,11.694,58.814,24.14,0.0,,,,24.14,67.822,,,6.74,67.822,225.476,1518.383,1518.383,,,,46.84,14.651,,,,25.449,1565.223,1790.699,0.0,1.145,0.557,0.588,0.0,-1321.053,-2.267,-1322.175,0.0,-1322.175,468.524,
12/29/2013,525.255,14.383,14.383,0.0,107.602,105.779,1.823,30.321,25.673,0.0,0.0,4.648,199.234,0.0,,3.167,188.524,351.54,97.584,297.498,-199.914,4.163,3.269,0.894,71.968,31.062,16.598,14.464,37.739,173.715,,167.516,83.408,0.0,26.224,57.884,24.144,0.0,,,,24.144,62.951,0.0,0.0,7.827,62.951,254.611,1512.299,1512.299,,,,48.547,15.192,0.0,0.0,0.0,25.528,1560.846,1815.457,0.0,1.227,0.558,0.669,0.0,-1289.445,-1.984,-1290.202,0.0,-1290.202,525.255,
03/23/2014,524.312,38.376,38.376,0.0,103.881,103.881,0.0,33.578,,,,,178.045,,,3.069,170.802,353.88,95.717,296.565,-200.848,0.0,,,74.715,30.852,16.109,14.743,40.794,170.432,,152.219,73.183,,14.49,64.546,24.155,0.0,,,,24.155,64.03,,,4.572,64.03,240.404,1506.256,1506.256,,,,46.608,16.439,,,,25.597,1552.864,1793.268,0.0,3.729,0.558,3.171,0.0,-1270.117,-2.568,-1268.956,0.0,-1268.956,524.312,
06/15/2014,495.671,15.304,15.304,0.0,105.97,105.97,0.0,33.542,,,,,166.164,,,2.99,156.777,320.98,98.056,302.575,-204.519,0.0,,,76.635,33.331,16.109,17.222,40.314,174.691,,150.068,73.184,,14.437,62.447,0.538,0.0,,,,0.538,65.401,,,3.84,65.401,216.007,1523.882,1523.882,,,,45.464,16.643,,,,24.981,1569.346,1785.353,0.0,0.671,0.551,0.12,0.0,-1287.995,-2.358,-1289.682,0.0,-1289.682,495.671,
09/07/2014,510.883,30.936,30.936,0.0,103.54,103.54,0.0,35.213,,,,,163.635,,,2.713,155.549,333.324,100.491,307.902,-207.411,0.0,,,77.068,34.809,16.109,18.7,39.546,177.559,,145.846,73.942,,14.111,57.793,0.549,0.0,,,,0.549,73.991,,,5.455,73.991,220.386,1523.74,1523.74,,,,48.499,17.014,,,,26.03,1572.239,1792.625,0.0,1.585,0.549,1.036,0.0,-1280.993,-2.334,-1281.742,0.0,-1281.742,510.883,
12/28/2014,596.333,30.855,30.855,0.0,120.391,118.395,1.996,37.944,31.627,0.0,0.0,6.317,239.171,0.0,5.732,2.475,223.582,428.361,114.046,310.22,-196.174,4.586,4.586,0.0,49.34,36.859,16.297,20.562,10.006,167.972,,174.246,86.552,0.0,28.359,59.335,0.565,0.0,,,,0.565,90.797,0.0,0.0,5.588,85.973,265.608,1500.599,1500.599,,,,49.591,17.052,0.0,0.0,0.0,26.951,1550.19,1815.798,0.0,30.117,0.556,29.561,0.0,-1246.921,-2.661,-1219.465,0.0,-1219.465,596.333,
03/22/2015,636.981,74.991,74.991,0.0,118.085,118.085,0.0,37.899,,,,,215.066,,0.0,2.349,207.355,446.041,114.744,314.545,-199.801,0.0,,,76.196,37.102,16.297,20.805,36.745,190.94,,188.217,88.323,,17.579,82.315,0.234,0.0,,,,0.234,86.862,,,3.201,86.862,275.313,1527.202,1527.202,,,,48.044,18.222,,,,26.621,1575.246,1850.559,0.0,7.312,0.554,6.758,0.0,-1217.8,-3.09,-1213.578,0.0,-1213.578,636.981,
