Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
09/30/1997,,,,,,,,1.777104,,,
12/31/1997,,,,,5.30759,,5.30759,1.809406,55.806714,,
03/31/1998,,,,,4.892809,,4.892809,1.79212,20.172975,,
06/30/1998,,,,,4.07057,8.435339,4.07057,1.316748,16.46646,,
09/30/1998,,,,,3.17819,6.811323,3.17819,1.238842,13.695044,,
12/31/1998,,,,,3.1272,6.791793,3.1272,1.279468,15.911395,,
03/31/1999,,,,,2.672936,5.846939,2.672936,1.123953,17.246527,,
06/30/1999,,,,,2.797862,5.883062,2.797862,1.220014,17.330818,,
09/30/1999,,,,,2.594483,5.333422,2.594483,1.223506,11.356905,,
12/31/1999,,,,,2.626215,5.201898,2.626215,1.29524,10.294833,,
03/31/2000,,,,,2.757151,5.376045,2.757151,1.370557,10.402861,,
06/30/2000,,,,,3.025031,5.861532,3.025031,1.524535,12.04985,,
09/30/2000,,,,,3.094574,5.154014,3.094574,1.57226,9.149973,,
12/31/2000,,,,,2.963378,4.918832,2.963378,1.508435,9.750837,,
03/31/2001,,,,,2.770824,4.576507,2.770824,1.491051,9.667818,,
06/30/2001,,,,,2.950313,4.789137,2.950313,1.619133,8.736768,,
09/30/2001,,,,,3.189693,5.844466,3.189693,1.546333,12.218904,,
12/31/2001,,,,,3.273828,5.92139,3.273828,1.50206,10.307237,,
03/31/2002,,,,,3.888427,6.990248,3.888427,1.632393,10.731876,,
06/30/2002,,16.486163,16.486163,16.486163,4.530901,8.211937,4.530901,1.732906,11.355711,16.486163,
09/30/2002,,14.888282,16.370551,13.517266,3.954276,7.115375,3.954276,1.493619,9.173968,13.628992,
12/31/2002,,13.355974,14.129992,12.258999,4.029698,7.379266,4.029698,1.534099,8.900252,12.69772,
03/31/2003,,12.237617,15.925679,11.673062,3.803984,7.07882,3.803984,1.447605,8.631404,15.925679,
06/30/2003,,17.545841,18.760616,16.399905,4.100882,7.215619,4.100882,1.650414,8.262875,18.476044,
09/30/2003,,19.023493,23.466014,18.28011,4.042334,7.161393,4.042334,1.652645,9.434777,23.466014,
12/31/2003,,24.735384,26.656769,23.472513,4.441617,8.073543,4.441617,1.851969,12.537575,,
03/31/2004,,325.168749,325.168749,325.168749,5.182455,9.415878,5.182455,2.088491,14.593644,325.168749,
06/30/2004,,291.135996,328.577227,18.086263,5.227471,9.093587,5.227471,1.963582,8.218562,18.086263,
09/30/2004,14.002703,19.075536,19.871702,18.236982,5.951816,10.512905,5.951816,2.109194,9.73552,,
12/31/2004,16.103723,,,,6.905081,12.618531,6.905081,2.250902,8.648699,,
03/31/2005,14.341837,,,,6.205771,11.482898,6.205771,2.078132,8.196269,,
06/30/2005,16.538462,,,,6.890467,14.769765,6.890467,2.324021,14.709108,,
09/30/2005,16.669927,,,,6.860547,14.412042,6.860547,2.400587,14.000627,,
12/31/2005,18.362981,,,,7.631532,15.54651,7.631532,2.677821,18.760369,,
03/31/2006,23.882353,,,,9.853378,20.425118,9.853378,3.540017,24.25365,,
06/30/2006,24.6,,,,10.210273,21.054471,10.210273,3.791013,24.864078,,
09/30/2006,25.101124,,,,10.317486,21.351156,10.317486,3.176236,24.942799,,
12/31/2006,28.802603,,,,11.51409,23.254477,11.51409,3.096198,26.385101,,
03/31/2007,24.672662,,,,9.894698,18.232431,9.894698,2.447374,20.657936,,
06/30/2007,22.123214,,,,8.133241,14.47883,8.133241,2.109988,17.834549,,
09/30/2007,20.414336,,,,7.07825,12.501416,7.07825,1.98293,16.129229,,
12/31/2007,16.16955,,,,5.282903,9.293177,5.282903,1.534583,13.423389,,
03/31/2008,15.943249,,,,4.792616,8.712966,4.792616,1.36038,16.547339,,
06/30/2008,14.336222,,,,4.659744,8.429953,4.659744,1.350572,16.498495,,
09/30/2008,11.001698,,,,3.552134,6.450353,3.552134,1.01718,12.564139,,
12/31/2008,4.559859,15.564626,15.564626,15.564626,1.387527,3.100401,1.387527,0.403294,5.06972,15.564626,
03/31/2009,1.862069,8.772409,15.52256,3.666101,0.571401,1.445464,0.571401,0.17636,1.884786,3.666101,
06/30/2009,4.515748,6.786423,9.063416,3.625367,1.299147,3.841982,1.299147,0.444908,4.446351,7.053025,
09/30/2009,9.34968,9.64553,15.079703,5.737116,2.700218,8.655292,2.700218,0.820025,9.392497,15.079703,
12/31/2009,11.090508,15.412431,20.252581,12.97164,3.423484,8.732581,3.423484,0.942729,12.550695,20.252581,
03/31/2010,13.900485,20.457549,23.21952,17.809694,4.303097,9.692764,4.303097,1.07653,14.722189,22.935704,
06/30/2010,13.969543,24.513163,27.108745,22.190804,4.302891,8.887917,4.302891,1.003058,15.4922,23.660476,
