Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
09/30/2010,13.248954,27.073649,123.345526,21.670142,4.631951,8.804492,4.631951,1.127346,15.690255,123.345526,
12/31/2010,13.834016,128.440521,136.86231,119.781302,4.862767,8.902514,4.862767,1.178292,16.424355,,
03/31/2011,13.52518,,,,5.079155,8.849996,5.079155,1.293847,17.824197,,
06/30/2011,14.745552,,,,5.46773,9.441552,5.46773,1.275554,19.199862,,
09/30/2011,12.114583,,,,3.968085,7.09188,3.968085,0.884273,15.58957,,
12/31/2011,13.740206,,,,4.406943,7.808829,4.406943,1.023917,17.779881,,
03/31/2012,18.464286,,,,5.209989,9.530872,5.209989,1.194261,22.558374,,
06/30/2012,15.920635,,,,5.297046,9.548522,5.297046,1.21711,21.057572,,
09/30/2012,15.517442,,,,5.15708,9.285472,5.15708,1.236939,20.524482,,
12/31/2012,14.517045,,,,4.934474,8.763469,4.934474,1.166243,19.788145,,
03/31/2013,16.125468,,,,5.533263,9.665103,5.533263,1.315118,20.511126,,
06/30/2013,18.803838,,,,5.658076,9.824179,5.658076,1.34842,22.398433,,
09/30/2013,18.093686,210.699314,210.699314,210.699314,5.801505,9.983153,5.801505,1.353871,20.988238,210.699314,
12/31/2013,17.937864,218.655332,232.779578,207.829592,6.073362,10.468437,6.073362,1.38306,22.038732,,
03/31/2014,18.261343,,,,6.671112,11.503031,6.671112,1.499603,24.312523,,
06/30/2014,18.670648,,,,7.193763,12.276947,7.193763,1.584651,22.785048,,
09/30/2014,17.468966,,,,6.493721,10.912344,6.493721,1.453578,21.299722,,
12/31/2014,20.345299,,,,7.499666,12.461828,7.499666,1.70888,23.23975,,
03/31/2015,22.020583,,,,7.980421,13.235419,7.980421,1.817684,25.078987,,
06/30/2015,18.849057,,,,6.780257,11.200331,6.780257,1.561139,24.013376,,
09/30/2015,17.445161,,,,6.56797,10.851974,6.56797,1.538046,24.450021,,
12/31/2015,10.132735,,,,6.750435,11.041208,6.750435,1.600474,21.341227,,
03/31/2016,8.43168,,,,5.6125,9.035416,5.6125,1.37761,17.582782,,
06/30/2016,8.029412,,,,5.510496,8.390307,5.510496,1.504518,15.966537,,
09/30/2016,8.164653,77.572801,77.572801,77.572801,5.647463,8.669208,5.647463,1.534431,15.181503,77.572801,
12/31/2016,12.969448,74.850141,81.010116,58.205594,5.779908,9.077611,5.779908,1.524488,16.974669,58.205594,
03/31/2017,13.290012,58.96564,61.561007,56.61989,5.988157,9.614205,5.988157,1.527703,16.870642,58.293169,
06/30/2017,16.498856,57.740955,69.560834,55.236906,6.772173,11.83036,6.772173,1.551995,18.530737,69.560834,
09/30/2017,16.150304,66.165543,85.497527,62.75597,6.623711,11.726054,6.623711,1.498695,18.778781,85.497527,
12/31/2017,15.669927,84.399405,88.611285,56.094301,6.584084,11.597498,6.584084,1.562379,18.344325,56.094301,
03/31/2018,14.826213,53.661503,56.105417,45.258878,6.493167,11.486079,6.493167,1.379233,17.8581,45.258878,
06/30/2018,15.607825,45.696695,52.08234,44.06232,6.990361,12.530909,6.990361,1.445764,19.396222,52.08234,
09/30/2018,14.754917,52.9292,56.455467,49.740629,6.895239,12.284961,6.895239,1.394897,19.585839,56.455467,
12/31/2018,11.945619,53.047624,56.079213,44.936306,5.585933,9.957298,5.585933,1.166835,15.522378,55.126335,
03/31/2019,13.542169,62.552282,72.047816,53.99704,6.211647,11.090117,6.211647,1.344843,18.740977,72.047816,
06/30/2019,11.871492,69.902939,74.195149,63.770971,5.432385,9.716932,5.432385,1.186986,16.290162,,
09/30/2019,11.91691,,,,5.44579,9.761135,5.44579,1.220006,16.059053,,
12/31/2019,13.125714,,,,6.080623,10.912833,6.080623,1.3964,18.888011,,
03/31/2020,5.824324,,,,2.781559,4.961736,2.781559,0.655345,9.256358,,
06/30/2020,6.770604,,,,3.269862,5.90709,3.269862,0.74263,9.498736,,
09/13/2020,6.14697802197802,,,,2.96868183288907,5.36300035892971,2.96868183288907,0.674228042614559,8.62382693205245,,
09/30/2020,,,,,3.80267091340296,,3.80267091340296,,9.46088794926004,,
12/31/2020,,,,,3.92079032733707,,3.92079032733707,,,,
