Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/02/1991,1476.704956,261.164993,45.138,216.026993,509.938995,,,,,,,,,29.339001,,,,800.442993,103.901001,,,291.640015,,,280.721008,,,,280.721008,676.262024,,,,,,,,,,,,311.368011,,,,311.368011,311.368011,22.820999,,,,118.402,,,,,118.402,141.223,452.591011,0.0,,,,0.0,,1024.114014,1024.114014,0.0,1024.114014,1476.705025,
10/02/1991,1839.979004,348.048016,39.02,309.028015,543.815979,,,,0.0,,,,,32.095001,,,,923.958984,110.652,0.0,0.0,327.567993,,,477.799988,,,,477.799988,916.019981,,0.0,0.0,,,,150.0,,,,,388.710022,,,,388.710022,538.710022,49.396999,,,,177.065002,,,,,177.065002,226.462002,765.172024,0.0,1074.807007,,,0.0,,0.0,1074.807007,0.0,1074.807007,1839.979031,
12/31/1991,2307.916016,213.266006,31.666,181.600006,672.836975,,,,0.0,,,,,39.887001,,,,925.98999,144.201004,0.0,0.0,372.86499,,,864.859985,,,,864.859985,1381.92598,,0.0,0.0,,,,200.0,,,,,599.919983,,,,599.919983,799.919983,45.307999,,,,280.274994,,,,,280.274994,325.582993,1125.502975,0.0,1182.412964,,,0.0,,0.0,1182.412964,0.0,1182.412964,2307.915939,
03/31/1992,2168.862061,282.450004,74.280998,208.169006,572.439026,,,,,,,,,49.166,,,,904.054993,128.207993,307.658997,-179.451004,339.48999,,,797.109009,,,,797.109009,1264.806992,,35.243999,35.243999,,,,201.955994,,,,,355.797016,,,,355.797016,592.997009,40.804001,,,,546.721985,,,,,546.721985,587.525986,1180.522995,0.0,535.007019,,,-79.477997,,532.809998,988.33902,0.0,988.33902,2168.862015,
06/30/1992,2154.355957,219.171005,33.613998,185.557007,499.061005,,,,0.0,,,,,49.006001,,,,767.237976,149.179993,0.0,0.0,395.526001,,,842.411987,,,,842.411987,1387.117981,,0.0,0.0,,,,150.0,,,,,400.857971,,,,400.857971,550.857971,55.247002,,,,557.697998,,,,,557.697998,612.945,1163.802971,0.0,990.552979,,,0.0,,0.0,990.552979,0.0,990.552979,2154.355949,
09/30/1992,2159.469971,218.670994,54.575001,164.095993,508.207001,,,,0.0,,,,,48.344002,,,,775.221985,146.957993,0.0,0.0,432.222992,,,805.067017,,,,805.067017,1384.248001,,0.0,0.0,,,,175.0,,,,,406.848999,,,,406.848999,581.848999,54.775002,,,,570.549011,,,,,570.549011,625.324013,1207.173012,0.0,952.296997,,,0.0,,0.0,952.296997,0.0,952.296997,2159.470009,
12/31/1992,2282.905029,201.698997,55.415001,146.283997,531.002991,,,,,,,,,37.957001,,,,770.658997,311.506989,,,405.920013,,,794.81897,,,,794.81897,1512.245972,,,,,,,100.0,,,,,480.880981,,,,480.880981,580.880981,179.815994,,,,564.88501,,,,,564.88501,744.701004,1325.581985,0.0,,,,0.0,,957.322998,957.322998,0.0,957.322998,2282.904984,
03/31/1993,2348.819092,228.5,79.483002,149.016998,596.607971,,,,,,,,,43.812,,,,868.919983,310.59201,525.304993,-214.712997,410.009003,,,759.297974,,,,759.297974,1479.898987,,56.884998,56.884998,,,,72.095001,,,,,399.246014,,,,399.246014,528.226013,166.714005,,,,599.348999,,,,,599.348999,766.063004,1294.289017,0.0,533.757996,,,-208.578995,,729.350968,1054.529969,0.0,1054.529969,2348.818986,
06/30/1993,2244.016113,252.974007,47.749001,205.225006,459.941986,,,,44.091999,,,,,0.0,,,,757.007996,321.187988,,,445.419006,,,720.401001,,,,720.401001,1487.007996,,0.0,0.0,,,,25.0,,,,,463.826996,,,,463.826996,488.826996,170.690994,,,,566.017029,,,,,566.017029,736.708023,1225.535019,0.0,1018.481018,,,,,0.0,1018.481018,0.0,1018.481018,2244.016037,
09/30/1993,2326.165039,288.616001,54.659,233.957001,518.541016,,,,41.452999,,,,,0.0,,,,848.609985,315.684998,,,497.626007,,,664.244019,,,,664.244019,1477.555023,,0.0,0.0,,,,0.0,,,,,484.790985,,,,484.790985,484.790985,160.524002,,,,583.609009,,,,,583.609009,744.133011,1228.923996,0.0,1097.240967,,,,,0.0,1097.240967,0.0,1097.240967,2326.164963,
12/31/1993,2361.370117,317.240005,66.085999,251.154007,527.106995,,,,,,,,,41.573002,,,,885.919983,306.653015,,,533.017029,,,635.780029,,,,635.780029,1475.450073,,0.0,0.0,,,,50.0,,,,,494.549988,,,,494.549988,544.549988,82.103996,,,,598.31897,,,,,598.31897,680.422966,1224.972954,0.0,1136.396973,,,,,0.0,1136.396973,0.0,1136.396973,2361.369926,
03/31/1994,2491.60498,368.197998,133.126999,235.070999,594.854004,,,,36.168999,,,,,0.0,,,,999.221008,304.589996,525.359985,-220.770004,626.922974,,,560.870972,,,,560.870972,1492.383942,,75.343002,75.343002,,,,78.175003,,,,,395.104004,,,,395.104004,548.622009,71.380997,,,,628.468994,,,,,628.468994,699.849991,1248.472,0.0,537.784973,,,-394.410004,,1099.758026,1243.132995,0.0,1243.132995,2491.604995,
06/30/1994,2942.520996,360.594009,117.455002,243.139008,594.565002,,,,56.18,,,,,0.0,,,,1011.338989,368.324005,,,680.51001,,,882.348022,,,,882.348022,1931.182037,,,,,,,380.0,,,,,706.089966,,,,706.089966,1086.089966,68.684998,,,,673.554016,,,,,673.554016,742.239014,1828.328979,0.0,,,,,,1114.192017,1114.192017,0.0,1114.192017,2942.520996,
09/30/1994,2953.371094,276.859009,53.955002,222.904007,664.273987,,,,39.445,,,,,,,,,980.578003,356.799988,,,781.643005,,,834.349976,,,,834.349976,1972.792969,,,,,,,392.0,,,,,579.447021,,,,579.447021,971.447021,54.669998,,,,717.994019,,,,,717.994019,772.664017,1744.111038,0.0,,,,,,1209.26001,1209.26001,0.0,1209.26001,2953.371048,
12/31/1994,3004.181885,247.384995,79.658997,167.725998,717.486023,,,,47.321999,,,,,,,,,1012.192993,351.056,,,852.531006,,,788.401978,,,,788.401978,1991.988983,,,,,,,285.0,,,,,630.979004,,,,630.979004,915.979004,51.93,,,,717.713013,,,,,717.713013,769.643013,1685.622017,0.0,,,,,,1318.560059,1318.560059,0.0,1318.560059,3004.182076,
03/31/1995,3269.427979,301.222007,116.579002,184.643005,787.684021,,,,58.66,,,,,0.0,,,,1147.56604,343.953003,600.244995,-256.291992,1045.797974,,,732.111023,,,,732.111023,2121.862,,86.474998,86.474998,,,,243.274994,,,,,518.143013,,,,518.143013,847.893005,50.488998,,,,792.921021,,,,,792.921021,843.410019,1691.303024,0.0,542.291992,,,-537.156982,,1572.98999,1578.125,0.0,1578.125,3269.428024,
06/30/1995,3168.334961,246.943008,65.149002,181.794006,664.861023,,,,60.049,,,,,,,,,971.853027,334.462006,,,1150.708008,,,711.312012,,,,711.312012,2196.482025,,,,,,,105.0,,,,,580.807007,,,,580.807007,685.807007,48.139999,,,,769.271973,,,,,769.271973,817.411972,1503.218979,0.0,,,,,,1665.115967,1665.115967,0.0,1665.115967,3168.334946,
09/30/1995,4674.310059,207.893997,77.694,130.199997,968.703979,,,,68.182999,,,,,,,,,1244.781006,438.287994,,,1356.698975,,,1634.541992,,,,1634.541992,3429.528961,,,,,,,495.0,,,,,982.902954,,,,982.902954,1477.902954,1246.599976,,,,934.093018,,,,,934.093018,2180.692993,3658.595947,0.0,,,,0.0,,1015.713989,1015.713989,0.0,1015.713989,4674.309937,
12/31/1995,4881.681152,162.598999,55.321999,107.277,1147.561035,,,,0.0,,,,,67.800003,,,,1377.959961,425.838989,,,0.0,,,3077.88208,,,,3077.88208,3503.721069,,,,,,,495.0,,,,,1036.828979,,,,1036.828979,1531.828979,1146.467041,,,,981.400024,,,,,981.400024,2127.867065,3659.696045,0.0,,,,0.0,,1221.984985,1221.984985,0.0,1221.984985,4881.68103,
03/31/1996,5015.96582,201.213005,96.539001,104.674004,1181.947998,,,,64.558998,,,,,,,,,1447.719971,420.339996,720.411987,-300.071991,1700.765991,,,1447.140015,,,,1447.140015,3568.246002,,101.429001,101.429001,,,,499.352997,,,,,900.695053,,,,900.695053,1501.477051,944.505981,,,,1088.321045,,,,,1088.321045,2032.827026,3534.304077,0.0,544.692017,,,-530.732971,,1467.702942,1481.661988,0.0,1481.661988,5015.966065,
06/30/1996,4876.0,203.0,101.0,102.0,987.0,,,,58.0,,,,,,,,,1248.0,422.0,,,0.0,,,3206.0,,,,3206.0,3628.0,,,,,,,495.0,,,,,886.0,,,,886.0,1381.0,845.0,,,,1057.0,,,,,1057.0,1902.0,3283.0,0.0,,,,,,1593.0,1593.0,0.0,1593.0,4876.0,
09/30/1996,5142.0,201.0,116.0,85.0,1129.0,,,,63.0,,,,,,,,,1393.0,422.0,,,2042.0,,,1285.0,,,,1285.0,3749.0,,,,,,,495.0,,,,,999.0,,,,999.0,1494.0,740.0,,,,1095.0,,,,,1095.0,1835.0,3329.0,0.0,,,,,,1813.0,1813.0,0.0,1813.0,5142.0,
12/31/1996,6041.0,240.0,199.0,41.0,1341.0,,,,74.0,,,,,,,,,1655.0,451.0,,,2262.0,,,1673.0,,,,1673.0,4386.0,,,,,,,495.0,,,,,1163.0,,,,1163.0,1658.0,1666.0,,,,1205.0,,,,,1205.0,2871.0,4529.0,0.0,,,,0.0,,1512.0,1512.0,0.0,1512.0,6041.0,
03/31/1997,6084.0,199.0,143.0,56.0,1514.0,,,,67.0,,,,,,,,,1780.0,438.0,787.0,-349.0,2200.0,,,1666.0,,,,1666.0,4304.0,,124.0,124.0,,,,548.0,,,,,1055.0,,,,1055.0,1727.0,1663.0,,,,1191.0,,,,,1191.0,2854.0,4581.0,0.0,560.0,,,-787.0,,1730.0,1503.0,0.0,1503.0,6084.0,
06/30/1997,5879.0,189.0,132.0,57.0,1314.0,,,,60.0,,,,,,,,,1563.0,437.0,,,2275.0,,,1604.0,,,,1604.0,4316.0,,,,,,,540.0,,,,,1018.0,,,,1018.0,1558.0,1494.0,,,,1179.0,,,,,1179.0,2673.0,4231.0,0.0,,,,,,1648.0,1648.0,0.0,1648.0,5879.0,
09/30/1997,6098.0,186.0,127.0,59.0,1486.0,,,,68.0,,,,,0.0,,,,1740.0,446.0,,,2438.0,,,1474.0,,,,1474.0,4358.0,,0.0,0.0,,,,540.0,,,,,1153.0,,,,1153.0,1693.0,1307.0,,,,1202.0,,,,,1202.0,2509.0,4202.0,0.0,,,,0.0,,1896.0,1896.0,0.0,1896.0,6098.0,
12/31/1997,6429.0,235.0,175.0,60.0,1720.0,,,,71.0,,,,,,,,,2026.0,457.0,,,2515.0,,,1431.0,,,,1431.0,4403.0,,,,,,,540.0,,,,,1259.0,,,,1259.0,1799.0,1258.0,,,,1249.0,,,,,1249.0,2507.0,4306.0,0.0,,,,0.0,,2123.0,2123.0,0.0,2123.0,6429.0,
03/31/1998,6706.0,310.0,251.0,59.0,1859.0,,,,86.0,,,,,,,,,2255.0,459.0,858.0,-399.0,2490.0,,,1502.0,1099.0,,,403.0,4451.0,,153.0,153.0,,,,571.0,,,,,1152.0,,,,1152.0,1876.0,1027.0,,,,1322.0,,,,,1322.0,2349.0,4225.0,0.0,586.0,,,-887.0,,2782.0,2481.0,0.0,2481.0,6706.0,
06/30/1998,6991.0,746.0,467.0,279.0,1639.0,,,,100.0,,,,,,,,,2485.0,461.0,,,2589.0,,,1456.0,1331.0,1090.0,241.0,125.0,4506.0,,,,,,,111.0,,,,,774.0,,,,774.0,885.0,2030.0,,,,1309.0,,,,,1309.0,3339.0,4224.0,0.0,,,,,,2767.0,2767.0,0.0,2767.0,6991.0,
09/30/1998,7070.0,461.0,357.0,104.0,1759.0,,,,92.0,,,,,,,,,2312.0,451.0,,,2794.0,,,1513.0,1382.0,1176.0,206.0,131.0,4758.0,,,,,,,127.0,,,,,970.0,,,,970.0,1097.0,2033.0,,,,1347.0,,,,,1347.0,3380.0,4477.0,0.0,,,,,,2593.0,2593.0,0.0,2593.0,7070.0,
12/31/1998,7278.0,325.0,219.0,106.0,1789.0,,,,80.0,,,,,,,,,2194.0,548.0,,,2941.0,,,1595.0,1454.0,1240.0,214.0,141.0,5084.0,,,,,,,142.0,,,,,1160.0,,,,1160.0,1302.0,2030.0,,,,1388.0,,,,,1388.0,3418.0,4720.0,0.0,,,,,,2558.0,2558.0,0.0,2558.0,7278.0,
03/31/1999,8070.0,536.0,399.0,137.0,2021.0,,,,0.0,,,,,74.0,,,,2631.0,598.0,1039.0,-441.0,2844.0,,,1997.0,1844.0,1623.0,221.0,153.0,5439.0,,153.0,153.0,,,,492.0,,,,,1218.0,,,,1218.0,1863.0,2032.0,,,,1446.0,,,,,1446.0,3478.0,5341.0,0.0,1204.0,,,-1.763,,1526.763,2729.0,0.0,2729.0,8070.0,
06/30/1999,11432.0,419.0,281.0,138.0,1711.0,1711.0,,,105.0,,,,,,,,,2235.0,705.0,,,2945.0,,,5547.0,5293.0,4020.0,1273.0,254.0,9197.0,,,,,,,880.0,,,,,1980.0,,,,1980.0,2860.0,4842.0,,,,1455.0,,,,,1455.0,6297.0,9157.0,0.0,,,,,,2275.0,2275.0,0.0,2275.0,11432.0,
09/30/1999,11806.0,356.0,252.0,104.0,1918.0,5178.0,,,0.0,,,,,87.0,,,,2361.0,736.0,,,3260.0,,,5449.0,5199.0,4021.0,1178.0,250.0,9445.0,,0.0,0.0,,,,896.0,,,,,1865.0,,,,1865.0,2761.0,4870.0,,,,1495.0,,,,,1495.0,6365.0,9126.0,0.0,,,,,,2680.0,2680.0,0.0,2680.0,11806.0,
12/31/1999,12232.0,390.0,294.0,96.0,2016.0,2016.0,,,0.0,,,,,88.0,,,,2494.0,744.0,,,3680.0,,,5314.0,5101.0,3971.0,1130.0,213.0,9738.0,,0.0,0.0,,,,932.0,,,,,1924.0,,,,1924.0,2856.0,4765.0,,,,1553.0,,,,,1553.0,6318.0,9174.0,0.0,,,,,,3058.0,3058.0,0.0,3058.0,12232.0,
03/31/2000,17493.0,1387.0,1307.0,80.0,2175.0,5987.0,,,0.0,0.0,0.0,0.0,0.0,430.0,,,,3992.0,829.0,1328.0,-499.0,3812.0,,,8860.0,8630.0,6032.0,2598.0,230.0,13501.0,,232.0,232.0,,,,919.0,,,,,1853.0,,,,1853.0,3004.0,4527.0,,,,2925.0,,,,,2925.0,7452.0,10456.0,0.0,3965.0,,,-769.0,,3841.0,7037.0,0.0,7037.0,17493.0,
06/30/2000,16064.0,691.0,612.0,79.0,1712.0,5534.0,,,0.0,,,,,175.0,,,,2578.0,832.0,,,3822.0,,,8832.0,8606.0,6022.0,2584.0,226.0,13486.0,,0.0,0.0,,,,1218.0,,,,,1467.0,,,,1467.0,2685.0,3781.0,,,,2746.0,,,,,2746.0,6527.0,9212.0,0.0,,,,,,6852.0,6852.0,0.0,6852.0,16064.0,
09/30/2000,15979.0,454.0,368.0,86.0,2059.0,5923.0,,,0.0,,,,,158.0,,,,2671.0,822.0,,,3864.0,,,8622.0,8400.0,5881.0,2519.0,222.0,13308.0,,0.0,0.0,,,,1319.0,,,,,1518.0,,,,1518.0,2837.0,3676.0,,,,2766.0,,,,,2766.0,6442.0,9279.0,0.0,,,,,,6700.0,6700.0,0.0,6700.0,15979.0,
12/31/2000,15046.0,547.0,461.0,86.0,1772.0,5308.0,,,0.0,0.0,0.0,0.0,0.0,138.0,,,,2457.0,827.0,,,3536.0,,,8226.0,7994.0,5576.0,2418.0,232.0,12589.0,,,,,,,1045.0,,,,,1422.0,,,,1422.0,2467.0,3675.0,,,,2683.0,,,,,2683.0,6358.0,8825.0,0.0,,,,,,6221.0,6221.0,0.0,6221.0,15046.0,
03/31/2001,14436.0,850.0,763.0,87.0,1788.0,4378.0,,,0.0,0.0,0.0,0.0,0.0,171.0,,,,2809.0,794.0,1363.0,-569.0,2883.0,,,7950.0,7728.0,5400.0,2328.0,222.0,11627.0,,272.0,272.0,,,,816.0,,,,,1364.0,,,,1364.0,2452.0,3629.0,,,,2575.0,,,,,2575.0,6204.0,8656.0,0.0,3999.0,,,-1314.0,3483.0,-388.0,5780.0,0.0,5780.0,14436.0,
06/30/2001,13025.0,657.0,564.0,93.0,1254.0,3801.0,,,0.0,0.0,0.0,0.0,0.0,107.0,,,,2018.0,769.0,,,2547.0,,,7691.0,7481.0,5279.0,2202.0,210.0,11007.0,,,,,,,1073.0,,,,,1295.0,,,,1295.0,2368.0,3073.0,,,,2150.0,,,,,2150.0,5223.0,7591.0,0.0,,,,,,5434.0,5434.0,0.0,5434.0,13025.0,
09/30/2001,12449.0,543.0,457.0,86.0,1181.0,3609.0,,,0.0,0.0,0.0,0.0,0.0,85.0,,,,1809.0,761.0,,,2428.0,,,7451.0,7239.0,5154.0,2085.0,212.0,10640.0,,,,,,,875.0,,,,,1420.0,,,,1420.0,2295.0,3071.0,,,,1924.0,,,,,1924.0,4995.0,7290.0,0.0,,,,,,5159.0,5159.0,0.0,5159.0,12449.0,
12/31/2001,11921.0,690.0,600.0,90.0,1157.0,3228.0,,,0.0,0.0,0.0,0.0,0.0,73.0,,,,1920.0,742.0,,,2071.0,,,7188.0,6978.0,5005.0,1973.0,210.0,10001.0,,,,,,,1213.0,,,,,1485.0,,,,1485.0,2698.0,2592.0,,,,1737.0,,,,,1737.0,4329.0,7027.0,0.0,,,,,,4894.0,4894.0,0.0,4894.0,11921.0,
03/31/2002,12243.0,1180.0,1093.0,87.0,1825.0,3391.0,,,0.0,0.0,0.0,0.0,0.0,73.0,,,,3078.0,718.0,1388.0,-670.0,1566.0,,,6881.0,6319.0,4483.0,1836.0,562.0,9165.0,,208.0,208.0,,,,508.0,,,,,1622.0,,,,1622.0,2338.0,3334.0,,,,1954.0,,,,,1954.0,5288.0,7626.0,0.0,3941.0,,,-1298.0,,1974.0,4617.0,0.0,4617.0,12243.0,
06/30/2002,11425.0,811.0,726.0,85.0,1564.0,1564.0,,,0.0,0.0,0.0,0.0,0.0,58.0,,,,2433.0,715.0,,,1510.0,,,6767.0,6563.0,4829.0,1734.0,204.0,8992.0,,,,,,,1442.0,,,,,1701.0,,,,1701.0,3143.0,1838.0,,,,1809.0,,,,,1809.0,3647.0,6790.0,0.0,,,,,,4635.0,4635.0,0.0,4635.0,11425.0,
09/30/2002,11036.0,776.0,687.0,89.0,1445.0,1445.0,,,0.0,0.0,0.0,0.0,0.0,61.0,,,,2282.0,694.0,,,1411.0,,,6649.0,6450.0,4820.0,1630.0,199.0,8754.0,,,,,,,1308.0,,,,,1680.0,,,,1680.0,2988.0,1838.0,,,,1674.0,,,,,1674.0,3512.0,6500.0,0.0,,,,,,4536.0,4536.0,0.0,4536.0,11036.0,
12/31/2002,11025.0,1008.0,910.0,98.0,1617.0,1617.0,,,0.0,0.0,0.0,0.0,0.0,63.0,,,,2688.0,685.0,,,1109.0,,,6543.0,6337.0,4811.0,1526.0,206.0,8337.0,,,,,,,838.0,,,,,1831.0,,,,1831.0,2669.0,2299.0,,,,1605.0,,,,,1605.0,3904.0,6573.0,0.0,,,,,,4452.0,4452.0,0.0,4452.0,11025.0,
03/31/2003,11261.0,1496.0,1405.0,91.0,1079.0,1079.0,,,0.0,0.0,0.0,0.0,0.0,470.0,,,,3045.0,662.0,1419.0,-757.0,1299.0,,,6255.0,5816.0,4400.0,1416.0,439.0,8216.0,,203.0,203.0,,,,828.0,,,,,1998.0,,,,1998.0,3029.0,2298.0,,,,1571.0,,,,,1571.0,3869.0,6898.0,0.0,3778.0,,,-1222.0,2022.0,-215.0,4363.0,0.0,4363.0,11261.0,
06/30/2003,10014.0,876.0,780.0,96.0,1571.0,1571.0,,,0.0,0.0,0.0,0.0,0.0,111.0,,,,2558.0,656.0,,,580.0,,,6220.0,5783.0,4454.0,1329.0,437.0,7456.0,,0.0,0.0,,,,2.0,2.0,0.0,0.0,,1956.0,,,,1956.0,1958.0,2298.0,2298.0,0.0,0.0,1339.0,,,,,1339.0,3637.0,5595.0,0.0,,,,,,4419.0,4419.0,0.0,4419.0,10014.0,
09/30/2003,9849.0,985.0,889.0,96.0,1425.0,1425.0,,,0.0,0.0,0.0,0.0,0.0,91.0,,,,2501.0,646.0,,,579.0,,,6123.0,5699.0,4456.0,1243.0,424.0,7348.0,,0.0,0.0,,,,2.0,,,,,1989.0,,,,1989.0,1991.0,2298.0,,,,1217.0,,,,,1217.0,3515.0,5506.0,0.0,,,,,,4343.0,4343.0,0.0,4343.0,9849.0,
12/31/2003,10202.0,1352.0,1248.0,104.0,1741.0,1741.0,,,0.0,0.0,0.0,0.0,0.0,163.0,,,,3256.0,644.0,,,330.0,,,5972.0,5570.0,4437.0,1133.0,402.0,6946.0,,0.0,0.0,,,,1.0,,,,,2360.0,,,,2360.0,2361.0,2299.0,,,,1128.0,,,,,1128.0,3427.0,5788.0,0.0,,,,,,4414.0,4414.0,0.0,4414.0,10202.0,
03/31/2004,10709.0,1902.0,1793.0,109.0,966.0,966.0,,,0.0,0.0,0.0,0.0,0.0,520.0,,,,3388.0,641.0,1470.0,-829.0,820.0,,,5860.0,5411.0,4366.0,1045.0,449.0,7321.0,,177.0,177.0,,,,2.0,2.0,0.0,0.0,,2306.0,,,,2306.0,2485.0,2298.0,2298.0,0.0,0.0,1216.0,,,,,1216.0,3514.0,5999.0,0.0,3910.0,,,-1089.0,1992.0,-103.0,4710.0,0.0,4710.0,10709.0,
