Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1999,2239.799072,905.685009,43.148998,862.536011,0.0,,,118.792999,0.0,0.0,118.792999,0.0,55.59,,,,1080.067993,221.242996,256.873993,-35.631001,196.317001,742.171021,705.932007,,,36.239014,1159.731018,,236.710999,236.710999,,12.776,,,,,,108.183991,,,108.183991,357.67099,1462.203003,,,,,0,,,,,,0,1462.203003,1819.873993,0.0,1031.047974,,,0,,-611.122986,419.924988,0.0,419.924988,2239.798981,
12/31/1999,2471.551025,706.188011,116.961998,589.226013,0.0,,,220.645996,0.0,0.0,220.645996,0.0,85.344002,,,,1012.177979,317.613007,366.97699,-49.363998,144.735001,997.025024,534.698975,,,462.32605,1459.373032,,463.026001,463.026001,,14.322,,,,,,261.586997,,,261.586997,738.934998,1466.338013,,,,,0,,,,,,0,1466.338013,2205.27301,0.0,1198.991943,,,0,,-932.713989,266.277954,0.0,266.277954,2471.550964,
03/31/2000,2729.74292,1008.881004,84.086998,924.794006,0.0,,,172.257004,0.0,0.0,172.257004,0.0,89.810997,,,,1270.948975,334.395996,400.246002,-65.849998,150.781998,973.616028,647.192017,,,326.424011,1458.794022,,255.796997,255.796997,,15.983,,,,,,295.384981,,,295.384981,567.164978,2136.960938,,,,,0,,,,,,0,2136.960938,2704.125916,0.0,1297.260986,,,0,,-1271.644043,25.616943,0.0,25.616943,2729.742859,
06/30/2000,2460.72998,907.621017,720.377014,187.244003,0.0,,,172.360001,0.0,0.0,172.360001,0.0,86.658997,,,,1166.640015,344.041992,429.484009,-85.442001,88.261002,861.786987,596.778015,,,265.008972,1294.089981,,286.239014,286.239014,,17.731001,,,,,,303.652971,,,303.652971,607.622986,2131.531006,,,,,0,,,,,,0,2131.531006,2739.153992,0.0,1339.286987,,,0,,-1617.71106,-278.424072,0.0,-278.424072,2460.729919,
09/30/2000,2254.626953,900.023972,647.047974,252.975998,0.0,,,163.880005,0.0,0.0,163.880005,0.0,99.181,,,,1163.084961,352.290009,459.895996,-107.606003,73.345001,665.906982,520.469971,,,145.437012,1091.541992,,304.709015,304.709015,,17.212999,,,,,,337.174971,,,337.174971,659.096985,2082.697021,,,,,0,,,,,,0,2082.697021,2741.794006,0.0,1346.13501,,,0,,-1833.302002,-487.166992,0.0,-487.166992,2254.627014,
12/31/2000,2135.168945,1100.522003,822.434998,278.087006,0.0,,,174.563004,0.0,0.0,174.563004,0.0,86.043999,,,,1361.129028,366.415985,481.264008,-114.848,40.176998,367.446991,255.324997,,,112.121994,774.039974,,485.382996,485.382996,,16.577,,,,,,472.995998,,,472.995998,974.955994,2127.464111,,,,,0,,,,,,0,2127.464111,3102.420105,0.0,1341.874023,,,0,,-2309.125,-967.250977,0.0,-967.250977,2135.169128,
03/31/2001,1470.155029,642.973007,446.944,196.029007,0.0,,,155.561996,0.0,0.0,155.561996,0.0,57.174999,,,,855.710022,304.178986,425.17099,-120.991997,51.042,259.223999,204.419998,80.424004,123.995995,54.804001,614.444984,,257.411011,257.411011,,19.305,,,,,,327.994011,,,327.994011,604.710022,2118.855957,,,,,0,,,,,,0,2118.855957,2723.565979,0.0,1347.671021,,,0,,-2601.082031,-1253.411011,0.0,-1253.411011,1470.154968,
06/30/2001,1345.036011,608.969009,462.949005,146.020004,0.0,,,129.035004,0.0,0.0,129.035004,0.0,71.352997,,,,809.356995,292.421997,430.187988,-137.766006,24.729,218.528,152.895004,89.001999,63.893005,65.632996,535.678997,,257.976013,257.976013,,18.337,,,,,,371.926977,,,371.926977,648.23999,2126.727051,,,,,0,,,,,,0,2126.727051,2774.967041,0.0,1359.838013,,,0,,-2789.769043,-1429.93103,0.0,-1429.93103,1345.036011,
09/30/2001,1346.368,668.1,432.307,235.793,0.0,,,130.739,0.0,0.0,130.738998,0.0,71.437,,,,870.276,288.373,447.475,-159.102,25.347,162.372,111.061,62.788,48.273,51.311,476.092,,236.992,236.992,,16.054,,,,,,375.152,,,375.152,628.198,2172.164,,,,,0,,,,,,0,2172.164,2800.362,0.0,1459.411,,,0,-2865.665,-47.74,-1453.994,0.0,-1453.994,1346.368,
12/31/2001,1637.546997,996.584991,540.281982,456.303009,0.0,,,143.722,0.0,0.0,143.722,0.0,67.612999,,,,1207.920044,271.751007,438.143005,-166.391998,17.972,139.904007,79.749001,45.367001,34.382,60.155006,429.627014,,444.747986,444.747986,,14.992,,,,,,461.674016,,,461.674016,921.414001,2156.133057,,,,,0,,,,,,0,2156.133057,3077.547058,0.0,1466.500977,,,0,,-2906.500977,-1440.0,0.0,-1440.0,1637.547058,
03/31/2002,1361.927979,745.257996,296.688995,448.569,0.0,,,138.996002,0.0,0.0,138.996002,0.0,70.018997,,,,954.27301,256.403015,,,16.77,134.481995,77.769997,70.810997,6.959,56.711998,407.65501,,314.615997,314.615997,,13.958,,,,,,328.456032,,,328.456032,657.030029,2152.272949,,,,,0,,,,,,0,2152.272949,2809.302979,0.0,1484.686035,,,0,,-2932.061035,-1447.375,0.0,-1447.375,1361.927979,
06/30/2002,1435.046997,823.578979,270.437988,553.140991,0.0,,,126.793999,0.0,0.0,126.793999,0.0,93.204002,,,,1043.577026,249.451996,,,15.288,126.730003,76.396004,70.810997,5.585007,50.334,391.469999,,296.368011,296.368011,,14.406,,,,,,349.757971,,,349.757971,660.531982,2218.426025,,,,,0,,,,,,0,2218.426025,2878.958008,0.0,1550.744019,,,0,,-2994.655029,-1443.911011,0.0,-1443.911011,1435.046997,
09/30/2002,1497.405029,865.801971,327.563995,538.237976,0.0,,,151.514008,0.0,0.0,151.514008,0.0,102.291,,,,1119.607056,239.238007,,,15.362,123.197998,75.183998,70.810997,4.373001,48.014,377.798005,,347.519012,347.519012,,13.134,,,,,,350.344974,,,350.344974,710.997986,2264.845947,,,,,0,,,,,,0,2264.845947,2975.843933,0.0,1553.930054,,,0,,-3032.368896,-1478.438843,0.0,-1478.438843,1497.40509,
12/31/2002,1990.448975,1300.969055,738.254028,562.715027,0.0,112.281998,,202.425003,0.0,0.0,202.425003,0.0,112.281998,,,,1615.676025,239.397995,482.735992,-243.337997,15.006,120.369003,74.271004,70.810997,3.460007,46.098,374.772998,,618.127991,618.127991,,13.318,,,,,,434.512017,,,434.512017,1065.958008,2277.304932,,,,,0,,,,,,0,2277.304932,3343.262939,0.0,1653.824951,,,0,-3009.709961,3.071045,-1352.813965,0.0,-1352.813965,1990.448975,
03/31/2003,1705.932983,1082.552002,495.77301,586.778992,0.0,,,173.029999,0.0,0.0,173.029999,0.0,88.914001,,,,1344.495972,228.279007,,,13.453,119.705002,73.359001,70.810997,2.548004,46.346001,361.437009,,393.696014,393.696014,,11.078,,,,,,293.804965,,,293.804965,698.578979,2296.417969,,,,,0,,,,,,0,2296.417969,2994.996948,0.0,1718.531982,,,0,-3019.831055,12.235107,-1289.063965,0.0,-1289.063965,1705.932983,
06/30/2003,1596.854004,988.772034,641.728027,347.044006,0.0,,,178.106995,0.0,0.0,178.106995,0.0,84.375,,,,1251.254028,221.673996,,,12.764,111.162003,72.445999,70.810997,1.635002,38.716003,345.599998,,445.097992,445.097992,,8.143,,,,,,316.142981,,,316.142981,769.383972,2074.305908,,,,,0,,,,,,0,2074.305908,2843.68988,0.0,1794.802002,,,0,-3063.14502,21.50708,-1246.835938,0.0,-1246.835938,1596.853943,
09/30/2003,1749.685059,1064.660034,666.41803,398.242004,0.0,,,241.667007,0.0,0.0,241.667007,0.0,103.873001,,,,1410.199951,221.459,,,12.949,105.077003,69.779999,69.121002,0.658997,35.297005,339.485003,,499.188995,499.188995,,6.058,,,,,,321.503005,,,321.503005,826.75,2080.968994,,,,,0,,,,,,0,2080.968994,2907.718994,0.0,1856.312012,,,0,-3047.582031,33.236084,-1158.033936,0.0,-1158.033936,1749.685059,
12/31/2003,2162.032959,1394.822937,1102.272949,292.549988,0.0,132.069,,293.916992,0.0,0.0,293.916992,0.0,132.069,,,,1820.80896,224.285004,371.738007,-147.453003,14.831,102.108002,69.639,69.121002,0.517998,32.469002,341.224006,,819.810974,819.810974,,4.216,,,,,,428.674076,,,428.674076,1252.70105,1945.438965,,,,,0,,,,,,0,1945.438965,3198.140015,0.0,1903.432007,,,0,-2974.427979,34.888917,-1036.107055,0.0,-1036.107055,2162.03296,
03/31/2004,1738.561035,998.140976,768.586975,229.554001,0.0,,,281.549988,0.0,0.0,281.549988,0.0,125.883003,,,,1405.573975,217.475998,,,,115.511002,69.121002,69.121002,0.0,46.389999,332.987,,567.562988,567.562988,,2.473,,,,,,295.875022,,,295.875022,865.911011,1777.699951,,,,,0,,,,,,0,1777.699951,2643.610962,0.0,1927.150024,,,0,-2863.290039,31.090088,-905.049927,0.0,-905.049927,1738.561035,
06/30/2004,1888.109985,1151.351013,701.150024,450.200989,0.0,,,284.194,0.0,0.0,284.194,0.0,125.647003,,,,1561.192017,215.871002,,,,111.046997,69.121002,69.121002,0.0,41.925995,326.917999,,585.124023,585.124023,,2.402,,,,,,328.827981,,,328.827981,916.354004,1762.614014,,,,,0,,,,,,0,1762.614014,2678.968018,0.0,1968.409058,,,0,-2786.810059,27.542969,-790.858032,0.0,-790.858032,1888.109985,
09/30/2004,2108.667969,1184.699982,745.607971,439.09201,0.0,150.764008,,357.320007,0.0,0.0,357.320007,0.0,150.764008,,,,1692.784058,226.761993,,,,189.121994,137.584,137.584,0.0,51.537994,415.883987,,688.296997,688.296997,,3.452,,,,,,359.273952,,,359.273952,1051.022949,1778.722046,,,,,0,,,,,,0,1778.722046,2829.744995,0.0,1985.734009,,,0,-2732.659912,25.849121,-721.076782,0.0,-721.076782,2108.668213,
12/31/2004,3248.508057,1779.198975,1302.599976,476.598999,199.100006,199.100006,,479.709015,0.0,0.0,479.709015,0.0,81.388,,,,2539.395996,246.156006,422.963013,-176.807007,,462.955994,138.998993,138.998993,0.0,323.957001,709.112,,1141.733032,1141.733032,,2.381,1.152,1.229,1.229,,,476.285992,,,476.285992,1620.400024,1855.31897,1854.80397,0.515,0.515,,0,,,,,,0,1855.31897,3475.718994,0.0,2128.695068,,,0,-2385.977051,30.071045,-227.210938,0.0,-227.210938,3248.508057,
03/31/2005,2472.0,1151.0,533.0,618.0,171.0,171.0,,403.0,0.0,0.0,403.0,0.0,68.0,,,,1793.0,245.0,,,0.0,434.0,161.699997,149.0,12.699997,272.300003,679.0,,704.0,704.0,,2.0,0.9,1.1,1.1,,,367.0,,,367.0,1073.0,1561.0,1560.3,0.7,0.7,,0,,,,,,0,1561.0,2634.0,0.0,2122.0,,,0,-2308.0,24.0,-162.0,0.0,-162.0,2472.0,
06/30/2005,2601.0,1325.0,629.0,696.0,155.0,155.0,,383.0,0.0,0.0,383.0,0.0,63.0,,,,1926.0,267.0,,,0.0,408.0,154.0,154.0,0.0,254.0,675.0,,735.0,735.0,,8.0,7.4,0.6,0.6,,,401.0,,,401.0,1144.0,1521.0,1520.4,0.6,0.6,,0,,,,,,0,1521.0,2665.0,0.0,2165.0,,,0,-2256.0,27.0,-64.0,0.0,-64.0,2601.0,
09/30/2005,2832.0,1419.0,600.0,819.0,188.0,188.0,,456.0,0.0,0.0,456.0,0.0,58.0,,,,2121.0,322.0,,,0.0,389.0,159.0,159.0,0.0,230.0,711.0,,876.0,876.0,,17.0,16.7,0.3,0.3,,,420.0,,,420.0,1313.0,1513.0,1512.3,0.7,0.7,,0,,,,,,0,1513.0,2826.0,0.0,2219.0,,,0,-2226.0,13.0,6.0,0.0,6.0,2832.0,
12/31/2005,3696.0,2000.0,1013.0,987.0,274.0,274.0,,566.0,0.0,0.0,566.0,0.0,89.0,,,,2929.0,348.0,571.0,-223.0,0.0,419.0,170.0,159.0,11.0,249.0,767.0,,1366.0,1366.0,,5.0,3.0,2.0,2.0,,,558.0,,,558.0,1929.0,1521.0,1516.0,5.0,5.0,,0,,,,,,0,1521.0,3450.0,0.0,2267.0,,,0,-2027.0,6.0,246.0,0.0,246.0,3696.0,
03/31/2006,2990.0,1334.0,507.0,827.0,228.0,228.0,,538.0,0.0,0.0,538.0,0.0,86.0,,,,2186.0,361.0,,,0.0,443.0,193.0,193.0,0.0,250.0,804.0,,920.0,920.0,,2.0,,,,,,485.0,,,485.0,1407.0,1259.0,,,,,0,,,,,,0,1259.0,2666.0,0.0,2291.0,,,0,-1976.0,9.0,324.0,0.0,324.0,2990.0,
06/30/2006,3165.0,1419.0,683.0,736.0,225.0,225.0,,521.0,0.0,0.0,521.0,0.0,66.0,,,,2231.0,405.0,,,0.0,529.0,193.0,193.0,0.0,336.0,934.0,,943.0,943.0,,43.0,,,,,,472.0,,,472.0,1458.0,1324.0,,,,,0,,,,,,0,1324.0,2782.0,0.0,2338.0,,,0,-1953.0,-2.0,383.0,0.0,383.0,3165.0,
09/30/2006,3268.0,1219.0,693.0,526.0,281.0,281.0,,736.0,0.0,0.0,736.0,0.0,79.0,,,,2315.0,449.0,,,0.0,504.0,194.0,194.0,0.0,310.0,953.0,,1196.0,1196.0,,70.0,,,,,,502.0,,,502.0,1768.0,1304.0,,,,,0,,,,,,0,1304.0,3072.0,0.0,2381.0,,,-252,-1934.0,1.0,196.0,0.0,196.0,3268.0,
12/31/2006,4363.0,2019.0,1022.0,997.0,399.0,399.0,,877.0,0.0,0.0,877.0,0.0,78.0,,,,3373.0,457.0,824.0,-367.0,0.0,533.0,195.0,195.0,0.0,338.0,990.0,,1816.0,1816.0,,51.0,16.0,35.0,35.0,,,665.0,,,665.0,2532.0,1247.0,1227.0,20.0,20.0,,153,,,,,,153,1400.0,3932.0,0.0,2521.0,,,-252,-1837.0,-1.0,431.0,0.0,431.0,4363.0,
03/31/2007,3661.0,1420.0,748.0,672.0,358.0,358.0,,754.0,0.0,0.0,0.0,0.0,68.0,,,,2600.0,442.0,,,0.0,619.0,196.0,196.0,0.0,423.0,1061.0,,1211.0,1211.0,,0.0,,,,,,636.0,,,636.0,1847.0,1251.0,,,,,210,,,,,,210,1461.0,3308.0,0.0,2590.0,,,-500,-1740.0,3.0,353.0,0.0,353.0,3661.0,
06/30/2007,3984.0,1665.0,1004.0,661.0,384.0,384.0,,735.0,0.0,0.0,735.0,0.0,75.0,,,,2859.0,443.0,,,0.0,682.0,214.0,214.0,0.0,468.0,1125.0,,1295.0,1295.0,,16.0,,,,,,625.0,,,625.0,1936.0,1256.0,,,,,242,,,,,,242,1498.0,3434.0,0.0,2708.0,,,-500,-1661.0,3.0,550.0,0.0,550.0,3984.0,
09/30/2007,4618.0,1909.0,1366.0,543.0,474.0,474.0,,970.0,0.0,0.0,0.0,0.0,71.0,,,,3424.0,491.0,,,0.0,703.0,218.0,218.0,0.0,485.0,1194.0,,1674.0,1674.0,,0.0,,,,,,645.0,,,645.0,2319.0,1273.0,,,,,265,,,,,,265,1538.0,3857.0,0.0,2831.0,,,-500,-1581.0,11.0,761.0,0.0,761.0,4618.0,
12/31/2007,6485.0,3112.0,2539.0,573.0,705.0,705.0,,1200.0,,,,,147.0,,,,5164.0,543.0,1023.0,-480.0,0.0,778.0,222.0,222.0,0.0,556.0,1321.0,,2795.0,2795.0,,43.0,17.0,26.0,26.0,,,876.0,,,876.0,3714.0,1282.0,1220.0,62.0,62.0,,292,,,,,,292,1574.0,5288.0,0.0,3067.0,,,-500,-1375.0,5.0,1197.0,0.0,1197.0,6485.0,
03/31/2008,5883.0,2151.0,1496.0,655.0,581.0,581.0,,1077.0,0.0,0.0,0.0,0.0,156.0,,,,3965.0,594.0,,,0.0,1324.0,392.0,392.0,0.0,932.0,1918.0,,1864.0,1864.0,,906.0,,,,,,781.0,,,781.0,3551.0,467.0,,,,,395,,,,,,395,862.0,4413.0,0.0,3195.0,,,-500,-1232.0,7.0,1470.0,0.0,1470.0,5883.0,
06/30/2008,6322.0,2380.0,1548.0,832.0,586.0,586.0,,1107.0,0.0,0.0,0.0,0.0,163.0,,,,4236.0,651.0,,,0.0,1435.0,400.0,400.0,0.0,1035.0,2086.0,,1963.0,1963.0,,441.0,,,,,,812.0,,,812.0,3216.0,433.0,,,,,443,,,,,,443,876.0,4092.0,0.0,3798.0,,,-500,-1074.0,6.0,2230.0,0.0,2230.0,6322.0,
09/30/2008,6566.0,2324.0,1650.0,674.0,597.0,597.0,,1315.0,0.0,0.0,0.0,0.0,194.0,,,,4430.0,731.0,,,0.0,1405.0,405.0,405.0,0.0,1000.0,2136.0,,2242.0,2242.0,,42.0,,,,,,860.0,,,860.0,3144.0,393.0,,,,,502,,,,,,502,895.0,4039.0,0.0,4055.0,,,-500,-955.0,-73.0,2527.0,0.0,2527.0,6566.0,
12/31/2008,8314.0,3727.0,2769.0,958.0,827.0,827.0,,1399.0,,,,,204.0,,,,6157.0,854.0,1409.0,-555.0,,1303.0,438.0,438.0,0.0,865.0,2157.0,,3594.0,3594.0,,131.0,59.0,72.0,72.0,,,1021.0,,,1021.0,4746.0,533.0,409.0,124.0,124.0,,363,,,,,,363,896.0,5642.0,,4125.0,,,-600,-730.0,-123.0,2672.0,,2672.0,8314.0,
03/31/2009,6980.0,2730.0,1701.0,1029.0,587.0,587.0,0.0,1266.0,,,,,192.0,,118.0,0.0,4775.0,889.0,,,0.0,1316.0,433.0,433.0,0.0,765.0,2205.0,,3351.0,2380.0,971.0,59.0,0.0,,,,59.0,0.0,,,0.0,3410.0,74.0,74.0,,,,578,,,,,,578,652.0,4062.0,0.0,4214.0,4.0,4210.0,-600,-553.0,-143.0,2918.0,0.0,2918.0,6980.0,
06/30/2009,7675.0,3212.0,1936.0,1276.0,584.0,584.0,0.0,1325.0,,,,,183.0,,118.0,0.0,5304.0,981.0,,,0.0,1390.0,451.0,451.0,0.0,821.0,2371.0,,3636.0,2508.0,1128.0,0.0,,,,,,0.0,,,0.0,3636.0,109.0,109.0,,,,674,,,,,,674,783.0,4419.0,0.0,4325.0,4.0,4321.0,-600,-411.0,-58.0,3256.0,0.0,3256.0,7675.0,
09/30/2009,8972.0,4001.0,2514.0,1487.0,671.0,671.0,0.0,1617.0,,,,,80.0,,206.0,0.0,6369.0,1086.0,,,0.0,1517.0,457.0,457.0,0.0,854.0,2603.0,,4537.0,3354.0,1183.0,0.0,,,,,,0.0,,,0.0,4537.0,116.0,116.0,,,,734,,,,,,734,850.0,5387.0,0.0,4432.0,4.0,4428.0,-600,-212.0,-35.0,3585.0,0.0,3585.0,8972.0,
12/31/2009,13813.0,6366.0,3444.0,2922.0,988.0,988.0,0.0,2171.0,,,,,272.0,,18.0,0.0,9797.0,1290.0,1915.0,-625.0,0.0,2726.0,1234.0,1234.0,0.0,1474.0,4016.0,,7223.0,5605.0,1618.0,141.0,0.0,119.0,119.0,,22.0,0.0,0.0,,0.0,7364.0,252.0,109.0,143.0,143.0,,940,0.0,0.0,,,,940,1192.0,8556.0,0.0,5741.0,5.0,5736.0,-600,172.0,-56.0,5257.0,0.0,5257.0,13813.0,
03/31/2010,12042.0,5063.0,1844.0,3219.0,815.0,815.0,0.0,1820.0,,,,,266.0,,16.0,0.0,7964.0,1436.0,,,0.0,2642.0,1234.0,1234.0,0.0,1392.0,4078.0,,5151.0,3619.0,1532.0,42.0,0.0,,,,42.0,0.0,,,0.0,5193.0,131.0,131.0,,,,1100,,,,,,1100,1231.0,6424.0,0.0,5892.0,5.0,5887.0,-600,471.0,-145.0,5618.0,0.0,5618.0,12042.0,
06/30/2010,12397.0,5108.0,1629.0,3479.0,805.0,805.0,0.0,1940.0,,,,,265.0,,29.0,0.0,8118.0,1704.0,,,0.0,2575.0,1229.0,1229.0,0.0,1317.0,4279.0,,5250.0,3545.0,1705.0,0.0,,,,,,0.0,,,0.0,5250.0,132.0,132.0,,,,1158,,,,,,1158,1290.0,6540.0,0.0,6061.0,5.0,6056.0,-600,678.0,-282.0,5857.0,0.0,5857.0,12397.0,
09/30/2010,14162.0,5885.0,1539.0,4346.0,959.0,959.0,,2515.0,,,,,200.0,,43.0,0.0,9559.0,2099.0,,,,2504.0,1277.0,1277.0,0.0,1184.0,4603.0,,6375.0,4614.0,1761.0,0.0,,,,,,0.0,,,0.0,6375.0,164.0,164.0,,,,1226,,,,,,1226,1390.0,7765.0,0.0,6220.0,5.0,6215.0,-600,908.0,-131.0,6397.0,0.0,6397.0,14162.0,
12/31/2010,18797.0,8762.0,3777.0,4985.0,1587.0,1587.0,0.0,3202.0,,,,,196.0,0.0,22.0,0.0,13747.0,2414.0,3256.0,-842.0,0.0,2636.0,1349.0,1349.0,0.0,1265.0,5050.0,,10154.0,8051.0,2103.0,218.0,0.0,218.0,218.0,,,0.0,0.0,0.0,0.0,10372.0,460.0,184.0,276.0,276.0,,1101,0.0,0.0,,,,1101,1561.0,11933.0,0.0,6330.0,5.0,6325.0,-600,1324.0,-190.0,6864.0,0.0,6864.0,18797.0,
03/31/2011,16882.0,6881.0,2641.0,4240.0,1304.0,1304.0,0.0,2888.0,,,,,215.0,,28.0,0.0,11288.0,2902.0,,,0.0,2692.0,1513.0,1513.0,0.0,1151.0,5594.0,,7730.0,5540.0,2190.0,,,,,,,0.0,,,0.0,7730.0,0.0,0.0,,,,1805,,,,,,1805,1805.0,9535.0,0.0,6488.0,5.0,6483.0,-600,1525.0,-66.0,7347.0,0.0,7347.0,16882.0,
