Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1991,,0.307,0.073,,-2.351,-1.971,,,,,,,,,,,,,,,,,
06/30/1991,,1.197395,0.074433,,-0.382977,0.888851,,,,,,,,,,,,,,,,,
09/30/1991,,0.065162,0.091839,,-3.045707,-2.888706,,,,,,,,,,,,,,,,,
12/31/1991,,0.054443,0.139728,-1.548,5.775684,4.421855,,,,,,,,,,,,,,,,,
03/31/1992,,0.095,0.179,,-3.276,-3.002,,,,,,,,,,,,,,,,,
06/30/1992,,0.171,0.197,,-1.17,-0.802,,,,,,,,,,,,,,,,,
09/30/1992,,-0.89,0.162,,-0.974,-1.702,,,,,,,,,,,,,,,,,
12/31/1992,,-7.844,1.156,0.743,5.588,-0.357,,,,,,,,,,,,,,,,,
03/31/1993,,-3.665,0.253,,-5.191,-8.603,,,,,,,,,,,,,,,,,
06/30/1993,,-3.363,0.254,0.0,-1.42,-4.529,,,,,,,,,,,,,,,,,
09/30/1993,,-3.651,0.263,0.0,-0.285,-3.673,,,,,,,,,,,,,,,,,
12/31/1993,,-2.538,0.29,1.444,0.109,-0.695,,,,,,,,,,,,,,,,,
03/31/1994,,-4.54,0.288,-0.013,-0.209,-4.474,,,,,,,,,,,,,,,,,
06/30/1994,,-4.194,0.439,-0.003,-0.372,-4.13,,,,,,,,,,,,,,,,,
09/30/1994,,-4.072,0.377,-0.003,-1.638,-5.336,,,,,,,,,,,,,,,,,
12/31/1994,,-6.022,0.383,0.852,-1.577,-6.364,,,,,,,,,,,,,,,,,
03/31/1995,,-5.466,0.383,0.003,0.286,-4.794,,,-0.178,,,,,,,,,,,,,,
06/30/1995,,-4.869,0.384,-0.17,1.552,-3.103,,,-0.234,,,,,,,,,,,,,,
09/30/1995,,-3.746,0.391,-0.205,-0.257,-3.817,,,-0.363,,,,,,,,,,,,,,
12/31/1995,,-8.59,0.396,1.224,2.741,-4.229,,,-0.341,,,,,,,,,,,,,,
03/31/1996,,-1.568,0.425,-0.164,-1.397,-2.704,,,-1.514,,,,,,,,,,,,,,
06/30/1996,,-7.04,0.456,-0.138,-3.249,-9.971,,,-1.557,,,,,,,,,,,,,,
09/30/1996,,-10.162,0.456,0.547,-0.686,-9.845,,,-8.818,,,,,,,,,,,,,,
12/31/1996,,-10.774,0.506,0.246,7.029,-2.993,-10.786,,-10.786,,,,,,,,,,,,-13.779,,
03/31/1997,,-14.322,0.493,0.373,2.058,-11.398,1.941,0.0,-12.942,0.0,0.0,14.883,2.817,0.0,0.0,2.375,0.0,0.442,0.0,0.0,-6.64,,
