Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/01/1993,299.147003,,-224.358002,,74.789001,,-49.695999,,,25.093,-3.924,,5.012,,0.0,-1.088,21.169,-7.727,13.442,0.0,,,13.442,0.0,13.442,0.0,,13.442,13.442,,61.898998,0.22,0.22,,61.898998,0.22,0.22,0.22,
07/31/1993,329.145996,,-241.393997,,87.751999,,-53.526001,,,34.226002,-4.144,,5.087,,0.0,-0.943,30.082002,-10.98,19.101999,0.0,,,19.102002,0.0,19.101999,0.0,,19.101999,19.101999,,61.837002,0.31,0.31,,61.837002,0.31,0.31,0.31,
10/30/1993,316.015015,,-231.522995,,84.49202,,-52.537998,,,31.954,-3.861,,4.961,,0.0,-1.1,28.093001,-10.65,17.443001,0.0,,,17.443001,0.0,17.443001,0.0,,17.443001,17.443001,,61.977001,0.28,0.28,,61.977001,0.28,0.28,0.28,
01/29/1994,296.825012,,-208.539993,,88.285019,,-58.950001,,,29.334999,-4.171,,4.641,,0.0,-0.47,25.163999,-9.639,15.525,0.0,,,15.524999,0.0,15.525,0.0,,15.525,15.525,,61.859001,0.25,0.25,0.25,61.859001,0.25,0.25,0.25,
04/30/1994,337.700012,,-247.173004,,90.527008,,-57.925999,,,32.601002,-4.621,,5.72,,0.0,-1.099,27.980002,-10.423,17.556999,4.3,,,13.257001,0.0,13.257,0.0,,13.257,13.257,,60.487,0.22,0.29,,60.487,0.22,0.29,0.29,
07/30/1994,370.394989,,-267.51001,,102.884979,,-60.437,,,42.448002,-4.97,,6.056,,0.0,-1.086,37.478002,-13.96,23.518,0.0,,,23.518002,0.0,23.518,0.0,,23.518,23.518,,60.623001,0.39,0.39,,60.623001,0.39,0.39,0.39,
10/29/1994,363.229004,,-263.033997,,100.195007,,-61.883999,,,38.311001,-5.418,,6.257,,0.0,-0.839,32.893001,-12.253,20.639999,0.0,,,20.640001,0.0,20.639999,0.0,,20.639999,20.639999,,60.613998,0.34,0.34,,60.613998,0.34,0.34,0.34,
01/28/1995,335.661011,,-232.473007,,103.188004,,-67.625,,,35.563,-7.432,,7.898,,0.0,-0.466,28.131,-9.838,18.292999,0.0,,,18.293,0.0,18.292999,0.0,,18.292999,18.292999,,60.540001,0.3,0.3,0.3,60.540001,0.3,0.3,0.3,
04/29/1995,361.209015,,-260.821991,,100.387024,,-67.055,,,33.332001,-7.509,,7.965,,0.0,-0.456,25.823001,-9.619,16.204,0.0,,,16.204,0.0,16.204,0.0,,16.204,16.204,,60.493999,0.27,0.27,,60.493999,0.27,0.27,0.27,
07/29/1995,410.838013,,-291.095001,,119.743011,,-72.502998,,,47.240002,-7.026,,7.718,,0.0,-0.692,40.214002,-14.98,25.233999,0.0,,,25.234002,0.0,25.233999,0.0,,25.233999,25.233999,,62.470001,0.41,0.41,,62.470001,0.41,0.41,0.41,
10/28/1995,411.786987,,-295.812988,,115.973999,,-74.512001,,,41.462002,-7.301,,7.758,,0.0,-0.457,34.161002,-12.725,21.436001,0.0,,,21.436002,0.0,21.436001,0.0,,21.436001,21.436001,,62.557999,0.35,0.35,,62.557999,0.35,0.35,0.35,
02/03/1996,410.506012,,-291.087006,,119.419006,,-82.018997,,,37.400002,-8.146,,8.631,,0.0,-0.485,29.254002,-10.634,18.620001,0.0,,,18.620002,0.0,18.620001,0.0,,18.620001,18.620001,,62.588001,0.31,0.31,0.31,62.588001,0.31,0.31,0.31,
05/04/1996,428.614014,,-307.312988,,121.301025,,-81.707001,,,39.594002,-7.664,,8.128,,0.0,-0.464,31.930001,-11.814,20.115999,0.0,,,20.116001,0.0,20.115999,0.0,,20.115999,20.115999,,60.842999,0.33,0.33,0.33,60.842999,0.33,0.33,0.33,
08/03/1996,476.673004,,-335.252014,,141.42099,,-86.087997,,,55.333,-7.341,,7.824,,0.0,-0.483,47.992,-17.757,30.235001,0.0,,,30.235,0.0,30.235001,0.0,,30.235001,30.235001,,63.164001,0.49,0.49,0.49,63.164001,0.49,0.49,0.49,
11/02/1996,478.819,,-340.532013,,138.286987,,-88.178001,,,50.109001,-6.018,,6.943,,0.0,-0.925,44.091001,-16.313999,27.777,0.0,,,27.777002,0.0,27.777,0.0,,27.777,27.777,,65.146004,0.44,0.44,0.44,65.146004,0.44,0.44,0.44,
02/01/1997,444.433014,,-307.923004,,136.51001,,-94.445999,,,42.063999,-6.848,,7.411,,0.0,-0.563,35.215999,-12.52,22.695999,0.0,,,22.695999,0.0,22.695999,0.0,,22.695999,22.695999,,64.599998,0.36,0.36,0.36,64.599998,0.36,0.36,0.36,
05/03/1997,489.278015,,-347.335999,,141.942017,,-97.836998,,,44.105,-7.655,,8.908,,0.0,-1.253,36.45,-13.304,23.146,0.0,,,23.146,0.0,23.146,0.0,,23.146,23.146,,60.924,0.38,0.38,0.38,67.211998,0.37,0.37,0.37,
08/02/1997,539.297974,,-378.833008,,160.464966,,-104.957001,,,55.507999,-8.125,,9.481,,0.0,-1.356,47.382999,-17.295,30.087999,0.0,,,30.087999,0.0,30.087999,0.0,,30.087999,30.087999,,61.074001,0.49,0.49,0.49,67.356003,0.47,0.47,0.47,
11/01/1997,525.564026,,-372.697998,,152.866028,,-106.547997,,,46.318001,-8.629,,9.758,,0.0,-1.129,37.689,-13.569,24.120001,0.0,,,24.12,0.0,24.120001,0.0,,24.120001,24.120001,,61.209999,0.39,0.39,0.39,67.262001,0.38,0.38,0.38,
01/31/1998,502.380005,,-417.333008,,85.046997,,-121.175003,,,-36.127998,-9.938,,11.509,,0.0,-1.571,-46.065998,18.323,-27.743,0.0,,,-27.742998,0.0,-27.743,0.0,,-27.743,-27.743,,61.651001,-0.45,-0.45,-0.18,61.651001,-0.45,-0.45,-0.18,
05/02/1998,584.223999,,-429.84201,,154.381989,,-126.487999,,,27.893999,-12.179,,12.512,,0.0,-0.333,15.714999,-5.657,10.058,0.0,,,10.057999,0.0,10.058,0.0,,10.058,10.058,,61.470001,0.16,0.16,0.16,61.776001,0.16,0.16,0.16,
08/01/1998,635.301025,,-462.893005,,172.40802,,-132.306,,,40.102001,-12.439,,12.868,,0.0,-0.429,27.663001,-9.959,17.704,0.0,,,17.704002,0.0,17.704,0.0,,17.704,17.704,,61.543999,0.29,0.29,0.29,63.872002,0.29,0.29,0.29,
10/31/1998,615.96698,,-475.890015,,140.076965,,-134.442001,,,5.635,-11.761,,12.23,,0.0,-0.469,-6.126,2.205,-3.921,0.0,,,-3.921,0.0,-3.921,0.0,,-3.921,-3.921,,61.567001,-0.06,-0.06,0.2,61.567001,-0.06,-0.06,0.2,
01/30/1999,563.216003,,-458.187012,,105.028991,,-124.591003,,,-19.562,-10.406,,11.32,,0.0,-0.914,-29.968,11.101,-18.867001,0.0,,,-18.867,0.0,-18.867001,0.0,,-18.867001,-18.867001,,61.5,-0.31,-0.31,-0.25,61.5,-0.31,-0.31,-0.25,
05/01/1999,598.315979,,-436.289001,,162.026978,,-132.987,,,29.040001,-13.27,13.578,13.578,,0.0,-0.308,15.770001,-5.677,10.093,0.0,,,10.093001,0.0,10.093,0.0,,10.093,10.093,,50.511002,0.2,0.2,0.2,50.763,0.2,0.2,0.2,
07/31/1999,635.403015,,-458.882996,,176.52002,,-132.667999,,,43.852001,-12.5,13.262,13.262,,0.0,-0.762,31.352001,-11.287,20.065001,0.0,,,20.065001,0.0,20.065001,0.0,,20.065001,20.065001,,50.419998,0.4,0.4,0.4,55.838001,0.39,0.39,0.39,
10/30/1999,605.833008,,-448.063995,,157.769012,,-130.194,,,27.575001,-12.059,12.79,12.79,,0.0,-0.731,15.516001,-5.586,9.93,0.0,,,9.930001,0.0,9.93,0.0,,9.93,9.93,,50.771,0.2,0.2,0.2,50.838871,0.2,0.2,0.2,
01/29/2000,554.981018,,-428.261993,,126.719025,,-132.988998,,,-6.27,-11.401,,11.927,,0.0,-0.526,-17.671,6.886,-10.785,0.0,,,-10.785,0.0,-10.785,0.0,,-10.785,-10.785,,51.380001,-0.21,-0.21,-0.21,51.380001,-0.21,-0.21,-0.21,
04/29/2000,614.809021,,-454.993011,,159.81601,,-140.315002,,,19.500999,-12.614,13.104,13.104,,0.0,-0.49,6.886999,-2.48,4.407,-2.04,,,6.446999,0.0,6.447,0.0,0.0,6.447,6.447,,50.998001,0.13,0.09,0.09,51.000999,0.13,0.09,0.09,
07/29/2000,633.887024,,-476.265015,,157.622009,,-139.029007,,,18.593,-13.267,13.802,13.802,,0.0,-0.535,5.326,-1.917,3.409,-0.967,,,4.376,0.0,4.376,0.0,0.0,4.376,4.376,,51.055,0.09,0.07,0.07,51.075001,0.09,0.07,0.07,
10/28/2000,622.382019,,-556.023987,,66.358032,,-148.929001,,,-82.570999,-14.727,,15.196,,0.0,-0.469,-97.297999,35.027,-62.271,0.938,,,-63.208999,0.0,-63.209,0.0,0.0,-63.209,-63.209,,51.112,-1.24,-1.22,-1.22,51.112,-1.24,-1.22,-1.22,
02/03/2001,547.390015,,-399.334991,,148.055024,,-131.610001,,,16.445,-15.029,,15.78,,0.0,-0.751,1.416,-0.109,1.307,0.015,,,1.292,0.0,1.292,0.0,,1.292,1.292,,51.187,0.03,0.03,0.03,51.187,0.03,0.03,0.03,
05/05/2001,551.577026,,-395.846008,,155.731018,,-128.498001,,,27.233,-12.889,13.512,13.512,,0.0,-0.623,14.344,-5.236,9.108,0.0,,,9.108,0.0,9.108,0.0,0.0,9.108,9.108,,51.265999,0.18,0.18,0.18,51.265999,0.18,0.18,0.18,
08/04/2001,573.073975,,-408.769989,,164.303986,,-132.139999,,,32.164001,-12.819,13.694,13.694,,0.0,-0.875,19.345001,-7.06,12.285,-0.234,,,12.519001,0.0,12.519,0.0,0.0,12.519,12.519,,51.344002,0.24,0.24,0.24,52.033001,0.24,0.24,0.24,
11/03/2001,551.500977,,-395.549011,,155.951965,,-128.343994,,,27.608,-10.656,11.881,11.881,,0.0,-1.225,16.952,-5.936,11.016,0.994,,,10.022,0.0,10.022,0.0,0.0,10.022,10.022,,51.380001,0.19,0.21,0.22,52.254002,0.19,0.21,0.22,
02/02/2002,508.40799,,-366.153992,,142.253998,,-124.963997,,,17.290001,-11.527,,12.248,,0.0,-0.721,5.763001,-2.072,3.691,0.005,,,3.686001,0.0,3.686,0.0,0.0,3.686,3.686,,52.584999,0.07,0.07,0.11,52.584999,0.07,0.07,0.11,
05/04/2002,558.973022,,-397.037994,,161.935028,,-129.781998,,,32.153,-11.434,11.781,11.781,,0.0,-0.347,20.719,-7.63,13.089,-0.476,,,13.565,0.0,13.565,0.0,0.0,13.565,13.565,,51.445,0.26,0.25,0.25,52.608002,0.26,0.25,0.25,
08/03/2002,565.630981,,-399.057007,,166.573975,,-129.048004,,,37.526001,-11.627,12.624,12.624,,,-0.997,25.899001,-9.789,16.110001,-0.444,,,16.554002,,16.554001,,,16.554001,16.554001,,58.068001,0.32,0.31,0.31,58.068001,0.3,0.29,0.29,
11/02/2002,526.297974,,-367.540985,,158.756989,,-123.690002,,,35.067001,-10.593,,11.471,,0.0,-0.878,24.474002,-9.055,15.419,-0.096,,,15.515001,0.0,15.515,0.0,0.0,15.515,15.515,,51.534,0.3,0.3,0.31,59.084,0.28,0.28,0.29,
02/01/2003,446.875,,-317.595001,,129.279999,,-121.642998,,,7.637,-10.486,,11.361,,0.0,-0.875,-2.849,1.223,-1.626,0.208,,,-1.834,0.0,-1.834,0.0,0.0,-1.834,-1.834,,51.598,-0.04,-0.04,-0.03,51.598,-0.04,-0.04,-0.03,
05/03/2003,510.910004,,-365.112,,145.798004,,-147.776993,,,-1.979,-9.651,10.701,10.701,,,-1.05,-11.63,4.303,-7.327,1.89,,,-9.217,,-9.217,,,-9.217,-9.217,,51.652,-0.18,-0.14,-0.14,51.652,-0.18,-0.14,-0.14,
08/02/2003,556.030029,,-425.783997,,130.246033,,-143.048996,,,-12.803,-8.752,9.603,9.603,,,-0.851,-21.555,7.976,-13.579,22.802,,,-36.381,,-36.381001,,,-36.381001,-36.381001,,51.816002,-0.7,-0.26,-0.26,51.816002,-0.7,-0.26,-0.26,
11/01/2003,537.690979,,-379.787994,,157.902985,,-130.033997,,,27.868999,-8.173,,8.959,,0.0,-0.786,19.696,-7.28,12.416,-1.294,,,13.71,0.0,13.71,0.0,0.0,13.71,13.71,,52.536999,0.26,0.24,0.24,60.41,0.24,0.22,0.22,
01/31/2004,529.638977,,-380.199005,,149.439972,,-148.973999,,,0.466,-8.339,,8.992,,0.0,-0.653,-7.873,2.858,-5.015,-2.66,,,-2.355,0.0,-2.355,0.0,0.0,-2.355,-2.355,,52.736,-0.04,-0.09,0.1,54.389999,-0.04,-0.09,0.1,
05/01/2004,566.132996,,-402.165009,,163.967987,,-129.561996,,,34.405998,-8.706,9.298,9.298,,,-0.592,25.699998,-9.509,16.191,0.531,,,15.659998,,15.66,,,15.66,15.66,,63.587002,0.28,0.29,0.29,63.587002,0.26,0.27,0.27,
07/31/2004,593.426025,,-426.149994,,167.276031,,-136.694,,,30.582001,-7.33,7.8,7.8,,,-0.47,23.252001,-8.603,14.649,0.852,,,13.797001,,13.797,,,13.797,13.797,,66.320999,0.24,0.25,0.25,66.320999,0.22,0.23,0.23,
10/30/2004,559.197998,,-409.015015,,150.182983,,-132.524002,,,17.659,-6.967,,8.056,,0.0,-1.089,10.692001,-3.956,6.736,0.236,,,6.500001,0.0,6.5,0.0,0.0,6.5,6.5,,57.574001,0.11,0.11,0.11,58.326,0.11,0.11,0.11,
01/29/2005,554.138977,,-409.548004,,144.590973,,-148.556,,,-3.965,-11.138,,10.811,,0.0,0.327,-15.103,5.436,-9.667,0.468,,,-10.135,0.0,-10.135,0.0,0.0,-10.135,-10.135,,55.016998,-0.18,-0.17,-0.17,55.016998,-0.18,-0.17,-0.17,
04/30/2005,564.226,,-425.605,,138.621,,-135.262,,,3.359,-7.177,8.915,8.915,,0.0,-1.738,-3.818,1.432,-2.386,0.388,,,-2.774,0.0,-2.774,0.0,0.0,-2.774,-2.774,,55.185,-0.05,-0.04,-0.04,55.185,-0.05,-0.04,-0.04,
07/30/2005,577.41803,,-434.55899,,142.859039,,-133.199997,,,9.659,-8.751,9.234,9.234,,0.0,-0.483,0.908,-0.076,0.832,-0.21,,,1.042,0.0,1.042,0.0,0.0,1.042,1.042,,55.682999,0.02,0.01,0.01,56.132,0.02,0.01,0.01,
10/29/2005,545.206,,-426.87,,118.336,,-126.934,,,-8.598,-8.678,9.205,9.205,,0.0,-0.527,-17.276,5.866,-11.41,-0.214,,,-11.196,0.0,-11.196,0.0,0.0,-11.196,-11.196,,54.774,-0.2,-0.21,-0.21,54.774,-0.2,-0.21,-0.21,
01/28/2006,549.817,,-437.612,,112.205,,-127.639,,,-15.434,-20.537,,21.686,,0.0,-1.149,-35.971,13.331,-22.703,1.897,,,-24.537,0.0,-24.6,0.0,0.0,-24.6,-24.6,,54.18,-0.46,-0.42,-0.245,54.18,-0.46,-0.42,-0.245,
04/29/2006,555.929,,-417.649,,138.28,,-131.093,,,7.187,-8.078,10.337,10.337,,0.0,-2.259,-0.891,-0.031,-0.922,-0.219,,,-0.703,0.0,-0.703,0.0,0.0,-0.703,-0.703,,54.224,-0.01,-0.02,-0.02,54.224,-0.01,-0.02,-0.02,
07/29/2006,578.565,,-433.463,,145.102,,-139.544,,,5.558,-3.519,11.968,11.968,,0.0,-8.449,2.039,-0.569,1.47,0.118,,,1.352,0.0,1.352,0.0,0.0,1.352,1.352,,54.254,0.03,0.03,0.03,55.19,0.03,0.03,0.03,
10/28/2006,550.849,,-413.156,,137.693,,-139.255,,,-1.562,-14.351,15.581,15.581,,0.0,-1.23,-15.913,5.2,-10.713,0.201,,,-10.914,0.0,-10.914,0.0,0.0,-10.914,-10.914,,54.313,-0.2,-0.2,-0.2,54.313,-0.2,-0.2,-0.2,
02/03/2007,578.95,,-403.116,,175.834,,-130.684,,,45.15,-37.875,11.456,11.456,,0.0,26.419,7.275,0.661,7.936,0.22,,,7.716,0.0,7.716,0.0,0.0,7.716,7.716,-8.71,54.595,0.14,0.15,-0.01,54.595,0.14,0.15,-0.01,
05/05/2007,539.583,,-398.994,,140.589,,-127.11,127.11,0.0,13.479,-8.392,,12.656,,,-4.264,5.087,-2.036,3.051,-0.124,,,3.175,0.0,3.175,0.0,0.0,3.175,3.175,-1.414843,53.122,0.06,0.06,0.033367,53.634,0.06,0.06,0.033367,
08/04/2007,552.092,,-403.376,,148.716,,-131.841,131.841,0.0,16.875,-10.58,,12.331,,,-1.751,6.295,-2.348,3.947,-0.232,,,4.179,0.0,4.179,0.0,0.0,4.179,4.179,,51.652,0.08,0.07,0.07,52.264,0.08,0.07,0.07,
11/03/2007,528.761,,-430.835,,97.926,,-133.55,133.55,0.0,-35.624,-10.984,,11.501,,0.0,-0.517,-46.608,20.677,-25.931,2.059,,,-27.99,0.0,-27.99,0.0,0.0,-27.99,-27.99,0.28634,51.844,-0.54,-0.49,-0.484477,51.844,-0.54,-0.49,-0.484477,
02/02/2008,517.639,,-418.633,,99.006,,-112.55,,,-13.544,-13.343,14.805,14.805,,0.0,-1.462,-26.887,8.382,-18.505,1.898,,,-20.403,0.0,-20.403,0.0,0.0,-20.403,-20.403,14.01,51.9,-0.4,-0.36,-0.09,51.9,-0.4,-0.36,-0.09,
05/03/2008,498.043,498.043,-370.077,370.077,127.966,0.0,-113.484,119.015,-5.531,14.482,-5.097,,5.427,,,-0.33,9.385,-4.094,5.291,0.619,0.619,0.0,4.672,0.0,4.672,0.0,0.0,4.672,-0.1781,-5.4691,52.063,0.09,0.1,-0.003421,52.17,0.09,0.1,-0.004832,
08/02/2008,500.043,500.043,-369.609,369.609,130.434,0.0,-118.526,122.603,-4.077,11.908,-5.29,,6.452,,,-1.162,6.618,-0.866,5.752,0.304,0.304,0.0,5.448,0.0,5.448,0.0,0.0,5.448,0.70195,-5.05005,52.153,0.1,0.11,0.013459,52.236,0.1,0.11,0.013322,
11/01/2008,464.166,464.166,-349.322,349.322,114.844,0.0,-119.88,119.827,0.053,-5.036,-6.793,,7.098,,,-0.305,-11.829,4.775,-7.054,0.228,0.228,0.0,-7.282,0.0,-7.282,0.0,0.0,-7.282,-7.01955,0.03445,52.099,-0.14,-0.13,-0.134735,52.099,-0.14,-0.13,-0.134735,
01/31/2009,465.536,465.536,-373.348,373.348,92.188,0.0,-123.438,123.599,-0.161,-31.25,-7.901,,8.071,,,-0.17,-39.151,6.324,-32.827,0.44,0.44,0.0,-33.267,0.0,-33.267,0.0,0.0,-33.267,-30.31735,2.50965,52.223,-0.63,-0.63,-0.5814,52.223,-0.63,-0.63,-0.5814,
05/02/2009,496.488,496.488,-366.887,366.887,129.601,0.0,-108.05,108.053,-0.003,21.551,-1.533,,1.936,,,-0.403,20.018,-8.955,11.063,0.154,0.154,0.0,10.909,0.0,10.909,0.0,0.0,10.909,6.99985,-4.06315,52.333,0.21,0.21,0.133756,52.376,0.21,0.21,0.132423,
08/01/2009,488.911,488.911,-360.721,360.721,128.19,0.0,-109.498,109.482,0.016,18.692,-5.927,,6.466,,,-0.539,12.765,-4.907,7.858,0.123,0.123,0.0,7.735,0.0,7.735,0.0,0.0,7.735,7.3884,-0.4696,52.384,0.15,0.15,0.141043,52.699,0.15,0.15,0.141043,
10/31/2009,472.643,472.643,-354.374,354.374,118.269,0.0,-108.213,109.545,-1.332,10.056,-6.198,,6.922,,,-0.724,3.858,-1.501,2.357,0.233,0.233,0.0,2.124,0.0,2.124,0.0,0.0,2.124,2.69695,0.33995,52.419,0.04,0.05,0.05145,52.786,0.04,0.04,0.04644,
01/30/2010,452.896,452.896,-342.849,342.849,110.047,0.0,-103.287,103.181,0.106,6.76,-5.785,,6.38,,,-0.595,0.975,1.86,2.835,0.567,0.567,0.0,2.268,0.0,2.268,0.0,0.0,2.268,1.18745,-1.64755,52.452,0.04,0.05,0.022639,52.808,0.04,0.05,0.022486,
05/01/2010,510.033,510.033,-372.438,372.438,137.595,0.0,-111.587,111.632,-0.045,26.008,-6.024,,6.608,,,-0.584,19.984,-7.824,12.16,0.21,0.21,0.0,11.95,0.0,11.95,0.0,0.0,11.95,12.13075,-0.02925,52.526,0.23,0.23,0.230948,52.933,0.23,0.23,0.229447,
07/31/2010,504.855,504.855,-370.354,370.354,134.501,0.0,-110.659,113.108,-2.449,23.842,-6.022,,6.643,,,-0.621,17.82,-7.021,10.799,0.201,0.201,0.0,10.598,0.0,10.598,0.0,0.0,10.598,9.239,-1.56,52.682,0.2,0.21,0.175373,53.129,0.2,0.2,0.170638,
10/30/2010,496.364,496.364,-370.508,370.508,125.856,0.0,-110.731,110.84,-0.109,15.125,-5.98,,6.63,,,-0.65,9.145,-3.471,5.674,-0.044,-0.044,0.0,5.718,0.0,5.718,0.0,0.0,5.718,5.60315,-0.07085,52.717,0.11,0.11,0.106287,53.164,0.11,0.11,0.106287,
01/29/2011,477.389,477.389,-352.989,352.989,124.4,0.0,-106.795,106.659,0.136,17.605,-6.11,,6.864,,,-0.754,11.495,-2.957,8.538,0.173,0.173,0.0,8.365,0.0,8.365,0.0,0.0,8.365,8.1714,-0.3666,52.778,0.16,0.16,0.154826,53.416,0.16,0.16,0.153137,
04/30/2011,513.54,513.54,-378.418,378.418,135.122,0.0,-108.811,108.9,-0.089,26.311,-5.91,,6.497,,,-0.587,20.401,-7.996,12.405,0.037,0.037,0.0,12.368,0.0,12.368,0.0,0.0,12.368,12.54215,0.13715,52.881,0.23,0.23,0.237177,53.566,0.23,0.23,0.23256,
