Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,528.299988,138.600006,138.600006,,55.400002,,,42.5,,,,,20.299999,,,,,,,256.799988,36.400002,177.699997,-141.300003,38.599998,,,196.5,,,,,196.5,271.5,,,,,,,0.1,,,,,,50.999998,,,50.999998,51.099998,75.0,,,,,89.199997,,,,89.199997,164.199997,215.299995,,77.5,,,-116.099998,,351.599998,313.0,,313.0,528.299995,
12/31/1992,537.200012,128.600006,128.600006,0.0,27.4,,,49.400002,,,,,43.799999,,,,,,,249.199997,35.700001,176.899994,-141.199997,38.200001,,,214.100006,,,,,214.100006,288.000008,,11.8,11.8,,,,0.1,,,,,,48.399999,,,48.399999,60.299999,75.0,,,,,132.300003,,,,132.300003,207.300003,267.600002,0.0,78.0,,,-116.099998,,307.700004,269.600006,0.0,269.600006,537.200008,
03/31/1993,524.400024,123.199997,123.199997,0.0,22.4,,,64.099998,,,,,28.6,,,,,,,238.300003,35.400002,176.800003,-141.399994,38.299999,,,212.399994,,,,,212.399994,286.099995,,,,,,,0.1,,,,,,53.499998,,,53.499998,53.599998,75.0,,,,,129.699997,,,,129.699997,204.699997,258.299995,0.0,78.0,,,-116.099998,,304.200005,266.100006,0.0,266.100006,524.400002,
06/30/1993,558.900024,115.300003,115.300003,0.0,32.900002,,,58.799999,,,,,63.700001,,,,,,,270.700012,35.299999,189.899994,-154.600006,41.700001,,,211.199997,,,,,211.199997,288.199997,,,,,,,0.1,,,,,,90.9,,,90.9,91.0,75.0,,,,,129.100006,,,,129.100006,204.100006,295.100006,0.0,78.0,,,-115.599998,,301.400002,263.800003,0.0,263.800003,558.900009,
09/30/1993,527.200012,138.199997,138.199997,0.0,27.1,,,40.200001,,,,,26.4,,,,,,,231.899994,35.400002,190.399994,-155.0,50.900002,,,209.0,,,,,209.0,295.300003,,,,,,,0.0,,,,,,57.099998,,,57.099998,57.099998,75.0,,,,,128.899994,,,,128.899994,203.899994,260.999992,0.0,78.0,,,-114.900002,,303.099998,266.199997,0.0,266.199997,527.199989,
12/31/1993,549.099976,161.0,67.900002,93.099998,27.6,,,31.700001,,,,,33.700001,,,,,,,254.0,35.299999,172.600006,-137.300003,57.400002,,,202.399994,,,,,202.399994,295.099995,,11.5,11.5,,,,0.0,,,,,,56.5,,,56.5,68.0,75.0,,,,,125.699997,,,,125.699997,200.699997,268.699997,0.0,78.199997,,,-114.300003,,316.5,280.399994,0.0,280.399994,549.099991,
03/31/1994,531.0,156.099998,63.599998,92.5,15.5,,,41.299999,,,,,24.9,,,,,,,237.800003,34.5,172.0,-137.5,57.700001,,,201.0,,,,,201.0,293.200001,,,,,,,0.0,,,,,,50.299999,,,50.299999,50.299999,75.0,,,,,126.5,,,,126.5,201.5,251.799999,0.0,78.099998,,,-113.900002,,315.000008,279.200005,0.0,279.200005,531.000004,
06/30/1994,542.5,151.5,99.599998,51.900002,26.799999,,,43.299999,,,,,26.799999,,,,,,,248.399994,34.5,172.399994,-137.899994,59.0,,,200.600006,,,,,200.600006,294.100006,,,,,,,5.0,,,,,,54.200001,,,54.200001,59.200001,70.0,,,,,126.800003,,,,126.800003,196.800003,256.000004,0.0,78.099998,,,-113.0,,321.399994,286.499992,0.0,286.499992,542.499996,
09/30/1994,594.599976,110.5,110.5,0.0,50.5,,,55.099998,,,,,25.200001,,,,,,,241.300003,112.099998,250.600006,-138.5,39.0,,,202.199997,,,,,202.199997,353.299995,,0.0,0.0,,,,5.0,,,,,,85.099998,,,85.099998,90.099998,70.0,,,,,133.699997,,,,133.699997,203.699997,293.799995,0.0,78.0,,,-113.699997,,336.5,300.800003,0.0,300.800003,594.599998,
12/31/1994,616.5,141.400006,140.600006,0.8,50.299999,,,39.700001,,,,,37.700001,,,,,,,269.100006,110.400002,248.699997,-138.300003,27.1,,,209.899994,,,,,209.899994,347.399996,,15.1,15.1,,,,5.0,,,,,,79.499998,,,79.499998,99.599998,70.0,,,,,135.5,,,,135.5,205.5,305.099998,0.0,79.900002,,,-113.400002,,344.900002,311.400002,0.0,311.400002,616.5,
03/31/1995,598.599976,138.500003,137.800003,0.7,23.9,,,66.800003,,,,,20.700001,,,,,,,249.899994,111.900002,251.5,-139.600006,25.700001,,,211.100006,,,,,211.100006,348.700008,,80.199997,80.199997,,,,5.0,,,,,,0.0,,,0.0,85.199997,70.0,,,,,134.399994,,,,134.399994,204.399994,289.599991,0.0,81.699997,,,-116.099998,,343.400002,309.0,0.0,309.0,598.599991,
06/30/1995,610.700012,122.6,122.0,0.6,42.400002,,,66.400002,,,,,26.1,,,,,,,257.5,116.400002,257.399994,-141.0,26.1,,,210.699997,,,,,210.699997,353.199999,,0.0,0.0,,,,12.1,,,,,,82.499998,,,82.499998,94.599998,57.900002,,,,,137.699997,,,,137.699997,195.599998,290.199997,0.0,81.699997,,,-121.300003,,360.100006,320.5,0.0,320.5,610.699997,
09/30/1995,622.0,132.7,132.5,0.2,56.700001,,,58.700001,,,,,28.200001,,,,,,,276.299988,117.699997,261.200012,-143.5,20.1,,,207.899994,,,,,207.899994,345.699991,,84.599998,84.599998,,,,12.1,,,,,,-2e-06,,,-2e-06,96.699997,57.900002,,,,,133.199997,,,,133.199997,191.099998,287.799995,0.0,75.0,,,-121.199997,,380.400009,334.200012,0.0,334.200012,622.000008,
12/31/1995,644.599976,148.799994,139.899994,8.9,45.200001,,,55.700001,,,,,43.0,,,,,,,292.700012,120.0,260.0,-140.0,16.299999,,,215.600006,,,,,215.600006,351.900005,,16.0,16.0,,,,0.0,,,,,,87.5,,,87.5,103.5,70.0,,,,,128.5,,,,128.5,198.5,302.0,0.0,82.0,,,-123.800003,,384.400009,342.600006,0.0,342.600006,644.600006,
03/31/1996,627.599976,127.599998,119.099998,8.5,27.4,,,96.5,,,,,23.4,,,,,,,274.899994,120.699997,262.399994,-141.699997,15.7,,,216.300003,,,,,216.300003,352.7,,85.800003,85.800003,,,,,,,,,,0.0,,,0.0,85.800003,70.0,,,,,129.0,,,,129.0,199.0,284.800003,0.0,84.699997,,,-123.800003,,381.900009,342.800003,0.0,342.800003,627.600006,
06/30/1996,632.200012,109.899999,101.099998,8.8,61.0,,,84.599998,,,,,24.0,,,,,,,279.5,120.199997,263.200012,-143.0,14.3,,,218.199997,,,,,218.199997,352.699994,,,,,,,,,,,,,90.199997,,,90.199997,90.199997,70.0,,,,,124.800003,,,,124.800003,194.800003,285.0,0.0,84.0,,,-132.600006,,395.800018,347.200012,0.0,347.200012,632.200012,
09/30/1996,658.599976,156.3,145.0,11.3,67.800003,,,58.0,,,,,23.4,,,,,,,305.5,121.099998,265.600006,-144.5,10.6,,,221.399994,,,,,221.399994,353.099993,,108.599998,108.599998,,,,0.0,,,,,,0.0,,,0.0,108.599998,70.0,,,,,125.300003,,,,125.300003,195.300003,303.900002,0.0,84.5,,,-142.5,,412.700012,354.700012,0.0,354.700012,658.600014,
12/31/1996,673.700012,169.400003,152.300003,17.1,53.599998,,,45.0,,,,,32.799999,,,,,,,300.799988,127.699997,269.299988,-141.600006,10.8,,,234.399994,,,,,234.399994,372.899991,,11.9,11.9,,,,0.0,,,,,,93.6,,,93.6,105.5,70.0,,,,,127.599998,,,,127.599998,197.599998,303.099998,0.0,85.599998,,,-142.5,,427.5,370.599998,0.0,370.599998,673.699996,
03/31/1997,647.599976,113.900003,98.300003,15.6,32.799999,,,106.400002,,,,,15.4,,,,,,,268.5,129.100006,270.100006,-141.0,10.6,,,239.399994,,,,,239.399994,379.1,,,,,,,,,,,,,86.400002,,,86.400002,86.400002,70.0,,,,,122.199997,,,,122.199997,192.199997,278.599998,0.0,86.400002,,,-142.899994,,425.5,369.000008,0.0,369.000008,647.600006,
06/30/1997,654.700012,61.5,61.5,0.0,61.799999,,,107.300003,,,,,18.1,,,,,,,248.699997,129.399994,272.0,-142.600006,11.9,,,264.700012,,,,,264.700012,406.000006,,,,,,,,,,,,,81.199997,,,81.199997,81.199997,70.0,,,,,124.900002,,,,124.900002,194.900002,276.099998,0.0,84.099998,,,-143.199997,,437.699997,378.599998,0.0,378.599998,654.699997,
09/30/1997,680.599976,86.400002,86.400002,0.0,71.800003,,,78.400002,,,,,14.5,,,,,,,251.100006,133.800003,277.0,-143.199997,10.7,,,285.0,,,,,285.0,429.500003,,,,,,,,,,,,,90.199997,,,90.199997,90.199997,70.0,,,,,123.699997,,,,123.699997,193.699997,283.899994,0.0,85.900002,,,-143.100006,,453.899994,396.699989,0.0,396.699989,680.599983,
12/31/1997,694.299988,115.900002,115.900002,0.0,55.5,,,61.400002,,,,,33.0,,,,,,,265.799988,134.0,272.299988,-138.300003,8.3,,,286.200012,,,,,286.200012,428.500012,,13.4,13.4,,,,0.0,,,,,,78.400003,,,78.400003,91.800003,70.0,,,,,125.099998,,,,125.099998,195.099998,286.900002,0.0,86.599998,,,-146.199997,,466.999985,407.399986,0.0,407.399986,694.299988,
03/31/1998,674.599976,58.599998,58.599998,0.0,45.200001,,,118.699997,,,,,14.4,,,,,,,236.899994,132.600006,188.899994,-56.299999,,,,305.100006,,,,,305.100006,437.700012,,,,,,,,,,,,,72.199997,,,72.199997,72.199997,70.0,,,,,126.5,,,,126.5,196.5,268.699997,0.0,89.199997,,,-146.199997,,462.900009,405.900009,0.0,405.900009,674.600006,
06/30/1998,690.599976,71.699997,71.699997,0.0,73.199997,,,87.5,,,,,16.6,,,,,,,249.0,134.600006,192.800003,-58.200001,,,,307.0,,,,,307.0,441.600006,,,,,,,,,,,,,78.0,,,78.0,78.0,70.0,,,,,126.599998,,,,126.599998,196.599998,274.599998,0.0,90.099998,,,-147.699997,,473.599991,415.999992,0.0,415.999992,690.599991,
09/30/1998,702.599976,115.5,115.5,0.0,68.900002,,,54.700001,13.4,0.0,41.299999,,15.0,,,,,,,254.100006,146.0,205.899994,-59.900002,,,,302.5,0.0,,,,302.5,448.5,,,,,,,,,,,,,87.0,,,87.0,87.0,70.0,,,,,124.900002,,,,124.900002,194.900002,281.900002,0.0,86.099998,,,-155.800003,,490.400009,420.700005,0.0,420.700005,702.600006,
12/31/1998,723.5,130.300003,130.300003,0.0,42.400002,,,59.599998,16.200001,0.0,43.400002,0.0,27.6,,,,,,,259.899994,150.0,210.899994,-60.900002,74.800003,,,238.800003,0.0,,,,238.800003,463.600006,,14.8,14.8,,,,0.0,,,,,,74.399997,,,74.399997,89.199997,70.0,,,,,126.699997,,,,126.699997,196.699997,285.899994,0.0,87.699997,,,-155.899994,,505.799988,437.599991,0.0,437.599991,723.499985,
03/31/1999,707.200012,66.900002,66.900002,0.0,21.0,21.0,,141.600006,14.7,0.0,126.900002,0.0,12.5,,,,,,,242.0,153.399994,216.399994,-63.0,,,,311.799988,,,,,311.799988,465.199982,,,,,,,,,,,,,76.599998,,,76.599998,76.599998,70.0,,,,,125.400002,,,,125.400002,195.400002,272.0,0.0,86.300003,,,-154.600006,511.700012,-8.200012,435.199997,0.0,435.199997,707.199997,
06/30/1999,715.299988,23.700001,23.700001,0.0,54.099998,54.099998,,158.600006,13.5,0.0,145.100006,0.0,11.6,,,,,,,248.0,155.5,220.800003,-65.300003,,,,311.799988,,,,,311.799988,467.299988,,,,,,,,,,,,,79.599998,,,79.599998,79.599998,70.0,,,,,126.0,,,,126.0,196.0,275.599998,0.0,85.900002,,,-154.5,515.299988,-7.0,439.699989,0.0,439.699989,715.299988,
09/30/1999,688.599976,33.099998,33.099998,0.0,47.0,47.0,,126.599998,14.2,0.0,112.400002,0.0,16.4,,,,,,,223.100006,154.100006,222.199203,-68.099998,,,,311.399994,,,,,311.399994,465.5,,,,,,,,,,,,,77.099998,,,77.099998,77.099998,70.0,,,,,122.800003,,,,122.800003,192.800003,269.900002,0.0,84.400002,,,-159.5,500.399994,-6.600006,418.699989,0.0,418.699989,688.599991,
12/31/1999,679.700012,67.599998,67.599998,0.0,66.0,66.0,,52.599998,16.0,0.0,36.599998,0.0,30.9,,,,,,,217.100006,153.899994,224.0,-70.099998,0.0,,,308.700012,,,,,308.700012,462.600006,,9.5,9.5,,,,0.0,,,,,,64.199997,,,64.199997,73.699997,70.0,,,,,128.699997,,,,128.699997,198.699997,272.399994,0.0,83.900002,,,-171.5,501.299988,-6.399994,407.299995,0.0,407.299995,679.699989,
03/31/2000,663.299988,35.299999,35.299999,0.0,37.700001,37.700001,,117.699997,15.0,0.0,102.699997,0.0,16.4,,,,,,,207.100006,151.600006,224.800003,-73.199997,0.0,,,304.600006,0.0,,,,304.600006,456.200012,,,,,,,,,,,,,129.600006,,,129.600006,129.600006,6.0,,,,,128.0,,,,128.0,134.0,263.600006,0.0,84.099998,,,-169.899994,493.799988,-8.299988,399.700005,0.0,399.700005,663.300011,
06/30/2000,683.700012,23.5,23.5,0.0,67.099998,67.099998,,106.400002,15.1,0.0,91.300003,0.0,31.700001,,,,,,,228.699997,150.0,226.399994,-76.400002,0.0,,,305.0,0.0,,,,305.0,455.0,,,,,,,,,,,,,79.900002,,,79.900002,79.900002,70.0,,,,,126.699997,,,,126.699997,196.699997,276.599998,0.0,84.199997,,,-175.300003,500.799988,-2.599991,407.099991,0.0,407.099991,683.699989,
09/30/2000,686.099976,49.599998,49.599998,0.0,71.800003,,,88.599998,15.6,0.0,73.0,0.0,21.1,,,,,,,231.100006,150.100006,229.399994,-79.300003,0.0,,,304.899994,0.0,,,,304.899994,455.0,,,,,,,,,,,,,85.5,,,85.5,85.5,70.0,,,,,125.900002,,,,125.900002,195.900002,281.400002,0.0,83.900002,,,-180.300003,,501.099991,404.699989,0.0,404.699989,686.099991,
12/31/2000,727.799988,29.9,29.9,0.0,46.299999,,,113.199997,22.4,0.0,90.800003,0.0,58.599998,,,,,,,248.0,272.700012,356.899994,-84.199997,0.0,,,207.100006,,3.0,,,207.100006,479.800018,,12.4,12.4,,,,0.0,0.0,0.0,0.0,,,89.799997,,,89.799997,102.199997,70.0,66.0,4.0,4.0,,129.699997,,,,129.699997,199.699997,301.899994,0.0,84.099998,,,-183.800003,,501.699997,401.999992,23.9,425.899992,727.799986,
03/31/2001,765.900024,55.5,55.5,0.0,6.4,6.4,,183.199997,21.9,0.0,161.300003,0.0,47.599998,,,,,,,292.700012,276.200012,364.0,-87.800003,0.0,,,197.0,0.0,,,,197.0,473.200012,,88.800003,88.800003,,,,0.0,0.0,0.0,0.0,,,65.0,,,65.0,153.800003,70.0,,,,,122.699997,,,,122.699997,192.699997,346.5,0.0,86.099998,,,-183.300003,493.100006,-4.400009,391.499992,27.9,419.399992,765.899992,
06/30/2001,781.200012,55.5,55.5,0.0,32.400002,,,175.699997,23.700001,0.0,152.0,0.0,50.700001,,,,,,,314.299988,273.200012,364.799988,-91.599998,0.0,,,193.699997,,,,,193.699997,466.900009,,84.400002,84.400002,,,,0.0,0.0,0.0,0.0,,,99.999992,,,99.999992,184.399994,70.0,,,,,123.400002,,,,123.400002,193.400002,377.799995,0.0,85.800003,,,-183.100006,,472.899994,375.599991,27.799999,403.39999,781.199986,
09/30/2001,795.299988,101.199997,101.199997,0.0,28.299999,,,150.600006,22.799999,0.0,127.800003,0.0,49.5,,,,,,,329.600006,264.299988,359.600006,-95.300003,0.0,,,201.399994,,,,,201.399994,465.699982,,93.300003,93.300003,,,,0.0,0.0,0.0,0.0,,,100.0,,,100.0,193.300003,70.0,,,,,123.0,,,,123.0,193.0,386.300003,0.0,83.199997,,,-183.199997,,481.900009,381.900009,27.1,409.00001,795.300013,
12/31/2001,825.0,183.800003,183.800003,0.0,19.9,,,113.800003,29.0,0.0,84.800003,0.0,45.200001,,,,,,,362.700012,260.299988,358.0,-97.699997,0.0,,,202.0,,,,,202.0,462.299988,,100.0,100.0,,,,0.0,0.0,0.0,0.0,,,89.800003,,,89.800003,189.800003,70.0,,,,,165.100006,,,,165.100006,235.100006,424.900009,0.0,83.0,,,-183.300003,,474.500015,374.200012,25.9,400.100012,825.000021,
03/31/2002,889.200012,142.100006,142.100006,0.0,9.9,9.9,,176.100006,49.799999,0.0,126.300003,0.0,50.700001,,,,,,,378.799988,396.600006,498.100006,-101.5,0.0,,,113.800003,0.0,,,,113.800003,510.400009,,105.900002,105.900002,,,,100.0,100.0,0.0,0.0,,,8.900002,,,8.900002,214.800003,70.0,,,,,187.199997,,,,187.199997,257.199997,472.0,0.0,86.800003,,,-183.199997,463.899994,-4.900009,362.599991,54.599998,417.199989,889.199989,
06/30/2002,883.9,143.2,143.2,0.0,25.3,25.3,,167.6,49.5,0.0,118.1,0.0,24.8,,,,,,,360.9,392.7,499.7,-107.0,0.0,,,130.3,0.0,,,,130.3,523.0,,99.7,99.7,,,,100.0,100.0,0.0,0.0,,,25.1,,,25.1,224.8,70.0,,,,,172.9,,,,172.9,242.9,467.7,0.0,88.5,,,-182.2,288.4,169.6,364.3,51.9,416.2,883.9,
09/30/2002,792.900024,185.5,185.5,0.0,31.4,22.0,,154.899994,55.799999,0.0,99.099998,0.0,17.200001,,,,,,,389.0,278.200012,382.799988,-104.599998,0.0,,,125.699997,0.0,0.0,0.0,,125.699997,403.900009,,137.300003,137.300003,,,,100.0,100.0,0.0,0.0,,,8.699997,,,8.699997,246.0,70.0,70.0,0.0,0.0,,179.0,,,,179.0,249.0,495.0,0.0,88.599998,,,-182.199997,372.299988,-6.499985,272.200005,25.700001,297.900005,792.900005,
12/31/2002,730.099976,61.799999,61.799999,0.0,23.1,,,184.399994,73.199997,0.0,111.199997,0.0,31.200001,,,,,,,300.5,278.899994,390.799988,-111.900002,63.900002,,,86.800003,0.0,0.0,0.0,,86.800003,429.599998,,68.900002,68.900002,,,,20.0,20.0,0.0,0.0,,,115.900002,,,115.900002,204.800003,35.0,35.0,0.0,0.0,,391.100006,,,,391.100006,426.100006,630.900009,0.0,86.5,,,-182.199997,,174.999997,79.3,19.9,99.2,730.100009,
03/31/2003,728.9,53.9,53.9,0.0,10.8,4.7,,215.5,66.7,0.0,148.8,0.0,28.1,,,,,,,308.3,275.5,394.0,-118.5,65.0,,,80.1,0.0,0.0,0.0,,80.1,420.6,,59.7,59.7,,,,20.0,,,,,,121.1,,,121.1,200.8,35.0,,,,,393.0,,,,393.0,428.0,628.8,0.0,84.3,,,-179.1,290.6,-112.6,83.2,16.9,100.1,728.9,
06/30/2003,703.9,41.6,41.6,0.0,23.5,21.1,,191.4,66.8,0.0,124.6,0.0,29.5,,,,,,,286.0,274.4,398.2,-123.8,62.6,,,80.9,0.0,0.0,0.0,,80.9,417.9,,50.4,50.4,,,,15.0,,,,,,121.3,,,121.3,186.7,35.0,,,,,399.7,,,,399.7,434.7,621.4,0.0,83.2,,,-179.1,269.4,-111.8,61.7,20.8,82.5,703.9,
09/30/2003,723.1,67.6,67.6,0.0,17.8,8.8,,192.9,66.9,0.0,126.0,0.0,26.1,,,,,,,304.4,271.4,402.2,-130.8,63.1,,,84.2,0.0,0.0,0.0,,84.2,418.7,,55.4,55.4,,,,15.0,,,,,,144.1,,,144.1,214.5,35.0,,,,,397.5,,,,397.5,432.5,647.0,0.0,84.5,,,-178.5,264.6,-112.2,58.4,17.7,76.1,723.1,
12/31/2003,895.200012,67.800003,67.800003,0.0,15.4,,,202.800003,86.400002,0.0,116.400002,0.0,27.299999,,,,,,,313.299988,270.5,407.799988,-137.300003,63.799999,,,247.600006,0.0,0.0,0.0,,247.600006,581.900005,,64.699997,64.699997,,,,25.0,21.7,3.3,3.3,,,136.199997,,,136.199997,225.899994,0.0,-8.1,8.1,8.1,,421.0,,,,421.0,421.0,646.899994,0.0,91.099998,,,-173.600006,255.699997,54.900009,228.099998,20.200001,248.299999,895.199993,
03/31/2004,1018.700012,179.699997,179.699997,0.0,29.0,13.3,,205.5,78.800003,0.0,126.699997,0.0,31.299999,,,,,,,445.5,275.5,419.600006,-144.100006,251.199997,,,46.5,15.6,0.0,15.6,,30.9,573.199997,,74.199997,74.199997,,,,0.0,,,,,,116.900009,,,116.900009,191.100006,0.0,,,,,412.799988,,,,412.799988,412.799988,603.899994,172.5,87.5,,,-168.699997,254.0,47.399994,392.699997,22.1,414.799997,1018.699991,
06/30/2004,1019.0,197.899994,197.899994,0.0,56.700001,43.5,,207.800003,53.599998,23.4,130.800003,0.0,34.5,,,,,,,496.899994,275.700012,427.5,-151.800003,205.100006,,,41.299999,15.6,0.0,15.6,,25.699999,522.100018,,64.900002,64.900002,,,,0.0,,,,,,132.599998,,,132.599998,197.5,0.0,,,,,402.899994,,,,402.899994,402.899994,600.399994,172.5,87.599998,,,-168.399994,286.0,17.199997,394.900002,23.700001,418.600002,1018.999996,
09/30/2004,1092.0,265.6,265.6,0.0,88.7,65.4,,186.7,55.1,19.6,112.0,0.0,62.1,,,,,,,603.1,286.7,440.4,-153.7,159.0,,,43.2,15.6,0.0,15.6,,27.6,488.9,,78.9,78.9,,,,0.0,,,,,,163.4,,,163.4,242.3,0.0,,,,,366.8,,,,366.8,366.8,609.1,172.5,93.7,,,-168.1,372.1,-14.3,455.9,27.0,482.9,1092.0,
