Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
06/30/1989,,-2.863,0,0.0,1.653,,8.981001,18.405521,,,,,,,,,
09/30/1989,,-3.888,0,0.0,1.947,,9.534,20.421649,,,,,,,,,
12/31/1989,,-4.229,0,0.0,2.578,,10.837,23.788872,,,,,,,,,
03/31/1990,23.609901,-4.754,0,0.0,1.194,20.049901,10.537,11.331499,0.059551,1.752154,6.4345,13.010968,23.364026,19.804026,1.252806,,
06/30/1990,27.006751,-4.67,0,0.0,1.121,23.45775,10.957,10.230903,0.047788,1.949614,6.626483,13.267959,27.37125,23.82225,1.465743,,
09/30/1990,23.774839,-4.642,0,0.0,1.078,20.210839,11.144,9.673367,0.053338,1.570628,5.604781,11.764167,24.26044,20.69644,1.253463,,
12/31/1990,23.811118,-4.482,0,0.0,1.3,20.629118,11.64,11.168385,0.063018,1.53662,6.436542,15.580905,24.03952,20.85752,1.279405,,
03/31/1991,31.76775,-4.96,0,0.0,1.346,28.15375,11.787,11.41936,0.047809,2.115551,10.540528,35.060709,31.755938,28.141938,1.744779,,
06/30/1991,27.337499,-4.915,0,0.0,1.413,23.835499,12.122,11.656492,0.059281,1.702779,10.125531,40.884217,28.068751,24.566751,1.471327,,
09/30/1991,37.172999,-5.181,0,0.0,1.343,33.334999,12.648,10.618279,0.040288,2.222926,12.051699,34.905758,38.097001,34.259001,2.017694,,
12/31/1991,51.842999,-5.091,0,0.0,1.357,48.108999,13.562,10.005899,0.028207,2.792453,14.154531,29.268171,63.731249,59.997249,2.870922,,
04/01/1992,86.493187,-9.376094,0,0.0,2.019195,79.136288,16.797612,12.020727,0.025515,3.895564,16.766539,45.226318,80.950596,73.593697,4.117241,,
06/30/1992,54.543999,-9.727,0,0.0,1.487,46.303999,17.07,8.711189,0.032114,2.121559,8.182517,21.222999,58.523998,50.283998,2.546788,,
09/30/1992,56.677501,-9.459,0,0.0,1.925,49.143501,19.106,10.075369,0.039171,2.089216,7.695634,19.922093,55.93125,48.39725,2.438642,,
