Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1992,77.27684,-11.205656,0,0.0,1.540992,67.612176,19.861238,7.758791,0.022792,2.776539,8.904478,22.008792,85.900002,76.235338,3.281005,,
03/31/1993,119.886002,-14.945,0,0.0,7.877,112.818002,34.922002,22.555981,0.06982,4.843637,16.899042,39.15932,49.399999,42.332,2.293795,,
06/30/1993,42.745999,-11.143,0,0.0,1.823,33.425999,19.009,9.590194,0.054538,0.971319,4.994919,15.43926,101.554752,92.234752,1.612809,,
09/30/1993,48.853999,-9.759,0,0.0,1.647,40.741998,18.284,9.007876,0.040425,0.854667,4.974603,14.777656,119.040995,110.928994,2.032764,,
12/31/1993,37.655001,-9.644,0,0.0,1.418,29.429001,17.137001,8.274493,0.048184,0.50661,3.822941,22.725096,91.057501,82.831501,1.465393,,
03/31/1994,116.087497,-13.687,0,0.0,5.559,107.959497,12.046007,46.148072,0.051492,1.534758,17.163672,,113.946878,105.818878,2.17965,,
06/30/1994,62.822251,-3.625,0,0.0,4.902,64.099251,11.850002,41.367082,0.076475,0.903023,10.006127,,62.810439,64.087439,1.291352,,
09/30/1994,89.658565,-5.162,0,0.0,4.246,88.742565,12.523004,33.905602,0.047846,1.275678,15.920804,,90.872433,89.956433,1.809448,,
12/31/1994,85.520871,-7.785,0,0.0,3.641,81.376871,13.802003,26.380229,0.044742,1.143817,14.123025,,87.888876,83.744876,1.650334,,
03/31/1995,136.975875,-10.476,0,0.0,2.735,129.234875,14.819,18.456036,0.021163,1.772794,15.120495,36.230691,143.170875,135.429875,2.60933,,
06/30/1995,209.838625,-37.986999,0,0.0,2.593,174.444627,46.725999,5.549373,0.014864,2.237014,,45.894403,194.401495,159.007497,2.831709,,
09/30/1995,245.92188,-37.234001,0,0.0,1.983,210.670879,48.819002,4.061943,0.009413,2.483389,,47.988811,259.421885,224.170884,3.346319,,
12/31/1995,366.882861,-42.930001,0,0.0,1.381,325.33386,46.314998,2.981755,0.004245,3.473117,,,363.213371,321.66437,4.960265,,
03/31/1996,794.16721,-89.088998,0,0.0,0.654,705.732212,87.281007,0.749304,0.000927,6.78902,,163.819001,711.8295,623.394502,8.775363,,
06/30/1996,928.154981,-52.922002,0,0.0,0.151,875.383979,57.506003,0.262581,0.000172,6.142226,,64.032186,2185.206184,2132.435183,12.6735,,
09/30/1996,1370.459995,-55.068,0,0.0,0.031,1315.422994,63.506998,0.048814,2.4e-05,7.15067,,55.323339,2873.768538,2818.731537,16.377278,,
12/31/1996,3470.06638,-291.577988,0,0.0,3.466,3181.954392,266.770993,1.299242,0.001089,13.854945,,69.674274,3234.273916,2946.161928,18.138856,,
03/31/1997,1742.853729,-327.395004,0,0.0,3.751,1419.209725,333.859994,1.123525,0.002643,5.107496,,31.624434,1727.055,1403.410996,8.397492,,
06/30/1997,1464.351921,-222.762993,0,0.0,3.362,1244.950928,253.072007,1.328476,0.002701,4.393159,,33.856869,1436.913986,1217.512993,7.146758,,
09/30/1997,1403.375977,-291.577988,0,0.0,3.466,1115.263989,266.770993,1.299242,0.003108,3.815033,,58.092717,1395.839966,1107.727978,6.357606,,
12/31/1997,1005.823041,-285.736004,0,0.0,3.453,723.540037,276.242993,1.249986,0.004772,2.399873,,39.868858,1030.939043,748.656039,4.09131,,
03/31/1998,1156.67498,-289.469994,0,0.0,1.981,869.185987,289.156995,0.685095,0.002279,2.797779,22.214481,47.642293,1200.185982,912.696988,4.884439,,
06/30/1998,1322.510502,-243.102997,0,0.0,1.949,1081.356505,252.182993,0.772851,0.001802,3.301922,22.284524,43.875538,1416.099768,1174.945771,6.234615,,
09/30/1998,1423.766521,-213.768997,0,0.0,1.884,1211.881524,224.546994,0.839023,0.001555,3.490633,17.894417,27.253503,1509.930584,1298.045587,7.155232,,
12/31/1998,2265.829456,-221.406998,0,0.0,1.817,2046.239459,242.985976,0.74778,0.000888,5.471111,26.613594,36.558269,2418.230942,2198.640944,11.965893,,
03/31/1999,2307.885856,-259.830006,0,0.0,0.03,2048.08585,294.401979,0.01019,1.5e-05,4.973303,22.88722,28.96008,2506.244801,2246.444795,11.897101,,
06/30/1999,2870.305408,-270.245995,0,0.0,0.0,2600.059413,310.423981,0.0,0.0,5.826229,26.19153,32.410398,3099.550377,2829.304383,14.918179,,
09/30/1999,2557.219412,-266.431,0,0.0,0.0,2290.788412,304.174988,0.0,0.0,4.774734,20.808513,25.333573,2750.914818,2484.483818,13.115251,,
12/31/1999,4359.647358,-348.035995,0,25.253,0.0,4036.864363,376.861002,0.0,0.0,7.810862,33.344328,39.98677,4695.662178,4372.879183,22.743922,,
03/31/2000,6903.589211,-906.311005,0,24.475,500.0,6521.753206,980.782007,50.979728,0.076667,11.397881,47.225887,58.403587,7566.461781,7184.625776,36.134401,,
06/30/2000,8672.555926,-979.454987,0,22.587999,500.0,8215.688939,1028.210985,48.628152,0.060859,13.143756,55.404721,70.401284,9355.553523,8898.686535,44.020794,,
09/30/2000,13107.296648,-1020.366028,0,17.846001,500.0,12604.776621,1058.357002,47.243038,0.039668,18.417158,84.648652,112.993616,14281.398869,13778.878841,66.715235,,
12/31/2000,7410.585285,-1064.200989,0,12.981,500.0,6859.365296,1139.420972,43.881938,0.072893,9.101236,44.553774,63.29638,8010.689541,7459.469552,36.04122,,
03/31/2001,3584.790119,-1040.821014,0,0.0,500.0,3043.969105,1266.254028,39.486548,0.164259,3.735229,18.525994,32.280657,3761.633324,3220.812309,15.072138,,
06/30/2001,5658.582449,-984.33197,0,0.0,500.0,5174.250479,1230.55896,40.631942,0.096632,6.306747,33.201261,107.260583,5928.900542,5444.568572,25.649132,,
09/30/2001,1681.165842,-929.698975,0,0.0,500.0,1251.466868,1151.417969,43.424717,0.399531,1.570884,11.702295,,1769.584368,1339.885394,6.44654,,
12/31/2001,3790.643967,-958.628021,0,0.0,500.0,3332.015945,1157.296997,43.204121,0.150059,4.434658,46.792062,,3886.603569,3427.975548,17.140705,,
03/31/2002,3063.80162,-960.382965,0,0.0,500.0,2603.418655,1137.976013,43.937657,0.192055,3.774181,93.062334,,3192.831966,2732.449001,13.451301,,
06/30/2002,1585.851773,-1014.325989,0,0.0,500.0,1071.525784,1165.937988,42.883927,0.466624,1.607768,51.463711,,1617.870848,1103.544859,5.54732,,
09/30/2002,843.130107,-1000.30603,0,0.0,500.0,342.824077,1164.763,42.927188,1.458474,0.521601,6.156379,,841.924797,341.618767,1.75655,,
12/31/2002,2034.185419,-1045.148987,0,0.0,500.0,1489.036433,1203.479004,41.546217,0.335788,2.294267,19.917823,,2045.385711,1500.236725,7.605545,,
