Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2016,163461.0,9735.0,9735.0,0.0,10394.0,,,15698.0,,,,,7214.0,0.0,,,,7214.0,43041.0,32279.0,,,3010.0,3010.0,85131.0,71495.0,44304.0,27191.0,6679.0,4886.0,2071.0,120420.0,,18060.0,8930.0,483.0,,8647.0,2389.0,1348.0,,,,1041.0,0.0,,,0.0,20449.0,24897.0,24897.0,,,,34129.0,,20128.0,7649.0,6352.0,59026.0,79475.0,4000.0,59600.0,22.0,59578.0,0.0,27289.0,-8181.0,82708.0,1278.0,83986.0,163461.0,
12/31/2016,79511.0,6607.0,6607.0,0.0,4666.0,4666.0,,7363.0,853.0,1510.0,4230.0,770.0,5023.0,,17.0,,,4900.0,23659.0,23486.0,57438.0,-33952.0,2969.0,2969.0,29397.0,21298.0,15272.0,6026.0,3079.0,3747.0,1256.0,55852.0,,7216.0,4519.0,600.0,,2097.0,907.0,272.0,0.0,0.0,,635.0,4481.0,,217.0,4453.0,12604.0,20456.0,20456.0,0.0,0.0,,19222.0,,11375.0,923.0,6707.0,39678.0,52282.0,0.0,7369.0,3107.0,4262.0,-1659.0,30338.0,-10061.0,25987.0,1242.0,27229.0,79511.0,
03/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2017,197175.0,11703.0,8729.0,2974.0,11990.0,,,16149.0,,,,,11952.0,0.0,,3614.0,,8338.0,51794.0,36036.0,,,3046.0,3046.0,106299.0,94405.0,60681.0,33724.0,3157.0,5351.0,3386.0,145381.0,,11409.0,6896.0,696.0,0.0,3817.0,4908.0,3951.0,,,,957.0,7728.0,,,7728.0,24045.0,30728.0,30728.0,,,,37999.0,,18456.0,10291.0,9252.0,68727.0,92772.0,0.0,80956.0,23.0,80933.0,0.0,30742.0,-8882.0,102816.0,1587.0,104403.0,197175.0,
09/30/2017,198527.0,14974.0,13148.0,1826.0,11250.0,11250.0,,17255.0,1365.0,5221.0,9094.0,1575.0,11322.0,,39.0,3171.0,,7998.0,54801.0,36219.0,72227.0,-36008.0,2450.0,2450.0,105057.0,94118.0,60698.0,33420.0,1810.0,5650.0,3440.0,143726.0,,12239.0,7648.0,729.0,,3862.0,7082.0,5176.0,,,,1906.0,7957.0,,153.0,7665.0,27278.0,29819.0,29819.0,,,,36896.0,,18413.0,9125.0,9205.0,66715.0,93993.0,0.0,81139.0,23.0,81116.0,0.0,31366.0,-9559.0,102946.0,1588.0,104534.0,198527.0,
12/31/2017,192164.0,14394.0,13438.0,956.0,11314.0,11314.0,,16992.0,1267.0,4512.0,9701.0,1512.0,7193.0,,69.0,,,7101.0,49893.0,36247.0,73304.0,-37057.0,2564.0,2564.0,103460.0,92801.0,59527.0,33274.0,1869.0,5336.0,3385.0,142271.0,,15015.0,9134.0,843.0,,5038.0,4015.0,1948.0,0.0,0.0,,2067.0,7098.0,0.0,236.0,4309.0,26128.0,30056.0,30056.0,0.0,0.0,,34053.0,0.0,18581.0,6266.0,8970.0,64109.0,90237.0,0.0,81280.0,23.0,81257.0,-1000.0,29211.0,-9161.0,100330.0,1597.0,101927.0,192164.0,
03/31/2018,192441.0,10538.0,10281.0,257.0,14378.0,14378.0,0.0,17457.0,1390.0,3874.0,10726.0,1467.0,7360.0,,63.0,,,7296.0,49733.0,36076.0,74329.0,-38253.0,2633.0,2633.0,103999.0,93459.0,60493.0,32966.0,1754.0,5182.0,3541.0,142708.0,,14019.0,8754.0,889.0,,4376.0,5118.0,2411.0,,,,2707.0,7480.0,,35.0,7145.0,26617.0,29343.0,29343.0,,,,33557.0,,18225.0,6113.0,9184.0,62900.0,89517.0,0.0,81541.0,23.0,81518.0,-2000.0,29366.0,-7647.0,101260.0,1664.0,102924.0,192441.0,
06/30/2018,187367.0,9751.0,9244.0,507.0,15379.0,,,15630.0,1478.0,3542.0,9303.0,1307.0,7137.0,,107.0,,,6780.0,47897.0,35224.0,73664.0,-38440.0,2538.0,2538.0,101708.0,91506.0,59404.0,32102.0,1701.0,5214.0,3180.0,139470.0,,13519.0,7983.0,874.0,0.0,4662.0,7400.0,2794.0,,,,4606.0,7191.0,,10.0,6871.0,28110.0,26850.0,26850.0,,,,32525.0,,17694.0,5885.0,8936.0,59375.0,87485.0,0.0,81707.0,24.0,81683.0,-3000.0,30432.0,-10877.0,98262.0,1620.0,99882.0,187367.0,
09/30/2018,184453.0,7309.0,6939.0,370.0,14542.0,14542.0,,16441.0,1560.0,4194.0,9535.0,1152.0,7113.0,,158.0,0.0,,6748.0,45405.0,35228.0,74305.0,-39077.0,2712.0,2712.0,101108.0,90870.0,59362.0,31508.0,1642.0,5234.0,3204.0,139048.0,,13653.0,8631.0,701.0,,4321.0,7875.0,4757.0,,,,3118.0,6152.0,,19.0,5908.0,27680.0,27293.0,27293.0,,,,29736.0,,15288.0,5908.0,8521.0,57029.0,84709.0,0.0,81862.0,24.0,81838.0,-4000.0,30933.0,-10705.0,98090.0,1654.0,99744.0,184453.0,
12/31/2018,187855.0,8577.0,8548.0,29.0,3391.0,3391.0,0.0,4107.0,560.0,833.0,2495.0,219.0,110580.0,,0.0,,69434.0,268.0,126655.0,9917.0,14116.0,-4199.0,1773.0,1773.0,49510.0,49151.0,34496.0,14655.0,178.0,,181.0,61200.0,,2734.0,2619.0,115.0,,0.0,15.0,15.0,0.0,0.0,,,70563.0,0.0,,1052.0,73312.0,12624.0,12624.0,0.0,0.0,,6019.0,0.0,1343.0,3912.0,764.0,18643.0,91955.0,0.0,81984.0,8.0,81976.0,-5421.0,30257.0,-12528.0,94292.0,1608.0,95900.0,187855.0,
03/31/2019,189785.0,11662.0,11543.0,119.0,13963.0,13963.0,0.0,16604.0,1461.0,3561.0,10060.0,1522.0,7019.0,,55.0,,,6858.0,49248.0,38862.0,79245.0,-40383.0,2791.0,2791.0,98884.0,89415.0,58948.0,30467.0,1853.0,4687.0,2874.0,140537.0,,20778.0,8333.0,836.0,,11609.0,7694.0,2995.0,753.0,63.0,690.0,3946.0,108.0,,237.0,0.0,28580.0,37586.0,34534.0,3052.0,432.0,2620.0,29521.0,,15626.0,5229.0,8429.0,67107.0,95687.0,0.0,82149.0,24.0,82125.0,-7000.0,29764.0,-12469.0,92444.0,1654.0,94098.0,189785.0,
06/30/2019,70843.0,1669.0,1661.0,8.0,4214.0,4214.0,,4390.0,623.0,888.0,2645.0,234.0,350.0,,,,,339.0,10623.0,10345.0,15012.0,-4667.0,29.0,29.0,49846.0,47480.0,33330.0,14150.0,219.0,1653.0,494.0,60220.0,,4686.0,3020.0,164.0,,1502.0,1765.0,1615.0,145.0,1.0,144.0,5.0,6.0,,,0.0,6457.0,16002.0,15606.0,396.0,2.0,394.0,5808.0,,1102.0,3662.0,1044.0,21810.0,28267.0,0.0,51136.0,7.0,51129.0,0.0,-8299.0,-831.0,42006.0,570.0,42576.0,70843.0,
09/30/2019,70119.0,2113.0,2107.0,6.0,3962.0,3962.0,,4306.0,604.0,874.0,2600.0,228.0,307.0,,,,,299.0,10688.0,10303.0,15125.0,-4822.0,1698.0,1698.0,47430.0,46704.0,32935.0,13769.0,231.0,,495.0,59431.0,,4464.0,2944.0,148.0,,1372.0,2137.0,1970.0,163.0,1.0,162.0,4.0,15.0,,,0.0,6616.0,16047.0,15608.0,439.0,2.0,437.0,5544.0,,1050.0,3474.0,1020.0,21591.0,28207.0,0.0,51162.0,7.0,51155.0,0.0,-8289.0,-1529.0,41344.0,568.0,41912.0,70119.0,
12/31/2019,69396.0,1540.0,1540.0,0.0,3802.0,3802.0,0.0,4319.0,599.0,855.0,2621.0,244.0,338.0,,,,0.0,332.0,9999.0,10699.0,15668.0,-4969.0,1228.0,1228.0,47470.0,46744.0,33151.0,13593.0,236.0,,490.0,59397.0,,4302.0,2934.0,240.0,,1128.0,3968.0,1829.0,139.0,1.0,138.0,2000.0,76.0,0.0,,0.0,8346.0,14033.0,13615.0,418.0,2.0,416.0,5461.0,0.0,1172.0,3514.0,775.0,19494.0,27840.0,0.0,50803.0,7.0,50796.0,0.0,-8400.0,-1416.0,40987.0,569.0,41556.0,69396.0,
03/31/2020,67987.0,1748.0,1748.0,0.0,3869.0,3869.0,0.0,4410.0,589.0,858.0,2731.0,232.0,365.0,,,,,353.0,10392.0,10501.0,15690.0,-5189.0,24.0,24.0,47070.0,45151.0,32317.0,12834.0,210.0,1227.0,482.0,57595.0,,4466.0,2846.0,340.0,,1280.0,4068.0,0.0,143.0,,143.0,3925.0,11.0,,,0.0,8545.0,14062.0,13618.0,444.0,,444.0,5263.0,,1155.0,3314.0,794.0,19325.0,27870.0,0.0,50612.0,7.0,50605.0,0.0,-9251.0,-1810.0,39551.0,566.0,40117.0,67987.0,
06/30/2020,66753.0,3737.0,3737.0,0.0,3615.0,3615.0,,4307.0,582.0,821.0,2671.0,233.0,327.0,,,,,324.0,11986.0,10485.0,15951.0,-5466.0,24.0,24.0,44258.0,42367.0,30018.0,12349.0,195.0,1212.0,484.0,54767.0,,4280.0,2632.0,323.0,,1325.0,3707.0,0.0,148.0,,148.0,3559.0,23.0,,,0.0,8010.0,16039.0,15608.0,431.0,,431.0,5127.0,,1166.0,3174.0,787.0,21166.0,29176.0,0.0,50198.0,7.0,50191.0,0.0,-11728.0,-1465.0,37005.0,572.0,37577.0,66753.0,
