Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/20/1993,741.133972,90.808998,90.808998,0.0,10.369,,,269.662994,,,,,25.278999,,,396.119995,324.497986,404.377991,-79.879997,0.0,20.516001,,,,,20.516001,345.013987,,220.147995,220.147995,,,,11.672,,,,,,74.587018,,,,74.587018,306.407013,4.248,,,,,9.373,,,,,9.373,13.621,320.028013,0.0,,,,0.0,,421.105988,421.105988,0.0,421.105988,741.134001,
02/12/1994,766.379028,60.685001,60.685001,0.0,7.692,,,292.428009,,,,,30.274,,,391.07901,355.184998,439.295013,-84.110001,0.0,20.115,,,,,20.115,375.299997,,204.233002,204.233002,,,,0.205,,,,,,99.892992,,,,99.892992,304.330994,4.213,,,,,9.383,,,,,9.383,13.596,317.926994,0.0,,,,0.0,,448.451996,448.451996,0.0,448.451996,766.37899,
05/07/1994,845.934021,73.573997,73.573997,0.0,8.011,,,321.10199,,,,,35.604,,,438.290985,387.648987,478.878998,-91.230003,0.0,19.993999,,,,,19.993999,407.642986,,241.356995,241.356995,,,,0.205,,,,,,111.205004,,,,111.205004,352.766998,4.115,,,,,10.583,,,,,10.583,14.698,367.464998,0.0,,,,0.0,,478.468994,478.468994,0.0,478.468994,845.933992,
08/27/1994,882.10199,56.236,56.236,0.0,7.135,,,334.063995,,,,,26.966999,,,424.402008,436.076996,538.960022,-102.883003,0.0,21.622999,,,,,21.622999,457.699995,,242.848999,242.848999,,,,9.512,,,,,,86.667993,,,,86.667993,339.028992,4.025,,,,,10.671,,,,,10.671,14.696,353.724991,0.0,180.544006,,,0.0,,347.833008,528.377014,0.0,528.377014,882.102005,
11/19/1994,937.414978,46.160999,46.160999,0.0,8.558,,,349.802002,,,,,29.162001,,,433.683014,482.23999,593.833008,-111.593002,0.0,21.492001,,,,,21.492001,503.731991,,249.490005,249.490005,,,,0.227,,,,,,112.649999,,,,112.649999,362.367004,3.975,,,,,11.41,,,,,11.41,15.385,377.752004,0.0,,,,0.0,,559.663025,559.663025,0.0,559.663025,937.415029,
02/11/1995,967.72998,7.905,7.905,0.0,7.721,,,375.433014,,,,,30.608,,,421.666992,524.346008,644.778992,-120.432999,0.0,21.716999,,,,,21.716999,546.063007,,242.098999,242.098999,,,,0.227,,,,,,108.663991,,,,108.663991,350.98999,18.93,,,,,10.931,,,,,10.931,29.861,380.85099,0.0,,,,0.0,,586.879028,586.879028,0.0,586.879028,967.730019,
05/06/1995,1022.536011,2.474,2.474,0.0,7.246,,,378.815002,,,,,37.561001,,,426.096008,573.682007,704.22699,-130.544998,0.0,22.757999,,,,,22.757999,596.440006,,252.796997,252.796997,,,,2.848,,,,,,117.355003,,,,117.355003,373.0,16.605,,,,,10.451,,,,,10.451,27.056,400.056,0.0,,,,0.0,,622.47998,622.47998,0.0,622.47998,1022.53598,
08/26/1995,1111.777954,6.411,6.411,0.0,9.69,,,395.751007,,,,,35.970001,,,447.821991,644.208008,792.356018,-148.147995,0.0,19.747999,,,,,19.747999,663.956007,,300.578003,300.578003,,,,13.503,,,,,,103.468008,,,,103.468008,417.549011,0.0,,,,,9.519,,,,,9.519,9.519,427.068011,0.0,198.095993,,,0.0,,486.614014,684.710007,0.0,684.710007,1111.778018,
11/18/1995,1196.277954,2.894,2.894,0.0,8.942,,,422.505005,,,,,41.487999,,,475.82901,700.778015,861.484009,-160.705994,0.0,19.671,,,,,19.671,720.449015,,319.395996,319.395996,,,,18.462,,,,,,126.355993,,,,126.355993,464.213989,0.0,,,,,9.027,,,,,9.027,9.027,473.24099,0.0,,,,0.0,,723.036987,723.036987,0.0,723.036987,1196.277977,
02/10/1996,1292.254028,3.007,3.007,0.0,10.249,,,488.053986,,,,,31.827,,,533.137024,739.049011,907.538025,-168.488998,0.0,20.068001,,,,,20.068001,759.117012,,335.682007,335.682007,,,,84.375,,,,,,107.61499,,,,107.61499,527.671997,0.0,,,,,11.774,,,,,11.774,11.774,539.445997,0.0,,,,0.0,,752.807983,752.807983,0.0,752.807983,1292.253981,
05/04/1996,1404.008057,4.782,4.782,0.0,15.083,,,531.255005,,,,,41.571999,,,592.692017,787.638977,964.254028,-176.615005,0.0,23.677,,,,,23.677,811.315977,,376.769012,376.769012,,,,97.775002,,,,,,115.21801,,,,115.21801,589.762024,0.0,,,,,19.371,,,,,19.371,19.371,609.133024,0.0,,,,0.0,,794.875,794.875,0.0,794.875,1404.008024,
08/31/1996,1498.396973,3.904,3.904,0.0,15.466,,,555.893982,,,,,37.833,,,613.096985,862.874023,1061.166016,-198.292007,0.0,22.426001,,,,,22.426001,885.300024,,381.303986,381.303986,,,,94.400002,,,,,,137.174003,,,,137.174003,612.877991,0.0,,,,,19.937,,,,,19.937,19.937,632.814991,0.0,236.748001,,,0.0,,628.833984,865.581985,0.0,865.581985,1498.396976,
11/23/1996,1600.410034,3.878,3.878,0.0,18.280001,,,610.47998,,,,,44.078999,,,676.71698,899.750977,1115.281982,-215.531006,0.0,23.941999,,,,,23.941999,923.692976,,417.337006,417.337006,,,,0.0,,,,,,123.796967,,,,123.796967,541.133972,133.0,,,,,19.788,,,,,19.788,152.788,693.921972,0.0,,,,0.0,,906.487976,906.487976,0.0,906.487976,1600.409948,
02/15/1997,1684.615967,4.636,4.636,0.0,20.987,,,664.219971,,,,,41.237999,,,731.080994,931.067993,1164.331055,-233.263,0.0,22.466999,,,,,22.466999,953.534992,,390.609985,390.609985,,,,0.0,,,,,,118.538025,,,,118.538025,509.14801,215.899994,,,,,19.27,,,,,19.27,235.169994,744.318005,0.0,,,,0.0,,940.297974,940.297974,0.0,940.297974,1684.615978,
05/10/1997,1827.034058,4.838,4.838,0.0,22.434999,,,750.56897,,,,,46.341999,,,824.184021,980.143982,1224.666016,-244.522003,0.0,22.705999,,,,,22.705999,1002.849981,,467.799011,467.799011,,,,0.0,,,,,,141.255005,,,,141.255005,609.054016,209.699997,,,,,17.752001,,,,,17.752001,227.451998,836.506014,0.0,,,,0.0,,990.528015,990.528015,0.0,990.528015,1827.034029,
08/30/1997,1884.016968,4.668,4.668,0.0,18.712999,,,709.445984,,,,,45.974998,,,778.802002,1081.128052,1336.911011,-255.783005,0.0,24.087,,,,,24.087,1105.215052,,449.792999,449.792999,,,,0.0,,,,,,142.659027,,,,142.659027,592.452026,198.399994,,,,,17.957001,,,,,17.957001,216.356995,808.809021,0.0,251.365997,,,0.0,,823.84198,1075.207977,0.0,1075.207977,1884.016998,
11/22/1997,1954.275024,4.365,4.365,0.0,22.384001,,,724.859009,,,724.859009,,45.314999,,,796.923035,1132.020996,1419.666992,-287.645996,0.0,25.330999,16.427999,,,,8.903,1157.351995,,465.273987,465.273987,,,,0.0,,,,,,137.627991,,,,137.627991,602.901978,203.0,,,,,16.607,,,,,16.607,219.607,822.508978,0.0,,,,0.0,,1131.765991,1131.765991,0.0,1131.765991,1954.274969,
02/14/1998,1980.800049,4.803,4.803,0.0,19.702999,,,719.80603,,,719.80603,,42.976002,,,787.288025,1166.929077,1463.404053,-296.475006,0.0,26.583,16.285999,,,,10.297001,1193.512077,,399.178986,399.178986,,,,0.0,,,,,,134.139008,,,,134.139008,533.317993,263.799988,,,,,15.103,,,,,15.103,278.902987,812.220981,0.0,,,,0.0,,1168.578979,1168.578979,0.0,1168.578979,1980.79996,
05/09/1998,2210.687988,5.869,5.869,0.0,19.304001,,,768.539978,,,768.539978,,59.566002,,,853.278992,1243.588013,1569.967041,-326.378998,0.0,113.820999,55.733002,,,,58.087997,1357.409012,,466.118988,466.118988,,,,0.0,,,,,,168.519989,,,,168.519989,634.638977,338.0,,,,,13.325,,,,,13.325,351.325,985.963977,0.0,,,,0.0,,1224.723999,1224.723999,0.0,1224.723999,2210.687976,
08/29/1998,2748.113037,6.631,6.631,0.0,42.251999,,,966.559998,,,966.559998,,101.647003,,,1117.089966,1427.505981,1778.484985,-350.979004,0.0,203.516998,181.315002,,,,22.201996,1631.02298,,683.372009,683.372009,,,,0.0,,,,,,176.45697,,,,176.45697,859.828979,545.067017,,,,,41.16,,,,,41.16,586.227016,1446.055996,0.0,279.058014,,,-28.746,,1051.745024,1302.057037,0.0,1302.057037,2748.113033,
11/21/1998,2940.247,7.06,7.06,0.0,39.735,39.735,,1004.976,,,,,86.25,,,1138.021,1574.537,1941.23,-366.693,0.0,227.689,180.245,180.245,0.0,,47.444,1802.226,,659.926,659.926,,,,0.0,,,,,,194.457,,,,194.457,854.383,745.091,,,,,37.17,,,,,37.17,782.261,1636.644,0.0,,,,,,1303.603,1303.603,0.0,1303.603,2940.247,
02/13/1999,3094.332,6.32,6.32,0.0,39.997,39.997,,995.825,,,,,102.946,,,1145.088,1600.201,1995.7,-395.499,0.0,349.043,280.844,280.844,0.0,,68.199,1949.244,,634.917,634.917,,,,0.0,,,,,,210.453,,,,210.453,845.37,839.427,,,,,90.281,,,,,90.281,929.708,1775.078,0.0,,,,,,1319.254,1319.254,0.0,1319.254,3094.332,
05/08/1999,3230.51,5.754,5.754,0.0,36.238,36.238,,1091.521,,,,,103.364,,,1236.877,1581.665,1997.466,-415.801,0.0,411.968,313.374,313.374,0.0,,98.594,1993.633,,714.613,714.613,,,,0.0,,,,,,262.992,,,,262.992,977.605,845.717,,,,,80.705,,,,,80.705,926.422,1904.027,0.0,,,,,,1326.483,1326.483,0.0,1326.483,3230.51,
08/28/1999,3284.76709,5.918,5.918,0.0,25.917,,,1129.692993,0.0,0.0,1129.692993,0.0,63.556,,,1225.083984,1638.485962,2089.052002,-450.56601,0.0,421.196991,337.260986,,,,83.936005,2059.682953,,757.447021,757.447021,,,,0.0,,,,,,243.106995,,,,243.106995,1000.554016,888.340027,,,,,72.071999,,,,,72.071999,960.412025,1960.966042,0.0,290.623993,,,-263.347992,,1296.524994,1323.800995,0.0,1323.800995,3284.767036,
11/20/1999,3366.511,6.725,6.725,0.0,33.216,33.216,,1180.834,,,,,55.323,,,1276.098,1675.683,2159.057,-483.374,0.0,414.73,335.226,335.226,0.0,,79.504,2090.413,,730.541,730.541,,,,0.0,,,,,,260.237,,,,260.237,990.778,1082.564,,,,,67.627,,,,,67.627,1150.191,2140.969,0.0,,,,,,1225.542,1225.542,0.0,1225.542,3366.511,
02/12/2000,3344.331,6.836,6.836,0.0,18.923,18.923,,1147.429,,,,,57.947,,,1231.135,1699.86,2200.535,-500.675,0.0,413.336,333.247,333.247,0.0,,80.089,2113.196,,691.236,691.236,,,,48.09,,,,,,263.094,,,,263.094,1002.42,1074.181,,,,,67.56,,,,,67.56,1141.741,2144.161,0.0,,,,,,1200.17,1200.17,0.0,1200.17,3344.331,
05/06/2000,3342.809,6.821,6.821,0.0,18.006,18.006,,1133.182,,,,,50.33,,,1208.339,1720.274,2248.057,-527.783,0.0,414.196,331.212,331.212,0.0,,82.984,2134.47,,659.019,659.019,,,,0.0,,,,,,260.151,,,,260.151,919.17,1215.411,,,,,62.656,,,,,62.656,1278.067,2197.237,0.0,,,,,,1145.572,1145.572,0.0,1145.572,3342.809,
08/26/2000,3333.218,6.969,6.969,0.0,21.407,21.407,,1108.978,,,,,49.426,,,1186.78,1758.44,2320.376,-561.936,,387.998,324.494,324.494,0.0,,63.504,2146.438,,788.825,788.825,,,,0.0,,,,,,245.719,,,,245.719,1034.544,1249.937,,,,,56.558,,,,,56.558,1306.495,2341.039,0.0,303.444,,,-870.915,1564.118,-4.468,992.179,0.0,992.179,3333.218,
11/18/2000,3409.708,7.041,7.041,0.0,24.772,24.772,,1179.999,,,,,44.546,,,1256.358,1749.414,2339.83,-590.416,0.0,403.936,324.47,324.47,0.0,,79.466,2153.35,,791.611,791.611,,,,0.0,,,,,,255.763,,,,255.763,1047.374,1408.378,,,,,58.105,,,,,58.105,1466.483,2513.857,0.0,,,,,,895.851,895.851,0.0,895.851,3409.708,
02/10/2001,3391.125,7.11,7.11,0.0,22.984,22.984,,1159.161,,,,,49.137,,,1238.392,1756.108,2371.747,-615.639,0.0,396.625,322.446,322.446,0.0,,74.179,2152.733,,659.284,659.284,,,,0.0,,,,,,277.879,,,,277.879,937.163,1520.045,,,,,55.344,,,,,55.344,1575.389,2512.552,0.0,,,,,,878.573,878.573,0.0,878.573,3391.125,
05/05/2001,3447.166,7.188,7.188,0.0,22.581,22.581,,1214.942,,,,,48.905,,,1293.616,1770.31,2414.098,-643.788,0.0,383.24,320.424,320.424,0.0,,62.816,2153.55,,782.007,782.007,,,,0.0,,,,,,329.814,,,,329.814,1111.821,1392.729,,,,,52.97,,,,,52.97,1445.699,2557.52,0.0,,,,,,889.646,889.646,0.0,889.646,3447.166,
08/25/2001,3432.511963,7.286,7.286,0.0,19.135,,,1242.895996,0.0,0.0,1242.895996,0.0,59.194,,,1328.510986,1710.743042,2372.611084,-661.867981,0.0,393.257996,305.390015,305.390015,0.0,,87.867981,2104.001038,,945.666016,945.666016,,,,0.0,0.0,0.0,0.0,,,320.988037,,,,320.988037,1266.654053,1225.401978,1225.401978,0.0,0.0,,74.242996,,,,,74.242996,1299.644974,2566.299027,0.0,296.824005,,,-248.587997,,817.976974,866.212982,0.0,866.212982,3432.512009,
11/17/2001,3504.852,7.285,7.285,0.0,31.11,31.11,,1325.437,,,,,52.551,,,1416.383,1698.124,2386.253,-688.129,0.0,390.345,305.39,305.39,0.0,,84.955,2088.469,,894.928,894.928,,,,0.0,,,,,,346.842,,,,346.842,1241.77,1280.642,,,,,72.172,,,,,72.172,1352.814,2594.584,0.0,,,,,,910.268,910.268,0.0,910.268,3504.852,
02/09/2002,3421.448,7.228,7.228,0.0,17.959,17.959,,1273.42,,,,,51.405,,,1350.012,1682.335,2392.543,-710.208,0.0,389.101,305.39,305.39,0.0,,83.711,2071.436,,838.092,838.092,,,,0.0,,,,,,368.489,,,,368.489,1206.581,1251.942,,,,,71.325,,,,,71.325,1323.267,2529.848,0.0,,,,,,891.6,891.6,0.0,891.6,3421.448,
05/04/2002,3444.247,7.242,7.242,0.0,22.5,22.5,,1291.189,,,,,51.046,,,1371.977,1691.593,2427.756,-736.163,0.0,380.677,305.39,305.39,0.0,,75.287,2072.27,,932.106,932.106,,,,0.0,,,,,,415.91,,,,415.91,1348.016,1251.134,,,,,70.182,,,,,70.182,1321.316,2669.332,0.0,,,,,,774.915,774.915,0.0,774.915,3444.247,
08/31/2002,3477.791,6.498,6.498,0.0,23.782,23.782,,1375.584,,,,,44.264,,,1450.128,1661.728,2432.13,-770.402,0.0,365.935,305.39,305.39,0.0,,60.545,2027.663,,1145.533,1145.533,,,,0.0,,,,,,388.038,,,,388.038,1533.571,1194.517,,,,,60.576,,,,,60.576,1255.093,2788.664,0.0,371.557,,,-644.968,974.141,-11.603,689.127,0.0,689.127,3477.791,
11/23/2002,3612.513,6.53,6.53,0.0,28.899,28.899,,1484.699,,,,,45.717,,,1565.845,1663.684,2458.096,-794.412,0.0,382.984,305.39,305.39,0.0,,77.594,2046.668,,1120.748,1120.748,,,,0.0,,,,,,364.375,,,,364.375,1485.123,1313.092,,,,,60.456,,,,,60.456,1373.548,2858.671,0.0,,,,,,753.842,753.842,0.0,753.842,3612.513,
02/15/2003,3614.582,6.559,6.559,0.0,29.274,29.274,,1490.172,,,,,51.909,,,1577.914,1662.567,2464.495,-801.928,0.0,374.101,305.39,305.39,0.0,,68.711,2036.668,,1048.077,1048.077,,,,0.0,,,,,,421.72,,,,421.72,1469.797,1339.542,,,,,57.469,,,,,57.469,1397.011,2866.808,0.0,,,,,,747.774,747.774,0.0,747.774,3614.582,
05/10/2003,3647.848,6.638,6.638,0.0,44.78,44.78,,1497.643,,,,,56.242,,,1605.303,1671.917,2497.063,-825.146,0.0,370.628,305.39,305.39,0.0,,65.238,2042.545,,1090.158,1090.158,,,,0.0,,,,,,480.721,,,,480.721,1570.879,1419.967,,,,,55.384,,,,,55.384,1475.351,3046.23,0.0,,,,,,601.618,601.618,0.0,601.618,3647.848,
08/30/2003,3766.826,93.102,93.102,0.0,43.746,43.746,,1511.316,0.0,0.0,1511.31604,0.0,23.19,,,1671.354,1715.753,2573.16,-857.407,0.0,379.719,294.348,294.348,0.0,,85.371,2095.472,,1360.482,1360.482,,,,0.0,0.0,0.0,0.0,,,401.444,,,,401.444,1761.926,1546.845,1546.845,0.0,0.0,,84.297,,,,,84.297,1631.142,3393.068,0.0,411.969,,,-870.653,869.739,-37.297,373.758,0.0,373.758,3766.826,
11/22/2003,3720.275,6.664,6.664,0.0,64.962,64.962,,1519.573,,,,,41.186,,,1632.385,1719.386,2600.207,-880.821,0.0,368.504,294.348,294.348,0.0,,74.156,2087.89,,1346.909,1346.909,,,,0.0,,,,,,363.21,,,,363.21,1710.119,1453.345,,,,,83.54,,,,,83.54,1536.885,3247.004,0.0,,,,,,473.271,473.271,0.0,473.271,3720.275,
02/14/2004,3701.716,6.711,6.711,0.0,77.282,77.282,,1487.478,,,,,28.883,,,1600.354,1735.505,2600.663,-865.158,0.0,365.857,294.348,294.348,0.0,,71.509,2101.362,,1216.404,1216.404,,,,0.0,,,,,,381.433,,,,381.433,1597.837,1786.945,,,,,83.057,,,,,83.057,1870.002,3467.839,0.0,,,,,,233.877,233.877,0.0,233.877,3701.716,
05/08/2004,3788.556,6.758,6.758,0.0,84.316,84.316,,1517.071,,,,,35.308,,,1643.453,1752.474,2638.236,-885.762,0.0,392.629,300.998,300.998,0.0,,91.631,2145.103,,1240.154,1240.154,,,,0.0,,,,,,412.593,,,,412.593,1652.747,1798.917,,,,,76.751,,,,,76.751,1875.668,3528.415,0.0,,,,,,260.141,260.141,0.0,260.141,3788.556,
08/28/2004,3912.565,76.852,76.852,,68.372,68.372,,1561.479,,,,,49.054,,,1755.757,1790.089,2709.137,-919.048,,366.719,301.015,301.015,0.0,,65.704,2156.808,,1429.128,1429.128,,,,,,,,,,388.987,,,,388.987,1818.115,1869.25,,,,,53.807,,,,,53.807,1923.057,3741.172,,415.125,,,-808.226,580.147,-15.653,171.393,,171.393,3912.565,
11/20/2004,4020.05,63.881,63.881,0.0,73.312,73.312,,1629.312,0.0,0.0,1629.312,0.0,73.739,,,1840.244,1823.972,2767.86,-943.888,0.0,355.834,302.847,302.847,0.0,,52.987,2179.806,,1490.583,1490.583,,,,0.0,,,,,,379.06,,,,379.06,1869.643,1824.775,,,,,48.244,,,,,48.244,1873.019,3742.662,0.0,,,,,,277.388,277.388,0.0,277.388,4020.05,
02/12/2005,4059.437,80.139,80.139,0.0,104.578,104.578,,1591.996,0.0,0.0,1591.996,0.0,70.341,,,1847.054,1837.26,2821.081,-983.821,0.0,375.123,302.769,302.769,0.0,,72.354,2212.383,,1286.78,1286.78,,,,0.0,,,,,,358.64,,,,358.64,1645.42,1901.5,,,,,127.786,,,,,127.786,2029.286,3674.706,0.0,,,,,,384.731,384.731,0.0,384.731,4059.437,
05/07/2005,4168.502,77.378,77.378,0.0,120.121,120.121,,1639.19,0.0,0.0,1639.19,0.0,75.049,,,1911.738,1880.218,2889.077,-1008.859,0.0,376.546,302.725,302.725,0.0,,73.821,2256.764,,1429.675,1429.675,,,,0.0,,,,,,386.91,,,,386.91,1816.585,1914.525,,,,,138.646,,,,,138.646,2053.171,3869.756,0.0,,,,,,298.746,298.746,0.0,298.746,4168.502,
08/27/2005,4245.257,74.81,74.81,0.0,118.263,118.263,,1663.86,0.0,0.0,1663.86,0.0,72.526,,,1929.459,1937.615,2978.637,-1041.022,0.0,378.183,302.699,302.699,0.0,,75.484,2315.798,,1539.776,1539.776,,,,0.0,,,,,,271.383,,,,271.383,1811.159,1861.85,,,,,181.241,,,,,181.241,2043.091,3854.25,0.0,463.1,,,-405.788,370.276,-36.581,391.007,0.0,391.007,4245.257,
11/19/2005,4339.831,81.378,81.378,0.0,113.761,113.761,,1681.015,0.0,0.0,1681.015,0.0,124.604,,,2000.758,1965.632,3037.067,-1071.435,0.0,373.441,302.645,302.645,0.0,,70.796,2339.073,,1514.571,1514.571,,,,0.0,,,,,,330.297,,,,330.297,1844.868,1789.775,,,,,183.906,,,,,183.906,1973.681,3818.549,0.0,,,,,,521.282,521.282,0.0,521.282,4339.831,
02/11/2006,4401.853,81.372,81.372,0.0,124.267,124.267,,1722.681,0.0,0.0,1722.681,0.0,106.672,,,2034.992,1992.415,3083.909,-1091.494,0.0,374.446,302.645,302.645,0.0,,71.801,2366.861,,1427.672,1427.672,,,,0.0,,,,,,367.129,,,,367.129,1794.801,1779.3,,,,,186.594,,,,,186.594,1965.894,3760.695,0.0,,,,,,641.158,641.158,0.0,641.158,4401.853,
05/06/2006,4442.919,83.968,83.968,0.0,102.6,102.6,,1752.687,0.0,0.0,1752.687,0.0,101.121,,,2040.376,2021.692,3139.579,-1117.887,0.0,380.851,302.645,302.645,0.0,,78.206,2402.543,,1442.132,1442.132,,,,0.0,,,,,,423.597,,,,423.597,1865.729,1825.125,,,,,183.52,,,,,183.52,2008.645,3874.374,0.0,,,,,,568.545,568.545,0.0,568.545,4442.919,
