Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,EV/Total Revenues,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,,2.337449,,
12/31/1980,,,,,,,,,,2.216735,,
03/31/1981,,,,,,,,,,2.534979,,
06/30/1981,,,,,,,,,,2.447188,,
09/30/1981,,,,,,,,,,2.0631,,
12/31/1981,,,,,,,,,,2.260631,,
03/31/1982,,,,,,,,,,2.260631,,
06/30/1982,,,,,,,,,,2.106996,,
09/30/1982,,,,,,,,,,2.414266,,
12/31/1982,,,,,,,,,,2.589849,,
03/31/1983,,,,,,,,,,2.809328,,
06/30/1983,,,,,,,,,,3.160494,,
09/30/1983,,,,,,,,,,3.116598,,
12/31/1983,,,,,,,,,,3.314129,,
03/31/1984,,,,,,,,,,3.753086,,
06/30/1984,,,,,,,,,,3.983539,,
09/30/1984,,,,,,,,,,4.559671,,
12/31/1984,,,,,,,,,,5.300412,,
03/31/1985,,,,,,,,,,5.382716,,
06/30/1985,,,,,,,,,,5.547325,,
09/30/1985,,,,,,,,,,5.99177,,
12/31/1985,,,,,,,,,,6.55144,,
03/31/1986,,,,,,,,,,7.045267,,
06/30/1986,,,,,,,,,,8.0,,
09/30/1986,,,,,,,,,,6.419753,,
12/31/1986,,,,,,,,,,6.691358,,
03/31/1987,,,,,,,,,,6.518519,,
06/30/1987,,,,,,,,,,6.320988,,
09/30/1987,,,,,,,,,,7.185185,,
12/31/1987,,,,,,,,,,5.209877,,
03/31/1988,,,,,,,,,,6.419753,,
06/30/1988,,,,,,,,,,6.395062,,
09/30/1988,,,,,,,,,,7.012346,,
12/31/1988,,,,,,,,,,5.925926,,
03/31/1989,,,,,,,,,,6.666667,,
06/30/1989,,,,,,,,,,7.308642,,
09/30/1989,,,,,,,,,,7.901235,,
12/31/1989,,,,,,,,,,8.395062,,
03/31/1990,,,,,1.020965,,,,,7.925926,1319.432849,
06/30/1990,,1364.757807,1512.318224,1222.961475,1.097943,,,,,8.641975,1468.043179,
09/30/1990,,1363.195158,1549.069223,1137.71382,0.90769,,,,,6.839506,1118.566278,
12/31/1990,8.371041,1160.562143,1272.505032,1056.990777,0.944096,,1.137028,,0.999565,7.308642,1162.106953,
03/31/1991,9.436543,1265.532521,1386.506445,1111.867775,1.02446,,1.299862,,1.168164,8.518519,1358.533544,
06/30/1991,8.924843,1359.239186,1423.862197,1311.358671,0.994042,,1.264698,,1.143284,8.444444,1338.091716,
09/30/1991,10.227273,1493.146848,1628.698209,1347.510295,1.145869,,1.485824,,1.344996,10.0,1572.570472,
12/31/1991,10.992218,1697.239658,1841.824612,1508.364711,1.236083,,1.647237,,1.512876,11.160494,1775.323483,
03/31/1992,10.288641,1704.760839,1852.027361,1587.250984,1.191092,,1.597356,,1.46957,10.91358,1737.762225,
06/30/1992,11.420454,1857.320246,2106.928055,1674.128856,1.299273,,1.807193,,1.647791,12.407407,1957.389863,
09/30/1992,10.296052,1895.882756,2021.829679,1797.861739,1.197476,,1.671683,,1.547221,11.592593,1852.808411,
12/31/1992,12.091708,1961.180656,2378.312546,1785.425489,1.439072,,2.039197,,1.889423,14.259259,2271.707821,
03/31/1993,13.871571,2408.467046,2725.658822,2155.282914,1.646325,,2.334012,,2.189647,16.481481,2647.414264,
06/30/1993,12.135037,2409.99209,2747.235331,2205.906762,1.453222,,2.064695,,,14.777778,,
09/30/1993,12.738664,,,,1.515679,,2.198022,,,15.814815,,
12/31/1993,10.726545,2367.074563,2367.074563,2367.074563,1.337871,,1.889205,,1.866451,13.888889,2326.762048,
03/31/1994,10.589888,2343.216093,2462.788036,2159.821032,1.304567,,1.884791,,,13.962963,,
07/01/1994,10.722101,,,,1.35984,,1.932575,,,14.518519,,
09/30/1994,11.25,,,,1.454636,,2.050297,,,15.666667,,
12/31/1994,10.96723,2786.757778,2786.757778,2786.757778,1.450697,,1.988458,,2.196396,15.37037,2786.809613,
03/31/1995,12.742457,2955.682596,3113.853876,2798.870278,1.556576,,2.246028,,,17.518519,,
06/30/1995,12.086093,,,,1.344142,,2.047293,,,16.222222,,
09/30/1995,14.373602,,,,1.52555,,2.267688,,,19.037037,,
12/31/1995,15.032327,3801.537278,3801.537278,3801.537278,1.53586,,2.121337,,2.422633,20.666667,3802.118366,
03/31/1996,16.276435,4206.471548,4629.969481,3739.23684,1.804239,,2.14789,,,23.944444,,
06/30/1996,14.666193,,,,1.730357,,1.849414,,,22.944444,,
09/30/1996,14.0625,,,,1.689391,,1.736563,,,23.0,,
12/31/1996,15.556319,4567.935781,4567.935781,4567.935781,1.744011,,1.893845,,2.14966,25.166667,4567.992374,
03/31/1997,14.53877,4700.46985,4904.035885,4523.720154,1.679715,,1.768198,,,24.166667,,
06/30/1997,18.009021,,,,1.996457,,2.135013,,,31.055556,,
09/30/1997,19.602978,,,,2.139644,,2.273003,,,35.111111,,
12/31/1997,18.719952,6572.599296,6572.599296,6572.599296,2.019619,2.200877,2.139066,,2.549495,34.611111,6572.599296,
03/31/1998,20.39851,6879.253768,7409.538515,6298.047806,2.210906,,2.347431,,2.72046,39.527778,7301.714003,
06/30/1998,19.016685,7189.880717,7569.951242,6871.743547,2.089255,,2.307193,,2.768673,38.625,7389.589163,
09/30/1998,18.925964,7491.356103,7966.453518,7193.88289,2.1198,,2.415287,,2.801351,40.333333,7454.394871,
12/31/1998,22.321429,8031.622677,9342.341708,6963.147921,2.602294,2.81339,3.050051,,3.498927,50.0,9132.200279,
03/31/1999,19.357143,8774.119439,9390.976085,8198.588609,2.368814,2.560583,2.781268,,3.265147,45.166667,8433.873859,
06/30/1999,18.436629,8418.250408,8799.090265,8069.581367,2.3381,2.529692,2.725667,,3.209133,44.125,8253.890769,
09/30/1999,17.217302,8575.187942,9291.434843,7792.71763,2.292922,2.485866,2.610884,,3.054464,42.125,7816.373994,
12/31/1999,17.960526,8436.498381,9511.626085,7685.466496,2.56204,2.878896,2.802781,,3.305465,45.5,8465.296333,
03/31/2000,17.023657,7488.432774,8389.369612,6694.11752,2.412089,2.705991,2.562573,,3.055475,44.375,8283.394071,
06/30/2000,13.969679,7842.248117,8560.467258,7198.536944,2.063082,2.314297,2.036047,,2.502897,37.625,7195.828141,
09/30/2000,16.199284,7964.650126,8541.90575,7269.416132,2.328237,2.590282,2.299659,,2.718106,45.25,8279.351611,
12/31/2000,17.464953,8293.828105,9058.87145,7446.618528,2.43419,2.711427,2.378948,,2.750033,49.833333,8904.607414,
03/31/2001,15.744434,8099.625988,8688.082752,7703.697369,2.108666,2.33779,2.133842,,2.495658,45.26,8165.793001,
06/30/2001,16.559286,8363.153041,8727.078069,8099.789427,2.235457,2.474729,2.250598,,2.598975,48.32,8571.419302,
09/30/2001,14.986523,8230.235644,8649.866469,7244.575421,1.944249,2.140104,2.039616,,2.392717,44.48,7982.104775,
12/31/2001,15.180446,7930.52111,8240.85965,7511.190028,2.046837,2.254246,2.111214,,2.354602,46.27,7840.824065,
03/31/2002,16.051282,8194.815665,8780.564993,7765.10229,2.221712,2.447208,2.250791,,2.612829,50.08,8781.717346,
06/30/2002,14.779874,8560.55692,9159.046298,8188.372028,1.960668,2.149999,2.07242,,2.378489,47.0,8110.646759,
09/30/2002,12.492212,7451.395617,8216.547512,6938.565793,1.63697,1.796425,1.726482,,2.019691,40.1,6964.94922,
12/31/2002,11.726154,6909.313152,7764.474462,6452.685999,1.537308,1.685895,1.60711,,2.105677,38.11,7333.069736,
03/31/2003,11.590361,7382.209027,7742.518068,6986.636895,1.518101,1.662067,1.60096,,1.996315,38.48,6958.200236,
06/30/2003,12.194118,7306.168773,7584.891775,7030.918533,1.518629,1.65176,1.676282,,2.134283,41.46,7558.613122,
09/30/2003,12.643874,7914.725595,8229.257236,7634.207632,1.643481,1.790112,1.765313,,2.193915,44.38,7852.020575,
12/31/2003,13.838798,8292.459695,8720.934753,7973.94562,1.871242,2.038336,2.010262,,2.354869,50.65,8413.946767,
