Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/30/2010,3773.0,3773.0,-893.0,893.0,2880.0,0.0,-1801.0,1334.0,370.0,97.0,1079.0,-39.0,74.0,107.0,-33.0,,,,-35.0,1040.0,-210.0,830.0,0.0,0.0,0.0,830.0,0.0,830.0,0.0,0.0,830.0,842.95,12.95,1086.1,0.76,0.76,0.776126,1089.7,0.76,0.76,0.771884,
10/29/2010,3903.0,3903.0,-961.0,961.0,2942.0,0.0,-2132.0,1371.0,373.0,388.0,810.0,-58.0,67.0,113.0,-46.0,,,,-9.0,752.0,-186.0,566.0,0.0,0.0,0.0,566.0,0.0,566.0,0.0,0.0,566.0,858.05,292.05,1080.1,0.52,0.52,0.794417,1083.7,0.52,0.52,0.789493,
01/28/2011,3857.0,3857.0,-934.0,934.0,2923.0,0.0,-1789.0,1367.0,362.0,60.0,1134.0,-137.0,70.0,113.0,-43.0,,,,67.0,997.0,-84.0,913.0,-11.0,-11.0,0.0,924.0,0.0,924.0,0.0,0.0,924.0,1058.55,145.55,1073.9,0.86,0.850172,0.985706,1077.9,0.86,0.849795,0.984826,
04/29/2011,4295.0,4295.0,-1070.0,1070.0,3225.0,0.0,-2057.0,1435.0,394.0,228.0,1168.0,-250.0,68.0,118.0,-50.0,,0.0,0.0,182.0,918.0,-142.0,776.0,0.0,0.0,0.0,776.0,0.0,776.0,0.0,0.0,776.0,965.6,189.6,1069.5,0.73,0.73,0.902852,1075.1,0.72,0.72,0.896356,
07/29/2011,3946.0,3946.0,-951.0,951.0,2995.0,0.0,-1836.0,1380.0,362.0,94.0,1159.0,-141.0,32.0,77.0,-45.0,,,,109.0,1018.0,-199.0,819.0,-2.0,-2.0,0.0,821.0,0.0,821.0,0.0,0.0,821.0,822.2,3.2,1063.5,0.77,0.77,0.773108,1069.6,0.77,0.77,0.772992,
10/28/2011,4023.0,4023.0,-960.0,960.0,3063.0,0.0,-1842.0,1410.0,371.0,61.0,1221.0,-178.0,38.0,85.0,-47.0,,,,140.0,1043.0,-179.0,864.0,-7.0,-7.0,0.0,871.0,0.0,871.0,0.0,0.0,871.0,866.95,2.95,1058.1,0.82,0.82,0.819346,1063.1,0.82,0.81,0.812775,
01/27/2012,3918.0,3918.0,-931.0,931.0,2987.0,0.0,-1834.0,1371.0,364.0,99.0,1153.0,-100.0,33.0,89.0,-56.0,,,,67.0,1053.0,-208.0,845.0,-90.0,-90.0,0.0,935.0,0.0,935.0,0.0,0.0,935.0,764.85,-80.15,1054.4,0.89,0.8,0.725389,1060.2,0.88,0.8,0.724401,
04/27/2012,4297.0,4297.0,-1047.0,1047.0,3250.0,0.0,-2125.0,1462.0,393.0,270.0,1125.0,-94.0,46.0,98.0,-52.0,,,,48.0,1031.0,-143.0,888.0,-103.0,-103.0,0.0,991.0,0.0,991.0,0.0,0.0,991.0,899.2,11.2,1042.1,0.95,0.85,0.862873,1049.1,0.94,0.85,0.860676,
07/27/2012,4008.0,4008.0,-973.0,973.0,3035.0,0.0,-1875.0,1405.0,385.0,85.0,1160.0,-72.0,33.0,89.0,-56.0,,0.0,,39.0,1088.0,-224.0,864.0,0.0,0.0,0.0,864.0,0.0,864.0,0.0,0.0,864.0,858.6,-5.4,1029.8,0.84,0.84,0.833754,1037.1,0.83,0.83,0.824793,
10/26/2012,4095.0,4095.0,-1020.0,1020.0,3075.0,0.0,-2134.0,1417.0,387.0,330.0,941.0,-87.0,24.0,95.0,-71.0,,0.0,,63.0,854.0,-208.0,646.0,0.0,0.0,0.0,646.0,,646.0,0.0,0.0,646.0,861.1,215.1,1019.4,0.63,0.63,0.844713,1027.8,0.63,0.63,0.839282,
01/25/2013,4027.0,4027.0,-999.0,999.0,3028.0,0.0,-1810.0,1401.0,376.0,33.0,1218.0,-63.0,46.0,98.0,-52.0,,0.0,,17.0,1155.0,-167.0,988.0,0.0,0.0,0.0,988.0,0.0,988.0,0.0,0.0,988.0,918.0,-70.0,1012.5,0.98,0.98,0.906667,1021.0,0.97,0.97,0.90144,
04/26/2013,4459.0,4459.0,-1134.0,1134.0,3325.0,0.0,-2135.0,1475.0,409.0,251.0,1190.0,-36.0,48.0,106.0,-58.0,,0.0,,-12.0,1154.0,-185.0,969.0,0.0,0.0,0.0,969.0,0.0,969.0,0.0,0.0,969.0,1097.55,128.55,1014.2,0.96,0.96,1.082183,1023.0,0.95,0.95,1.07566,
07/26/2013,4083.0,4083.0,-1022.0,1022.0,3061.0,0.0,-1824.0,1416.0,360.0,48.0,1237.0,-84.0,40.0,90.0,-50.0,,0.0,,44.0,1153.0,-200.0,953.0,0.0,0.0,0.0,953.0,,953.0,0.0,0.0,953.0,885.65,-67.35,1009.7,0.94,0.94,0.877142,1021.2,0.93,0.93,0.864048,
10/25/2013,4194.0,4194.0,-1090.0,1090.0,3104.0,0.0,-1922.0,1438.0,372.0,112.0,1182.0,-66.0,33.0,95.0,-62.0,,0.0,,33.0,1116.0,-214.0,902.0,0.0,0.0,0.0,902.0,,902.0,0.0,0.0,902.0,929.4,27.4,998.9,0.9,0.9,0.930423,1009.4,0.89,0.89,0.917145,
01/24/2014,4163.0,4163.0,-1050.0,1050.0,3113.0,0.0,-2088.0,1454.0,360.0,274.0,1025.0,-70.0,25.0,92.0,-67.0,,0.0,,45.0,955.0,-193.0,762.0,0.0,0.0,0.0,762.0,0.0,762.0,0.0,0.0,762.0,901.05,139.05,998.3,0.76,0.76,0.902584,1010.0,0.75,0.75,0.887673,
04/25/2014,4566.0,4566.0,-1171.0,1171.0,3395.0,0.0,-2845.0,1539.0,385.0,921.0,550.0,-69.0,10.0,102.0,-92.0,,0.0,0.0,59.0,481.0,-33.0,448.0,0.0,0.0,0.0,448.0,0.0,448.0,0.0,0.0,448.0,1157.0,709.0,1000.0,0.45,0.45,1.157,1012.2,0.44,0.44,1.140454,
07/25/2014,4273.0,4273.0,-1105.0,1105.0,3168.0,0.0,-2080.0,1506.0,365.0,209.0,1088.0,-5.0,5.0,97.0,-92.0,,0.0,,0.0,1083.0,-212.0,871.0,0.0,0.0,0.0,871.0,0.0,871.0,0.0,0.0,871.0,917.1,46.1,992.6,0.88,0.88,0.923937,1005.2,0.87,0.87,0.915862,
10/24/2014,4366.0,4366.0,-1142.0,1142.0,3224.0,0.0,-2131.0,1507.0,374.0,250.0,1093.0,-71.0,8.0,94.0,-86.0,,0.0,,63.0,1022.0,-194.0,828.0,0.0,0.0,0.0,828.0,0.0,828.0,0.0,0.0,828.0,925.35,97.35,981.9,0.84,0.84,0.942408,993.0,0.83,0.83,0.928036,
01/23/2015,4318.0,4318.0,-1128.0,1128.0,3190.0,0.0,-1891.0,1487.0,373.0,31.0,1299.0,-105.0,81.0,176.0,-95.0,,0.0,,24.0,1194.0,-217.0,977.0,0.0,0.0,0.0,977.0,,977.0,0.0,0.0,977.0,866.3,-110.7,983.8,0.99,0.99,0.880565,995.8,0.98,0.98,0.868833,
04/24/2015,7304.0,7304.0,-2934.0,2934.0,4370.0,0.0,-3997.0,2404.0,528.0,1065.0,373.0,-186.0,186.0,299.0,-113.0,,0.0,,0.0,187.0,-188.0,-1.0,0.0,0.0,0.0,-1.0,,-1.0,0.0,0.0,-1.0,857.75,858.75,1422.3,0.0,0.0,0.603072,1440.6,0.0,0.0,0.596106,
07/31/2015,7274.0,7274.0,-2456.0,2456.0,4818.0,0.0,-3687.0,2449.0,558.0,680.0,1131.0,-191.0,191.0,306.0,-115.0,,0.0,,0.0,940.0,-120.0,820.0,0.0,0.0,0.0,820.0,0.0,820.0,0.0,0.0,820.0,1097.15,277.15,1418.1,0.58,0.58,0.773676,1436.4,0.57,0.57,0.762948,
10/30/2015,7058.0,7058.0,-2182.0,2182.0,4876.0,0.0,-3576.0,2343.0,545.0,688.0,1300.0,-217.0,217.0,324.0,-107.0,,0.0,,0.0,1083.0,-563.0,520.0,0.0,0.0,0.0,520.0,0.0,520.0,0.0,0.0,520.0,1097.55,577.55,1412.9,0.37,0.37,0.776807,1428.8,0.36,0.36,0.76422,
01/29/2016,6934.0,6934.0,-2141.0,2141.0,4793.0,0.0,-3438.0,2317.0,546.0,575.0,1355.0,-176.0,176.0,275.0,-99.0,,,,0.0,1179.0,-84.0,1095.0,0.0,0.0,0.0,1095.0,0.0,1095.0,0.0,0.0,1095.0,1132.25,37.25,1406.6,0.78,0.78,0.804955,1422.2,0.77,0.77,0.796192,
04/29/2016,7567.0,7567.0,-2363.0,2363.0,5204.0,0.0,-3629.0,2360.0,575.0,694.0,1575.0,-441.0,371.0,481.0,-110.0,,0.0,,70.0,1134.0,-31.0,1103.0,0.0,0.0,0.0,1103.0,0.0,1103.0,0.0,0.0,1103.0,1420.4,317.4,1400.8,0.787407,0.787407,1.013992,1416.2,0.778845,0.778845,1.002966,
07/29/2016,7166.0,7166.0,-2261.0,2261.0,4905.0,0.0,-3738.0,2428.0,556.0,754.0,1167.0,-179.0,179.0,272.0,-93.0,,0.0,,0.0,988.0,-59.0,929.0,0.0,0.0,0.0,929.0,,929.0,0.0,0.0,929.0,1070.6,141.6,1392.2,0.67,0.67,0.768999,1407.1,0.66,0.66,0.760633,
10/28/2016,7345.0,7345.0,-2326.0,2326.0,5019.0,0.0,-3634.0,2416.0,554.0,664.0,1385.0,-173.0,173.0,264.0,-91.0,,0.0,,0.0,1212.0,-101.0,1111.0,0.0,0.0,0.0,1111.0,4.0,1115.0,0.0,0.0,1115.0,1127.3,12.3,1380.0,0.81,0.81,0.816884,1392.5,0.8,0.8,0.808833,
01/27/2017,7283.0,7283.0,-2268.0,2268.0,5015.0,0.0,-3868.0,2388.0,530.0,950.0,1147.0,-180.0,180.0,268.0,-88.0,0.0,,,0.0,967.0,-147.0,820.0,0.0,0.0,0.0,820.0,1.0,821.0,0.0,0.0,821.0,1177.05,356.05,1372.2,0.6,0.6,0.857783,1383.1,0.59,0.59,0.847429,
04/28/2017,7916.0,7916.0,-2439.0,2439.0,5477.0,0.0,-3793.0,2786.0,553.0,454.0,1684.0,-249.0,290.0,290.0,0.0,,,,-41.0,1435.0,-271.0,1164.0,0.0,0.0,0.0,1164.0,-1.0,1163.0,0.0,0.0,1163.0,1544.8,381.8,1369.9,0.848967,0.848967,1.127674,1381.5,0.841839,0.841839,1.118205,
07/28/2017,7390.0,7390.0,-2352.0,2352.0,5038.0,0.0,-3656.0,2580.0,549.0,527.0,1382.0,-187.0,187.0,286.0,-99.0,,0.0,,0.0,1195.0,-186.0,1009.0,0.0,0.0,0.0,1009.0,7.0,1016.0,0.0,0.0,1016.0,1167.0,151.0,1361.9,0.75,0.75,0.856891,1375.6,0.74,0.74,0.84977,
10/27/2017,7050.0,7050.0,-2123.0,2123.0,4927.0,0.0,-3033.0,2539.0,556.0,-62.0,1894.0,-166.0,166.0,273.0,-107.0,,0.0,,0.0,1728.0,285.0,2013.0,0.0,0.0,0.0,2013.0,4.0,2017.0,0.0,0.0,2017.0,1082.0,-935.0,1355.1,1.49,1.49,0.798465,1365.8,1.48,1.48,0.79542,
01/26/2018,7369.0,7369.0,-2194.0,2194.0,5175.0,0.0,-3739.0,2523.0,559.0,657.0,1436.0,-409.0,172.0,270.0,-98.0,,,,237.0,1027.0,-2419.0,-1392.0,0.0,0.0,0.0,-1392.0,3.0,-1389.0,0.0,0.0,-1389.0,1260.7101,2649.7101,1354.0,-1.03,-1.03,0.931101,1354.0,-1.03,-1.03,0.92695,
04/27/2018,8144.0,8144.0,-2398.0,2398.0,5746.0,0.0,-3818.0,2596.0,592.0,630.0,1928.0,-203.0,203.0,317.0,-114.0,,,,0.0,1725.0,-260.0,1465.0,0.0,0.0,0.0,1465.0,-5.0,1460.0,0.0,0.0,1460.0,1575.0,115.0,1354.9,1.08,1.08,1.162447,1366.0,1.07,1.07,1.154187,
07/27/2018,7384.0,7384.0,-2204.0,2204.0,5180.0,0.0,-3944.0,2597.0,585.0,762.0,1236.0,-56.0,56.0,242.0,-186.0,,0.0,,0.0,1180.0,-103.0,1077.0,0.0,0.0,0.0,1077.0,-2.0,1075.0,0.0,0.0,1075.0,1222.0,147.0,1352.7,0.79,0.79,0.903378,1365.4,0.79,0.79,0.897661,
10/26/2018,7481.0,7481.0,-2203.0,2203.0,5278.0,0.0,-3734.0,2605.0,590.0,539.0,1544.0,-189.0,241.0,241.0,0.0,,,,-52.0,1355.0,-235.0,1120.0,0.0,0.0,0.0,1120.0,-5.0,1115.0,0.0,0.0,1115.0,1282.0,167.0,1349.2,0.83,0.83,0.950193,1360.9,0.82,0.82,0.942713,
01/25/2019,7546.0,7546.0,-2265.0,2265.0,5281.0,0.0,-3739.0,2596.0,561.0,582.0,1542.0,-172.0,243.0,243.0,0.0,,,,-71.0,1370.0,-99.0,1271.0,0.0,0.0,0.0,1271.0,-2.0,1269.0,0.0,0.0,1269.0,1372.89,103.89,1342.8,0.95,0.95,1.022408,1352.7,0.94,0.94,1.016802,
04/26/2019,8146.0,8146.0,-2483.0,2483.0,5663.0,0.0,-3717.0,2620.0,594.0,503.0,1946.0,-654.0,654.0,718.0,-64.0,,,,0.0,1292.0,-110.0,1182.0,0.0,0.0,0.0,1182.0,-10.0,1172.0,0.0,0.0,1172.0,1708.0,536.0,1340.6,0.87,0.87,1.274056,1350.8,0.87,0.87,1.266802,
07/26/2019,7493.0,7493.0,-2366.0,2366.0,5127.0,0.0,-3642.0,2543.0,587.0,512.0,1485.0,-508.0,508.0,609.0,-101.0,,0.0,,0.0,977.0,-100.0,877.0,0.0,0.0,0.0,877.0,-13.0,864.0,0.0,0.0,864.0,1331.0,467.0,1340.8,0.64,0.64,0.992691,1351.9,0.64,0.64,0.98544,
10/25/2019,7706.0,7706.0,-2394.0,2394.0,5312.0,0.0,-3961.0,2620.0,603.0,738.0,1351.0,-57.0,165.0,165.0,0.0,,,,-108.0,1294.0,77.0,1371.0,0.0,0.0,0.0,1371.0,-7.0,1364.0,0.0,0.0,1364.0,1403.0,39.0,1340.8,1.02,1.02,1.04639,1351.4,1.01,1.01,1.038859,
01/24/2020,7717.0,7717.0,-2400.0,2400.0,5317.0,0.0,-3678.0,2587.0,573.0,518.0,1639.0,-60.0,156.0,156.0,0.0,,,,-96.0,1579.0,340.0,1919.0,0.0,0.0,0.0,1919.0,-4.0,1915.0,0.0,0.0,1915.0,1581.0,-334.0,1340.5,1.43,1.43,1.179411,1351.5,1.42,1.42,1.172867,
04/24/2020,5998.0,5998.0,-2264.0,2264.0,3734.0,0.0,-3417.0,2360.0,567.0,490.0,317.0,-111.0,111.0,162.0,-51.0,,0.0,,0.0,206.0,434.0,640.0,0.0,0.0,0.0,640.0,6.0,646.0,0.0,0.0,646.0,441.0,-205.0,1340.6,0.48,0.48,0.328957,1349.5,0.48,0.48,0.328092,
07/31/2020,6507.0,6507.0,-2505.0,2505.0,4002.0,0.0,-3329.0,2417.0,621.0,291.0,673.0,-89.0,89.0,171.0,-82.0,,,,0.0,584.0,-93.0,491.0,0.0,0.0,0.0,491.0,-4.0,487.0,0.0,0.0,487.0,466.0,-21.0,1341.9,0.36,0.36,0.347269,1350.0,0.36,0.36,0.344444,
10/31/2020,7037.75,,,,4514.6462475,,,,,,1391.071,,,,,,,,,1314.0,,777.875,,,,,,777.875,,,777.875,1173.053,,,0.543,0.543,0.82,,0.543,0.543,0.82,
01/31/2021,7611.3,,,,5062.047291,,,,,,1875.143,,,,,,,,,1808.533,,1196.286,,,,,,1196.286,,,1196.286,1569.333,,,0.893,0.893,1.154,,0.893,0.893,1.154,
