Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
07/31/1980,,,,,,,,,,8.75,,
10/31/1980,,,,,,,,,,8.625,,
01/31/1981,,,,,,,,,,7.5625,,
04/30/1981,,,,,,,,,,9.125,,
07/31/1981,,,,,,,,,,9.375,,
10/31/1981,,,,,,,,,,8.375,,
01/31/1982,,,,,,,,,,8.5,,
04/30/1982,,,,,,,,,,7.625,,
07/31/1982,,,,,,,,,,5.75,,
10/31/1982,,,,,,,,,,8.0625,,
01/31/1983,,,,,,,,,,8.875,,
04/30/1983,,,,,,,,,,13.4375,,
07/31/1983,,,,,,,,,,13.4375,,
10/31/1983,,,,,,,,,,13.0625,,
01/31/1984,,,,,,,,,,15.6875,,
04/30/1984,,,,,,,,,,17.125,,
07/31/1984,,,,,,,,,,13.625,,
10/31/1984,,,,,,,,,,14.375,,
01/31/1985,,,,,,,,,,16.1875,,
04/30/1985,,,,,,,,,,18.5,,
07/31/1985,,,,,,,,,,19.1875,,
10/31/1985,,,,,,,,,,22.0,,
01/31/1986,,,,,,,,,,25.875,,
04/30/1986,,,,,,,,,,28.4375,,
07/31/1986,,,,,,,,,,32.25,,
10/31/1986,,,,,,,,,,33.3125,,
01/31/1987,,,,,,,,,,34.625,,
04/30/1987,,,,,,,,,,38.8125,,
07/31/1987,,,,,,,,,,43.375,,
10/31/1987,,,,,,,,,,34.75,,
01/31/1988,,,,,,,,,,35.75,,
04/30/1988,,,,,,,,,,37.75,,
07/31/1988,,,,,,,,,,43.875,,
10/31/1988,,,,,,,,,,41.5,,
01/31/1989,,,,,,,,,,43.0,,
04/30/1989,,,,,,,,,,53.75,,
07/31/1989,,,,,,,,,,59.0,,
10/31/1989,,,,,,,,,,55.875,,
01/31/1990,1.39128,3243.842129,3243.842129,3243.842129,,,,,,43.0,3193.574856,
04/30/1990,1.532451,3451.630349,4752.087343,3153.846626,,,,,,47.5,4756.362532,
07/31/1990,1.242469,4459.221901,5019.443586,3805.042524,,,,,,39.5,3906.043676,
10/31/1990,1.06507,3440.254895,3830.220721,2969.288778,1.084565,22.14196,0.813069,2.578707,10.341105,34.75,3145.764167,
01/31/1991,1.325707,3879.268538,4271.59383,3305.100681,1.316126,21.008711,1.06808,3.377801,14.910907,43.0,4188.473862,
04/30/1991,1.157271,3964.722442,4470.916477,3482.765884,1.108055,16.579979,0.904039,3.088063,19.524203,36.875,3596.358169,
07/31/1991,1.192761,3953.01272,4552.40979,3596.763571,1.180362,29.247463,0.98999,3.449204,21.49857,38.75,3867.592634,
10/31/1991,1.213156,3763.823127,3970.679887,3528.877376,1.221177,56.491028,0.992761,3.219179,24.50697,40.125,3867.199813,
01/31/1992,1.284435,3822.408629,4176.272621,3471.864637,1.238787,18.88535,1.029261,3.376842,19.717326,42.5,4187.959862,
04/30/1992,1.377805,4557.260026,4925.659847,4205.711872,1.311603,14.646857,1.104935,3.379718,13.075219,45.625,4561.943903,
07/31/1992,1.343535,4589.873158,4879.543909,4310.705146,1.282188,51.864594,1.155702,3.484327,13.7163,45.625,4887.117676,
10/31/1992,1.221277,4719.375566,4946.315678,4406.623896,1.171874,22.580658,1.06305,3.366102,11.446106,42.125,4533.802446,
01/31/1993,1.345218,4810.902098,5245.277452,4573.231645,1.280881,,1.237602,3.617986,10.030374,45.875,5269.95829,
04/30/1993,1.561458,5641.058441,6008.767446,5348.054951,1.442385,,1.405272,4.366646,12.996263,52.0,6021.168461,
07/31/1993,1.517494,6143.033633,6512.187535,5759.950278,1.47843,38.884272,1.431912,,19.348465,51.75,5963.196546,
10/31/1993,2.442222,7653.59793,9430.918791,5958.82324,2.445871,,2.401336,,69.715292,80.625,9404.594106,
