Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,2268.699951,360.299988,360.299988,0.0,654.5,,,0,,,,,0.0,,,,,1014.799988,712.5,,,0.0,541.400024,,,,,541.400024,1253.900024,,245.199997,245.199997,,,,130.0,,,,,,375.099991,,,375.099991,750.299988,319.700012,,,,,246.699997,,,246.699997,566.400009,1316.699997,0.0,274.299988,,,-193.699997,,871.400009,952.0,0.0,952.0,2268.699997,
06/30/1990,2367.600098,355.299988,355.299988,0.0,723.5,,,0,,,,,0.0,,,,,1078.800049,737.5,,,0.0,551.299988,,,,,551.299988,1288.799988,,244.800003,244.800003,,,,151.0,,,,,,395.900009,,,395.900009,791.700012,319.0,,,,,251.399994,,,251.399994,570.399994,1362.100006,0.0,266.5,,,-194.899994,,933.899994,1005.5,0.0,1005.5,2367.600006,
09/30/1990,2461.699951,361.299988,361.299988,0.0,762.900024,,,0,,,,,0.0,,,,,1124.199951,755.900024,,,0.0,581.599976,,,,,581.599976,1337.5,,254.699997,254.699997,,,,148.100006,,,,,,416.799973,,,416.799973,819.599976,319.100006,,,,,262.200012,,,262.200012,581.300018,1400.899994,0.0,261.5,,,-205.5,,1004.799988,1060.799988,0.0,1060.799988,2461.699982,
12/31/1990,2411.199951,304.600006,304.600006,0.0,748.200012,,,0,,,,,0.0,,,,,1052.800049,759.400024,1139.199951,-379.799988,0.0,599.0,,,,,599.0,1358.400024,,282.600006,282.600006,,,,66.599998,,,,,,383.399971,,,383.399971,732.599976,319.899994,,,,,273.399994,,,273.399994,593.299988,1325.899963,0.0,261.200012,,,-200.300003,,1024.399979,1085.299988,0.0,1085.299988,2411.199951,
03/31/1991,2390.5,361.899994,361.899994,0.0,714.599976,,,0,,,,,0.0,,,,,1076.5,743.200012,,,0.0,570.799988,,,,,570.799988,1314.0,,288.200012,288.200012,,,,56.0,,,,,,358.5,,,358.5,702.700012,318.600006,,,,,274.700012,,,274.700012,593.300018,1296.000031,0.0,261.700012,,,-188.300003,,1021.099991,1094.5,0.0,1094.5,2390.500031,
06/30/1991,2368.899902,387.799988,387.799988,0.0,705.400024,,,0,,,,,0.0,,,,,1093.199951,723.400024,,,0.0,552.299988,,,,,552.299988,1275.700012,,253.5,253.5,,,,123.400002,,,,,,373.399986,,,373.399986,750.299988,318.5,,,,,270.5,,,270.5,589.0,1339.299988,0.0,261.399994,,,-242.600006,,1010.800018,1029.600006,0.0,1029.600006,2368.899994,
09/30/1991,2402.199951,396.899994,396.899994,0.0,700.400024,,,0,,,,,0.0,,,,,1097.300049,724.5,,,0.0,580.400024,,,,,580.400024,1304.900024,,249.399994,249.399994,,,,80.300003,,,,,,398.399979,,,398.399979,728.099976,318.700012,,,,,283.600006,,,283.600006,602.300018,1330.399994,0.0,251.199997,,,-253.5,,1074.099976,1071.799973,0.0,1071.799973,2402.199966,
12/31/1991,2382.199951,349.0,349.0,0.0,690.0,,,0,,,,,0.0,,,,,1039.0,734.0,1177.400024,-443.399994,0.0,609.200012,,,,,609.200012,1343.200012,,323.600006,323.600006,,,,10.3,,,,,,402.099994,,,402.099994,736.0,318.0,,,,,293.200012,,,293.200012,611.200012,1347.200012,0.0,252.600006,,,-342.0,,1124.400024,1035.000031,0.0,1035.000031,2382.200043,
03/31/1992,2440.199951,346.0,346.0,0.0,689.700012,,,0,,,,,0.0,,,,,1035.699951,711.200012,,,0.0,693.299988,,,,,693.299988,1404.5,,302.700012,302.700012,,,,109.699997,,,,,,379.399979,,,379.399979,791.799988,316.700012,,,,,283.100006,,,283.100006,599.800018,1391.600006,0.0,251.800003,,,-334.200012,,1131.0,1048.599991,0.0,1048.599991,2440.199997,
06/30/1992,2586.800049,393.0,393.0,0.0,736.200012,,,0,,,,,0.0,,,,,1129.199951,720.0,,,0.0,737.599976,,,,,737.599976,1457.599976,,298.200012,298.200012,,,,110.699997,,,,,,421.699966,,,421.699966,830.599976,319.899994,,,,,313.899994,,,313.899994,633.799988,1464.399963,0.0,251.399994,,,-340.700012,,1211.700012,1122.399994,0.0,1122.399994,2586.799957,
09/30/1992,2612.899902,385.0,385.0,0.0,704.200012,,,0,,,,,0.0,,,,,1089.199951,709.400024,,,0.0,814.299988,,,,,814.299988,1523.700012,,302.700012,302.700012,,,,82.199997,,,,,,413.899979,,,413.899979,798.799988,311.200012,,,,,321.100006,,,321.100006,632.300018,1431.100006,0.0,248.899994,,,-289.0,,1221.900024,1181.800018,0.0,1181.800018,2612.900024,
12/31/1992,3088.399902,371.100006,371.100006,0.0,827.0,,,0,,,,,62.299999,,,,,1260.400024,707.799988,1196.699951,-488.899994,99.900002,1020.299988,,,,,1020.299988,1827.999978,,393.299988,393.299988,,,,207.399994,,,,,,415.800018,,,415.800018,1016.5,411.200012,,,,,557.799988,,,557.799988,969.0,1985.5,0.0,247.699997,,,-250.399994,,1105.600006,1102.900009,0.0,1102.900009,3088.400009,
03/31/1993,3173.800049,394.899994,394.899994,0.0,834.900024,,,0,,,,,67.5,,,,,1297.300049,700.299988,,,118.0,1058.199951,,,,,1058.199951,1876.499939,,356.200012,356.200012,,,,315.200012,,,,,,390.900024,,,390.900024,1062.300049,411.100006,,,,,560.0,,,560.0,971.100006,2033.400055,0.0,249.199997,,,-246.699997,,1137.900009,1140.400009,0.0,1140.400009,3173.800064,
06/30/1993,3219.5,375.799988,375.799988,0.0,853.0,,,0,,,,,75.800003,,,,,1304.599976,698.299988,,,120.900002,1095.699951,,,,,1095.699951,1914.89994,,341.200012,341.200012,,,,295.799988,,,,,,442.0,,,442.0,1079.0,410.200012,,,,,568.5,,,568.5,978.700012,2057.700012,0.0,249.199997,,,-254.199997,,1166.799973,1161.799973,0.0,1161.799973,3219.499985,
