Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,321.168976,-271.423004,49.745972,-32.547001,17.198978,0.0,0.0,1.219,18.417978,-6.438,11.979978,0.0,0.0,11.979978,0.0,11.979978,11.979978,,0.074074,0.074074,154.710001,,,,,
06/30/1990,325.140991,-268.494995,56.645996,-35.236,21.41,0.0,0.0,0.0,21.41,-7.608,13.802,0.0,0.0,13.802,0.0,13.802,13.802,,0.085926,0.085926,155.698873,,,,,
09/30/1990,334.858002,-268.089996,66.768005,-38.374001,28.393999,0.0,0.0,2.0,30.393999,-11.352,19.042,0.0,0.0,19.042,0.0,19.042,19.041999,,0.118519,0.118519,161.520756,,,,,
12/31/1990,348.869965,-254.660995,94.20897,-40.367001,53.841953,0.0,0.0,0.0,53.841953,-21.146,32.695953,0.0,0.0,32.695953,0.0,32.695953,32.695953,0.201481,0.201481,0.201481,162.037118,0.201481,0.201481,0.201481,162.037118,
03/31/1991,400.697998,-304.029999,96.667999,-41.314999,55.353001,0.0,0.0,0.0,55.353001,-21.927,33.425999,0.0,0.0,33.425999,0.0,33.425999,33.426001,,0.204444,0.204444,157.787996,,,,,
06/30/1991,413.503998,-311.393005,102.110992,-45.867001,56.243999,0.0,0.0,1.485,57.728999,-22.589001,35.139999,0.0,0.0,35.139999,0.0,35.139999,35.139999,,0.213333,0.213333,158.381996,,,,,
09/30/1991,435.315002,-326.347992,108.96701,-45.087002,63.880001,0.0,0.0,0.0,63.880001,-24.617001,39.263,0.0,0.0,39.263,0.0,39.263,39.263,,0.24,0.24,158.715002,,,,,
12/31/1991,458.983887,-338.188995,120.794892,-50.453999,70.340881,0.0,0.0,0.0,70.340881,-27.07,43.270882,0.0,0.0,43.270882,0.0,43.270882,43.270881,0.266667,0.266667,0.266667,157.070245,0.266667,0.266667,0.266667,157.070245,
03/31/1992,523.148987,-393.324005,129.824982,-54.727001,75.098,0.0,0.0,0.0,75.098,-29.662001,45.436001,0.0,0.0,45.436001,0.0,45.436001,45.435999,,0.28,0.28,158.287497,,,,,
06/30/1992,532.179016,-398.463989,133.715027,-56.09,77.625,0.0,0.0,0.0,77.625,-30.669001,46.956001,0.0,0.0,46.956001,0.0,46.956001,46.955999,,0.288889,0.288889,158.818497,,,,,
