Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1992,560.630981,-423.084015,137.546967,-58.313999,79.232964,0.0,0.0,0.0,79.232964,-31.296,47.936962,0.0,0.0,47.936962,0.0,47.936962,47.936964,,0.293333,0.293333,159.469505,,,,,
12/31/1992,573.264893,-416.445007,156.819886,-58.639,98.180885,0.0,0.0,0.0,98.180885,-38.464001,59.716888,0.0,0.0,59.716888,0.0,59.716888,59.716884,0.373333,0.373333,0.373333,159.6465,0.373333,0.373333,0.373333,159.6465,
03/31/1993,640.705994,-470.226013,170.47998,-66.314003,104.166,0.0,0.0,0.0,104.166,-41.145,63.021,0.0,0.0,63.021,0.0,63.021,63.021,,0.386667,0.386667,159.912003,,,,,
06/30/1993,650.221008,-470.338013,179.882996,-68.832001,111.051003,0.0,0.0,0.0,111.051003,-43.868,67.182999,0.0,0.0,67.182999,0.0,67.182999,67.183002,,0.413333,0.413333,159.865505,,,,,
09/30/1993,674.19397,-469.42099,204.77298,-69.640999,135.132004,0.0,0.0,0.0,135.132004,-56.877998,78.253998,0.0,0.0,78.253998,0.0,78.253998,78.254005,,0.48,0.48,160.003498,,,,,
12/31/1993,680.114014,-452.0,228.114014,-74.799004,153.315002,0.0,0.0,0.0,153.315002,-62.098,91.217003,0.0,0.0,91.217003,0.0,91.217003,91.217002,0.56,0.56,0.56,162.952503,0.56,0.56,0.56,162.952503,
03/31/1994,715.945984,-490.904999,225.040985,-74.891998,150.149002,0.0,0.0,0.0,150.149002,-60.810001,89.338997,0.0,0.0,89.338997,0.0,89.338997,89.339001,,0.55,0.55,163.197006,,,,,
06/30/1994,726.849976,-492.048004,234.801971,-78.050003,156.751999,0.0,0.0,0.0,156.751999,-63.486,93.265999,0.0,0.0,93.265999,0.0,93.265999,93.265999,,0.58,0.58,161.565002,,,,,
09/30/1994,754.820007,-501.752014,253.067993,-82.722,170.345993,0.0,0.0,0.0,170.345993,-68.985001,101.361,0.0,0.0,101.361,0.0,101.361,101.360992,,0.63,0.63,160.873001,,,,,
12/31/1994,776.880005,-510.075012,266.804993,-86.708,180.097,0.0,0.0,0.0,180.097,-72.944,107.153,0.0,0.0,107.153,0.0,107.153,107.153,,0.67,0.67,161.037994,,,,,
03/31/1995,833.830017,-584.202026,249.627991,-94.625999,155.001999,0.0,0.0,0.0,155.001999,-60.450001,94.552002,0.0,0.0,94.552002,0.0,94.552002,94.551998,,0.59,0.59,161.218002,,,,,
06/30/1995,866.677979,-620.802979,245.875,-95.822998,150.052002,0.0,0.0,0.0,150.052002,-56.995998,93.056,0.0,0.0,93.056,0.0,93.056,93.056004,,0.59,0.59,158.067993,,,,,
09/30/1995,927.689026,-671.517029,256.171997,-106.313004,149.858994,0.0,0.0,0.0,149.858994,-57.695999,92.163002,0.0,0.0,92.163002,0.0,92.163002,92.162994,,0.6,0.6,154.100998,,,,,
12/31/1995,889.609009,-701.310974,188.298035,-116.115997,72.181999,0.0,0.0,91.873001,164.055,-63.160999,100.893997,0.0,0.0,100.893997,0.0,100.893997,100.894001,,0.65,0.65,155.007004,,,,,
03/31/1996,1051.880005,-789.632996,262.247009,-120.607002,141.639999,0.0,0.0,-1.15,140.489999,-58.852001,81.638,0.0,0.0,81.638,0.0,81.638,81.637998,,0.53,0.53,155.300003,,,,,
06/30/1996,1092.137939,,,,,,,,,,,,,97.956001,,97.956001,,0.63,0.63,0.63,155.653,,,,,
