Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/28/1992,9678.304688,236.658005,236.658005,0.0,1112.011963,,,2002.631958,,,,,163.399002,,,,,,3514.700928,2526.539062,,,0.0,3637.064941,,,,,3637.064941,6163.604003,,825.367004,825.367004,,,,613.809021,,,,,1727.191895,,,1727.191895,3166.36792,1325.962036,,,,1286.265991,,,,1286.265991,2612.228027,5778.595947,347.391998,603.940002,,,0.0,,2582.00293,3533.33493,366.373993,3899.708923,9678.30487,
06/27/1992,9989.0,198.0,198.0,0.0,1180.0,,,2160.0,,,,,157.0,,,,,,3695.0,2573.0,4409.0,-1836.0,0.0,3721.0,,,,,3721.0,6294.0,,1110.0,1110.0,,,,391.0,,,,,1799.0,,,1799.0,3300.0,1389.0,,,,1264.0,,,,1264.0,2653.0,5953.0,351.350006,626.0,,,0.0,,2756.0,3733.350006,303.0,4036.350006,9989.350006,
09/26/1992,10215.0,282.0,282.0,0.0,1359.0,,,2165.0,,,,,153.0,,,,,,3959.0,2579.0,,,0.0,3677.0,,,,,3677.0,6256.0,,858.0,858.0,,,,903.0,,,,,1928.0,,,1928.0,3689.0,1184.0,,,,1241.0,,,,1241.0,2425.0,6114.0,349.0,642.0,,,0.0,,2798.0,3789.0,312.0,4101.0,10215.0,
12/26/1992,9948.0,284.0,284.0,0.0,1239.0,,,2017.0,,,,,154.0,,,,,,3694.0,2605.0,,,0.0,3649.0,,,,,3649.0,6254.0,,842.0,842.0,,,,740.0,,,,,1819.0,,,1819.0,3401.0,1120.0,,,,1294.0,,,,1294.0,2414.0,5815.0,353.0,685.0,,,0.0,,2791.0,3829.0,304.0,4133.0,9948.0,
03/27/1993,10240.0,217.0,217.0,0.0,1159.0,,,2209.0,,,,,191.0,,,,,,3776.0,2745.0,,,0.0,3719.0,,,,,3719.0,6464.0,,866.0,866.0,,,,1000.0,,,,,1813.0,,,1813.0,3679.0,1101.0,,,,1270.0,,,,1270.0,2371.0,6050.0,353.0,699.0,,,0.0,,2827.0,3879.0,311.0,4190.0,10240.0,
07/03/1993,10862.0,325.0,325.0,0.0,1171.0,,,2280.0,,,,,200.0,,,,,,3976.0,2878.0,4842.0,-1964.0,0.0,4008.0,,,,,4008.0,6886.0,,1151.0,1151.0,,,,1269.0,,,,,1849.0,,,1849.0,4269.0,1164.0,,,,1217.0,,,,1217.0,2381.0,6650.0,357.0,713.0,,,0.0,,2838.0,3908.0,304.0,4212.0,10862.0,
10/02/1993,11499.0,115.0,115.0,0.0,1465.0,,,2393.0,,,,,204.0,,,,,,4177.0,2988.0,,,0.0,4334.0,,,,,4334.0,7322.0,,913.0,913.0,,,,1807.0,,,,,1978.0,,,1978.0,4698.0,1321.0,,,,1237.0,,,,1237.0,2558.0,7256.0,324.0,636.0,,,0.0,,2760.0,3720.0,523.0,4243.0,11499.0,
01/01/1994,11244.0,210.0,210.0,0.0,1270.0,,,2330.0,,,,,199.0,,,,,,4009.0,2995.0,,,0.0,4240.0,,,,,4240.0,7235.0,,918.0,918.0,,,,1536.0,,,,,1891.0,,,1891.0,4345.0,1368.0,,,,1210.0,,,,1210.0,2578.0,6923.0,329.0,685.0,,,0.0,,2794.0,3808.0,513.0,4321.0,11244.0,
04/02/1994,11629.0,175.0,175.0,0.0,1357.0,,,2560.0,,,,,213.0,,,,,,4305.0,3090.0,,,0.0,4234.0,,,,,4234.0,7324.0,,974.0,974.0,,,,1654.0,,,,,1866.0,,,1866.0,4494.0,1462.0,,,,1207.0,,,,1207.0,2669.0,7163.0,329.0,668.0,,,0.0,,2926.0,3923.0,543.0,4466.0,11629.0,
07/02/1994,11665.0,189.0,189.0,0.0,1472.0,,,2567.0,,,,,241.0,,,,,,4469.0,2900.0,5237.0,-2337.0,0.0,4296.0,,,,,4296.0,7196.0,,1253.0,1253.0,,,,1363.0,,,,,2303.0,,,2303.0,4919.0,1496.0,,,,1073.0,,,,1073.0,2569.0,7488.0,331.0,717.0,,,0.0,,2609.0,3657.0,520.0,4177.0,11665.0,
10/01/1994,12032.0,219.0,219.0,0.0,1774.0,,,2628.0,,,,,228.0,,,,,,4849.0,2863.0,,,0.0,4320.0,,,,,4320.0,7183.0,,1050.0,1050.0,,,,1664.0,,,,,2445.0,,,2445.0,5159.0,1497.0,,,,1092.0,,,,1092.0,2589.0,7748.0,328.0,723.0,,,0.0,,2705.0,3756.0,528.0,4284.0,12032.0,
12/31/1994,11966.0,312.0,312.0,0.0,1617.0,,,2525.0,,,,,222.0,,,,,,4676.0,2861.0,,,0.0,4429.0,,,,,4429.0,7290.0,,1024.0,1024.0,,,,1414.0,,,,,2516.0,,,2516.0,4954.0,1617.0,,,,1051.0,,,,1051.0,2668.0,7622.0,333.0,665.0,,,0.0,,2827.0,3825.0,519.0,4344.0,11966.0,
04/01/1995,12353.0,189.0,189.0,0.0,1666.0,,,2814.0,,,,,239.0,,,,,,4908.0,2901.0,,,0.0,4544.0,,,,,4544.0,7445.0,,1066.0,1066.0,,,,1141.0,,,,,2649.0,,,2649.0,4856.0,1844.0,,,,1045.0,,,,1045.0,2889.0,7745.0,333.0,680.0,,,0.0,,3072.0,4085.0,523.0,4608.0,12353.0,
07/01/1995,12431.0,202.0,202.0,0.0,1653.0,,,2830.0,,,,,243.0,,,,,,4928.0,2964.0,5683.0,-2719.0,0.0,4539.0,,,,,4539.0,7503.0,,1436.0,1436.0,,,,780.0,,,,,2628.0,,,2628.0,4844.0,1817.0,,,,978.0,,,,978.0,2795.0,7639.0,334.0,707.0,,,0.0,,3232.0,4273.0,519.0,4792.0,12431.0,
09/30/1995,12635.0,222.0,222.0,0.0,1882.0,,,2948.0,643.0,407.0,1898.0,,235.0,,,,,,5287.0,2938.0,,,0.0,4410.0,4317.0,,,,93.0,7348.0,,1244.0,1244.0,,,,1103.0,,,,,2566.0,,,2566.0,4913.0,1873.0,,,,947.0,,,,947.0,2820.0,7733.0,330.0,781.0,,,0.0,,3265.0,4376.0,526.0,4902.0,12635.0,
12/30/1995,12389.0,251.0,251.0,0.0,1761.0,,,2865.0,588.0,383.0,1894.0,,207.0,,,,,,5084.0,2892.0,,,0.0,4413.0,4318.0,,,,95.0,7305.0,,1128.0,1128.0,,,,732.0,,,,,2444.0,,,2444.0,4304.0,2068.0,,,,963.0,,,,963.0,3031.0,7335.0,335.0,784.0,,,0.0,,3415.0,4534.0,520.0,5054.0,12389.0,
03/30/1996,12548.0,167.0,167.0,0.0,1828.0,,,2917.0,606.0,366.0,1945.0,,241.0,,,,,,5153.0,2909.0,,,0.0,4486.0,4401.0,,,,85.0,7395.0,,1134.0,1134.0,,,,798.0,,,,,2661.0,,,2661.0,4593.0,1904.0,,,,944.0,,,,944.0,2848.0,7441.0,336.0,814.0,,,0.0,,3430.0,4580.0,527.0,5107.0,12548.0,
06/29/1996,12602.0,243.0,243.0,0.0,1728.0,,,2807.0,381.0,1802.0,135.0,,303.0,,,,,,5081.0,3007.0,5976.0,-2969.0,0.0,4514.0,0.0,,,,4514.0,7521.0,,1592.0,1592.0,,,,454.0,,,,,2596.0,,,2596.0,4642.0,1842.0,,,,937.0,,,,937.0,2779.0,7421.0,338.0,787.0,,,0.0,,3533.0,4658.0,523.0,5181.0,12602.0,
12/28/1996,13099.0,276.0,276.0,0.0,1962.0,,,2771.0,621.0,471.0,1679.0,,288.0,,,,,,5297.0,3120.0,,,0.0,4682.0,4682.0,,,,0.0,7802.0,,1278.0,1278.0,,,,1075.0,,,,,2667.0,,,2667.0,5020.0,1881.0,,,,931.0,,,,931.0,2812.0,7832.0,339.0,641.0,,,0.0,,3763.0,4743.0,524.0,5267.0,13099.0,
03/29/1997,12904.0,230.0,230.0,0.0,1944.0,,,2830.0,634.0,471.0,1725.0,,301.0,,,,,,5305.0,3033.0,,,0.0,4566.0,4566.0,,,,0.0,7599.0,,1324.0,1324.0,,,,1010.0,,,,,2628.0,,,2628.0,4962.0,1943.0,,,,893.0,,,,893.0,2836.0,7798.0,339.0,640.0,,,0.0,,3599.0,4578.0,528.0,5106.0,12904.0,
06/28/1997,12953.0,272.0,272.0,0.0,1841.0,,,2973.0,673.0,497.0,1803.0,,305.0,,,,,,5391.0,3079.0,6204.0,-3125.0,0.0,4483.0,3947.0,,,,536.0,7562.0,,1703.0,1703.0,,,,731.0,,,,,2582.0,,,2582.0,5016.0,1933.0,,,,959.0,,,,959.0,2892.0,7908.0,242.0,640.0,,,0.0,,3640.0,4522.0,523.0,5045.0,12953.0,
09/27/1997,13210.0,173.0,173.0,0.0,2014.0,,,3006.0,689.0,483.0,1834.0,,329.0,,,,,,5522.0,3093.0,6385.0,-3292.0,0.0,4595.0,4595.0,,,,0.0,7688.0,,1459.0,1459.0,,,,1226.0,,,,,2525.0,,,2525.0,5210.0,2195.0,,,,976.0,,,,976.0,3171.0,8381.0,37.0,639.0,,,0.0,,3626.0,4302.0,527.0,4829.0,13210.0,
12/27/1997,11153.0,237.0,237.0,0.0,1925.0,,,2841.0,573.0,438.0,1830.0,,300.0,,,,,,5303.0,2151.0,5253.0,-3102.0,0.0,3699.0,3699.0,,,,0.0,5850.0,,1610.0,1610.0,,,,1141.0,,,,,2893.0,,,2893.0,5644.0,2020.0,,,,548.0,,,,548.0,2568.0,8212.0,44.0,631.0,,,0.0,,1742.0,2417.0,524.0,2941.0,11153.0,
03/28/1998,11167.0,173.0,173.0,0.0,1843.0,,,2963.0,602.0,446.0,1915.0,,306.0,,,,,,5285.0,2137.0,5304.0,-3167.0,0.0,3745.0,3745.0,,,,0.0,5882.0,,1595.0,1595.0,,,,1420.0,,,,,2893.0,,,2893.0,5908.0,2080.0,,,,559.0,,,,559.0,2639.0,8547.0,44.0,622.0,,,0.0,,1386.0,2052.0,568.0,2620.0,11167.0,
06/27/1998,10989.0,273.0,273.0,0.0,1800.0,,,2882.0,630.0,443.0,1809.0,,265.0,,,,,,5220.0,2090.0,4947.0,-2857.0,0.0,3679.0,3178.0,,,,501.0,5769.0,,2003.0,2003.0,,,,807.0,,,,,2923.0,,,2923.0,5733.0,2270.0,,,,560.0,,,,560.0,2830.0,8563.0,50.0,614.0,,,0.0,,1202.0,1866.0,560.0,2426.0,10989.0,
09/26/1998,11070.0,222.0,222.0,0.0,1953.0,1953.0,,2840.0,573.0,421.0,1846.0,,321.0,,,,,,5336.0,2024.0,5046.0,-3022.0,0.0,3710.0,3172.0,,,,538.0,5734.0,,1851.0,1851.0,,,,864.0,,,,,2976.0,,,2976.0,5691.0,2263.0,,,,589.0,,,,589.0,2852.0,8543.0,33.0,609.0,,,0.0,1997.0,-668.0,1971.0,556.0,2527.0,11070.0,
12/26/1998,11051.0,310.0,310.0,0.0,1938.0,1938.0,,2644.0,525.0,427.0,1692.0,,384.0,,,,,,5276.0,2022.0,5111.0,-3089.0,0.0,3753.0,3229.0,,,,524.0,5775.0,,1672.0,1672.0,,,,1101.0,,,,,2980.0,,,2980.0,5753.0,2096.0,,,,593.0,,,,593.0,2689.0,8442.0,56.0,1181.0,,,0.0,1460.0,-645.0,2052.0,557.0,2609.0,11051.0,
03/27/1999,10580.0,232.0,232.0,0.0,1850.0,1850.0,,2624.0,485.0,428.0,1711.0,,353.0,,,,,,5059.0,1996.0,5018.0,-3022.0,0.0,3525.0,3021.0,,,,504.0,5521.0,,1624.0,1624.0,,,,1250.0,,,,,2822.0,,,2822.0,5696.0,1998.0,,,,581.0,,,,581.0,2579.0,8275.0,56.0,928.0,,,0.0,1589.0,-830.0,1743.0,562.0,2305.0,10580.0,
07/03/1999,10521.0,279.0,279.0,0.0,1744.0,1744.0,,2643.0,463.0,470.0,1710.0,0.0,321.0,,,,,,4987.0,2169.0,4971.0,-2802.0,0.0,3365.0,2832.0,,,,533.0,5534.0,,1782.0,1782.0,,,,1503.0,,,,,2668.0,,,2668.0,5953.0,1892.0,,,,764.0,,,,764.0,2656.0,8609.0,33.0,115.0,,,0.0,2162.0,-1011.0,1299.0,613.0,1912.0,10521.0,
10/02/1999,10917.0,169.0,169.0,0.0,1998.0,1998.0,,2751.0,532.0,472.0,1747.0,0.0,332.0,,,,,,5250.0,2241.0,,,0.0,3426.0,2886.0,,,,540.0,5667.0,,1482.0,1482.0,,,,1730.0,,,,,2692.0,,,2692.0,5904.0,2140.0,,,,785.0,,,,785.0,2925.0,8829.0,26.0,494.0,,,0.0,1901.0,-948.0,1473.0,615.0,2088.0,10917.0,
01/01/2000,11418.0,303.0,303.0,0.0,2021.0,2021.0,,2714.0,449.0,458.0,1807.0,0.0,372.0,,,,,,5410.0,2489.0,,,0.0,3519.0,2944.0,,,,575.0,6008.0,,1577.0,1577.0,,,,1701.0,,,,,2663.0,,,2663.0,5941.0,2232.0,,,,865.0,,,,865.0,3097.0,9038.0,29.0,612.0,,,0.0,2171.0,-1048.0,1764.0,616.0,2380.0,11418.0,
04/01/2000,11437.0,297.0,297.0,0.0,1881.0,1881.0,,2895.0,503.0,481.0,1911.0,0.0,333.0,,,,,,5406.0,2488.0,,,0.0,3543.0,2887.0,,,,656.0,6031.0,,1591.0,1591.0,,,,2035.0,,,,,2676.0,,,2676.0,6302.0,2163.0,,,,875.0,,,,875.0,3038.0,9340.0,29.0,292.0,,,0.0,2313.0,-1159.0,1475.0,622.0,2097.0,11437.0,
07/01/2000,11611.0,314.0,314.0,0.0,1764.0,1764.0,,2951.0,481.0,529.0,1941.0,0.0,945.0,,,,,,5974.0,2319.0,5362.0,-3043.0,0.0,3318.0,2621.0,,,,697.0,5637.0,,1762.0,1762.0,,,,2435.0,,,,,2562.0,,,2562.0,6759.0,2248.0,,,,729.0,,,,729.0,2977.0,9736.0,25.0,8.0,,,0.0,2393.0,-1167.0,1259.0,616.0,1875.0,11611.0,
09/30/2000,11733.0,225.0,225.0,0.0,1826.0,1826.0,,2999.0,2031.0,490.0,478.0,0.0,1021.0,,,,,,6071.0,2290.0,5440.0,-3150.0,0.0,3372.0,3372.0,,,,0.0,5662.0,,1518.0,1518.0,,,,2326.0,,,,,2470.0,,,2470.0,6314.0,2966.0,,,,784.0,,,,784.0,3750.0,10064.0,19.0,8.0,,,0.0,2262.0,-1244.0,1045.0,624.0,1669.0,11733.0,
12/30/2000,11532.0,735.0,735.0,0.0,1812.0,1812.0,,2752.0,474.0,444.0,1834.0,0.0,734.0,,,,,,6033.0,2140.0,,,0.0,3359.0,3359.0,,,,0.0,5499.0,,1405.0,1405.0,,,,875.0,,,,,2899.0,,,2899.0,5179.0,3145.0,,,,1019.0,,,,1019.0,4164.0,9343.0,22.0,8.0,,,0.0,2744.0,-1235.0,1539.0,650.0,2189.0,11532.0,
03/31/2001,10974.0,606.0,606.0,0.0,1691.0,1691.0,,2716.0,472.0,445.0,1799.0,0.0,657.0,,,,,,5670.0,2100.0,,,0.0,3204.0,2544.0,,,,660.0,5304.0,,1330.0,1330.0,,,,945.0,,,,,2667.0,,,2667.0,4942.0,2753.0,,,,1016.0,,,,1016.0,3769.0,8711.0,22.0,8.0,,,0.0,2858.0,-1283.0,1605.0,658.0,2263.0,10974.0,
06/30/2001,10167.0,548.0,548.0,0.0,1538.0,1538.0,,2582.0,413.0,454.0,1715.0,0.0,415.0,,,,,,5083.0,2146.0,4901.0,-2755.0,0.0,2938.0,2634.0,1537.0,1097.0,,304.0,5084.0,,1505.0,1505.0,,,,581.0,581.0,0.0,0.0,,2872.0,,,2872.0,4958.0,2640.0,2640.0,0.0,0.0,807.0,,,,807.0,3447.0,8405.0,,8.0,,,0.0,2635.0,-1506.0,1137.0,625.0,1762.0,10167.0,
09/29/2001,13937.0,361.0,361.0,,1994.0,1994.0,,2689.0,525.0,453.0,1700.0,11.0,365.0,,,,,,5409.0,3117.0,,,,5411.0,5080.0,3124.0,1956.0,,331.0,8528.0,,1439.0,1439.0,,,,1580.0,,,,,2848.0,,,2848.0,5867.0,4787.0,,,,1382.0,,,,1382.0,6169.0,12036.0,,13.0,,,0.0,2760.0,-1508.0,1265.0,636.0,1901.0,13937.0,
12/29/2001,13486.0,381.0,381.0,0.0,1835.0,1835.0,,2475.0,474.0,405.0,1596.0,0.0,330.0,,,,,,5021.0,2999.0,,,0.0,5466.0,5239.0,3207.0,2032.0,,227.0,8465.0,,1317.0,1317.0,,,,961.0,961.0,0.0,0.0,,2982.0,,,2982.0,5260.0,4768.0,4768.0,0.0,0.0,1465.0,,,,1465.0,6233.0,11493.0,9.0,41.0,,,0.0,2800.0,-1491.0,1359.0,634.0,1993.0,13486.0,
03/30/2002,13742.0,661.0,661.0,0.0,1789.0,1789.0,,2452.0,452.0,409.0,1591.0,0.0,327.0,,,,,,5229.0,3024.0,,,0.0,5489.0,5290.0,3274.0,2016.0,,199.0,8513.0,,1181.0,1181.0,,,,1747.0,,,,,2956.0,,,2956.0,5884.0,4302.0,,,,1445.0,,,,1445.0,5747.0,11631.0,230.0,1466.0,,,0.0,2937.0,-3158.0,1475.0,636.0,2111.0,13742.0,
06/29/2002,13753.0,298.0,298.0,0.0,1831.0,1831.0,,2509.0,479.0,411.0,1619.0,0.0,348.0,,,,,,4986.0,3155.0,6539.0,-3384.0,0.0,5612.0,5420.0,3314.0,2106.0,,192.0,8767.0,,1321.0,1321.0,,,,1202.0,1202.0,0.0,0.0,,2940.0,,,2940.0,5463.0,4357.0,4357.0,0.0,0.0,1541.0,,,,1541.0,5898.0,11361.0,226.0,67.0,,,0.0,3168.0,-1701.0,1760.0,632.0,2392.0,13753.0,
09/28/2002,13692.0,210.0,210.0,,1911.0,1911.0,,2495.0,461.0,390.0,1600.0,44.0,343.0,,,,,,4959.0,3129.0,,,,5604.0,5357.0,3290.0,2067.0,,247.0,8733.0,,1171.0,1171.0,,,,1678.0,,,,,2859.0,,,2859.0,5708.0,3957.0,,,,1602.0,,,,1602.0,5559.0,11267.0,,8.0,,,0.0,3318.0,-1535.0,1791.0,634.0,2425.0,13692.0,
12/28/2002,14060.0,429.0,429.0,0.0,1913.0,1913.0,,2482.0,463.0,370.0,1649.0,0.0,363.0,,,,,,5187.0,3185.0,,,0.0,5688.0,5417.0,3322.0,2095.0,,271.0,8873.0,,1185.0,1185.0,,,,1212.0,1212.0,0.0,0.0,,2931.0,,,2931.0,5328.0,4276.0,4276.0,0.0,0.0,1623.0,,,,1623.0,5899.0,11227.0,16.0,8.0,,,0.0,3541.0,-1363.0,2202.0,631.0,2833.0,14060.0,
03/29/2003,13934.0,257.0,257.0,0.0,1806.0,1806.0,,2640.0,505.0,378.0,1757.0,0.0,327.0,,,,,,5030.0,3230.0,,,0.0,5674.0,5432.0,3340.0,2092.0,,242.0,8904.0,,1142.0,1142.0,,,,1607.0,1607.0,0.0,0.0,,2851.0,,,2851.0,5600.0,3999.0,3999.0,0.0,0.0,1659.0,,,,1659.0,5658.0,11258.0,16.0,8.0,,,0.0,3614.0,-1341.0,2297.0,379.0,2676.0,13934.0,
06/28/2003,15084.0,942.0,942.0,0.0,1928.0,1928.0,,2704.0,489.0,405.0,1810.0,0.0,379.0,,,,,,5953.0,3350.0,7325.0,-3975.0,0.0,5781.0,5497.0,3387.0,2110.0,,284.0,9131.0,,1286.0,1286.0,,,,1079.0,1065.0,14.0,14.0,,2834.0,,,2834.0,5199.0,5157.0,5120.0,37.0,37.0,2279.0,,,,2279.0,7436.0,12635.0,,9.0,,,0.0,3787.0,-1705.0,2091.0,358.0,2449.0,15084.0,
09/27/2003,14224.0,121.0,121.0,0.0,1962.0,1962.0,,2759.0,498.0,412.0,1849.0,0.0,389.0,,,,,,5231.0,3282.0,,,0.0,5711.0,5474.0,3388.0,2086.0,,237.0,8993.0,,1224.0,1224.0,,,,1228.0,1228.0,0.0,0.0,,2854.0,,,2854.0,5306.0,4544.0,4544.0,0.0,0.0,2355.0,,,,2355.0,6899.0,12205.0,0.0,8.0,,,0.0,3863.0,-1913.0,1958.0,61.0,2019.0,14224.0,
12/27/2003,14908.0,591.0,591.0,0.0,2095.0,2095.0,,2698.0,493.0,400.0,1805.0,0.0,397.0,,,,,,5781.0,3342.0,,,0.0,5785.0,5543.0,3436.0,2107.0,,242.0,9127.0,,1262.0,1262.0,,,,1195.0,1195.0,0.0,0.0,,3071.0,,,3071.0,5528.0,4608.0,4608.0,0.0,0.0,2391.0,,,,2391.0,6999.0,12527.0,0.0,12.0,,,0.0,4027.0,-1718.0,2321.0,60.0,2381.0,14908.0,
