Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/1991,32.352001,,,,,,,,,,,,,,,,,,,,,,,,,1.717,,,1.717,1.717,,,0.00625,0.00625,,,0.00625,0.00625,0.00625,
09/01/1991,42.838001,,,,,,,,,,,,,,,,,,,,,,,,,2.988,,,2.988,2.988,,,0.011563,0.011563,,,0.011563,0.011563,0.011563,
11/29/1991,56.453991,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,4.13,4.13,,,0.012812,0.012812,,,0.012812,0.012812,0.012812,
03/01/1992,35.951,,,,,,,,,,,,,,,,,,,,,,,,,3.117,,,3.117,3.117,,,0.014062,0.014062,,,0.014062,0.014062,0.014062,
05/31/1992,41.737999,,,,,,,,,,,,,,,,,,,,,,,,,2.455,,,2.455,2.455,,262.035187,0.009062,0.009062,,262.035187,0.009062,0.009062,0.009062,
08/30/1992,54.037998,,,,,,,,,,,,,,,,,,,,,,,,,4.081,,,4.081,4.081,,,0.015,0.015,,,0.015,0.015,0.015,
11/29/1992,56.453991,,,,,,,,,,,,,,,,,,,,,,,,,4.13,,,4.13,4.13,,,0.015625,0.015625,,,0.015625,0.015625,0.015625,
02/28/1993,64.481987,,,,,,,,,,,,,,,,,,,,,,,,,5.294,,,5.294,5.294,,,0.019063,0.019063,,,0.019063,0.019063,0.019063,
05/30/1993,57.686001,,-33.678001,,24.007999,,-18.497999,,,,5.51,0.105,,,,0.0,-0.105,5.615,-2.246,3.369,0.0,,,3.369,0.0,3.369,0.0,,3.369,3.369,,273.485443,0.0125,0.0125,,273.485443,0.0125,0.0125,0.0125,
08/29/1993,79.137001,,-46.130001,,33.007,,-22.476999,,,,10.53,0.123,,,,0.0,-0.123,10.653,-4.424,6.229,0.0,,,6.229,0.0,6.229,0.0,,6.229,6.229,,274.317352,0.0225,0.0225,,274.317352,0.0225,0.0225,0.0225,
