Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,137,0,1504,500,256,2397,0,1950,4186,-2236,1018,2968,5365,,472,487,884,1843,1076,646,1722,3565,,,232,1568,1800,5365,
06/30/1990,,124,0,1492,511,218,2345,0,2004,4340,-2336,1070,3074,5419,,506,482,861,1849,1082,638,1720,3569,,,233,1617,1850,5419,
09/30/1990,,117,0,1456,538,260,2371,0,2094,4545,-2451,1101,3195,5566,,532,531,905,1968,1083,619,1702,3670,,,234,1662,1896,5566,
12/31/1990,,72,0,1309,530,326,2237,0,2215,4734,-2519,1103,3318,5555,,528,566,853,1947,1042,621,1663,3610,1.0,38.0,223,1683,1945,5555,
03/31/1991,,109,0,1347,502,307,2265,0,2161,4689,-2528,1087,3248,5513,,488,664,716,1868,1084,659,1743,3611,,,224,1678,1902,5513,
06/30/1991,,61,0,1333,469,326,2189,0,2102,4606,-2504,1099,3201,5390,,476,472,708,1656,1187,662,1849,3505,,,223,1662,1885,5390,
09/30/1991,,75,0,1358,508,323,2264,0,2175,4778,-2603,1112,3287,5551,,512,447,787,1746,1188,695,1883,3629,,,224,1698,1922,5551,
12/31/1991,,75,0,1356,512,319,2262,0,2324,5010,-2686,1049,3373,5635,,567,437,978,1982,1213,691,1904,3886,1.0,64.0,222,1462,1749,5635,
03/31/1992,,80,0,1425,482,320,2307,0,2270,4968,-2698,1051,3321,5628,,553,507,904,1964,1199,762,1961,3925,,,224,1479,1703,5628,
06/30/1992,,116,0,1467,513,333,2429,0,2323,5131,-2808,1040,3363,5792,,574,479,1014,2067,1189,698,1887,3954,,67.0,233,1538,1838,5792,
09/30/1992,,77,0,1489,546,326,2438,0,2343,5182,-2839,998,3341,5779,,564,553,938,2055,1375,481,1856,3911,,63.0,243,1562,1868,5779,
12/31/1992,,66,0,1289,422,339,2116,0,2311,5052,-2741,1031,3342,5458,,583,276,1153,2012,941,1026,1967,3979,1.0,63.0,261,1154,1479,5458,
03/31/1993,,57,0,1431,420,327,2235,0,2316,5106,-2790,1016,3332,5567,,517,401,1029,1947,1042,1033,2075,4022,,67.0,278,1200,1545,5567,
06/30/1993,,59,0,1389,402,318,2168,0,2289,5072,-2783,1008,3297,5465,,508,401,994,1903,1742,234,1976,3879,0.0,66.0,300,1220,1586,5465,
09/30/1993,,70,0,1356,414,307,2147,0,2299,5133,-2834,1022,3321,5468,,470,413,999,1882,903,1057,1960,3842,0.0,66.0,40,1520,1626,5468,
12/31/1993,,79,0,1219,410,286,1994,0,2327,5120,-2793,1015,3342,5336,,563,343,920,1826,870,1038,1908,3734,1.0,68.0,333,1200,1602,5336,
03/31/1994,,54,0,1426,423,305,2208,0,2342,5221,-2879,932,3274,5482,,546,424,826,1796,913,1066,1979,3775,0.0,70.0,369,1268,1707,5482,
06/30/1994,,74,0,1495,437,280,2286,0,2382,5391,-3009,926,3308,5594,,616,380,857,1853,895,1056,1951,3804,0.0,71.0,373,1346,1790,5594,
09/30/1994,,72,0,1415,490,266,2243,0,2427,5521,-3094,924,3351,5594,,599,394,889,1882,796,1055,1851,3733,0.0,72.0,383,1406,1861,5594,
12/31/1994,,109,0,1338,470,298,2215,0,2489,5556,-3067,932,3421,5636,,737,279,970,1986,694,1065,1759,3745,1.0,69.0,394,1427,1891,5636,
03/31/1995,,71,0,1562,498,308,2439,0,2543,5740,-3197,930,3473,5912,,729,314,1064,2107,709,1068,1777,3884,,65.0,407,1556,2028,5912,
06/30/1995,,60,0,1524,511,304,2399,0,2528,5791,-3263,935,3463,5862,,725,290,1002,2017,793,893,1686,3703,,67.0,432,1660,2159,5862,
10/01/1995,,81,0,1428,535,312,2356,0,2521,5805,-3284,936,3457,5813,,677,294,1003,1974,568,1068,1636,3610,,70.0,437,1696,2203,5813,
12/31/1995,,59,0,1327,530,284,2200,0,2511,5710,-3199,959,3470,5670,,776,212,895,1883,539,1029,1568,3451,9.0,47.0,438,1725,2219,5670,
03/31/1996,,60,0,1564,541,256,2421,0,2504,5852,-3348,1005,3509,5930,,763,193,1071,2027,559,1033,1592,3619,,76.0,470,1765,2311,5930,
06/30/1996,,64,0,1558,517,223,2362,0,2468,5867,-3399,1093,3561,5923,,717,307,1097,2121,513,973,1486,3607,,80.0,473,1763,2316,5923,
09/30/1996,,720,0,1467,517,139,2843,0,2371,5744,-3373,724,3095,5938,,710,173,1385,2268,479,910,1389,3657,,57.0,515,1709,2281,5938,
12/31/1996,,386,0,1378,524,493,2781,0,2480,5880,-3400,638,3118,5899,,781,124,1252,2157,458,1039,1497,3654,8.0,56.0,517,1664,2245,5899,
03/31/1997,,59,0,1567,542,431,2599,0,2626,6051,-3425,925,3551,6150,,799,376,1225,2400,472,988,1460,3860,0.0,100.0,522,1668,2290,6150,
06/30/1997,,83,0,1606,525,364,2578,0,2618,6116,-3498,949,3567,6145,,802,364,1257,2423,498,930,1428,3851,0.0,106.0,525,1663,2294,6145,
09/30/1997,,136,0,1489,578,305,2508,0,2603,6114,-3511,970,3573,6081,,743,434,1217,2394,531,826,1357,3751,0.0,105.0,542,1683,2330,6081,
12/31/1997,,70,0,1617,573,175,2435,0,2621,6074,-3453,1354,3975,6410,,859,539,1321,2719,1117,845,1962,4681,8.0,105.0,540,1076,1729,6410,
03/31/1998,,92,0,1772,589,249,2702,0,2606,6223,-3617,1591,4197,6899,,840,719,1225,2784,1423,878,2301,5085,0.0,87.0,531,1196,1814,6899,
06/30/1998,,76,0,1708,646,323,2753,0,2593,6320,-3727,1592,4185,6938,,800,655,1302,2757,1444,872,2316,5073,0.0,88.0,530,1247,1865,6938,
09/30/1998,,79,0,1635,685,425,2824,0,2639,6522,-3883,1739,4378,7202,,856,894,1195,2945,1443,858,2301,5246,0.0,92.0,530,1334,1956,7202,
12/31/1998,,83,0,1721,616,283,2703,0,2683,6604,-3921,1783,4466,7169,,964,869,1185,3018,1353,826,2179,5197,0.0,94.0,532,1346,1972,7169,
03/31/1999,,1058,0,2826,1123,1340,6347,0,4096,7986,-3890,7708,11804,18151,,1614,2514,4789,8917,1663,5713,7376,16293,0.0,131.0,534,1193,1858,18151,
06/30/1999,,609,0,2684,1048,1427,5768,394,3916,7915,-3999,7263,11573,17341,,1596,4031,1995,7622,5661,2295,7956,15578,0.0,107.0,538,1118,1763,17341,
09/30/1999,,294,0,2487,1090,1328,5199,283,3899,8014,-4115,7889,12071,17270,,1530,3561,2361,7452,5530,2195,7725,15177,0.0,110.0,540,1443,2093,17270,
12/31/1999,,228,0,2480,1039,1452,5199,0,3894,8026,-4132,9173,13067,18266,,1638,3202,1889,6729,5369,3343,8712,15441,0.0,113.0,541,2171,2825,18266,
03/31/2000,,261,0,2737,978,607,4583,244,3775,7925,-4150,9655,13674,18257,,1652,2082,2094,5828,5338,3746,9084,14912,0.0,117.0,77,3151,3345,18257,
06/30/2000,,235,0,2634,943,571,4383,297,3688,7904,-4216,8951,12936,17319,,1711,2211,1823,5745,4865,3512,8377,14122,0.0,206.0,548,2443,3197,17319,
09/30/2000,,228,70,2395,958,454,4105,306,3542,7831,-4289,8729,12577,16682,,1677,2091,2069,5837,4835,3048,7883,13720,0.0,199.0,550,2213,2962,16682,
